Product code,Product label,India's imports from Australia-Value in 2012,India's imports from Australia-Value in 2013,India's imports from Australia-Value in 2014,India's imports from Australia-Value in 2015,India's imports from Australia-Value in 2016,India's imports from Australia-Value in 2017,India's imports from Australia-Value in 2018,India's imports from Australia-Value in 2019,India's imports from Australia-Value in 2020,India's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
720521,"Powders, of alloy steel (excluding powders of ferro-alloys and radioactive iron powders "" ...""",0,391,0,0,0,0,0,0,0,0,,804,151,305,185,991,4754,1735,169,1,80,,8692,8646,9832,9052,5995,6170,10512,9679,6865,12534
720853,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,0,49,4,34,22,106,108,33,36,70,,1518,5625,1568,1235,1313,203,3531,2595,2304,3861
720917,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",66,13,0,0,0,0,0,0,0,0,,0,1822,43,3,83,34,187,14,28,225,,431795,340268,401674,289679,187092,110574,203981,184796,88639,148143
720990,"Flat-rolled products of iron or steel, of a width of >= 600 mm, cold-rolled """"cold-reduced"""", ...""",135,0,61,0,0,0,0,0,0,0,,7290,9809,6052,2507,1321,2701,1114,810,714,448,,184700,102527,133129,95712,59807,31153,8436,5668,344,63
722619,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,239,68,0,0,6,0,0,62,4,183,,7546,7221,2823,2244,1223,4843,6188,5916,6023,7707
722720,"Bars and rods of silico-manganese steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1987,296,1843,2324,2781,1371,3789,2877,1603,947
722240,"Angles, shapes and sections of stainless steel, n.e.s.",0,0,0,0,0,0,0,0,0,0,,982,1200,1400,840,724,397,912,900,366,184,,7401,8039,6156,2755,1483,1263,1332,1649,1836,2712
721020,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,0,0,5,44,381,42,5,62,0,0,,508,409,74,179,27,2,0,0,57,5
721420,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations ...",0,0,0,0,51,2,0,0,0,0,,74,201,38,53,184,1088,1337,676,132,362,,6282,12037,50018,101356,62123,76100,95200,123901,47859,28830
721640,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,0,0,0,0,0,,1708,453,201,210,19,172,130,102,34,123,,51684,12419,4565,5414,1992,180,143,142,408,79
721691,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished from ...",0,0,0,0,0,0,0,0,0,0,,133,10,32,473,4,11,356,7,1,22,,96,12,70,106,3751,538,762,308,103,190
721790,"Wire of iron or non-alloy steel, in coils, plated or coated (excluding plated or coated with ...",0,0,11,35,0,0,0,15,0,0,,4887,5820,7249,12242,6575,513,272,444,63,187,,48703,38503,43504,43290,42331,39166,48526,32846,20253,21889
721923,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,26,156,32,29,16,94,11,2,46,324,,18432,8253,29011,21373,11921,18550,17943,913,1192,694
740921,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,14,40,5,26,21,79,54,14,52,119,,11553,18635,36451,39094,35290,45835,51148,36781,23643,36695
741011,"Refined copper foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of ...",42,0,0,0,0,0,0,0,0,0,,1,1,4,0,0,0,20,60,0,6,,13121,16445,11287,13799,11211,12825,14315,11592,8943,11201
741022,"Copper alloy foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,11,1,0,0,24,5,1,0,0,3,,6082,7755,9953,9721,8986,10239,10042,5596,5074,9614
741110,Tubes and pipes of refined copper,83,0,0,0,0,0,0,0,0,0,,52700,50945,52039,26279,20950,28533,23572,20876,17443,20696,,117163,147037,202427,227224,241529,326291,387835,456102,331191,574787
741210,"Refined copper tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",0,0,0,0,0,0,0,0,0,0,,21185,4323,2078,533,834,577,598,5548,854,1054,,3772,3133,1405,1190,1133,1350,2061,2597,3308,3854
741521,"Washers, """"incl. spring washers and spring lock washers"""", of copper""""",0,0,0,0,0,0,0,0,0,0,,42,63,40,34,21,31,76,99,58,155,,394,539,499,457,383,511,864,525,453,1001
750120,Nickel oxide sinters and other intermediate products of nickel metallurgy (excluding nickel ...,0,0,5014,0,0,0,0,0,0,0,,301624,136241,148453,107100,12003,0,1938,2542,461,43,,195,11894,10692,12712,57,347,31331,392,798,28993
750521,Wire of non-alloy nickel (excluding electrically insulated products),0,0,0,0,0,0,0,0,0,0,,8,2,348,4,0,1,2,0,0,0,,2902,774,758,277,226,259,233,1039,534,110
750712,Tubes and pipes of nickel alloys,0,0,0,0,0,18,0,0,0,0,,13,2200,1311,61,77,23,72,471,2886,827,,8549,13160,7347,8795,15919,14532,28817,37653,33207,29202
750810,"Cloth, grill, netting and fencing, of nickel wire",0,0,0,0,0,0,0,0,0,0,,0,0,2,36,37,13,113,28,20,72,,80,94,76,82,71,15,40,45,12,51
760110,"Aluminium, not alloyed, unwrought",4694,1690,1485,6213,7222,3466,2056,0,0,0,,2699037,2591341,2487668,2354220,1989538,2101616,2639721,2247243,2163671,3128382,,324786,420542,332979,346519,318270,205803,142017,108257,172665,153202
730531,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron ...",0,0,0,0,0,0,0,0,0,0,,2705,953,1843,6019,502,261,1070,207,487,1625,,316,2607,21331,12624,3072,409,1067,17711,13245,1237
730611,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of stainless ...",0,0,115,16,70,36,0,0,0,0,,383,213,16,7425,82,178,236,29,760,487,,3728,6597,13959,33068,29294,66966,81375,46394,32641,40435
730629,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",0,12,0,0,0,0,0,0,0,0,,1771,790,2323,2386,292,717,615,133,314,470,,25626,30870,10691,4097,7448,1133,2319,2128,3004,1076
731021,"Cans of iron or steel, of a capacity of < 50 l, which are to be closed by soldering or crimping ...",54,0,0,0,0,69,99,158,0,0,,10593,6897,5250,5795,5832,4821,3728,3011,2254,4462,,9822,6536,5931,8748,6758,7487,10768,11042,9422,10777
731700,"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ...",0,0,0,2,0,0,0,0,0,0,,5525,5256,4636,4148,4245,1207,830,410,1116,3264,,7021,7185,7998,9499,10106,11590,16261,16794,15450,18493
731814,"Self-tapping screws, of iron or steel (excl. wood screws)",2,0,1,0,0,0,1,1,0,0,,651,310,632,538,492,1395,1707,1255,1495,2447,,9688,10699,11566,12359,15868,18675,26629,24567,28730,48771
530110,"Flax, raw or retted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,725,548,835,384,98,87,12,0,0,0
530290,"True hemp """"Cannabis sativa L."""", processed but not spun; tow and waste of hemp, incl. yarn ...""",0,0,0,0,0,0,0,0,0,0,,0,16,21,3,10,0,10,0,0,25,,0,2,0,3,3,24,14,74,108,262
521214,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,12,2,3,2,3,2,0,0,10,5,,1048,574,727,669,692,457,478,506,140,292
551621,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,4,1,0,0,0,0,0,0,0,0,,99,202,145,170,103,281,4435,6862,6806,6447
551643,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,175,82,26,17,49,2,2,0,0,8,,506,628,952,153,14,26,114,303,97,147
560130,Textile flock and dust and mill neps,0,0,0,0,0,0,0,0,0,0,,11,27,0,2,2,10,6,36,0,0,,15714,13329,14790,18184,17983,17571,23480,21511,20080,25274
560210,"Needleloom felt and stitch-bonded fibre fabrics, whether or not impregnated, coated, covered ...",0,0,0,0,0,0,2,0,0,0,,123,242,299,55,66,237,84,224,225,291,,2306,2227,2531,2340,3187,5309,7483,6488,5347,7730
560221,"Felt, not impregnated, coated, covered or laminated, of wool or fine animal hair, n.e.s. (excluding ...",0,0,0,0,0,0,0,0,0,0,,46,248,390,168,186,55,5,83,0,30,,86,93,115,161,166,197,309,441,360,648
580211,"Terry towelling and similar woven terry fabrics, of cotton, unbleached (excluding narrow woven ...",0,0,0,0,0,0,0,0,0,0,,11,11,14,1,0,0,64,2,2,16,,0,2,0,0,2,5,27,0,0,0
580230,Tufted textile fabrics (excluding carpets and other floor coverings),0,0,0,0,0,0,0,0,0,0,,10,0,42,49,17,3,19,686,335,176,,182,6,0,2,3,3,0,7,6,29
580631,"Narrow woven fabrics of cotton, with a width of <= 30 cm, n.e.s.",0,0,0,0,0,11,0,0,0,0,,56,54,83,55,40,14,20,32,45,46,,3739,5118,2921,2807,2737,4480,6382,10633,8335,8453
580632,"Narrow woven fabrics of man-made fibres, with a width of <= 30 cm, n.e.s.",1,0,3,1,0,0,1,6,0,0,,782,261,356,270,561,408,207,343,353,340,,12274,14306,19007,19760,21017,26947,24676,29292,27416,35751
580900,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ...",18,11,6,3,0,2,0,0,0,0,,164,120,145,200,81,110,13,14,11,38,,269,205,150,101,190,911,1927,3530,992,1206
560394,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > than ...",366,158,40,0,0,0,5,0,0,0,,3013,1583,3583,2110,425,393,1061,3240,2240,2407,,34411,38304,43618,44637,43340,50940,55132,66107,36667,47123
560600,"Gimped yarn, gimped strip and the like of heading 5404 or 5405; chenille yarn, incl. flock ...",0,0,0,0,0,0,0,21,0,0,,0,0,7,0,3,0,2,20,0,1,,2146,2491,1359,1144,894,890,1314,1856,4558,25251
580126,"Chenille fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",0,0,0,0,0,0,0,0,0,0,,8,2,49,2,4,7,5,29,29,23,,85,13,6,3,12,4,16,102,72,0
611691,"Gloves, mittens and mitts, of wool or fine animal hair, knitted or crocheted (excl. impregnated, ...",0,0,0,0,0,0,0,0,0,0,,21,8,8,6,9,8,49,71,127,133,,41,89,205,47,21,24,31,56,21,64
611780,"Ties, bow ties, cravats and other made-up clothing accessories, knitted or crocheted, n.e.s. ...",0,0,0,0,0,0,0,0,0,0,,273,452,769,448,337,393,422,825,347,482,,1535,3533,3876,7129,5221,4378,5877,4810,4092,4173
620112,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",0,0,0,0,0,0,0,0,0,0,,95,349,314,212,60,69,208,374,475,213,,533,452,436,310,323,224,322,456,231,400
620299,"Women's or girls' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",0,0,0,0,0,0,0,0,0,0,,42,48,84,18,62,572,1282,134,352,194,,98,153,395,308,431,402,501,295,226,405
620412,"Women's or girls' suits of cotton (excluding knitted or crocheted, ski overalls and swimwear)",0,0,0,0,0,0,0,0,0,0,,174,51,79,80,362,29,53,292,24,186,,59,31,254,133,108,41,43,102,251,153
620413,"Women's or girls' suits of synthetic fibres (excluding knitted or crocheted, ski overalls and ...",0,0,0,0,0,0,0,0,0,0,,39,34,0,64,51,32,30,224,62,148,,256,5,11,42,39,10,41,42,12,14
620432,"Women's or girls' jackets and blazers of cotton (excluding knitted or crocheted, wind-jackets ...",0,0,0,0,0,0,0,0,0,0,,1433,1660,1646,2027,2045,1290,1303,1680,1823,2081,,967,1244,1190,1193,1293,1254,1926,3504,2740,4554
620459,"Women's or girls' skirts and divided skirts of textile materials (excluding of wool, fine animal ...",0,0,0,0,0,0,0,4,2,0,,475,434,414,646,366,360,393,446,422,528,,331,498,751,690,783,453,1085,1107,638,1050
600320,"Knitted or crocheted fabrics of cotton, of a width of <= 30 cm (excluding those containing ...""",0,0,0,0,0,0,0,0,0,0,,11,0,0,0,0,0,34,0,5,0,,227,704,432,558,92,248,38,95,1019,2087
600340,"Knitted or crocheted fabrics of artificial fibres, of a width of <= 30 cm (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,382,1408,1442,,0,5,0,0,5,15,0,3,0,8
600490,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",0,0,0,0,0,0,20,0,0,0,,1112,387,406,545,96,8,22,46,26,334,,11139,17818,11319,3784,4182,10021,28885,12354,7718,16889
600531,"Unbleached or bleached warp knit fabrics of synthetic fibres """"incl. those made on galloon ...""",57,0,0,0,0,0,0,0,0,0,,0,0,15,16,27,0,0,0,0,0,,63554,54989,51033,46195,30762,2684,0,0,0,0
600538,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,176,360,47,23,186,,0,0,0,0,0,1902,1759,1169,973,1291
600622,"Dyed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",0,0,47,4,0,0,0,0,0,0,,4642,3883,2138,1829,1310,103,48,129,149,47,,9885,8714,6549,5044,4377,10453,31477,41493,20623,32631
600642,"Dyed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,42,75,51,39,328,614,172,127,11,58,,35057,41604,43703,23456,16531,33230,34595,21872,13904,24129
610343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, knitted ...",3,0,0,0,0,0,0,0,0,0,,844,389,366,484,603,923,545,434,445,883,,929,1750,2939,5120,4385,5739,9437,11460,10654,15773
610419,"Women's or girls' suits of textile materials, knitted or crocheted (excluding of synthetic ...",0,0,0,0,0,0,0,0,0,0,,16,13,9,17,9,14,54,35,26,110,,39,18,13,35,51,13,49,149,97,51
610422,"Women's or girls' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)",0,0,0,0,0,0,0,0,0,0,,18,112,69,183,70,57,24,47,58,243,,3,24,31,27,133,5,30,109,39,206
610429,"Women's or girls' ensembles of textile materials (excluding of cotton or synthetic fibres, ...",0,0,2,1,1,0,0,0,0,0,,44,3,21,11,23,99,18,7,24,5,,2,12,27,12,71,105,27,70,12,61
610432,"Women's or girls' jackets and blazers of cotton, knitted or crocheted (excluding wind-jackets ...",5,0,0,0,0,0,0,0,0,0,,210,275,57,54,42,55,312,429,205,214,,169,299,332,442,449,630,497,516,376,718
610449,"Women's or girls' dresses of textile materials, knitted or crocheted (excluding of wool, fine ...",0,0,0,0,0,0,0,0,0,0,,2129,1616,1745,2137,1712,882,1050,1207,1849,4775,,410,1134,857,384,473,468,307,391,395,98
610590,"Men's or boys' shirts of textile materials, knitted or crocheted (excluding of cotton or man-made ...",5,35,1,0,0,1,0,0,0,0,,927,903,660,306,708,402,695,2018,8110,9466,,122,281,522,639,393,295,1123,1598,1875,1742
540249,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, untwisted or ...",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,788,316,0,8,28,0,,5008,9246,5304,9738,8518,8112,12820,12295,10251,13027
540252,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, with a twist of > 50 ...",8,0,0,0,0,0,0,0,0,0,,5,4,5,0,1,0,0,0,0,0,,1681,1280,1874,5544,5718,1901,3002,2743,1422,3190
540263,"Multiple """"folded"""" or cabled filament yarn of polypropylene, incl. monofilament of < 67 decitex ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,22,4,0,0,,0,0,0,0,0,360,697,635,415,655
540500,Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ...,0,0,0,0,0,0,0,0,0,0,,69,3,66,55,11,4,273,0,0,4,,1007,810,374,307,410,138,260,612,221,601
540710,"Woven fabrics of high-tenacity yarn, nylon, other polyamides or polyesters, incl. monofilament ...",0,106,0,3,19,110,1,270,208,0,,6305,6340,3344,3122,2303,2242,1718,1819,1462,1244,,16213,13445,10995,10613,9914,10499,11096,14359,11501,17903
540741,"Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides, ...",0,0,0,0,0,0,0,0,0,0,,96,161,312,551,328,259,1133,296,258,813,,3583,2014,3227,2529,2111,2743,2422,3318,2738,2376
540744,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,0,0,0,0,0,0,0,0,0,0,,21,16,683,64,14,0,8,3,11,5,,234,966,187,32,115,280,318,523,348,406
540754,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",2,0,0,0,0,0,0,0,0,0,,37,28,16,5,70,30,22,38,40,107,,6782,9496,10317,7587,5792,7687,11288,12358,7893,7935
540821,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,1,0,0,0,0,0,0,0,0,,13,0,0,1,0,0,0,0,0,2,,371,432,503,596,425,329,180,224,110,415
540832,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",2,0,0,0,0,0,0,0,0,0,,51,39,23,39,68,62,24,37,16,3,,3370,2473,2979,3589,2750,3239,4446,3152,2848,2640
550320,"Staple fibres of polyesters, not carded, combed or otherwise processed for spinning",6,0,0,0,0,0,0,0,0,0,,1254,2445,853,1614,1228,1341,287,53,27,48,,42760,62563,105437,113677,96029,105295,117360,138721,82958,103070
550340,"Staple fibres of polypropylene, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,241,22,25,114,64,253,118,70,133,96,,454,410,269,2692,2295,4915,5318,4531,2985,5078
550520,"Waste of artificial staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,850,958,1954,1856,1775,3841,4137,2473,635,485
550931,Single yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excluding sewing ...,0,0,0,0,0,0,0,0,0,0,,6,6,4,3,22,0,0,0,0,0,,2783,4557,6935,2462,3218,4071,4928,5148,2531,4722
550959,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, other than that ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,77,7,0,0,0,0,0,,35,272,321,967,1026,1058,1222,2512,851,1838
551110,"Yarn containing >= 85% synthetic staple fibres by weight, put up for retail sale (excluding ...",0,0,0,0,0,0,0,0,0,0,,288,632,326,1,7,33,87,3,271,213,,24,8,2,39,5,0,30,13,5,97
551130,"Yarn of artificial staple fibres, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,0,0,0,0,,396,26,86,323,204,3,0,2,24,4,,13,0,7,0,0,39,152,64,111,39
551299,"Woven fabrics containing >= 85% synthetic staple fibres by weight, dyed, made of yarn of different ...",0,0,0,4,0,0,0,38,0,0,,1057,196,476,353,637,836,1251,1257,539,600,,1324,250,731,917,820,1009,1295,1647,1419,2621
551321,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,1148,1010,1196,958,975,1078,847,365,464,491,,125,16,85,91,118,470,210,434,602,624
551349,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,20,6,4,10,24,15,30,41,8,10,,22,42,14,2,20,2,9,16,220,52
551411,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,5,0,0,,90,32,32,4,0,17,15,6,18,7,,256,33,30,178,161,251,265,374,177,150
521019,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,19,45,31,45,11,1,34,2,0,56,,602,103,242,915,32,222,136,565,405,120
521029,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,14,0,0,0,0,8,0,0,0,0,,106,160,362,183,7,317,571,339,117,136
521041,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,3,6,0,4,0,0,0,1,8,0,,2561,2314,2890,1628,1176,2254,4101,4498,2227,4249
510211,"Hair of Kashmir """"cashmere"""" goats, neither carded nor combed""""",0,4,0,0,0,0,0,0,0,0,,11,7,0,0,0,0,48,0,0,0,,6299,6178,7484,7460,4016,3403,4552,3961,1443,1630
510810,Carded yarn of fine animal hair (excluding that of wool or that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,26,30,8,0,41,47,0,0,0,,13,57,43,18,25,68,70,41,37,8
510910,"Yarn containing >= 85% wool or fine animal hair by weight, put up for retail sale",0,0,0,0,0,1,0,0,0,0,,8379,7376,1772,1044,3278,2513,473,278,289,180,,28,1,32,95,116,15,147,39,471,106
511190,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,5,0,0,0,0,0,0,0,0,,388,439,226,149,153,286,120,143,613,586,,2257,292,175,173,162,118,466,345,121,265
511300,Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ...,0,0,0,0,0,0,1,0,0,0,,20,37,7,16,4,0,0,0,0,0,,64,111,22,51,163,24,231,16,6,90
520512,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,39,0,0,0,0,0,0,0,,1312,746,652,0,237,0,0,0,0,9,,573,1393,391,221,67,165,445,563,244,3998
520533,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,0,19,89,0,0,0,0,0,0,0,,0,0,0,2,0,0,148,316,215,146
520645,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,0,,404,167,142,122,51,510,351,96,18,16
520813,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,0,,4543,8824,1781,896,5,293,378,252,400,87
520821,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,14,26,0,39,19,0,0,0,110,154,,554,266,362,982,918,589,701,1111,561,569
520833,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,5,0,0,0,22,0,0,0,8,0,,2590,1716,659,819,768,965,561,1226,622,801
520841,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,0,3,2,10,3,0,0,1,8,,14890,20371,12404,15194,6979,13206,13560,14659,6655,5037
520939,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, dyed (excluding ...",0,0,0,0,0,0,0,0,0,0,,426,118,68,112,67,104,89,216,295,868,,747,852,638,552,1039,966,1702,1971,2636,2169
