Product code,Product label,"Japan's imports from Taipei, Chinese-Value in 2012","Japan's imports from Taipei, Chinese-Value in 2013","Japan's imports from Taipei, Chinese-Value in 2014","Japan's imports from Taipei, Chinese-Value in 2015","Japan's imports from Taipei, Chinese-Value in 2016","Japan's imports from Taipei, Chinese-Value in 2017","Japan's imports from Taipei, Chinese-Value in 2018","Japan's imports from Taipei, Chinese-Value in 2019","Japan's imports from Taipei, Chinese-Value in 2020","Japan's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
293379,"Lactams (excluding 6-hexanelactam """"epsilon-caprolactam"""", clobazam """"INN"""", methyprylon """"INN"""", ...""",79,436,434,15,105,109,297,246,67,158,,6468,7482,8678,3844,18030,14979,16982,14495,13227,25756,,126237,100819,117345,123177,174408,188527,251312,342155,298543,330294
551521,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,0,0,5,0,0,130,87,119,157,,287,228,226,490,379,312,272,257,136,102,,287,295,411,363,194,297,846,510,355,401
730290,"Sleepers """"cross-ties"""", check-rails, rack rails, chairs, chair wedges, rail clips, bedplates ...""",1072,1062,1358,678,1639,789,815,25,106,157,,91,4294,944,1936,1415,1472,483,527,175,106,,8444,7084,6095,6106,6722,5714,8300,7502,6732,5658
721190,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",72,50,71,44,30,55,81,80,70,157,,10609,9557,8583,8310,7159,7460,6605,6638,6462,8214,,6100,8381,10619,7464,9383,6705,5924,4465,4054,3585
490110,"Printed books, brochures and similar printed matter, in single sheets, whether or not folded ...",35,61,48,22,395,52,45,65,66,156,,4783,3776,3573,4584,3659,5055,5196,8150,16464,14716,,8321,6968,8035,6373,7088,6939,8581,10308,9567,12427
722850,"Bars and rods of alloy steel other than stainless, not further worked than cold-formed or cold-finished ...",156,176,86,88,105,262,165,141,217,156,,61218,61976,64823,51389,42849,55376,65734,60302,45500,71311,,6942,4784,3942,4503,4932,4460,4474,7722,7631,10190
690722,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,2245,2500,5939,1997,156,,0,0,0,0,0,453,148,111,250,350,,0,0,0,0,0,81221,82201,91955,83793,101454
740321,"Copper-zinc base alloys """"brass"""" unwrought""""",754,5,0,61,0,98,78,0,0,155,,14740,16409,14387,11225,11870,14547,18883,23605,50249,36391,,3260,3232,2098,1258,1006,1205,1468,1376,1020,1812
841690,"Parts of furnace burners such as mechanical stokers, incl. their mechanical grates, mechanical ...",8,2,5,202,322,32,135,83,153,155,,5002,5386,5486,4881,4648,4274,3766,3187,3173,5164,,12252,10704,12417,13977,12182,12192,16561,23551,18786,12798
581099,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in ...",17,65,76,85,51,56,71,83,127,155,,9304,9897,8884,8848,10013,8175,7478,8030,6497,7660,,5796,4530,4849,3632,2775,2876,3177,2967,2697,2380
950640,Articles and equipment for table-tennis,151,119,92,324,93,160,98,140,142,154,,476,438,381,371,237,241,449,699,1180,800,,20332,20592,20308,23229,23816,25391,28278,22126,17512,17352
901060,Projection screens,59,70,11,23,9,222,73,82,330,153,,6249,7176,7295,6544,8230,9469,12678,4090,4047,4087,,8764,9701,7612,7904,8378,8760,8548,9053,7585,8216
442010,"Statuettes and other ornaments, of wood (excluding wood marquetry and inlaid wood)",597,390,301,355,371,326,294,381,259,153,,2978,2582,2391,2844,2312,1988,2036,2730,1774,1604,,53854,52235,51654,45462,46381,41215,43764,40392,36373,36162
852380,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices ...",214,151,68,49,32,94,62,85,204,152,,4244,4988,5275,13477,8861,12393,10212,1410,1585,2803,,10852,8161,9285,8670,12076,14881,15031,16495,12835,18615
382450,Non-refractory mortars and concretes,38,34,26,8,9,4,4,631,456,152,,155,91,131,63,42,41,49,139,199,210,,2090,2103,2567,2203,2234,1472,1265,2963,3177,6027
761300,Aluminium containers for compressed or liquefied gas,220,75,115,49,84,67,131,89,23,151,,2422,862,1816,3404,4272,3470,7554,8802,21058,29267,,19184,19529,23280,18058,17820,13921,25886,25645,39556,50172
540783,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",241,89,147,101,138,80,265,137,92,150,,2047,2021,1785,1916,1732,1398,1599,2717,2071,2597,,2541,3487,3344,2460,2226,2211,2644,2149,1529,1560
283620,Disodium carbonate,73,53,124,84,86,84,225,99,176,150,,344,283,726,318,438,570,649,418,288,217,,82226,60948,68175,90194,93817,81171,98100,103835,58842,60787
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",814,338,389,393,218,149,167,68,89,149,,1910,1857,2145,4171,2361,3071,4040,4830,4198,7752,,1015,465,568,530,484,439,556,765,530,915
961220,"Ink-pads, whether or not inked, with or without boxes",219,185,185,215,179,168,165,156,171,148,,6205,3897,4212,3384,3561,3385,3105,2987,2272,3221,,3476,3807,4527,3842,3769,3387,3597,2687,2770,2691
701790,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ...",93,204,225,214,165,100,87,176,69,147,,549,565,579,455,556,622,617,688,780,808,,26290,24163,25046,24926,23558,23310,24473,25184,24179,23623
51191,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead fish, crustaceans, ...",210,216,79,84,99,94,93,122,146,147,,2364,2486,275,324,162,84,629,1313,646,740,,71033,65685,85152,40653,46154,43012,45307,72088,54602,50745
610910,"T-shirts, singlets and other vests of cotton, knitted or crocheted",542,355,391,138,211,219,267,365,265,147,,14960,15739,15428,13147,11807,9195,8978,11305,8587,8832,,1192070,1164692,1089616,1026898,1132970,1146712,1208347,1358420,1220003,1284660
961800,"Tailors' dummies and other lay figures, automata and other animated displays used for shop ...",910,729,405,455,483,357,388,346,277,146,,8280,6247,5364,4089,4151,3517,3866,3488,2534,3910,,74803,70308,68268,60542,54375,53026,48598,46543,37832,46604
850650,Lithium cells and batteries (excluding spent),64,75,147,184,157,146,213,159,164,146,,17041,16082,12591,12076,11188,11937,12199,12201,15666,12845,,47275,60480,59826,51725,50547,55531,59624,58612,56947,50262
20890,"Fresh, chilled or frozen meat and edible offal of pigeons, game, reindeer and other animals ...""",176,209,141,236,121,76,136,220,161,146,,167,173,245,133,113,118,133,200,186,189,,2550,2613,2395,2125,2184,2075,2140,2720,1783,2165
621600,"Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted ...",328,145,174,118,95,126,415,133,120,146,,3388,2902,3568,3218,7830,6371,5641,6062,4121,3961,,66962,69514,62629,53679,43965,44803,58061,55028,40196,45101
40719,Fertilised birds' eggs for incubation (excluding of domestic fowls),0,0,0,7,122,53,21,6,96,145,,0,0,3,0,4,4,0,0,88,188,,0,0,0,7,122,53,21,6,96,145
940550,"Non-electrical lamps and lighting fittings, n.e.s.",86,142,229,164,192,260,111,40,80,144,,18549,14676,16080,17663,13579,10043,11276,9183,8900,9764,,8295,8013,8893,8083,6993,7180,6459,8004,7798,15155
440890,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",504,793,875,564,533,499,538,521,167,143,,6453,5916,6021,5013,5602,5618,5533,5667,5802,9029,,67573,56038,47350,47060,51325,39420,43618,38066,29146,30206
900580,"Monoculars, astronomical and other optical telescopes and other astronomical instruments (excluding ...",147,71,46,74,224,28,94,119,78,142,,2881,3239,2608,2441,2038,2143,1972,4651,2987,6507,,9734,8908,8522,9523,11835,7590,8741,6617,11533,14307
853661,Lamp holders for a voltage <= 1.000 V,175,163,85,75,180,126,86,79,61,142,,1198,1053,1170,1049,1913,1262,1358,1475,1027,1447,,8949,9038,10003,8606,8438,6613,4973,4851,4461,3988
40819,"Egg yolks, fresh, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, ...",29,53,41,63,71,71,79,43,69,142,,1423,1686,1713,1665,2209,2818,2677,2052,2468,3130,,23959,19703,17171,16443,15587,15007,15199,16435,16489,26803
853390,"Parts of electrical resistors, incl. rheostats and potentiometers, n.e.s.",230,47,83,47,25,128,95,60,35,142,,37940,31978,24449,25329,23837,24485,19203,15547,17237,20341,,10606,7010,7446,9069,7416,9184,8896,7314,7122,9650
300590,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ...",34,36,80,100,66,53,57,59,49,142,,5166,5671,7618,7001,9675,8192,11953,13243,10442,11818,,196999,180921,137529,123718,119871,122339,118061,118631,125787,108997
481830,"Tablecloths and serviettes of paper pulp, paper, cellulose wadding or webs of cellulose fibres",19,63,0,0,0,0,32,0,230,141,,709,1353,1494,1366,947,737,912,904,465,677,,9127,9115,8413,6794,5623,6121,6419,5166,3047,2727
482190,"Paper or paperboard labels of all kinds, non-printed",231,51,118,123,83,134,125,224,125,141,,17690,19107,18583,12834,11156,11863,11195,9548,8503,10663,,11370,14173,16475,19958,20216,21602,23811,27341,28861,32400
610892,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",217,244,155,90,101,94,73,88,49,140,,1353,1410,1250,1080,966,923,1140,1087,824,1379,,91465,85611,65080,56125,46923,51229,60199,47265,39553,47998
291732,Dioctyl orthophthalates,1562,1420,3377,718,518,400,414,447,319,140,,158575,137582,59981,190882,150691,165537,123328,103523,45622,83104,,50414,47739,58751,21014,16820,12193,15623,6175,5302,4269
400921,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",38,13,262,29,10,0,43,86,0,140,,5173,5793,6232,5944,6126,7596,8485,8208,5643,7059,,25442,24847,21603,18486,16246,18180,20535,18622,13560,21899
731589,"Chain of iron or steel (excluding articulated link chain, skid chain, stud-link chain, welded ...",648,639,601,545,511,543,259,147,145,140,,13366,15288,12947,13080,9995,8679,7840,8281,7435,9193,,47272,19919,25246,13954,8401,7043,46920,54197,47005,62460
831130,"Coated rods and cored wire, of base metal, for soldering, brazing or welding by flame (excluding ...",353,261,370,296,71,152,164,135,116,139,,22229,15722,10005,8391,5095,5140,4302,4840,5369,8646,,2730,2342,3195,3083,2847,3066,2931,2771,2459,2960
481019,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",2511,2558,1683,841,240,102,33,0,28,138,,44566,40924,41183,38232,40323,40566,43895,44884,37503,38164,,112442,69438,61449,41279,31513,20029,16024,50646,27663,29601
440349,"Tropical wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",374,269,87,0,15,46,34,0,0,138,,20584,14150,20617,7910,10511,11245,4280,1791,1340,1178,,53961,48536,42896,35739,35375,29143,41549,38554,20521,8310
950662,Inflatable balls,1369,968,1125,896,599,121,54,76,75,137,,1833,4335,4464,2785,1697,2964,1305,1659,1239,945,,45878,44954,43530,36796,37762,36895,36347,38123,36137,39682
200941,"Pineapple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,3,3,0,3,0,0,0,35,137,,1,8,0,1,1,5,10,22,21,15,,757,602,765,608,1253,1319,1515,1453,1279,1215
810530,Cobalt waste and scrap (excluding ash and residues containing cobalt),119,149,159,518,232,559,355,393,43,137,,204,76,426,582,512,878,1123,1365,922,1459,,1025,927,1149,1463,1118,2418,3742,1782,1176,3793
848060,"Moulds for mineral materials (excluding moulds of graphite or other carbons, ceramic or glass ...",110,283,172,61,105,676,111,83,147,136,,1268,3153,2400,663,870,910,713,2167,940,590,,3384,6966,5163,4598,4553,7021,5607,7758,7482,5424
842441,"Agricultural or horticultural sprayers, portable",0,0,0,0,0,73,153,156,249,135,,0,0,0,0,0,6345,6317,3349,4866,4893,,0,0,0,0,0,13134,13791,15183,19291,21006
611691,"Gloves, mittens and mitts, of wool or fine animal hair, knitted or crocheted (excl. impregnated, ...",143,263,180,206,164,56,114,151,217,135,,37,25,38,48,470,431,357,325,290,187,,19468,18006,14858,11411,7210,7817,8059,6698,4233,4531
380210,"Activated carbon (excluding medicaments or deodorant products for fridges, vehicles etc., put ...",54,107,106,111,85,74,60,42,65,134,,1352,1139,1238,1381,1170,1799,2028,2221,2788,2377,,205702,187451,164465,141641,138549,147009,171776,165130,141283,157643
60390,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable ...",26,9,0,0,0,5,0,0,103,134,,12,49,20,8,3,6,3,13,17,24,,24238,20499,19826,17612,16409,15179,19917,15253,10345,14904
847480,"Machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened ...",227,331,430,799,80,1153,1018,1031,461,134,,8554,9503,8136,7079,4217,9824,11416,6681,6578,3841,,9858,9154,6949,7253,9612,14098,13506,16883,11450,5626
851180,"Electrical ignition or starting equipment, incl. cut-outs, of a kind used for spark-ignition ...",101,117,176,105,104,102,168,104,73,133,,3236,2899,2259,2483,2044,2188,2595,2008,1909,2531,,11106,11201,12891,14768,13062,14419,15666,13227,11618,13439
610712,"Men's or boys' underpants and briefs of man-made fibres, knitted or crocheted",43,55,41,40,91,65,59,70,61,132,,1338,2750,552,499,491,580,645,380,323,529,,216651,244246,233856,192855,186004,196901,226207,211055,176458,180449
846320,"Thread rolling machines, for working metal",726,978,958,657,546,208,478,682,464,131,,28460,23083,21043,22235,17647,22047,32349,27181,17230,27046,,6297,3510,1383,3113,2572,3518,2315,2831,2491,2851
680299,"Monumental or building stone, in any form, polished, decorated or otherwise worked (excluding ...",83,54,43,75,79,76,137,515,191,131,,1566,2702,1987,1707,1456,1038,1061,1058,551,450,,12850,13692,12460,13322,10888,11637,10851,10992,9584,10038
600122,"Looped pile fabrics of man-made fibres, knitted or crocheted",530,476,208,319,77,68,105,55,6,130,,79585,75322,66731,66102,45184,44691,38941,30587,22921,23181,,2496,2561,2428,1919,1499,1550,1854,1702,1605,1840
540772,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",104,30,87,78,102,178,178,78,88,130,,87694,75775,57515,53750,49468,49965,58903,48832,32047,39958,,2688,4716,2433,2466,2479,2476,2547,3206,3432,3628
121221,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, fit for human ...",516,109,273,319,32,0,182,71,0,129,,0,309,5155,4334,5132,2941,3768,1957,1135,823,,211401,178544,178714,164469,209133,220647,206140,214644,202518,179282
901841,"Dental drill engines, whether or not combined on a single base with other dental equipment",6,3,0,21,3,17,232,92,111,129,,717,1048,704,1429,1912,2924,4582,4522,3780,5675,,2057,3346,5017,3163,5690,7324,25996,41588,22648,19394
845320,"Machinery for making or repairing footwear of hides, skins or leather (excluding sewing machines)",376,297,549,307,519,387,364,231,56,129,,31693,37096,52958,68435,60210,47087,49632,61398,33353,47137,,2351,2185,1956,1848,3058,4279,2419,986,673,389
830510,"Fittings for loose-leaf binders or files, of base metal (excluding drawing pins and clasps ...",312,438,362,338,308,166,242,136,230,129,,2363,1805,1459,2513,1576,1340,2868,2248,1960,1141,,11028,9667,9464,8988,9242,8149,7949,8109,6826,6789
401590,"Articles of apparel and clothing accessories, for all purposes, of vulcanised rubber (excluding ...",312,362,230,198,172,216,108,93,134,128,,4474,3844,1893,1433,1383,1620,1540,1255,902,976,,1733,2116,1693,1527,1502,1486,1333,1718,1765,1882
340420,"Poly""""oxyethylene"""" [polyethylene glycol] waxes""""",48,55,87,58,73,162,107,158,105,127,,2392,2055,1945,1935,1962,1926,2116,2033,2114,2622,,1067,923,2252,1759,1439,901,564,1063,1247,1467
121299,"Fruit stones and kernels and other vegetable products, incl. unroasted chicory roots of the ...",86,146,96,236,352,803,552,414,533,127,,4036,2864,2995,3638,5021,3533,3225,3247,5161,2769,,47470,45885,43517,54441,52841,61037,64955,50829,45647,47617
611522,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn >= ...",381,251,129,29,30,25,27,66,41,126,,14099,11301,9837,9034,6677,7788,8521,7548,6975,7975,,127497,171115,148000,143666,104349,114859,146385,91096,58509,72206
841311,"Pumps fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, ...",26,4,14,63,23,20,22,63,59,125,,2081,2318,2404,2582,2363,2677,2619,2756,3167,4709,,895,695,575,986,2330,688,393,1081,240,2798
845140,"Machines for washing, bleaching or dyeing textile yarns, fabrics or made-up textile articles ...",0,0,88,7,85,0,190,628,197,125,,75600,83892,82224,80179,86675,109871,96517,80456,55853,76412,,1339,3460,1568,1579,2040,1108,1138,4778,3336,2910
293723,Oestrogens and progestogens,178,110,488,517,51,333,54,162,859,125,,70,1047,1191,631,734,369,199,2790,745,2079,,8113,7596,7247,6407,14596,13380,11531,16312,22590,19129
401039,"Transmission belts or belting, of vulcanised rubber (excluding endless transmission belts ...""",80,100,167,130,140,190,181,137,125,125,,16044,17032,20754,18176,18360,14924,9721,8689,10648,10542,,15873,16624,16464,14794,14564,15605,14739,13327,12687,13327
732391,"Table, kitchen or other household articles, and parts thereof, of cast iron, not enamelled ...",481,289,276,268,230,284,397,150,72,124,,2894,3521,5108,4208,3691,1892,718,542,659,803,,3711,3479,3985,5824,12614,6505,6237,6799,8092,9569
940430,"Sleeping bags, whether or non-electrically heated",0,0,3,0,40,0,111,0,31,123,,214,193,188,43,162,173,75,126,67,271,,30664,25408,18077,17700,18351,15120,21385,25176,31584,43195
30119,Live ornamental fish (excluding freshwater),0,32,22,20,26,30,14,58,79,123,,0,97,1230,1740,2561,2393,2525,2625,2133,2300,,2737,3020,3234,2753,2788,2612,2440,2215,2421,2965
291512,Salts of formic acid,336,371,349,205,32,34,83,67,69,123,,6402,6154,5858,4064,2799,3871,8126,5845,3709,3537,,1181,1593,1320,1096,1281,2582,4447,4812,3248,3218
340119,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",39,4,10,0,80,14,5,0,124,123,,425,342,232,375,408,418,327,489,767,1334,,63815,62478,60913,60136,64868,76729,86929,85655,99968,85958
961700,"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)",330,746,184,260,316,216,255,343,243,123,,12565,11902,10470,11454,13684,17857,21539,25332,15497,14930,,225660,259912,248904,288973,277625,300410,323355,296522,240687,260380
550969,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, other ...",254,369,79,95,224,309,302,163,24,122,,4655,4068,3297,2327,1656,2359,2095,1488,873,1254,,7813,7455,5764,4814,3417,3394,4161,3480,1876,2577
901120,"Optical microscopes, for photomicrography, cinephotomicrography or microprojection (excluding ...",23,19,29,0,10,0,0,92,24,121,,531,242,153,230,410,817,1492,1378,1076,1280,,20349,23641,17511,11308,8046,11397,6845,1671,1604,2665
