Product code,Product label,"Australia's imports from Korea, Republic of-Value in 2012","Australia's imports from Korea, Republic of-Value in 2013","Australia's imports from Korea, Republic of-Value in 2014","Australia's imports from Korea, Republic of-Value in 2015","Australia's imports from Korea, Republic of-Value in 2016","Australia's imports from Korea, Republic of-Value in 2017","Australia's imports from Korea, Republic of-Value in 2018","Australia's imports from Korea, Republic of-Value in 2019","Australia's imports from Korea, Republic of-Value in 2020","Australia's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
430180,"Raw furskins, whole, with or without heads, tails or paws (excluding those of mink, lamb - ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,0,0,,818,1136,1377,1321,1454,644,279,1398,2015,915
440111,"Fuel wood, in logs, billets, twigs, faggots or similar forms, coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,60,74,187,257,321
440326,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is <15 cm, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,0,,0,0,0,0,0,0,65,0,0,0
440392,"Beech """"Fagus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3,12,0,0,0,0,0,0,0,0
440500,"Wood wool; wood flour wood powder able to pass through a fine"""", 0,63 mm mesh, sieve with ...""",0,0,0,0,0,0,0,0,0,0,,962,721,111,41,1,0,13,0,0,27,,165,75,240,124,103,115,170,129,214,182
440690,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated""""",0,0,0,0,0,0,0,0,0,0,,2,467,1144,15,17,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
440710,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",0,0,46,0,0,0,0,0,0,0,,5565,7701,10273,17033,21932,0,0,0,0,0,,227346,256900,283984,258981,224388,0,0,0,0,0
440722,"Virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, of a thickness of > ...",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,5,,508,534,328,428,529,749,372,319,296,274
440794,"Cherry """"Prunus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,15,0,0,0,0,0,0,0,,223,87,225,99,149,37,54,44,47,159
440796,"Birch """"Betula spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,28,197,0
441234,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,0,0,20,0,,0,0,0,0,0,193,239,124,167,68,,0,0,0,0,0,4598,6610,4872,10406,12746
401212,"Retreaded pneumatic tyres, of rubber, of a kind used on buses or lorries",0,0,0,0,0,0,0,0,0,0,,24141,23844,17812,13954,10737,11341,10090,12337,7739,7577,,5,0,1928,3733,3777,2827,3217,2508,2514,2350
401610,"Articles of cellular rubber, n.e.s.",7,1,2,2,1,0,10,0,0,0,,25916,29887,29477,26447,27637,24271,22199,23773,23395,25714,,3875,3678,3596,2909,3515,2682,3679,3476,4012,3852
401692,"Erasers, of vulcanised rubber (excluding hard rubber), conditioned (excluding those simply ...",0,0,1,1,0,6,0,0,0,0,,326,186,285,240,289,150,297,367,1040,209,,1260,1454,1175,1508,1173,1225,1051,834,641,624
410120,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, ...""",0,0,0,0,0,0,0,0,0,0,,2,0,1,1,0,0,28,2,0,0,,358,0,80,5,12,22,9,0,2,14
410330,"Raw hides and skins of swine, fresh, or salted, dried, limed, pickled or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,9,0,0,0,0,0,38,8,0,0,,0,0,0,0,1,0,0,0,0,0
410691,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,17,4,0,0,0,0,0,,9,0,0,0,0,3,0,4,0,0
390920,"Melamine resins, in primary forms",0,0,0,0,0,0,0,0,0,0,,6251,6321,7887,5949,4954,5017,4693,3003,3174,3473,,2591,2918,3408,2991,3381,2781,3784,3353,3031,3525
392093,"Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,188,220,0,0,0,0,3,2,1,0,,48,47,35,46,38,25,24,29,14,22
392520,"Doors, windows and their frames and thresholds for doors, of plastics",38,166,59,20,859,38,8,10,0,0,,18190,20438,23819,28571,30439,34390,39894,30564,33423,47535,,8880,9190,10132,10929,12653,16803,19658,15244,12201,20929
401011,"Conveyor belts or belting, of vulcanised rubber, reinforced only with metal",32,0,0,7,0,1,4,12,1,0,,1805,3011,697,5031,2567,2926,2469,1012,928,1333,,87995,62163,37295,44297,26471,38738,26994,24035,38156,33216
400129,"Natural rubber in primary forms or in plates, sheets or strip (excluding smoked sheets, technically ...""",0,75,0,0,31,0,0,0,0,0,,278,329,245,140,88,329,1081,99,53,200,,5323,6945,2357,2275,2145,1537,2399,2483,2504,2026
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, ...",0,0,0,0,0,0,0,0,0,0,,24,1,33,0,7,3,3,4,1,2,,0,0,0,0,0,0,0,0,0,0
381230,Anti-oxidising preparations and other compound stabilisers for rubber or plastics,3734,1620,499,129,53,0,0,0,0,0,,155945,150884,142430,149089,142994,0,0,0,0,0,,16519,16377,12780,10552,11718,0,0,0,0,0
382488,"Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,29,1,0,1,0,,0,0,0,0,0,0,0,0,0,0
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,264,912,626,413,260,,0,0,0,0,0,2241,2134,900,657,539
382590,"Residual products of the chemical or allied industries, n.e.s. (excluding waste)",3,4,0,1,0,0,0,0,1,0,,1816,263,0,0,4,30,306,210,0,0,,694,352,610,762,533,180,112,35,34,62
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",0,0,2978,4526,0,0,0,0,0,0,,50125,141390,89363,75843,66558,26636,37427,109421,203675,289342,,20357,111710,360900,100147,955,874,530,223,92,151
360500,Matches (excluding pyrotechnic articles of heading 3604),0,0,0,0,0,0,0,2,0,0,,0,6,4,3,5,2,8,6,8,8,,2809,2550,2519,2367,1461,1695,1446,1400,1906,1512
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",0,0,0,0,0,0,0,1,0,0,,2,0,0,0,77,32,0,3,0,0,,353,251,332,133,122,82,91,51,63,64
370242,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,62,317,47,171,407,45,409,770,431,608,,19,5,0,4,0,0,0,28,0,4
370244,"Photographic film """"incl. instant print film""""m, sensitised, in rolls, unexposed, without ...""",0,0,0,0,0,0,0,0,0,0,,1813,1132,1010,884,1141,764,391,1039,3624,33208,,1740,1136,797,527,444,365,339,238,193,247
370390,"Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography ...",88,42,2,0,5,21,7,4,0,0,,178,309,238,140,79,432,961,294,191,169,,603,510,411,341,293,356,282,179,166,139
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",0,0,0,0,96,211,1,0,0,0,,7988,7423,6491,8619,7485,6617,671,457,39,711,,48,110,81,59,105,255,9,53,11,472
370510,"Photographic plates and film, exposed and developed, for offset reproduction (excluding products ...",0,0,0,0,0,0,0,0,0,0,,94,28,50,14,1,0,0,0,0,0,,3,15,0,0,4,0,0,0,0,0
370690,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,0,,3,1,1,0,0,0,0,0,0,0,,38,5,7,5,21,9,118,268,35,105
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,0,0,0,0,0,0,0,0,0,0,,2,0,1,2,20,3,1,3,6,9,,378,563,314,469,313,324,1161,645,1023,678
292221,Aminohydroxynaphthalenesulphonic acids and their salts,0,0,0,0,0,0,0,0,0,0,,56,68,83,56,319,43,115,24,14,5,,20,0,0,2,1,4,0,345,77,24
292620,"1-Cyanoguanidine """"dicyandiamide""""""""",0,0,0,0,0,0,0,0,0,0,,117,102,176,85,119,99,103,89,72,224,,157,34,40,41,33,3,40,148,34,53
292421,Ureines and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,896,256,680,1258,2855,2508,3514,355,324,502,,3101,2326,2292,1815,2348,2523,2885,497,481,410
293621,"Vitamins A and their derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,128,48,473,251,212,286,173,114,152,292,,2372,1880,2603,2057,2626,3940,4986,6131,5683,4551
293712,"Insulin and its salts, used primarily as hormones",0,0,0,0,0,0,0,0,0,0,,41,1,0,0,0,0,1,1,0,4,,54,38,44,100,39,89,52,6,35,7
293979,"Vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,72,16,0,2,,0,0,0,0,0,96,179,6193,7305,6730
293980,"Non-vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,7,4,1,1,,0,0,0,0,0,9642,11274,8957,1694,2901
300120,"Extracts of glands or other organs or of their secretions, for organo-therapeutic uses",0,0,0,0,0,0,0,0,23,0,,1536,1414,1624,1676,1484,1392,895,87,211,211,,2027,2193,2195,4235,4120,4243,6237,5354,6599,9635
300219,"Immunological products, n.e.s. (code possibly empty, preceding subheadings seem exhaustive)",0,0,0,0,0,0,0,1,8,0,,0,0,0,0,0,1224,12536,41112,3038,1025,,0,0,0,0,0,71226,61098,94464,142815,144110
300341,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
300360,"Medicaments containing any of the following antimalarial active principles: artemisinin """"INN"""" ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,3,0,16
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,780,2034,3965,3351,3535,,0,0,0,0,0,114529,104075,80513,37985,41150
300660,"Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,85478,63760,55247,36178,36420,40339,46974,42209,42607,36757
293030,"Thiuram mono-, di- or tetrasulphides",18,0,0,0,0,0,0,0,0,0,,77,116,105,86,133,97,151,193,113,58,,238,376,281,255,459,589,605,271,238,337
293060,"2-(N,N-Diethylamino)ethanethiol",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
293133,Diethyl ethylphosphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,10,0
320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined",0,0,0,1,3,7,0,3,0,0,,4510,6204,16898,13040,24394,58703,133772,158937,197938,268161,,834,631,822,818,668,550,888,839,1126,975
320611,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,187,113,5,10,38,0,59,228,0,0,,13492,13324,16802,27144,26604,20734,27910,30194,26801,33421,,44308,44359,38859,33722,37256,59030,62176,53811,60498,70292
330125,"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,0,0,15,6,0,8,1,17,1,45,,1285,1179,1250,1145,786,1037,1060,525,601,763
350211,"Egg albumin, dried """"e.g. in sheets, scales, flakes, powder""""""""",0,0,0,0,0,0,0,0,0,0,,0,30,0,467,1,0,152,0,33,8,,3441,4963,6930,5829,4764,2558,3213,2746,3334,4340
350290,"Albumins, albuminates and other albumin derivatives (excluding egg albumin and milk albumin ...",0,0,0,0,0,0,0,0,0,0,,42,43,46,24,0,1,4,0,1,32,,426,632,655,245,258,264,378,433,336,243
350510,"Dextrins and other modified starches, e.g. pregelatinised or esterified starches",2,0,0,27,0,6,0,6,0,0,,3961,4613,7214,5368,4239,3335,1915,2110,2077,2382,,37904,39792,37517,39750,37761,41195,43882,43317,44276,54999
291639,"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",0,0,0,0,0,0,0,0,0,0,,4079,2330,2855,2890,4915,4774,7883,7863,9485,7135,,1060,673,895,981,946,900,788,561,436,668
291711,"Oxalic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,0,0,0,0,0,0,0,,882,1222,1679,1563,1554,2202,2998,4951,3152,3587,,820,564,321,525,275,259,434,282,248,298
291713,"Azelaic acid, sebacic acid, their salts and esters",0,0,0,0,0,0,0,0,0,0,,72,86,244,197,66,181,140,191,139,174,,1819,1675,1295,1214,1874,2013,2019,1791,1708,1999
291910,"Tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,26,28,14,26,27,32,28,2,0,0,,348,386,7,118,117,136,25,32,251,645
292019,"Thiophosphoric esters """"phosphorothioates"""" and their salts; their halogenated, sulphonated, ...""",0,0,0,0,0,0,0,0,0,0,,7,0,0,0,0,0,0,0,2,3,,507,900,891,1237,487,1142,413,536,1365,2099
292023,Trimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,2,,0,0,0,0,0,2,11,17,4,15
292119,"Acyclic monoamines and their derivatives; salts thereof (excluding methylamine, dimethylamine, ...",0,53,0,0,0,0,0,0,0,0,,3018,2432,5520,2331,3116,10474,17442,10760,21337,33000,,16817,19259,14292,19063,16513,19723,15042,7851,13088,13675
292121,Ethylenediamine and its salts,0,0,0,0,0,0,0,0,0,0,,2943,2630,2623,1312,172,116,225,194,697,702,,319,271,257,134,62,133,409,236,144,296
292142,Aniline derivatives and their salts,0,0,0,0,0,0,0,0,0,0,,3956,5459,15871,3729,1145,3126,3561,4846,3355,1811,,2056,2088,3326,1842,3551,4150,3661,3604,3209,3919
292144,Diphenylamine and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,343,163,297,190,190,321,731,851,795,934,,166,127,222,156,433,23,125,109,72,53
292217,Methyldiethanolamine and ethyldiethanolamine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13,0,0,1229,2218,,0,0,0,0,0,804,446,221,436,120
283719,Cyanides and cyanide oxides (excluding sodium and mercury),0,0,0,0,0,0,0,11,0,0,,27676,17980,20624,16844,13003,13522,20337,18808,13605,21311,,1106,1026,829,488,625,429,168,76,16,0
284150,Chromates and dichromates; peroxochromates (excluding sodium dichromate and  inorganic or organic ...,1,0,0,0,0,0,0,0,0,0,,1501,1792,1964,1949,2675,2656,2346,2460,2252,1645,,730,1041,1259,1033,1168,1691,1058,1327,1303,1685
284390,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excluding ...",0,0,0,0,0,0,0,0,0,0,,2171,1543,1177,533,1771,1276,1964,3122,9668,6578,,48614,28790,12769,11484,6623,17029,19862,12874,7944,13183
284800,"Phosphides, whether or not chemically defined (excluding ferrophosphorus)",0,0,0,0,0,0,0,0,0,0,,1330,2183,2669,6079,9809,0,0,0,0,0,,1750,1995,4195,3143,2555,0,0,0,0,0
271121,Natural gas in gaseous state,17,17,0,0,0,0,0,0,0,0,,0,27,0,12,7,15,3,3,9,29,,2257972,2319500,0,0,0,4,6,0,6,0
281810,"Corundum, artificial, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,21967,44651,34523,10760,6788,9099,12298,11547,9084,16025,,2961,2702,2803,2403,1328,2870,3457,4966,5780,6328
290514,"Butanols (excluding butan-1-ol """"n-butyl alcohol"""")""""",53,0,1,0,0,0,0,0,0,0,,47921,13108,4762,284,1715,1583,72,16,27,118,,389,349,392,308,303,309,341,215,276,366
290319,Saturated chlorinated derivatives of acyclic hydrocarbons (excluding chloromethane [methyl ...,0,0,0,0,0,0,0,0,0,0,,98,219,419,1369,455,317,458,373,420,484,,43,71,43,17,243,302,582,576,426,451
290323,"Tetrachloroethylene """"perchloroethylene""""""""",0,0,0,0,0,0,0,0,0,0,,1293,582,532,259,49,12,0,50,321,249,,0,0,0,0,0,0,0,15,570,532
290339,"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons (excluding ethylene ...",0,0,0,3,0,0,0,0,0,0,,12792,11959,15222,27760,27962,29898,38480,49101,87389,106646,,37125,6729,8215,8548,8582,17813,15885,12340,10014,11328
290376,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,95,320,0,0,525,1549,907,640,1042,1527,,5,1,2,0,5,279,97,39,205,0
290389,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excluding 1,2,3,4,5,6-Hexachlorocyclohexane ...""",0,0,0,0,0,0,0,0,0,0,,0,54,405,972,2530,3465,4191,4774,4239,3567,,475,107,23,34,21,36,33,34,45,37
290394,Hexabromobiphenyls,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
100850,"Quinoa """"Chenopodium quinoa""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,24,89,0,0,0,,3213,7801,19217,9583,6085,7139,6408,8933,6340,6152
100710,"Grain sorghum, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,60,0,0,0,0,0,0,0,0,0
160562,"Sea urchins, prepared or preserved (excluding smoked)",0,1,0,0,0,0,0,0,0,0,,3,9,0,5,1,0,19,0,0,0,,2,13,15,16,33,10,35,14,17,27
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,18,40,34,36,1,4,0,,1862,186,161,144,98,406,276,350,374,398
170250,Chemically pure fructose in solid form,0,0,0,0,0,0,0,0,0,0,,4,24,0,0,1,1,16,4,107,43,,3359,3136,2454,1919,1315,1461,1510,1423,1450,1551
180100,"Cocoa beans, whole or broken, raw or roasted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,123,279,1,0,0,,1693,1630,1677,1789,2600,2674,2691,2285,2187,2228
200860,"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,0,0,71,0,0,0,0,0,3,9,,4697,4673,4608,5004,3774,3736,3250,5199,5793,6461
200880,"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,2,0,0,0,0,0,0,0,0,,944,12,46,15,12,33,63,171,73,109,,1735,1697,2062,2035,1479,1122,1371,2024,2573,2319
200921,"Grapefruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,14,21,14,14,12,100,,320,493,14,7,10,17,13,19,6,16
200210,"Tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid",0,0,0,0,0,0,0,0,0,0,,0,48,8,0,1,15,106,2,1,6,,55851,55912,63663,55058,47984,47926,49844,47043,55836,52223
220291,Non-alcoholic beer <= 0.5% vol alc,0,0,0,0,0,6,0,0,0,0,,0,0,0,0,0,555,718,374,2041,1809,,0,0,0,0,0,921,1162,3142,6508,8680
220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,0,0,0,0,,4,31,19,23,70,33,16,5,12,8,,35208,41470,44153,46731,58354,52350,55755,58216,108746,121405
220590,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,13,5,0,3,0,0,0,0,0,0,,5,118,20,41,15,7,8,17,12,68
240110,"Tobacco, unstemmed or unstripped",0,0,0,0,0,0,0,0,0,0,,252,1139,1713,567,829,816,1832,798,782,1080,,0,0,0,1,0,0,0,0,0,0
240120,"Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured",0,0,0,0,0,0,0,0,0,0,,16920,16303,18194,11203,9265,11846,13140,9603,11440,10640,,25505,9899,12743,11,0,0,0,0,6,2
240130,Tobacco refuse,0,0,0,0,0,0,0,0,0,0,,1295,1273,1454,876,1055,882,1294,1659,485,612,,82,0,0,0,0,0,0,0,0,0
240290,"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes",0,0,0,0,0,0,0,0,0,0,,73,81,91,0,57,351,116,3,0,302,,129,161,57,21,314,101,213,230,246,224
240319,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion (excluding ...",0,0,0,0,0,0,0,0,0,0,,25,693,618,1895,8055,49829,92475,133478,122353,156843,,103578,137303,166836,153357,154988,139556,130030,115943,141973,127569
250610,Quartz (excluding quartz sands),0,0,0,1,0,2,0,0,0,0,,1175,1511,2964,4837,5687,7981,7537,8090,5623,10525,,711,548,465,531,694,396,413,635,5049,4994
250850,"Andalusite, kyanite and sillimanite",0,0,0,0,0,0,0,0,0,0,,0,118,26,0,0,15,42,1,9,0,,584,859,743,503,418,749,679,1084,753,773
251512,"Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square ...",0,0,0,0,0,0,0,0,0,0,,182,9,94,17,1,121,2,69,56,1,,294,163,102,201,155,1201,399,627,350,77
251690,"Porphyry, basalt and other monumental or building stone, whether or not roughly trimmed or ...",0,0,0,0,0,0,0,0,0,0,,27,52,48,8,7,2,2,10,0,10,,1074,1168,1627,1688,1498,1610,1525,1207,919,899
220860,Vodka,0,0,0,0,0,0,0,0,0,0,,5266,6275,4484,3796,3975,3532,3338,3268,1662,16,,47006,52112,48536,41349,35440,42612,49910,57260,45861,52722
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,29942,71422,104137,48448,37261,40219,25772,29463,13218,23233,,313469,330949,318760,258706,251590,287356,312691,308941,328383,290027
230630,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,4,0,0,0,0,0,0,0,0
252510,Crude mica and mica rifted into sheets or splittings,0,0,0,0,0,0,0,0,0,0,,40,0,3,15,5,2,11,10,3,5,,0,14,7,1,1,5,4,7,8,8
260112,Agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,0,0,,1682,891,20,16,8,9,17,5,0,0,,103304,91101,87061,53492,2669,63,59,29,6,0
261310,Roasted molybdenum ores and concentrates,0,0,0,0,0,192,0,0,0,0,,55826,41417,45011,25146,15286,17586,30115,14712,18531,85001,,99,130,0,0,0,1919,3706,1943,1873,2520
261400,Titanium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,13472,15415,17458,8820,9326,10208,16394,15396,18583,23438,,11713,23328,663,11580,605,15832,27074,10373,67,56
261510,Zirconium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,1942,1067,661,456,382,378,3373,329,499,1206,,2532,369,448,318,669,962,2182,3979,4627,4727
