Product code,Product label,China's imports from Germany-Value in 2012,China's imports from Germany-Value in 2013,China's imports from Germany-Value in 2014,China's imports from Germany-Value in 2015,China's imports from Germany-Value in 2016,China's imports from Germany-Value in 2017,China's imports from Germany-Value in 2018,China's imports from Germany-Value in 2019,China's imports from Germany-Value in 2020,China's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
910212,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",2,2,21,4,41,4,20,61,30,35,,63792,70286,74214,119382,48080,42451,56724,69828,132922,114448,,37200,38509,48098,44327,34923,45030,68141,89762,104320,110494
640291,"Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excluding waterproof ...",0,5,4,45,40,28,39,54,98,35,,267831,316500,390659,292194,316565,361508,371316,356734,329254,379868,,8762,14045,18803,38187,27939,29000,41661,79069,129962,84697
680299,"Monumental or building stone, in any form, polished, decorated or otherwise worked (excluding ...",102,26,8,0,4,18,37,4,12,35,,10218,9252,9085,6828,7452,6167,6367,7016,7536,7721,,2863,1880,2066,1974,1593,1811,2470,3291,1557,1850
900890,"Parts and accessories for image projectors, photographic enlargers and reducers, n.e.s.",28,92,1487,51,22,51,47,103,22,35,,3207,2682,2793,1889,1708,2079,1626,1573,1016,1429,,6797,6127,10201,3377,1650,1532,2017,2333,1292,1527
520528,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",2,0,0,0,0,0,0,0,2,34,,1519,1156,830,1985,1435,1730,925,1290,882,862,,414,455,481,1122,1196,4621,5963,15697,14446,23256
901710,"Drafting tables and machines, whether or not automatic (excluding units for automatic data-processing ...",202,237,177,382,48,8,106,76,356,34,,2580,2673,2606,2399,2136,2012,2015,1390,1671,1691,,4996,6097,2938,3140,1293,1814,1653,1579,1540,1454
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),859,771,1052,1645,155,82,91,91,64,34,,7471,9455,9433,6089,5665,8213,9740,9964,8847,11209,,26721,19676,25854,16161,10169,9708,7084,9520,10899,7437
151491,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""" ...""",0,0,0,0,334,329,138,22,2,34,,10054,15428,29534,34007,36428,36679,24472,45213,85726,59539,,767,247,1170,1843,3723,5983,4104,3348,4877,7643
871491,"Frames and forks, and parts thereof, for cycles, n.e.s. (excluding for motorcycles)",23,33,30,22,14,6,65,101,16,34,,39102,37819,52625,47995,38188,40079,41866,36686,41578,79803,,41597,43258,59477,61320,59574,63041,57216,53324,60025,86492
283410,Nitrites,65,351,414,287,55,67,119,69,90,33,,0,0,0,0,0,0,0,0,0,0,,161,509,487,340,148,215,240,146,130,155
720925,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",6,19,19,17,76,69,380,75,43,33,,5845,5718,4928,3571,6730,8394,6389,5246,4445,6560,,566,683,678,633,206,725,830,929,549,231
620463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres ...",16,18,49,29,7,11,9,85,56,33,,254847,264939,305215,244707,265169,331395,434575,475957,430411,443690,,36463,47674,58826,62022,67417,82028,97392,99995,107787,126691
271020,Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations ...,170,24,355,46,8,8,7,4,52,33,,2559614,2260024,2256898,1936692,1943623,2357572,2861063,2308817,1714813,2595388,,103660,2438338,157593,962,337,823,547,436,1143,2138
820110,"Spades and shovels, with working parts of base metal",12,37,13,15,12,21,18,14,56,33,,10358,10268,9817,10287,11204,9549,12250,10532,13206,12585,,544,629,561,264,195,212,231,231,360,260
291533,N-Butyl acetate,173,232,296,193,8,10,11,7,11,33,,111400,132034,137516,106815,86870,96565,106911,100018,77661,147643,,10425,10018,2682,4478,3510,4092,4559,5760,10586,16795
520822,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",47,7,21,5,2,1,147,7,12,33,,50219,43781,37443,31780,33642,33176,27536,23928,19828,20400,,10530,9994,8203,8667,4598,4418,4703,2451,3270,7434
200981,"Cranberry """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""" juice, unfermented, ...""",0,0,1,16,16,69,78,167,88,33,,26797,13174,11324,10310,10810,10655,10604,10631,10803,16237,,442,198,423,812,1186,967,1597,946,1164,2460
810419,"Unwrought magnesium, containing < 99,8% by weight of magnesium",12,25,15,9,63,61,52,46,31,33,,24166,19424,23379,26390,21529,24070,26917,24289,20055,19382,,169,109,276,677,1464,301,146,393,760,718
280910,Diphosphorus pentaoxide,2,6,13,18,16,15,17,32,13,33,,3397,2784,1994,1132,1813,1577,1439,1487,2075,1735,,569,397,446,206,129,115,97,249,79,63
750220,Unwrought nickel alloys,95,18,18,428,480,417,418,401,96,32,,92632,90190,140057,70319,53120,160655,231784,190161,195230,165031,,30659,20733,11841,117718,92287,53130,29493,26084,19645,27178
640110,"Waterproof footwear incorporating a protective metal toecap, with outer soles and uppers of ...",10,4,5,1,7,2,4,8,30,32,,4869,4983,5612,6078,6694,6524,6894,5965,8525,9524,,158,683,365,436,295,269,444,366,347,320
852210,Pick-up cartridges,0,0,0,0,0,0,1,38,24,32,,1349,1438,1605,1536,2125,2224,2206,1541,2140,2258,,10631,10503,10405,6701,3398,2385,2038,1577,1163,1834
281610,Hydroxide and peroxide of magnesium,28,0,0,0,2,0,1,26,1,32,,0,0,0,0,0,10235,8058,7037,7474,9897,,5057,5237,5873,5144,5820,13991,5680,14580,20344,17474
520526,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,32,,9812,11832,8772,2719,2701,2421,2488,1907,1128,2179,,9083,15869,5478,5919,9591,9322,10630,19412,19454,21391
750210,"Nickel, not alloyed, unwrought",3,6,0,0,0,1,1,4,5,32,,90489,88457,104492,35444,32154,43885,58039,56551,57181,65027,,2785361,2647722,2215892,3501634,3434460,2595719,2924943,2666345,1823348,4348661
521149,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",22,133,67,52,22,18,44,15,63,32,,9277,8910,9782,8571,9456,8302,9156,7382,3634,4263,,36468,31112,23847,20536,9830,8049,7497,6521,5409,4636
291821,Salicylic acid and its salts (excluding inorganic or organic compounds of mercury),70,45,86,174,32,27,40,56,43,32,,12081,11625,11715,10149,10330,11663,14665,18262,16854,17718,,964,978,964,1160,675,1021,1878,1009,2367,853
540793,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",1140,1978,2682,1441,80,40,100,41,27,32,,31436,31769,25264,22855,24357,25153,27718,26075,22970,22289,,23724,22414,23151,19580,19614,22427,22638,18067,11541,11936
961590,"Hairpins, curling pins, curling grips, hair-curlers and the like, and parts thereof, n.e.s. ...",10,7,7,9,3,0,69,394,3,32,,11283,12413,12368,12788,14817,11129,11683,9498,9981,12872,,2563,3189,4204,3804,4886,5784,6326,5760,4838,6998
320190,Tanning extracts of vegetable origin (excluding quebracho extract and wattle extract); tannins ...,696,319,82,212,676,807,872,32,49,31,,2131,2331,2224,1643,2304,2516,2820,3857,5443,4184,,20074,15514,11524,11133,11920,13971,12565,8904,9327,12908
291461,Anthraquinone,37,19,35,46,80,110,246,30,53,31,,87,103,102,52,109,55,59,56,96,65,,274,8613,2166,1582,975,3058,2322,3807,4675,12392
250620,"Quartzite, merely cut, by sawing or otherwise, in blocks or slabs of a square or rectangular ...",1,1,1,0,0,1,2,1,1,31,,12510,10333,10732,9495,9315,7324,8038,7766,6470,9089,,7873,5785,6491,6920,10358,8662,6022,12603,12848,36110
960629,"Buttons (excluding of plastics or base metal, not covered with textile material, press-fasteners, ...",465,192,116,111,97,64,115,53,8,31,,17139,17605,17674,13726,11223,10957,10897,8868,7580,6873,,15556,13783,15060,12515,11871,9981,11794,9453,6174,7419
841581,"Air conditioning machines incorporating a refrigerating unit and a valve for reversal of the ...""",1206,119,288,4186,317,67,17,117,111,31,,37203,32506,26414,30252,31641,24734,29355,30759,24879,14658,,36039,35982,26833,33888,19198,10298,8402,7284,5278,8618
300220,Vaccines for human medicine,9030,10576,6945,0,0,0,0,0,0,31,,1009501,854203,1080742,553335,506218,415229,651160,506121,565295,11667170,,155745,303674,187307,217600,239058,498915,824742,1505176,2430175,3291534
200510,"Homogenised vegetables put up for retail sale as infant food or for dietetic purposes, in containers ...",8,30,53,413,149,191,249,48,16,31,,9299,10303,10749,7974,7134,6502,4961,5200,4416,5613,,145,273,393,1261,963,1693,2823,2210,1822,1031
151211,Crude sunflower-seed or safflower oil,46,38,165,136,130,76,1,65,1,31,,68095,27393,37601,16619,15037,22917,20202,39837,21525,20382,,127907,518989,444095,568854,804278,589041,540727,882184,1526957,1121525
820130,"Mattocks, picks, hoes and rakes, with working parts of base metal (excluding ice axes)",11,12,33,8,3,12,91,38,27,31,,11320,11861,14189,11249,11440,10647,12406,12835,16576,15574,,63,106,147,128,169,108,216,174,155,134
440794,"Cherry """"Prunus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",11,0,0,28,0,0,0,9,10,31,,869,983,590,652,609,389,523,489,707,875,,25470,41444,59413,77556,104313,136734,167866,100387,84117,101841
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",0,0,0,0,29,164,139,100,110,31,,6400,3815,5348,4040,5156,5999,6380,7859,5668,7479,,10070,13319,15187,14278,15927,34185,28816,31092,17667,5537
900640,Instant print cameras (excluding special cameras of subheading 9006.10 or 9006.30),113,60,5,19,19,5,92,9,8,31,,511,1006,2461,2417,3362,6724,3468,15247,18843,14484,,16083,18223,18391,19144,21672,14973,18149,14082,13451,20156
680410,"Millstones and grindstones, without frameworks, for milling, grinding or pulping",1,3,5,8,56,97,63,55,44,31,,871,1176,712,453,661,561,760,802,861,881,,713,748,822,937,1514,1700,1209,988,1026,889
510710,Yarn of combed wool containing >= 85% wool by weight (excluding that put up for retail sale),34,74,36,48,35,24,4,5,10,31,,155558,129361,159090,134969,122718,106032,125694,123739,81795,101065,,111383,113376,113163,140955,111997,95565,104172,75967,58248,58294
252329,"Portland cement (excluding white, whether or not artificially coloured)",81,122,172,80,175,193,147,75,40,31,,411731,397512,346795,313026,289836,289388,298960,295855,296262,344881,,29683,15154,8053,2879,742,1839,45296,99956,165993,149511
200791,"Citrus fruit jams, jellies, marmalades, pur?es or pastes, obtained by cooking, whether or not ...",33,61,38,106,181,24,18,26,20,31,,11481,11440,10967,9054,8331,7892,9059,9330,7746,7702,,549,680,967,1535,2063,1696,2494,2355,1465,2678
610610,"Women's or girls' blouses, shirts and shirt-blouses of cotton, knitted or crocheted (excluding ...",71,12,5,15,5,6,8,22,5,30,,152343,141305,128156,96347,93822,102740,97541,90417,79561,92231,,10808,10317,12406,11871,12907,10940,11435,10879,10212,14836
722511,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, grain-oriented",18854,6824,1722,4995,295,18,63,72,55,30,,141712,95259,130065,115582,115940,115592,121791,129418,141730,203539,,454744,287287,151445,221257,80600,23143,6623,32507,26507,36395
721691,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished from ...",0,0,0,3,6,217,22,9,88,30,,111313,100239,101553,89245,83788,94985,112393,97371,93483,144271,,198,437,978,234,821,659,559,567,1004,842
300691,Appliances identifiable for ostomy use,0,0,25,168,0,0,0,0,70,30,,313031,328966,320724,269834,287254,288842,249133,143239,152018,153702,,8423,11562,18104,17854,22416,35506,45887,51516,64003,69760
200600,"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar (drained, ...",21,27,15,36,20,49,46,21,33,30,,3495,3564,3252,3131,3677,3264,4064,3371,2566,3230,,6661,7511,12342,17204,16051,18434,22090,47683,55108,64420
610332,"Men's or boys' jackets and blazers of cotton, knitted or crocheted (excluding wind-jackets ...",29,5,5,104,26,21,15,15,11,30,,7982,8071,8879,10268,14054,16715,17761,14641,14242,17532,,17076,18368,22244,25144,21428,19902,25224,15024,9683,6398
711411,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of silver, whether or not ...",57,16,90,29,51,1,5,18,17,30,,20163,11836,18218,13781,8502,7838,8599,7264,8231,13676,,1018,1299,4005,2279,1692,1323,3045,3077,2951,3635
701341,"Glassware of lead crystal, of a kind used for table or kitchen purposes (excluding articles ...""",87,71,111,55,81,7,20,25,23,30,,14672,11791,12024,7040,4886,3822,3309,2510,2498,3618,,1132,1219,1298,1143,837,678,1242,1071,1115,1589
580123,"Cut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",0,88,29,21,59,38,83,84,122,30,,1656,935,1039,889,935,1022,734,881,1386,1757,,1547,910,1385,795,941,1315,6203,5566,4439,5308
640340,"Footwear, incorporating a protective metal toecap, with outer soles of rubber, plastics, leather ...",41,54,95,107,42,75,61,199,230,30,,116683,122475,131750,118588,121875,128483,137401,126705,118883,130006,,1626,2204,1664,3184,4355,3625,1931,2021,1597,633
283691,Lithium carbonates,14,17,9,4,32,16,19,70,102,30,,16836,22367,24849,18997,22211,33834,43654,37836,20045,21828,,62698,68661,65638,57360,188175,362158,361548,240461,260952,477936
530911,"Woven fabrics of flax, containing >= 85% flax by weight, unbleached or bleached",80,123,18,29,79,115,44,36,9,30,,4131,3532,3455,2548,2881,2382,2641,2789,3176,4457,,2405,2611,2674,3406,4008,3863,4080,3735,2986,3434
283325,Sulphates of copper,119,130,152,26,53,110,54,391,42,30,,10949,12231,16582,12937,9125,7351,7612,8556,8614,9870,,6276,8922,5120,4523,5179,5951,5664,6290,6494,6541
620439,"Women's or girls' jackets and blazers of textile materials (excluding of wool, fine animal ...",48,57,67,63,45,50,28,27,30,30,,59712,47517,44233,33928,33426,33655,34537,35290,39239,43877,,36385,36225,41899,39915,35967,30754,33126,28324,27109,41467
551641,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,29,,6940,9655,9170,3852,2659,2398,2383,2876,2924,2792,,310,350,752,591,619,806,715,418,270,358
761210,"Collapsible tubular containers, of aluminium",2,59,91,156,205,177,165,116,73,29,,49775,54388,67315,59315,52710,51154,54249,49643,50958,57436,,3733,3418,2780,2433,2772,2153,2193,1845,1602,971
854610,Electrical insulators of glass (excluding insulating fittings),367,196,294,286,145,389,456,145,0,29,,2249,1267,2369,1091,828,874,1899,1811,1649,2470,,1211,493,1021,931,655,4456,902,485,926,1374
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",7,7,11,2,2,1,1,1,466,29,,1538,9835,13700,4865,3896,10706,3694,1058,1685,2020,,1365,1698,836,970,854,1437,1197,937,922,422
540754,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",211,146,197,244,128,645,442,88,54,29,,37417,38491,38740,34077,29834,35258,37348,29619,18813,18213,,26908,26473,30139,29780,21483,25216,30694,33559,21573,23019
960630,Button moulds and other parts of buttons; button blanks,5,4,3,27,4,2,6,16,25,29,,5416,5757,6443,4683,5230,5302,5700,5108,3958,4222,,12196,9803,9586,9776,9291,10745,11523,10743,8044,11496
610520,"Men's or boys' shirts of man-made fibres, knitted or crocheted (excluding nightshirts, T-shirts, ...",3,2,2,1,4,40,63,62,42,28,,40370,36884,57945,45724,46702,51246,55927,58325,50134,67856,,10775,13435,11570,11931,15349,16420,24292,26161,26730,33374
670210,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",0,0,1,1,3,71,9,1,0,28,,35389,33681,31322,33264,38356,38175,45483,45803,48044,53997,,875,501,812,760,660,1296,2128,4224,1099,724
380300,"Tall oil, whether or not refined",0,0,0,0,0,0,7,1,0,28,,15803,13746,14111,10902,13105,13880,14117,10226,6223,6006,,12718,16888,21394,9998,8154,12785,12980,12847,11356,16238
130212,Extracts of liquorice (excluding that with a sucrose content by weight of > 10% or in the form ...,4,30,73,31,22,25,39,14,61,28,,14268,17435,21739,23235,18217,18629,17422,18194,17571,17793,,35475,34768,27576,24977,12639,17287,18363,24518,14061,9490
840733,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",733,10968,7926,1649,16,10,21,37,36,28,,96206,100857,100570,21653,19677,19567,80979,852773,575783,767686,,1046,11492,8351,1770,841,4233,12094,3028,3879,4969
570231,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",0,1,0,0,0,9,29,16,0,28,,13275,17190,18635,17444,17278,13222,11013,9305,4122,4533,,548,581,356,553,572,1758,1019,571,247,395
847521,Machines for making optical fibres and preforms thereof,347,813,341,589,2947,3188,7779,5408,1080,28,,3456,4263,6897,3906,5625,5801,19521,11572,6100,5553,,6750,63372,43941,21755,139219,127187,253493,105937,21185,5847
550961,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,1,3,28,,2746,2697,2055,2064,2533,1996,1907,2313,1593,1617,,31133,23285,20057,16311,17298,7714,8525,11106,5295,6462
520542,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,14,0,0,6,0,9,0,26,28,,4929,5569,4688,3392,4017,6013,5793,5585,6400,7556,,276048,268731,219601,203099,126359,82070,85317,53314,29117,28998
284329,"Silver compounds, inorganic or organic, whether or not chemically defined (excluding of mercury ...",218,171,473,261,2,17,5,61,22,28,,19008,16056,13717,12528,13441,29888,32370,24099,25544,35666,,4383,2709,2580,3257,5051,6666,6456,6357,9648,7066
721210,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",138,84,219,74,71,76,104,73,55,28,,26461,25714,23988,20705,19479,22695,23768,18586,18293,26562,,7397,7167,6707,4890,3987,2896,3838,3079,2787,2445
580429,"Mechanically made lace in the piece, in strips or in motifs (excluding that of man-made fibres ...",14,6,1,57,0,0,1,0,62,27,,4895,5257,6034,4465,4759,4913,2309,1798,1353,907,,5299,4103,3038,2988,2680,2334,1706,1192,1172,1101
293321,Hydantoin and its derivatives,94,662,131,376,55,193,123,5,13,27,,3757,4419,4584,3212,4842,4951,4400,4404,4194,4444,,1070,2476,1511,2538,2156,2686,3285,2215,2389,2935
620293,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",89,11,83,101,16,70,78,160,42,27,,453066,527206,580803,455821,491789,670192,743092,737133,708322,787051,,123589,168622,212006,199348,182065,183623,165219,199648,197274,289382
401170,"New pneumatic tyres, of rubber, of a kind used on agricultural or forestry vehicles and machines",0,0,0,0,0,19,109,19,15,27,,0,0,0,0,0,46732,51160,46259,47950,56622,,0,0,0,0,0,3559,4078,3437,2647,3283
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",99,67,69,63,95,116,57,11,2,27,,1666,1410,2139,2064,1503,1242,1350,1080,634,797,,29050,24204,22335,18592,16011,15221,15126,12698,7195,6189
