Product code,Product label,"Germany's imports from Taipei, Chinese-Value in 2012","Germany's imports from Taipei, Chinese-Value in 2013","Germany's imports from Taipei, Chinese-Value in 2014","Germany's imports from Taipei, Chinese-Value in 2015","Germany's imports from Taipei, Chinese-Value in 2016","Germany's imports from Taipei, Chinese-Value in 2017","Germany's imports from Taipei, Chinese-Value in 2018","Germany's imports from Taipei, Chinese-Value in 2019","Germany's imports from Taipei, Chinese-Value in 2020","Germany's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
340540,"Scouring pastes and powders and other scouring preparations, whether or not in the form of ...",1,0,0,0,0,34,0,14,29,9,,4293,2709,2147,1788,1894,2438,1745,1396,882,1409,,13526,12728,12578,9786,12152,12492,13260,13441,16308,15873
900890,"Parts and accessories for image projectors, photographic enlargers and reducers, n.e.s.",14,8,2,0,0,0,0,2,0,9,,1945,2653,4072,5804,4388,3875,2871,1820,1136,938,,1894,1364,1287,920,922,1202,1352,934,1066,1358
580421,"Mechanically made lace of man-made fibres in the piece, in strips or in motifs (excluding fabrics ...",52,35,70,46,54,41,30,17,2,9,,34056,31262,26619,23346,21678,22198,17952,15356,12103,11963,,5209,5149,7158,5814,4974,4816,4401,2825,2040,2416
250510,"Silica sands and quartz sands, whether or not coloured",0,5,8,1,0,3,0,20,0,9,,40851,35600,37135,33735,26594,25239,30656,36556,36916,47655,,55390,56063,63445,56362,59681,63881,77651,64198,63717,65606
845130,"Ironing machines and presses, incl. fusing presses (excluding calenders)",0,0,0,1,0,0,259,0,0,9,,1426,1091,1302,1196,2039,2197,2751,2207,904,1551,,17268,10104,11177,9525,11642,11079,22244,22332,20984,27233
844819,"Auxiliary machinery for machines of heading 8444, 8445, 8446 or 8447 (excluding doobies and ...",19,19,53,7,10,25,26,3,1,9,,20474,7479,13904,12209,8294,5816,6712,4465,6126,6306,,8835,11077,9504,8548,10084,7153,7972,6618,5652,7281
670490,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of animal hair or textile ...",0,16,5,28,8,44,44,2,13,9,,1247,1001,843,1563,2710,3825,4468,3747,643,190,,2499,2785,3774,4264,5170,6026,6069,4051,4560,4140
441233,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,0,0,0,9,,0,0,0,0,0,337,376,287,2396,915,,0,0,0,0,0,445245,502762,432072,404252,557464
520832,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",26,7,0,8,10,6,3,5,4,9,,13330,12679,9486,4744,4178,8128,10857,6561,2741,6961,,25114,28065,27797,18445,17555,17732,18090,15704,16431,9810
160414,"Prepared or preserved tunas, skipjack and Atlantic bonito, whole or in pieces (excluding minced)",0,0,0,39,0,0,0,0,0,9,,259,317,239,515,261,366,395,399,932,600,,365551,432732,371979,341710,275833,383023,462244,359544,472667,366152
701610,"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar ...",11,6,13,0,0,6,6,2,2,9,,12,18,89,108,152,179,57,36,91,91,,12387,11242,14673,12884,11181,9526,8848,7855,7251,10065
901050,"Apparatus and equipment for photographic or cinematographic laboratories, n.e.s.; negatoscopes",0,0,0,6,2,0,0,0,0,9,,34715,33244,48139,32416,18234,26315,31869,35195,26346,35548,,7165,2900,6754,6212,4038,1882,1105,1114,2020,4769
911320,"Watch straps, watch bands and watch bracelets, and parts thereof, of base metal, whether or ...",6,5,2,1,7,8,28,50,65,9,,109,67,118,691,3239,1673,1459,2301,2640,3733,,16427,14872,14927,17269,15466,17668,16734,18412,17057,19486
190532,Waffles and wafers,1,2,0,0,1,0,0,0,8,9,,1624,3003,3480,3114,3607,3458,4058,4204,4218,2989,,194886,227597,237010,223505,230963,264349,283655,294736,339778,379807
920930,Musical instrument strings,81,10,3,4,23,18,34,57,5,9,,74,143,92,60,57,47,176,120,48,113,,20631,22884,21993,21695,21999,23364,24042,26750,27377,27824
71290,"Dried vegetables and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not ...",103,0,33,13,1,4,21,99,81,8,,7233,7313,6877,5718,4889,4473,3506,2162,2378,3193,,145040,149945,172198,165723,180587,193284,165495,143752,180463,186967
611790,"Parts of garments or clothing accessories, knitted or crocheted, n.e.s.",69,26,17,24,25,26,13,4,2,8,,46493,48420,52539,50147,40639,42595,39628,42111,37265,43152,,5453,4338,4900,5901,5739,4765,4860,4644,4026,4085
691190,"Household and toilet articles, of porcelain or china (excluding tableware and kitchenware, ...",73,61,17,23,29,2,16,2,15,8,,1088,1054,1470,890,727,671,565,533,476,772,,4206,4077,4024,5121,6551,7353,5898,6243,7267,10934
731441,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, plated or ...",0,0,3,1,5,8,8,5,3,8,,596,286,687,799,1069,530,629,609,809,872,,17552,16834,19950,14659,14030,18221,24444,26982,29184,40801
540720,"Woven fabrics of strip or the like, of synthetic filament, incl. monofilament of >= 67 decitex ...",0,5,0,0,13,10,11,1,6,8,,8882,9603,8557,8247,6147,6148,4776,3885,3504,6004,,34764,43731,42935,39280,37392,42706,46206,39135,36918,49980
620433,"Women's or girls' jackets and blazers of synthetic fibres (excluding knitted or crocheted, ...",23,6,136,65,37,24,10,39,5,8,,487,613,468,271,227,799,1890,946,365,434,,299579,261182,265212,240812,226044,230529,249047,244157,219738,235670
640351,"Footwear with outer soles and uppers of leather, covering the ankle (excluding incorporating ...",5,99,5,6,7,5,5,7,1,8,,197,247,269,369,261,353,268,472,395,295,,109781,148397,172705,141115,146801,213555,343107,224276,125406,104814
180610,"Cocoa powder, sweetened",10,0,0,0,0,1,2,2,4,8,,748,1755,2718,2618,2427,3088,4442,7808,3926,3135,,6552,16325,19960,13121,12775,16620,11630,12569,11842,14057
392092,"Plates, sheets, film, foil and strip, of non-cellular polyamides, not reinforced, laminated, ...",1,1,24,28,31,24,15,15,29,8,,35813,22445,25867,23941,19316,25035,32030,28608,30792,40894,,55031,53243,52359,45086,42229,50933,57164,48139,48531,55804
320619,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,3,3,1,2,7,1,5,1,22,8,,14588,14326,16366,17790,20885,23060,23707,21957,20256,27017,,198880,197724,189701,155305,165243,197405,210206,183776,172934,189326
401310,"Inner tubes, of rubber, of a kind used on motor cars, incl. station wagons and racing cars, ...",1,0,6,1,0,0,2,2,1,8,,2402,1789,2264,2300,1617,804,756,140,202,128,,5590,5569,6162,3590,3495,3002,3040,2590,1718,2599
760120,Unwrought aluminium alloys,0,0,0,6,2,1,3,14,2,8,,287400,264944,269157,197137,167542,193074,189390,157068,201042,264559,,4254869,4192204,4345251,3933002,3477930,4155068,4387164,3642839,2851459,4464129
710610,"Powder of silver, incl. silver plated with gold or platinum",2,1,0,6,0,0,0,0,0,8,,30994,13628,10405,65118,85285,128816,139543,16090,18989,19285,,125694,96605,52752,14110,15255,18066,22176,14935,16391,33170
847910,"Machinery for public works, building or the like, n.e.s.",0,144,361,33,0,0,155,110,10,8,,4711,3975,3155,2841,2885,23415,8052,2203,940,1435,,77421,78645,75564,70370,81190,85538,91501,91631,64169,68654
853931,"Discharge lamps, fluorescent, hot cathode",61,35,25,9,40,21,16,14,13,8,,4114,1728,1782,1450,617,566,713,732,476,693,,269902,274784,242361,155446,130083,99625,99962,64529,52572,49810
580137,"Warp pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,4,17,51,25,25,12,8,,0,0,109,72,166,288,396,287,141,140,,20422,18876,19419,16843,16892,17767,20244,16972,15717,19008
852210,Pick-up cartridges,10,10,11,11,25,3,7,2,10,8,,8,37,9,10,26,10,16,19,16,7,,3077,2606,2878,3393,4160,4576,4240,3798,5547,5584
611090,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of textile materials, knitted ...",1,5,9,5,77,0,12,27,7,8,,4867,3451,2847,2222,2104,3071,3674,3915,2622,3376,,70171,78204,108421,111043,111258,73663,45930,47577,49757,66689
392210,"Baths, shower-baths, sinks and washbasins, of plastics",33,49,31,26,56,38,16,27,2,8,,3565,3593,4841,3067,2741,2417,2740,2926,1723,1415,,132682,134444,139977,141175,146789,156049,173827,164935,185287,225095
900710,Cinematographic cameras,1,0,15,7,2,7,1,20,0,8,,0,0,217,9,155,23,210,0,0,2,,2725,2234,4607,3749,1225,267,3695,1319,2968,2231
732310,"Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron ...",4,3,12,2,6,12,2,0,0,8,,771,845,685,1156,475,355,278,239,260,283,,9097,9817,9579,10941,9931,9476,9993,9784,9477,10636
621420,"Shawls, scarves, mufflers, mantillas, veils and similar articles of wool or fine animal hair ...",0,4,0,17,9,5,29,18,0,8,,261,165,575,327,1137,999,1155,1440,885,993,,51534,53379,52304,47766,49321,48975,51053,49151,48748,46083
691010,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",16,37,85,41,37,61,145,9,0,8,,3079,2172,3117,2818,2254,3194,2189,1766,1331,2481,,223849,231629,255734,240314,273075,282136,287593,284601,297943,371890
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",1,2,0,1,1,0,0,0,0,8,,604,369,376,138,186,113,88,67,41,64,,590,534,357,281,290,283,281,167,156,264
880320,"Under-carriages and parts thereof, for aircraft, n.e.s.",461,1506,1515,206,87,0,25,74,0,8,,130,168,296,415,2254,3803,267,4395,4724,4515,,453985,516628,477737,514155,587979,860386,906104,941246,544689,572883
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",1,1,67,1,4,10,0,3,1,8,,30563,28828,38917,32779,32988,34409,32925,30259,28442,31355,,235157,249581,257889,205113,221892,232233,248441,223644,196246,231560
700239,"Tubes of glass, unworked (excluding tubes of glass having a linear coefficient of expansion ...",6,11,1,0,0,0,0,0,28,8,,266,71,221,145,238,138,167,104,151,49,,18734,21691,15383,15216,14095,14021,13567,17988,18377,13691
620444,Women's or girls' dresses of artificial fibres (excluding knitted or crocheted and petticoats),18,1,6,11,1,5,13,26,5,7,,229,231,263,235,289,762,524,695,491,619,,92377,102226,131508,143459,176038,201649,241530,375701,388216,423014
620799,"Men's or boys' singlets and other vests, bathrobes and dressing gowns of textile materials ...",4,7,5,8,11,0,25,42,22,7,,662,563,581,915,630,496,340,366,234,473,,2390,2360,3493,2253,2395,2094,1442,1740,1909,2306
540773,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",2,0,13,0,0,7,22,6,2,7,,6098,7772,10624,14327,15576,14239,15956,12682,11762,16896,,6337,5600,6666,6231,5671,5746,6282,6598,5744,7698
750522,Wire of nickel alloys (excluding electrically insulated products),11,107,38,0,11,22,20,5,6,7,,4637,5340,7395,7006,2800,2658,2732,3662,5247,2264,,91903,85652,80716,88234,67805,116599,185041,190785,174953,198517
731439,"Grill, netting and fencing, of iron or steel wire, welded at the intersection (excluding products ...",0,2,3,0,0,0,2,0,0,7,,2385,1871,1992,2457,1787,1652,1359,1417,1324,1510,,52924,49974,45231,35136,34887,35358,41485,43971,45145,52950
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",3,22,0,0,0,0,0,1,0,7,,8903,8393,9545,8834,7924,7086,7945,8114,8106,10165,,35368,29504,33428,27801,31326,32984,30826,38386,30188,32344
290545,Glycerol,3,4,0,0,0,0,1,6,0,7,,901,1464,1138,1046,1107,1819,2480,1644,1714,1931,,25739,23803,13174,13352,10614,21530,43435,30936,36453,46090
290531,"Ethylene glycol """"ethanediol""""""""",0,0,0,0,0,0,1,9,10,7,,1257992,1395906,1389118,1099380,853967,1235503,1252756,832134,646016,889550,,360496,336503,301530,253310,236651,297633,237852,181939,139992,263034
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ...",181,122,131,46,180,236,235,285,116,7,,746,985,853,702,661,602,676,427,584,492,,61858,64440,70743,66898,75142,105325,111207,109833,99149,109625
90422,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground",0,0,0,0,0,0,0,5,0,7,,0,0,114,90,94,205,303,324,274,454,,26864,31907,35195,33874,38187,40837,39487,41348,50209,54404
650691,"Bathing caps, hoods and other headgear, whether or not lined or trimmed, of rubber or plastics ...",9,12,7,18,17,37,38,52,7,7,,2770,3104,2242,2104,2076,2441,1689,1358,1279,1426,,5090,5156,5617,4753,4595,4461,5097,5674,8215,7567
480890,"Paper and paperboard, creped, crinkled, embossed or perforated, in rolls of a width > 36 cm ...",31,3,7,2,0,6,0,0,2,7,,3133,3117,4845,2703,4505,6853,7752,6569,9727,14184,,25370,24992,25411,25019,21624,21952,22553,24994,21380,25105
71440,"Taro """"Colocasia spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",10,0,0,0,0,0,0,1,1,7,,0,3,94,326,362,348,364,689,753,1301,,77,98,190,162,135,178,203,190,290,302
30633,"Crabs, whether in shell or not, live, fresh or chilled",0,0,0,0,0,2,4,7,8,7,,0,0,0,0,0,109,37,25,41,60,,0,0,0,0,0,1529,1909,2449,3770,4142
590800,"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; ...",0,0,0,0,0,0,0,5,16,7,,96,35,153,127,96,45,57,234,286,100,,3935,3459,3845,3495,4074,4414,3786,3755,3611,3581
620469,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials ...",6,1,43,4,2,3,6,7,0,7,,3888,4616,4490,2044,1289,1622,1084,894,920,1759,,139255,132449,175863,211053,248627,253969,283620,358525,342809,406500
620630,"Women's or girls' blouses, shirts and shirt-blouses of cotton (excluding knitted or crocheted ...",4,4,18,91,544,384,325,10,89,7,,1651,1138,864,961,1057,789,1117,669,772,665,,680550,649671,589953,427839,433594,468332,448124,355178,300311,341496
721240,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,3,1,2,50,9,0,0,0,7,,16936,14510,16681,13633,14149,15145,15948,13021,4210,10775,,71312,81231,85589,73991,72070,68561,77617,79624,72193,103092
721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",2,1,0,0,0,0,706,22,58,7,,17624,16011,18010,9999,9877,9512,9932,10141,8108,9266,,133950,114823,115245,107512,94447,108714,139511,114422,114851,162707
722860,"Bars and rods of alloy steel other than stainless, cold-formed or cold-finished and further ...",0,3,0,71,12,0,2,15,13,7,,19852,17706,18776,19072,15176,17158,15581,13585,15953,21362,,7982,6516,9592,9860,12750,17057,32245,44429,40384,51226
851531,"Fully or partly automatic machines for arc welding of metals, incl. plasma arc welding",0,13,103,2,9,5,102,42,10,7,,10366,4340,3074,4127,6385,6341,6669,7740,3906,4145,,73478,61376,64670,57831,58087,77373,73450,83290,70360,88725
850161,"AC generators """"alternators"""", of an output <= 75 kVA (excl. photovoltaic generators)""""",1406,2013,2025,1097,1125,562,132,42,16,7,,8924,8773,8846,8122,8104,9648,9253,8937,8073,5592,,120511,94741,65727,64430,46316,51435,71979,67957,55716,61297
551423,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",1,1,19,13,0,0,0,0,0,7,,2104,5775,1760,1830,1192,1212,1406,342,540,1324,,3976,4543,6525,2568,1863,2088,1748,2602,2137,2446
630520,"Sacks and bags, for the packing of goods, of cotton",17,4,7,9,7,2,4,9,4,7,,141,82,73,104,91,103,66,86,91,135,,5165,5139,5784,5644,6661,6607,6250,6996,7315,7128
340391,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,3,3,0,9,11,4,8,5,5,7,,20093,17863,14659,14414,12017,13068,11540,11030,9514,10659,,15493,13511,14539,12370,11402,11197,12829,9997,8005,10846
940530,Electric lighting sets of a kind used for Christmas trees,14,3,15,82,283,29,71,20,12,7,,95,362,127,151,135,183,253,420,478,516,,77863,74781,83024,79977,86265,87698,104824,89013,90539,102805
851529,"Machines for resistance welding of metals, neither fully nor partly automatic",0,1,2,0,0,1,8,186,91,7,,584,1639,1556,1613,891,2226,2368,860,461,853,,7353,10636,4902,4752,4852,6058,7020,5912,12988,8198
110630,"Flour, meal and powder of produce of chapter 8 """"Edible fruit and nuts; peel of citrus fruits ...""",351,0,30,26,10,0,0,0,0,7,,3315,2899,2945,3545,4027,5197,6192,5223,3508,5916,,26302,29427,26145,31561,28878,30035,31802,34571,37524,46158
920810,Musical boxes,26,1,8,15,0,0,8,0,0,7,,151,215,472,466,329,299,270,246,155,151,,5579,5158,5523,4289,3563,3361,2796,4255,2024,2393
911220,"Clock and watch cases (excluding for wrist-watches, pocket-watches and other watches of heading ...",5,4,0,18,5,7,31,34,62,7,,63,29,24,28,20,93,77,59,73,97,,699,701,800,672,435,1768,1642,1668,906,1603
640610,Uppers and parts thereof (excluding stiffeners and general parts made of asbestos),1452,10,19,1,0,6,34,5,11,7,,47700,51131,37700,31013,31135,25819,25112,27874,20978,21278,,240582,200903,194227,152057,164391,199664,221873,184340,126363,154266
340119,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",4,0,3,0,4,30,0,0,1,7,,425,342,232,375,408,418,327,489,767,1334,,28588,32580,35151,35379,40169,48936,50106,51330,75006,57951
291631,"Benzoic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,1,3,0,0,0,0,7,,1743,1649,1941,2033,2358,2431,3624,3361,3395,3888,,55643,59399,59054,45461,45909,46570,51008,49505,43604,52602
640312,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles of rubber, plastics, ...",1,0,0,0,2,0,0,1,0,7,,76,103,18,14,18,1,10,62,0,0,,1522,1652,1824,2000,1778,1577,1636,1646,2447,1752
731450,"Expanded metal, of iron or steel",34,0,25,2,10,1,5,0,8,7,,5769,4737,3559,3107,1922,1279,1270,1149,1199,1444,,15488,17262,16506,16032,15222,12944,17008,13337,12227,17084
732219,"Radiators for central heating, non-electrically heated, and parts thereof, of iron other than ...",0,6,0,2,0,1,1,16,0,7,,18333,16471,22900,18664,21709,18057,15017,20785,15886,11289,,281218,291143,317366,268979,263611,280606,311801,288083,301469,342462
580620,"Narrow woven fabrics of textile materials, containing >= 5% elastomeric yarn or rubber thread ...",27,50,18,12,18,27,31,33,4,7,,36195,42784,43502,41807,43962,54655,49773,51816,39945,50280,,18141,19045,20059,16337,18021,16755,17644,16446,21056,17410
540490,"Strip and the like, e.g. artificial straw, of synthetic textile material, with an apparent ...",259,192,15,122,118,100,16,29,38,7,,1799,2318,1911,1583,1583,1703,2029,2135,2204,2466,,10593,10483,13639,15326,16505,11452,14647,10079,10158,11901
91091,Mixtures of different types of spices,1,4,2,1,6,4,7,6,6,7,,547,635,516,657,530,538,465,386,319,311,,23268,25476,28292,29449,29895,37627,36083,37194,45964,47102
200830,"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ...",20,0,0,0,0,0,0,0,1,7,,129,114,159,84,193,41,58,214,282,557,,94727,69323,64110,58710,59998,67055,68951,69031,65548,66426
121299,"Fruit stones and kernels and other vegetable products, incl. unroasted chicory roots of the ...",0,0,0,3,71,24,0,0,8,7,,4036,2864,2995,3638,5021,3533,3225,3247,5161,2769,,84920,84383,103769,121423,102396,94745,96443,81551,84581,97929
401036,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 150 cm but <= ...",0,2,3,4,1,25,7,5,2,7,,1,1,1,68,3,4,1,3,7,7,,21349,20593,16474,9931,6961,7040,6760,5545,3705,5488
