Product code,Product label,"Saudi Arabia's imports from Korea, Republic of-Value in 2012","Saudi Arabia's imports from Korea, Republic of-Value in 2013","Saudi Arabia's imports from Korea, Republic of-Value in 2014","Saudi Arabia's imports from Korea, Republic of-Value in 2015","Saudi Arabia's imports from Korea, Republic of-Value in 2016","Saudi Arabia's imports from Korea, Republic of-Value in 2017","Saudi Arabia's imports from Korea, Republic of-Value in 2018","Saudi Arabia's imports from Korea, Republic of-Value in 2019","Saudi Arabia's imports from Korea, Republic of-Value in 2020","Saudi Arabia's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
843810,"Bakery machinery and machinery for the industrial preparation or manufacture of macaroni, spaghetti ...",0,53,0,147,0,0,0,0,0,0,,19066,30625,15655,13751,21984,18476,32281,15393,11565,32773,,44516,51595,51878,69129,62477,37378,23827,17630,14695,38066
830629,"Statuettes and other ornaments, of base metal, not plated with precious metal (excluding works ...",0,0,0,0,0,0,4,3,10,0,,951,574,669,231,252,749,968,656,370,603,,5321,7371,6973,12126,7340,8169,8304,9705,10095,17518
840390,"Parts of central heating boilers, n.e.s.",88321,27868,3583,16618,557,0,101,30,8,0,,15463,18404,11957,12153,11868,15727,14887,15252,17040,24788,,95750,71903,5760,27178,4321,1409,5174,4334,2621,2589
841012,"Hydraulic turbines and water wheels, of a power > 1.000 kW but <= 10.000 kW (excluding hydraulic ...",0,0,0,0,0,0,0,0,0,0,,23,0,0,0,0,0,0,0,0,0,,81,0,553,3748,0,84,17,76,466,310
841122,Turbopropellers of a power > 1.100 kW,0,0,0,0,0,0,0,0,0,0,,0,0,1022,3,46,0,250,0,731,24,,211,106,999,2413,18,23,801,827,5842,4950
841181,Gas turbines of a power <= 5.000 kW (excluding turbojets and turbopropellers),0,4657,0,0,0,0,0,0,0,0,,1845,1646,2977,565,1161,21717,1624,10541,1033,16986,,2872,5984,0,2038,799,468,18288,38147,20516,6884
841780,"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excluding those ...",30788,1119,84,498,0,50,898,509,14,0,,73198,21597,47296,40859,52984,20428,22143,21473,22306,11109,,79009,72318,61446,39349,18166,11677,20001,20369,28087,62977
841829,"Household refrigerators, absorption-type",262,4697,7782,18669,1158,175,145,0,0,0,,1422,1944,4466,2411,1913,3218,1853,1354,1253,1303,,21113,28612,28768,53377,20178,16292,11345,4667,178,257
841830,"Freezers of the chest type, of a capacity <= 800 l",53,107,236,258,323,828,50,0,0,0,,48327,43814,46257,31660,37659,24498,11148,5777,6471,9793,,42355,34249,27267,48925,31082,27295,15499,19384,38592,42902
810730,Cadmium waste and scrap (excluding ashes and residues containing cadmium),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,0,0,0,0,0
811020,Antimony waste and scrap (excluding ash and residues containing antimony),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,57,0,0
811219,"Articles of beryllium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,3,5,10,4,2,17,27,36,94,60,,0,0,0,5,490,0,17,3,0,7
811259,"Articles of thallium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,88,41,3,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0
811300,"Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excluding ash and residues ...",0,0,0,0,0,0,6,3,0,0,,35854,36574,35227,29955,33823,28311,54239,34236,27062,30310,,634,598,816,634,663,782,1713,1256,615,3176
820130,"Mattocks, picks, hoes and rakes, with working parts of base metal (excluding ice axes)",32,32,28,0,0,0,5,16,0,0,,20,25,45,7,18,7,24,76,118,99,,668,662,297,1102,565,712,535,857,1309,1049
810430,"Magnesium raspings, turnings and granules, graded according to size; magnesium powders",0,0,0,0,0,0,0,0,0,0,,1906,1267,1158,1302,920,2034,1271,2066,1225,490,,80,52,0,74,75,3,331,21,358,359
800120,Unwrought tin alloys,0,0,0,0,0,0,0,0,0,0,,11818,14645,9262,8409,10668,7121,9139,8937,6775,19524,,3821,3885,2752,1856,1559,1408,636,877,874,1245
810294,"Unwrought molybdenum, incl. bars and rods obtained simply by sintering",0,0,0,0,0,0,0,0,0,0,,2,5,0,0,0,0,0,0,0,0,,0,41,0,0,1,0,0,9,9,0
780200,"Lead waste and scrap (excluding ashes and residues from lead production heading No 2620"""", ...""",0,0,0,0,0,0,0,0,0,0,,162,0,0,30,0,0,81,71,0,221,,62,0,0,0,0,0,0,0,0,5436
750110,Nickel mattes,0,0,0,0,0,0,0,0,0,0,,0,5,6,0,13,0,75,0,0,0,,0,0,0,4,0,1,0,0,0,4
750210,"Nickel, not alloyed, unwrought",0,0,0,0,0,0,0,0,0,0,,8772,7178,12651,5291,73605,35154,27777,28376,25900,45789,,378,1078,174,3946,733,663,1007,419,192,126
750610,"Plates, sheets, strip and foil, of non-alloy nickel (excluding expanded plates, sheets or strip)",0,0,68,0,0,0,0,68,0,0,,5405,7076,6621,4787,2686,3886,4979,7932,6015,6758,,197,1288,96,230,232,193,220,619,396,1405
760310,"Powders of aluminium, of non-lamellar structure (excluding pellets of aluminium)",0,0,0,0,0,0,0,0,0,0,,1081,1494,2476,1878,2651,1957,2449,1213,813,1139,,1853,451,317,175,27,3,349,335,266,332
760320,"Powders of aluminium, of lamellar structure, and flakes of aluminium (excluding pellets of ...",0,0,0,0,0,0,0,0,0,0,,1417,1427,1714,1650,2725,2384,1563,425,450,771,,643,3113,3728,5213,4900,2777,2452,3161,2736,3046
760719,"Aluminium foil, not backed, rolled and further worked, of a thickness of <= 2 mm (excluding ...",0,117,0,463,0,0,0,5,0,0,,82963,81879,93226,76174,77968,93121,109224,85167,73505,90191,,81892,83465,70576,70590,52000,54421,50800,46794,30176,31648
740311,"Copper, refined, in the form of cathodes and sections of cathodes",0,117,0,0,0,4062,4,0,0,0,,1352442,1321505,1324459,1565691,1242602,1413554,1511844,1503008,1576228,2997615,,1363076,996916,1139023,1033495,852534,766296,671577,645895,704583,692462
740312,"Copper, refined, in the form of wire-bars",324,0,0,0,0,0,0,0,0,0,,41,24,174,1299,1283,1701,1242,1019,1136,1211,,1207,641,830,892,289,187,110,25,303,1238
740100,Copper mattes; cement copper (precipitated copper),0,0,0,0,0,0,0,0,0,0,,26965,23984,29785,24131,26635,22293,21702,18919,23313,35507,,0,0,0,2,26,20,30,24,40,94
730590,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled ...",5601,537,381,1104,404,0,10,0,3,0,,11139,47039,44289,56793,6402,16114,6281,1758,682,1212,,92571,74356,17706,6447,29817,1659,15340,85742,394,701
731442,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, coated with ...",0,0,0,0,0,0,0,0,0,0,,110,142,195,129,118,91,669,128,48,59,,1493,997,434,647,271,311,2290,2716,1286,194
731590,"Parts of skid chain, stud-link chain and other chains of heading 7315 (excluding articulated ...",0,98,0,55,0,0,0,56,23,0,,1139,2077,2257,1591,928,535,1219,778,682,375,,3879,3620,2280,3509,1739,2118,946,1483,2085,4754
720441,"Turnings, shavings, chips, milling waste, sawdust, filings, trimmings and stampings of iron ...",0,0,0,0,0,0,0,0,0,0,,2981,3464,4790,1564,2102,702,917,672,608,2060,,283,105,12140,93,55,78,6,515,286,0
720690,"Iron and non-alloy steel, in puddled bars or other primary forms (excluding ingots, remelted ...",0,0,0,0,0,0,0,0,0,0,,381,628,155,390,556,677,1328,174,167,566,,1153,508,1060,19761,681,1088,0,201,64,139
720712,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...""",0,0,0,0,0,0,0,0,0,0,,338283,216722,226771,88271,89523,333651,231350,121580,142713,204937,,61,0,54,142,71,239,64,1977,448,5191
720219,"Ferro-manganese, containing by weight <= 2% carbon",9991,11565,4208,1497,0,0,0,7765,1728,0,,196937,150806,182343,190439,125494,246578,264920,186768,109365,307225,,13530,16814,5392,5532,2161,552,1221,8865,2844,1026
720926,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",670,3333,0,0,0,0,0,0,0,0,,9039,8965,13022,10059,6357,10610,12268,8902,8398,13442,,13432,9573,730,632,189,3176,2818,2722,0,0
720230,Ferro-silico-manganese,0,945,3504,0,2249,2777,0,1757,1041,0,,71159,42451,9467,15969,11548,5815,1387,3635,10877,1613,,24871,16614,41718,17991,10405,20283,26130,28133,24149,34730
720250,Ferro-silico-chromium,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1142,1158,1509,470,2,454,183,118,180,167
720292,Ferro-vanadium,0,0,0,0,0,0,0,0,0,0,,54954,26424,27311,47470,35607,66485,140757,89288,36173,88902,,3880,1763,2902,0,0,0,0,0,1039,179
720310,"Ferrous products obtained by direct reduction of iron ore, in lumps, pellets or similar forms",0,0,0,0,0,90,0,0,0,0,,20542,15502,19098,2589,1824,17,69,0,47,2,,199966,269822,388406,237867,191505,352600,527067,1356279,1157371,2059086
710310,"Precious stones and semi-precious stones, unworked or simply sawn or roughly shaped, whether ...",0,0,0,0,0,0,0,0,0,0,,6710,9084,11874,20821,18702,15336,8390,9164,7245,5108,,0,0,0,26,38,11,40,180,0,6
710399,"Precious and semi-precious stones, worked, whether or not graded, but not strung, mounted or ...",0,0,0,0,0,0,0,0,0,0,,590,503,350,301,159,275,77,114,297,124,,170,137,193,691,250,140,432,277,185,267
710490,"Precious and semi-precious stones, synthetic or reconstructed, worked, whether or not graded ...",0,0,0,0,0,0,0,0,0,0,,58231,52062,61386,56681,36447,30245,28715,14782,32223,22635,,1215,1521,1591,3024,1173,439,291,341,232,646
710811,"Gold, incl. gold plated with platinum, for non-monetary purposes",0,0,0,0,0,0,0,0,0,0,,51,1656,1163,876,491,39,12,9,19,26,,0,0,0,2,0,0,127,0,4,4
711019,"Platinum, in semi-manufactured forms",0,0,0,0,0,0,0,0,0,0,,37341,74444,140937,31819,22703,22074,26250,18036,91089,69217,,196,0,37,47,120,2,38,60,118,21
721550,"Bars and rods, of iron or non-alloy steel, not further worked than cold-formed or cold-finished ...",572,74,1268,1602,530,113,0,0,0,0,,16685,14554,17125,16005,11552,15826,19045,15392,15149,19660,,2807,19120,13984,4772,12603,3998,634,229,250,88
721041,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,577,0,0,64,31,900,89,0,0,,217,308,38,209,633,216,62,231,168,102,,3446,1995,657,4125,9211,4706,11339,5289,1582,122
721114,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, not further worked than ...""",0,0,0,0,0,0,0,0,0,0,,6030,1233,3197,2003,1469,1770,3200,3378,3272,3678,,2812,784,0,263,193,407,523,308,40,338
721190,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",623,231,43,204,186,142,47,0,68,0,,25521,26365,56092,46975,32931,47673,37656,32505,39452,46551,,15465,9183,8194,6774,5650,4402,1591,2450,1074,1050
722920,"Wire of silico-manganese steel, in coils (excluding bars and rods)",0,0,0,0,0,0,6,0,26,0,,2148,1175,380,82,36319,60287,63122,43190,35652,45885,,1068,1305,1479,1241,960,772,1880,1909,4584,7793
722790,"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils (excluding ...",1275,132,0,129,134,285,0,0,0,0,,31830,35548,87253,90142,99656,115299,122715,146104,165885,244681,,8195,3140,24465,34518,16019,4712,5024,13198,15786,20757
722820,"Bars and rods of silico-manganese steel (excluding semi-finished products, flat-rolled products ...",0,0,0,0,0,0,58,0,0,0,,1539,1840,1920,1691,772,115,518,1035,1161,1564,,118,29,65,524,1702,124,154,193,114,226
721810,"Steel, stainless, in ingots and other primary forms (excluding waste and scrap in ingot form, ...",601,0,0,0,0,0,0,10,0,0,,142,1297,587,2145,655,1172,616,743,1445,450,,1050,148,500,859,177,78,339,621,97,8
660200,"Walking sticks, seat-sticks, whips, riding-crops and the like (excluding measure walking sticks, ...",0,0,0,0,0,0,0,7,0,0,,3213,6316,4283,2108,3033,2486,2392,1659,1737,1529,,1057,900,813,1115,1225,1129,843,771,785,1050
670300,"Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other ...",0,0,0,0,0,0,0,0,0,0,,4566,3541,4569,2438,3381,4449,4127,4127,3390,3109,,0,0,0,2,4,6,16,4,10,30
670411,Complete wigs of synthetic textile materials,35,36,67,0,79,30,11,3,14,0,,1893,1936,1580,1236,1179,1160,993,828,1074,1856,,137,113,127,534,607,576,245,567,281,250
680221,"Marble, travertine and alabaster articles thereof, simply cut or sawn, with a flat or even ...",70,0,0,246,337,69,38,0,0,0,,952,961,858,1618,93,501,3316,541,439,322,,15723,19703,26931,29687,35544,51644,188028,180388,270481,235917
680293,"Granite, in any form, polished, decorated or otherwise worked (excluding tiles, cubes and similar ...",0,0,824,1150,463,0,0,0,0,0,,1104,81,18,368,185,261,180,278,95,228,,1177,4050,4597,3005,2989,9179,5991,7211,3392,1477
680430,Hand sharpening or polishing stones,36,81,0,0,0,0,0,10,5,0,,1338,997,2246,1253,1671,1840,1148,2449,1864,2921,,1123,1735,1054,1317,763,679,483,1153,1159,663
681011,"Building blocks and bricks of cement, concrete or artificial stone, whether or not reinforced",62,0,0,0,0,0,122,0,0,0,,3719,3195,3502,2443,2999,1143,1563,832,1342,444,,3216,3579,538,1342,389,671,2070,2390,450,3560
681091,"Prefabricated structural components for building or civil engineering of cement, concrete or ...",0,0,0,0,0,0,0,0,0,0,,15956,6891,2613,2410,1530,1831,2222,869,1007,817,,5287,1390,5250,3725,815,1656,3842,2098,1428,4544
691090,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",0,114,29,146,0,0,79,0,0,0,,1670,1184,1743,1138,466,848,1248,1012,612,1055,,24202,23911,24004,26902,27252,21688,10078,3480,1545,2370
700800,Multiple-walled insulating units of glass,0,0,0,0,0,0,13,3,0,0,,396,973,2511,3902,802,2833,1847,1052,350,70,,34027,32725,44546,24397,15165,12186,14065,17924,11179,7857
701020,"Stoppers, lids and other closures, of glass",0,0,0,0,0,0,0,0,0,0,,74,46,62,142,210,337,340,169,275,487,,165,94,0,377,452,118,333,668,1275,1028
701341,"Glassware of lead crystal, of a kind used for table or kitchen purposes (excluding articles ...""",36,0,0,0,0,0,0,0,4,0,,0,23,28,6,0,0,0,1,0,1,,1189,1316,1585,1721,1427,1490,939,2718,2605,3025
630392,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres (excluding ...",115,203,0,120,0,57,41,0,0,0,,3256,4097,7161,7496,8867,9636,8811,14643,13486,19368,,7459,9977,15663,16130,9725,19759,19666,14188,11896,13746
630499,"Articles for interior furnishing, of textile materials (excluding of cotton or synthetic fibres, ...",0,0,0,0,0,0,6,8,0,0,,470,1846,5163,7952,5925,3504,1524,222,310,288,,4061,3668,4714,5776,4538,6067,16649,20069,5207,4420
630629,"Tents of textile materials (excluding of synthetic fibres, and umbrella and play tents)",0,0,0,109,132,43,0,0,8,0,,260,367,446,513,328,2370,5156,8585,16057,11435,,11007,13805,18435,16241,14378,9603,7946,12109,13295,20791
630630,"Sails for boats, sailboards or landcraft, of textile materials",30,0,57,247,0,0,0,1074,19,0,,76,20,13,0,2,0,3,0,0,3,,969,4571,1987,3317,2745,2539,3841,4406,1068,290
640340,"Footwear, incorporating a protective metal toecap, with outer soles of rubber, plastics, leather ...",32,0,0,350,0,0,0,0,5,0,,814,922,913,1128,1289,1538,871,766,320,374,,21924,26648,33471,38413,24201,21165,14890,19852,22694,24069
650691,"Bathing caps, hoods and other headgear, whether or not lined or trimmed, of rubber or plastics ...",0,0,0,0,0,0,0,0,0,0,,621,611,573,636,517,1594,1297,1545,560,231,,235,389,856,856,986,1179,1529,2365,7789,4815
630229,"Printed bedlinen of textile materials (excluding cotton and man-made fibres, knitted or crocheted)",91,0,72,0,0,0,0,0,0,0,,1,32,337,19,11,1,4,74,9,21,,4229,2455,4589,6127,4045,1925,1264,2678,3722,3404
620892,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",0,0,0,0,0,0,0,0,0,0,,4976,3759,2770,2384,1845,953,1230,1092,1121,1350,,1872,879,340,1389,1231,3382,2499,3457,9355,19995
621010,"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated ...",0,0,0,0,0,0,0,4,900,0,,1502,1241,1959,493,346,1257,454,478,86201,2090,,9395,13710,14970,17711,20841,18029,18433,21957,119921,24337
621030,"Garments of the type described in heading 6202, rubberised or impregnated, coated, covered ...",0,92,0,0,0,0,0,0,0,0,,69,285,156,73,63,67,105,181,284,263,,324,521,0,246,695,267,184,238,1312,1108
621111,Men's or boys' swimwear (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,194,240,94,183,129,195,125,132,108,117,,1255,1027,3178,1836,1452,1124,818,1372,1455,1534
620610,"Women's or girls' blouses, shirts and shirt-blouses of silk or silk waste (excluding knitted ...",0,0,0,0,0,0,0,0,0,0,,1377,1556,937,855,925,707,600,1019,758,2557,,391,337,412,1131,10567,9515,6922,5468,3266,2980
621220,"Girdles and panty girdles of all types of textile materials, whether or not elasticated, incl. ...",0,0,0,0,0,0,0,0,0,0,,731,270,263,322,535,765,385,369,426,401,,525,1213,373,820,1985,1235,1258,2769,958,870
540342,"Multiple """"folded"""" or cabled filament yarn of cellulose acetate, incl. monofilament of < ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,7,74,5,0,0,0,,0,0,0,0,0,12,0,0,0,0
540600,"Man-made filament yarn, put up for retail sale (excluding sewing thread)",0,106,0,0,0,0,0,0,0,0,,1468,2635,3222,2246,2064,789,965,607,373,566,,0,135,54,6,73,22,57,180,139,113
591000,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, ...",63,66,29,0,0,0,5,55,17,0,,2892,3348,2336,2104,2768,3047,2718,3740,3565,3714,,5608,3433,5211,4495,3368,5386,3914,3309,2317,2981
600129,"Looped pile fabrics, knitted or crocheted (excluding of cotton or man-made fibres)",0,34,89,0,0,0,5,84,0,0,,1054,993,1337,837,821,2835,1413,691,1476,1593,,1421,1743,3264,3749,9543,10045,6976,6468,881,19
600534,"Printed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,77,0,0,14,0,,23058,24464,25403,22574,25487,0,0,0,0,0,,150,148,240,79,23,2505,2073,845,98,0
600544,"Printed warp knit fabrics of artificial fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,113,139,100,111,25,65,24,19,7,90,,0,0,31,0,26,29,147,42,0,2
570190,"Carpets and other textile floor coverings, of textile materials, knotted, whether or not made ...",75,0,0,0,0,0,0,11,0,0,,60,200,310,119,146,114,190,71,240,151,,1091,1101,1092,1439,786,511,481,791,650,888
570231,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",0,50,0,0,0,0,0,0,0,0,,150,190,177,30,30,9,2,5,1,0,,14027,32092,18937,22114,18791,20802,11113,15182,1868,540
570292,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",0,75,0,0,0,0,0,0,0,0,,36,129,43,14,2,10,55,24,52,218,,29836,23357,19062,14753,11632,6505,7627,7847,4314,1831
570310,"Carpets and other floor coverings, of wool or fine animal hair, tufted """"needle punched"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,61,0,15,14,0,0,20,2,2,,3827,1288,1055,1672,1201,1792,2263,2619,3219,4821
570330,"Carpets and other floor coverings, of man-made textile materials, tufted """"needle punched"""", ...""",0,110,0,0,0,234,22,73,26,0,,2450,3500,3955,4124,8353,7971,4947,3827,2898,3166,,40646,58976,127527,138409,73907,86488,92560,121105,129331,125177
580121,"Uncut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,3,76,0,0,16,0,49,47,150,764,,390,196,429,804,363,122,71,242,14,83
580123,"Cut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,103,55,26,13,15,0,17,0,0,0,,177,459,0,4,66,37,28,99,72,73
611521,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn < ...",0,0,0,0,0,0,0,9,0,0,,2755,2659,2562,2701,2173,1570,1774,1586,916,880,,147,409,411,759,781,801,1002,331,903,656
611530,"Women's full-length or knee-length hosiery, knitted or crocheted, measuring per single yarn ...",49,0,0,0,83,0,3,0,0,0,,451,372,307,509,624,1060,373,209,200,426,,1372,866,859,943,1700,1141,814,916,354,403
610444,"Women's or girls' dresses of artificial fibres, knitted or crocheted (excluding petticoats)",0,0,0,50,0,0,0,0,0,0,,4768,5492,4741,1198,2661,1036,1137,1472,436,569,,26053,5577,4549,4761,3831,3321,4501,2728,4637,10026
610451,"Women's or girls' skirts and divided skirts of wool or fine animal hair, knitted or crocheted ...",0,0,0,0,0,0,0,0,0,0,,138,148,82,111,175,97,219,153,106,342,,0,0,41,131,11,20,318,489,202,92
620423,"Women's or girls' ensembles of synthetic fibres (excluding knitted or crocheted, ski overalls ...",58,0,0,159,44,0,29,74,0,0,,1086,857,305,651,153,113,266,167,92,70,,34618,48847,22369,18278,25011,9465,26784,33951,32546,27105
620219,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",0,81,0,0,28,118,100,0,22,0,,272,464,599,1739,1089,639,1027,1052,2382,1050,,799,697,1171,1390,1509,1716,1226,1024,271,362
620292,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of cotton (not ...",0,0,0,0,0,0,7,0,0,0,,916,953,1175,1214,951,1580,1519,1310,984,1159,,1979,598,142,314,281,585,474,2955,2543,3564
610469,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials, ...",0,0,0,0,126,0,0,0,0,0,,731,434,612,2676,4286,3788,1315,1261,772,1105,,48080,29612,32142,29290,15858,17383,18253,16900,8203,11443
610690,"Women's or girls' blouses, shirts and shirt-blouses of textile materials, knitted or crocheted ...",0,0,144,77,0,0,0,4,0,0,,1460,1347,704,985,1383,1382,1081,1748,1384,1041,,27803,39231,23643,16376,12427,15979,8734,9744,2293,3363
610711,"Men's or boys' underpants and briefs of cotton, knitted or crocheted",0,0,0,0,0,0,0,4,0,0,,4529,2632,2434,1559,2144,2481,2681,1295,811,719,,23653,12971,13873,24604,13857,7497,29165,45603,60851,60865
610811,"Women's or girls' slips and petticoats of man-made fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,169,0,0,,185,282,867,1533,330,271,471,425,253,521,,3106,153,415,288,5447,38333,29100,28100,5089,1141
