Product code,Product label,Viet Nam's imports from Russian Federation-Value in 2012,Viet Nam's imports from Russian Federation-Value in 2013,Viet Nam's imports from Russian Federation-Value in 2014,Viet Nam's imports from Russian Federation-Value in 2015,Viet Nam's imports from Russian Federation-Value in 2016,Viet Nam's imports from Russian Federation-Value in 2017,Viet Nam's imports from Russian Federation-Value in 2018,Viet Nam's imports from Russian Federation-Value in 2019,Viet Nam's imports from Russian Federation-Value in 2020,Viet Nam's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
761290,"Casks, drums, cans, boxes and similar containers, incl. rigid tubular containers, of aluminium, ...",0,4,5,0,0,0,0,0,0,,,20429,44160,66230,56376,89567,65111,85483,92995,110333,120607,,29272,21013,20946,24899,39337,43583,33132,36323,37407,24043
780199,Unwrought lead (excluding refined lead and lead containing by weight antimony as the principal ...,0,0,896,1233,12512,25402,22695,10656,1052,,,5130,4002,2694,3235,3104,3179,6927,9615,9583,12655,,198351,171102,186503,134840,149085,206356,273340,277382,233397,108871
790700,"Articles of zinc, n.e.s.",0,0,0,0,0,0,0,0,0,,,1476,2712,4157,5940,5794,5869,4896,6169,2039,2831,,3528,8706,7275,6945,8564,8200,16488,21734,25669,12409
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,0,0,0,0,0,0,0,0,,,0,21,0,72,1498,2014,4505,3700,3939,2315,,13,0,0,0,0,0,0,0,0,713
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",0,0,0,0,0,0,0,0,0,,,15,0,0,0,0,0,3,0,0,36,,0,0,0,0,0,0,0,0,0,
810790,"Articles of cadmium, n.e.s.",0,0,0,0,0,0,0,0,0,,,46,65,157,47,57,70,37,208,63,104,,3,1,3,18,0,0,0,0,0,43
810830,Titanium waste and scrap (excluding ash and residues containing titanium),0,0,0,0,0,0,0,0,0,,,38,39,3548,4017,6201,5203,2261,1479,1157,324,,0,0,0,2,1,1,0,0,0,
811010,Unwrought antimony; antimony powders,0,0,0,0,0,0,0,0,0,,,17,4,2,20,19,15504,6,29,165,3959,,135,1,2816,4591,4096,12,0,61,282,913
820120,"Forks, incl. pitchforks, with working parts of base metal",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
820190,"Scythes, sickles, hay knives, timber wedges and other hand tools of a kind used in agriculture, ...",0,0,0,0,0,0,0,0,0,,,2961,3452,2474,2116,1601,1900,1588,1339,1433,1955,,13,11,53,198,246,144,266,116,252,2205
820210,"Handsaws, with working parts of base metal (excluding power-operated saws)",0,0,0,0,0,0,0,0,1,,,816,1120,1183,692,513,835,772,797,845,1151,,192,202,425,460,627,606,715,795,1063,7307
820299,"Saw blades, incl. toothless saw blades, of base metal (excluding bandsaw blades, circular saw ...",0,0,0,0,0,0,0,0,0,,,485,355,231,158,239,260,380,413,441,511,,4713,5433,4961,5169,5547,6950,8763,8962,9527,19138
820551,"Household hand tools, non-mechanical, with working parts of base metal, n.e.s.",0,0,0,0,0,0,0,0,0,,,747,757,1096,615,893,939,1187,1512,1705,2406,,166,156,231,246,468,467,995,385,465,24244
820570,"Vices, clamps and the like (excluding accessories for and parts of machine tools)",0,0,0,0,0,0,0,6,0,,,1055,1451,1203,703,649,1280,2367,1701,2206,2110,,6572,5954,1873,2459,2818,2396,2903,2238,1864,5734
820740,"Tools for tapping or threading, interchangeable",1,0,0,0,0,0,2,6,1,,,1986,1377,1828,1043,985,1637,1749,2137,1949,2383,,5981,5658,5910,7115,8763,9058,11128,12249,12260,10138
820770,Interchangeable tools for milling,0,0,0,0,0,0,0,0,0,,,92312,5241,3581,2380,1864,3100,3819,3609,4223,4528,,813,562,542,1923,1215,1272,1153,1107,1258,51078
821194,"Blades of base metal for table knives, pocket knives and other knives of heading 8211",0,0,0,0,0,0,0,0,0,,,55,18,51,39,88,141,238,166,215,388,,2042,1799,2778,3662,3403,2538,2634,2840,3402,3443
821490,"Hair clippers, butchers' or kitchen cleavers and other articles of cutlery of base metal, n.e.s.",0,0,0,0,0,0,0,0,0,,,50,58,91,82,254,122,150,138,143,252,,867,1954,2430,1919,3433,1679,2837,3739,3524,12282
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",0,0,11,0,0,0,0,0,1,,,3053,4161,4918,4112,5418,7163,9147,10033,11534,15491,,28428,32324,35884,42682,51644,71574,88267,132426,207191,429851
830400,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ...",0,0,0,0,0,0,0,0,0,,,454,477,140,150,63,398,166,187,131,366,,2467,2000,1552,2310,1319,1657,1292,1650,1241,2149
830910,Crown corks of base metal,0,0,0,0,0,0,0,0,0,,,733,779,740,377,598,999,882,881,678,1175,,2700,1211,2056,2083,1665,1740,1660,1738,1898,530
840219,"Vapour generating boilers, incl. hybrid boilers (excluding central heating hot water boilers ...",11,0,0,0,0,0,0,0,0,,,5013,4985,2456,1290,2687,1184,538,2632,77790,83520,,6879,11651,16236,13738,12596,20914,11672,12883,19415,10616
840510,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ...",0,0,0,0,0,3,0,0,0,,,4557,1798,5375,11427,4370,7586,8190,6403,6501,3452,,14665,16817,23951,30320,23511,11547,70462,19978,55685,6206
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",237,0,0,0,129,194,26,0,0,,,1178,637,666,616,664,966,597,141,519,1655,,24294,38643,31905,81986,80711,31643,144937,25379,8599,11674
840810,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",126,844,2568,1968,1813,418,465,396,0,,,1915,4100,6793,835,1499,853,2307,1778,4934,1557,,106459,141952,139690,213710,231064,145400,116846,119835,129668,67869
841112,Turbojets of a thrust > 25 kN,0,0,0,0,0,0,0,0,0,,,1135940,1575745,1413571,1393658,1210885,1540673,1593769,1851894,1746725,2429223,,0,0,28,39,0,675,8,0,0,642471
841340,Concrete pumps,0,0,0,14,0,0,0,0,5,,,104,3497,3714,1472,1566,1166,2494,948,1077,2657,,7904,9068,9006,10897,12355,12383,4586,4405,2475,3115
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",0,0,0,30,36,44,45,15,119,,,18208,54524,21590,11610,13016,19368,17508,18509,19860,23285,,5708,12966,6407,17277,10128,8304,9823,17213,13507,40807
841392,"Parts of liquid elevators, n.e.s.",2,0,2,0,1,0,0,0,0,,,156,155,450,859,225,772,941,561,618,1662,,1107,3844,2546,972,941,1319,1180,635,506,439
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",0,0,0,0,1,0,0,0,0,,,5637,4668,2469,1398,1933,2815,2431,2779,2179,3099,,4412,7070,8132,12168,11703,10378,7648,7872,9047,11973
841931,Dryers for agricultural products,75,0,0,0,0,146,15,8,0,,,2102,2646,3406,5167,1730,2753,1973,2952,3390,5077,,6695,2770,7085,9204,11130,10936,13746,8592,11650,3833
842111,Centrifugal cream separators,0,0,0,0,0,0,0,0,0,,,3864,3059,3003,1916,1715,4503,3086,3689,4013,3698,,12,106,2,0,472,2,1,6,0,296
842320,Scales for continuous weighing of goods on conveyors,0,0,0,0,0,0,0,0,0,,,1391,414,1344,919,503,468,873,1182,382,1040,,1694,3142,5716,5274,2567,3722,5566,2585,1064,2590
842382,Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excluding personal ...,0,0,0,0,0,0,0,0,0,,,1010,1964,1707,1315,901,2033,2820,2001,1307,2144,,1940,1628,1673,2951,2144,1911,1600,3190,1361,9251
842410,"Fire extinguishers, whether or not charged",168,124,171,56,84,118,170,378,475,,,10691,13693,10813,9086,17297,14407,14541,19670,39405,26284,,14477,18529,23029,26079,36535,26205,30412,33345,34386,22301
842420,"Spray guns and similar appliances (other than electrical machines, appliances and other devices ...",29,0,10,5,4,191,33,45,0,,,1432,2358,2007,1708,1675,1893,2773,2609,4255,4499,,16766,24050,28416,28477,31243,41684,45692,34111,28636,42913
842449,Agricultural or horticultural sprayers (excl. portable),0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,2171,1461,4747,5387,7489,,0,0,0,0,0,0,7482,14315,11679,6505
842630,Portal or pedestal jib cranes,0,0,0,0,0,0,0,0,0,,,351,25751,442,853,2332,333,4179,654,113,294,,1535,10526,9666,17415,5372,12414,14081,21933,16465,18220
842641,"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excluding wheel-mounted ...",0,0,0,0,0,0,0,0,0,,,2566,1720,1941,3425,3361,1260,195,2680,9358,2909,,4837,21326,32908,80771,47216,27682,8924,7775,14017,12928
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",0,0,0,4,0,0,0,0,8,,,24161,36169,25197,23310,46376,19964,25404,26169,27926,37963,,35414,20459,56905,53716,36633,79371,74012,112835,59738,215475
842930,Self-propelled scrapers,0,0,0,0,0,0,0,0,0,,,1,3,0,3,9,4,28,50,0,3,,19,0,140,113,0,118,178,5,0,677
843131,"Parts of lifts, skip hoists or escalators, n.e.s.",0,0,0,0,0,0,0,0,0,,,4624,6982,5998,3453,2068,4883,9052,13052,9398,4555,,18086,19057,21836,26224,33753,47883,53457,61818,52389,41263
843142,"Bulldozer or angledozer blades, n.e.s.",0,0,1,0,0,0,0,0,0,,,1035,1759,1785,1926,2319,3055,4482,3329,2792,4407,,468,185,138,172,179,119,159,267,93,375
843239,"Seeders, planters and transplanters (excl. no-till machines)",0,0,0,0,0,0,0,0,0,,,0,0,0,0,644,16136,14401,18921,14934,29207,,0,0,0,0,0,0,771,133,391,1577
843280,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn ...",0,0,0,0,0,0,0,6,0,,,1560,1577,449,384,277,1037,1405,2103,2808,3553,,438,645,783,1382,1666,1219,1368,1251,900,5824
843319,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a vertical ...",0,0,0,0,0,0,0,0,0,,,20,7,17,10,50,24,161,82,13,55,,4167,4300,5081,5737,6090,6883,4487,2413,2029,6325
844190,"Parts of machinery for making up paper pulp, paper or paperboard, n.e.s.",0,0,0,0,0,0,0,0,0,,,1541,1364,1779,1330,1770,1417,1028,1117,1408,1506,,13840,7494,6466,11612,9996,8604,11550,9330,11157,44388
844313,"Offset printing machinery (excluding sheet fed offset printing machinery, sheet size <= 22 ...",0,0,0,0,0,0,0,0,0,,,5097,8899,4240,11924,8676,3266,5288,5294,1943,2933,,37269,29252,15090,34217,56532,55357,39929,75215,51635,41170
844317,Gravure printing machinery,0,0,0,0,0,0,0,0,0,,,0,285,187,0,105,2586,45,0,141,111,,4606,3127,3458,1473,8494,13852,24300,19329,20087,14063
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",0,0,0,0,0,0,0,0,0,,,7132,10958,6702,7450,7692,10156,7771,9729,11626,17050,,569317,581964,523272,457108,446185,591918,680787,667603,634834,1272667
844512,Combing machines for preparing textile fibres,0,0,0,0,0,0,0,0,0,,,177,84,165,140,74,76,86,160,25,10,,2393,7813,22361,22489,8671,8836,21083,16258,2674,6630
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",0,0,0,0,0,0,0,0,0,,,4777,5733,4008,2426,334,616,1802,533,373,1249,,14154,7232,21561,38718,44835,39258,45919,40092,29324,29560
844819,"Auxiliary machinery for machines of heading 8444, 8445, 8446 or 8447 (excluding doobies and ...",0,0,0,0,0,0,0,0,0,,,181,20,18,12,97,35,6,7,1,4,,26998,14211,9125,15240,19073,15437,23940,70414,9489,11893
845020,"Laundry-type washing machines, of a dry linen capacity > 10 kg",0,0,34,1,0,0,0,0,0,,,2339,1823,2100,1226,1861,2289,3631,3229,2098,2684,,8699,8862,11828,17635,26228,31626,29876,30739,37163,39910
845090,"Parts of household or laundry-type washing machines, n.e.s.",0,0,0,0,0,0,0,1,5,,,1343,602,516,484,618,784,876,1011,1173,1736,,14798,7615,9936,12876,44935,62654,40808,36923,37541,67882
845110,Dry-cleaning machines for made-up textile articles,0,0,0,0,0,0,0,0,0,,,74,177,47,176,113,113,115,150,46,39,,424,783,1196,1412,1088,1970,1566,1379,1492,873
845130,"Ironing machines and presses, incl. fusing presses (excluding calenders)",0,0,0,0,0,0,0,0,0,,,671,687,533,484,606,693,638,777,576,740,,13937,13730,21516,23629,29313,27452,27285,23095,16996,16605
845180,"Machinery for dressing, finishing, coating or impregnating textile yarns, fabrics or other ...",0,0,8,0,0,0,0,0,0,,,325,499,170,559,139,68,75,444,159,192,,26365,23886,50640,77463,79360,101950,104234,111737,67676,71994
845221,"Automatic sewing machines, industrial type",0,0,0,0,0,0,0,0,0,,,863,195,178,331,173,90,211,320,826,837,,47642,73032,91271,109278,100427,100655,109073,125489,68824,157962
845380,"Machinery for making or repairing articles of hides, skins or leather (excluding footwear and ...",0,0,0,0,0,0,0,0,0,,,1,0,13,9,1,14,20,14,265,101,,9257,14950,22376,33894,34829,28027,24085,20732,12359,26029
845730,Multi-station transfer machines for working metal,0,0,0,0,0,0,0,0,0,,,0,8,392,564,0,7,265,32,387,0,,13467,6377,7011,20917,15770,24505,27078,19561,10279,14463
845921,"Drilling machines for working metal, numerically controlled (excluding way-type unit head machines)",0,0,0,14,2,0,0,0,0,,,47,20,356,1,1,1,172,406,5,97,,6068,12251,8789,3742,6090,12648,13406,11193,6733,7919
846024,"Grinding machines for finishing metal, numerically controlled (excl. flat-surface, cylindrical ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,7,72,0,80,88,,0,0,0,0,0,0,5502,26201,9221,3310
846150,"Sawing or cutting-off machines, for working metals, metal carbides or cermets (excluding machines ...",0,0,0,0,22,0,0,0,0,,,1892,921,1255,950,2550,2040,1281,4609,2851,5930,,28487,36461,221524,41838,51766,47068,64501,65764,51933,63387
846231,"Shearing machines, incl. presses, numerically controlled, for working metal (other than combined ...",0,0,0,0,0,0,0,0,0,,,408,236,8,296,1013,769,1226,1052,1360,450,,2115,1132,19297,97283,7449,3412,4170,4698,2176,7684
846592,"Planing, milling or moulding -by cutting- machines, for working wood, cork, bone, hard rubber, ...",0,0,0,0,0,0,7,0,72,,,760,574,956,757,975,1416,1918,1922,2316,2612,,10947,24239,20386,26552,25048,27887,25286,35218,28534,57489
846599,"Machine tools for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...""",0,0,0,0,0,0,0,0,17,,,866,965,1914,731,1064,1319,2666,3331,2047,2485,,41866,41459,44396,98490,57988,55684,81322,106412,81021,205172
846792,"Parts of pneumatic tools for working in the hand, n.e.s.",0,0,0,0,0,0,0,0,0,,,975,1156,342,397,329,639,525,672,510,663,,1858,1684,1856,1685,1885,1555,1784,1631,1447,10269
847050,Cash registers incorporating a calculating device,0,0,0,0,0,0,0,17,0,,,8508,20445,18955,26599,23937,20000,23671,20239,19021,18390,,1367,1316,1588,1983,2817,5401,10193,7752,7165,14074
847160,"Input or output units for automatic data-processing machines, whether or not containing storage ...",0,0,0,0,1,3,0,0,0,,,5569,7057,5313,6598,11247,11657,14732,13604,13737,27100,,23437,28040,29303,39169,38434,54030,61471,615986,454287,184770
847439,"Machinery for mixing or kneading solid mineral substances, incl. those in powder or paste form ...",0,0,0,2,361,0,0,0,0,,,4202,6287,1830,842,2950,3849,3222,12990,10397,5632,,14933,11410,13390,8363,13748,11649,16447,16152,8857,11728
847629,"Automatic beverage-vending machines, without heating or refrigerating devices",0,0,0,0,0,0,0,0,0,,,25,85,0,8,141,15,807,1704,2631,3691,,91,5,11,242,207,175,114,59,42,64
848049,"Moulds for metal or metal carbides (excluding moulds of graphite or other carbons, ceramic ...",0,0,0,0,0,0,0,0,0,,,415,509,185,136,236,554,1057,855,1380,1211,,48685,53069,46993,59261,53828,50216,52439,57390,47361,38639
848110,Pressure-reducing valves,395,7,98,73,653,23,38,175,109,,,18120,28760,30875,17523,19602,14859,15735,20018,11842,15872,,24992,23395,30505,29709,24899,29910,28153,27365,25860,25961
848210,Ball bearings,696,125,192,343,135,1010,24,41,33,,,52030,52306,52832,36648,32590,50900,46690,51479,46806,49150,,141722,139393,154457,162881,184234,194342,211327,215000,225272,253172
848299,"Parts of ball or roller bearings (excluding balls, needles and rollers), n.e.s.",71,61,89,13,0,245,0,0,1,,,2288,1576,1726,8608,4281,1694,2301,2863,2522,18579,,12465,14597,9825,11487,12550,13789,16968,14688,31627,85461
848320,"Bearing housings, incorporating ball or roller bearings, for machinery",7,0,17,161,0,2,89,19,0,,,553,703,802,1121,649,1123,1690,1548,1526,1818,,12175,10293,12918,11098,14032,9608,12760,9504,7964,11114
848330,"Bearing housings for machinery, not incorporating ball or roller bearings; plain shaft bearings ...",792,652,656,475,733,290,67,107,932,,,28487,32044,27468,46590,18438,27059,36435,29665,24227,27240,,12956,16291,22057,16293,19472,25824,24792,30711,33090,58934
848350,"Flywheels and pulleys, incl. pulley blocks",181,80,121,39,28,1,3,20,5,,,5195,7602,5202,5519,6672,11746,17430,18036,16796,18965,,7251,9698,14303,12752,17841,14931,17632,16204,17750,13255
848420,Mechanical seals,94,109,174,297,75,18,133,107,276,,,11566,14030,17274,10755,13381,7567,10829,10711,8982,11110,,11368,12750,13370,16481,15533,15999,19969,19611,19133,15408
850132,DC motors and DC generators of an output > 750 W but <= 75 kW (excl. photovoltaic generators),101,110,50,22,201,114,31,32,10,,,10152,10781,6173,5541,8115,6547,11955,15933,5319,10380,,4893,4177,2758,10065,6202,3646,4018,6777,22633,41127
850153,"AC motors, multi-phase, of an output > 75 kW",345,86,36,147,27,0,19,18,7,,,64550,61179,53871,48555,57501,86242,86347,78977,64988,69067,,27336,13756,18631,22294,25425,22599,29559,32005,35366,34454
850212,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",787,8,0,425,544,0,0,0,0,,,9397,7348,11234,5731,25655,14627,4580,42515,4179,31499,,15119,17364,17113,24909,32181,25610,20970,22073,20108,20192
850240,Electric rotary converters,0,0,0,0,224,0,0,0,0,,,21369,32485,3839,2438,3857,1981,2568,6238,1210,1788,,7310,42,359,803,838,453,78,287,2419,508
850421,"Liquid dielectric transformers, having a power handling capacity <= 650 kVA",0,0,0,43,826,269,0,0,0,,,12914,22692,13038,5744,5960,5607,5713,6037,4675,4968,,10913,13052,15281,14444,18156,21263,15835,28389,19433,9891
850520,"Electromagnetic couplings, clutches and brakes",952,0,0,0,0,1,148,0,0,,,1920,893,555,1037,991,980,757,830,817,1251,,6211,1169,3060,3861,13894,7001,8653,10777,8083,11086
850760,Lithium-ion accumulators (excluding spent),0,3,0,0,0,1,0,0,0,,,330,1571,1226,898,1627,2727,6058,11405,13548,7359,,198721,182078,673182,668028,701292,1063209,1302762,1660844,2210261,3086601
851220,Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading ...,31,3,241,71,9,6,9,34,12,,,27690,36616,27687,21655,19375,31865,51214,55823,36148,34471,,36833,40276,45031,64418,90298,81493,142145,164374,157221,182568
851621,"Electric storage heating radiators, for space-heating",0,0,0,0,0,0,0,0,0,,,36,329,415,161,234,153,96,189,289,348,,1373,2533,1414,27005,983,743,1223,8330,7567,5
851633,Electric hand-drying apparatus,0,0,0,0,0,0,0,0,0,,,27,83,213,204,490,720,854,837,939,864,,547,654,969,1173,871,2104,1336,1817,1733,1459
851640,Electric smoothing irons,0,0,0,4,2,0,0,0,0,,,11509,13876,12861,10052,10004,12212,15942,19660,15634,26638,,8310,8817,8881,10566,13962,13521,15570,14418,10485,18257
851718,Telephone sets (excluding line telephone sets with cordless handsets and telephones for cellular ...,9,0,0,4,0,3,9,6,0,,,2388,3512,3069,2624,2657,4654,4124,3107,3544,5404,,7962,10577,8218,10739,9858,11999,10566,15731,9968,5528
851769,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus ...",139,0,95,116,1,1,773,2,7,,,18979,17523,17080,7943,15639,21748,14977,23793,16564,16752,,6058,12933,27549,48416,36295,40199,44081,32974,56200,18262
851779,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and ...",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
851920,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens ...",0,0,0,0,0,0,0,0,0,,,5,1,3,2,58,0,0,19,1,1,,1,2,32,1,4,178,9,0,17,20
852110,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a ...",0,0,0,0,0,0,0,0,0,,,696,762,867,30,37,668,326,71,271,53,,566,417,41,52,48,16,10,0,3,317
852321,Cards incorporating a magnetic stripe for the recording of sound or of other phenomena,0,0,0,0,0,0,0,0,0,,,539,333,598,1693,1592,1066,2619,2364,1015,1035,,1352,3523,1701,1686,1404,2114,3133,1843,1668,358
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",8,4,0,0,4,5,7,0,0,,,8427,5196,19437,5171,6208,11620,12008,9617,9429,41014,,134206,54664,47645,41036,44967,51949,43693,46338,25872,157967
852380,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices ...",0,219,0,0,0,0,0,0,362,,,2315,1212,1221,896,867,971,996,334,451,380,,3804,3060,3410,1295,10474,5600,5677,16126,13121,1213
852872,"Reception apparatus for television, colour, whether or not incorporating radio-broadcast receivers ...",0,0,0,0,0,1,0,0,0,,,485858,611220,449422,227029,249875,308816,391768,311682,299282,410748,,290416,327928,274660,295114,329096,412185,681616,656216,347696,681211
