Product code,Product label,China's imports from Viet Nam-Value in 2012,China's imports from Viet Nam-Value in 2013,China's imports from Viet Nam-Value in 2014,China's imports from Viet Nam-Value in 2015,China's imports from Viet Nam-Value in 2016,China's imports from Viet Nam-Value in 2017,China's imports from Viet Nam-Value in 2018,China's imports from Viet Nam-Value in 2019,China's imports from Viet Nam-Value in 2020,China's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
290129,"Hydrocarbons, acyclic, unsaturated (excluding ethylene, propene """"propylene"""", butene """"butylene"""" ...""",0,0,0,0,0,0,0,0,0,0,,55,9,1,0,0,33,43,17,33,4,,79712,98511,121823,83439,92027,118305,121780,113461,108588,138569
290319,Saturated chlorinated derivatives of acyclic hydrocarbons (excluding chloromethane [methyl ...,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,9,,3944,2993,2116,2033,1128,1669,1947,1742,1150,1192
290323,"Tetrachloroethylene """"perchloroethylene""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,20,18,101,59,156,,18728,25285,30040,33999,36507,37114,50804,25502,19606,40232
290339,"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons (excluding ethylene ...",0,0,0,0,0,0,0,6,0,0,,70,479,35,14,21,0,34,109,739,461,,60885,73269,78501,48191,57527,72327,72411,84188,126778,162169
290376,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,134,108,3,0,0,0,3,2,1,0
290389,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excluding 1,2,3,4,5,6-Hexachlorocyclohexane ...""",0,0,0,0,0,0,0,0,0,0,,0,28,13,0,0,0,0,0,0,,,8749,9986,11235,9327,12367,12756,14999,13893,14884,17472
290394,Hexabromobiphenyls,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0
290499,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,150,90,,,0,0,0,0,0,14988,23184,28795,17578,14386
290514,"Butanols (excluding butan-1-ol """"n-butyl alcohol"""")""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,1,,247826,252921,144958,102263,54782,46492,81260,60537,42842,123482
290516,"Octanol """"octyl alcohol"""" and isomers thereof""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,606704,441419,304383,260142,196051,190929,252000,219542,235905,420568
290531,"Ethylene glycol """"ethanediol""""""""",0,0,0,0,0,0,0,0,0,0,,1,7,1,14,0,1,3,19,12,,,8137964,8679601,7892120,7100661,4873893,7387208,9082380,5971806,4901069,5132104
290943,Monobutyl ethers of ethylene glycol or of diethylene glycol,0,0,0,0,0,0,0,0,0,0,,405,105,134,105,67,133,838,646,402,1,,198939,209124,193758,160550,149444,183782,240234,168853,164255,306343
291412,"Butanone """"methyl ethyl ketone""""""""",0,0,0,0,0,0,0,0,3,0,,0,51,242,0,361,774,456,597,676,97,,7844,3901,3200,2635,1500,2067,1811,844,1471,1802
291479,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,3744,5556,6394,8384,6427
291521,Acetic acid,0,0,0,0,0,0,0,0,0,0,,0,1,106,19,81,126,190,82,4,74,,10683,9032,10889,19344,26518,7636,9642,4406,21115,5758
291531,Ethyl acetate,0,0,0,0,0,0,0,0,0,0,,133,17,10,297,1462,3052,2797,2910,5566,660,,4174,1288,1187,865,702,815,2095,1171,1211,2778
291533,N-Butyl acetate,0,0,0,0,0,0,0,0,0,0,,100,55,58,71,114,288,679,762,1150,360,,10425,10018,2682,4478,3510,4092,4559,5760,10586,16795
291613,Methacrylic acid and its salts,0,0,0,0,0,0,0,0,0,0,,15,0,0,67,0,0,0,0,0,,,17863,31048,32791,25986,35720,40467,36982,20694,18792,20678
270300,"Peat, incl. peat litter, whether or not agglomerated",2,5,0,0,0,0,0,0,0,0,,8,30,17,0,0,0,19,0,3,21,,14257,16702,22475,27585,33024,48104,50216,55278,65256,76733
270799,"Oils and other products of the distillation of high temperature coal tars; similar products ...""",0,0,0,0,0,5796,0,0,28085,0,,99,2,0,0,28,19,9,52,21647,43429,,465529,283801,620583,1004132,1902921,2947325,5217423,5156325,6517136,5738425
271012,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume """"incl. ...""",0,0,0,0,0,0,0,56,8670,0,,377012,205849,186721,159427,113685,158735,167158,131300,95821,390407,,3363029,3759632,3740186,3994815,3477904,4161497,5834302,4271919,3480420,4812584
271119,"Gaseous hydrocarbons, liquefied, n.e.s. (excluding natural gas, propane, butane, ethylene, ...",0,0,0,0,441,0,0,0,0,0,,7975,54605,259107,157719,117525,90405,185180,210691,114969,45513,,5921,24900,100646,70630,70772,81487,92077,59269,1846,152
271121,Natural gas in gaseous state,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,0,0,1,12,,,8564984,9915334,11614155,9690679,7553916,8523380,11642233,13056716,10061286,10352205
271320,Petroleum bitumen,0,0,0,0,0,0,0,0,0,0,,0,0,0,914,491,918,1228,5708,6209,529,,1754336,2068538,2334216,1801917,1046245,1551844,1760840,1771551,1550278,1225631
271390,Residues of petroleum oil or of oil obtained from bituminous minerals (excluding petroleum ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,15195,6474,4959,1724,238,147,174,0,0,0
280120,Iodine,0,0,0,0,0,370,0,0,0,0,,1,0,0,1,0,0,0,0,0,7,,228508,168919,147037,122054,103202,115332,111430,182450,222037,199310
280421,Argon,0,0,0,0,0,0,0,0,0,0,,519,427,187,309,460,1793,1441,1306,16627,4553,,202,76,374,559,316,371,1112,155,332,446
280490,Selenium,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,,,169524,119299,79124,72150,20314,56697,53694,21664,15358,13954
281000,Oxides of boron; boric acids,0,28,0,0,0,0,0,0,0,0,,98,48,15,61,3,4,5,1,0,3,,138147,159002,166845,135809,129713,131498,175809,138362,158947,164258
281129,"Inorganic oxygen compounds of non-metals (excluding diphosphorus pentaoxide, oxides of boron, ...",0,0,4,5,65,56,0,0,29,0,,220,267,125,59,57,194,132,123,95,918,,10173,11806,15190,14853,25365,37335,40373,36806,38958,56207
281520,"Potassium hydroxide """"caustic potash""""""""",0,0,0,0,0,0,0,0,0,0,,1,2,54,25,0,10,41,66,64,269,,4944,4073,4827,4117,4135,3925,4022,3180,3331,4692
281830,Aluminium hydroxide,0,0,0,0,5,268,367,0,0,0,,13,38,580,1676,13652,21097,41020,35854,25599,27191,,36632,37304,39480,34529,39827,43126,42813,40293,50087,88493
282010,Manganese dioxide,0,0,0,0,0,0,0,0,0,0,,443,66,0,0,0,0,0,0,0,,,775,445,532,435,303,292,672,2340,1126,1908
282090,Manganese oxides (excluding manganese dioxide),0,0,0,0,0,0,0,0,0,0,,2,22,0,0,0,0,0,0,17,26,,10796,15810,14475,6323,1751,2547,7162,12923,8604,9804
282510,Hydrazine and hydroxylamine and their inorganic salts,0,1,0,0,0,0,0,0,0,0,,17,0,26,0,0,0,2,13,27,,,15112,17559,9136,6543,7503,10143,8501,11598,10570,8778
282540,Nickel oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,4,0,145,0,0,0,283,0,0,,,24090,24456,27929,24342,20626,25432,30151,24827,30963,57300
282751,Bromides of sodium or of potassium,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,448,,1634,1152,774,1060,2899,5466,10805,30993,53327,58139
282759,"Bromides and bromide oxides (excluding of sodium, potassium and mercury)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,23,,4574,4883,8794,6369,11477,14082,14669,8766,10444,5310
80121,"Fresh or dried brazil nuts, in shell",180,0,0,0,0,0,0,79,0,0,,1,0,0,0,0,0,0,0,0,,,3831,24,105,213,358,112,2314,5761,1261,199
80122,"Fresh or dried brazil nuts, shelled",0,0,0,0,0,0,0,0,0,0,,138,9,0,0,0,0,9,1,1,168,,0,0,11,14,8,30,244,197,565,62
80232,"Fresh or dried walnuts, shelled",0,0,0,0,661,0,0,0,0,0,,5839,5240,726,4,0,144,2918,15730,26477,10754,,16587,17867,29665,20040,19432,18328,19795,15225,6010,5767
70110,Seed potatoes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,2,19,11,7,1,0,0
70690,"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excluding ...",0,0,0,0,0,0,0,0,0,0,,1035,1153,1291,1147,1544,1728,2315,3096,3209,1875,,0,57,15,0,0,5,0,0,0,0
70920,Fresh or chilled asparagus,0,0,0,0,0,0,0,0,0,0,,20,84,3,46,34,13,2,39,15,7,,38,11,6,54,121,69,465,496,66,30
70991,Fresh or chilled globe artichokes,0,0,0,0,0,0,0,0,0,0,,9,0,4,1,1,2,0,4,8,,,0,0,0,0,1,0,0,0,0,0
71339,"Dried, shelled beans """"Vigna and Phaseolus"""", whether or not skinned or split (excluding beans ...""",0,0,0,0,0,0,0,0,0,0,,0,5,0,0,16,614,1064,101,543,730,,3,1185,579,1683,342,0,902,1880,968,12856
80521,Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,105,247,444,92,,0,0,0,0,0,61534,66146,106349,69688,85717
80540,Fresh or dried grapefruit,0,0,0,0,0,0,0,0,0,0,,3302,1451,1639,854,1430,3914,4759,4717,14462,9379,,14765,23843,30877,36667,42315,51203,87033,65790,78682,128677
80719,Fresh melons (excluding watermelons),0,0,0,0,0,0,0,0,0,0,,70,5,4,18,301,205,355,270,494,528,,2527,2212,18,64,9,14,30,34,223,106
80830,Fresh pears,0,0,0,0,0,0,0,0,0,0,,131,166,74,99,11,18,28,53,85,103,,3793,6041,10289,12905,13290,12363,12671,21111,18203,15910
81070,Fresh persimmons,0,0,0,0,0,0,0,0,0,0,,168,61,19,69,0,0,0,14,79,90,,111,154,160,149,243,101,144,206,201,326
90422,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground",0,0,0,0,0,0,0,0,0,0,,1518,2564,3350,1566,1795,1888,1375,1015,1266,1565,,3053,1215,1150,1667,2176,2524,1693,1316,1869,1693
90510,"Vanilla, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,6,7,17,276,1194,766,336,0,,,394,647,565,656,832,1313,2263,1099,1416,1472
151319,"Coconut oil and its fractions, whether or not refined, but not chemically modified (excluding ...",0,0,0,3,0,108,86,3,1,0,,788,71,1689,19310,28807,22974,28442,19381,28837,19481,,100040,98514,151389,152918,174889,213736,176523,151305,149860,240470
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,0,0,0,0,0,0,0,0,0,0,,310,592,69,135,3,0,0,0,6,,,0,0,0,0,0,0,0,0,0,0
160413,"Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excluding ...",0,0,0,51,0,4,0,0,0,0,,10309,9418,16318,13928,17383,16153,11681,15120,25933,27109,,1597,1304,1048,731,985,810,640,757,2034,805
160415,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",0,0,0,0,0,0,190,115,71,0,,13381,18055,18265,16845,28832,33708,41904,79847,70225,70435,,315,547,293,339,299,156,498,320,235,124
160562,"Sea urchins, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,28,0,0,0,0,0,21,0,359,,5,0,0,2,3,0,0,1,2,2
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,44,1,55,354,489,249,184,,777,2,3,15,39,0,2,0,0,0
170250,Chemically pure fructose in solid form,0,0,0,0,0,0,241,112,6,0,,0,0,0,0,0,35,0,0,0,36,,2150,2794,2275,3102,2982,4664,2645,3193,6851,16371
180100,"Cocoa beans, whole or broken, raw or roasted",0,0,0,0,2,0,0,0,7,0,,6549,7158,6216,8334,9147,4224,4193,5271,4220,3840,,86743,113337,106408,91533,87016,62987,74044,73407,52968,39532
100710,"Grain sorghum, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,30,0,0,,,59,27,4,8,269,794,375,3,2,0
100790,Grain sorghum (excluding for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,0,,,23253,369126,1637695,2970799,1427896,1025366,857319,192313,1156070,2783941
100850,"Quinoa """"Chenopodium quinoa""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,89,169,0,0,1,5754,4585,5879
110220,"Maize """"corn"""" flour""""",0,0,0,0,0,0,0,0,0,0,,147,95,32,44,50,61,73,45,38,300,,579,965,806,888,824,1123,1643,1619,1419,1458
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",0,0,0,0,0,0,0,0,0,0,,0,12,5,28,26,9,22,9,0,15,,538,446,1080,11365,11934,15052,6559,3668,1198,3051
110811,Wheat starch,0,0,0,0,0,0,0,0,0,0,,3766,2494,300,2586,1118,306,702,770,757,29,,499,466,516,643,532,722,674,2026,1442,4665
120590,"High erucic rape or colza seeds """"yielding a fixed oil which has an erucic acid content of ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1741,391,201,166,321,0,0,,,2946,5047,20526,36921,22306,62606,106827,90880,156231,59426
120721,Cotton seeds for sowing,0,0,0,0,0,0,0,0,0,0,,662,126,11,117,1,15,13,0,13,14,,0,0,1,0,0,0,0,0,1,1
120799,"Oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, soya ...",3,0,0,0,0,0,0,55,52,0,,1009,630,345,544,7922,14814,17948,15211,17497,2141,,7009,10527,13278,16699,16589,19196,12996,11837,12789,23451
120929,"Seeds of forage plants for sowing (excluding of cereals and of sugar beet, alfalfa, clover ...""",0,0,0,0,0,0,0,0,0,0,,0,537,2,8,1,4,3,18,161,338,,420,50,110,94,137,185,85,171,228,78
120930,"Seeds of herbaceous plants cultivated mainly for flowers, for sowing",0,11,27,0,0,0,0,0,0,0,,0,0,0,3,100,15,42,202,324,281,,14737,12369,11810,17898,14302,37623,39865,39094,33308,33414
121010,"Hop cones, fresh or dried (excluding ground, powdered or in the form of pellets)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,6,0,1,0,0,0,0,2,0,0
130232,"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...",0,0,0,0,0,0,0,0,0,0,,3,7,1,32,25,44,54,88,160,13,,59045,52286,48324,38778,26163,35093,40800,55614,53256,82481
30629,"Crustaceans, even smoked, fit for human consumption, whether in shell or not, live, fresh, ...",0,41,381,155,478,0,0,0,0,0,,376,72,109,288,1121,905,0,0,0,,,23950,33075,35917,35522,38875,0,0,0,0,0
30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates ...",0,0,0,0,0,0,0,0,0,0,,653,80,528,238,50,582,454,723,1366,1038,,387,274,387,583,5648,1828,1029,1609,599,427
40110,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,325,349,844,648,143,10,19,578,702,3,,8915,15447,23325,25436,32278,41620,57805,82241,114084,90973
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened",0,0,0,0,0,0,0,0,0,0,,41377,48070,33691,189,34612,37314,65802,55114,53493,82,,1354897,2612029,3308680,952435,1053572,1517089,1746636,2176005,2224362,3040231
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",0,0,0,11,1,0,0,295,143,0,,269,302,553,18,1722,332,2177,3638,5121,,,9458,6631,7640,6060,6363,6762,9015,7732,8196,7184
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excluding those used for ...",0,0,0,0,0,0,0,0,0,0,,36,5,24,21,1,21,0,4,71,5,,71392,80631,82604,91343,100294,113915,113931,110960,94272,108818
60120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory ...",0,0,0,0,0,0,0,0,0,0,,132,105,133,11,36,81,152,45,73,95,,0,1,1,0,0,33,0,0,1,11
30561,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and ...",0,0,0,0,0,0,0,0,0,0,,20,30,0,0,133,0,0,11,0,4,,0,0,2,10,4,2,0,0,0,0
30432,"Fresh or chilled fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...""",11,0,46,0,0,0,0,0,0,0,,40557,27615,4492,8371,4343,3689,3869,7555,6509,10803,,11,0,46,0,0,0,0,0,0,0
30459,"Fresh or chilled fish meat, whether or not minced (excluding all fillets, tilapias, catfish, ...",4,0,0,0,0,0,0,0,0,0,,1815,1665,792,5418,256,64,2710,60,186,17639,,115,2,118,224,80,163,614,1132,367,2156
30481,"Frozen fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,7232,19630,23533,24921,29582,29963,66251,72241,70427,11539,,4494,7950,12591,6358,5144,7956,8752,4758,5746,3025
30483,"Frozen fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""",0,0,0,0,0,0,0,0,0,0,,3733,3453,2797,3588,2508,3736,3593,4499,2114,3708,,233,185,69,310,1928,1229,770,748,1373,1258
10231,Pure-bred buffalo for breeding,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,684,0,980,0,0,0,0,0,0,0
10514,"Live domestic geese, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,99,92,0,0,0,0,0,0
10594,"Live fowls of the species Gallus domesticus, weighing > 185",0,0,0,0,0,0,0,0,0,0,,0,0,0,18,95,0,0,0,200,159,,0,0,0,0,0,0,0,0,0,0
10614,Live rabbits and hares,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,994,495,831,619,436,392,367,228,539,0
10641,Live bees,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,,,214,275,428,386,361,367,377,265,0,6
20230,"Frozen, boneless meat of bovine animals",0,0,0,0,0,0,0,0,0,0,,2,33,1329,99,4116,3006,2544,1836,949,14858,,223678,1036688,1007759,1990808,2194791,2703065,4240397,7195690,9003778,9573775
20319,"Fresh or chilled meat of swine (excluding carcases and half-carcases, and hams, shoulders and ...",0,0,0,0,0,0,0,0,0,0,,14,12,5,4,8,20,2,4,10,,,13,85,3074,109,0,15,50,39,17286,4618
20321,Frozen carcases and half-carcases of swine,0,0,0,0,0,0,0,0,0,0,,56173,37350,46633,64114,90579,69503,43998,60173,28246,44892,,213,288,0,750,3320,682,0,2434,7736,6359
20421,Fresh or chilled sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,486,1115,1443,312,0
20423,Fresh or chilled boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13,0,0,0,,,76,5,0,0,14,92,293,498,851,2817
20621,Frozen edible bovine tongues,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,18,0,4286,3952,4082,5187,1584,1146,2559
20629,Frozen edible bovine offal (excluding tongues and livers),0,0,0,0,0,0,0,0,0,0,,40,0,0,4,81,46,77,482,28,7409,,26244,60933,60343,65091,68003,69500,83595,105522,93337,125687
20680,"Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,0,11,0,180,256,688,605,1386,0,,,0,0,0,0,0,0,0,0,0,0
20725,"Frozen turkeys of the species domesticus, not cut into pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,18,0,0,0,,,667,1131,926,439,1634,1446,1060,858,367,850
20727,Frozen cuts and edible offal of turkeys of the species domesticus,0,0,0,0,0,0,0,0,0,0,,0,138,13,0,4,125,182,888,830,16,,84597,76653,58774,30955,53605,2488,3896,38675,49635,37966
20744,Fresh or chilled cuts and edible offal of domestic ducks (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
21011,"Hams, shoulders and cuts thereof of swine, salted, in brine, dried or smoked, with bone in",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,,,0,107,66,0,15,16,11,3170,6800,11035
30214,"Fresh or chilled Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,1555,461,0,0,0,0,,13,17,0,949,0,114,938,1815,913,16,,145864,151784,261351,307930,327648,356030,651843,686312,326295,529612
30223,"Fresh or chilled sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,27,5,1,0,0,2,2,44,18,0
30244,"Fresh or chilled mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,0,0,0,0,0,0,0,0,0,,20,140,48,46,1,3,1,33,25,70,,46,14,47,154,207,249,323,402,259,361
30246,"Fresh or chilled cobia """"Rachycentron canadum""""""""",0,0,0,0,0,0,0,0,0,0,,0,181,49,1,1290,140,166,1535,245,,,0,0,0,0,0,0,0,0,0,0
30271,"Fresh or chilled tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,14,0,46,197,2,11,9,38,1,353,,0,0,0,0,0,0,0,0,0,0
30290,Fresh or chilled fish livers and roes,0,0,0,0,0,0,0,0,0,0,,214,0,0,0,0,0,0,0,0,,,62,4,46,0,0,0,0,0,0,0
30312,"Frozen Pacific salmon (excluding sockeye salmon """"red salmon"""")""""",0,0,0,0,0,0,0,0,0,0,,426,0,464,798,169,197,715,1674,999,186,,279379,380624,400000,327437,398447,439932,572109,325698,180821,176003
30339,"Frozen flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"""" ...""",0,0,0,0,0,0,0,0,0,0,,654,91,0,246,115,592,531,553,782,239,,135416,231673,234782,177718,205610,261593,292071,274843,236369,147924
30345,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,13,0,0,0,0,163,0,0,0,41,,1653,780,1053,1093,607,1355,2186,2351,2233,6563
30349,"Frozen tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, Thunnus ...""",0,0,0,0,0,31,0,0,0,0,,26954,17510,11851,40042,14016,11979,12439,12954,5919,2832,,292,708,1687,257,235,31,569,836,498,609
30364,"Frozen haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,65,0,0,,,116557,115951,151777,91444,100487,123247,158071,137253,133233,135093
660200,"Walking sticks, seat-sticks, whips, riding-crops and the like (excluding measure walking sticks, ...",0,0,0,0,0,0,0,0,0,0,,0,3,0,10,0,17,0,0,0,186,,10983,9589,11581,4057,3538,3728,4529,4400,1523,1789
680430,Hand sharpening or polishing stones,0,14,1,0,0,0,0,0,5,0,,38,119,153,298,629,591,613,694,698,2316,,7163,6722,7211,5853,5771,8284,9187,7931,9643,11342
681091,"Prefabricated structural components for building or civil engineering of cement, concrete or ...",0,0,0,0,0,0,0,0,0,0,,516,3307,9164,5006,2867,609,2494,16280,28141,36891,,2520,1447,7470,915,1123,2854,1110,1029,623,1253
681189,"Articles of cellulose fibre-cement or the like, not containing asbestos (excluding corrugated ...",0,0,0,0,0,0,0,21,0,0,,1639,1291,1965,1480,932,1514,1377,1926,2061,3842,,390,212,1254,37,49,63,135,178,495,475
690100,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ...",20,0,0,0,0,102,0,0,0,0,,61,3,76,42,27,41,109,25,25,678,,5739,5566,7517,3408,3282,6131,5372,3345,3391,3649
690220,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",0,0,0,0,0,289,15,0,0,0,,277,545,458,435,295,156,281,957,1190,1789,,50476,53366,52614,26202,42280,67252,59663,89282,49775,41539
690990,"Ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, ...",0,0,0,0,0,0,0,0,0,0,,552,931,682,411,513,1468,875,364,42,205,,54,153,78,64,189,119,198,498,157,767
720230,Ferro-silico-manganese,0,0,0,0,0,0,522,0,0,0,,40562,49863,87830,61902,69936,68829,82693,65911,58560,99952,,35163,14022,654,200,27081,4498,32428,12700,10325,34620
720250,Ferro-silico-chromium,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,7906,0,15,711,10,91,0,223,0,297
720292,Ferro-vanadium,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,367,0,,,404,147,124,25,941,2620,652,25742,54978,40222
