Product code,Product label,"Taipei, Chinese's imports from United States of America-Value in 2012","Taipei, Chinese's imports from United States of America-Value in 2013","Taipei, Chinese's imports from United States of America-Value in 2014","Taipei, Chinese's imports from United States of America-Value in 2015","Taipei, Chinese's imports from United States of America-Value in 2016","Taipei, Chinese's imports from United States of America-Value in 2017","Taipei, Chinese's imports from United States of America-Value in 2018","Taipei, Chinese's imports from United States of America-Value in 2019","Taipei, Chinese's imports from United States of America-Value in 2020","Taipei, Chinese's imports from United States of America-Value in 2021",United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
853931,"Discharge lamps, fluorescent, hot cathode",252,250,454,790,823,547,184,167,41,136,,167101,188543,166606,129568,88115,70484,41341,35667,24468,38905,,47706,47073,37205,34073,30898,25693,18057,15712,13581,15132
840490,Parts of auxiliary plant of heading 8402 or 8403 and condensers for steam or other vapour power ...,367,359,3837,677,1344,854,489,22,72,136,,110323,73996,134690,187954,81129,39125,42799,23420,22887,26640,,8537,34451,97877,47071,48436,39552,10807,10443,18760,27081
381210,Prepared rubber accelerators,244,172,102,181,273,340,138,73,13,136,,44877,53852,59997,60077,61068,64238,82521,74968,57413,66834,,8651,8675,10701,9606,10051,10997,12391,10175,8077,13730
846299,"Presses, not hydraulic, for working metal (excluding forging, bending, folding, straightening ...",3357,1206,427,1366,477,284,358,415,182,136,,127896,54845,44380,66900,69353,61590,56319,44480,41817,60614,,12544,10336,8920,10149,6586,8176,8233,8351,4355,5747
732620,"Articles of iron or steel wire, n.e.s.",49,90,39,133,133,70,171,147,248,136,,152577,149687,150881,166218,130078,138838,129154,134592,106713,141700,,15730,13718,16450,13655,12598,14948,18395,19964,21559,26244
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",1852,393,590,290,281,171,75,158,130,135,,78901,50559,45113,52036,19488,9393,31836,59948,148162,274958,,9437,16314,29762,24605,19374,405,479,24987,543,18980
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%",2545,4227,3018,96,7,60,0,45,313,135,,1346317,2051214,2135944,1386730,1184701,1267422,1342998,1658868,2022841,2498225,,70949,93788,106097,65584,48316,59541,49953,59609,70580,84414
440810,"Sheets for veneering, incl. those obtained by slicing laminated wood, for coniferous plywood ...",0,0,14,70,63,190,119,222,222,135,,31767,33240,21605,20228,21300,31526,45542,37228,24136,37424,,917,510,871,1605,948,4083,7079,9119,11138,7910
441239,"Plywood consisting solely of sheets of wood <= 6 mm thick (excluding of bamboo, plywood of ...",9,13,46,15,96,174,358,392,426,135,,205149,237772,206715,158590,161590,180582,146766,104651,108760,195678,,64452,81739,80074,73704,62970,54829,70821,60156,67456,94418
284170,Molybdates,289,304,302,187,41,125,379,22,132,135,,22325,31240,22772,22418,24955,22302,18867,19984,14915,38651,,2383,2116,1532,1408,1321,1266,1759,1247,1451,1521
560393,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 70 ...",97,87,353,385,304,349,217,112,135,133,,127901,164041,163468,133704,138862,154474,146359,128707,119008,189633,,2447,2925,2610,2630,2895,4259,5480,5340,5128,5622
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,44,58,57,49,133,,0,0,0,0,0,277823,615962,697760,645789,622484,,0,0,0,0,0,10227,19823,22329,15189,20370
441810,"Windows, French windows and their frames, of wood",55,11,4,5,53,1,25,0,0,133,,74370,73042,74443,70993,72432,62788,62418,60268,52779,63628,,781,1086,1819,1820,1462,1369,1412,1632,1304,1851
701820,Glass microspheres <= 1 mm in diameter,256,212,298,197,449,313,314,307,175,133,,19329,17100,17603,20321,23452,22032,26696,25168,24172,37346,,4539,5024,5992,5920,5570,5791,6705,5972,5648,5981
440140,"Sawdust and wood waste and scrap, not agglomerated",0,0,0,0,0,26,38,155,142,132,,0,0,0,0,0,0,293,12726,8178,8718,,0,0,0,0,0,1233,1569,1530,1394,1574
843141,"Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430",85,161,206,301,206,43,110,189,172,131,,349547,334322,289960,251810,222132,229496,262669,237885,219748,228686,,1343,1063,1564,2637,1567,1591,3472,2587,4167,4391
844250,"Plates, cylinders and other printing components; plates, cylinders and lithographic stones, ...",80,47,13,77,148,60,66,114,18,131,,80073,67689,60807,61470,57963,55744,63464,57239,42427,44180,,16299,17251,17794,21059,14789,17487,19205,21028,24534,25898
851539,"Machines for arc welding of metals, incl. plasma arc welding, neither fully nor partly automatic",445,251,895,647,430,406,429,600,334,131,,229615,199215,181045,149102,122332,123035,154099,143525,101739,141244,,3107,2698,3277,2817,2596,2982,2951,5135,2281,3424
741539,"Screw hooks, screw rings and the like, threaded, of copper (excluding standard screws and bolts ...",60,58,30,15,22,63,34,77,59,131,,19410,19380,24917,25856,19608,21262,27006,22634,18096,20632,,315,209,209,196,192,226,180,284,479,975
440397,"Poplar and aspen """"Populus spp."""" in the rough, whether or not stripped of bark or sapwood, ...""",0,0,0,0,0,23,0,101,121,130,,0,0,0,0,0,0,4799,18958,17767,23821,,0,0,0,0,0,51,0,108,121,130
870370,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,15,1,2,130,,0,0,0,0,0,18643,17982,18345,727301,1116707,,0,0,0,0,0,852,332,260,63,261
293020,Thiocarbamates and dithiocarbamates (excluding inorganic or organic compounds of mercury),139,187,132,169,161,171,114,118,109,129,,24315,21361,27968,23108,21091,20613,25319,24321,19420,29452,,1813,1842,2054,1806,1738,2167,2680,2963,2672,3768
846890,"Parts of machinery and apparatus for soldering, brazing, welding or surface tempering, non-electric, ...",65,113,84,281,130,298,249,281,61,129,,103012,152128,113849,88849,84634,59396,51900,46083,31952,36783,,4556,4218,4085,5487,3850,4699,4701,4254,4027,6338
283529,"Phosphates (excluding phosphates of monosodium, disodium, potassium, calcium and mercury)",284,466,86,118,121,118,160,168,223,129,,23153,20002,15253,13262,15084,15221,15021,14791,13728,16429,,4527,4758,4081,3704,4284,4636,3856,3177,3308,4365
870892,"Silencers """"mufflers"""" and exhaust pipes, and parts thereof, for tractors, motor vehicles ...""",208,320,222,335,169,202,122,156,104,129,,966347,875085,686949,726346,671205,749370,751641,760224,534028,599449,,13504,15358,20082,22589,15573,11349,12923,16147,15618,20929
741129,"Tubes and pipes of copper alloys (excluding copper-zinc base alloys """"brass"""", copper-nickel ...""",225,10908,5342,198,247,82,208,3008,198,129,,38421,30265,36260,37092,26155,31495,41779,41954,54643,38604,,10335,16309,14605,5356,4090,6865,7968,12435,5953,11905
721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",196,275,48,250,54,44,195,100,21,129,,80398,78955,84580,56930,49333,63381,61728,79784,51418,69514,,10807,17518,15963,10191,8440,13034,17347,15846,15357,19105
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",153,293,284,724,845,717,835,954,507,128,,2139,1520,2296,1695,1153,1620,1473,1614,1605,2219,,5293,5512,3295,3237,2928,3404,4086,2248,2338,2771
340391,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,1032,1188,1633,1694,262,94,84,132,140,128,,72371,53612,53459,55080,59773,60593,61987,51527,39632,60894,,9057,14228,15233,15775,12688,14130,14605,12271,9873,13369
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines ...",22,7,5,681,396,48,77,124,133,127,,60571,63670,64823,56155,70465,59066,43682,50682,35817,38922,,1975,206,317,2022,16923,684,1513,599,963,548
170390,Beet molasses resulting from the extraction or refining of sugar,13,7,15,24,24,89,70,90,84,127,,13419,15366,16001,12764,14546,12682,8660,4972,10493,11344,,12843,634,9329,3838,3925,3746,6652,4487,172,134
843280,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn ...",139,94,37,154,93,18,161,95,115,127,,159956,133982,119298,91366,77529,84437,85414,74558,67368,94934,,921,1026,1047,682,1027,1360,1300,1713,1806,1426
120999,"Seeds, fruits and spores, for sowing (excluding leguminous vegetables and sweetcorn, coffee, ...",321,472,258,402,268,208,417,279,253,127,,89753,42370,24532,31816,34871,37460,42156,31833,35749,23402,,7024,6794,4943,5883,6822,9901,11023,8712,7175,7534
271220,"Paraffin wax containing < 0,75% by weight of oil",303,160,253,282,319,3146,228,196,2650,126,,81494,59562,51668,48549,54811,49226,48451,44054,52722,58802,,13480,49569,33858,19063,29730,16486,17783,15642,18362,17547
580640,"Narrow fabrics consisting of warp without weft assembled by means of an adhesive """"bolducs"""", ...""",46,0,0,0,0,79,84,82,84,126,,11550,12122,12854,12603,8718,10072,9668,10803,10811,11049,,61,12,7,16,9,95,85,90,90,132
480300,"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ...",1100,591,506,543,332,222,165,163,227,126,,182229,209948,206821,261180,208510,234801,268194,266213,237820,223342,,63552,65099,60284,61067,58309,62551,67494,66849,82476,68728
340510,"Polishes, creams and similar preparations, for footwear or leather, whether or not in the form ...",222,291,649,563,355,933,138,349,125,126,,13770,14427,17469,16552,18272,18660,18958,21414,21171,27869,,2894,1796,2796,2568,2484,2397,1347,1141,679,801
700729,Laminated safety glass (excluding glass of size and shape suitable for incorporation in motor ...,0,35,60,226,152,148,576,505,53,126,,43454,30834,34863,33535,31364,35637,41152,27950,23163,26994,,1384,981,1712,4800,2394,1319,4652,3961,4792,4532
480890,"Paper and paperboard, creped, crinkled, embossed or perforated, in rolls of a width > 36 cm ...",1550,689,392,471,942,1233,983,713,369,126,,47304,43799,22140,20892,36382,30719,20027,23157,12657,14379,,28063,27699,26365,20138,18981,19911,24054,20151,12975,3448
852290,Parts and accessories suitable for use solely or principally with sound reproducing and recording ...,92,88,128,148,25,41,75,140,200,126,,129126,114850,99569,91048,58946,57101,60051,47308,251517,303356,,24776,19296,21336,21701,18067,22540,19519,19182,19404,24472
860730,"Hooks and other coupling devices, buffers, and parts thereof, for railway or tramway locomotives ...",167,204,21,144,698,24,356,118,72,125,,163249,147647,138067,160274,165354,151623,175883,173140,95692,114617,,3027,3467,3708,1313,3188,1671,1682,1790,2131,2826
440122,Wood in chips or particles (excluding those of a kind used principally for dying or tanning ...,10,0,6,0,10,127,132,140,114,125,,29758,33195,56759,83415,44008,38756,28696,23958,22849,20949,,112025,118644,119657,119627,85516,82094,81735,75571,68798,89745
820540,Hand-operated screwdrivers,70,55,53,86,98,77,124,96,145,125,,33688,34122,32030,32398,34413,29964,30205,26636,24542,33376,,2197,3561,3676,2825,3157,3158,4456,5112,8090,7294
400941,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",358,322,486,375,301,269,375,294,107,124,,110173,100785,95927,85608,74407,89688,93903,91089,79775,86660,,5410,6218,4741,5037,4650,4565,6106,4092,5661,4071
640359,"Footwear with outer soles and uppers of leather (excluding covering the ankle, incorporating ...",53,54,84,131,143,67,25,57,30,124,,59636,60889,45739,37609,37676,39212,30356,21599,15179,17620,,27589,28050,29204,28458,26966,25492,21888,20867,19657,21881
292800,Organic derivatives of hydrazine or of hydroxylamine,803,629,922,795,641,140,165,149,178,124,,87388,73819,80707,90729,37188,41786,40347,45615,49370,68618,,4956,4861,5767,5222,4749,4627,5681,5833,6147,7021
420310,"Articles of apparel, of leather or composition leather (excluding clothing accessories, footware ...",277,254,361,289,320,252,157,247,168,123,,145313,150794,151358,145454,97040,106311,101847,105532,63668,71260,,21482,21128,20826,19702,16628,15388,16416,13843,11403,12185
400690,"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ...",65,94,383,318,380,467,104,48,93,123,,83248,90450,94911,97918,87294,97111,98507,91323,82683,86264,,3579,3929,4308,4376,4543,4345,3876,3446,3992,4554
820713,"Rock-drilling or earth-boring tools, interchangeable, with working parts of sintered metal ...",1,0,3,0,3,0,0,448,0,123,,217826,206316,207810,210634,185651,149858,152196,149497,119952,130530,,27,7,37,56,107,91,28,639,13,146
940591,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of glass, ...",54,138,48,46,219,24,12,33,35,122,,26719,20889,21194,21747,18806,20334,21217,30954,16302,25253,,1856,1670,1458,1263,1604,1192,900,1028,985,1104
902830,"Electricity supply or production meters, incl. calibrating meters therefor",140,20,53,80,28,90,84,590,125,122,,341603,285738,327838,344947,412917,310295,380824,446429,340518,178338,,1304,1080,634,627,448,380,260,973,314,627
611030,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted ...",122,93,95,117,61,88,105,128,80,121,,170490,211422,229084,236535,239104,224292,224573,235475,205744,222625,,57733,47472,50469,58856,55983,50248,54305,46073,45171,53588
580631,"Narrow woven fabrics of cotton, with a width of <= 30 cm, n.e.s.",55,44,152,42,63,35,65,73,88,121,,59187,65046,71242,64027,65552,75029,81232,88103,29733,27487,,577,727,901,763,529,475,903,917,1012,1156
841451,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an ...",1041,615,303,364,616,215,170,117,6,121,,92783,91596,84140,96195,93197,85770,106757,107847,96764,110302,,14124,16682,20898,20607,18280,17208,25963,24783,33399,43987
701931,Mats of irregularly laminated glass fibres,39,37,28,31,7,61,47,8,132,120,,72542,85667,90148,99106,95034,75895,76790,83981,72068,77937,,1022,1037,1845,1523,1536,1627,1676,2202,1584,1831
640391,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, ...",825,746,465,522,370,407,861,617,463,120,,143025,155963,167859,150815,141638,125024,117511,117300,82119,80211,,31784,32292,34746,38016,27506,22397,21356,17877,15218,18760
540720,"Woven fabrics of strip or the like, of synthetic filament, incl. monofilament of >= 67 decitex ...",95,204,969,1985,191,112,238,197,117,120,,42540,34464,46499,37954,32670,40331,38386,29222,24935,30880,,1515,1857,2688,3873,1339,1154,1258,1544,1821,1510
30499,Frozen fish meat n.e.s. (excluding fillets),4342,5758,1296,588,1038,198,98,199,266,119,,472190,432607,459076,474787,504554,504690,554441,537457,454276,519760,,65765,55766,57591,60872,56848,54744,70228,68882,70134,81234
841583,"Air conditioning machines comprising a motor-driven fan, not incorporating a refrigerating ...""",160,107,41,200,32,310,703,365,314,118,,200522,201784,209677,203830,207581,194883,209676,205240,176006,215940,,8254,5588,5364,4916,3183,3055,6582,3053,1112,1805
480255,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",504,2021,495,363,352,197,264,127,219,118,,428028,363804,327816,236219,195514,247460,183377,159137,139205,126471,,24881,23636,23851,24174,24072,21563,25831,30034,25383,30462
252010,Gypsum; anhydrite,208,184,248,124,115,123,91,219,105,118,,28952,25278,30138,28184,18792,16523,15526,14446,10715,12982,,2177,2014,7332,7598,5571,4651,4497,9068,8328,9192
284161,Potassium permanganate,48,52,62,35,36,64,62,36,37,118,,8199,8271,10721,9892,9061,9358,10034,8819,8542,9900,,1939,1602,1923,1518,1228,1632,1424,1725,1179,1226
831190,"Wire, rods, tubes, plates, electrodes and the like, of base metal or of metal carbides, coated ...",43,9,73,11,135,152,100,116,74,118,,79552,66826,66456,59752,58572,60623,61511,62796,53498,63981,,963,591,559,613,803,444,314,320,991,427
851190,"Parts of electrical ignition or starting equipment, generators, etc. of heading 8511, n.e.s.",116,139,108,103,133,76,93,56,97,117,,483539,432764,346956,264950,248103,206644,189773,184280,149053,179041,,42224,36450,33193,25449,30907,28551,17275,12586,12450,16851
281212,Phosphorus oxychloride,0,0,0,0,0,292,224,90,199,117,,0,0,0,0,0,2080,2771,2017,1973,3281,,0,0,0,0,0,6455,7070,6840,7943,13826
440290,"Wood charcoal, whether or not agglomerated (excl. of bamboo or shell or nut, charcoal used ...",1,0,3,5,0,184,232,259,315,116,,12924,15420,15988,12075,13636,12484,15096,17583,20445,25960,,8456,8491,9650,9859,9775,10548,10507,10552,11042,10325
401130,"New pneumatic tyres, of rubber, of a kind used for aircraft",536,581,766,368,472,238,154,163,123,116,,0,0,0,0,0,0,0,0,0,0,,828,1003,1164,744,1016,1022,852,872,1153,2014
481160,"Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or ...",760,744,721,479,489,462,314,152,100,116,,52615,55613,58128,65028,56393,51749,50397,51511,55320,68193,,8698,7719,7207,6103,6923,7075,5278,4286,3094,3396
811100,"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excluding ash and residues ...",14,78,145,158,111,147,206,94,106,116,,13895,8705,10158,11502,16757,6817,5856,7973,5685,13061,,18845,12874,19848,15216,17292,26355,30921,25057,18259,42344
820720,Interchangeable dies for drawing or extruding metal,88,127,230,171,111,204,184,171,175,116,,58592,64915,74830,54173,62924,72250,68355,60600,53463,66367,,2075,2112,2563,2915,3124,3373,4093,3167,2807,5219
292023,Trimethyl phosphite,0,0,0,0,0,367,263,175,144,116,,0,0,0,0,0,1674,1026,897,822,707,,0,0,0,0,0,458,306,175,154,131
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ...",71,126,273,115,142,84,100,194,66,115,,134880,140489,131363,140255,144398,134177,110185,97975,66915,64510,,3286,3118,1726,1338,1321,1104,1210,1306,1010,1472
780600,"Articles of lead, n.e.s.",383,262,184,126,126,87,200,167,225,115,,54559,68986,78558,34862,20887,17289,23603,20962,18744,126697,,2262,1463,1853,1673,1151,818,709,801,720,938
730830,"Doors, windows and their frames and thresholds for doors, of iron or steel",160,229,74,78,54,39,520,76,326,115,,267276,238477,255734,291237,262555,243518,220905,226190,221078,242972,,4880,6830,9259,13394,9958,6618,5689,5944,5239,5011
290545,Glycerol,63,140,79,88,118,75,104,105,83,115,,19145,24881,22217,20275,20043,27883,43109,33964,37336,53918,,9532,11744,11056,8689,7927,9972,11710,10084,7822,14441
870193,"Tractors, of an engine power > 37 kW but <= 75 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,42,299,62,115,,0,0,0,0,0,239924,337457,327642,169283,170736,,0,0,0,0,0,8762,6353,7899,23024,6015
