Product code,Product label,China's imports from Japan-Value in 2012,China's imports from Japan-Value in 2013,China's imports from Japan-Value in 2014,China's imports from Japan-Value in 2015,China's imports from Japan-Value in 2016,China's imports from Japan-Value in 2017,China's imports from Japan-Value in 2018,China's imports from Japan-Value in 2019,China's imports from Japan-Value in 2020,China's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
843780,Machinery used in the milling industry or for the working of cereals or dried leguminous vegetables ...,517,375,190,245,343,995,755,274,1101,1936,,9395,8080,7686,6702,6356,5485,10923,4108,3299,2844,,6903,7693,12046,4307,5106,3962,4979,5416,4278,3417
761090,"Structures and parts of structures, of aluminium, n.e.s., and plates, rods, profiles, tubes ...",5162,3956,7330,3258,5023,2014,3698,3406,2467,1935,,16330,13430,16491,17281,15315,20418,16486,21124,20005,24393,,37070,60406,72752,70780,61578,72696,113714,88125,60941,46687
731290,"Plaited bands, slings and the like, of iron or steel (excluding electrically insulated products)",2214,3062,4385,4497,3552,4078,2854,2724,2002,1935,,2328,2594,2148,3952,2086,3199,3800,2854,2275,2631,,40417,40627,47896,27247,22394,32525,34939,40120,32442,37581
940130,"Swivel seats with variable height adjustments (excluding medical, surgical, dental or veterinary, ...",387,374,550,478,851,1006,1231,1706,2476,1933,,16113,15420,17010,12071,9485,11406,10674,13047,10289,11648,,14898,18427,22505,23952,28372,29306,31375,31207,27863,33192
711719,"Imitation jewellery, of base metal, whether or not plated with precious metal (excluding cuff ...",378,388,118,183,338,150,495,1601,1728,1927,,7597,4913,5150,4961,5392,7873,11844,13583,15703,28144,,112624,122266,119530,127037,147026,186314,292540,368048,259934,252792
843010,"Pile-drivers and pile-extractors (excluding those mounted on railway wagons, motor vehicle ...",3143,2239,1739,1770,4070,5894,1329,1562,3544,1923,,44630,32495,40595,33787,77136,63844,40078,43779,45551,42617,,31607,13482,12166,11951,18527,45206,63507,32399,74904,26772
840420,Condensers for steam or other vapour power units,458,403,1156,0,9,93,18,64,1128,1914,,68266,19011,8530,10094,10604,3230,1537,7773,2952,4461,,688,3865,3514,1896,1704,4687,765,2591,1711,2967
750810,"Cloth, grill, netting and fencing, of nickel wire",2165,4555,7991,5610,4843,4458,4202,1483,1347,1907,,667,1010,2462,1933,1547,2760,1891,6875,8964,7982,,11736,13362,21041,21797,19656,20272,21861,14077,19079,22634
401190,"New pneumatic tyres, of rubber (excl. of a kind used on agricultural, forestry, construction, ...",0,0,0,0,0,2735,4788,2655,3133,1906,,0,0,0,0,0,703,1215,1036,1006,509,,0,0,0,0,0,8158,12442,6581,8119,9546
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",74,43,26,0,732,2610,2849,1950,1916,1905,,3376,2690,2221,2912,3593,2518,3660,4171,2819,3984,,59361,70549,70674,72299,69817,78660,85253,95640,81282,91548
841940,Distilling or rectifying plant,16244,7630,9776,7450,13949,2948,7884,7138,5119,1901,,152029,124184,123676,116337,98087,41081,36408,38928,23409,24593,,128349,176125,116941,88187,80488,53608,66799,50102,54509,65315
261510,Zirconium ores and concentrates,376,64,33,12,36,2,53,340,146,1900,,1652,771,177,204,829,58,62,156,171,235,,1251391,732956,665232,789595,581732,696439,945638,1075420,869219,949141
590610,"Adhesive tape of rubberised textile fabrics, of a width of <= 20 cm (excluding that impregnated ...",5842,5336,4404,3835,5147,3703,3517,3455,2100,1900,,18072,15861,14300,11423,13137,13693,12973,12695,10251,13304,,33355,40599,44221,37596,42364,40252,43078,37908,38786,38866
841320,Hand pumps for liquids (excluding those of subheading 8413.11 and 8413.19),4233,5029,5639,4226,3832,3907,4550,3972,3313,1895,,17710,20102,21784,16491,18127,15274,20451,17633,16081,15711,,26601,30950,31972,24594,20948,21560,24464,27642,26305,23015
610510,"Men's or boys' shirts of cotton, knitted or crocheted (excluding nightshirts, T-shirts, singlets ...",4965,4362,4478,3584,2411,1915,2282,1644,1589,1893,,13249,10082,10058,9064,9691,7491,7340,6454,6104,5647,,93902,101570,101762,95208,93716,98422,125954,141392,149275,174908
621133,"Men's or boys' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",283,175,218,193,451,227,758,1223,1515,1891,,1718,1120,2268,1823,1525,1280,1923,2336,2142,1530,,45173,53616,57908,67829,51782,69916,84624,164180,214438,190156
600623,"Cotton fabrics, knitted or crocheted, of yarns of different colours, of a width of > 30 cm ...""",6305,6088,6195,5623,5680,5387,5249,3797,2162,1890,,17339,15537,15592,15697,15667,14078,11715,11243,6120,5730,,47454,47372,40731,36768,28789,34090,27808,17615,7150,8638
190532,Waffles and wafers,214,492,537,639,2746,1677,1888,2549,1831,1880,,1765,2725,5091,6335,8708,5481,6196,7466,7766,8828,,19438,31192,40657,66255,123220,163130,151562,145053,148097,171292
847439,"Machinery for mixing or kneading solid mineral substances, incl. those in powder or paste form ...",11842,6584,4765,5336,5225,6155,8139,8744,5591,1877,,24981,11686,9430,8501,10743,6051,8212,7891,6108,5877,,88046,66017,82829,67064,44600,45333,41616,61406,37641,46972
570330,"Carpets and other floor coverings, of man-made textile materials, tufted """"needle punched"""", ...""",6939,3370,3547,2561,2029,2687,2530,2746,1933,1859,,22837,14081,12744,9992,13431,14589,14755,16220,11505,14343,,15475,13020,13718,10489,13982,14316,17685,12681,9029,8872
360100,Propellent powders,15209,8032,6951,3365,2949,3239,2300,1693,1474,1856,,18968,13840,13442,8944,7354,9823,10799,10050,6843,6207,,40994,39809,46922,42069,43392,34175,18362,11242,8604,10957
820412,"Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, adjustable ...",4388,2933,2787,2591,2616,2335,2518,2058,1905,1853,,21739,16001,17116,11035,8292,7494,9278,9091,8154,9534,,17909,15311,14479,14789,13990,15364,17068,14312,12164,13258
251200,"Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, ...",1105,1213,1132,1153,2327,2450,2108,2109,2071,1852,,3702,3262,3750,3656,4393,4452,5192,4436,3868,4599,,5224,6467,8692,7673,9240,11360,13152,12037,13189,11978
841460,"Hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal ...",681,1141,748,795,1100,1180,1371,1910,2001,1850,,1175,1620,1587,1558,1543,1692,2466,2161,2668,3610,,15290,19157,22541,15026,17119,22645,26562,14815,18250,16990
820420,"Interchangeable spanner sockets, with or without handles, of base metal",2292,2296,2798,1862,2163,1647,2250,2064,1932,1846,,14964,14958,14569,12298,11695,11460,12857,11617,10441,16070,,49281,53672,59196,41970,36830,46125,58014,50778,48233,56206
480451,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",268,210,144,26,130,1311,1508,890,1424,1839,,6796,4773,6742,10277,9267,9117,6656,7014,8447,7510,,19133,23560,24412,23895,28168,36055,52782,66624,48880,41189
960330,"Artists' brushes, writing brushes and similar brushes for the application of cosmetics",1344,945,822,1118,1241,1563,1947,2302,2315,1836,,10051,14522,14319,14959,10790,18016,24494,24898,16431,17754,,3462,2591,1730,2146,2455,3062,5314,5138,5124,5165
940389,"Furniture of other mareials, including cane, osier or similar materials (excluding of bamboo, ...",739,1915,12325,2187,2357,769,1442,1801,5236,1833,,905,422,603,457,474,507,443,655,686,639,,26439,52079,73590,44376,30349,45851,55994,63603,64815,58165
853210,"Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power-handling ...""",3391,3193,2242,2058,1829,1940,3301,1714,1521,1833,,32736,34670,38997,21914,25168,32901,33007,38857,30943,24821,,61630,70615,70657,63833,40210,48429,54852,72005,41583,43912
340530,"Polishes and similar preparations for coachwork, whether or not in the form of paper, wadding, ...",2688,1823,1895,1227,956,1339,1381,1501,1306,1832,,7911,6481,6982,6210,6435,8234,8599,9038,8295,10181,,14956,17894,18997,16890,20910,23419,23212,17412,14431,18412
400829,"Rods, tubes and profile shapes, of non-cellular rubber",11870,8118,8612,5033,5062,6574,2813,1524,1313,1829,,22842,18836,17516,15247,12547,10067,8345,4088,4130,4611,,22773,21914,29773,20824,21581,23001,18320,10240,9885,10729
940390,"Parts of furniture, n.e.s. (excluding of seats and medical, surgical, dental or veterinary ...",1936,1315,2192,1406,1587,1698,2087,2454,1279,1828,,13683,11272,10612,11638,17723,13592,17760,14704,14403,21961,,114699,125770,177512,161429,166265,199423,201545,181871,163377,166435
701310,"Glassware of glass ceramics, of a kind used for table, kitchen, toilet, office, indoor decoration ...",95,9,871,2034,1035,1559,1398,2146,1175,1826,,602,402,1209,2526,2897,2279,1966,3080,1515,2079,,8976,11606,13992,17571,15995,14511,17298,19977,26295,12093
950699,Articles and equipment for sport and outdoor games n.e.s; swimming and paddling pools,588,585,1449,1379,1813,4939,6554,5132,3218,1819,,22545,16704,20198,19331,19143,20325,19892,24160,25563,36583,,26316,41411,49336,49967,45349,62116,68004,62076,56065,45724
530919,"Woven fabrics of flax, containing >= 85% flax by weight, dyed, made of yarn of different colours, ...",5013,5050,4374,3694,3315,2667,2849,2518,2273,1813,,6819,6040,6612,6339,6084,4699,5083,5335,3809,4329,,21390,25923,22950,20465,20093,17336,19462,12889,9275,11467
690600,"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ...",7141,6790,5996,4383,4402,5269,4032,3250,2057,1809,,2778,1718,2026,2294,1608,2177,2180,2362,1677,5818,,20525,14026,11613,9292,11221,10954,9084,7403,6413,8496
854620,Electrical insulators of ceramics (excluding insulating fittings),7101,14163,14798,8117,11496,5077,2701,6135,6651,1804,,79905,92194,96220,72228,71453,64349,66782,56101,55211,38513,,89528,76052,75017,71738,87273,67867,38472,50662,50983,32388
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",1183,2028,2100,2831,2801,3339,2704,1485,1886,1798,,29,19,92,21,0,0,0,0,0,0,,2312,3012,3602,3855,4617,4865,3822,2778,2665,3008
321310,"Sets of artist's, student's or signboard painter's colours, modifying tints, amusement colours ...",139,78,168,356,495,765,1343,1132,1554,1796,,1534,916,1222,1804,2429,3079,3028,2402,2706,3162,,1343,1966,3340,3757,5033,6292,6929,6474,6989,6963
820540,Hand-operated screwdrivers,833,918,946,1056,1389,1250,1597,1386,1792,1795,,12772,11000,9948,9627,10741,10906,10760,9893,9803,11707,,15617,11706,11255,15463,18404,16373,18634,17710,16955,18049
400300,"Reclaimed rubber in primary forms or in plates, sheets or strip",142,89,158,275,965,2481,3122,1621,1584,1794,,380,380,414,376,593,1411,1698,981,909,936,,27095,35066,35557,26305,41883,58372,71738,81431,68444,73844
760519,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of <= 7 mm (other than ...",1141,1286,1137,1027,912,1236,1634,1600,1455,1793,,9277,7688,6694,4436,5409,5958,9362,6491,7013,9398,,11437,13903,13876,12515,13200,14817,17132,13841,16078,20916
100630,"Semi-milled or wholly milled rice, whether or not polished or glazed",202,209,415,2825,1774,1123,1878,3571,2924,1793,,33872,16124,21343,31826,26501,30363,37140,44587,48441,50449,,1006903,848707,1031027,1168302,1336374,1460478,1327150,1049375,1022708,1074366
620293,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",1760,1610,1344,793,704,579,533,977,1259,1792,,2378,1995,3319,3401,5844,3305,4481,4605,3654,6981,,123589,168622,212006,199348,182065,183623,165219,199648,197274,289382
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",2096,1093,1223,1613,1249,1585,1757,1757,1333,1792,,8843,8161,7555,6729,6658,6380,6100,5748,4501,6064,,35649,39291,38036,32030,29724,30031,32729,29732,29229,26689
731449,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection (excluding ...",10584,30010,23874,8787,5938,9323,7957,7234,2899,1788,,14219,11674,16901,15357,17986,20407,22572,16114,13244,22442,,26862,43199,35627,19911,15156,26693,25439,31657,18703,10770
291521,Acetic acid,149,146,40,30,40,43,87,43,828,1783,,11370,13644,21851,12072,8516,7435,3290,4676,6635,8379,,10683,9032,10889,19344,26518,7636,9642,4406,21115,5758
721119,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not ...""",20106,12052,3995,3232,2005,2298,1903,1981,1286,1783,,13222,11522,9252,6708,7160,8866,10458,7475,6012,9907,,39555,30551,22331,14403,14331,20846,18915,13646,8657,12982
730411,"Line pipe of a kind used for oil or gas pipelines, seamless, of stainless steel",2841,5177,2318,1889,2117,621,1949,2463,523,1779,,136448,14694,6910,6274,5236,35639,593,16684,34947,1055,,13112,11210,17142,8464,6416,8245,14269,24036,24330,26167
730711,Tube or pipe fittings of non-malleable cast iron,3267,3079,2751,2723,2535,4901,3311,2578,2504,1778,,14104,21437,8234,24216,20785,8850,10963,5305,12199,4192,,13584,13454,14008,12806,8937,13419,12567,12097,10668,14711
842790,"Works trucks fitted with lifting or handling equipment, not self-propelled",1792,1047,987,605,898,2386,2409,3840,4462,1776,,6568,6967,6379,6658,5886,5761,7826,5085,3761,4919,,32930,25846,15189,9961,5311,9955,20899,14582,16152,14096
480593,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",6740,5876,3258,2748,2941,3272,2548,2308,2207,1771,,24539,20560,22425,18201,22573,25050,23556,32142,34631,49369,,25121,24742,17174,16004,17186,26987,31784,19591,177866,258779
410711,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the whole hides and skins ...""",6989,6631,5729,3722,5439,3776,2087,2250,2012,1771,,5695,4433,4969,2424,2246,2021,1995,1631,962,1415,,15407,17010,14947,13332,14398,12301,9555,18239,10465,16369
530890,"Yarn of vegetable textile fibres (excluding flax yarn, yarn of jute or of other textile bast ...""",2338,2319,2214,2428,2504,2340,2631,2816,2433,1770,,5943,4780,5165,4561,4925,5737,5670,4456,3630,3649,,11784,9126,9113,7031,5254,4252,4428,4297,3554,2692
681299,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ...,2157,1500,1534,958,701,963,1133,2179,2259,1765,,89,18,5,255,152,0,0,0,0,0,,6772,4965,5222,5204,3579,4673,5728,5690,5145,5219
401019,"Conveyor belts or belting, of vulcanised rubber (excluding reinforced only with metal or only ...",2946,2971,2354,1964,2159,2465,2135,2103,1703,1764,,27443,25702,17253,14852,14265,13051,13174,13232,12302,14368,,15186,12630,12344,10446,10928,13368,12928,10343,8523,8929
441990,"Tableware and kitchenware, of wood (excl. of bamboo or tropical wood, and interior fittings, ...",0,0,0,0,0,649,837,1285,1388,1761,,0,0,0,0,0,5222,5662,5620,7133,9765,,0,0,0,0,0,28099,34898,32102,28135,24044
441233,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,1494,1318,1398,1441,1760,,0,0,0,0,0,747,1537,1452,1380,1867,,0,0,0,0,0,39817,64057,52020,67276,69273
821300,"Scissors, tailors' shears and similar shears, and blades therefor, of base metal (excluding ...",1366,1100,788,976,988,1035,1381,1258,1639,1758,,23672,21504,21504,21240,24180,26612,24779,26336,24373,29102,,7247,8130,7818,7781,7736,8798,9404,9541,10237,10172
600634,"Printed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excluding ...""",8906,7516,6638,3784,3010,2668,2324,2103,2028,1756,,18340,11725,9199,6593,9841,7690,6717,7821,8636,8763,,53923,49665,45040,33763,30469,24708,23345,20275,12993,11726
950691,"Articles and equipment for general physical exercise, gymnastics or athletics",1222,734,863,995,2350,1276,1533,2428,1861,1755,,11371,11544,10573,10176,10794,11533,12639,11181,10102,10505,,82898,103545,126072,156584,193074,206022,210220,161930,130972,145390
401700,"Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s.",3199,2569,2722,1807,1986,1874,1944,1791,1520,1741,,2897,1964,1914,2080,2235,2329,2344,2529,2048,3027,,9560,9640,11099,8278,7850,11319,11571,10484,9440,11222
282570,Molybdenum oxides and hydroxides,7498,89,138,111,46,21,16,18,6,1738,,481,460,1073,418,457,650,1001,1021,739,1024,,9007,538,15626,557,267,389,162,68,18431,12601
960629,"Buttons (excluding of plastics or base metal, not covered with textile material, press-fasteners, ...",7553,6139,7844,4717,5502,4572,4755,2784,1929,1729,,12227,9562,9184,9224,8006,7151,7752,7966,4959,4620,,15556,13783,15060,12515,11871,9981,11794,9453,6174,7419
620463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres ...",655,658,671,966,1624,1156,1410,1342,1298,1727,,3013,3819,3946,5250,7528,5755,7250,7919,8453,13029,,36463,47674,58826,62022,67417,82028,97392,99995,107787,126691
510710,Yarn of combed wool containing >= 85% wool by weight (excluding that put up for retail sale),5888,4690,4623,3759,3387,3263,3667,3265,2372,1718,,6254,4969,5079,4096,3362,3459,4515,3448,2854,2498,,111383,113376,113163,140955,111997,95565,104172,75967,58248,58294
811100,"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excluding ash and residues ...",1197,1297,1145,2011,2586,2509,1928,2476,1906,1709,,3348,6072,6820,4016,4591,4988,4680,4556,4583,7950,,7989,7372,8355,7364,9189,7611,7240,9442,8700,28177
391721,"Rigid tubes, pipes and hoses, of polymers of ethylene",2601,2273,1584,1667,1981,3641,4171,6544,1518,1709,,5198,2797,2865,2931,2979,4333,4211,6415,4544,5039,,27119,34213,29481,24420,28651,32761,44711,31545,22937,20047
722240,"Angles, shapes and sections of stainless steel, n.e.s.",1914,2041,3094,3160,2438,2625,2539,2100,1477,1708,,25950,22615,22089,29360,21146,23930,27404,22716,18800,24322,,11802,12615,22315,22847,15863,13612,13857,12237,9291,8304
950619,Ski equipment for winter sports (other than skis and ski-fastenings [ski-bindings]),274,271,81,51,96,115,244,423,887,1708,,411,477,400,476,517,862,538,326,634,2216,,4386,4651,6611,7505,7440,10083,8078,7953,8590,13617
821195,"Handles of base metal for table knives, pocket knives and other knives of heading 8211",3961,475,4099,378,489,397,675,830,78,1707,,87,138,127,73,122,85,68,139,121,297,,5725,1388,5225,1669,3600,2041,2855,2096,572,2011
961610,"Scent sprays and similar toilet sprays, and mounts and heads therefor",1739,733,670,448,873,904,635,624,1504,1703,,1871,1962,1989,1947,2041,2173,1378,877,1718,1517,,11930,13254,9883,9910,13622,14387,17232,15842,13783,10950
