Product code,Product label,Japan's imports from Russian Federation-Value in 2012,Japan's imports from Russian Federation-Value in 2013,Japan's imports from Russian Federation-Value in 2014,Japan's imports from Russian Federation-Value in 2015,Japan's imports from Russian Federation-Value in 2016,Japan's imports from Russian Federation-Value in 2017,Japan's imports from Russian Federation-Value in 2018,Japan's imports from Russian Federation-Value in 2019,Japan's imports from Russian Federation-Value in 2020,Japan's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
741121,"Tubes and pipes of copper-zinc base alloys """"brass""""""""",0,0,0,0,0,0,0,0,0,0,,10635,11523,10127,7326,4312,5630,4653,5370,3611,6131,,11594,13146,12989,7835,6946,7403,9754,6327,4617,10764
760410,"Bars, rods and profiles, of non-alloy aluminium, n.e.s.",0,0,4,0,0,0,0,0,0,0,,929,1697,2166,3013,1419,1179,1353,1309,980,1545,,2918,1194,1674,1412,1161,663,3312,2530,2596,4240
760611,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm, square or rectangular ...",0,0,112,144,0,0,140,2,0,0,,9656,7390,6538,6799,6868,6462,8709,8005,8766,9382,,47393,49190,57289,49585,45194,61307,88234,129914,118529,171491
761520,"Sanitary ware and parts thereof, of aluminium (excluding cans, boxes and similar containers ...",0,0,0,0,0,0,0,0,0,0,,2691,2981,4145,4255,3493,2837,1675,715,233,353,,938,1157,829,726,1329,984,4731,3495,875,1743
780191,"Unwrought lead, containing by weight antimony as the principal other element",0,0,0,0,0,0,0,0,0,0,,54381,46615,39742,34381,38950,41950,39160,24929,16755,24708,,26463,14448,7694,9418,9106,27074,22519,10226,6436,13560
790112,"Unwrought zinc, not alloyed, containing by weight < 99,99% of zinc",0,0,0,0,0,0,0,0,0,0,,272,280,2855,443,2604,17578,26704,4086,352,492,,19992,17179,18191,16024,14215,19705,22563,14964,9940,9597
790310,Zinc dust,0,0,0,0,0,0,0,0,0,0,,10,14,28,19,44,51,32,292,506,587,,5728,7347,8058,9236,7304,10884,10097,11621,11105,25996
800700,"Articles of tin, n.e.s.",0,57,0,0,0,0,0,0,0,0,,7125,6825,551,417,281,578,543,483,478,644,,7488,9251,8101,6909,6298,5621,6052,7964,12084,20303
810194,"Unwrought tungsten, incl. bars and rods of tungsten obtained simply by sintering",28,0,0,0,210,512,44,0,0,0,,610,48,26,124,3012,501,100,4,5,113,,10763,14058,14023,13179,12602,18062,35558,28908,22401,28516
810320,"Unwrought tantalum, incl. bars and rods of tantalum obtained simply by sintering; tantalum ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2456,3500,0,0,483,1061,2848,,35247,16586,22236,18108,23466,15176,20801,22733,15741,19698
811252,Thallium waste and scrap (excluding ashes and residues containing thallium),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
820110,"Spades and shovels, with working parts of base metal",0,0,0,0,0,0,0,0,0,0,,3993,4705,2844,2144,1187,1969,2291,2314,2146,3075,,12392,11744,15434,12672,5399,6446,8724,6258,5014,8831
820239,"Circular saw blades, incl. slitting or slotting saw blades, and parts thereof, of base metal, ...",0,0,0,0,0,0,0,0,0,0,,146,151,238,195,150,309,420,546,1501,1093,,24908,24926,24169,20750,19392,26629,32943,37203,35615,48976
820240,Chainsaw blades of base metal,0,0,0,0,0,0,0,0,0,0,,31,46,936,964,337,932,231,184,273,447,,10252,12477,10956,11196,11238,12746,13289,16019,13565,13666
820412,"Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, adjustable ...",0,0,0,0,0,0,0,0,0,0,,1555,1375,1269,550,473,703,916,871,1095,1322,,12157,11336,12079,11454,12631,15381,15975,14322,13185,14015
820420,"Interchangeable spanner sockets, with or without handles, of base metal",0,0,0,0,0,0,0,0,0,0,,846,657,793,611,669,790,918,1321,1608,1566,,16317,17214,14364,13881,17009,17513,18872,20100,18660,23124
820760,Interchangeable tools for boring or broaching,0,0,0,30,0,0,0,0,0,0,,2549,2258,1399,1088,891,774,1288,1015,948,733,,16064,15041,12558,13486,13168,16656,16041,15300,11068,11048
820830,"Knives and cutting blades, of base metal, for kitchen appliances or for machines used by the ...",0,0,0,0,0,0,0,0,0,0,,691,933,626,443,784,1099,1047,976,958,1489,,5132,5474,5939,5733,5063,5083,7089,4892,5470,5827
820900,"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",79,95,82,107,27,52,36,76,8,0,,30303,26449,21122,13535,11980,13086,12472,10602,8497,9737,,263924,235563,245141,227474,234509,247323,228802,211787,167363,221054
821193,"Knives having other than fixed blades, incl. pruning knives, of base metal (excluding razors)",0,0,0,0,0,0,0,0,0,0,,103,103,194,320,678,563,610,690,694,1030,,11877,13578,12721,12932,11965,12888,11665,8918,10533,11697
821420,"Manicure or pedicure sets and instruments, incl. nail files, of base metal (excluding ordinary ...",0,0,0,0,0,0,0,0,0,0,,459,448,453,448,548,559,701,1013,1117,1484,,12110,11794,11199,11347,11731,10324,12141,11541,9729,9572
821591,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ...",0,0,0,0,0,0,0,0,0,0,,14,21,14,13,10,5,1,2,84,4,,958,1110,1024,764,727,1163,1500,1501,1434,1710
830130,"Locks used for furniture, of base metal",0,0,0,0,0,0,0,0,0,0,,78,98,233,130,85,151,239,293,366,423,,4050,4415,5261,4139,4596,4980,6141,6661,5303,5173
830250,"Hat-racks, hat-pegs, brackets and similar fixtures of base metal",0,0,0,0,0,0,0,0,0,0,,1098,3966,8685,1717,2311,3484,4759,5958,5892,8171,,56821,64097,67714,61552,60417,64873,67386,66378,71830,71955
830820,"Tubular or bifurcated rivets, of base metal",0,0,0,0,0,0,0,0,0,0,,267,254,295,296,311,471,571,721,711,1396,,13778,14488,12969,12493,10795,12984,13238,13716,11676,13257
831120,"Cored wire of base metal, for electric arc-welding",0,0,0,0,0,0,0,0,0,0,,1254,1576,1058,1239,827,841,664,1254,774,1306,,48230,41228,44644,40236,41340,42171,45790,53006,48179,48203
840120,"Machinery and apparatus for isotopic separation and parts thereof, n.e.s. [Euratom]",0,0,0,0,0,0,0,0,0,0,,0,0,0,20,2,372,25,1,0,1,,0,3,0,0,0,3,0,0,0,0
840130,"Fuel elements """"cartridges"""", non-irradiated, in casing with handling fixtures, for nuclear ...""",0,0,0,0,0,0,0,0,0,0,,1187320,1422683,1390509,1245231,1220729,1011006,981426,799740,681177,824838,,98983,253134,15897,0,7,143471,0,0,0,284311
840220,Superheated water boilers,0,0,0,0,0,0,0,0,0,0,,456,513,55,321,2252,251,85,86,153,118,,386,360,241,317,5056,38,128,22,9,19
840682,"Steam and other vapour turbines, of an output <= 40 MW (excluding those for marine propulsion)",0,0,0,0,0,0,0,0,0,0,,316,11353,4059,6123,3,0,124057,13836,1325,0,,6163,14386,9332,10912,6556,6382,9628,14001,11279,3023
840732,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",0,0,0,0,0,0,0,0,0,0,,142,22,91,47,30,52,10,37,31,102,,3305,3324,3063,2732,5900,17499,12148,10529,7245,11586
841191,"Parts of turbojets or turbopropellers, n.e.s.",0,0,0,0,0,0,0,0,177,0,,217995,246093,199700,188259,165509,246139,306910,298518,214152,218295,,2191550,2470711,2591251,2636988,3255922,3614336,4405127,3664037,2597532,2197542
841290,"Parts of non-electrical engines and motors, n.e.s.",0,0,0,0,0,0,2,0,9,0,,27437,21632,16597,8681,11621,7950,12406,12420,11297,11798,,198423,188730,158919,170936,177873,176525,205064,205163,158157,197386
841381,"Pumps for liquids, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",0,952,0,519,0,0,3,0,0,0,,18844,11812,24008,26792,49216,21974,59312,16155,19722,16757,,59363,77838,93903,67488,61151,53264,62736,59667,70521,88445
841690,"Parts of furnace burners such as mechanical stokers, incl. their mechanical grates, mechanical ...",0,0,0,0,0,0,0,0,0,0,,2311,1367,1259,691,660,828,983,581,1144,1229,,12252,10704,12417,13977,12182,12192,16561,23551,18786,12798
841810,"Combined refrigerator-freezers, with separate external doors or drawers, or combinations thereof",3,0,0,0,0,0,0,0,0,0,,140002,158705,102536,71873,102390,134212,167989,164720,165565,224442,,810617,773100,752214,641428,587193,622637,622972,753202,859270,908532
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),0,0,0,0,0,0,0,0,0,0,,11972,17199,16417,14569,14279,26092,29560,27181,29077,27050,,88399,88605,108587,116673,111652,115484,136290,151152,126683,142921
841981,"Machinery, plant and equipment for making hot drinks or for cooking or heating food (excluding ...",0,0,0,0,0,0,0,4,0,0,,12121,15815,16229,13133,13712,20305,26655,25955,19850,26827,,128926,145024,126492,129177,116702,141339,141500,149453,143426,120811
902140,Hearing aids (excluding parts and accessories),0,0,0,0,0,0,0,0,0,0,,530,1136,734,494,376,938,703,1168,1048,1429,,148103,133026,119015,119809,130192,128699,140405,157455,156050,165658
902490,Parts and accessories for machines and appliances for testing the mechanical properties of ...,0,9,0,0,3,30,4,0,0,0,,362,306,265,237,399,589,726,939,968,974,,16341,16761,19243,16211,15879,17908,14933,17309,15110,13937
902519,"Thermometers and pyrometers, not combined with other instruments (excluding liquid-filled thermometers ...",0,11,0,0,0,60,0,0,9,0,,8832,10926,9037,8607,7956,9295,9074,11528,10500,11558,,82308,84304,84424,91319,93573,92516,92306,91711,263486,236352
902820,"Liquid meters, incl. calibrating meters therefor",0,0,0,0,0,0,0,0,0,0,,14878,16173,11970,10220,5101,9795,9429,10330,10465,16771,,3908,4769,5217,4305,7308,7842,7378,6175,6094,7246
903031,"Multimeters for voltage, current, resistance or electrical power, without recording device",0,0,0,0,0,0,0,0,0,0,,3633,15556,6286,4506,13224,3860,6317,22763,10430,4727,,21978,22701,22771,21127,18931,17232,19598,16460,13313,13122
910111,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,1525,2551,2621,1562,1196,1431,768,1511,888,2000,,149220,149873,176704,144471,142481,139377,129028,146524,93237,124819
910299,"Pocket-watches and the like, incl. stop-watches, with hand or automatic winding (excluding ...",0,0,0,0,0,0,0,0,0,0,,143,277,363,235,79,224,336,256,130,100,,712,919,580,782,677,836,1098,471,3207,2467
910390,"Clocks with watch movements (excluding electrically operated, wrist-watches, pocket-watches ...",0,0,0,0,0,0,0,0,0,0,,16,1,19,20,4,2,85,1,2,12,,140,55,309,32,1546,620,416,86,220,382
910591,"Clocks, electrically operated (excluding wrist-watches, pocket-watches and other watches of ...",0,0,0,0,0,0,0,3,0,0,,137,104,59,73,114,110,409,1103,278,550,,21723,18634,20148,17661,18194,17354,16498,13986,13082,17454
911220,"Clock and watch cases (excluding for wrist-watches, pocket-watches and other watches of heading ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1485,1457,1431,1158,779,885,850,538,517,622
911390,"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s.",0,0,0,5,10,0,0,0,0,0,,4,29,74,65,381,245,248,81,69,158,,28748,30001,30620,30441,32681,33518,34405,35074,28918,32166
911440,Plates and bridges for clocks or watches,0,0,0,0,0,0,0,0,0,0,,6,0,2,0,5,1,0,0,2,37,,19131,24321,25958,25702,24307,20538,22533,29178,17043,9371
920710,"Keyboard instruments, the sound of which is produced, or must be amplified, electrically (excluding ...",0,0,0,0,0,0,0,0,0,0,,61,159,154,80,205,197,1205,2539,3649,4813,,100479,86988,100497,91501,106267,100906,94359,103227,96332,118121
920810,Musical boxes,3,0,0,0,0,0,0,0,0,0,,53,95,10,6,9,19,24,18,7,5,,3547,2895,3984,2958,2762,2699,2328,2883,1766,1500
930190,"Military weapons, incl. sub-machine guns (excluding artillery weapons, rocket launchers, flame-throwers, ...",0,0,0,0,0,0,0,0,0,0,,359,2005,1719,0,0,0,0,0,0,0,,732,798,3383,1381,489,1729,2191,1412,319,703
930390,Firearms and similar devices which operate by the firing of an explosive charge (excluding ...,0,0,0,0,0,0,0,0,0,0,,3550,1322,1192,0,0,0,0,0,0,0,,111,131,124,96,318,110,62,314,255,988
930629,Parts of cartridges for smooth-barrelled shotguns; lead shot for air rifles and pistols,0,0,0,0,0,0,0,0,0,0,,166,442,313,0,0,0,0,0,0,0,,676,1019,845,594,593,684,675,413,270,340
940110,Seats for aircraft,0,0,0,0,0,0,0,0,0,0,,3995,5400,2731,3298,2764,3202,3419,2080,3621,6669,,28171,54182,53728,26254,26010,26739,13791,16571,19343,24819
940152,Seats of bamboo,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,3,3,5,,0,0,0,0,0,436,343,328,580,1860
940153,Seats of rattan,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,24,96,76,239,263,,0,0,0,0,0,12173,9976,10431,8257,8162
940171,"Upholstered seats, with metal frames (excluding seats for aircraft or motor vehicles, swivel ...",0,0,0,0,0,0,0,0,0,0,,3065,5992,6146,3652,4559,5293,7169,8165,8876,14564,,255534,233675,225530,221663,230232,244800,261334,274805,280901,321764
940330,Wooden furniture for offices (excluding seats),0,2,0,0,0,0,0,0,0,0,,6169,5921,5848,4117,3668,4749,5301,6354,4910,6353,,27038,24093,32080,24382,25611,25692,22002,23149,21771,30962
950440,Playing cards,0,0,0,8,0,0,0,0,0,0,,95,177,127,95,89,104,443,344,199,259,,39230,36513,18716,16242,20265,21889,18960,23317,43152,41123
960200,Worked vegetable or mineral carving material and articles of these materials n.e.s; moulded ...,11,0,4,6,7,11,3,12,3,0,,4486,4075,3928,2949,5057,2959,2021,2938,5309,5287,,4095,3971,3146,3569,2712,3264,3527,3517,2826,2431
960310,"Brooms and brushes, consisting of twigs or other vegetable materials bound together, with or ...",0,0,0,0,0,0,0,0,0,0,,229,308,277,154,304,516,472,542,519,918,,25708,25371,25892,25542,26473,25775,24824,26084,24389,24154
960329,"Shaving brushes, hair brushes, nail brushes, eyelash brushes and other brushes for use on the ...",0,0,0,0,0,0,0,0,0,0,,33,88,126,170,337,689,394,499,676,948,,45939,48048,47492,49500,59120,62309,66409,65245,52729,60660
960629,"Buttons (excluding of plastics or base metal, not covered with textile material, press-fasteners, ...",0,0,0,0,0,0,0,0,0,0,,79,60,88,29,48,91,126,178,150,133,,4570,4028,4164,3526,3162,2571,2358,2703,1591,1288
970190,Collages and similar decorative plaques,0,4,0,0,0,0,0,0,0,0,,12,6,1,30,209,975,5,25,58,124,,2032,1716,729,6121,2820,3275,6189,5551,5409,4049
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,97,749,1084,263,750,,0,0,0,0,0,172069,230467,140158,150071,251235
870422,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,0,0,0,0,0,,127900,145551,179486,171985,157833,108715,92071,114074,96403,102385,,5124,1853,6684,3325,5841,8050,8282,19684,15997,5202
871120,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,0,0,0,0,0,3,0,,75,134,702,2035,342,654,1623,2424,3275,3581,,286555,311742,269947,239566,235168,224233,277300,266486,325497,438218
871640,"Trailers and semi-trailers, not designed for running on rails (excluding trailers and semi-trailers ...",0,0,0,0,0,0,0,0,3,0,,12555,44544,4772,3556,48124,106058,9653,238053,7374,110327,,2489,4224,6536,4200,5070,2239,2277,4388,4044,10403
880211,Helicopters of an unladen weight <= 2.000 kg (excl. unmanned of heading 8806),0,0,0,0,0,0,0,0,0,0,,0,0,180,0,0,0,0,0,0,0,,49289,65642,53645,25082,25147,28972,38587,22160,15197,29978
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of ...",0,0,0,0,0,0,0,0,0,0,,2269,70241,18820,5428,959,52,8675,16951,20196,2950,,92,4794,0,49207,3208,39,0,227,2798,10251
890310,Inflatable vessels for pleasure or sports,0,0,0,0,0,0,0,2,0,0,,918,607,823,1345,1065,1305,1990,2465,3156,6670,,6532,5912,5941,4687,5325,5506,6738,6083,6703,7068
890610,Warships of all kinds,0,0,0,0,0,0,0,0,0,0,,459967,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
900319,"Frames and mountings for spectacles, goggles or the like (excluding of plastics)",18,0,0,0,0,0,0,0,0,0,,580,528,803,861,453,491,971,1221,990,1829,,116522,102756,81196,74211,71308,79082,92703,98399,84572,100853
900410,Sunglasses,0,0,0,0,0,0,0,0,0,0,,830,920,1876,2422,2460,4960,9005,7770,5393,4357,,123812,144231,148685,147761,165625,182209,188706,195878,137157,137821
900490,"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ...",0,0,0,0,0,0,0,0,0,0,,2589,3317,2952,1792,1901,2835,2610,3432,3597,4312,,103923,99726,75586,75645,66263,67147,73722,71768,70302,62744
900651,"Cameras with a through-the-lens viewfinder [single lens reflex """"SLR""""] for roll film of a ...""",0,0,0,0,0,0,0,0,0,0,,11,23,2,16,7,7,2,1,0,24,,259,169,243,137,60,54,99,42,73,18
900652,"Cameras for roll film of a width of < 35 mm (excluding instant print cameras, single lens ...""",0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,19,1,1,1,,40,47,104,0,5,0,13,0,5,5
900699,"Parts and accessories for photographic flashlights and flashlight apparatus, n.e.s.",0,0,0,0,0,0,0,0,0,0,,49,103,189,6,40,27,28,35,46,45,,4675,2909,4811,4883,3645,2172,2189,2093,1915,1950
901060,Projection screens,0,0,0,5,0,0,0,0,0,0,,50,38,218,101,132,300,205,343,188,216,,8764,9701,7612,7904,8378,8760,8548,9053,7585,8216
901420,Instruments and appliances for aeronautical or space navigation (excluding compasses and radio ...,0,0,0,141,0,0,36,0,0,0,,65395,70549,47243,55236,37839,34741,44940,23409,19235,30480,,183752,219888,192307,224263,264216,263547,251950,268367,191331,197524
901730,"Micrometers, callipers and gauges (excluding gauges without adjustable devices of subheading ...",0,0,0,0,0,0,5,0,0,0,,1314,1751,1105,925,1162,1240,1989,1435,3173,3773,,13396,10218,13000,11202,11197,11784,15058,13896,11710,11351
853720,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",0,0,0,0,0,0,0,0,0,0,,29155,42522,41224,21445,66108,37036,15553,36676,34978,29231,,28293,21213,46046,47813,40245,44536,41448,39262,39690,53064
854060,"Cathoderay tubes (excluding television and video-monitor cathoderay tubes, television camera ...",0,0,0,0,0,0,0,3,0,0,,1355,92,120,294,230,456,149,39,65,343,,5190,5951,3359,2443,3131,2011,1795,1217,592,2767
854099,"Parts of thermionic, cold cathode or photo cathode valves and tubes, n.e.s. (excluding parts ...",8,13,19,3,25,26,5,4,0,0,,455,325,584,802,1049,944,1015,1156,438,1113,,12167,11251,8125,5813,6988,8056,6747,5834,5846,7333
852841,Cathode-ray tube monitors of a kind solely or principally used in an automatic data-processing ...,0,0,0,0,0,0,0,0,0,0,,29,2,0,226,71,0,0,0,0,0,,1514,1667,854,1040,709,0,0,0,0,0
854411,"Winding wire for electrical purposes, of copper, insulated",0,0,0,0,0,0,0,0,0,0,,23545,26536,19095,11141,11299,12825,14002,16199,16037,23738,,73086,76259,99450,107226,96088,132481,182202,192083,210793,435963
854470,"Optical fibre cables made up of individually sheathed fibres, whether or not containing electric ...",0,0,0,0,0,0,0,6,0,0,,5130,8126,8708,10500,18130,29505,44152,39775,51301,77913,,107314,94224,97279,76771,87655,106421,121603,119768,125422,128727
854511,"Electrodes of graphite or other carbon, for electric furnaces",0,0,0,0,0,0,0,0,0,0,,153130,116921,98666,93706,94498,137355,323458,219725,83477,119942,,63088,53373,45759,40568,37406,53451,141096,92795,70174,80985
854590,"Articles of graphite or other carbon, for electrical purposes (excluding electrodes and carbon ...",0,0,0,8,0,6,28,5,18,0,,5231,1602,333,1219,238,366,1026,739,396,535,,5013,6098,5359,3642,4201,5812,9095,7349,6275,7857
854620,Electrical insulators of ceramics (excluding insulating fittings),0,0,0,0,0,0,0,0,0,0,,22868,20303,13288,7758,6944,7862,13103,9858,9636,9899,,7286,11206,14667,15643,8965,8773,9505,11073,6485,8861
860729,"Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling ...",0,0,0,0,0,0,0,0,0,0,,2562,2213,1195,1423,1443,1619,3695,4809,3292,4226,,3456,4505,1395,652,1252,1964,6479,3098,2031,2173
870110,Pedestrian-controlled agricultural tractors and similar tractors for industry (excluding tractor ...,0,0,0,0,0,0,0,0,0,0,,2204,1939,1293,1017,1141,3044,2360,1975,3462,6215,,2069,1938,1352,759,650,0,0,14,20,25
870130,Track-laying tractors (excluding pedestrian-controlled),0,0,0,0,0,0,0,0,0,0,,14770,7529,9149,6480,2537,4098,3099,2936,1863,2707,,39250,56878,74030,979,2199,1756,355,257,1376,787
870191,"Tractors, of an engine power <= 18 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,356,285,328,441,239,,0,0,0,0,0,2466,1982,2267,3355,1946
870240,"Motor vehicles for the transport of >= 10 persons, incl. driver, with only electric motor for ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,138,3078,3409,424,3097,8749,,0,0,0,0,0,3545,5702,2464,5243,6310
848710,Ships' or boats' propellers and blades therefor,0,0,0,0,0,0,0,0,0,0,,1928,4703,10725,7889,13301,10309,8506,1632,1494,5320,,26506,28535,33306,28846,28207,21004,22182,23436,19300,24671
