Product code,Product label,China's imports from Singapore-Value in 2012,China's imports from Singapore-Value in 2013,China's imports from Singapore-Value in 2014,China's imports from Singapore-Value in 2015,China's imports from Singapore-Value in 2016,China's imports from Singapore-Value in 2017,China's imports from Singapore-Value in 2018,China's imports from Singapore-Value in 2019,China's imports from Singapore-Value in 2020,China's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
401219,"Retreaded pneumatic tyres, of rubber (excluding of a kind used on motor cars, station wagons, ...",0,0,0,0,0,0,0,0,0,0,,1323,771,1687,1859,1513,2165,1510,1738,986,1091,,102,79,176,23,117,181,145,71,6,19
401310,"Inner tubes, of rubber, of a kind used on motor cars, incl. station wagons and racing cars, ...",0,0,0,0,0,0,0,0,0,0,,4313,2578,2214,990,647,428,177,225,355,1475,,220,702,289,269,1011,873,787,477,184,178
430130,"Raw furskins of the following types of lamb: Astrakhan, Caracul, Persian, Broadtail and similar, ...",0,0,0,0,0,0,0,0,0,0,,10,94,0,0,0,0,0,0,0,0,,50,246,228,143,0,474,593,74,0,84
430310,Articles of apparel and clothing accessories of furskin (excluding gloves made of leather and ...,0,0,0,0,0,0,0,0,0,0,,526,1216,1089,2083,1771,5419,9763,3040,3213,3705,,39674,45811,43275,41951,31549,38898,44904,43968,41883,71588
440110,"Fuel wood, in logs, billets, twigs, faggots or similar forms",0,0,0,0,0,0,0,0,0,0,,370,772,1514,829,564,1012,0,0,0,0,,197,1525,205,139,86,0,0,0,0,0
440210,"Bamboo charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding used as ...",0,0,0,91,0,0,0,0,0,0,,980,981,372,524,223,233,81,64,38,160,,127,152,180,488,274,361,669,1202,1139,938
440290,"Wood charcoal, whether or not agglomerated (excl. of bamboo or shell or nut, charcoal used ...",15,0,15,0,2,0,0,0,1,0,,2297,2093,2801,5209,3544,613,1662,3327,3389,818,,57910,62705,61842,49489,45760,50132,87134,97671,69558,75564
440610,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,6251,3840,2669,5095,2585,0,0,0,0,0
440612,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,73,0,0,0
441194,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,0,2,5,0,23,20,0,0,,106,222,284,56,128,92,90,86,62,110,,784,840,1674,1495,1390,822,544,1324,799,442
441210,"Plywood, veneered panel and similar laminated wood, of bamboo, not containing particle board ...",0,0,0,0,1,0,0,0,0,0,,2709,2148,717,2580,941,1039,1006,509,349,114,,391,1247,153,278,239,6283,2395,1488,760,418
441231,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",74,35,0,0,0,0,0,0,0,0,,4363,3985,2861,1769,1067,7817,14917,6910,5437,8875,,28726,12078,15818,14928,16990,27528,23341,18078,22514,16456
360300,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators ...,2435,3852,5880,7266,8063,6105,1904,1,0,0,,17739,18612,17518,19192,15650,12704,6588,8557,2484,2496,,63899,76214,98039,99515,121299,117777,110496,91016,76029,77507
370239,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,735,454,137,116,364,242,325,188,372,444,,45,80,72,39,9,39,234,222,141,124
370254,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,5326,34,118,597,459,61,64,172,158,59,,6061,6963,8077,8549,6924,6242,7196,8141,9750,8343
370296,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,964,59,65,21,11,0,17,147,0,1,,204,111,149,168,102,123,152,333,378,527
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,0,0,0,0,0,9,7,0,0,0,,99,655,228,151,78,44,26,126,14,19,,2394,1993,1340,1831,2277,1961,1227,996,847,1031
382474,"Mixtures containing hydrochlorofluorocarbons """"HCFCs"""", whether or not containing perfluorocarbons ...""",0,0,0,0,0,0,0,0,0,0,,61,137,156,107,72,120,133,142,17,16,,18,12,9,0,0,0,0,0,0,0
382477,"Mixtures containing bromomethane """"methyl bromide"""" or bromochloromethane""""",0,0,2,0,0,0,0,0,0,0,,3,15,0,0,0,0,0,0,0,0,,3,2,7,0,0,0,0,0,0,0
382487,"Mixtures and preparations containing perfluorooctane sulphonic acid, its salts, perfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,2,3,0
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",2,1,1,1,0,0,0,0,0,0,,565,449,350,2518,2587,2066,2716,3216,2940,2205,,29116,31441,40829,47262,29274,22596,20927,19175,17011,18535
350219,"Egg albumin (excluding dried [e.g. in sheets, scales, flakes, powder])",0,0,0,0,0,0,0,0,0,0,,0,0,9,5,9,4,6,10,5,3,,0,1,6,8,0,6,1,4,0,0
300441,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,78,41,0,0,,0,0,0,0,0,0,0,0,0,3
300442,"Medicaments containing pseudoephedrine """"INN"""" or its salts, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,834,554,458,230,,0,0,0,0,0,0,0,0,0,0
320413,Basic synthetic organic dyes; preparations based on basic synthetic organic dyes of a kind ...,0,4,3,3,0,0,0,0,0,0,,2408,3426,2376,2569,2660,2788,2882,1650,1036,2359,,9742,8132,10163,9274,9123,10053,13061,13461,13776,16973
320414,Direct synthetic organic dyes; preparations based on direct synthetic organic dyes of a kind ...,3,0,0,3,0,0,0,0,19,0,,10818,10764,7339,6719,2548,2992,2620,1750,2471,2215,,20974,20049,16480,15998,15715,15485,22799,19417,23600,24629
320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations of a kind ...",0,0,25,3,0,0,9,3,1,0,,7159,2650,3131,3425,3842,3412,2610,2255,956,679,,85622,161415,120345,78777,77164,87836,78671,59534,57794,61987
320740,"Glass frit and other glass in the form of powder, granules or flakes",1,1,312,1643,2292,93,0,0,13,0,,754,629,1210,4478,6358,8126,6292,2541,1679,1512,,37377,46589,49529,51059,57202,69153,71730,76690,79667,90213
291419,"Acyclic ketones, without other oxygen function (excluding acetone, butanone """"methyl ethyl ...""",6,18,2,0,0,0,0,1,0,0,,197,274,395,412,819,531,357,968,433,1221,,19133,18705,19889,22043,19766,22977,27965,23338,30324,40044
291461,Anthraquinone,0,0,0,0,0,35,0,0,0,0,,121,86,4,0,0,36,0,1,0,71,,274,8613,2166,1582,975,3058,2322,3807,4675,12392
291512,Salts of formic acid,0,0,0,0,0,0,0,0,0,0,,5525,7292,30220,1156,143331,13952,37626,62817,251,637,,2013,2597,2770,2312,2189,3011,4954,64881,4380,2524
291524,Acetic anhydride,0,0,0,0,0,0,0,0,0,0,,9670,9528,9997,10096,7144,8063,10109,9558,6428,10104,,13615,15257,14598,5681,6965,3069,5384,670,1713,550
291540,"Mono- di- or trichloroacetic acids, their salts and esters",0,0,0,0,0,0,0,0,0,0,,82,103,510,122,139,135,245,254,187,278,,1562,1797,2501,2678,2301,2596,2688,3259,2598,5227
291550,"Propionic acid, its salts and esters",0,0,0,0,0,0,0,9,0,0,,457,827,357,1160,849,625,833,681,585,1099,,15275,20215,18153,17106,23574,21710,31720,31120,29059,16018
291221,Benzaldehyde,0,0,0,0,0,0,0,2,0,0,,128,166,178,157,121,130,62,30,20,17,,3812,6581,5653,5245,4744,4184,3998,2324,1348,1193
283324,Sulphates of nickel,411,235,260,112,3,0,3,2,6,0,,6199,9022,5938,4544,3997,3482,4233,4272,4233,5439,,12779,16610,20817,8813,15459,23971,29498,14670,16551,174589
291634,Phenylacetic acid and its salts,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,14,1,0,,41,74,44,186,110,128,69,150,282,54
291811,"Lactic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",49,17,38,33,261,0,0,0,0,0,,4120,2542,2286,2026,1154,1001,1377,1874,2016,1578,,11836,17938,19479,17831,14649,17958,29263,26350,28442,26003
291812,Tartaric acid,0,0,0,0,0,1,0,0,0,0,,154,172,166,84,61,91,147,136,57,147,,1515,2405,2165,1748,1761,2110,2083,848,1427,691
291821,Salicylic acid and its salts (excluding inorganic or organic compounds of mercury),4,0,0,0,0,0,0,0,0,0,,81,35,70,115,74,46,118,225,27,17,,964,978,964,1160,675,1021,1878,1009,2367,853
292129,"Acyclic polyamines and their derivatives; salts thereof (excluding ethylenediamine and hexamethylenediamine, ...",1408,1195,209,752,1579,924,338,206,78,0,,28338,30258,32609,32494,30567,17769,22338,16674,10777,15630,,121517,131551,136192,139875,118078,113905,128917,131855,112958,136886
292212,Diethanolamine and its salts,8,1,0,0,0,0,1,0,0,0,,972,1753,1140,820,716,1356,5952,7929,3866,5846,,58511,48658,61549,49318,58111,75639,92573,76590,104194,82761
292214,"Dextropropoxyphene """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,0,1,2,0,2,1,7,15,3,0
292310,Choline and its salts,0,0,1,4,0,0,0,0,0,0,,113,83,123,47,142,180,129,91,38,84,,8051,1702,1493,1344,1539,1261,1808,1476,1759,2882
292320,"Lecithins and other phosphoaminolipids, whether or not chemically defined",0,0,0,0,0,2,1,1,0,0,,771,712,1127,2607,3652,3170,4771,3800,3931,3821,,54566,48875,41806,41103,40874,43001,49925,54123,44397,53617
292340,Didecyldimethylammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
292411,"Meprobamate """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,328,200,213,81,40,3,2,10,0,0,,0,0,0,0,0,1,2,4,1,0
300339,"Medicaments containing hormones or steroids used as hormones, not containing antibiotics, not ...",0,0,0,0,0,0,0,0,0,0,,23,123,296,145,105,211,1471,263,316,301,,0,252,536,655,276,6493,2428,1527,1,0
293944,Norephedrine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,13,0,0,0,0,0,,0,0,2,4,4,5,5,0,0,0
293969,"Alkaloids of rye ergot and their derivatives; salts thereof (excluding lysergic acid, ergotamine ...",0,0,0,0,0,0,0,0,0,0,,389,12,385,117,31,35,34,150,57,109,,7073,12610,14489,10756,10021,15713,15444,24868,21905,1559
294000,"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ...",0,0,0,0,0,0,0,0,0,0,,2896,3781,2937,4430,3313,2094,1917,2882,2792,3942,,23095,21329,25774,23856,10553,11998,17031,17014,14554,21010
294130,Tetracyclines and their derivatives; salts thereof,0,0,0,0,1,0,0,0,0,0,,1762,700,263,372,457,427,134,266,549,566,,4702,2363,4919,9473,7557,6590,14061,9467,8999,17626
293550,"Perfluorooctane sulphonamides (excl. N-Methylperfluorooctane sulphonamide, N-Ethylperfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2,0,0,,0,0,0,0,0,0,2,1,1,0
293626,"Vitamin B12 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,4547,3496,3142,3618,4309,5432,3394,2098,1473,1610,,7286,7029,10327,17071,37914,52184,16487,56037,47078,4415
293719,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural ...",0,0,0,0,0,0,0,0,0,0,,63,90,125,65,68,43,111,747,1357,675,,9303,8375,2303,3562,6675,7716,7192,35756,73607,9823
293080,"Aldicarb (ISO), Captafol (ISO) and methamidophos (ISO)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
293333,"Alfentanil """"INN"""", anileridine """"INN"""", bezitramide """"INN"""", bromazepam """"INN"""", carfentanil ...""",0,0,0,0,0,0,0,0,0,0,,340,1081,51,7,27,21,80,78,74,77,,1,7,8,14,15,67,14,21,22,26
293354,"Derivatives of malonylurea """"barbituric acid"""" and salts thereof (excluding salts of malonylurea)""""",0,0,0,0,0,0,0,0,0,0,,0,2559,158,1765,4331,4837,6037,1217,7363,2151,,6,7,1,15,6,11,4,61,6,200
151329,"Palm kernel and babassu oil and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,37,127,303,757,247,319,72,12,45,218,,271646,373091,424863,473734,601841,763131,651324,531876,484535,679119
150210,"Tallow of bovine animals, sheep or goats (excluding oil and oleostearin)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,20,0,1,0,,175141,110202,116780,91290,48326,72455,60882,62754,65226,72079
160290,"Prepared or preserved meat, offal, blood or insects (excl. meat or offal of poultry, swine ...",0,0,0,0,0,0,0,0,0,0,,94,71,192,152,111,146,80,61,13,15,,19,22,6,9,71,1147,41352,22498,37374,33932
160553,"Mussels, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,110,216,170,173,77,81,70,124,6,6,,165,280,156,1364,2230,2201,2161,2847,1952,1482
160556,"Clams, cockles and arkshells, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,2708,4566,2454,2008,1653,1575,1960,1299,470,546,,1882,244,330,644,2315,5065,909,869,545,398
160569,"Aquatic invertebrates, prepared or preserved (excluding smoked, crustaceans, molluscs, sea ...",0,0,0,0,0,0,0,0,0,0,,14,24,18,44,50,80,6,14,0,81,,1208,922,504,1475,5,97,122,6,0,0
170191,"Refined cane or beet sugar, containing added flavouring or colouring, in solid form",0,0,0,0,0,0,0,0,0,0,,95897,74583,1045,942,943,1090,571,274,249,167,,89,74,100,671,316,48,23,49,150,268
170310,Cane molasses resulting from the extraction or refining of sugar,0,0,0,0,0,0,0,0,0,0,,18,9,15,36,48,20,22,18,13,21,,7856,0,0,0,0,0,0,0,0,0
190240,"Couscous, whether or not prepared",0,0,0,0,0,0,0,0,0,0,,0,1,0,1,2,1,1,0,0,1,,131,114,148,103,141,129,116,237,139,124
200911,"Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,383,679,1765,873,1302,320,469,1200,602,470,,141417,133951,121780,92638,87411,117014,138654,130419,80362,116406
200929,"Grapefruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,323,217,75,59,61,39,26,28,13,12,,2667,6280,5518,6542,5531,9256,16482,15084,10388,15485
200941,"Pineapple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,4,3,4,1,0,0,0,0,,74,153,120,110,49,48,45,20,54,22,,548,1255,1511,1957,2480,3520,3607,4010,4835,4164
200971,"Apple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar or ...",0,0,4,7,12,3,0,0,124,0,,184,205,141,166,332,152,214,264,365,546,,1195,1940,2708,4183,4429,5923,4986,5668,5479,9069
200990,"Mixtures of fruit juices, incl. grape must, and vegetable juices, unfermented, whether or not ...",0,0,4,4,4,1,0,0,0,0,,6353,10092,7170,5827,4699,3546,2018,988,1143,1272,,16406,22882,41567,35030,55351,51494,57177,53062,41716,48536
220421,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,4,0,0,0,,81553,80533,100336,96003,106229,102946,113416,111218,94567,173222,,1376201,1381934,1366156,1879673,2196696,2551765,2573299,2202867,1655358,1308405
220600,"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ...",0,0,0,1,577,170,96,48,0,0,,1728,1732,2073,1388,6987,9700,5911,5620,31292,11653,,9707,10818,17419,30636,23881,29869,44461,60550,73433,102210
220870,Liqueurs and cordials,0,0,0,0,0,51,0,0,0,0,,52418,57945,50710,54180,48940,54404,36716,34067,56292,44923,,10951,15568,20002,15286,16396,25038,46380,118434,109446,136906
220890,"Ethyl alcohol of an alcoholic strength of < 80% vol, not denatured; spirits and other spirituous ...",0,0,0,0,0,0,0,0,0,0,,44426,75498,67175,58128,59641,53731,74040,89964,87744,114578,,69024,74752,68204,66974,92473,91759,129266,169172,142914,151814
230120,"Flours, meals and pellets of fish or crustaceans, molluscs or other aquatic invertebrates, ...",0,0,0,0,0,0,0,0,0,0,,86,8,16,22,1568,1907,901,523,1168,259,,1693453,1676179,1561893,1797562,1617134,2224034,2228402,1974690,1965033,2603297
250510,"Silica sands and quartz sands, whether or not coloured",1,7,0,0,1,0,0,0,0,0,,785,2047,4790,459,711,362,288,179,353,331,,91915,55375,38697,35857,39134,43962,82395,100773,138339,160860
250590,"Natural sands of all kinds, whether or not coloured (excluding silica sands, quartz sands, ...",0,0,0,0,0,0,0,0,0,0,,1079,1387,491,925,493,168,364,225,142,210,,698,685,777,1259,792,1091,6103,66811,55223,36539
250620,"Quartzite, merely cut, by sawing or otherwise, in blocks or slabs of a square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,41,15,1016,0,1,5,23,2,0,7,,7873,5785,6491,6920,10358,8662,6022,12603,12848,36110
251310,Pumice stone,0,0,0,0,0,0,0,0,0,0,,334,1570,148,94,215,97,146,35,35,23,,9665,11901,14404,9824,8874,11141,13385,15135,15336,17570
251820,"Calcined or sintered dolomite (excluding broken or crushed dolomite for concrete aggregates, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,48,,168,402,1202,1388,743,1233,1294,2453,624,650
252010,Gypsum; anhydrite,0,0,0,0,0,0,0,0,0,0,,132,81,25,60,75,152,60,98,47,88,,4488,7340,13731,15274,13365,19556,27019,27270,27684,30805
252910,Feldspar,0,0,0,0,0,0,0,0,0,0,,409,53,101,54,84,62,54,22,70,53,,14744,15480,16511,22910,20426,18333,22284,19193,12963,14144
260120,Roasted iron pyrites,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5475,11272,0,0,1,38,0,0,1,0
260500,Cobalt ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,370299,338152,393143,446523,217951,339245,601630,182237,112212,82122
261220,Thorium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8432,2828,13384,13830,18285,16338,19387,29062,41039,80426
283640,Potassium carbonates,3,14,42,24,0,0,0,0,0,0,,319,259,414,424,843,546,515,451,638,350,,7241,8001,5094,2803,2277,2482,3542,2439,2923,7114
283699,"Carbonates and peroxocarbonates """"percarbonates""""; commercial ammonium carbonate containing ...""",0,0,0,0,0,0,17,0,0,0,,561,535,362,418,329,398,897,271,251,257,,17954,12656,12035,11965,12191,18366,17823,14923,16291,20969
284450,"Spent """"irradiated"""" fuel elements """"cartridges"""" of nuclear reactors [Euratom]""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,23,22,0,0,0
284910,"Carbides of calcium, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,1180,1009,1158,823,882,323,530,921,372,566,,2,8,2,23,1,1,3,4,64,0
282110,Iron oxides and hydroxides,23,80,0,0,26,1,0,0,0,0,,6009,7916,6841,6825,5331,3864,2766,2283,1246,1471,,134901,120540,117292,110122,104080,105238,88238,78605,71598,105935
282560,Germanium oxides and zirconium dioxide,0,22,20,31,0,0,97,0,0,0,,71,502,975,142,82,197,321,241,299,311,,23467,19401,19815,21336,24068,21805,24888,16221,21997,17262
282890,"Hypochlorites, chlorites and hypobromites (excluding calcium hypochlorites)",0,0,0,0,0,0,0,1,8,0,,664,820,670,501,361,722,837,1618,3407,3626,,9912,10954,14316,14522,16049,13741,19221,20850,19817,17551
282919,Chlorates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,0,0,0,178,0,0,1,1,0,0,,10,5,35,4,4,3,3,2,3,3
283190,Dithionites and sulfoxylates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,313,209,1250,1362,1010,27,39,90,0,0,,1521,2043,2333,2686,3086,2803,2493,2981,2862,3183
290244,Mixed xylene isomers,47,1,6,0,0,0,0,0,0,0,,40407,87531,95214,40592,13221,2850,3773,2948,2142,2480,,18498,45970,9858,7370,564,6805,9730,106059,1560,267
290260,Ethylbenzene,0,0,0,0,0,0,0,0,0,0,,14,36,12,1,46,61,33,2,5,0,,8631,56498,15210,26988,45729,134739,192304,18231,2307,5898
290315,"Ethylene dichloride """"ISO"""" """"1,2 dichloroethane""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,28,0,0,,153758,225152,302734,177693,167987,101446,130656,66483,76877,58297
290381,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,0
290491,"Trichloronitromethane """"chloropicrin""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
290522,Acyclic terpene alcohols,79,36,6,0,0,8,6,6,0,0,,4502,5386,5711,4788,3983,3351,7807,5061,3320,4261,,30252,28829,23773,19731,16331,14106,15911,17283,15577,17635
290541,"2-Ethyl-2-""""hydroxymethyl"""" propane-1,3-diol """"trimethylolpropane""""""""",0,0,0,0,0,0,0,0,0,0,,734,653,421,1010,1058,1328,750,740,1033,2050,,20502,24978,20965,12832,7988,8570,6718,7714,6701,4468
290544,"D-glucitol """"sorbitol""""""""",16,0,0,0,0,0,0,0,0,0,,33,27,74,32,108,128,84,59,86,78,,2324,4631,3938,2881,2486,2629,3557,2620,3507,4187
290559,"Halogenated, sulphonated, nitrated or nitrosated derivatives or acyclic alcohols (excluding ...""",0,0,0,0,0,1,0,0,0,0,,854,2331,1143,921,335,266,2068,762,780,849,,6553,4998,5378,6090,4565,5605,9008,8288,6122,9345
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",0,2,0,1,0,2,0,0,0,0,,603,144,336,267,287,74,345,868,1341,1628,,19768,23074,20401,30653,82904,113338,138921,136911,124440,122599
271312,"Petroleum coke, calcined",0,0,0,0,0,0,0,0,0,0,,140,751,1148,421,1095,395,457,214,100,236,,74998,52022,27772,41092,29794,114863,313221,532522,52160,114194
