Product code,Product label,Russian Federation's imports from United States of America-Value in 2012,Russian Federation's imports from United States of America-Value in 2013,Russian Federation's imports from United States of America-Value in 2014,Russian Federation's imports from United States of America-Value in 2015,Russian Federation's imports from United States of America-Value in 2016,Russian Federation's imports from United States of America-Value in 2017,Russian Federation's imports from United States of America-Value in 2018,Russian Federation's imports from United States of America-Value in 2019,Russian Federation's imports from United States of America-Value in 2020,Russian Federation's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
430219,"Tanned or dressed furskins, whole, with or without heads, tails or paws, not assembled (excluding ...",643,412,2,38,8,11,1,3,0,0,,19710,18026,16161,9592,8289,7742,9289,7406,7470,13695,,29164,24583,16216,8318,9081,13679,11902,9985,8085,9120
441873,"Flooring panels, assembled, of bamboo or with at least the top wear layer of bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,413,815,1319,460,275,,0,0,0,0,0,117,57,46,36,36
442190,"Other articles of wood, n.e.s.",303,225,297,212,156,0,0,0,0,0,,214780,213094,218265,198675,187147,0,0,0,0,0,,57554,72231,67335,34789,33432,55,0,0,0,0
440139,"Sawdust and wood waste and scrap, agglomerated in logs or similar forms (excl. pellets and ...",2,7,52,0,20,0,0,0,0,0,,23054,26874,33227,33348,26088,29500,30936,12754,9984,10923,,354,453,584,313,269,135,175,163,236,183
440325,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is =>15 cm, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,240563,584534,538723,671542,,0,0,0,0,0,0,0,0,2,0
440397,"Poplar and aspen """"Populus spp."""" in the rough, whether or not stripped of bark or sapwood, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4799,18958,17767,23821,,0,0,0,0,0,0,0,0,0,0
440399,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excluding ...""",0,0,20,0,0,0,0,0,0,0,,351341,369989,427317,466724,469141,488171,540026,418228,384224,482941,,420,671,83,46,19,66,76,33,3,59
440797,"Poplar and aspen """"Populus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,58458,222943,216939,237319,,0,0,0,0,0,2,2,18,8,17
441113,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?5?mm but <=?9?mm""""",1256,827,1163,0,176,80,49,278,0,0,,42008,41499,27936,24804,24434,23936,21026,21244,17245,15379,,176734,167489,144101,80275,44898,51261,52565,39343,36280,47134
441299,"Laminated wood with both outer plies of coniferous wood (excl. of bamboo, with an outer ply ...",0,23,43,0,0,7,0,0,0,0,,95605,96245,107110,92332,85113,136933,103861,70308,55843,86905,,10839,11688,10879,6487,7216,13744,16804,15953,22192,20607
410449,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the dry state """"crust"""", ...""",5,4,5,0,0,0,0,0,0,0,,4859,4832,7039,7150,6123,2832,4044,2176,1169,857,,60,181,67,25,51,504,749,704,391,569
401192,"Pneumatic tyres, of rubber, new, of a kind used on agricultural or forestry vehicles and machines ...""",1392,594,473,377,397,0,0,0,0,0,,43942,43167,35154,28280,23414,0,0,0,0,0,,12223,6403,6621,4531,5834,1,0,0,0,0
600521,"Unbleached or bleached cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,5132,2653,3125,3701,4602,5487,7605,2231,2054,1196,,4509,2713,4137,3437,3783,4290,5309,5554,4643,4164
600523,"Cotton warp knit fabrics of yarns of different colours """"incl. those made on galloon knitting ...""",0,0,0,0,0,0,0,0,0,0,,142,268,19,914,91,938,640,2310,1417,301,,6,4,4,2,7,4,53,23,10,22
600535,"Warp knit fabrics of synthetic fibres, antimalarial, of a width of > 30 cm",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,42391,49979,41533,26062,32686,,0,0,0,0,13,110,112,335,424,422
600537,"Dyed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,57829,70599,70263,78550,82046,,0,0,0,0,5,9878,11908,13487,13278,19385
600610,"Fabrics, knitted or crocheted, of a width of > 30 cm, of wool or fine animal hair (excluding ...""",0,2,8,0,0,0,0,0,0,0,,4452,4569,5536,6775,3941,2613,2594,3527,960,2257,,900,1011,484,235,380,693,1051,1288,629,634
600631,"Unbleached or bleached fabrics, knitted or crocheted, of synthetic fibres, of a width of > ...""",0,17,0,0,0,0,0,17,0,0,,25875,32767,26253,32929,42814,39406,38426,36032,48350,88451,,6286,6267,5560,3621,3515,4603,4886,4777,5043,5911
600633,"Fabrics, knitted or crocheted, of synthetic fibres, of yarns of different colours, of a width ...""",1,0,0,0,0,0,0,0,0,0,,33222,28164,37624,41211,39489,42693,43963,45365,30252,38387,,9088,6719,2590,2404,4666,4999,6858,8495,12172,7733
610331,"Men's or boys' jackets and blazers of wool or fine animal hair, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,725,388,522,387,594,409,280,187,116,353,,1264,600,878,581,791,1128,1076,1238,1049,1572
610333,"Men's or boys' jackets and blazers of synthetic fibres, knitted or crocheted (excluding wind-jackets ...",0,0,0,0,0,0,0,0,1,0,,638,828,806,744,705,1961,1654,963,742,1107,,3625,5262,4710,4044,2641,4413,3476,3706,2562,2819
610349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials, ...",2,0,0,0,0,0,1,0,0,0,,2590,2601,1798,1367,1066,1777,2748,1939,1782,1276,,306,301,543,585,645,1166,1385,2585,2000,3002
610423,"Women's or girls' ensembles of synthetic fibres, knitted or crocheted (excluding ski ensembles ...",0,0,0,0,0,0,0,0,10,0,,1008,1157,1593,2333,1082,1489,1824,1776,1302,2383,,11633,1775,1798,1036,773,1092,1767,1816,2064,1332
611019,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of fine animal hair, knitted ...""",0,0,0,0,0,0,6,0,0,0,,1682,1719,1770,1833,1606,2143,2299,4073,2590,2747,,709,1271,1442,673,1023,1548,2261,1959,1376,2535
610722,"Men's or boys' nightshirts and pyjamas of man-made fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,1365,705,978,698,831,799,687,1450,1223,1242,,506,259,323,128,296,377,403,314,365,645
611249,"Women's or girls' swimwear of textile materials, knitted or crocheted (excluding synthetic ...",3,4,0,2,17,1,2,0,0,0,,1681,1259,1249,1165,2927,3561,1712,834,368,600,,285,368,209,64,201,214,374,276,112,168
620119,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",2,0,0,0,0,0,0,0,0,0,,1569,2162,1872,1949,2008,2124,2749,2725,2516,3636,,1317,465,806,444,522,1367,1736,1064,848,1097
620191,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",84,23,4,0,0,15,0,0,3,0,,2362,3125,3402,3035,2952,2867,1997,2656,1621,2375,,7506,7938,6539,4493,5429,7676,9817,8926,9570,11093
620829,Women's or girls' nightdresses and pyjamas of textile materials (excluding cotton and man-made ...,4,9,5,0,0,1,0,0,0,0,,1895,3040,2932,2961,1473,1525,1033,1494,2102,3086,,16127,1144,641,468,1404,2304,1393,2053,1638,2525
620891,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",11,2,14,0,2,0,2,0,0,0,,2863,3263,3157,3278,3340,4446,3877,5407,3060,4079,,14994,7921,6425,3334,2144,2845,3791,3908,3755,6524
620930,Babies' garments and clothing accessories of synthetic fibres (excluding knitted or crocheted ...,2,1,1,0,0,0,0,0,0,0,,2472,2472,2701,2859,2998,3197,3236,2629,2497,2779,,27119,31737,39869,23325,22397,30554,29913,28749,24909,24262
621112,Women's or girls' swimwear (excluding knitted or crocheted),3,2,5,2,1,0,0,0,0,0,,7634,5716,12700,11930,7193,6618,4962,6435,5005,5182,,1204,909,1164,522,570,1861,1279,1406,1047,1363
630120,"Blankets and travelling rugs of wool or fine animal hair (excluding electric, table covers, ...",12,11,13,31,0,3,1,0,0,0,,4165,4238,4005,3678,3590,4009,4236,3356,2869,4055,,10331,7655,6184,4980,3860,4045,4090,3622,3529,4457
630190,"Blankets and travelling rugs of textile materials (excluding of wool or fine animal hair, cotton ...",1,3,47,0,0,0,1,0,3,0,,5560,5852,6078,5614,3446,3861,4471,4432,2611,3677,,35626,1865,1638,1986,1045,922,879,757,788,951
630251,Table linen of cotton (excluding knitted or crocheted),3,0,1,1,0,0,11,16,0,0,,6338,6057,7485,6968,8589,9383,7799,6732,3832,3943,,7973,6341,4628,4156,3938,4075,5467,4644,3306,4027
630291,"Toilet linen and kitchen linen of cotton (excluding of terry fabrics, floorcloths, polishing ...",6,8,6,0,0,4,3,6,0,0,,17641,13422,15717,11675,12978,12463,11926,11509,8670,9515,,19488,7306,9218,6335,5466,6328,6763,6750,6356,7718
521039,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,479,1541,1365,1375,598,415,496,799,563,639,,314,353,218,351,312,597,733,832,754,1108
521111,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,1090,1934,1578,1464,1725,1244,1459,1406,1290,1441,,274,324,307,166,114,277,449,666,544,479
521152,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,560,1673,2901,3539,1453,444,226,0,4,145,,1236,1047,762,747,662,685,881,782,581,931
521211,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,259,627,401,199,1256,212,133,162,94,261,,23,24,27,60,193,366,322,112,85,302
521221,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,153,78,121,29,68,55,64,82,89,114,,5,6,4,14,12,6,62,22,38,22
521222,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,7,0,0,0,0,0,1,0,,58,5,5,127,0,41,911,197,172,63,,1,1,15,1,62,84,91,9,13,11
540246,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",0,0,0,0,0,0,0,0,0,0,,30620,36341,39219,36861,38551,41627,38962,39572,25306,44154,,4,89,152,55,69,54,70,66,59,116
540310,High-tenacity yarn of viscose rayon filament (excluding sewing thread and yarn put up for retail ...,0,0,0,0,0,0,0,0,0,0,,1471,1164,943,1003,981,1416,1372,948,843,1489,,298,253,118,153,229,361,218,181,220,298
540332,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,129,233,1009,249,280,283,123,146,42,106,,33,16,11,0,5,17,0,0,0,0
540751,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",0,0,5,59,37,53,8,4,13,0,,12985,8942,12709,13818,10626,9213,20567,20022,18157,22498,,3800,5063,4774,9092,6737,4276,4465,5513,4328,4409
540774,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,0,1,0,0,0,,584,796,1149,1116,1047,1002,1308,1960,2085,1969,,5128,2914,3444,1701,1034,375,398,397,164,331
540833,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,2,5,0,0,0,,7096,5785,6847,4031,3595,3022,2868,1854,1807,1609,,351,359,258,225,83,65,316,357,257,300
550120,"Filament tow as specified in Note 1 to chapter 55, of polyesters",0,0,0,0,0,0,0,0,0,0,,6875,10948,11872,5950,4230,3903,3772,1983,2194,3279,,56,69,264,168,150,886,828,724,719,698
550630,"Acrylic or modacrylic staple fibres, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,2187,1757,2943,1220,223,303,480,1072,868,1678,,134,377,249,725,388,238,996,659,705,1247
550911,Single yarn containing >= 85% nylon or other polyamide staple fibres by weight (excluding sewing ...,0,0,0,0,0,0,0,0,0,0,,10512,9122,7256,7580,8571,12028,14443,9756,5505,3983,,350,321,204,30,362,905,982,1478,1428,1097
550991,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,18,6,85,3,5,7,0,0,7,23,,60,74,111,112,727,195,614,279,398,1020
551020,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,12,128,7,82,0,0,14,82,109,7,,6,33,59,18,29,395,501,713,1405,584
551120,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, put up for retail ...",0,0,0,0,0,0,0,0,0,0,,6903,3967,5780,5470,3746,4966,4350,3524,4395,3576,,6385,8347,6328,1725,1174,1464,2931,2857,2053,3469
551211,"Woven fabrics containing >= 85% polyester staple fibres by weight, unbleached or bleached",19,27,35,0,0,1,0,4,10,0,,18775,18965,16434,14032,12241,13838,9651,6253,7825,6424,,2333,3193,2188,1445,872,1219,2060,1627,2956,4549
551319,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,1645,2112,1542,3104,3306,2281,806,394,421,501,,160,422,8,40,51,113,304,143,101,73
551331,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,1763,2084,2404,1678,1602,421,310,377,368,536,,94,43,66,82,11,51,89,58,13,28
560729,"Twine, cordage, ropes and cables, of sisal or other textile fibres of the genus Agave, whether ...",0,0,0,0,0,0,0,0,0,0,,3310,4073,2572,2466,1469,2217,4041,4028,3199,3242,,144,320,361,309,455,323,356,309,286,194
570220,"Floor coverings of coconut fibres """"coir"""", woven, whether or not made up""""",0,0,1,8,0,0,0,0,0,0,,626,1065,999,922,1232,1036,1508,1497,1366,3660,,763,875,583,475,319,436,518,428,147,281
570249,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",42,42,2,0,0,0,0,0,0,0,,3839,4953,3478,2501,3198,3110,3551,4456,4272,6591,,26157,2583,1679,1263,1721,2202,3146,3430,2097,2249
570291,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",2,5,0,0,0,0,0,0,0,0,,1970,2393,2209,2566,3026,2769,2686,2296,3739,3601,,294,457,369,396,426,699,663,812,430,543
580122,"Cut corduroy, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",0,0,0,0,0,0,0,0,0,0,,1302,283,362,186,114,69,257,365,298,214,,1055,1346,235,39,348,105,104,693,647,285
600199,"Pile fabrics, knitted or crocheted (excluding cotton or man-made fibres and """"long pile"""" ...""",0,0,0,0,0,0,0,0,0,0,,3702,18294,4736,3660,2063,1628,1084,1789,978,310,,1175,1948,995,313,1083,1492,1188,785,1011,1334
581091,"Embroidery of cotton on a textile fabric ground, in the piece, in strips or in motifs (excluding ...",2,0,0,0,2,1,2,0,4,0,,782,900,1147,937,860,850,887,548,323,346,,521,253,227,148,179,206,233,199,131,115
580220,"Terry towelling and similar woven terry fabrics (excluding those of cotton, narrow woven fabrics ...",0,0,0,0,0,0,0,0,0,0,,125,454,173,115,157,172,366,464,151,98,,470,475,238,332,22,364,416,325,470,437
580429,"Mechanically made lace in the piece, in strips or in motifs (excluding that of man-made fibres ...",0,1,0,0,0,0,0,0,0,0,,2555,2287,2709,2116,1392,832,444,756,163,164,,1496,637,682,460,413,591,525,265,154,218
701322,"Drinking glasses, stemware, of lead crystal",9,0,0,0,0,0,0,0,0,0,,3078,2200,3124,2081,1784,1903,2160,1555,1162,1475,,4452,4894,4229,1712,2357,1419,2210,2024,2494,3314
701610,"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar ...",0,4,1,2,3,2,3,2,2,0,,8970,7123,9281,7617,8250,5884,4774,5035,3625,3969,,19129,19753,17979,14953,10207,12329,12155,9711,8792,7949
691190,"Household and toilet articles, of porcelain or china (excluding tableware and kitchenware, ...",9,2,0,0,0,0,0,0,0,0,,14709,16034,18409,18740,12947,10424,12494,11310,11133,34603,,1281,862,596,490,904,1365,1606,1254,1025,1427
722100,"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,32525,29643,36331,21502,48252,47685,32631,15300,11949,13569,,153,38,64,84,95,120,73,1839,3178,6787
722219,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only extruded (excluding ...",0,0,0,0,0,0,0,0,0,0,,29470,29380,32575,31367,26536,27709,31581,28096,20172,25293,,1128,682,1021,621,570,585,772,897,399,599
722692,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...""",0,0,23,38,21,0,0,0,1,0,,83791,71868,76379,72733,59673,65970,81179,70956,59448,86147,,4624,3628,4812,4897,4226,4794,5475,5546,3604,5235
722710,"Bars and rods of high-speed steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,4264,3069,3569,2102,1973,980,1104,1136,638,899,,0,0,0,0,0,0,0,0,0,0
722490,Semi-finished products of alloy steel other than stainless,0,0,0,0,0,0,0,1370,0,0,,55323,41661,43867,32571,43539,30182,25371,38001,43931,38358,,7573,7929,1839,1104,1244,611,1311,3667,5178,3211
731450,"Expanded metal, of iron or steel",3,15,123,24,5,0,1,0,0,0,,14446,12735,12308,11222,8423,10406,11222,10730,11901,18441,,1852,683,1426,923,732,2647,2739,5929,5103,8518
630391,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of cotton (excluding knitted ...",2,50,0,47,6,8,0,0,0,0,,12798,15405,16877,16917,13642,8408,7837,8946,8650,6660,,8718,7543,6495,4990,3668,3813,4843,4256,5161,3944
640220,"Footwear with outer soles and uppers of rubber or plastics, with upper straps or thongs assembled ...",0,0,0,0,0,0,0,2,0,0,,8986,19219,17145,14225,8198,7430,8680,7795,4758,7253,,5300,5324,4639,3476,2824,4148,4631,4480,3281,3393
640312,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles of rubber, plastics, ...",0,0,0,0,0,0,0,0,0,0,,3488,8155,5212,2402,3072,2374,943,1264,768,704,,97,143,63,38,11,52,88,30,27,15
690790,"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and ...",3,4,124,3,6,0,0,0,0,0,,10520,8860,11865,13349,14459,0,0,0,0,0,,219087,272636,221781,100882,60645,448,0,0,0,0
690890,"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the ...",21,28,16,1,5,0,0,0,0,0,,36624,36351,36760,38258,35655,0,0,0,0,0,,439443,450202,445395,236020,234488,362,0,0,0,0
710812,"Gold, incl. gold plated with platinum, unwrought, for non-monetary purposes (excluding gold ...",0,0,0,0,0,0,0,0,0,0,,33803949,31650160,20754187,19077283,17518244,19609612,20130676,16971877,20191596,27215404,,905,4910,110905,148806,11451,1931,9353,13012,20900,15771
711031,"Rhodium, unwrought or in powder form",0,0,0,0,0,0,5,0,0,0,,229646,184130,191334,179850,129346,201016,455224,875258,3091482,5433618,,39,92,78,104,300,261,988,23632,6233,11118
711100,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured",0,0,0,0,0,0,0,0,0,0,,1440,2113,3559,2816,23922,12509,10939,28369,15629,2658,,0,0,0,0,0,0,0,78,13,0
720120,"Non-alloy pig iron in pigs, blocks or other primary forms, containing by weight >= 0,5% phosphorus",0,0,0,0,0,0,0,0,0,0,,529,350,489,556,354,424,178,377,230,217,,0,0,6,0,0,0,4,0,0,0
720249,"Ferro-chromium, containing by weight <= 4% of carbon",0,0,0,0,0,0,0,0,0,0,,7864,6732,9856,7036,8915,8662,10342,5822,3080,11304,,342,278,789,434,8330,5390,5496,5887,6529,10215
720390,"Spongy ferrous products, obtained from molten pig iron by atomisation, iron of a purity of ...",0,0,0,10,0,4,9,0,0,0,,5142,4565,3514,1477,15778,154244,212853,269317,166661,263194,,43,2,1,10,3,12,15,1,28,82
720711,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",448,647,708,585,374,78,0,0,0,0,,26826,5538,1738,1106,1301,2007,3216,2193,4325,9649,,5602,7416,2212,914,381,23425,81912,154943,9462,2691
720810,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,29521,18596,16529,14165,12909,17282,16109,7910,12465,17372,,0,1489,1712,590,546,1174,570,217,577,7092
720827,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,253920,175752,154378,153229,179473,214291,218065,194689,157396,254667,,645,8,201,1485,10674,4747,4910,688,903,794
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,93607,148422,100799,61056,64137,98933,65247,53476,50089,79369,,64885,73550,46177,40265,42286,108289,165454,160620,116679,269930
720925,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",1,6,7,0,0,0,0,0,2,0,,5925,4612,4770,3934,2093,3669,3201,3492,2610,3331,,543,825,892,649,118,653,215,1050,492,79
721061,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,18261,25370,29966,26463,24076,41775,26747,18559,14116,39114,,15346,55957,29302,10693,13945,20481,21564,25011,3890,15665
721113,"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed ...""",0,0,0,0,0,0,0,0,0,0,,5673,13946,5659,1915,2640,1239,2067,6470,7242,84531,,541,493,327,105,57,726,1901,111,394,72
721210,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",10,12,0,1,0,0,0,0,0,0,,17689,21089,24542,16017,14206,18327,13281,12529,13724,19638,,1139,923,660,487,725,1308,1134,1541,1657,1406
721399,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel (excluding ...",0,0,0,0,0,0,0,0,0,0,,47732,46401,48114,28134,24040,26356,20088,12028,8798,17729,,185,101,106,29,0,77,82,87,72,92
721491,"Bars and rods, of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or ...""",1,0,1,0,0,0,0,0,0,0,,102502,95697,90418,69204,61181,63097,60531,39389,32404,59969,,26216,22210,14224,9954,10566,14181,14469,13355,7680,11142
