Product code,Product label,"Singapore's imports from Korea, Republic of-Value in 2012","Singapore's imports from Korea, Republic of-Value in 2013","Singapore's imports from Korea, Republic of-Value in 2014","Singapore's imports from Korea, Republic of-Value in 2015","Singapore's imports from Korea, Republic of-Value in 2016","Singapore's imports from Korea, Republic of-Value in 2017","Singapore's imports from Korea, Republic of-Value in 2018","Singapore's imports from Korea, Republic of-Value in 2019","Singapore's imports from Korea, Republic of-Value in 2020","Singapore's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
701790,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ...",134,81,74,6,33,1,2,9,13,6,,1848,1671,889,486,742,623,563,1357,2361,1394,,16741,27241,34591,30835,26742,26036,25317,26613,21299,54332
620441,Women's or girls' dresses of wool or fine animal hair (excluding knitted or crocheted and  ...,307,129,4,2,6,1785,3,8,4,6,,1910,1678,3267,1828,858,907,613,945,911,1335,,1992,2046,1636,1718,1948,4424,4908,5767,5866,5902
740322,"Copper-tin base alloys """"bronze"""" unwrought""""",272,144,33,0,55,0,2,3,5,6,,23888,27407,26828,20456,18199,23868,32333,31257,22082,29839,,2634,1760,425,1285,1220,1925,1015,1946,566,998
846040,"Honing or lapping machines, for working metals, metal carbides or cermets (excluding gear cutting, ...",1,0,44,0,91,925,1,94,0,6,,6347,6464,7143,6803,7751,6016,14168,7185,3942,2335,,3735,1389,1798,1453,3592,1918,1559,1467,893,1098
430310,Articles of apparel and clothing accessories of furskin (excluding gloves made of leather and ...,0,1,0,0,76,0,1,4,3,6,,11807,12419,15790,12073,11934,13214,19193,15714,8040,8325,,1808,2362,4058,3091,2266,4067,4814,3663,3627,4976
950440,Playing cards,19,2,192,97,6,5,1,2,49,6,,1417,332,307,1167,976,1200,1306,1860,3631,7426,,25514,21450,15194,13772,17635,17147,16419,14154,10117,21535
911390,"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s.",1,27,326,733,71,90,128,310,212,5,,660,706,1943,2239,3149,4458,3827,3970,800,8702,,10183,8764,11843,13660,11848,18029,19392,18607,16977,17267
282890,"Hypochlorites, chlorites and hypobromites (excluding calcium hypochlorites)",31,31,16,0,0,0,0,0,0,5,,1609,1608,903,243,423,723,539,331,415,303,,2896,3051,2904,1380,1138,1463,1072,2887,3678,4484
847621,Automatic beverage-vending machines incorporating heating or refrigerating devices,5,45,106,69,25,1,1,246,313,5,,6575,4876,4453,4382,4234,3593,4635,3054,1889,1058,,3309,1753,3672,2454,2405,3508,4163,4058,1450,1878
681019,"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone (excluding ...",14,39,7,9,5,230,276,28,22,5,,21837,28152,29574,13453,3634,4460,3308,2555,2138,2203,,8614,14426,17798,15872,9817,22160,29415,31005,19220,21001
621410,"Shawls, scarves, mufflers, mantillas, veils and similar articles of silk or silk waste (excluding ...",13,14,7,3,350,7,42,19,30,5,,3373,3334,3788,3194,2213,2309,2131,2135,1246,1343,,12416,12499,14366,15479,18655,17212,28282,25447,15310,13932
611529,"Pantyhose and tights of textile materials, knitted or crocheted (excluding graduated compression ...",44,47,17,6,9,10,24,32,6,5,,10398,8405,7597,2873,2455,1725,2394,1657,910,691,,2732,2983,3348,4786,3070,4193,3453,978,378,1135
611190,"Babies' garments and clothing accessories of textile materials, knitted or crocheted (excluding ...",11,14,0,8,18,4,12,9,20,5,,218,621,739,834,613,389,888,1043,967,693,,6286,6083,6205,9999,9051,11997,12308,14807,5451,2844
560900,"Articles of yarn, strip or the like of heading 5404 or 5405, or of twine, cordage, ropes or ...",701,436,228,85,81,32,26,33,204,5,,8858,7770,10624,10148,9363,10356,9273,8042,7995,9751,,4988,3583,3601,3020,2522,3083,2283,2558,3223,2209
630232,"Bedlinen of man-made fibres (excluding printed, knitted or crocheted)",0,0,0,0,0,0,0,0,0,5,,225,124,399,74,98,50,56,533,79,136,,1168,1644,1471,1054,917,630,1591,1211,828,1350
620333,"Men's or boys' jackets and blazers of synthetic fibres (excluding knitted or crocheted, and ...",9,3,1,0,3,2,36,9,1,5,,8719,6793,6575,8511,6102,6522,4450,3682,8770,21834,,4369,5854,4215,3602,3145,3526,4673,6041,4176,3828
620439,"Women's or girls' jackets and blazers of textile materials (excluding of wool, fine animal ...",30,16,81,5,12,34,14,15,16,5,,5105,5774,6248,6261,4594,2939,3721,9405,12485,20269,,9289,5284,10077,5642,8246,5094,5040,4954,3667,4829
846599,"Machine tools for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...""",1029,166,74,355,88,9,65,211,42,5,,15901,23625,26673,19912,26571,21019,23849,22317,20038,18165,,13221,3721,5150,5284,8221,7707,7052,2747,1702,2870
740620,"Copper powders, of lamellar structure, and flakes of copper (excluding grains of copper and ...",0,0,0,0,0,0,0,0,0,5,,7814,6997,5124,6107,13160,2905,2045,6738,5783,6621,,11360,9668,11146,15554,2737,1684,588,1052,1020,719
722699,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ...""",437,69,65,184,100,119,129,125,77,5,,20825,22895,23607,22958,18138,22019,19117,26048,22577,20694,,23563,6919,2336,1915,4403,3451,2749,2146,3588,2360
160552,"Scallops, incl. queen scallops, prepared or preserved (excluding smoked)",2,3,2,0,0,0,0,0,0,5,,0,8,8,14,12,13,17,17,12,62,,13021,21598,40465,43326,25984,22206,14522,10430,5724,4843
391110,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes, in primary ...",477,502,603,192,31,41,32,68,55,5,,274438,271587,350495,323721,285237,317566,316941,268905,280534,324295,,7442,5380,20727,24959,32428,34827,30040,12788,4587,3536
411420,Patent leather and patent laminated leather; metallised leather (excluding lacquered or metallised ...,0,0,0,38,0,1,0,0,0,5,,75298,100902,124485,123699,86378,63022,56982,42345,21779,39027,,1441,413,419,477,446,272,420,690,403,402
401033,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",0,2,9,5,3,2,15,1,2,5,,1927,3276,3825,3986,6829,5084,4370,3619,3593,4022,,91,126,268,238,162,284,734,988,760,1555
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious ...",4,0,16,0,0,3,0,0,0,5,,73,33,10,143,274,313,99,70,65,192,,866,608,1249,771,4486,1921,2655,2820,1840,1182
880521,Air combat simulators and parts thereof,0,0,0,0,0,23,0,0,0,5,,0,1672,896,339,62,18400,1073,6834,13918,154,,13992,13411,309,20575,11497,533,324,551,230,624
846820,"Gas-operated machinery and apparatus for soldering, brazing, welding or surface tempering (excluding ...",147,25,37,11,2,0,132,40,1,5,,12920,23986,9887,13354,9619,8755,11186,10033,6214,8599,,3284,3150,2841,1694,3340,2573,1277,2071,1969,1448
844900,"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, ...",0,0,0,3,2,0,15,0,0,5,,13529,18151,19145,15238,22633,13450,16165,12197,15181,5606,,3999,4444,4542,27812,15045,17446,22960,11205,20323,17655
850213,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",4579,1390,0,0,13,0,2,23,352,5,,598472,337338,351047,350315,252488,132750,131023,93011,130496,145742,,209235,227251,222217,222791,156917,96891,168321,186345,106242,101399
900510,Binoculars,44,45,87,23,38,5,11,0,0,5,,1379,660,934,344,347,8148,579,834,310,1242,,10568,7707,4114,5144,7160,3165,4545,6918,1502,1637
60311,"Fresh cut roses and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,5,,27016,14609,7702,3235,2360,1877,1590,1640,1484,1173,,1329,1483,1478,1642,1566,1772,2065,2283,1721,1961
392340,"Spools, cops, bobbins and similar supports, of plastics",1314,11,67,189,313,140,6,10,114,5,,61803,58133,61580,61983,71080,81166,90761,97343,107402,116485,,11023,46551,109131,29512,13456,18671,17850,11902,15102,21289
490210,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...",31,27,25,21,14,23,17,2,5,5,,330,304,304,290,207,162,575,1299,4833,5845,,11077,11398,9113,7041,7836,6086,6425,5251,2064,2296
490599,"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps and topographical ...",33,4,4,8,13,5,7,10,2,5,,1,28,101,37,115,112,28,13,41,115,,20519,22070,23717,19890,14254,12802,9132,4231,2373,2863
370130,"Photographic plates and film in the flat, sensitised, unexposed, with any side > 255 mm",67,4,0,0,0,0,1,230,3,5,,15974,19405,18972,15872,16911,17231,21923,31862,31064,39506,,28503,25405,20298,18586,19311,18002,14609,11480,10780,12970
380869,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,4,0,5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16,102,58,335
844590,Machines for producing textile yarns and machines for preparing textile yarns for use on machines ...,64,1,0,0,0,0,0,0,4,5,,21018,15621,12471,9964,7919,9639,13168,5758,3420,6260,,551,51,182,89,490,379,214,183,168,638
842219,Dishwashing machines (excluding those of the household type),124,58,329,34,44,16,19,0,1,5,,4601,4472,3440,2845,3314,3817,4243,5002,3041,2914,,5284,6304,6359,6224,5206,7002,10176,6444,3987,7213
620930,Babies' garments and clothing accessories of synthetic fibres (excluding knitted or crocheted ...,9,37,11,6,6,11,7,3,0,5,,29,376,633,566,505,983,1002,896,744,444,,7756,10093,9928,13534,9596,8309,9058,2484,1832,2388
611249,"Women's or girls' swimwear of textile materials, knitted or crocheted (excluding synthetic ...",0,0,0,0,1,0,0,2,0,5,,201,101,410,397,183,507,174,380,67,13,,2869,2149,2609,2665,2755,3012,2556,2586,1091,1609
590699,"Rubberised textile fabrics (excluding knitted or crocheted textile fabrics, adhesive tape of ...",59,54,11,20,0,11,0,0,0,5,,6347,6174,5988,5146,10012,8067,8257,8127,6926,9097,,14666,12382,11732,5472,3547,3653,3138,3134,1931,2372
482020,Exercise books of paper or paperboard,13,8,1,17,18,2,1,0,5,5,,489,110,44,110,188,229,325,469,739,1234,,5141,4963,3545,3171,3153,2253,3541,2836,2304,2377
30792,"Molluscs, even in shell, frozen (excl. oysters, scallops of the genera Pecten, Chlamys or ...""",0,0,0,0,0,0,3,0,2,5,,0,0,0,0,0,10609,3499,6109,3715,18810,,0,0,0,0,0,0,3195,3372,2340,1779
842310,"Personal weighing machines, incl. baby scales; household scales",10,5,12,4,1,5,1,17,4,5,,59,96,193,390,1797,2772,584,298,531,638,,6145,7295,5721,5161,4609,5362,5758,5120,6320,9386
732391,"Table, kitchen or other household articles, and parts thereof, of cast iron, not enamelled ...",23,12,104,23,15,9,20,15,37,5,,282,436,248,204,1416,1054,754,552,825,670,,2095,2467,1786,1599,1428,907,1392,1735,2417,3365
732429,Baths of steel sheet,4,37,4,6,4,158,20,2,25,5,,1009,1041,3196,1979,816,689,675,781,1234,1192,,2193,1758,1840,2336,2150,3148,2991,538,268,679
740729,"Bars, rods and profiles of copper alloys, n.e.s. (excluding such articles of copper-zinc base ...""",2037,204,175,89,99,107,310,262,151,5,,9754,10631,12376,11219,11496,12012,14281,15412,9483,11723,,17439,13086,9648,10678,8631,6901,8046,7074,8165,10505
293329,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused imidazole ring, ...",23,30,45,61,30,31,0,1,0,5,,20688,19062,20443,21108,8449,12236,14381,16290,16757,24685,,21080,53498,5944,2606,3328,4581,4689,5427,6207,9817
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",29,36,120,73,0,0,0,6,0,5,,1594,1412,245,294,210,170,165,182,256,212,,1731,1420,2911,1829,1698,1789,1719,1530,546,544
30611,"Frozen rock lobster and other sea crawfish """"Palinurus spp."""", """"Panulirus spp."""" and """"Jasus ...""",0,0,0,0,0,0,0,0,7,5,,84,66,1,2674,1839,60,19,1,14,31,,2176,2512,1017,1432,1554,1584,4168,5237,3136,3868
844180,"Machinery for making up paper pulp, paper or paperboard, n.e.s.",347,35,18,1294,484,270,10,13,538,5,,15327,16420,14441,10145,7664,14517,18302,6998,6871,8921,,6248,8691,6637,9479,6874,8845,5967,2150,3803,2671
851519,Brazing or soldering machines (excluding soldering irons and guns),388,0,390,5,72,61,52,25,296,5,,12049,17892,7309,2442,3654,3946,6773,8175,5717,7250,,5474,4363,4319,4133,3908,7734,4308,5385,5494,3849
845390,"Parts of machinery for preparing, tanning or working hides, skins or leather or for making ...",3,0,0,2,0,1,0,0,30,5,,16572,17425,18258,22540,19569,19263,23845,25557,17244,18020,,870,1272,1069,1292,686,1091,1209,584,524,309
600490,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",8,50,6,30,155,33,35,12,4,5,,2264,2730,2426,2039,2340,3000,4034,4434,5104,5833,,549,247,169,299,992,149,300,163,394,348
640291,"Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excluding waterproof ...",26,47,20,9,9,0,4,6,0,5,,1013,1054,1080,576,833,819,946,1216,1972,1544,,2878,6722,9130,7038,5349,7313,7280,9989,10238,9713
720853,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",11,0,0,104,0,0,0,0,0,5,,2053,6052,4771,2028,2661,7935,18711,6346,2908,4146,,8051,6682,10894,4440,2064,2796,3795,2595,5375,12201
200921,"Grapefruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,1,0,2,2,5,,0,0,0,1,14,21,14,14,12,100,,186,121,114,78,87,154,142,137,129,131
200559,"Unshelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",4,2,3,0,3,0,1,1,3,5,,701,789,831,551,545,449,560,641,632,738,,3283,3462,4199,3263,3191,3222,2905,3074,4276,2154
220291,Non-alcoholic beer <= 0.5% vol alc,0,0,0,0,0,0,1,0,3,5,,0,0,0,0,0,555,718,374,2041,1809,,0,0,0,0,0,0,436,491,779,1014
290376,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",0,0,0,0,0,0,21,46,5,5,,95,320,0,0,525,1549,907,640,1042,1527,,273,509,1154,1064,1872,1588,2236,3458,2959,4397
720690,"Iron and non-alloy steel, in puddled bars or other primary forms (excluding ingots, remelted ...",137,215,737,31,52,0,55,0,0,5,,381,628,155,390,556,677,1328,174,167,566,,6477,2764,5178,3917,3383,2876,3952,956,560,405
551313,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",30,0,0,0,0,0,0,0,0,5,,841,131,446,305,743,1617,1475,1349,1332,1126,,803,1723,1100,452,694,957,1067,1076,339,461
853922,Filament lamps of a power <= 200 W and for a voltage > 100 V (excluding tungsten halogen filament ...,2,14,2,3,3,7,46,82,35,5,,7690,9736,7095,5625,6559,5545,5013,4186,4043,4244,,4413,7993,2508,1529,1731,3849,1637,1193,1196,610
902990,"Parts and accessories for revolution counters, production counters, taximeters, milometers, ...",8,149,24,1,10,11,9,1,4,5,,72455,53357,34896,26896,31200,24656,20155,22266,34084,9550,,4693,5482,6362,3519,3407,10835,31563,27473,57190,6352
950710,Fishing rods,159,361,242,112,247,55,86,14,9,5,,20420,19634,21154,18374,16519,18005,18919,17676,15309,21325,,24740,22565,21754,17387,21674,20247,29481,30355,17613,23014
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",0,0,7,17,23,16,0,36,0,5,,35,3,716,492,12,17,333,62,27,21,,337,1067,2728,1390,338,911,1122,11036,5418,5750
441911,"Bread boards, chopping boards and similar boards, of bamboo",0,0,0,0,0,0,0,15,1,5,,0,0,0,0,0,18,18,25,55,32,,0,0,0,0,0,0,184,333,375,455
30579,"Fish fins and other edible fish offal, smoked, dried, salted or in brine (excluding heads, ...",0,1,1,0,1,0,2,1,2,5,,376,154,347,361,166,318,562,645,915,719,,374,467,349,217,367,789,5243,4472,3156,1969
620431,"Women's or girls' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",9,29,11,3,8,6,2,0,8,5,,6364,4116,3491,2589,1577,2242,1909,2790,3574,8003,,2479,1432,1363,1720,2021,3029,2945,4200,4471,5551
621139,"Men's or boys' tracksuits and other garments, n.e.s. of textile materials (excluding of cotton ...",0,62,9,7,0,2,56,6,28,5,,1372,2285,1198,2855,1997,1285,1151,2511,4205,4727,,6567,8014,7437,7527,5854,6739,11754,10134,8801,8129
901780,"Instruments for measuring length, for use in the hand, n.e.s.",40,22,42,51,28,23,7,21,7,5,,3446,7388,9163,9626,12218,11785,10763,9047,9828,11166,,46154,29194,14924,7311,5931,6112,6363,6617,4612,5567
900661,Electronic discharge lamp flashlight apparatus for photographic purposes,0,4,10,1,1,4,0,2,0,4,,2431,2564,1419,1732,1577,1424,1081,1367,541,515,,12360,12941,4989,2193,2963,2804,3136,2045,832,1240
851130,Distributors and ignition coils of a kind used for spark-ignition or compression-ignition internal ...,34,49,31,29,119,104,82,3,7,4,,29413,36002,37337,38668,63829,48868,43187,28834,17455,21922,,6956,5014,7081,4377,4035,5988,7766,10352,8201,10387
580710,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ...",101,38,4,1,0,7,1,6,6,4,,138521,145347,147959,129964,118366,88492,82120,76538,56036,68715,,2392,1708,1351,1215,860,973,969,697,748,974
30487,"Frozen fillets of tuna """"of the genus Thunnus"""", skipjack or stripe-bellied bonito """"Euthynnus ...""",0,24,1,1,8,24,5,0,3,4,,123190,185126,199200,197946,228321,261309,259197,238640,200901,273175,,5670,2991,5805,10700,6688,3719,4129,4645,4567,4275
110813,Potato starch,0,0,1,1,1,2,2,2,4,4,,8,52,105,168,226,167,122,190,426,751,,5454,4222,4299,3722,4297,4679,4825,4664,3731,4465
262040,"Slag, as and residues containing mainly aluminium",0,0,0,0,25,0,0,0,0,4,,1898,2417,2369,1218,537,141,383,825,813,4683,,45,100,152,13,25,0,0,0,172,232
200390,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",0,0,0,0,0,0,0,0,3,4,,491,30,5,188,51,167,102,234,237,204,,4545,5539,5029,5081,4550,4588,4528,4345,6943,4718
961610,"Scent sprays and similar toilet sprays, and mounts and heads therefor",74,49,23,4,21,2,10,27,12,4,,47487,47850,15499,17782,23735,25777,31515,31133,27752,11298,,15576,11354,658,2511,1536,2702,2956,2661,786,1169
910229,"Wrist-watches, whether or not incorporating a stop-watch facility, with hand winding only (excluding ...",244,29,57,93,118,54,38,9,16,4,,876,1088,675,598,1467,604,869,804,1099,1880,,82267,84370,85553,397472,473183,411506,392982,396636,277649,429854
911090,"Complete, unassembled or partly assembled clock movements """"movement sets""""; incomplete clock ...""",0,30,0,2,0,0,0,0,3,4,,29,34,17,11,39,23,33,35,14,19,,586,938,1523,640,395,286,127,174,342,144
570190,"Carpets and other textile floor coverings, of textile materials, knotted, whether or not made ...",42,79,8,0,2,2,0,8,1,4,,60,200,310,119,146,114,190,71,240,151,,5527,4606,4437,3296,3247,3017,3258,2893,1898,2930
680430,Hand sharpening or polishing stones,0,0,0,0,47,54,160,1,9,4,,1338,997,2246,1253,1671,1840,1148,2449,1864,2921,,522,2387,926,1591,1149,1183,2798,1581,1823,985
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,1,0,0,4,,0,0,0,0,0,780,2034,3965,3351,3535,,0,0,0,0,0,0,1379,1784,4109,5578
370242,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,54,4,,62,317,47,171,407,45,409,770,431,608,,8843,9787,10805,9875,10414,12712,4918,669,536,597
210330,"Mustard flour and meal, whether or not prepared, and mustard",8,95,12,13,12,20,10,7,9,4,,759,752,908,1006,635,778,810,718,988,1395,,1174,1340,1303,966,1158,1103,1173,1331,989,1279
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",1,0,0,35,91,99,18,16,0,4,,29942,71422,104137,48448,37261,40219,25772,29463,13218,23233,,9131,9918,10419,9545,7620,8194,9215,8904,7883,11291
620899,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",0,0,7,4,0,0,0,0,4,4,,2875,2308,639,991,1697,1903,1306,629,456,770,,6102,5615,5946,4439,3443,4150,3842,2817,1792,1859
630210,"Bedlinen, knitted or crocheted",14,0,0,1,0,16,0,12,1,4,,107,251,193,183,292,143,66,112,140,181,,4276,5819,5244,6643,7732,4784,4603,4925,4183,4907
100390,Barley (excluding seed for sowing),1,0,0,2,0,0,2,5,4,4,,127,135,87,99,228,538,842,193,263,237,,1011,520,845,822,305,314,152,239,553,671
110412,Rolled or flaked grains of oats,0,0,0,0,2,0,0,12,17,4,,0,0,3,33,21,3,0,0,37,14,,3616,4122,4238,3905,3994,4289,4271,4001,3714,4032
160417,"Prepared or preserved eels, whole or in pieces (excluding minced)",0,1,0,3,0,0,0,0,3,4,,2,147,4,17,47,25,82,140,81,801,,10787,5826,6889,6317,7566,5689,7584,7667,7116,9341
