Product code,Product label,India's imports from Russian Federation-Value in 2012,India's imports from Russian Federation-Value in 2013,India's imports from Russian Federation-Value in 2014,India's imports from Russian Federation-Value in 2015,India's imports from Russian Federation-Value in 2016,India's imports from Russian Federation-Value in 2017,India's imports from Russian Federation-Value in 2018,India's imports from Russian Federation-Value in 2019,India's imports from Russian Federation-Value in 2020,India's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
851521,Fully or partly automatic machines for resistance welding of metals,57,55,65,0,0,0,0,314,0,0,,3349,2660,4050,1510,1104,2212,1019,3566,2947,1974,,41178,50021,44294,45840,47150,25791,44020,83927,46917,75188
851539,"Machines for arc welding of metals, incl. plasma arc welding, neither fully nor partly automatic",49,0,0,0,0,21,21,0,6,0,,4809,3986,4075,3151,2371,3129,3772,4425,5210,8046,,34057,19472,21318,15978,14811,24645,47939,45550,39458,49283
851650,Microwave ovens,255,0,0,0,0,0,0,0,0,0,,2788,9315,6811,4177,4917,6065,8928,11694,10179,14169,,57431,51871,62940,61603,52887,65726,71247,63399,58793,93089
851679,"Electro-thermic appliances, for domestic use (excluding hairdressing appliances and hand dryers, ...",0,0,1,0,5,1,0,0,1720,0,,15176,45990,54620,20062,16429,17301,23756,25855,26429,38360,,39493,28895,32886,30736,27714,34256,42985,49066,47985,49157
841280,"Engines and motors (excluding steam turbines, internal combustion piston engine, hydraulic ...",40,0,0,27,365,0,0,10,1,0,,2232,1982,7756,2400,1772,1328,1991,1415,3108,691,,10081,12407,11292,11986,16583,8209,14433,10058,4697,10224
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engine",95,120,1,797,263,29,21,27,0,0,,64851,57509,47167,32458,41270,47906,48704,36241,33456,53384,,177773,143793,164621,139951,145641,175423,204867,180838,201965,306306
840140,"Parts of nuclear reactors, n.e.s. [Euratom]",0,0,0,4,0,0,0,0,0,0,,14311,21598,65634,115221,92780,273765,155335,87719,166645,210316,,1,0,0,21,0,0,0,11,0,0
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,645,60,50,9,377,4,0,0,2,0,,34639,41913,32089,18030,25573,42349,40805,44788,32462,35681,,274908,282641,257044,253253,304993,356993,423263,375379,327949,453277
841013,"Hydraulic turbines and water wheels, of a power > 10.000 kW (excluding hydraulic power engines ...",0,0,0,0,0,0,0,0,0,0,,3709,9606,0,14238,10895,0,0,0,3141,3483,,0,9209,442,3,0,19,9,4,0,378
841121,Turbopropellers of a power <= 1.100 kW,0,0,0,0,0,0,0,0,0,0,,1347,970,1093,800,656,413,911,1229,1159,858,,7440,2155,9249,1304,1,507,5442,5649,25018,6534
841182,Gas turbines of a power > 5.000 kW (excluding turbojets and turbopropellers),3992,0,0,0,0,0,0,0,0,0,,57099,46788,43365,49895,48311,79656,38308,72078,26574,44405,,29707,47741,84451,46415,67860,21543,49542,67022,52904,54791
740829,"Wire of copper alloys (other than copper-zinc alloys [brass], copper-nickel alloys [cupro-nickel] ...",0,0,0,0,18,12,0,0,0,0,,379,1840,1407,1721,2964,2508,1201,742,468,2829,,5135,4710,6017,3377,4883,7045,11819,12004,7416,9869
740919,"Plates, sheets and strip, of refined copper, not in coils, of a thickness of > 0,15 mm (excluding ...",12,2,3448,4,0,0,0,0,0,0,,13761,15668,12387,8823,7302,10256,12922,9969,8909,16039,,36774,43466,59206,50337,41249,47278,43869,38467,33162,60115
740931,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,2361,1821,1139,552,821,1163,1055,918,984,1106,,7399,10609,8299,6611,7483,10064,12702,9980,12944,26700
741129,"Tubes and pipes of copper alloys (excluding copper-zinc base alloys """"brass"""", copper-nickel ...""",0,0,0,6,0,0,0,0,0,0,,1829,1097,823,843,390,373,286,1010,257,380,,52114,43904,33008,24730,16146,18040,32715,20674,9435,11186
741910,"Chain and parts thereof, of copper (excluding watch chains, necklace chains and the like)",0,0,0,0,0,0,0,0,0,0,,0,2,15,6,12,14,12,108,4,10,,918,693,417,379,479,786,599,918,167,375
741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",0,0,0,0,0,0,0,0,0,0,,55759,28335,23946,3836,698,830,1634,1013,1332,1161,,240,796,783,976,861,2744,6125,2879,3461,6897
750512,"Bars, rods, profiles and wire, of nickel alloys, n.e.s. (excluding electrically insulated products)",0,51821,0,340,433,0,584,24,68,0,,24988,35001,22812,16002,16246,10103,15670,13615,13302,15617,,32673,132206,35050,30872,28458,35434,59309,76317,69479,82749
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",632,0,0,6,0,40,0,0,0,0,,702,236,439,953,315,223,2396,975,720,1689,,1311365,1284201,1490517,1437274,1330577,1833006,2486510,2046364,1810250,3141290
761010,"Doors, windows and their frames and thresholds for door, of aluminium (excluding door furniture)",0,0,0,0,0,0,0,0,0,0,,5347,4204,4735,6638,9080,3578,7286,7485,12027,13715,,8055,12489,11016,9434,11206,19268,17600,20700,9019,10008
761100,"Reservoirs, tanks, vats and similar containers, of aluminium, for any material (other than ...",0,0,0,0,0,0,0,0,0,0,,458,359,1265,2057,1073,924,3345,834,47,3792,,3176,4904,9604,4239,3881,10540,8998,12571,8658,8416
780419,"Lead plates; lead sheets, strip and foil, of a thickness """"excluding any backing"""" of > 0,2 ...""",0,0,0,0,0,0,0,0,0,0,,686,1059,928,712,1054,1752,1258,1576,1177,1540,,4204,1856,1719,1439,1896,1229,1334,1590,1148,768
790111,"Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc",557,628,4445,228,1492,0,5236,4143,1182,0,,101582,36845,96055,59180,97731,100428,59503,7621,30595,233,,84261,71268,185349,177891,435157,321820,391083,277200,219840,278765
790390,"Zinc powders and flakes (excluding grains of zinc, and spangles of heading 8308, and zinc dust)",0,0,0,0,0,0,0,0,0,0,,6,24,3,75,20,125,163,154,220,281,,2434,2358,2364,3305,4274,4316,5748,5202,3202,5118
790500,"Zinc plates, sheets, strip and foil",0,0,0,0,0,0,0,0,0,0,,1461,800,817,618,2396,1057,1190,324,761,365,,748,1725,1186,1772,1716,2162,2532,2560,1927,3589
810110,Tungsten powders,0,0,0,0,0,0,0,0,0,0,,4,66,213,4,81,78,51,78,70,13,,7137,13138,8741,4910,4570,4232,4782,4364,3661,4632
810295,"Molybdenum bars and rods (other than those obtained simply by sintering), profiles, plates, ...",0,0,0,57,0,0,0,0,0,0,,1206,1070,2350,915,404,261,156,105,169,114,,8871,4800,6023,5077,4571,3280,6451,6897,3492,8199
810297,Molybdenum waste and scrap (excluding ash and residues containing molybdenum),0,0,0,0,0,0,0,0,0,0,,0,0,0,34,79,295,876,845,350,652,,4,0,0,3,0,0,0,0,0,0
810411,"Unwrought magnesium, containing >= 99,8% by weight of magnesium",0,0,0,0,0,0,0,0,0,0,,11155,7958,11530,9651,7496,14428,11742,13934,23524,24181,,29934,29060,29323,27487,30199,36786,40581,40748,31540,58968
820140,"Axes, billhooks and similar hewing tools, with working parts of base metal (excluding ice axes)",0,0,0,0,0,0,0,0,0,0,,2629,2607,2057,1342,1180,1347,1213,1371,1288,1958,,939,1553,926,647,449,738,634,525,507,806
820320,"Pliers, incl. cutting pliers, pincers and tweezers for non-medical use and similar hand tools, ...",4,0,0,0,0,0,0,1,0,0,,1151,1158,1444,1334,1366,1886,2313,2227,2465,3629,,4905,4677,5984,5463,5034,5771,9417,10714,7698,13328
820730,"Interchangeable tools for pressing, stamping or punching",0,0,0,0,0,0,0,20,50,0,,2000,2864,5541,3303,923,2514,2638,2588,2467,3020,,62293,142564,157193,230014,156274,197897,177479,236064,208581,204161
830160,"Parts of padlocks, locks, clasps and frames with clasps, incorporating locks, of base metal, ...",1,0,0,0,0,0,0,0,0,0,,1001,1679,2094,2039,2182,2852,4261,3948,3860,3762,,22860,25750,42611,46091,46245,47981,41686,31472,24756,43138
830220,Castors with mountings of base metal,0,0,0,0,0,0,0,0,0,0,,156,204,488,256,149,278,474,357,436,592,,3391,2916,3299,2686,2666,3541,6761,6852,4885,7077
830300,"Armoured or reinforced safes, strongboxes and doors and safe deposit lockers for strongrooms, ...",0,0,0,0,0,0,0,0,0,0,,2282,3039,2922,1836,2031,3112,3639,4934,4263,7925,,8715,15464,12688,11836,10480,12254,22608,9458,4957,10830
830610,"Bells, gongs and the like, non-electric, of base metal (excluding musical instruments)",0,0,0,0,0,0,0,0,0,0,,515,806,428,374,538,421,555,450,505,753,,253,482,340,250,517,556,740,596,299,413
845290,"Furniture, bases and covers for sewing machines and parts thereof; other parts of sewing machines",1,0,0,0,0,0,0,0,0,0,,28,4208,66,50,117,166,223,532,533,791,,12565,15456,16229,18924,22706,22212,23088,22371,13423,21236
845420,"Ingot moulds and ladles, of a kind used in metallurgy or in metal foundries",0,0,0,0,0,0,0,0,0,0,,8515,6859,3870,1426,2759,1392,2588,13303,3720,8096,,12430,8062,15835,4889,11347,7122,7330,18317,4297,8295
845510,Mills for rolling metal tubes,1655,2616,547,2739,0,0,0,494,0,0,,3260,11282,1780,4672,7074,530,912,497,0,2263,,48758,11734,8279,12678,23021,21874,17366,15979,27425,12733
845522,Cold-rolling mills for metal (excluding tube mills),244,499,82,228,0,0,0,0,0,0,,218,720,181,47,161,508,353,806,857,550,,96692,28190,18603,13604,9742,14424,86901,69286,35823,64971
841790,"Parts of industrial or laboratory furnaces, non-electric, incl. incinerators, n.e.s.",80,297,0,0,27,19,0,0,0,0,,19003,25975,9199,2899,2260,1700,2625,7314,4821,8357,,199731,58190,66296,71645,47143,44469,68808,76599,61705,81408
841861,Heat pumps (excluding air conditioning machines of heading 8415),0,0,0,0,0,0,0,0,0,0,,66,1256,26,149,87,240,203,534,723,306,,3112,3480,4000,3102,5055,4404,7850,12727,7040,12948
841891,Furniture designed to receive refrigerating or freezing equipment,0,0,0,0,0,0,0,0,0,0,,2867,3681,3152,2585,1989,2599,2639,2757,3446,4863,,1169,769,307,855,726,1055,1338,2116,1714,1369
842091,Cylinders for calendering or other rolling machines (other than for metals or glass),0,0,0,0,0,0,0,0,0,0,,225,224,141,242,565,211,355,1302,625,863,,5083,3011,3397,3333,2478,2496,2561,2622,2250,3209
842482,"Agricultural or horticultural mechanical appliances, whether or not hand-operated, for projecting ...",0,0,0,0,0,40,0,0,0,0,,0,0,0,0,5,1927,2584,2830,2016,3906,,0,0,0,0,0,53469,57874,50707,85481,68806
842531,Winches and capstans powered by electric motor,0,0,0,0,0,0,0,214,0,0,,10944,10350,46562,4782,6969,3415,7199,7367,5377,10280,,6119,11692,4523,3921,5135,7057,4308,5172,3304,4846
842541,Built-in jacking systems of a type used in garages,0,0,0,0,0,0,0,0,0,0,,418,259,374,578,620,899,1572,1590,1248,2329,,703,1279,1241,1420,1318,1270,1493,1437,349,563
842620,Tower cranes,0,0,0,0,0,0,0,0,0,0,,1763,1100,1958,3862,4395,10294,15023,5517,5799,3725,,33991,24562,20032,18187,7196,11136,19674,29404,13292,5018
842710,"Self-propelled trucks fitted with lifting or handling equipment, powered by an electric motor",0,0,0,0,0,0,0,0,0,0,,497,950,936,1335,1705,2128,4959,4326,4617,5446,,18744,18724,22437,21434,24594,30341,52179,56360,32056,60112
842919,"Self-propelled bulldozers and angledozers, on wheels",0,0,0,0,0,0,0,0,0,0,,4556,1273,1201,662,2325,3615,2861,114,3202,1477,,11517,7732,5457,5680,13041,14053,8426,8516,10539,27072
843031,Self-propelled coal or rock cutters and tunnelling machinery (excluding hydraulically operated ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,108,0,367,181,,92450,91887,46919,31519,19152,65142,86186,35703,107226,70819
843069,"Earth moving machinery, not self-propelled, n.e.s.",0,0,0,0,0,0,0,0,0,0,,2116,4329,2131,1202,1269,2110,2056,2350,2419,3439,,126988,24514,25404,13261,13281,72532,21136,33310,17704,12404
843320,"Mowers, incl. cutter bars for tractor mounting (excluding mowers for lawns, parks or sports ...",0,0,0,0,0,0,0,0,0,0,,2681,2111,2639,3851,3881,6710,4993,5415,4364,7250,,296,179,177,243,352,298,441,2071,631,309
843340,"Straw or fodder balers, incl. pick-up balers",0,0,0,0,0,0,0,0,0,0,,2079,5335,7657,5198,5966,7820,9185,9403,8045,11271,,1190,881,1198,2279,1980,5166,6245,7377,6174,7799
843352,Threshing machinery (excluding combine harvester-threshers),0,0,0,0,0,0,0,0,0,0,,124,59,9467,2527,3879,1386,1188,985,4556,1948,,50,362,763,571,287,236,507,815,430,728
843680,"Agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.",0,0,0,0,0,0,0,0,138,0,,604,790,1476,4494,1219,1139,2371,3405,4817,18457,,6158,1310,5408,2077,4143,8624,6267,6114,4641,13590
843790,Parts of machinery used in the milling industry or for the working of cereals or dried leguminous ...,23,0,0,0,0,0,0,1,0,0,,2488,3524,1316,693,1219,1344,1222,1007,864,1478,,23713,22678,17827,15972,17210,16857,17011,16907,15531,21442
843840,"Brewery machinery (excluding centrifuges and filtering, heating or refrigerating equipment)",0,0,0,0,1344,0,0,0,0,0,,0,2801,1193,1464,3040,695,1137,3131,991,845,,3053,3272,1998,1759,4231,4338,2108,2676,605,916
843860,"Machinery for the industrial preparation of fruits, nuts or vegetables (excluding cooking and ...",0,0,0,0,0,0,0,1,0,0,,664,577,558,295,959,890,846,1162,1491,960,,10682,11206,10782,14131,16723,18359,19778,33057,10137,24799
843910,"Machinery for making pulp of fibrous cellulosic material (excluding autoclaves, boilers and ...",0,0,0,0,0,0,0,0,0,0,,11,95,122,266,39,94,235,11,243,109,,10271,944,1038,4883,6161,12222,5754,4771,47520,18067
843999,"Parts of machinery for making or finishing paper or paperboard, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1896,749,1093,624,500,1128,3756,2012,769,359,,34007,39132,56414,30255,33375,43289,36277,37222,32011,35227
844010,"Bookbinding machinery, incl. book-sewing machines (excluding machinery of heading 8441, general-purpose ...",0,0,0,0,0,0,0,0,0,0,,900,1108,420,1990,1040,327,564,927,209,757,,16245,11357,8408,10127,8706,10982,12813,17986,10348,6167
844140,"Machines for moulding articles in paper pulp, paper or paperboard (excluding drying equipment)",0,0,0,0,0,0,0,0,0,0,,0,767,391,369,249,136,57,635,37,97,,5913,3488,3293,4702,3713,11092,14854,13821,15132,20182
844311,"Offset printing machinery, reel fed",0,0,0,0,0,0,0,0,0,0,,254,33,218,411,50,1064,254,218,117,596,,36457,21960,5133,21497,11592,18846,25727,16106,2750,4374
844400,"Machines for extruding, drawing, texturing or cutting man-made textile materials",0,0,4,0,0,0,0,0,0,0,,156,154,76,449,48,381,275,97,22,50,,118852,94800,25696,26900,31509,84427,153750,51338,27655,60338
844530,Textile doubling or twisting machines,0,0,0,0,0,0,0,0,0,0,,3,65,44,1,7,74,0,15,0,0,,6969,8107,5145,15094,9060,9231,12691,8364,4619,14825
844590,Machines for producing textile yarns and machines for preparing textile yarns for use on machines ...,0,0,0,0,0,0,0,0,0,0,,25,295,41,5,91,22,57,1,1,347,,53983,51683,42858,45469,35272,31187,21285,31240,12454,32609
844711,"Circular knitting machines, with cylinder diameter <= 165 mm",0,0,0,0,0,0,0,0,0,0,,171,200,21,211,27,176,56,311,179,251,,21546,27189,33798,42159,39643,47041,27240,17082,19493,24959
844820,"Parts and accessories of machines for extruding, drawing, texturing or cutting man-made textile ...",4,0,0,0,0,0,0,0,0,0,,97,2,45,66,5,4,28,1,14,0,,26667,63940,56929,64845,66158,78813,74644,52531,36675,84733
410692,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,502,422,0,0,8,0,0,,0,0,0,0,0,0,1,0,0,0,,444,611,238,932,731,237,398,627,311,388
410711,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the whole hides and skins ...""",0,0,18,32,0,2273,935,695,193,0,,2086,1212,750,126,3,7,170,1,65,732,,6319,6324,7878,7812,7800,86483,90783,103878,71930,108889
401700,"Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s.",1,0,0,0,0,0,0,1,0,0,,2312,1271,844,319,321,214,345,321,424,662,,6805,7001,4219,4185,3038,3458,4207,3055,3214,3409
410150,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired ...""",43,0,0,0,0,0,0,0,0,0,,694,389,1667,2660,2412,2636,2973,1532,75,785,,4855,4644,4350,4192,6930,2610,4694,4807,3241,7099
440725,"Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,54,93,196,99,184,3434,8212,9322,5542,3488
440727,"Sapelli, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,45,0,,20,0,20,1,0,0,41,19,0,0
440793,"Maple """"Acer spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,39,94,131,226,225,281,323,312,479,,585,273,153,250,271,1658,1163,1226,858,1942
440795,"Ash """"Fraxinus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,34158,29945,27690,31975,35859,31982,32337,32998,17139,29935,,688,724,577,648,327,191,71,229,108,337
441294,"Laminated wood as blockboard, laminboard or battenboard (excluding of bamboo, plywood consisting ...",0,0,0,0,0,0,0,0,0,0,,5,9,0,52,82,125,417,130,19,105,,676,640,817,117,81,305,909,585,538,412
441300,"Metallised wood and other densified wood in blocks, plates, strips or profile shapes",0,0,0,0,0,0,0,0,0,0,,501,3731,9113,2112,419,1007,338,600,554,1347,,5351,4716,3115,3560,3509,3765,4642,3121,2546,3869
441510,"Cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood",1,35,0,1,0,0,0,0,0,0,,1782,2247,1547,1549,1819,3840,3655,2409,4319,26196,,3490,4497,3660,3776,3073,2625,2198,3719,2205,1775
450390,"Articles of natural cork (excluding cork in square or rectangular blocks, plates, sheets or ...",0,0,0,0,0,0,0,0,0,0,,6,6,6,4,10,18,28,20,40,53,,643,169,122,126,192,175,103,112,119,393
460121,"Mats, matting and screens of bamboo plaiting materials, flat-woven or bound together in parallel",0,0,0,0,0,0,0,0,0,0,,4,14,29,9,13,9,30,36,45,70,,787,710,674,593,455,519,293,511,361,396
460199,"Plaiting materials, plaits and similar products of non-vegetable plaiting materials, flat-woven ...",0,0,0,0,0,0,0,0,0,0,,4,2,19,6,6,13,12,36,22,33,,262,97,81,59,51,97,208,490,552,774
470100,"Mechanical wood pulp, not chemically treated",0,0,0,0,0,0,0,450,891,0,,0,2,0,2,0,0,0,12,8,693,,958,3276,1630,1100,741,1373,1562,1835,3075,2722
401169,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread (excluding of ...""",0,0,0,0,0,0,0,0,0,0,,2445,1484,1398,1897,3815,0,0,0,0,0,,1728,327,539,1031,941,1283,0,0,0,0
401194,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",0,0,0,0,0,0,0,0,0,0,,235,1797,3152,8418,11052,0,0,0,0,0,,11597,11637,9726,16747,16623,1003,0,0,0,0
401211,"Retreaded pneumatic tyres, of rubber, of a kind used on motor cars """"incl. station wagons ...""",0,0,0,0,0,0,0,0,0,0,,17,2,1,99,2,2,2,10,0,17,,39,21,136,45,0,10,22,153,0,10
401213,"Retreaded pneumatic tyres, of rubber, of a kind used on aircraft",0,0,0,7,0,97,0,0,0,0,,1,0,53,20,146,335,311,286,182,244,,3193,3459,2313,3912,6722,7130,10361,9216,4034,5908
401410,"Sheath contraceptives, of vulcanised rubber (excluding hard rubber)",0,0,0,0,0,0,0,0,0,0,,3555,2144,11548,7779,6369,6661,9069,10298,11369,14932,,1652,1420,1207,953,641,980,767,455,673,993
401490,"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ...",1,0,0,0,0,0,0,0,0,0,,764,1418,1181,1079,1074,898,867,995,986,1292,,14509,11120,5079,6011,5860,8251,15199,23028,19327,15938
400921,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,0,0,0,3,0,0,0,0,0,,4239,2416,2486,1896,2093,2507,3176,4495,4853,5824,,17664,15386,14930,12697,13998,19786,26418,26095,12768,28988
411320,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,0,,874,1058,849,265,264,402,716,721,650,838,,530,1030,1638,802,794,694,466,855,544,676
420211,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",0,0,0,0,0,0,0,0,1,0,,863,857,629,1215,822,813,1088,5472,14893,15275,,5389,4069,4233,5070,2133,931,1325,1535,726,1297
420221,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",5,0,7,1,0,0,0,0,0,0,,1485,2825,5188,4165,5895,5977,5463,6208,5434,5504,,15015,18708,20734,24583,28835,9572,16764,21269,12785,14987
420310,"Articles of apparel, of leather or composition leather (excluding clothing accessories, footware ...",0,0,10,0,0,0,0,0,0,0,,1126,1091,1876,1577,1469,2067,2141,2573,2297,2791,,1464,2218,2323,6242,3672,2756,2513,2296,2069,2175
420330,"Belts and bandoliers, of leather or composition leather",0,0,1,0,0,0,0,0,0,0,,587,598,1100,806,881,929,963,1087,881,1199,,10675,14176,15489,14677,13741,6741,7632,8387,4640,8582
430110,"Raw furskins of mink, whole, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,14632,25991,4384,2811,2263,3711,2595,3834,5311,11202,,0,0,0,0,20,0,0,0,0,0
430400,"Artificial fur and articles thereof (excluding gloves made of leather and artificial fur, footware ...",0,0,0,0,0,0,0,0,0,0,,391,356,229,295,298,432,732,745,791,944,,1109,1022,1074,467,492,789,720,693,389,609
440112,"Fuel wood, in logs, billets, twigs, faggots or similar forms, non-coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3708,6602,8678,8753,13450,,0,0,0,0,0,0,0,0,18,22
440321,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is =>15 ...""",0,0,0,0,0,11,0,0,0,0,,0,0,0,0,245,408592,333050,283508,235382,219578,,0,0,0,0,0,35792,33633,53523,97535,240153
440349,"Tropical wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",212,256,634,485,270,35,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,740815,750992,752180,500480,441372,365627,369542,362898,233239,388015
440391,"Oak """"Quercus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,21880,39049,48496,35440,32413,37759,35444,36541,39540,45237,,659,3815,1330,973,800,6310,1393,1184,726,2109
