Product code,Product label,Japan's imports from Singapore-Value in 2012,Japan's imports from Singapore-Value in 2013,Japan's imports from Singapore-Value in 2014,Japan's imports from Singapore-Value in 2015,Japan's imports from Singapore-Value in 2016,Japan's imports from Singapore-Value in 2017,Japan's imports from Singapore-Value in 2018,Japan's imports from Singapore-Value in 2019,Japan's imports from Singapore-Value in 2020,Japan's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
170220,"Maple sugar, in solid form, and maple syrup (excluding flavoured or coloured)",0,0,0,0,0,0,0,0,0,0,,153,252,240,225,178,115,287,217,94,161,,31062,31095,31292,26605,22638,22711,21119,21686,21403,29539
230320,"Beet-pulp, bagasse and other waste of sugar manufacture",0,0,0,0,0,0,0,0,0,0,,295,564,647,558,34,0,12,10,0,0,,123937,108111,91833,92111,53504,55316,67412,69202,64910,67004
230610,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,1181,765,631,811,715,798,536,398,494,486
230660,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,11,0,358,2489,611,46,0,1,0,0,,3023,15531,27930,48044,75486,115850,132046,168478,274524,337695
240210,"Cigars, cheroots and cigarillos containing tobacco",0,0,0,0,0,0,0,0,0,0,,2072,2489,3382,2961,3309,4961,7184,10401,8563,7797,,9511,12166,12848,11917,14301,22084,43009,134959,237211,154605
240311,Water-pipe tobacco (excluding tobacco-free. See subheading note 1.),0,0,0,0,0,0,0,0,0,0,,272,329,322,186,12,1,0,0,62,8,,14,14,31,23,41,54,145,251,796,2066
250810,Bentonite,215,99,89,54,0,0,0,0,0,0,,4167,5387,5004,5363,3944,3300,3121,2271,2315,3883,,51953,43833,41011,42414,31087,29863,43537,36315,31252,41633
251741,"Marble granules, chippings and powder, whether or not heat-treated",0,0,0,0,0,0,0,0,0,0,,609,562,532,456,192,95,86,221,145,87,,1093,993,1096,1042,830,1026,1064,1334,1727,2676
252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ...",0,0,0,0,0,0,0,0,0,0,,121,76,155,189,428,88,52,114,52,61,,44885,49747,53534,56600,43034,44126,42303,41850,29256,39747
252230,Hydraulic lime (excluding pure calcium oxide and calcium hydroxide),0,0,0,0,0,0,0,0,0,0,,52,17,4,3,16,4,329,524,822,103,,3,0,3,5,7,9,6,0,9,0
252310,Cement clinkers,0,0,0,0,0,0,0,0,0,0,,661,1794,821,169,995,483,51,132,177,125,,518,1019,736,595,726,946,1645,1330,641,1180
252390,"Cement, whether or not coloured (excluding portland cement and aluminous cement)",0,0,0,0,0,0,0,0,0,0,,772,883,1631,1755,1037,1196,1183,3290,2270,377,,1215,1060,1168,861,998,873,536,597,411,565
252530,Mica waste,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,,256,304,341,209,143,204,166,243,243,127
252800,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,11235,7504,9985,8625,5948,7883,7459,6929,4802,7364
260111,Non-agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,0,0,,71,221,13,27,18,318,14,0,9,0,,17269502,15600111,13928034,7994026,6135076,7880612,7543659,9025862,8465118,16057927
260200,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ...",0,0,0,0,0,0,0,0,0,0,,0,0,12544,8845,9806,6007,5730,14293,10,2,,273180,262983,234248,198068,145530,311016,349717,312440,163211,188266
261100,Tungsten ores and concentrates,0,0,0,0,0,0,0,0,0,0,,37,212,38,230,771,1340,96,4838,5371,4700,,12129,9117,6997,2673,711,1548,1906,240,0,0
261210,Uranium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,0,3,0,,0,0,0,0,0,0,6,0,0,0
190300,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ...",0,0,0,0,0,0,0,0,0,0,,411,390,284,288,225,161,271,736,354,340,,4031,3315,3196,3505,3290,4302,7775,57259,19424,7943
190520,"Gingerbread and the like, whether or not containing cocoa",0,0,0,0,0,0,0,0,0,0,,425,453,650,130,127,49,58,24,5,5,,147,136,100,44,31,146,250,171,238,791
200410,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen",0,0,0,0,0,0,0,0,0,0,,668,553,606,1427,975,990,516,412,663,330,,475288,430491,391930,399886,395806,426345,448493,482660,442298,477056
200600,"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar (drained, ...",0,0,0,0,0,0,0,0,0,0,,5392,5963,5195,5260,3788,3682,6185,5080,2389,2003,,34919,34823,33221,32130,26907,26220,25036,24743,23040,24551
200850,"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,110,188,136,92,96,120,129,64,20,41,,3087,3100,2751,2109,2663,3246,2291,2320,1510,1698
200989,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,23113,29195,31900,28878,27295,30937,34721,35014,35235,41751,,182756,202744,194670,146766,126574,154750,168456,134779,132453,139146
210130,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates ...",0,0,0,0,0,0,0,0,0,0,,204,252,306,1004,1338,755,705,580,224,212,,11000,8956,5197,2915,2477,2707,2945,3502,3865,4476
10511,"Live fowls of the species Gallus domesticus, weighing <= 185 g (excluding turkeys and guinea ...",0,0,0,0,0,0,0,0,0,0,,26,0,0,0,98,0,0,0,0,0,,10356,8559,7586,8419,8402,7066,9029,8385,6448,10869
20312,"Fresh or chilled hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,6,15,9,30,2,31,21,6,1,38,,2718,2053,3042,3510,4178,4034,4705,5127,5932,6857
20430,Frozen lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,260,82,51,26,21,212,52,258,7,11,,2844,3062,2661,3207,2000,2524,3014,3291,3895,2448
20442,"Frozen cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,1362,867,1393,1095,642,623,673,951,1067,1355,,16935,15217,22577,14040,13265,18207,24413,19145,19454,21416
20500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,0,0,134,82,0,0,0,0,0,0,,29584,29617,31200,33410,37286,39061,46690,47718,34970,34154
20610,Fresh or chilled edible offal of bovine animals,0,0,0,0,0,0,0,0,0,0,,1,0,38,95,207,3,30,23,13,2,,229972,269631,301706,341345,449539,489589,547255,633664,620272,799190
20712,"Frozen fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,9849,10106,4407,3097,3512,3208,2721,3228,8465,21858,,13560,11739,16107,21456,21524,25192,27729,31666,29116,39814
20742,"Frozen domestic ducks, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,164,104,259,383,512,727,378,460,303,584,,2878,2466,2812,2549,2570,2777,4694,5309,7849,8444
21012,"Bellies """"streaky"""" and cuts thereof of swine, salted, in brine, dried or smoked""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,4050,3750,5561,8606,9364,11404,10694,8955,6514,6727
282570,Molybdenum oxides and hydroxides,0,0,0,0,0,0,4,0,0,0,,997,555,1354,715,2018,1602,1891,2722,347,1900,,45669,35590,42399,34407,43298,30426,43326,52114,45561,38860
282732,Aluminium chloride,0,0,0,0,0,0,0,0,0,0,,1846,1525,556,1077,1177,1470,1027,1293,1153,1015,,200,117,1823,413,1766,9289,15251,14321,25141,27643
282741,Chloride oxides and chloride hydroxides of copper,0,0,0,0,0,0,0,0,0,0,,38,16,151,5,3,4,1,1,4,1,,447,292,265,115,216,121,127,237,124,163
282760,Iodides and iodide oxides (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,129,136,2107,121,147,209,248,467,187,421,,2907,8912,10953,8743,4744,3380,2783,3005,4349,4929
283311,Disodium sulphate,0,0,0,0,0,0,0,0,0,0,,132,282,216,68,880,204,266,3355,1248,1465,,19043,19049,16401,13841,14959,13350,15090,12961,11216,12028
283327,Sulphate of barium,0,0,0,0,0,0,0,0,0,0,,705,112,114,99,113,54,72,48,99,84,,15705,19206,14785,12541,9930,12764,11681,12091,9836,11468
283510,"Phosphinates """"hypophosphites"""" and phosphonates """"phosphites""""""""",0,0,0,0,0,0,0,0,0,0,,2091,1810,1696,2195,1911,1481,1245,876,988,1286,,12850,10393,11674,12867,11699,14523,14092,14533,12148,29121
283919,"Silicates of sodium, incl. commercial silicates (excluding sodium metasilicates)",0,0,0,0,0,0,0,0,0,0,,2286,1417,1135,1113,527,563,543,702,450,713,,25961,26295,24540,21725,21633,18858,22789,23392,16649,20786
284011,"Anhydrous disodium tetraborate """"refined borax""""""""",0,0,0,0,0,0,0,0,0,0,,0,78,1,0,0,7,1,2,0,3,,6542,6017,5524,5390,4860,5055,5336,6366,4601,5035
284190,"Salts of oxometallic or peroxometallic acids (excluding chromates, dichromates, peroxochromates, ...""",0,159,30,56,2,96,93,0,0,0,,1699,671,608,942,627,571,445,276,306,405,,100687,114969,171529,224524,192203,384340,744124,484252,309383,538124
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,0,,0,10,0,0,0,1,0,0,2,0,,242,300,172,33,83,226,488,242,55,45
284510,"Heavy water """"deuterium oxide"""" [Euratom]""""",0,0,0,0,0,0,0,0,0,0,,3,1,0,0,20,4,25,0,7,18,,613,339,1004,580,571,561,1132,740,331,1700
284610,Cerium compounds,0,54,0,0,0,0,0,0,0,0,,1316,416,422,527,301,637,660,329,116,79,,133267,58550,54670,47408,48263,55474,63636,58050,49762,61638
284990,"Carbides, whether or not chemically defined (excluding of calcium or silicon, and inorganic ...",0,4,0,4,21,0,0,0,0,0,,2767,1140,1237,743,408,327,794,218,283,387,,158164,110016,145007,112792,88167,97541,167528,120874,69572,132440
285210,"Compounds, inorganic or organic, of mercury, chemically defined (excluding amalgams)",0,0,0,0,0,0,0,0,0,0,,373,277,60,197,1005,320,12,18,859,224,,11,36,14,47,22,15,44,132,62,57
285310,"Cyanogen chloride """"chlorcyan""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0
290219,"Cyclanes, cyclenes and cycloterpenes (excluding cyclohexane)",0,0,0,0,0,0,0,0,0,0,,35018,15827,11739,1961,1293,2986,8596,3544,859,1953,,116391,90602,89866,101530,66594,82664,90001,69694,53386,47747
290313,"Chloroform """"trichloromethane""""""""",0,0,0,0,0,0,0,0,0,0,,117,67,2,22,10,331,81,57,329,143,,780,1097,2975,3460,1578,2726,6365,6033,1888,4885
290331,"Ethylene dibromide """"ISO"""" """"1,2-dibromoethane""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,44,13,6,33,12,11,38,8,0,50
290371,Chlorodifluoromethane,0,0,0,0,0,0,0,0,0,0,,6106,2839,2739,2081,1919,2513,3512,3108,2509,3103,,41101,36086,50698,47495,48252,61424,71330,62017,29389,66246
290378,"Perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,0,0,0,0,0,0,0,0,,932,717,1320,1071,837,0,0,0,59,23,,55,751,180,15,48,59,770,597,624,706
290399,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene, ...""",0,0,0,0,0,0,0,0,0,0,,1880,1063,848,600,863,541,1140,1133,1720,1883,,117056,101463,103438,89847,86791,88989,100292,105673,98700,96485
290490,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...",0,0,0,4,0,0,0,0,0,0,,821,423,183,74,97,410,0,0,0,0,,21263,23737,24296,22444,30224,0,0,0,0,0
290712,Cresols and their salts,4926,6038,3048,4302,1541,2287,3070,2088,0,0,,15808,12528,19181,19838,9323,11831,20301,4041,855,313,,34621,30749,21966,22597,17277,14483,21124,16200,14239,13943
290722,"Hydroquinone """"quinol"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,263,446,555,272,142,283,39,110,139,176,,7858,7168,1324,1249,1084,1288,1396,1745,1858,1762
291100,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ...",0,0,0,0,0,0,0,0,0,0,,403,79,203,431,370,323,241,195,216,104,,2628,2823,3021,3310,4863,2392,3184,3408,2130,1732
291260,Paraformaldehyde,0,0,0,0,0,0,0,0,0,0,,205,107,300,291,361,455,528,497,349,586,,15299,13823,17331,11764,10601,11776,12332,11064,8287,13508
291431,"Phenylacetone """"phenylpropan-2-one""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,20,7,16,0,0,0,0
291529,Salts of acetic acid (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,3922,3944,1287,1282,309,613,692,768,254,344,,7892,6201,6114,5123,5355,6523,7127,6982,6774,7475
291616,Binapacryl (ISO),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
291619,"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids ...",0,0,0,0,0,0,0,0,0,0,,587,467,484,688,968,1321,1650,1264,1551,2259,,12418,14640,23078,24274,34476,36902,36908,36508,31957,27425
291737,Dimethyl terephthalate,0,0,0,0,0,0,0,0,0,0,,0,0,0,65,11,0,0,0,0,0,,16346,11541,8670,6104,18936,28889,30960,23718,18335,26275
291899,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",3,10,14,0,7,0,0,0,0,0,,14491,25600,20864,14801,13156,7971,5780,8415,9184,8821,,95516,73663,67576,64937,68315,71666,92354,82254,60335,71078
291990,"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, ...""",0,0,0,0,0,0,0,0,0,0,,2717,1994,2208,2874,1219,1823,1526,2107,1800,2210,,30669,24448,28068,24703,23631,24321,23945,23081,28120,37253
292021,Dimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,40,75,216,16,51
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",25,0,0,0,0,0,0,0,10,0,,7069,13084,2842,1580,2322,631,515,436,325,328,,45137,35867,41464,36511,32990,34612,42130,39474,31256,37424
292213,Triethanolamine and its salts,66,2,4,3,3,0,0,0,0,0,,1038,2935,1859,1224,783,1885,0,0,0,0,,7842,7199,8709,7744,6321,0,0,0,0,0
292423,"2-Acetamidobenzoic acid """"N-acetylanthranilic acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,10,22,0,12,22,10,0,10,10
292519,"Imides and their derivatives; salts thereof (excluding saccharin and its salts, glutethimide ...",0,4,0,0,0,0,0,0,0,0,,369,436,397,586,621,418,851,1543,547,850,,19066,13112,13544,12627,12163,10639,12546,12717,9141,10654
293090,"Organo-sulphur compounds (excl. thiocarbamates and dithiocarbamates, thiuram mono-, di- or ...",0,38,0,0,6,110,0,0,0,0,,1400593,50469,59589,64182,59806,43077,33591,41843,28955,37287,,228604,254915,249222,242054,244452,256390,268108,241159,230482,272677
293120,Tributyltin compounds,0,0,0,0,0,0,0,0,0,0,,0,8,0,0,0,0,1,0,0,0,,149,28,29,21,35,31,7,41,54,87
950790,"Line fishing tackle n.e.s; fish landing nets, butterfly nets and similar nets; decoys and similar ...",0,2,0,0,0,0,4,0,6,0,,27938,36781,30469,31315,25354,28676,24867,21728,18380,18801,,97869,110334,108304,101542,121469,111464,106023,98336,105838,126015
960820,Felt-tipped and other porous-tipped pens and markers,0,0,0,0,0,0,0,0,0,0,,8134,10235,8230,8112,8284,9249,9127,8254,7521,7015,,41413,41722,41001,37196,37519,36287,41226,44210,38901,39628
960860,"Refills for ball-point pens, comprising the ball-point and ink-reservoir",11,10,0,0,0,0,0,0,0,0,,1743,1179,1305,2623,3403,2996,2656,2245,1793,1358,,2719,2381,2190,1824,1993,4626,5399,3369,2924,3927
961310,"Pocket lighters, gas fuelled, non-refillable",0,0,0,0,0,0,0,0,0,0,,155,79,47,79,228,262,2,1,290,574,,85170,76761,77108,67530,62741,46733,48020,44204,37734,35489
930520,"Parts and accessories of shotguns or rifles of heading 9303, n.e.s.",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3991,5139,5074,5969,6044,6785,7250,7895,6928,8126
940151,Seats of bamboo or rattan,0,0,0,0,0,0,0,0,0,0,,677,464,132,9,35,52,0,0,0,0,,18757,16958,17536,13838,12699,0,0,0,0,0
940179,"Seats, with metal frames (excluding upholstered, swivel seats with variable height adjustments ...",7,3,0,0,4,0,0,5,0,0,,811,1005,916,2268,646,822,702,403,234,482,,97600,110114,113682,106423,102624,106072,107581,112746,111846,153495
940421,"Mattresses of cellular rubber or plastics, whether or not covered",0,0,0,0,0,0,0,0,0,0,,196,226,284,276,111,145,125,978,293,7777,,103309,101719,94794,88610,94033,100942,99708,115070,126425,138055
940530,Electric lighting sets of a kind used for Christmas trees,0,0,0,0,0,0,0,0,0,0,,131,324,384,111,963,541,77,498,265,296,,4827,7194,6841,3724,3580,3296,2271,2130,1986,2088
940592,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of plastics, ...",0,0,18,2,0,0,0,0,0,0,,2311,2444,2603,2349,4132,1902,1651,2708,2260,2517,,14691,16037,16181,12479,10684,9449,8738,8833,8854,10519
950490,"Tables for casino games, automatic bowling alley equipment, and other funfair, table or parlour ...",330,256,233,36,150,4,3,16,5,0,,26694,15213,14722,9438,8844,15848,12713,12830,4114,6162,,1016814,666236,713865,482573,388287,498418,388949,265211,277294,290461
950619,Ski equipment for winter sports (other than skis and ski-fastenings [ski-bindings]),0,0,0,0,0,0,0,0,0,0,,252,352,82,156,194,146,113,127,615,24,,5209,5250,4814,3605,3273,3826,4564,3633,2450,3243
900640,Instant print cameras (excluding special cameras of subheading 9006.10 or 9006.30),0,0,4,0,0,0,0,0,0,0,,476,2473,696,679,281,788,908,1325,748,723,,9664,20090,12615,27964,11865,31675,25028,24458,17052,14025
900890,"Parts and accessories for image projectors, photographic enlargers and reducers, n.e.s.",0,0,0,0,0,0,0,0,0,0,,31183,37318,31831,28103,20291,17266,15668,16906,16818,16182,,7937,9125,3027,848,1137,873,584,530,977,573
903110,Machines for balancing mechanical parts,0,290,0,0,0,0,0,0,0,0,,3184,3832,7268,3888,2604,9213,4578,10506,1444,3046,,8356,9148,7394,5557,8995,7662,12073,7578,6160,6754
910129,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,172,0,0,9,0,0,10,0,,288156,266725,275972,212696,173022,236277,282763,297574,254185,492993,,104955,104413,135904,129709,158181,149617,140852,124565,63791,79625
901910,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus,6,0,19,0,0,2,5,401,128,0,,49865,66555,33332,20291,21564,21283,35907,50759,39978,34792,,383102,370865,363175,368698,417461,455802,429447,403803,394423,461774
732010,"Leaf-springs and leaves therefor, of iron or steel (excluding clock and watch springs and shock ...",0,0,0,2,0,0,0,9,0,0,,7961,12375,17868,16504,13082,9244,11621,7451,5393,5724,,70289,67540,71895,55554,52081,52968,51724,51768,43547,54585
732393,"Table, kitchen or other household articles, and parts thereof, of stainless steel (excluding ...",0,0,0,5,2,0,3,2,0,0,,18842,15230,19502,14996,13190,12545,19296,11575,8878,10142,,266432,268050,264972,227822,237132,213939,214012,208770,209132,268388
732394,"Table, kitchen or other household articles, and parts thereof, of iron other than cast iron ...",0,0,0,0,0,0,0,0,0,0,,1244,3361,5542,590,1875,1035,1244,1191,1227,703,,15101,15630,17984,20281,20803,18076,15417,14282,12792,15168
740329,"Copper alloys unwrought (excluding copper-zinc base alloys """"brass"""", copper-zinc base alloys ...""",10917,9557,12401,15779,22509,35535,23472,0,2,0,,13751,27346,45405,8120,12233,16078,16610,11421,8799,14307,,40702,37116,39044,34413,36653,36802,24051,430,654,447
740500,"Master alloys of copper (excluding phosphorus-copper compounds copper phosphide"""" containing ...""",0,0,0,0,0,0,0,0,0,0,,2596,2167,3571,489,775,353,467,405,1701,13307,,14073,7630,7788,10732,12406,8488,6513,8914,5776,7128
740929,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,6602,4046,14196,11714,12587,17808,19361,15445,15203,19696,,1778,1497,2526,1425,940,1010,1289,1905,1320,1000
730793,"Butt welding fittings of iron or steel (excluding cast iron or stainless steel products, and ...",40,6,4,0,5,25,0,3,2,0,,9906,12836,13529,10687,8007,3839,5901,16638,20617,17590,,39016,38502,41420,35991,37478,46324,42700,44678,33333,31464
700490,"Sheets of glass, drawn or blown, but not otherwise worked (excluding glass coloured throughout ...""",2836,0,0,0,0,0,0,0,0,0,,28,38,24,21,21,8,43,27,23,47,,34930,63315,46301,23377,19140,6932,6324,8085,11232,17107
701010,Glass ampoules,0,0,0,0,0,0,0,0,0,0,,49,110,79,19,173,491,193,376,27,15,,1488,614,490,972,153,297,54,158,56,538
730459,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",0,15,3,0,0,2,42,0,5,0,,10860,32774,43838,35605,13995,14188,29471,12528,21287,11671,,20955,15949,11185,6016,13090,8733,7144,8677,9817,9923
730490,"Tubes, pipes and hollow profiles, seamless, of non-circular cross-section, of iron or steel ...",0,9,0,0,0,0,0,2,3,0,,62153,96319,72187,33365,21912,26121,37559,25503,24278,23556,,3297,3067,2399,2225,2527,4289,5904,4919,3444,5902
730511,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,66531,48968,68270,14922,8350,29028,26221,49605,38964,33425,,112,4,16,671,0,33,54,36,292,602
730621,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",0,0,0,0,0,0,0,0,0,0,,7823,5177,7321,1555,261,3651,1195,222,123,153,,63,0,7,0,21,10,11,103,0,0
720260,Ferro-nickel,0,0,0,0,0,0,0,0,0,0,,4113,817,1983,3826,33,4276,214,190,9,19,,189159,178807,192052,110334,108540,102643,137708,99015,90570,95018
720280,Ferro-tungsten and ferro-silico-tungsten,0,0,0,0,0,0,0,0,0,0,,0,0,1,164,14,135,449,647,55,27,,35018,40927,35243,28748,17527,31903,33965,19606,17134,35109
720826,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,104,663,2933,1367,822,1366,913,1803,2956,4494,,148915,105111,111744,89122,90602,120385,128823,137809,100743,146292
720837,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,903,1470,2230,1315,1522,523,575,412,1188,979,,136026,99151,110823,83582,68357,83290,97793,104662,72771,78859
720918,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,22742,10895,16790,3330,5619,8416,9292,2072,1997,3226,,39740,47006,29163,25622,27032,40935,40631,47667,35676,46395
720928,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,3514,259,913,204,230,34,139,123,5,128,,11,226,200,169,126,151,134,143,109,178
