Product code,Product label,Saudi Arabia's imports from Singapore-Value in 2012,Saudi Arabia's imports from Singapore-Value in 2013,Saudi Arabia's imports from Singapore-Value in 2014,Saudi Arabia's imports from Singapore-Value in 2015,Saudi Arabia's imports from Singapore-Value in 2016,Saudi Arabia's imports from Singapore-Value in 2017,Saudi Arabia's imports from Singapore-Value in 2018,Saudi Arabia's imports from Singapore-Value in 2019,Saudi Arabia's imports from Singapore-Value in 2020,Saudi Arabia's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
540219,"High-tenacity filament yarn of nylon or other polyamides (excluding sewing thread, yarn put ...",0,0,0,0,0,0,0,0,0,0,,251,138,129,33,188,41,19,52,76,35,,214,1035,1311,1255,605,683,851,1049,569,3166
540245,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, untwisted ...",0,0,0,0,0,0,0,0,0,0,,200,237,191,270,205,184,92,95,107,125,,42,0,266,103,20,129,360,37,6,2
540247,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",0,0,0,0,0,0,0,0,0,0,,958,5516,10024,10195,15553,13577,11967,6001,1360,3056,,36,196,0,111,114,32,222,50,49,18
540259,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, with a twist ...",0,0,0,0,0,0,0,0,0,0,,74,20,22,0,35,52,53,1,0,0,,147,287,200,507,220,86,39,31,41,28
540262,"Multiple """"folded"""" or cabled filament yarn of polyester, incl. monofilament of < 67 decitex ...""",0,0,0,0,0,0,0,0,0,0,,380,44,107,280,996,1507,100,258,54,362,,405,718,288,689,262,357,402,841,985,1173
540342,"Multiple """"folded"""" or cabled filament yarn of cellulose acetate, incl. monofilament of < ...""",0,0,0,0,0,0,0,0,0,0,,9,16,0,27,9,3,0,0,0,0,,0,0,0,0,0,12,0,0,0,0
540419,Synthetic monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm (excluding ...,0,0,0,0,0,0,0,0,0,0,,2837,3039,4197,3333,3428,3095,7782,3589,3197,3974,,379,702,340,295,297,477,93,166,299,2979
540600,"Man-made filament yarn, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,0,0,0,0,,173,8528,18518,76,56,33,13,4,6,3,,0,135,54,6,73,22,57,180,139,113
540769,Woven fabrics of yarn containing >= 85% by weight of mixtures of textured and non-textured ...,108,0,0,0,0,0,0,0,0,0,,3287,1640,5986,2295,788,1185,874,1124,1115,848,,171084,143390,90360,91763,85592,72272,70154,50211,24116,35229
540794,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,144,72,2973,100,306,526,165,759,292,88,,7140,10522,12839,8718,10509,6406,3249,1282,29,98
550311,"Staple fibres of aramids, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,45,2911,993,16,8,2,47,2,17,2,,0,0,0,28,0,27,0,0,19,13
550610,"Staple fibres of nylon or other polyamides, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,2,2,0,3,2,2,,0,0,0,38,61,44,63,12,47,69
550912,"Multiple """"folded"""" or cabled yarn containing >= 85% nylon or other polyamide staple fibres ...""",0,0,0,0,0,0,0,0,0,0,,6,29,0,0,0,0,0,0,0,1,,0,0,0,20,19,0,58,7,27,0
550992,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,40,0,0,0,0,0,0,0,0,,35,0,0,0,2,121,199,495,49,7
551011,"Single yarn, containing >= 85% artificial staple fibres by weight (excluding sewing thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5551,17651,,53,0,0,125,1,21,15,15,21,99
551221,"Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, unbleached or ...",0,0,0,0,0,0,0,0,0,0,,257,12,80,8,34,4,5,4,23,7,,5816,2924,1035,609,96,2,0,50,62,161
551291,"Woven fabrics containing >= 85% synthetic staple fibres by weight, unbleached or bleached (excluding ...",0,0,0,0,0,0,0,0,0,0,,182,357,16,0,5,25,4,13,0,81,,0,38,54,51,0,61,0,9,70,44
551313,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,1036,1273,969,358,534,732,910,955,296,466,,483,1901,142,250,607,265,228,692,507,629
551323,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,194,70,27,180,119,476,191,286,127,219,,303,120,35,127,323,2469,1563,6286,743,680
551519,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,3721,2189,853,1209,936,347,965,381,928,1403,,3093,2516,2128,4467,3074,1849,2727,2051,1182,686
551599,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres, other than those ...",0,0,0,0,0,0,0,0,0,0,,996,410,240,156,357,35,133,60,234,140,,2831,1666,2828,4691,3849,895,1575,2245,1751,1871
551624,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,763,809,766,766,740,498,371,335,185,173,,78,87,454,66,11,153,184,239,462,350
560229,"Felt, not impregnated, coated, covered or laminated (excluding that of wool or fine animal ...",0,0,0,34,0,0,0,0,0,0,,659,718,807,215,863,239,243,104,211,172,,1569,1439,2606,3777,3336,2825,2610,2962,2204,3315
560811,Made-up knotted fishing nets of man-made textile materials (excluding landing nets),0,0,0,0,0,0,0,0,0,0,,9953,7640,6804,8563,7423,5566,5672,4496,5449,7716,,750,585,1263,1026,1148,772,396,983,966,357
570190,"Carpets and other textile floor coverings, of textile materials, knotted, whether or not made ...",0,0,0,0,0,0,0,0,0,0,,3472,2260,1543,2135,1438,602,1087,1107,662,806,,1091,1101,1092,1439,786,511,481,791,650,888
570231,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",0,0,0,0,0,0,0,0,0,0,,654,224,142,395,269,586,302,158,167,129,,14027,32092,18937,22114,18791,20802,11113,15182,1868,540
570292,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",0,0,0,0,0,0,0,0,0,0,,24,7,91,60,8,3,6,2,7,14,,29836,23357,19062,14753,11632,6505,7627,7847,4314,1831
570310,"Carpets and other floor coverings, of wool or fine animal hair, tufted """"needle punched"""", ...""",0,0,0,0,0,0,0,0,0,0,,970,2694,946,575,296,359,329,195,95,201,,3827,1288,1055,1672,1201,1792,2263,2619,3219,4821
570330,"Carpets and other floor coverings, of man-made textile materials, tufted """"needle punched"""", ...""",0,0,0,0,0,0,0,0,0,0,,3021,1985,1033,1596,1467,1446,1492,1456,1031,921,,40646,58976,127527,138409,73907,86488,92560,121105,129331,125177
580121,"Uncut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,18,35,4,0,2,0,0,0,0,0,,390,196,429,804,363,122,71,242,14,83
580123,"Cut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,24,190,0,0,0,25,0,3,18,47,,177,459,0,4,66,37,28,99,72,73
580410,"Tulles and other net fabrics (excluding woven, knitted or crocheted fabrics)",0,0,0,0,0,0,0,0,0,0,,481,480,92,140,375,299,446,271,567,462,,6739,12148,8337,5404,6398,3934,3987,4607,2310,3153
580430,"Handmade lace in the piece, in strips or in motifs (excluding fabrics of heading 6002 to 6006)",0,0,0,0,0,0,0,0,0,0,,886,1051,358,107,169,117,335,77,76,103,,0,0,77,564,96,4,41,244,3,78
580790,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ...",0,0,0,0,0,0,0,0,0,0,,1623,934,1333,1943,2619,3742,3718,2816,3213,1194,,146,160,93,291,1247,1248,1579,1639,63,25
581092,"Embroidery of man-made fibres on a textile fabric base, in the piece, in strips or in motifs ...",0,0,0,0,0,0,0,0,0,0,,1391,3636,1150,1148,455,730,242,298,222,290,,0,1005,393,410,817,992,1104,1889,2344,2020
590500,Textile wallcoverings,0,0,0,0,0,0,0,0,0,0,,33,128,279,185,294,255,206,352,144,532,,523,758,582,1776,1157,1903,2162,861,594,1049
390920,"Melamine resins, in primary forms",0,0,0,0,0,0,0,0,0,0,,24927,29033,33332,27006,23386,23498,26163,24940,20432,28370,,5535,4997,4932,4530,3250,2821,2265,1488,1174,1209
380991,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",29,0,0,0,0,0,0,0,0,0,,31162,16813,15980,15918,19694,30762,46031,40118,31348,37487,,14297,10908,7643,8698,8834,14674,14277,13579,14078,16257
390330,"Acrylonitrile-butadiene-styrene copolymers """"ABS"""", in primary forms""""",935,264,0,0,0,0,0,0,10,0,,34960,32517,27063,19394,18165,54617,67504,67449,50618,56795,,8818,9424,5367,5238,2843,1884,2286,2139,2136,1410
381900,Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ...,0,0,0,123,0,0,0,13,0,0,,11662,11875,9542,10432,14873,13460,12644,13443,13261,18056,,951,4234,2112,2036,1806,4758,6194,6123,6942,5899
382488,"Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,15
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3154,5699,5755,49020,,0,0,0,0,0,0,0,0,0,8
382590,"Residual products of the chemical or allied industries, n.e.s. (excluding waste)",0,0,0,0,0,0,73,0,0,0,,15,48,44,41,45,38,24,17,9,31,,3690,3703,3156,4275,2402,10421,1881,366,0,1
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",0,0,0,0,0,0,0,0,0,0,,14242,61641,120482,2867,2651,3595,2471,205,193,587,,0,0,0,4,9,0,4,4,23,113
292111,"Methylamine, dimethylamine or trimethylamine and their salts",0,0,0,0,0,0,0,0,0,0,,290,291,215,231,149,334,706,81,89,60,,890,745,0,77,10,321,41,588,445,726
292119,"Acyclic monoamines and their derivatives; salts thereof (excluding methylamine, dimethylamine, ...",0,0,0,0,0,0,0,0,0,0,,2454,3931,6020,2002,1695,1552,1040,641,1443,2859,,3581,5172,4867,4704,4293,3769,2826,1774,1705,1909
292121,Ethylenediamine and its salts,0,0,0,0,0,0,0,0,0,0,,10748,12303,8535,10798,6406,5762,15321,8547,4733,6488,,3660,1870,1119,1800,1865,955,1976,1149,1015,875
292142,Aniline derivatives and their salts,0,0,0,0,0,0,0,0,0,0,,795,216,138,129,42,161,65,31,32,43,,0,124,128,195,374,533,2414,1405,816,1857
292144,Diphenylamine and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,1528,1322,68,1,0,355,233,93,147,341,,0,730,1421,914,827,611,678,4,3,0
292217,Methyldiethanolamine and ethyldiethanolamine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,495,699,800,469,,0,0,0,0,0,0,0,0,0,6704
360500,Matches (excluding pyrotechnic articles of heading 3604),0,0,0,0,0,0,0,0,0,0,,49,15,13,35,17,18,25,17,137,13,,511,878,300,339,675,160,354,314,271,346
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",0,0,0,0,0,0,0,0,0,0,,841,1190,239,627,314,198,253,1139,2286,2320,,1042,1107,621,388,83,1411,624,483,205,663
370242,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,823,3132,3477,2550,3103,5280,3792,1646,1134,2892,,0,43,0,1,0,0,0,0,0,0
370244,"Photographic film """"incl. instant print film""""m, sensitised, in rolls, unexposed, without ...""",0,0,0,0,0,0,0,0,0,0,,2254,2280,6632,6434,1827,971,831,427,1008,1620,,266,229,175,94,40,43,43,24,14,18
370390,"Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography ...",0,0,0,0,0,0,0,0,0,0,,3011,2334,1417,676,699,590,413,541,487,894,,149,137,239,220,246,45,27,88,76,27
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",0,0,0,0,0,0,0,0,0,0,,2628,3586,2759,1141,714,1247,1316,1058,1662,3920,,0,98,114,39,173,67,62,60,32,97
370510,"Photographic plates and film, exposed and developed, for offset reproduction (excluding products ...",0,0,0,0,0,0,0,0,0,0,,4072,1024,458,215,325,636,0,0,0,0,,0,27,0,10,55,0,0,0,0,0
370690,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,0,,67,26,176,14,10,2,48,174,20,39,,0,0,0,2,0,1,0,0,0,0
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,0,0,0,0,0,0,0,0,0,0,,442,856,685,602,549,382,520,816,640,561,,1017,557,664,904,448,674,1123,810,1294,1676
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",283,210,244,0,0,61,0,0,0,0,,60332,74645,62726,54116,51224,57943,49867,43377,40644,43275,,6977,6727,7090,10001,15073,10714,6695,11336,10631,8907
292221,Aminohydroxynaphthalenesulphonic acids and their salts,0,0,0,0,0,0,0,0,0,0,,1,2,22,246,2,15,37,89,39,34,,0,120,864,2188,1014,391,1911,1207,33,1422
292244,"Tilidine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,2,0,0,,0,0,0,0,0,95,0,13,0,0
292419,"Acyclic amides, incl. acyclic carbamates, and their derivatives, and salts thereof (excluding ...",0,0,0,0,0,0,0,0,0,0,,2949,6054,6790,9117,10094,7158,4394,4601,6106,8120,,19829,15866,18294,10218,10254,11530,12066,9624,12522,14227
292421,Ureines and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,1844,1311,756,534,752,470,397,715,621,414,,0,47,0,5,4,11,3,35,0,2
292511,Saccharin and its salts,0,0,0,0,0,0,0,0,0,0,,84,124,88,177,166,198,141,247,114,81,,373,161,88,347,411,461,288,267,257,218
292620,"1-Cyanoguanidine """"dicyandiamide""""""""",0,0,0,0,0,0,0,0,0,0,,11,38,18,0,5,12,7,2,1,45,,0,35,0,6,0,0,29,0,0,33
292690,"Nitrile-function compounds (excluding acrylonitrile, 1-cyanoguanidine """"dicyandiamide"""", fenproporex ...""",0,0,0,0,0,0,0,0,0,0,,4210,6459,8306,11622,7802,8698,11726,13834,13555,15353,,2973,2245,3196,3114,2343,2793,4613,5855,5734,6969
293030,"Thiuram mono-, di- or tetrasulphides",0,0,0,0,0,0,0,0,0,0,,18,1,1202,1210,1068,17,82,1,2,25,,55,28,356,2,6,2,22,8,18,1
291521,Acetic acid,0,0,0,0,0,0,0,0,0,0,,95510,0,0,0,0,0,0,0,128956,316494,,887,723,148,602,1525,1289,10212,1468,1625,2412
291531,Ethyl acetate,0,0,0,0,0,0,0,0,0,0,,79635,76509,80615,79673,67845,73679,89469,78429,81656,148111,,8640,4283,3899,2543,1018,1584,897,99,75,263
291533,N-Butyl acetate,0,0,0,0,0,0,0,0,0,0,,58973,67576,64423,47681,39793,48527,60197,51179,37163,60936,,1051,560,229,643,1484,1697,1801,1076,996,1676
291613,Methacrylic acid and its salts,0,0,0,0,147,0,0,0,0,0,,242,175,201,170,207,777,148,75,235,400,,1189,1437,1116,1481,970,2411,1702,917,567,625
291639,"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",0,0,0,0,0,0,0,0,0,0,,2464,2863,2756,3180,3769,3368,3010,3370,3362,5176,,1925,2179,2088,2417,918,1534,1681,4583,6085,3502
291711,"Oxalic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,0,0,0,0,0,0,0,,166,129,249,156,488,425,84,110,56,50,,49,32,32,52,86,491,1172,1089,509,67
291713,"Azelaic acid, sebacic acid, their salts and esters",0,0,0,0,0,0,0,0,0,0,,7,194,188,28,197,172,126,270,247,483,,0,141,130,49,77,75,11,122,151,18
291733,Dinonyl or didecyl orthophthalates,0,0,0,0,0,0,0,0,0,0,,455,13188,15363,10854,13562,9385,6390,20,51,21,,4963,11905,14067,14714,7562,6685,5124,4899,4915,5645
291735,Phthalic anhydride,0,0,0,0,0,0,0,0,0,0,,327,32,75,359,2,7,5,15,400,71,,66321,60207,53954,39966,22999,34696,32839,25467,21702,39516
291910,"Tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,0,0,0,,0,60,191,434,58,261,627,48,229,373
292019,"Thiophosphoric esters """"phosphorothioates"""" and their salts; their halogenated, sulphonated, ...""",0,0,0,0,0,0,0,0,0,0,,59,88,54,89,145,160,79,103,91,69,,0,50,217,314,93,5327,3702,5315,1571,962
292023,Trimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,3,0,0,,0,0,0,0,0,0,0,0,0,5
290376,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,1503,1241,2987,2406,2559,3015,3163,3655,3948,4757,,568,0,0,0,0,0,101,0,260,250
290389,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excluding 1,2,3,4,5,6-Hexachlorocyclohexane ...""",0,0,0,0,0,0,0,0,0,0,,184,82,92,52,333,519,143,92,116,169,,1578,1109,774,2519,1441,536,861,0,0,55
290499,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,589,552,414,722,,0,0,0,0,0,0,0,0,0,40
290514,"Butanols (excluding butan-1-ol """"n-butyl alcohol"""")""""",0,0,0,0,0,0,0,0,0,0,,6547,1820,1421,1407,469,683,859,801,1282,7382,,3878,45828,109318,2434,743,1059,2069,8236,528,660
290516,"Octanol """"octyl alcohol"""" and isomers thereof""""",0,0,0,0,0,0,0,0,0,0,,46663,49059,72085,51619,47041,57536,60137,59398,39088,15796,,254,163,33,175,2342,181,108,123,150,193
290531,"Ethylene glycol """"ethanediol""""""""",0,0,0,0,0,0,0,0,0,0,,1187813,1425163,1205404,944207,367723,754934,1000633,579260,568164,751971,,1932,7200,1678,3051,371,218,223,311,949,1967
290943,Monobutyl ethers of ethylene glycol or of diethylene glycol,79,0,0,0,0,0,0,0,0,0,,10733,9636,7210,5066,6590,17410,33624,24869,25651,49012,,10547,9166,5357,7556,6316,12344,11559,7685,10079,12551
291412,"Butanone """"methyl ethyl ketone""""""""",0,0,0,0,0,0,0,0,0,0,,27881,17302,14790,11494,12966,12699,12428,11303,9473,11454,,3338,2344,2088,1924,1446,1262,2274,2377,1356,1931
293621,"Vitamins A and their derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,27075,29392,31230,26833,29090,29299,52460,42337,40274,29730,,1267,1469,815,1853,2146,2033,8623,5808,5755,3343
293712,"Insulin and its salts, used primarily as hormones",0,0,0,0,0,0,0,0,0,0,,43,2,15,1139,398,5740,1856,22,3660,9350,,0,0,0,0,0,2,0,0,0,0
293961,"Ergometrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,6,4,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0
293979,"Vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1840,0,872,512,,0,0,0,0,0,0,0,0,0,2
293980,"Non-vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,280,208,78,18,,0,0,0,0,0,0,0,0,0,79
300120,"Extracts of glands or other organs or of their secretions, for organo-therapeutic uses",0,0,0,0,0,0,0,0,0,0,,19,12823,209,124,453,4910,85,11,48,25,,32,180,0,185,258,1491,34,812,210,69
300219,"Immunological products, n.e.s. (code possibly empty, preceding subheadings seem exhaustive)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,326715,171480,179539,238568,,0,0,0,0,0,0,0,0,0,1609
300410,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...""",1037,437,425,0,0,0,0,0,0,0,,1725,3914,3113,1416,2319,1160,8352,6916,9346,13771,,847745,749160,648947,868928,496556,463302,204251,181896,184958,212133
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1013,426,3023,1522,,0,0,0,0,0,0,0,0,0,16996
300510,"Adhesive dressings and other articles having an adhesive layer, impregnated or covered with ...",0,0,0,0,0,0,0,0,0,0,,27578,29777,29266,28940,27596,32662,38957,37006,33312,44154,,27413,46255,48774,47440,32798,34632,39169,55634,46014,47504
300660,"Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, ...",0,0,0,0,0,0,0,0,0,0,,137,71,119,1296,88,826,5291,4210,836,2002,,2995,5600,10234,4029,7545,12438,19553,16291,25722,26696
300670,Gel preparations designed to be used  in human or veterinary medicine as a lubricant for parts ...,0,0,0,0,0,0,0,0,4,0,,864,1945,1249,1214,1350,1800,1670,1350,2224,3912,,2417,1439,1591,1176,2203,2065,1970,4766,4964,14134
320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,1148,1556,1110,1812,2819,2964,6580,4019,4032,2418,,10119,8817,6187,5964,3533,6410,3153,3068,4646,6951
320611,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,0,0,0,0,0,0,0,0,0,0,,243852,153186,64177,68412,62406,57687,69517,85394,70914,69484,,16735,15126,18526,20678,14651,13931,15188,22421,28988,28380
321210,Stamping foils of a kind used in the printing of book bindings or hatband leather,0,0,0,0,0,0,0,0,0,0,,6247,6660,12781,7181,6723,8460,6179,4158,4674,6018,,1487,1750,1545,2667,1639,2527,2014,2780,2404,3349
330125,"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,35572,37135,15940,3308,12208,19141,24959,18356,18137,14149,,190,885,662,19,37,95,50,178,72,280
330510,Shampoos,42,0,0,0,0,0,0,0,0,0,,34563,35088,36973,42746,48247,52635,56376,59095,67675,61925,,55585,58473,75882,86612,82542,106293,127862,149639,138752,115189
330590,"Preparations for use on the hair (excluding shampoos, preparations for permanent waving or ...",0,0,28,0,0,45,3,0,0,0,,21142,28039,24633,25705,35035,23469,36711,48045,39598,56322,,164165,148128,175363,215085,192677,168488,155093,170399,142611,164412
340219,"Organic surface-active agents, whether or not put up for retail sale (excluding anionic, cationic ...",120,0,53,0,0,100,106,78,0,0,,32050,42537,33423,26477,28041,30059,29229,24986,25812,35329,,65102,61186,59018,31054,17614,46213,44292,42381,36309,24526
340590,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular ...",0,0,0,0,0,0,7,0,30,0,,24081,23443,20182,12996,10069,8487,9628,10048,13260,14097,,7646,10801,9900,11658,6368,14821,13248,7458,6951,6954
350211,"Egg albumin, dried """"e.g. in sheets, scales, flakes, powder""""""""",0,0,0,0,0,0,0,0,0,0,,10,21,0,11,1,4,1,1,25,12,,1534,1771,933,1440,1774,690,1276,934,777,1008
350290,"Albumins, albuminates and other albumin derivatives (excluding egg albumin and milk albumin ...",0,0,0,0,0,0,0,0,0,0,,8,30,40,431,65,84,193,332,255,148,,235,451,356,91,58,108,95,55,51,281
350510,"Dextrins and other modified starches, e.g. pregelatinised or esterified starches",0,0,0,0,0,0,0,0,0,0,,3552,6732,3786,2229,2375,1488,3773,8303,6344,5331,,12032,12053,17464,17178,22795,27570,23093,35749,22875,28180
90422,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground",0,0,0,0,0,0,0,0,0,0,,445,599,504,1210,733,703,731,726,864,785,,1987,2854,3434,5976,3179,3001,4503,5337,7789,13729
90510,"Vanilla, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,56,513,2204,189,1721,450,217,159,96,298,,0,34,46,37,79,155,189,160,158,246
90932,"Cumin seeds, crushed or ground",0,0,0,0,0,0,0,0,0,0,,284,141,133,294,614,83,155,90,101,45,,868,2310,1925,2397,2583,2700,4525,5630,4482,2702
91012,"Ginger, crushed or ground",35,0,0,0,0,0,0,0,0,0,,107,141,192,260,245,263,323,93,234,255,,416,455,494,1079,972,1042,847,856,1598,6512
100610,"Rice in the husk, """"paddy"""" or rough""""",0,0,0,0,0,0,0,0,0,0,,0,59,2,10,0,0,0,0,3,31,,17691,15140,12936,28202,5974,3500,7295,12731,10382,3956
