Product code,Product label,"Australia's imports from Taipei, Chinese-Value in 2012","Australia's imports from Taipei, Chinese-Value in 2013","Australia's imports from Taipei, Chinese-Value in 2014","Australia's imports from Taipei, Chinese-Value in 2015","Australia's imports from Taipei, Chinese-Value in 2016","Australia's imports from Taipei, Chinese-Value in 2017","Australia's imports from Taipei, Chinese-Value in 2018","Australia's imports from Taipei, Chinese-Value in 2019","Australia's imports from Taipei, Chinese-Value in 2020","Australia's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
520524,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,303,0,0,0,1,23,20,0,3,,4227,6803,5476,3168,1191,1511,1735,19,39,8,,957,1389,560,504,865,636,462,348,380,670
560391,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing <= 25 ...",6,7,5,6,7,4,2,2,47,3,,7419,7579,4897,4951,4782,5535,5746,6737,16161,9520,,89,117,260,192,248,406,1184,1717,1792,1333
580110,"Woven pile fabrics and chenille fabrics, of wool or fine animal hair (excluding terry towelling ...",0,0,0,22,15,1,10,8,8,3,,0,5,0,13,124,0,33,0,0,0,,609,856,1094,940,1006,1027,1143,1310,1214,1832
611090,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of textile materials, knitted ...",72,6,4,101,4,6,0,3,6,3,,4867,3451,2847,2222,2104,3071,3674,3915,2622,3376,,17515,18664,17932,21474,16550,12371,10918,10680,9257,12813
30354,"Frozen mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",5,21,24,8,14,4,5,7,7,3,,0,1020,18082,15853,12319,16216,21640,15889,10775,13730,,621,1040,928,850,821,1181,843,929,1168,1244
120600,"Sunflower seeds, whether or not broken",4,5,0,0,0,0,0,8,0,3,,94,59,60,54,63,69,79,651,83,77,,4311,4940,6972,5847,4771,6324,5183,7066,8845,4979
90111,Coffee (excluding roasted and decaffeinated),27,25,0,0,0,0,42,129,0,3,,631,331,1002,3363,3802,1626,2899,2771,4619,6502,,288749,228585,260614,283771,268842,311851,287262,276874,264963,337105
482050,"Albums for samples or collections, of paper or paperboard",8,2,5,7,20,2,0,0,2,3,,1217,1071,1023,1001,761,830,636,316,2770,452,,9148,8360,10058,7707,8861,4296,4278,7441,4269,2474
480810,"Corrugated paper and paperboard """"with or without glued flat surface sheets"""", whether or ...""",67,13,26,36,39,25,10,27,5,3,,1272,1206,1253,1184,1387,1604,1631,1542,2352,2103,,1566,1055,717,712,608,797,593,653,1367,2934
392069,"Plates, sheets, film, foil and strip, of non-cellular polyesters, not reinforced, laminated, ...",13,4,25,22,18,15,16,19,7,3,,100973,83042,76900,83390,64371,58191,63534,75124,66492,76704,,25836,21735,20878,17387,19678,18907,17096,17520,8208,9784
481960,"Box files, letter trays, storage boxes and similar articles, of paperboard, of a kind used ...",18,40,32,68,9,6,15,15,10,3,,3981,3698,2378,2166,1687,1402,919,870,1594,2908,,7823,7015,8019,9912,6798,7655,5764,5358,4861,4617
540773,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",270,141,121,2,0,1,1,2,0,3,,6098,7772,10624,14327,15576,14239,15956,12682,11762,16896,,1585,1254,2506,2219,3780,3601,3321,3432,4127,5217
620799,"Men's or boys' singlets and other vests, bathrobes and dressing gowns of textile materials ...",0,4,10,0,3,2,8,3,0,3,,662,563,581,915,630,496,340,366,234,473,,4366,5406,5833,5132,3926,3278,2662,2083,1982,2981
480591,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",12,0,14,19,13,10,37,40,13,3,,1807,4551,9251,5557,6877,5403,3367,4214,3887,5737,,6035,13243,10540,10081,9966,7283,8729,5441,5741,6243
392113,"Plates, sheets, film, foil and strip, of cellular polyurethanes, unworked or merely surface-worked ...",382,324,141,145,63,48,65,56,92,3,,14478,15733,15527,22966,20725,23245,23635,25454,22988,44562,,9217,9035,9889,10024,11094,13371,13544,11328,12757,16249
910511,"Alarm clocks, electrically operated",0,13,34,7,5,0,1,3,12,3,,1600,1182,1214,1415,1175,915,741,1012,864,939,,2342,2800,2022,2305,1924,3409,2223,2484,2206,4009
401011,"Conveyor belts or belting, of vulcanised rubber, reinforced only with metal",107,63,84,14,22,0,8,2,0,3,,1049,518,1132,1502,585,790,674,593,536,638,,87995,62163,37295,44297,26471,38738,26994,24035,38156,33216
290339,"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons (excluding ethylene ...",0,0,0,0,0,0,0,0,3,3,,14417,4010,2801,2593,3555,5377,7901,6383,6723,7067,,37125,6729,8215,8548,8582,17813,15885,12340,10014,11328
180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excluding ...",0,2,0,0,1,1,0,5,0,3,,3355,2430,1471,1271,1372,1383,2066,1377,1506,1144,,56832,64908,82239,90407,94392,96342,99633,112054,121689,118635
560229,"Felt, not impregnated, coated, covered or laminated (excluding that of wool or fine animal ...",196,146,172,124,190,156,272,313,353,3,,3096,2706,2557,1769,1476,1697,868,582,426,674,,2807,2226,2565,2157,3156,2352,1893,2652,2682,2320
560811,Made-up knotted fishing nets of man-made textile materials (excluding landing nets),488,801,772,324,476,891,1710,47,304,3,,28605,29565,36058,33956,31007,32826,30785,26204,30492,29560,,6818,11139,7975,6132,6823,7802,12758,8321,6780,8022
760719,"Aluminium foil, not backed, rolled and further worked, of a thickness of <= 2 mm (excluding ...",224,79,15,48,21,37,104,47,14,3,,43691,39777,34756,27075,23936,26594,32536,23484,30970,40617,,33146,29985,29498,25718,26884,37212,39981,31810,33728,30508
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...,271,154,121,99,132,35,0,1,3,3,,682,558,479,624,510,349,549,462,567,440,,1009,884,799,546,967,682,1208,1578,1329,1181
620719,Men's or boys' underpants and briefs of textile materials (excluding cotton and knitted or ...,42,27,0,0,0,0,3,0,0,3,,232,134,160,100,198,87,72,91,19,17,,3370,2110,1983,2314,2257,2233,2962,2168,1643,2260
842320,Scales for continuous weighing of goods on conveyors,0,0,0,0,0,0,7,1,2,3,,184,135,215,245,933,534,397,287,250,276,,1152,1340,770,1119,2421,3100,2376,2941,2025,1992
851920,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens ...",0,0,0,1,0,4,7,7,3,3,,151,7,3,7,1,0,3,0,2,0,,467,369,217,101,116,200,98,161,41,138
110900,"Wheat gluten, whether or not dried",16,12,1,7,9,18,20,16,7,3,,674,660,672,462,418,514,566,595,561,571,,15836,19551,23682,16707,15599,34065,33098,22364,28247,38796
903220,"Manostats (excluding taps, cocks and valves of heading 8481)",0,1,0,1,1,4,4,4,6,3,,151,62,99,223,437,216,348,212,439,712,,5909,5621,5380,4448,4362,4812,5823,5908,4557,5341
920710,"Keyboard instruments, the sound of which is produced, or must be amplified, electrically (excluding ...",34,59,65,67,79,76,23,12,14,3,,4338,3858,4120,5229,3722,1970,2813,2843,1137,93,,21598,20533,20808,20225,21493,24236,26078,27398,29908,32649
920810,Musical boxes,0,59,48,4,8,0,0,0,1,3,,151,215,472,466,329,299,270,246,155,151,,796,837,750,906,1300,1463,1391,1265,944,1269
960629,"Buttons (excluding of plastics or base metal, not covered with textile material, press-fasteners, ...",1,3,12,12,15,5,5,6,5,3,,14585,13995,13689,12411,10478,10625,9450,9381,7295,7581,,332,264,256,126,166,143,262,205,207,208
291419,"Acyclic ketones, without other oxygen function (excluding acetone, butanone """"methyl ethyl ...""",19,5,0,311,0,0,0,0,0,3,,1684,1490,454,383,94,48,53,62,212,194,,587,678,458,1156,838,755,763,687,818,893
40229,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, sweetened",12,0,0,3,7,4,4,0,4,3,,331,320,398,280,550,471,403,210,25,123,,6456,8662,10956,10375,10659,23236,18343,28278,27022,14709
481850,"Articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs ...",0,40,90,38,8,0,3,3,4,3,,4909,5155,5091,5076,5579,5721,5003,1239,1419,1302,,2837,2843,2582,2663,2833,1992,1963,1497,2207,1365
880211,Helicopters of an unladen weight <= 2.000 kg (excl. unmanned of heading 8806),0,0,0,0,1,11,9,36,5,3,,0,46,0,0,285,178,211,291,401,636,,0,0,0,121257,59975,68468,71721,53358,43335,64570
850990,"Parts of electromechanical domestic appliances, with self-contained electric motor, n.e.s. ...",41,77,49,36,22,24,21,17,1,3,,17903,17389,15642,15358,13685,15891,17972,18886,13283,19034,,3217,3978,4219,4826,3915,4866,3435,5226,4858,6325
800700,"Articles of tin, n.e.s.",42,18,104,177,14,5,2,12,0,3,,78990,43800,37377,30373,27257,37833,36710,32088,31553,55564,,10851,12393,13839,11206,7065,5711,5846,4455,4870,7178
610310,"Men's or boys' suits of textile materials, knitted or crocheted (excluding tracksuits, ski ...",0,0,2,0,2,0,1,2,0,3,,52,120,84,48,16,97,13,60,22,30,,2328,1600,1254,789,1000,428,1188,441,408,673
611790,"Parts of garments or clothing accessories, knitted or crocheted, n.e.s.",28,19,14,1,0,4,11,12,6,3,,46493,48420,52539,50147,40639,42595,39628,42111,37265,43152,,308,732,322,749,523,244,148,6127,3390,915
610510,"Men's or boys' shirts of cotton, knitted or crocheted (excluding nightshirts, T-shirts, singlets ...",17,25,14,32,17,15,14,6,31,3,,3946,3318,3674,4484,2617,2162,1597,741,888,1093,,66534,75082,77721,68238,62696,68214,72072,71915,62805,79155
854089,"Electronic valves and tubes (excluding receiver or amplifier valves and tubes, microwave tubes, ...",0,0,0,1,0,0,0,1,3,3,,75511,58258,53938,42111,30691,27346,20365,12741,7132,6033,,3056,3541,2896,4085,9678,6669,4425,2800,1659,3371
821510,"Sets of spoons, forks or other articles of heading 8215, which may also contain up to an equivalent ...",0,0,0,0,0,0,0,0,0,3,,0,1,2,5,16,2,0,0,4,11,,357,448,321,358,317,421,234,378,314,354
841919,"Instantaneous or storage water heaters, non-electric (excl. instantaneous gas water heaters, ...",1,8,5,2,1,122,417,21,0,3,,1028,1498,1238,632,422,731,650,756,923,509,,24925,15886,23195,21300,16628,11988,12654,11293,8438,11377
400819,"Rods and profile shapes, of cellular rubber",3,35,21,25,8,5,0,0,1,3,,6004,7206,7674,7368,6815,8335,7752,7642,6865,9457,,2450,3093,1919,2478,1244,1527,1477,1353,1133,1293
300420,"Medicaments containing antibiotics, put up in measured doses """"incl. those in the form of ...""",0,0,0,0,1858,519,0,0,78,3,,41693,45445,15616,22525,31190,63617,49933,40228,50985,48496,,480537,410277,291815,180652,160070,181173,142966,140354,142759,114802
911320,"Watch straps, watch bands and watch bracelets, and parts thereof, of base metal, whether or ...",0,0,0,0,0,2,8,0,0,3,,109,67,118,691,3239,1673,1459,2301,2640,3733,,1361,1752,1127,1600,1547,1867,1530,2020,2422,2883
620349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials (excluding ...",68,112,67,32,4,5,118,4,0,3,,4148,6494,6893,7011,4684,4069,7623,9234,9549,14923,,8286,9719,8250,11624,7762,10957,12050,14037,17589,19768
581091,"Embroidery of cotton on a textile fabric ground, in the piece, in strips or in motifs (excluding ...",32,11,39,376,127,15,26,4,1,3,,296,718,674,156,63,42,24,54,16,24,,678,303,579,911,537,416,450,327,198,139
600199,"Pile fabrics, knitted or crocheted (excluding cotton or man-made fibres and """"long pile"""" ...""",0,0,0,0,0,0,0,0,0,3,,52153,43158,42188,53902,47479,42901,24035,14550,7048,6553,,1513,831,814,586,816,807,234,59,30,42
540774,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,16,7,0,0,0,1,0,0,3,,34821,33852,31051,19640,6640,6317,4506,3246,1537,1545,,258,253,240,205,172,186,202,97,217,93
721669,"Angles, shapes and sections, of iron or non-alloy steel, not further worked than cold-formed ...",1,0,35,0,1,1,1,2,4,3,,478,545,630,852,500,845,681,603,294,674,,1891,1889,2788,2239,2893,3653,2879,2513,2332,2824
282590,"Bases, inorganic, and metal oxides, hydroxides and peroxides, n.e.s.",0,0,0,0,0,4,0,0,0,3,,17320,6813,3433,3014,2294,3887,3269,4299,2126,2010,,1318,685,595,800,745,2014,3617,1790,1562,2286
90520,"Vanilla, crushed or ground",0,0,0,0,0,0,0,0,0,3,,0,0,4,4,5,1,14,7,87,36,,98,241,382,293,373,500,435,621,519,714
520929,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, bleached ...",0,0,0,0,0,4,0,2,0,3,,825,1089,1318,1194,752,1092,738,582,1812,1807,,1131,1121,780,690,462,349,316,158,170,616
392092,"Plates, sheets, film, foil and strip, of non-cellular polyamides, not reinforced, laminated, ...",11,28,0,8,9,7,7,6,0,3,,35813,22445,25867,23941,19316,25035,32030,28608,30792,40894,,6154,5461,6319,5808,6268,5476,5172,4013,5222,5665
220850,Gin and Geneva,0,0,0,0,0,0,0,0,1,3,,0,12,40,2,2,20,32,81,378,405,,17218,16503,17914,16404,20164,23850,41165,45898,45954,46296
481029,"Paper and paperboard used for writing, printing or other graphic purposes, of which > 10% by ...",274,0,18,0,0,0,0,0,0,2,,4579,2051,951,390,146,448,417,509,263,337,,96274,110490,79578,84292,63818,73001,83056,77835,65294,68974
71490,"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin ...""",0,0,0,4,0,0,0,1,3,2,,1027,1041,1459,1205,1189,1174,1564,2440,2749,3845,,864,620,735,867,818,994,1025,1103,1041,1410
690911,"Ceramic wares for laboratory, chemical or other technical uses, of porcelain or china (excluding ...",0,0,0,0,1,0,4,3,3,2,,1451,1783,1834,3825,12065,14774,21167,24829,30361,38496,,211,241,297,421,496,348,1887,2690,594,349
740829,"Wire of copper alloys (other than copper-zinc alloys [brass], copper-nickel alloys [cupro-nickel] ...",13,0,0,0,0,1,0,0,0,2,,19832,19424,16078,11816,10923,14730,19866,14758,14034,22528,,2161,2081,2232,2137,2527,2870,3231,1632,790,1610
520790,"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excluding ...",2,0,0,0,0,0,0,0,0,2,,1461,1022,2702,321,147,195,325,313,220,276,,148,114,287,424,336,457,492,265,696,474
611231,"Men's or boys' swimwear of synthetic fibres, knitted or crocheted",0,2,1,2,0,1,0,10,2,2,,549,177,305,294,186,216,158,284,271,371,,5915,6661,6569,8047,7352,10218,12504,11304,9088,13908
630291,"Toilet linen and kitchen linen of cotton (excluding of terry fabrics, floorcloths, polishing ...",21,42,31,10,6,12,19,4,0,2,,503,489,336,407,379,584,609,474,400,251,,20546,23906,24546,23609,22089,19984,21703,24624,17282,22385
844820,"Parts and accessories of machines for extruding, drawing, texturing or cutting man-made textile ...",1,4,27,12,56,4,0,0,0,2,,4461,4451,6689,6093,5601,7562,7627,7574,7231,10153,,495,272,356,203,747,492,158,267,165,188
842710,"Self-propelled trucks fitted with lifting or handling equipment, powered by an electric motor",1275,215,473,392,297,118,185,43,0,2,,18540,16246,16089,23583,15611,17513,22330,20841,18383,26773,,168652,147363,139901,140915,133784,157710,186017,180108,143744,205977
850239,Generating sets (excluding wind-powered and powered by spark-ignition internal combustion piston ...,0,0,0,3,2,0,10,0,0,2,,2658,2323,1740,4227,4098,2011,1467,1947,1893,1936,,419198,319821,230473,29475,25166,31094,70684,20780,17289,18860
901310,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, ...",3,1,6,38,20,98,33,17,12,2,,1097,1698,666,1076,668,935,960,1299,3718,8447,,19555,21464,21351,30517,53530,75412,36360,31747,32379,36330
960622,"Buttons of base metal, not covered with textile material (excluding press-fasteners, snap-fasteners, ...",3,0,1,7,6,2,3,0,1,2,,12840,10252,8875,8341,5704,7184,10269,9939,8569,9420,,316,260,208,233,244,198,206,176,162,140
321100,Prepared driers,3,1,0,0,0,0,0,0,0,2,,5490,4616,4648,5612,3276,2996,2265,1609,1082,1093,,803,886,918,784,1025,795,963,673,1144,1148
293949,"Alkaloids of ephedra and their derivatives; salts thereof (excl. ephedrine, pseudoephedrine ...""",0,0,0,0,0,0,0,0,0,2,,4616,4489,1056,759,224,201,129,79,193,0,,0,0,1,0,0,0,859,0,267,10
210210,Active yeasts,1,0,1,3,5,5,5,8,28,2,,2556,587,613,440,1006,929,977,1129,278,331,,11105,11785,13199,11590,13922,13883,15217,16685,20670,19053
200919,"Orange juice, unfermented, whether or not containing added sugar or other sweetening matter ...",0,0,0,0,0,0,2,0,0,2,,685,993,491,1093,1582,713,33,23,25,58,,2023,844,1038,643,606,1389,1007,1406,1284,1322
853941,Arc lamps,0,1,0,11,12,1,0,0,2,2,,1045,1141,642,400,631,730,912,786,1135,1496,,2867,4110,4420,4656,3367,4065,3842,3386,2048,3205
610441,"Women's or girls' dresses of wool or fine animal hair, knitted or crocheted (excluding petticoats)",0,0,0,0,0,0,0,0,0,2,,93,498,143,127,383,177,63,111,209,152,,3912,3000,3440,3462,4625,3056,2835,2581,2375,3201
550969,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, other ...",0,0,0,0,3,0,0,2,4,2,,4655,4068,3297,2327,1656,2359,2095,1488,873,1254,,565,550,429,451,490,953,230,143,195,130
710813,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes",0,0,0,0,0,83,1,0,0,2,,114220,74107,70113,71046,53869,46662,83366,126896,171890,160059,,1652741,1055002,788968,351409,1549353,1335559,1672353,28977,324238,261972
810199,"Articles of tungsten, n.e.s.",24,20,17,26,0,19,10,2,27,2,,5848,5328,4192,5155,4925,5143,7222,5238,4959,5433,,3377,2978,3136,1414,1272,5536,7060,4199,1796,2703
550700,"Artificial staple fibres, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,2,,1349,1092,1275,1291,4,0,3,6,0,25,,15,0,26,8,2,29,60,59,20,399
580421,"Mechanically made lace of man-made fibres in the piece, in strips or in motifs (excluding fabrics ...",107,208,189,73,39,31,37,50,17,2,,34056,31262,26619,23346,21678,22198,17952,15356,12103,11963,,1578,1666,1433,1471,1401,1066,1514,1177,677,945
640359,"Footwear with outer soles and uppers of leather (excluding covering the ankle, incorporating ...",327,20,63,87,37,13,452,205,29,2,,2720,2840,3386,2506,3506,3492,3038,2514,2030,2403,,135886,137345,127077,112189,119696,108558,112482,91284,56057,67345
290522,Acyclic terpene alcohols,5,0,0,1,0,1,3,0,2,2,,1098,806,1079,1169,1209,1086,1970,1529,712,1790,,515,517,493,480,562,447,1147,739,906,1112
30469,"Frozen fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",5,0,161,66,39,0,0,164,0,2,,0,232,2914,2389,668,578,320,78,71,51,,881,1652,3868,1918,910,732,431,478,1076,960
294000,"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ...",22,16,0,0,0,0,1,3,0,2,,351,769,473,707,607,548,681,521,696,613,,13278,15780,10867,10594,9765,9274,10375,10167,10278,15701
381090,"Fluxes and other auxiliary preparations for soldering, brazing or welding; preparations of ...",20,6,205,153,238,73,12,0,9,2,,23115,20795,21515,19408,19719,18501,18355,18746,18682,22210,,8414,6651,7225,5393,5736,6725,7076,5324,5915,6237
110510,"Flour, meal and powder of potatoes",6,2,0,0,0,6,4,7,3,2,,59,60,61,36,52,70,87,91,132,141,,166,128,88,99,232,170,454,628,401,695
40900,Natural honey,0,6,0,1,1,4,3,1,0,2,,4020,5206,6208,8635,4824,5113,3544,3241,2323,2908,,19073,20249,39609,55577,43837,45041,52521,36121,40101,34809
460212,"Basketwork, wickerwork and other articles, made directly to shape from rattan plaiting materials ...",7,8,0,0,0,0,0,0,0,2,,20,21,42,31,4,38,27,15,8,1,,2254,2440,2510,2526,2338,2156,3115,3970,3949,5715
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",17,11,39,39,13,28,11,18,1,2,,13279,11083,12644,11761,8022,5782,6162,3590,3435,2544,,50001,48446,46719,47017,44815,47213,44858,47225,40627,50153
711029,Palladium in semi-manufactured forms,0,0,2,0,0,0,0,0,0,2,,2954,3907,3365,3259,2215,3018,1595,2959,3952,10364,,7293,5970,5364,3991,7257,5059,7051,14184,12214,17242
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,0,0,0,0,0,2,,59182,53000,33650,24642,23733,32222,129812,103530,112061,262088,,278,133,219,880,910,439,5,22,6,155
551614,"Woven fabrics containing >= 85% artificial staple fibres by weight, printed",0,9,7,2,0,0,2,8,0,2,,166,92,92,143,329,366,202,127,35,72,,116,150,257,402,716,1096,1166,1158,955,724
610831,"Women's or girls' nightdresses and pyjamas of cotton, knitted or crocheted (excluding T-shirts, ...",26,45,2,15,0,0,21,4,0,2,,288,145,319,121,98,135,49,3,8,15,,24638,28420,25987,30276,28156,31007,28224,28137,29732,41500
610832,"Women's or girls' nightdresses and pyjamas of man-made fibres, knitted or crocheted (excluding ...",0,5,7,29,6,0,8,0,2,2,,1070,1568,1370,794,718,503,566,366,436,442,,15921,17896,19498,18834,19201,20503,25166,26572,25569,34867
