Product code,Product label,"Taipei, Chinese's imports from Australia-Value in 2012","Taipei, Chinese's imports from Australia-Value in 2013","Taipei, Chinese's imports from Australia-Value in 2014","Taipei, Chinese's imports from Australia-Value in 2015","Taipei, Chinese's imports from Australia-Value in 2016","Taipei, Chinese's imports from Australia-Value in 2017","Taipei, Chinese's imports from Australia-Value in 2018","Taipei, Chinese's imports from Australia-Value in 2019","Taipei, Chinese's imports from Australia-Value in 2020","Taipei, Chinese's imports from Australia-Value in 2021",Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
30211,"Fresh or chilled trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,4,0,0,0,0,0,0,0,,1668,1742,2156,2388,1120,926,980,904,1280,4148,,951,1629,1170,3354,6534,1933,3455,4412,2714,4065
30213,"Fresh or chilled Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,3425,1987,93,906,475,320,4662,2,213,17,,0,3,274,458,334,575,600,691,798,869
30222,"Fresh or chilled plaice """"Pleuronectes platessa""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,106,100,121,156,258,291,262,231,155,159
30224,"Fresh or chilled turbot """"Psetta maxima""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,44,33,33,37,69,78,58,77
30247,"Fresh or chilled swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,4604,3103,4123,4287,5678,5989,3671,2895,1830,2543,,0,0,0,0,0,0,0,0,0,0
30249,"Fresh or chilled Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus spp."""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6609,3402,3210,1739,2336,,0,0,0,0,0,3848,8488,8047,6147,6110
30261,"Fresh or chilled sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,2,0,0,0,0,0,0,0,0
30270,Fresh or chilled fish livers and roes,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2418,1090,54,0,0,0,0,0,0,0
30272,"Fresh or chilled catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30284,"Fresh or chilled sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,24,0,0,0,0,3,,0,0,12,9,5,33,34,35,7,3
30289,"Fresh or chilled fish, n.e.s.",0,1,5,3,0,0,0,0,2,0,,3413,1232,2583,4984,9894,3711,5646,4841,1989,3089,,0,3163,29852,29316,28952,33551,30329,28991,27537,27482
30313,"Frozen, Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,685,68,290,425,533,535,703,755,526,4103,,0,2149,34895,30419,17221,27781,32352,26149,39885,33582
30319,"Frozen salmonidae (excluding trout and Pacific, Atlantic and Danube salmon)",0,0,0,0,0,0,0,0,0,0,,615,102,76,300,817,990,335,642,654,1014,,1957,6339,496,55,58,5,23,1,19,1
30329,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",0,0,0,0,0,0,0,0,0,0,,0,0,0,14,58,23,33,33,22,271,,861,67,55,135,56,92,42,211,160,108
30346,"Frozen Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,130220,101891,115017,78973,83979,84071,90315,95141,55379,67535,,0,0,0,0,0,0,0,0,0,0
30361,Frozen swordfish (Xiphias gladius),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,53,35,0,0,0,0,0,0,0,0
30363,"Frozen cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,4,19,14,5,56,91,89,16,84,0,,0,247,220,145,211,2,239,2,2,0
30375,Frozen dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1429,1531,6,0,0,0,0,0,0,0
30419,"Fresh or chilled fillets and other fish meat whether or not minced"""" (excluding swordfish ...""",0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1903,2337,4,0,0,0,0,0,0,0
30421,Frozen fillets of swordfish (Xiphias gladius),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30433,"Fresh or chilled fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30482,"Frozen fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,3,0,0,0,0,0,0,,0,5,0,35,3,6,1,8,13,8,,0,115,0,7,0,36,0,150,220,11
30486,"Frozen fillets of herring """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,,0,0,79,188,0,0,26,1,0,0
230310,Residues of starch manufacture and similar residues,0,0,0,144,0,0,0,0,0,0,,0,0,0,1813,1283,2435,1776,1674,2349,2900,,23258,27141,29295,25123,22191,24803,26171,21833,21387,30485
230650,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,45,17,5,6,0,2030,113,4,0,57,,7761,7136,6359,4017,2743,2789,2690,3311,3423,2781
230700,Wine lees; argol,0,0,0,0,0,0,0,0,0,0,,65,88,40,0,2,0,18,0,0,10,,35,0,9,32,60,45,62,64,18,0
250410,Natural graphite in powder or in flakes,0,0,0,0,0,0,0,0,0,0,,187,0,0,13,2,11,3,42,3,31,,6680,4897,5177,5029,6228,8475,9232,8946,7423,11661
250860,Mullite,0,0,0,0,0,0,0,0,0,0,,21,0,40,0,0,0,3,0,0,1,,2860,1806,2120,1353,1634,2646,2298,1563,2392,3946
251110,"Natural barium sulphate """"barytes""""""""",0,0,0,0,0,0,0,0,0,0,,770,868,865,483,179,105,201,419,38,250,,2907,3404,3061,2477,2043,3111,3033,3213,3331,3011
251120,"Natural barium carbonate """"witherite"""", whether or not calcined (excluding barium oxide)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,48,1,0,4,0,0,,46,22,0,143,219,0,0,0,0,0
251511,"Marble and travertine, crude or roughly trimmed",0,147,228,0,0,0,57,0,0,0,,103,0,18,0,0,8,0,5,34,3,,84078,88007,87326,72767,41929,49007,41264,35664,21718,24483
251612,"Granite, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,1889,1680,764,419,681,590,693,850,681,571,,47383,126410,106939,69535,38552,34662,35054,22500,33462,57037
251710,"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ...",0,0,0,0,0,0,0,0,0,0,,1143,213,285,134,50,145,171,273,148,318,,45411,47475,51576,50629,38600,32657,29719,25012,25769,25595
251730,Tarred macadam,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,64,106,40,51,75,23,0,0,0,0
251910,"Natural magnesium carbonate """"magnesite""""""""",0,0,0,0,0,0,0,0,0,0,,657,545,0,0,0,0,0,0,0,0,,7556,10671,9648,7087,835,87,91,47,55,54
252410,Crocidolite asbestos (excluding products made from crocidolite),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
252890,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,23341,19955,0,0,0,0,0,0,0,0
260400,Nickel ores and concentrates,0,0,0,0,0,0,0,0,0,0,,1224786,903328,684773,523934,210358,212803,193955,307498,300458,445174,,2,0,29,0,0,0,0,0,206,2
261610,Silver ores and concentrates,0,0,0,0,0,0,0,0,0,0,,65917,42094,44376,0,0,9324,40388,43366,46099,0,,0,0,0,0,0,2,0,667,2007,847
261790,"Ores and concentrates (excluding iron, manganese, copper, nickel, cobalt, aluminium, lead, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2027,1939,1118,642,523,274,184,180,189,212
261800,Granulated slag (slag sand) from the manufacture of iron or steel,0,0,0,0,0,0,0,0,0,0,,217,182,10,44,277,22,352,797,15,0,,37623,50508,57474,46541,28608,23486,34659,51028,60290,54348
270600,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,4,1,0,0,,10547,7978,4248,824,1966,272,217,372,368,156
270720,"Toluol """"toluene"""" containing > 50% of toluene (excluding chemically defined)""""",0,0,0,0,0,0,0,0,0,0,,0,0,3,1,4,0,1,0,0,0,,50,3,0,0,0,0,0,0,0,0
270750,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250¡ÆC by ...",0,0,0,0,0,0,0,0,0,0,,12565,15632,9181,6305,7674,8271,10231,6630,2717,4488,,100482,100774,87664,48755,48370,47749,64507,61199,38586,50402
271011,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume incl. ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,201664,108025,0,0,0,0,0,0,0,0
280519,Alkali or alkaline-earth metals  (excluding sodium and calcium),0,0,0,0,0,0,0,0,0,0,,0,27,1,16,37,39,2,1997,225,67,,7156,5621,6507,6822,6525,6915,12491,14160,12010,12013
280620,Chlorosulphuric acid,0,0,0,0,0,0,0,0,0,0,,0,5,0,11,0,6,0,0,0,9,,0,1,1,0,0,1,0,13,260,367
281111,"Hydrogen fluoride """"hydrofluoric acid""""""""",0,0,0,0,0,0,0,0,0,0,,21,55,8,16,98,111,137,59,20,46,,67606,66175,68528,60673,56795,77755,95913,88262,79714,109129
281210,Chlorides and chloride oxides,0,0,0,0,0,0,0,0,0,0,,3,242,6,52,0,0,0,0,0,0,,30641,30446,34162,34267,31843,637,0,0,0,0
281219,"Chlorides and chloride oxides (excl. carbonyl dichloride """"phosgene"""", phosphorus oxy-, tri- ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,0,2,0,,0,0,0,0,0,12656,17516,16755,22282,24828
281420,Ammonia in aqueous solution,0,0,0,0,0,0,0,0,0,0,,226,250,317,163,218,395,152,142,106,199,,2236,1652,385,288,179,309,701,309,331,419
281990,Chromium oxides and hydroxides (excluding chromium trioxide),0,0,0,0,0,0,0,0,0,0,,219,179,220,421,86,2,13,0,0,22,,5729,5772,4353,4214,3754,3661,3734,3230,2314,3637
282590,"Bases, inorganic, and metal oxides, hydroxides and peroxides, n.e.s.",0,0,0,0,0,0,0,0,0,0,,135,111,2569,15,31,137,109,105,202,437,,16949,13912,19083,16145,13177,13788,13310,15283,12457,17728
282612,Fluoride of aluminium,0,0,0,0,0,0,0,0,0,0,,295,1637,1752,1340,666,566,572,221,99,4,,87,271,281,341,295,210,396,175,79,323
282739,"Chlorides (excluding ammonium, calcium, magnesium, aluminium, nickel and mercury chloride)",0,0,0,0,0,0,0,0,0,0,,1851,2711,2529,3976,1007,2075,1415,1212,1158,1401,,13098,15187,13934,14432,14246,19607,19437,18371,21703,21979
283010,Sodium sulphides,0,0,0,0,0,0,0,0,0,0,,24,7,20,1357,86,7,106,1,10,4,,1253,1290,797,1357,1933,842,1222,777,697,774
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",40,34,0,0,0,0,0,0,0,0,,2,4,13,37,77,27,10,15,13,0,,2128,1948,1744,1641,1801,2478,2537,1869,2906,3522
283230,Thiosulphates,0,0,0,0,0,0,0,0,0,0,,21,5,3,4,27,227,164,137,286,23,,642,454,366,264,360,533,832,752,807,1162
283329,"Sulphates (excluding of sodium, magnesium, aluminium, nickel, copper, barium and mercury)",0,0,0,0,0,0,0,0,0,0,,324,181,307,129,49,37,59,187,658,516,,5838,5829,8238,6115,6104,7451,7909,7577,11930,16603
283410,Nitrites,0,0,0,0,0,0,0,0,0,0,,102,71,83,58,171,564,669,887,789,467,,3180,3718,3425,3076,2869,3228,3643,3445,2704,4250
283691,Lithium carbonates,0,0,0,0,0,0,0,0,0,0,,10,42,24,15,420,153,92,52,52,430,,3119,1872,1503,1980,8103,8445,4155,4770,3658,1461
283720,Complex cyanides (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,13,12,11,5,4,5,9,1,1,0,,424,305,240,232,214,210,361,561,432,527
284700,"Hydrogen peroxide, whether or not solidified with urea",0,0,0,0,0,0,0,0,0,0,,2171,2869,2061,2095,2023,2038,2989,3070,4129,2464,,22839,26980,32078,27043,24157,30033,34413,32939,44093,47306
290270,Cumene,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,171683,277483,91183,46364,39717,139992,96161,62072,78616,122389
290290,"Cyclic hydrocarbons (excluding cyclanes, cyclenes, benzene, toluene, xylenes, styrene, ethylbenzene ...",0,0,0,0,2,0,0,0,0,0,,273,70,19,40,94,20,45,27,87,37,,5177,4829,31696,45480,35465,33831,28043,27574,35513,41590
290322,Trichloroethylene,0,0,0,0,0,0,0,0,0,0,,36,39,7,17,7,0,4,2,0,0,,584,304,352,183,261,176,141,96,49,124
290345,"Derivatives of acyclic hydrocarbons, perhalogenated only with fluorine and chlorine (excluding ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,7,7,0,0,0,0,0,0,0,0
290347,Perhalogenated derivatives of acyclic hydrocarbons with two or more different halogens (excluding ...,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0
290369,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,6122,5536,0,0,0,0,0,0,0,0
290382,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,1,2,2,1,3,2,2
290511,"Methanol """"methyl alcohol""""""""",0,0,0,0,0,0,0,0,0,0,,12197,10722,3379,2857,2799,2619,2521,2467,2574,2940,,430983,509025,549434,378228,291656,448499,581389,357457,296713,591825
290517,"Dodecan-1-ol """"lauryl alcohol"""", hexadecan-1-ol """"cetyl alcohol"""" and octadecan-1-ol """"stearyl ...""",0,0,0,0,0,0,0,7,0,0,,7,8,0,21,46,41,0,1,11,7,,23751,15450,18487,16164,13797,16517,17946,12389,11559,20670
290529,Unsaturated monohydric acyclic alcohols (excluding acyclic terpene alcohols),0,0,0,0,0,0,0,0,0,0,,4,0,1,0,1,1,12,20,14,370,,23400,91784,92409,28773,35326,55225,85255,37839,44734,81087
290532,"Propylene glycol """"propane-1,2-diol""""""""",0,17,0,0,0,0,0,0,0,0,,3234,2470,1103,1399,962,1230,1284,219,489,213,,27834,27614,34064,29164,24862,32265,35183,27878,22940,38789
290611,Menthol,0,0,0,0,0,0,0,0,0,0,,111,43,24,94,77,132,31,66,1,41,,12478,10376,7369,4467,5776,7715,9662,11878,9094,6993
290621,Benzyl alcohol,0,0,0,0,0,0,0,0,0,0,,39,57,8,16,241,356,126,17,179,435,,5480,5089,5813,4855,3923,4312,6394,3482,4117,4510
290711,"Phenol """"hydroxybenzene"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,12,7,11,9,14,28,41,1,2,10,,14336,36334,95461,76660,98518,169511,264305,162914,70235,235993
290721,Resorcinol and its salts,0,0,0,0,0,0,0,0,0,0,,39,0,3,5,6,2,0,0,3,0,,1598,2115,1673,1618,1364,1913,2393,2333,1882,1885
290729,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone """"quinol"""" and their ...""",0,0,0,0,0,0,0,0,0,0,,15,27,471,14,8,14,5,17,16,15,,13225,17030,12828,12958,13389,12755,12699,9491,10875,8727
290819,"Derivatives containing only halogen substituents and their salts, of phenols or phenol-alcohols ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,7,1,1,1,1,0,,92364,78144,86848,86513,104754,108305,106617,92629,84598,130446
290920,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or ...",0,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,7,0,0,14,0,,230,99,1212,1294,1027,620,505,342,532,906
291020,"Methyloxirane """"propylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,28,14,7,0,0,5,0,0,0,0,,155738,142586,148418,116363,96442,119948,123467,109627,107696,234331
291040,"Dieldrin """"ISO"""" """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
291229,"Cyclic aldehydes, without other oxygen function (excluding benzaldehyde)",0,0,0,0,0,0,0,0,0,0,,4,100,1,4,1,8,20,2,1,0,,545,3053,2220,1126,615,1042,2200,1168,235,117
291250,Cyclic polymers of aldehydes,0,0,0,0,0,0,0,0,0,0,,7,93,2,0,7,119,67,18,18,19,,1,11,14,15,37,156,68,23,19,18
291450,Ketone-phenols and ketones with other oxygen function,0,0,0,0,0,0,0,0,0,0,,2,8,2,4,6,7,18,11,13,5,,14507,13020,11010,7258,7375,5752,5694,5952,6331,7018
291469,Quinones (excluding anthraquinone),0,0,0,0,0,0,0,0,0,0,,165,62,34,57,47,9,11,5,2,0,,5248,1668,3684,2061,3390,3420,2663,2307,6436,3602
291612,Esters of acrylic acid,0,8,0,0,0,0,0,0,0,0,,141,102,4,54,101,39,0,4,18,42,,90127,76747,84376,67466,72215,75498,77585,75821,86800,142462
291636,Binapacryl (ISO),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0
291712,"Adipic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,47,29,0,0,625,750,1393,2229,2097,1179,,127333,134474,141189,98097,86500,132517,125199,86508,67915,113361
291732,Dioctyl orthophthalates,0,0,0,0,0,0,0,0,0,0,,91,6,1,3,3,3,11,4,3,7,,302,5,15,9,477,1687,6,6,215,7026
291734,"Esters of orthophthalic acid (excluding dioctyl, dinonyl or didecyl orthophthalates)",0,0,0,0,0,0,0,0,0,0,,251,6,5,3,10,62,15,21,17,25,,262,267,378,227,272,306,489,1150,1692,20193
291819,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",0,0,0,0,0,0,0,0,0,0,,28,52,60,176,36,181,23,47,129,52,,8230,10100,12387,12119,9980,10295,12644,9769,7755,10505
291829,"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, ...",0,13,0,0,0,0,0,0,89,0,,70,19,13,15,149,342,146,312,6,49,,11369,12083,10765,14728,11624,13225,12813,11420,11484,18602
291830,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their ...",0,0,0,0,0,0,0,0,0,0,,10,36,4,41,37,12,30,33,47,1,,1691,2065,2279,2862,1349,1986,2528,2331,2215,2354
292024,Triethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,350,623,468,270,1276
292122,Hexamethylenediamine and its salts,0,0,0,0,0,0,0,0,0,0,,31,42,1,0,3,0,0,0,0,58,,10156,14163,16936,14138,13570,32352,45709,32907,20636,18940
292145,"1-Naphthylamine """"alpha-naphthylamine"""", 2-naphthylamine """"beta-naphthylamine"""" and their ...""",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,19,0,77,0,0,,5749,7485,7608,5820,4841,5354,7423,5543,4820,5072
292239,"Amino-aldehydes, amino-ketones and amino-quinones; salts thereof (excluding those containing ...""",0,0,0,0,0,0,0,0,0,0,,2,1,4,10,8,2,2,1,6,4,,2897,3523,6430,3712,3012,2495,3243,5987,3765,4326
292243,Anthranilic acid and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,8,0,0,,199,170,225,215,140,207,196,13,93,153
292521,"Chlordimeform """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16,8,0,0,0,0,0,0,0,0
293220,Lactones,0,0,0,0,0,0,0,0,0,0,,97,72,82,64,122,124,34,69,38,41,,0,752,14133,12766,13084,13429,13949,13396,13606,11045
293293,Piperonal,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6,,5,13,163,14,4,7,12,16,12,10
293349,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing in the structure a quinoline ...""",0,0,0,0,0,0,0,0,0,0,,46,55,11,23,185,53,30,42,5,20,,9599,8543,8232,7950,8340,10123,15345,10865,13436,8937
293352,"Malonylurea """"barbituric acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,2,1,0,3,0,0,0,0,0,5,,0,3,4,3,3,13,12,43,29,31
293500,Sulphonamides,0,0,0,0,1,0,0,0,0,0,,3168,5841,3174,8863,7105,0,0,0,0,0,,7351,8238,9680,8835,9712,67,0,0,0,0
620119,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",0,0,0,0,3,0,0,0,0,0,,316,325,109,174,164,105,180,205,109,151,,508,547,298,605,619,398,324,503,489,553
620191,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",0,0,0,0,0,0,0,0,0,0,,11,22,12,4,26,23,76,93,76,357,,2190,2563,3015,3775,3491,2543,2387,2220,2267,2474
611019,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of fine animal hair, knitted ...""",0,0,0,0,0,0,0,0,0,0,,49,117,213,152,103,38,345,125,273,234,,1433,2442,881,809,506,782,779,517,589,716
611231,"Men's or boys' swimwear of synthetic fibres, knitted or crocheted",0,0,0,3,1,1,1,0,2,0,,407,338,555,390,292,231,504,384,331,439,,1163,1025,1279,1332,1331,1441,1326,1616,1709,1470
611249,"Women's or girls' swimwear of textile materials, knitted or crocheted (excluding synthetic ...",0,0,0,0,0,0,0,0,0,0,,3870,5185,2284,1175,1125,1311,1068,829,651,992,,27,32,35,21,48,277,412,665,80,67
611420,"Special garments for professional, sporting or other purposes, n.e.s., of cotton, knitted or ...",5,0,0,0,0,0,0,0,0,0,,16048,22267,10796,5039,4370,2051,2695,2891,4967,4415,,1531,943,760,980,1505,1209,1602,1069,1506,2063
611522,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn >= ...",0,0,0,0,0,0,0,0,0,0,,60,111,35,21,227,32,21,150,13,24,,815,569,738,633,520,307,527,316,147,494
620461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,0,0,3,0,0,0,3,0,,24,48,63,93,266,81,102,256,249,550,,3034,2275,2272,2631,2675,2495,2960,3095,2763,2741
620829,Women's or girls' nightdresses and pyjamas of textile materials (excluding cotton and man-made ...,0,0,0,0,1,0,0,0,1,0,,118,19,49,106,67,98,127,85,129,792,,82,103,166,67,153,187,144,71,114,199
620891,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",0,0,0,0,0,0,0,0,0,0,,614,598,923,958,1492,462,199,173,109,344,,1142,1124,977,849,834,683,557,621,666,716
620930,Babies' garments and clothing accessories of synthetic fibres (excluding knitted or crocheted ...,0,0,0,0,0,0,0,0,0,0,,25,3,26,24,36,104,56,116,135,51,,688,982,1665,1888,1738,1713,1935,1632,1318,1648
621112,Women's or girls' swimwear (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,4751,2374,2444,948,766,1368,1468,1308,2972,3889,,131,199,290,514,572,256,220,275,315,307
630120,"Blankets and travelling rugs of wool or fine animal hair (excluding electric, table covers, ...",2,0,0,0,0,0,0,0,0,0,,1478,428,663,3386,4255,6875,4956,1986,658,757,,514,526,503,366,556,442,709,578,741,995
630190,"Blankets and travelling rugs of textile materials (excluding of wool or fine animal hair, cotton ...",0,0,0,0,0,0,0,3,0,0,,658,689,753,940,1047,1447,1476,1271,1020,1096,,766,1173,981,1455,1303,935,1170,1859,514,501
630251,Table linen of cotton (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,575,805,253,99,76,142,100,183,63,97,,617,636,790,608,736,697,687,553,536,483
630291,"Toilet linen and kitchen linen of cotton (excluding of terry fabrics, floorcloths, polishing ...",4,0,0,1,0,2,3,10,13,0,,1077,910,682,300,483,459,469,347,357,425,,4954,1654,1263,1698,1304,1211,818,1089,1300,1675
630319,"Curtains, incl. drapes, and interior blinds, curtain or bed valances, knitted or crocheted ...",0,0,0,0,0,0,0,0,0,0,,415,205,120,193,569,398,78,69,46,84,,90,175,148,111,264,331,344,171,121,93
630391,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of cotton (excluding knitted ...",0,0,0,0,0,0,0,0,0,0,,162,383,21,110,71,109,113,123,107,61,,484,459,510,441,515,417,458,482,718,637
630539,"Sacks and bags, for the packing of goods, of man-made textile materials (excluding of polyethylene ...",0,0,0,0,0,0,0,0,0,0,,634,477,359,475,266,135,361,198,241,123,,1962,3011,3807,3725,3490,4203,5107,3678,3266,5972
600610,"Fabrics, knitted or crocheted, of a width of > 30 cm, of wool or fine animal hair (excluding ...""",6,12,7,0,0,0,36,36,75,0,,316,106,447,43,270,1218,990,1179,1559,545,,514,435,861,475,267,180,434,295,429,668
600631,"Unbleached or bleached fabrics, knitted or crocheted, of synthetic fibres, of a width of > ...""",0,0,0,0,0,0,0,0,0,0,,3,26,118,74,109,56,64,35,87,115,,3472,1597,705,482,1020,1387,1022,908,623,1239
600633,"Fabrics, knitted or crocheted, of synthetic fibres, of yarns of different colours, of a width ...""",0,0,0,0,0,0,0,0,0,0,,384,71,222,41,22,21,11,17,28,22,,714,887,598,536,774,788,659,421,630,573
610331,"Men's or boys' jackets and blazers of wool or fine animal hair, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,194,12,54,69,27,86,212,58,132,254,,506,327,414,551,522,289,375,250,236,256
610333,"Men's or boys' jackets and blazers of synthetic fibres, knitted or crocheted (excluding wind-jackets ...",0,0,0,0,0,0,0,0,0,0,,250,249,323,64,73,419,200,330,165,181,,839,780,594,763,1002,836,879,1322,979,1498
