Product code,Product label,India's imports from Singapore-Value in 2012,India's imports from Singapore-Value in 2013,India's imports from Singapore-Value in 2014,India's imports from Singapore-Value in 2015,India's imports from Singapore-Value in 2016,India's imports from Singapore-Value in 2017,India's imports from Singapore-Value in 2018,India's imports from Singapore-Value in 2019,India's imports from Singapore-Value in 2020,India's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
620640,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres (excluding knitted or ...",48,27,22,74,12,2,150,48,6,8,,7303,16219,14775,6361,8277,14992,12217,9857,5986,6851,,4675,8070,10419,12598,14147,15046,21472,19547,11219,11309
611595,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",2,22,10,23,0,0,5,11,6,8,,1079,1119,2407,1884,2053,2738,2906,2343,2089,3379,,296,578,855,1124,1351,2233,2603,3336,2026,2642
110814,Manioc starch,0,0,0,0,0,0,0,0,0,8,,463,220,354,232,198,154,210,1536,338,1221,,622,6545,6207,2733,4214,17481,2938,5217,4119,264
620291,"Women's or girls' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",0,0,0,0,0,0,0,0,0,8,,68,43,104,414,295,306,238,133,252,251,,78,77,26,387,57,82,101,83,35,79
580639,"Narrow woven fabrics of textile materials other than cotton or man-made fibres, with a width ...",73,1,0,17,19,1,1,43,5,8,,9282,6827,4570,10159,3089,2381,1616,2339,1779,1811,,10421,12243,13688,13308,13240,15460,14353,13356,8173,13376
730619,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of iron ...",146,17,28,148,207,0,24,109,13,8,,6251,15340,17434,6647,4792,2830,4098,6807,4956,11588,,6264,8713,10104,25465,12969,6997,5496,15007,7062,4620
841940,Distilling or rectifying plant,470,86,140,21,0,927,5,136,2,8,,22502,19950,7861,8235,5733,1664,2180,9290,6853,10010,,40132,16941,29590,21234,35077,17220,21515,33220,15995,34107
410150,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired ...""",0,0,0,0,0,0,0,0,0,8,,5,86,30,0,0,19,0,0,0,117,,4855,4644,4350,4192,6930,2610,4694,4807,3241,7099
844010,"Bookbinding machinery, incl. book-sewing machines (excluding machinery of heading 8441, general-purpose ...",178,9,2,16,0,0,1075,73,7,8,,4725,2954,3889,1192,1108,1309,1130,762,396,1074,,16245,11357,8408,10127,8706,10982,12813,17986,10348,6167
620349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials (excluding ...",7,1,0,1,1,25,3,6,5,8,,13546,12673,11629,16809,14084,12604,5914,9888,3427,5712,,1517,2968,6031,9054,3570,5807,11972,18145,22070,34363
853010,"Electrical signalling, safety or traffic control equipment for railways or tramways (excluding ...",0,0,0,1,12,0,1,0,7,8,,1074,506,11269,18071,697,979,1328,1229,587,2909,,5727,6280,9298,9830,9250,6364,12819,28637,14106,29118
611610,"Gloves, mittens and mitts, impregnated, coated, covered or laminated with plastics or rubber, ...",1,9,4,7,3,10,21,19,14,8,,1474,1913,1613,1882,1750,1655,1828,2866,15935,4184,,1892,2203,4035,4117,5095,7394,12311,10192,9384,16208
460219,"Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials ...",8,0,0,0,0,0,1,4,0,8,,278,394,305,234,97,165,220,230,365,310,,465,725,783,688,523,536,1426,2394,1379,2371
630492,"Articles for interior furnishing, of cotton (excluding knitted or crocheted, blankets and travelling ...",114,57,44,31,41,2,37,84,16,8,,397,488,373,345,162,1288,573,701,4826,477,,11840,16144,12243,41298,24635,43389,17249,18688,11351,18715
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,20,0,0,0,0,0,0,8,,22,33,18,16,9,2,30,2,43,0,,508,786,1778,4224,5052,7070,8260,7966,8177,8078
392079,"Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, ...",1,0,0,1,2,3,28,0,1,7,,685,239,41,399,565,239,922,586,118,617,,2433,5047,6607,6663,6761,6196,4140,2759,4536,5594
340600,Candles and the like,2,1,2,0,2,11,16,9,25,7,,1235,891,1244,1388,1929,2926,4793,5068,4112,7000,,3015,2715,3119,3603,4001,4024,4513,5103,3129,5189
511219,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing ...,18,0,3,290,0,0,0,0,0,7,,921,237,677,187,198,414,425,734,1050,340,,1930,3084,2031,1906,1419,1354,1349,1486,665,886
740911,"Plates, sheets and strip, of refined copper, in coils, of a thickness of > 0,15 mm (excluding ...",47,67,375,30,0,10,0,1,13,7,,43981,30738,10740,9000,7607,14377,9859,8928,8023,19262,,8569,11820,9650,9642,10864,19700,25927,21852,22050,42385
821420,"Manicure or pedicure sets and instruments, incl. nail files, of base metal (excluding ordinary ...",2,1,3,0,1,0,18,0,0,7,,1849,1994,1316,1428,1878,1216,1031,877,1315,767,,5006,4203,4739,4517,4237,5114,6966,5786,5062,7950
380190,"Preparations based on graphite or other carbon in the form of pastes, blocks, plates or other ...",485,143,133,232,36,0,216,121,141,7,,7883,461,2062,568,2718,2370,1609,1355,1628,1910,,31737,19665,23638,31224,33194,70975,55630,40034,34022,37869
910390,"Clocks with watch movements (excluding electrically operated, wrist-watches, pocket-watches ...",24,0,5,0,0,0,0,0,1,7,,458,3320,513,670,3226,1161,527,1002,1081,1354,,644,580,464,390,663,358,295,869,112,156
620191,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",0,0,0,0,0,0,3,0,4,7,,109,75,210,435,1229,1311,1552,1053,1533,1227,,68,80,109,96,51,66,73,75,109,195
850133,DC motors and DC generators of an output > 75 kW but <= 375 kW (excl. photovoltaic generators),632,24,0,4,4,19,27,68,5,7,,6365,7398,6633,6807,3532,3068,4426,5203,2652,5600,,11197,2244,3907,1182,2510,3301,2761,7044,4532,18378
140490,Vegetable products n.e.s,0,0,0,0,0,0,0,0,170,7,,2263,2543,1515,878,942,624,728,519,3470,2004,,4478,3229,2731,3943,3775,3213,12997,11929,22962,34242
30111,Live ornamental freshwater fish,0,21,15,36,6,8,25,30,4,7,,58763,54550,50270,44219,41742,37808,36715,34119,30928,40277,,0,53,61,145,59,203,246,293,162,183
210230,Prepared baking powders,0,0,0,0,0,3,2,3,0,7,,1591,1648,1702,761,837,1392,1783,1965,1777,1740,,15,26,82,284,103,114,150,60,57,8
400819,"Rods and profile shapes, of cellular rubber",1,2,8,1,0,1,3,2,0,7,,689,680,581,856,1176,903,1021,879,442,482,,1244,1200,1226,1296,989,1653,1711,1230,784,1249
610469,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials, ...",6,12,0,0,0,0,0,1,5,7,,2292,5852,6996,4403,5940,6394,4679,4525,2133,3132,,854,2141,4101,3647,5011,3644,5451,6438,4445,6769
610711,"Men's or boys' underpants and briefs of cotton, knitted or crocheted",0,0,0,0,0,0,49,36,3,7,,2086,1371,1620,2405,3524,6462,7128,4170,3509,5620,,892,981,1176,1558,1899,2945,5583,3805,1725,3917
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ...",1,10,9,1,1,2,1,3,0,7,,1565,5382,1950,1313,1078,8509,8878,6829,4546,7808,,565,551,420,330,269,324,350,345,963,1847
610442,"Women's or girls' dresses of cotton, knitted or crocheted (excluding petticoats)",4,1,0,0,4,1,4,22,5,7,,7270,5272,5051,4309,5774,6957,6078,16234,11631,15886,,704,1050,1127,1372,1960,2380,2884,3471,2728,4270
420239,"Wallets, purses, key-cases, cigarette-cases, tobacco-pouches and similar articles of a kind ...",49,8,179,3,1,25,37,27,8,7,,11143,37751,62366,92063,201339,195147,185438,165553,163724,157941,,661,619,1072,543,951,2592,2687,3224,1452,1251
853922,Filament lamps of a power <= 200 W and for a voltage > 100 V (excluding tungsten halogen filament ...,0,0,1,0,0,0,0,2,2,7,,2251,3545,2617,642,786,1362,1864,776,616,682,,1066,788,260,287,217,199,140,178,348,701
400829,"Rods, tubes and profile shapes, of non-cellular rubber",249,23,88,7,11,2,12,5,20,7,,2984,2162,2983,1316,1175,1430,1698,2338,1859,3318,,12132,8573,9667,7774,5814,6884,8451,8909,5734,9866
170290,"Sugars in solid form, incl. invert sugar and chemically pure maltose, and sugar and sugar syrup ...",0,6,0,1,0,0,78,21,2,7,,8598,5983,5723,3446,3201,6864,20535,6323,7308,12021,,1574,1357,3062,3591,3968,2389,3641,4662,3292,4157
842010,Calendering or other rolling machines (other than for metals or glass),4,0,0,0,4,0,0,0,0,7,,821,2053,714,1183,6480,3567,1499,1027,2527,2738,,22365,18607,10964,10895,26933,26091,20179,38815,13603,25636
630520,"Sacks and bags, for the packing of goods, of cotton",0,1,1,0,0,0,1,2,0,7,,63,213,172,249,349,145,278,783,916,917,,301,222,351,416,316,397,397,503,376,724
300450,"Medicaments containing provitamins, vitamins, incl. natural concentrates and derivatives thereof ...""",110,2,0,0,3,0,0,0,0,7,,21921,11126,17518,2309,1989,3833,26530,22270,30653,32756,,6907,4943,5276,5482,8373,4881,5338,5731,5828,5362
292519,"Imides and their derivatives; salts thereof (excluding saccharin and its salts, glutethimide ...",1,2,38,0,0,0,0,0,0,7,,369,436,397,586,621,418,851,1543,547,850,,4986,4733,6832,10959,9828,9294,21154,18716,13240,12833
281530,Peroxides of sodium or potassium,0,0,0,0,0,2,17,10,7,7,,117,405,235,681,226,325,311,658,481,534,,204,223,211,166,109,91,191,441,32,138
560391,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing <= 25 ...",27,56,43,49,36,0,0,0,2,7,,224,228,2064,635,123,57,104,97,329,566,,4262,3517,4826,3473,3646,3521,7511,9913,7247,8629
840490,Parts of auxiliary plant of heading 8402 or 8403 and condensers for steam or other vapour power ...,0,4,8,0,23,1,41,0,0,7,,18787,33297,4439,5735,5905,9795,7765,11258,7730,14365,,9042,26264,17758,11724,8064,18480,8988,27371,5448,5379
731414,"Woven cloth, incl. endless bands, of stainless steel wire (excluding woven products of metal ...",0,2,8,2,0,0,1,3,4,7,,15673,10255,12090,8830,3110,1693,1875,4827,2549,2541,,7042,9412,10920,11221,13539,15827,17621,18059,12565,14416
961100,"Hand-operated date, sealing or numbering stamps, and the like; hand-operated composing sticks ...",16,8,0,0,0,0,11,44,4,7,,1470,971,1804,2592,3102,2709,2681,1633,1418,1839,,1277,1611,1641,1394,1298,1796,1914,1915,1451,2133
960610,"Press-fasteners, snap-fasteners and press studs and parts therefor",200,13,2,2,21,0,35,10,14,6,,2226,2926,2207,3730,4921,6282,3972,1491,1189,1800,,28297,31135,32493,33388,37600,34842,33785,34092,29527,37222
940210,"Dentists', barbers' or similar chairs having rotating as well as both reclining and elevating ...",243,3,22,0,14,1,3,7,3,6,,942,1073,825,672,368,612,570,416,189,156,,8695,10240,9782,8630,9022,13580,8857,8965,5921,8379
854310,"Electrical particle accelerators for electrons, protons, etc. (excluding ion implanters for ...",0,46,0,7,2,1,5,2,14,6,,1612,1029,1963,2255,1405,941,2820,1005,1260,1707,,4822,3682,3124,1831,3862,5969,4470,4871,4392,3324
570241,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",15,1,0,8,28,6,0,0,19,6,,271,1446,1064,58,17,14,292,54,376,107,,1532,2359,1313,1793,1513,1486,1527,2121,1195,1995
610610,"Women's or girls' blouses, shirts and shirt-blouses of cotton, knitted or crocheted (excluding ...",12,2,7,1,9,0,7,3,4,6,,24062,25838,19576,21617,7504,7551,11693,8977,7302,7944,,2042,2254,2871,2646,3249,3202,3293,3228,2176,4093
611780,"Ties, bow ties, cravats and other made-up clothing accessories, knitted or crocheted, n.e.s. ...",7,5,8,19,28,2,6,11,6,6,,28015,31167,79583,57045,17158,15723,9604,10138,9887,12232,,1535,3533,3876,7129,5221,4378,5877,4810,4092,4173
940421,"Mattresses of cellular rubber or plastics, whether or not covered",0,0,1,10,1,1,1,13,4,6,,196,226,284,276,111,145,125,978,293,7777,,1793,1371,1298,1415,1327,1857,2587,2858,2045,3239
611599,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",76,5,14,13,9,28,67,59,25,6,,5505,7757,6310,5148,1248,1111,1725,805,962,1232,,8264,15172,17899,19190,15294,18390,25932,16784,9721,8068
701919,"Glass fibre cakes """"textile cakes"""" and chopped glass fibre strands of a length >50mm""""",90,2,36,0,0,6,1,37,1,6,,244,385,129,119,164,111,221,394,50,113,,15059,12428,15555,18085,16771,22412,22904,19105,14274,25925
920790,"Accordions and musical instruments without keyboards, the sound of which is produced, or must ...",1,0,0,0,3,9,0,108,57,6,,1689,2562,1862,2258,2952,2257,2437,2779,2347,3446,,5968,3109,3991,4171,4150,8233,6135,8320,5198,8146
490600,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ...",12752,635,0,0,1,0,1172,1,6,6,,52057,28009,1950,1269,2370,1496,1577,1875,1959,1567,,47119,46448,38181,10967,22121,17810,12538,7703,2290,1995
820510,"Hand-operated drilling, threading or tapping hand tools",122,142,63,74,25,20,23,13,26,6,,10281,6180,8693,9125,4859,6535,4562,2226,1544,1457,,4399,2844,2962,2793,3774,4065,2935,1871,1160,1670
300220,Vaccines for human medicine,2155,0,0,0,0,51,25,2,0,6,,67646,35931,124163,107378,84722,95623,139463,69595,3570,65363,,203195,222796,242024,303847,261404,245729,319544,378780,339485,443930
821195,"Handles of base metal for table knives, pocket knives and other knives of heading 8211",0,0,0,0,0,0,0,1,1,6,,117,128,37,25,151,93,190,251,523,187,,66,62,33,108,48,54,18,50,30,61
901410,Direction finding compasses,1,15,0,0,4,0,252,11,22,6,,7399,10478,9407,7705,5880,10790,3604,5201,7258,12366,,1284,2625,1314,1598,822,1325,1824,1031,1110,1102
811221,Unwrought chromium; chromium powders,0,14,61,12,35,12,65,190,0,6,,9,43,646,562,684,999,1344,615,468,143,,6661,7050,9579,6133,7419,7099,10677,12084,10435,8375
520548,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,6,,0,0,7,0,184,0,273,593,6,0,,307,1167,2096,2003,7538,8556,740,696,245,425
640690,"Parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, leggings ...",0,76,45,17,80,176,61,65,12,6,,6895,5839,7671,6501,4944,2949,2769,3911,3539,3570,,0,27155,30338,21334,27441,31452,24384,25454,27495,48328
621440,"Shawls, scarves, mufflers, mantillas, veils and similar articles of artificial fibres (excluding ...",2,0,0,0,1,1,0,0,0,6,,118,299,679,311,279,137,104,114,94,85,,161,259,258,366,615,582,493,468,364,329
732219,"Radiators for central heating, non-electrically heated, and parts thereof, of iron other than ...",4,34,2,11,35,11,65,70,8,6,,4400,1916,1930,1919,1866,1020,2161,1580,992,1495,,1737,5636,1185,1214,1006,1053,1532,2707,1885,3360
761100,"Reservoirs, tanks, vats and similar containers, of aluminium, for any material (other than ...",2,0,0,11,0,0,0,0,4,6,,3078,1356,1082,213,235,261,127,300,115,200,,3176,4904,9604,4239,3881,10540,8998,12571,8658,8416
441510,"Cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood",15,5,4,1,2,0,0,8,0,6,,7407,4796,4769,3894,3171,3422,4063,3719,4147,4963,,3490,4497,3660,3776,3073,2625,2198,3719,2205,1775
392073,"Plates, sheets, film, foil and strip, of non-cellular cellulose acetates, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,6,,23,21,17,67,75,10,2,241,46,91,,2810,1235,1694,1674,1137,2464,2496,5189,2948,3155
551512,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,14,0,6,,220,170,118,49,760,264,218,36,212,32,,2414,1320,1577,203,874,15155,18810,18062,5562,15461
340311,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,18,0,0,0,47,0,9,20,11,6,,8160,11366,8348,5469,4211,4323,4648,4842,1713,2069,,10842,9117,15500,15552,17728,17445,22088,28455,24328,40432
400591,"Compounded rubber, unvulcanised, in the form of plates, sheets or strip (excluding rubber compounded ...",0,0,0,0,0,0,38,85,81,6,,3060,2954,2794,2748,3059,3521,3987,4561,3092,2984,,17550,15424,17726,13965,15088,20141,28671,30707,23164,27251
620439,"Women's or girls' jackets and blazers of textile materials (excluding of wool, fine animal ...",12,1,0,2,2,0,6,1,2,6,,5531,2149,5852,3598,5178,5380,6878,3054,3976,4757,,903,1541,2817,847,841,780,1848,2706,1001,1216
732490,"Sanitary ware, incl. parts thereof (excluding cans, boxes and similar containers of heading ...",105,11,51,20,42,2,50,38,44,6,,13110,12617,13796,10541,8088,4914,5038,4599,3138,3154,,11961,8150,7660,8879,8760,12380,14360,15309,10351,13715
821194,"Blades of base metal for table knives, pocket knives and other knives of heading 8211",9,3,0,1,1,0,1,3,6,6,,1881,2097,8290,1688,1888,1497,1417,924,952,1527,,3249,1311,1326,1599,4382,4433,2040,1647,1493,2234
841392,"Parts of liquid elevators, n.e.s.",41,24,0,16,13,0,17,519,42,6,,3826,4355,4303,1650,511,808,1327,3509,1870,2106,,4640,1399,2071,823,1061,968,2074,3130,2001,5290
840810,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",769,834,372,538,650,378,843,936,1597,5,,207864,236653,154348,148148,107121,130675,84250,104028,107330,87391,,52538,31504,37832,27726,22104,9167,16827,19880,32734,28646
842449,Agricultural or horticultural sprayers (excl. portable),0,0,0,0,0,32,7,36,120,5,,0,0,0,0,0,0,1034,521,297,433,,0,0,0,0,0,10300,24960,35392,36489,28551
721931,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",172,0,27,0,0,0,195,372,69,5,,630,774,3035,1382,898,1395,1031,230,11,751,,14146,6416,8953,9895,5719,8016,7789,6005,4756,4185
611211,"Track-suits of cotton, knitted or crocheted",0,7,0,0,0,0,0,5,10,5,,1740,1872,1134,1336,428,2218,1063,423,218,96,,33,45,102,332,79,192,113,265,330,374
481820,"Handkerchiefs, cleansing or facial tissues and towels, of paper pulp, paper, cellulose wadding ...",77,0,1,0,1,2,2,1,1,5,,6325,7161,5915,4427,6800,16579,7481,3987,15303,4685,,4613,6199,7956,7559,10282,10155,10804,11264,5895,3800
410799,"Leather """"incl. parchment-dressed leather"""" of the portions, strips or sheets of  hides and ...""",35,0,0,440,7,12,9,13,0,5,,1827,2126,1893,1332,3449,1242,1161,530,285,191,,29514,44234,62888,70755,74895,62764,56437,27127,8047,9841
291719,"Acyclic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, ...",77,73,77,38,75,48,78,5,8,5,,4682,5280,4207,3367,1918,1678,1820,1551,2170,841,,32833,41449,49055,50765,39446,49092,60911,62884,80936,95171
292330,Tetraethylammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,1,5,5,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,83,290,258,40,707
910199,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",822,88,97,12,0,3,34,0,0,5,,12395,10371,9559,8159,6382,10320,6081,4098,1757,37001,,35055,20467,7716,2742,2345,767,3360,695,355,3413
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,4,0,2,3,0,23,9,0,5,,3813,5074,7232,15296,13673,12102,13608,8243,9400,3832,,1645,3217,3832,8213,5222,6921,7786,5239,1107,2858
851920,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens ...",10,0,0,0,0,0,0,1,0,5,,141,195,659,159,441,442,1683,86,188,128,,29,47,20,37,25,6,23,2,0,9
740322,"Copper-tin base alloys """"bronze"""" unwrought""""",29,0,0,0,0,0,3,0,0,5,,2609,4254,7025,2646,2976,5211,2441,2901,1759,1165,,7136,5096,5799,3587,2483,1635,5655,3738,3212,1826
731812,Wood screws of iron or steel (excluding coach screws),6,7,2,0,0,0,0,1,2,5,,3591,4206,2250,1436,1193,1548,1625,870,820,2177,,1618,893,1065,1408,1535,1554,3169,1787,2640,2683
690721,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,0,0,3,20,5,,0,0,0,0,0,0,741,1082,948,1667,,0,0,0,0,0,19446,24529,23199,11116,16014
711420,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of base metal clad with precious ...",22,1,0,0,0,0,0,0,0,5,,277,4195,2963,880,627,801,566,376,198,95,,1603,1532,599,663,511,572,624,893,361,925
840220,Superheated water boilers,0,0,0,0,0,0,0,2,0,5,,475,4120,131,901,477,361,31,2425,1365,136,,5281,115,244,106,1792,23,361,4,99,27
