Product code,Product label,"Korea, Republic of's imports from Singapore-Value in 2012","Korea, Republic of's imports from Singapore-Value in 2013","Korea, Republic of's imports from Singapore-Value in 2014","Korea, Republic of's imports from Singapore-Value in 2015","Korea, Republic of's imports from Singapore-Value in 2016","Korea, Republic of's imports from Singapore-Value in 2017","Korea, Republic of's imports from Singapore-Value in 2018","Korea, Republic of's imports from Singapore-Value in 2019","Korea, Republic of's imports from Singapore-Value in 2020","Korea, Republic of's imports from Singapore-Value in 2021",Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
902121,Artificial teeth,0,0,0,0,0,0,0,0,0,0,,929,967,809,462,215,246,571,439,47,46,,3577,4088,4364,3287,3802,3744,3095,3473,3086,2911
901540,Photogrammetrical surveying instruments and appliances,0,0,0,0,0,1,1,0,0,0,,1942,2723,2525,3559,1683,2740,2832,2558,2446,2467,,1066,2691,1443,861,1285,1296,152,1628,3202,2403
901814,Scintigraphic apparatus,0,0,0,0,0,0,0,0,0,0,,2535,1306,1386,1538,2363,3187,2685,3951,3677,3798,,465,1471,417,1238,949,2058,1900,2597,3216,4110
900720,Cinematographic projectors,0,0,0,0,0,0,0,0,0,0,,5540,5453,1246,1150,999,4051,4571,3857,794,118,,4921,2049,1975,1058,533,35,50,31,81,111
900792,"Parts and accessories for cinematographic projectors, n.e.s.",53,27,60,36,48,74,3,0,0,0,,8072,8673,4747,2954,6805,4195,5513,12122,4781,5276,,2375,2726,1978,1301,890,1062,814,642,351,379
900850,"Image projectors, and photographic enlargers and reducers (excluding cinematographic and parts)",0,0,0,0,0,0,0,0,0,0,,14818,5942,7339,7687,5725,6624,6572,4453,2555,1463,,384,444,493,812,2262,3708,1284,2976,4796,3103
890130,Refrigerated vessels (excluding tankers),0,0,0,0,0,0,0,0,0,0,,0,0,0,13,0,9,0,21,11,2,,360,16453,10587,12762,18124,7300,13537,19374,9413,11569
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",0,0,0,0,0,0,147,0,0,0,,9609,852,3225,8682,1107,1373,1538,1259,2458,6155,,5841,5584,10463,11517,9409,10321,11613,10039,10197,14132
900580,"Monoculars, astronomical and other optical telescopes and other astronomical instruments (excluding ...",0,1,0,1,0,0,1,0,2,0,,3102,1723,3294,2505,3675,1508,3716,2229,3200,2159,,2660,3653,5658,5644,6014,3606,10622,20744,26769,5631
900669,Photographic flashlights and flashlight apparatus (excluding with electronic discharge lamps),3,0,0,23,1,0,0,0,0,0,,17836,10239,3822,1730,1943,1259,1263,647,284,244,,3653,2716,2321,2427,2127,1608,1529,1164,907,979
910990,"Clock movements, complete and assembled (excluding electrically operated and watch movements)",0,0,8,2,0,2,0,0,0,0,,623,637,441,227,269,239,132,103,342,73,,1189,1210,1258,1205,564,180,155,118,127,205
911180,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of materials ...",0,0,0,0,0,0,2,0,0,0,,15868,11071,1217,605,22876,31240,31497,15525,16267,14247,,465,661,962,1807,430,369,288,291,442,508
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious ...",0,0,0,0,0,0,0,0,0,0,,21520,1087,2055,858,3709,1905,4891,19286,5889,1034,,2628,3133,3226,2776,3208,2990,1680,3423,2447,1795
910310,"Clocks with watch movements, electrically operated (excluding wrist-watches, pocket-watches ...",0,0,0,0,0,0,0,0,0,0,,68,80,334,487,76,245,222,151,625,816,,33,32,71,137,65,44,31,43,102,753
910519,Alarm clocks (excluding electrically operated),0,0,0,0,0,0,0,1,0,0,,200,154,101,132,36,137,80,115,32,55,,2402,3178,2210,2401,1601,1925,2226,1696,1855,2575
903220,"Manostats (excluding taps, cocks and valves of heading 8481)",9,37,1,11,12,0,0,4,25,0,,5489,4531,4345,7430,5737,6383,7091,8827,7113,6673,,5894,2220,2161,2222,7447,14485,8944,9720,13912,12813
390490,"Polymers of vinyl chloride or other halogenated olefins, in primary forms (excluding poly""""vinyl ...""",0,0,0,0,0,0,3,0,0,0,,5602,5101,5152,2949,1556,1747,1589,942,1348,1149,,23065,20700,12189,9419,13092,23831,19406,15172,17656,21023
390512,"Poly""""vinyl acetate"""", in aqueous dispersion""""",0,0,0,0,0,0,0,0,0,0,,3630,2801,2792,1350,1183,899,1043,1025,732,222,,804,785,855,1376,769,617,413,392,375,433
390591,"Copolymers of vinyl, in primary forms (excluding vinyl chloride-vinyl acetate copolymers and ...",0,8,0,0,1,0,0,0,0,0,,11409,13315,13799,19436,25000,26840,24762,32072,35872,36534,,7552,11595,11766,11962,12391,16876,19479,22546,22197,25186
380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ...""",17,0,1,0,0,0,0,0,0,0,,4569,9165,6155,3387,2914,2892,2199,1935,2548,2184,,13529,11112,10441,9209,7885,6445,5769,3798,3364,4025
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",6,2,0,0,12,0,0,0,0,0,,2321,3877,1742,2024,2247,1843,1882,1851,2712,1839,,67820,56830,62928,48048,45794,47081,43428,45358,43877,47701
382312,"Oleic acid, industrial",0,0,0,0,0,0,0,0,0,0,,608,369,604,656,265,202,278,146,181,226,,30891,32124,32990,26434,26895,28594,26215,21883,25326,43473
382483,"Mixtures and preparations containing tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,87,40,0,0,0,0
382484,"Mixtures and preparations containing aldrin """"ISO"""", camphechlor """"ISO"""" """"toxaphene"""", chlordane ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,3,5,7,13
382550,"Wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids",0,0,0,0,0,0,0,11,0,0,,0,0,3,8,8,0,0,0,0,0,,2,7,57,3,19,21,21,15,17,9
330119,"Essential oils of citrus fruit, whether or not terpeneless, incl. concretes and absolutes (excluding ...",0,0,0,0,0,2,0,2,5,0,,1468,1220,1935,1896,2142,2717,4161,2774,2240,2838,,614,836,933,1338,1658,1956,3194,3093,2893,2961
340311,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,2,26,16,0,0,0,0,0,0,0,,8160,11366,8348,5469,4211,4323,4648,4842,1713,2069,,41524,39095,37299,33862,30457,26195,25404,20601,15730,18458
350300,"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ...",16,0,0,0,0,0,0,0,0,0,,14991,21349,20889,20892,17297,19373,14782,9001,12185,9856,,17905,20976,25254,25125,18066,20870,24481,39634,54625,51143
350520,"Glues based on starches, dextrins or other modified starches (excluding those put up for retail ...",0,0,0,0,0,0,0,0,0,0,,2264,1401,1690,1930,1233,1070,991,1411,1743,2149,,0,0,0,8,14,15,27,41,149,49
360100,Propellent powders,0,0,0,0,0,0,0,0,0,0,,11,19,20,12,15,0,0,0,0,0,,11698,15126,16594,15046,21033,10179,7850,5478,15114,24748
360490,"Signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding fireworks ...",0,0,0,0,0,0,0,0,0,0,,3026,3110,4880,13609,30856,43362,30507,41057,28959,8426,,824,2330,3999,2926,2095,794,1213,1304,792,1199
370255,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,2230,521,396,113,11,54,48,7,906,6716,,1196,20,0,7,198,327,275,231,207,235
293319,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyrazole ring, ...""",0,0,0,4,0,0,0,0,0,0,,681,921,3994,3185,1583,2206,1314,496,537,736,,9405,14066,19475,16497,23613,34205,27268,36793,49695,50081
293371,"6-Hexanelactam """"epsilon-caprolactam""""""""",0,0,0,0,0,0,0,0,0,0,,1258,76,58,680,117,152,68,30,43,32,,89925,78510,165070,139884,46373,48605,34884,35693,26157,33548
293392,"Azinphos-methyl """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,21,2,0,1,0
293399,"Heterocyclic compounds with nitrogen hetero-atom[s] only (excluding those containing an unfused ...""",13,1,89,70,106,104,40,2,0,0,,119509,44215,69484,218055,47548,203915,23250,35366,29856,20847,,210553,192961,193702,223838,256543,237054,243262,265264,313335,320114
293625,"Vitamin B6 and its derivatives, used primarily as vitamins",10,0,0,0,0,0,0,0,0,0,,10972,9722,10807,7944,11450,14696,18626,15567,12546,8809,,3972,3533,3236,4615,5973,7133,7229,6701,7890,8285
320420,"Synthetic organic products of a kind used as fluorescent brightening agents, whether or not ...",206,0,65,20,0,0,0,0,0,0,,9671,7356,7587,8111,6976,8499,13433,13353,10130,11755,,21424,25600,19479,14536,11894,11311,15262,15821,10602,12469
320720,"Vitrifiable enamels and glazes, engobes """"slips"""" and similar preparations of the kind used ...""",0,0,0,0,0,2,1,0,0,0,,2273,2043,2446,1687,1572,1767,6376,1645,171,364,,5680,7635,7840,9823,9174,9745,7830,7022,7471,9724
291300,"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes ...",0,0,0,4,0,0,0,0,0,0,,149,174,75,94,61,238,511,137,131,4,,85,257,345,183,184,173,549,432,483,628
291422,Cyclohexanone and methylcyclohexanones,0,0,0,0,0,0,0,0,0,0,,477,688,783,653,407,406,387,341,487,1061,,38930,19365,59978,9383,16011,41269,11232,7702,8815,20760
290539,"Diols (excluding ethylene glycol """"ethanediol"""" and propylene glycol """"propane-1,2-diol"""")""""",704,1052,701,1121,720,1958,2906,3482,700,0,,39381,46546,51199,32687,28693,37243,37888,32207,19268,10416,,111262,115612,131680,117527,136573,168519,214404,174893,144524,272198
291631,"Benzoic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",5,0,0,0,1,0,0,0,0,0,,4594,4896,4673,3852,4006,3699,4168,4348,2747,2723,,18981,17124,15948,15144,15274,15618,15241,16991,16548,18288
290891,"Dinoseb """"ISO"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,904,1150,1643,2836,1920,1334,1879,1608,1717,1669
290919,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...",24927,17865,20425,7471,1362,0,1,3439,0,0,,349887,479273,499247,305339,263232,272088,173792,164016,117017,110406,,220786,133795,122012,125740,124127,132459,142051,126130,106141,106216
290944,Monoalkylethers of ethylene glycol or of diethylene glycol (excluding monobutyl ethers),0,0,0,0,0,0,0,0,0,0,,16354,12682,10848,9346,1259,2603,1197,1792,1335,1931,,30429,27466,31971,29529,25075,32394,35468,33786,22832,33012
291010,"Oxirane """"ethylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,0,20,18,10,9,1,0,4,0,3,,488,671,1131,779,1155,1332,1519,1027,1036,1487
291030,"1-Chloro-2,3-epoxypropane """"epichlorohydrin""""""""",0,0,0,0,0,0,0,0,0,0,,9,3,0,0,0,1674,4,16,2,0,,85804,82576,93212,88757,74937,73909,134963,127321,130822,208209
291050,"Endrin """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0
291212,"Ethanal """"acetaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,38,19,62,32,114,26,33,31,22,105,,12,735,1183,821,89,44,77,118,91,89
291815,Salts and esters of citric acid (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,4,3,0,,3774,4135,3770,3072,3327,2965,3074,3053,2296,3086,,5276,7068,7125,7141,8511,13677,13819,10529,8972,15011
291822,"O-Acetylsalicylic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,9,39,2,11,136,61,73,19,28,3,,125,111,182,102,213,280,227,352,174,304
292114,"2-(N,N-Diisopropylamino)ethylchloride hydrochloride",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
292141,Aniline and its salts (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,3,79,9,0,1,0,2,29,5,4,,24650,59501,29727,27211,15041,22227,618,237,3477,13644
292146,"Amfetamine """"INN"""", benzfetamine """"INN"""", dexamfetamine """"INN"""", etilamfetamine """"INN"""", fencamfamine ...""",0,0,0,0,0,0,0,0,0,0,,0,0,355,915,2528,2,0,0,0,0,,997,1067,956,996,1220,1358,1310,769,1145,1019
292215,Triethanolamine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13222,9249,8471,9077,,0,0,0,0,0,8737,7805,9216,7926,9567
292231,"Amfepramone """"INN"""", methadone """"INN"""" and normethadone """"INN"""", and salts thereof""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,536,0,0,0,0,,28,47,30,27,42,36,45,53,55,75
292330,Tetraethylammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,4,7,0,0,1
292425,"Alachlor """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,400,431,426,1,2369
292630,"Fenproporex """"INN"""" and its salts; methadone """"INN""""-intermediate """"4-cyano-2-dimethylami ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,163,88,,0,0,0,0,11,0,0,0,0,0
293110,Tetramethyl lead and tetraethyl lead,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,2,0,,10,36,0,0,0,0,0,12,0,9
293214,Sucralose,0,0,0,0,0,14,0,0,0,0,,0,0,0,0,0,0,117,26,1154,11947,,0,0,0,0,0,4198,4485,3891,5265,8319
293721,"Cortisone, hydrocortisone, prednisone """"dehydrocortisone"""" and prednisolone """"dehydrohydr ...""",0,0,0,0,0,0,0,0,0,0,,2907,6025,5457,5095,2127,3930,4510,4017,3488,2162,,6028,6125,7192,5450,5355,5220,5747,7777,3806,3808
293919,"Alkaloids of opium and their derivatives, and salts thereof (excluding concentrates of poppy ...""",0,0,0,0,0,0,0,0,0,0,,273,588,327,340,236,44,199,629,772,626,,1108,1711,1377,1523,2359,2574,3119,2971,4492,2921
293991,"Cocaine, ecgonine, levometamfetamine, metamfetamine """"INN"""", metamfetamine racemate, and salts, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2,4,4,4,3,0,0,0,0,0
300213,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,11,0,,0,0,0,0,0,0,1035888,1501154,1089302,1313924,,0,0,0,0,0,93,213,1501,5543,5207
300230,Vaccines for veterinary medicine,0,434,0,0,0,0,0,0,0,0,,1636,954,963,1410,882,4235,13587,14925,12778,14544,,104134,104088,98873,108788,122923,110779,138036,120806,108619,118622
310319,"Superphosphates (excl. such products containing by weight => 35 % of diphosphorus pentaoxide, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,370,383,489,776,647
310490,"Carnallite, sylvite and other crude natural potassium salts, potassium magnesium sulphate and ...",0,0,0,0,0,0,0,0,0,0,,236,205,431,130,189,76,9,36,66,36,,2032,1558,1427,1042,1765,1471,1298,1679,1160,2148
320110,Quebracho extract,0,0,0,0,0,0,0,0,0,0,,1035,550,889,958,942,1709,2727,2765,1606,2070,,1066,1114,1390,1607,1401,1337,999,912,539,740
320190,Tanning extracts of vegetable origin (excluding quebracho extract and wattle extract); tannins ...,0,0,0,0,0,0,0,0,0,0,,1633,1467,916,1021,847,1208,537,210,470,1078,,1052,1281,1141,967,772,907,1192,1225,1409,1208
420600,"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ...",0,0,0,0,0,0,0,0,0,0,,48,12,35,144,12,35,14,0,46,40,,591,970,906,185,247,208,191,178,150,108
430160,"Raw furskins of fox, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5185,7084,14742,15104,12435,17895,21308,20365,5852,3265
440121,Coniferous wood in chips or particles (excluding those of a kind used principally for dying ...,0,0,0,0,0,0,0,0,0,0,,9,394,49,63,73,9,25,4,67,15,,5063,3623,5370,2153,1363,1048,1708,1703,516,822
440131,Wood pellets,0,0,15,0,0,0,1,1,1,0,,291,278,766,279,508,406,439,551,207,523,,18285,76462,323306,176963,172248,280433,521741,362283,329069,439379
440323,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,15357,10052,18456,22924,31044
440420,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,0,,32,165,23,19,15,83,30,32,44,211,,75,63,163,422,801,1052,923,1130,592,582
440729,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,30,0,0,0,0,0,0,,40996,20085,15693,13894,6563,6098,12609,11597,5005,9654,,13505,10386,8604,8168,6908,41301,45195,48829,49538,51470
440791,"Oak """"Quercus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,217,209,259,0,0,0,0,5,0,0,,5990,5150,7861,10432,8967,10394,11107,9082,9375,14441
440799,"Wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...""",0,1,0,0,0,0,5,0,20,0,,1202,1026,1656,3079,2304,1669,1508,1316,307,888,,76898,80494,88111,85190,79936,38149,36941,33071,33392,43117
440890,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,0,24,0,1,0,,3339,3051,2493,1197,979,911,879,625,561,416,,66223,83036,83746,90482,76225,67320,60852,32999,34521,35362
440910,"Coniferous wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,0,0,0,0,0,,36,109,6751,3443,95,17,116,53,1049,24,,47089,43463,53540,42981,35248,45190,43980,33178,36361,47955
440929,"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped """"tongued, ...""",0,0,23,0,0,0,0,0,0,0,,11092,5104,5593,2964,2830,1936,1481,1019,456,614,,82831,79337,99730,108893,112389,92512,70599,54039,42257,37229
441012,"Oriented strand board """"OSB"""", of wood""""",0,0,0,0,0,0,0,0,0,0,,27,1,56,2,105,0,1,12,61,8,,21869,26422,29361,28754,37479,43827,41529,24267,23041,30948
441871,"Flooring panels for mosaic floors, assembled, of wood",0,0,0,0,0,0,0,0,0,0,,604,125,9,70,248,91,0,0,0,0,,259,244,118,46,86,0,0,0,0,0
441874,"Flooring panels for mosaic floors, assembled, of wood other than bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,43,221,70,127,,0,0,0,0,0,460,633,1190,2326,5050
441890,"Builders' joinery and carpentry, of wood, incl. cellular wood panels (excluding windows, French ...",201,222,0,0,0,0,0,0,0,0,,2493,4286,4077,2026,1761,1629,0,0,0,0,,8069,6901,7142,6811,9110,46,0,0,0,0
441899,"Builders' joinery and carpentry, of wood (excl. of bamboo, windows, French windows and their ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1508,1255,436,723,,0,0,0,0,0,10431,10283,11261,6442,8382
441919,"Tableware and kitchenware, of bamboo (excl. chopsticks, bread boards, chopping boards and similar ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,29,65,69,67,,0,0,0,0,0,4709,5152,5242,5595,6562
450310,"Corks and stoppers of all types, of natural cork, incl. round-edged blanks",0,0,0,0,0,0,0,0,0,0,,74,152,55,20,19,30,61,2,17,6,,156,194,196,119,176,147,148,169,156,170
460194,"Plaits and similar products of vegetable plaiting materials, whether or not assembled into ...",0,0,0,0,0,0,0,0,0,0,,5,1,13,0,0,4,1,1,6,8,,356,350,439,404,221,124,335,449,309,705
460212,"Basketwork, wickerwork and other articles, made directly to shape from rattan plaiting materials ...",0,0,0,0,0,0,0,0,0,0,,63,35,62,27,33,65,19,67,304,35,,5986,6174,5873,5915,5019,4286,5437,5973,7517,7679
460219,"Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials ...",0,0,0,0,0,0,0,0,0,0,,278,394,305,234,97,165,220,230,365,310,,5807,5736,5733,5637,6017,6821,7694,8229,8426,8708
470610,Pulp of cotton linters,0,0,0,0,0,0,0,0,0,0,,151,12,306,33,235,2,8,0,21,0,,43601,31646,33597,31332,32115,35324,41828,39098,35949,48309
400251,"Latex of acrylonitrile-butadiene rubber """"NBR""""""""",0,0,0,0,0,0,0,0,0,0,,806,389,721,107,154,178,94,118,82,146,,3503,3404,3380,3142,4016,2992,3457,1315,740,1828
400291,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",0,0,0,0,0,8,0,0,0,0,,236,485,910,244,310,31,41,44,29,178,,10317,9552,10189,9046,6262,4796,5267,8496,7443,11954
400591,"Compounded rubber, unvulcanised, in the form of plates, sheets or strip (excluding rubber compounded ...",35,0,0,0,0,0,0,0,0,0,,3060,2954,2794,2748,3059,3521,3987,4561,3092,2984,,7368,8920,7487,6666,6048,6680,6985,5789,6812,10269
400610,"'Camel-back' strips of unvulcanised rubber, for retreading rubber tyres",0,0,0,0,0,0,0,0,0,0,,99,52,65,29,118,394,9,23,10,65,,166,431,602,665,853,636,566,821,611,647
390761,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of >= 78 ml/g""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,83,192,133,167,,0,0,0,0,0,45593,105806,82583,75864,115865
391390,"Natural polymers and modified natural polymers, e.g. hardened proteins, chemical derivatives ...",3,1,60,15,0,13,0,0,0,0,,14075,18977,18095,12734,12869,17971,32375,39240,55688,117003,,30070,33045,35257,50249,51938,59279,118112,129785,185160,260154
391520,"Waste, parings and scrap, of polymers of styrene",0,0,0,0,0,0,0,0,0,0,,564,1548,1360,732,708,221,514,281,5,0,,165,216,701,553,172,764,1611,1537,2703,123
392079,"Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, ...",0,0,0,0,0,0,0,0,0,0,,685,239,41,399,565,239,922,586,118,617,,6795,7374,8273,13168,12274,9276,15100,11563,11588,8831
392112,"Plates, sheets, film, foil and strip, of cellular polymers of vinyl chloride, unworked or merely ...",0,0,0,8,0,0,1,0,0,0,,6122,4936,2876,3295,1598,1983,20547,29498,6705,1439,,5440,6521,9102,10485,13936,16659,21424,19724,22595,24180
