Product code,Product label,"Taipei, Chinese's imports from Viet Nam-Value in 2012","Taipei, Chinese's imports from Viet Nam-Value in 2013","Taipei, Chinese's imports from Viet Nam-Value in 2014","Taipei, Chinese's imports from Viet Nam-Value in 2015","Taipei, Chinese's imports from Viet Nam-Value in 2016","Taipei, Chinese's imports from Viet Nam-Value in 2017","Taipei, Chinese's imports from Viet Nam-Value in 2018","Taipei, Chinese's imports from Viet Nam-Value in 2019","Taipei, Chinese's imports from Viet Nam-Value in 2020","Taipei, Chinese's imports from Viet Nam-Value in 2021",Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
731431,"Grill, netting and fencing, of iron or steel wire, welded at the intersection, plated or coated ...",0,0,0,0,0,0,0,0,0,0,,290,315,608,982,1029,663,2035,2663,18982,38843,,196,124,148,142,145,161,106,296,894,547
731441,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, plated or ...",0,0,0,0,0,0,0,0,0,0,,302,427,697,997,452,1567,4960,12041,19429,43721,,2039,1738,1809,1751,1372,2029,1770,1589,1530,1747
721113,"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed ...""",0,0,0,0,0,0,0,0,0,0,,74,597,154,6,6,36,262,3,2,166,,29,2,4,4,0,66,36,1,13,154
721210,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,2,0,0,0,0,0,,306,3,33,16,8,25,11,14,51,2350,,212,439,638,337,310,455,205,365,345,595
722620,"Flat-rolled products of high-speed steel, of a width of <= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,0,1,2,4,3,4,3,1,0,,,5154,4358,4622,4589,5234,5931,2459,2778,2104,2425
722692,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...""",0,0,2,0,0,0,0,0,2,0,,25,0,62,1244,84,31,58,88,543,298,,15647,12641,11667,7803,7181,6917,10488,9073,8939,9674
722710,"Bars and rods of high-speed steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,225,7,339,457,246,489,70,128,2,59
721491,"Bars and rods, of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,14,14,51,0,183,,1542,1199,1070,904,3432,2971,6898,2987,2209,5150
721510,"Bars and rods, of non-alloy free-cutting steel, not further worked than cold-formed or col ...",0,40,121,0,0,0,0,0,0,0,,5150,5674,5364,2241,2092,2333,3015,1539,779,2751,,120,457,188,106,35,170,283,472,389,885
721633,"H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,972,4933,6340,0,0,0,0,,2149,1045,357,5592,94158,122153,145251,123324,114125,124620,,46572,73045,90913,68615,49283,45605,44873,50225,38393,59920
721669,"Angles, shapes and sections, of iron or non-alloy steel, not further worked than cold-formed ...",0,0,0,0,0,0,0,0,0,0,,1417,3867,4104,1890,1572,1860,900,1219,807,2129,,17622,16375,17635,8842,10224,18617,41179,17659,18286,41371
721891,"Semi-finished products of stainless steel, of rectangular """"other than square"""" cross-section""""",0,0,0,0,0,0,0,0,0,0,,0,1,3,5,1,650,267,96,4,,,7801,5379,2096,3732,2422,1877,184806,64365,160470,419001
721911,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,9,12,0,6,1,22,5,8,4,1372,,46779,35240,45041,21294,25261,28492,37238,25557,25005,44002
720810,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,16,32,122,0,1,1,1,0,15,5227,,12174,9494,13094,7376,10406,8215,16835,11019,8743,14610
720827,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,73,0,0,,519,208,157,607,25,260,7361,5846,518,943,,14262,13984,8276,10346,11503,3930,8211,15529,21266,21514
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,29,0,0,,134,479,526,544,2341,18288,68437,86287,75520,359157,,14381,6495,12883,10183,10113,13130,6884,36163,16175,18776
720925,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,3659,3341,1566,907,290,244,292,37,848,3010,,76,75,94,66,20,115,28,36,7,33
740811,"Wire of refined copper, with a maximum cross-sectional dimension of > 6 mm",0,0,0,0,0,0,0,0,1,0,,25168,10203,14390,23481,23623,14332,38455,43093,145603,304502,,11037,12496,15258,10105,8179,17250,16755,13344,17422,50646
831110,"Coated electrodes of base metal, for electric arc-welding",0,0,0,0,0,0,4,21,12,0,,5943,5437,5966,6844,7874,4424,8227,6632,8303,13439,,1045,727,1640,4777,3340,759,685,1094,2720,3798
840140,"Parts of nuclear reactors, n.e.s. [Euratom]",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,3090,756,1764,751,795,1323,230,6759,1166,28
841013,"Hydraulic turbines and water wheels, of a power > 10.000 kW (excluding hydraulic power engines ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,,,3482,4523,31997,2198,70,0,1589,0,0,0
841121,Turbopropellers of a power <= 1.100 kW,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,5,8,2,1,,,10,33,10,116,430,797,521,43,79,20
841182,Gas turbines of a power > 5.000 kW (excluding turbojets and turbopropellers),0,0,0,0,0,0,0,0,0,0,,0,0,1050,0,20,3,1090,5828,1741,,,4146,2858,1799,4857,39210,105207,42078,58256,122603,202575
841239,Pneumatic power engines and motors (excluding linear acting),0,0,0,0,0,0,0,0,0,0,,45,22,199,13,118,71,14,194,54,236,,7102,8631,7111,8129,6616,9815,11679,11495,14046,14591
841280,"Engines and motors (excluding steam turbines, internal combustion piston engine, hydraulic ...",1,0,0,0,0,0,0,0,0,0,,4023,3075,2844,1366,291,423,657,599,885,3950,,3665,1373,1055,909,2659,729,682,1164,7046,11629
732421,"Baths of cast iron, whether or not enamelled",0,0,0,0,0,0,0,0,0,0,,127,0,0,7,0,0,0,17,0,,,1026,1156,1542,900,826,767,694,705,541,671
732611,"Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not ...",0,1,0,0,0,0,0,0,0,0,,91,11,0,20,224,5492,4153,783,298,3,,1112,1466,2005,1388,253,2045,1153,1157,895,549
740931,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,15,0,1,7,26,9,35,1043,5423,2705,,8579,6649,5483,4263,3849,3942,3167,5623,5909,12283
741129,"Tubes and pipes of copper alloys (excluding copper-zinc base alloys """"brass"""", copper-nickel ...""",4,0,0,0,1,5,19,12,0,0,,186,11,996,245,690,464,1000,5807,11820,8150,,10335,16309,14605,5356,4090,6865,7968,12435,5953,11905
741910,"Chain and parts thereof, of copper (excluding watch chains, necklace chains and the like)",14,1,0,3,0,0,0,0,0,0,,65,2,0,11,16,6,2,16,1,1452,,968,707,895,513,711,620,540,540,299,485
741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",0,0,0,0,0,0,0,0,0,0,,347,401,1025,1862,2909,3326,3615,2494,2134,608,,20799,26607,25933,24120,28275,30038,20834,935,2145,3492
750512,"Bars, rods, profiles and wire, of nickel alloys, n.e.s. (excluding electrically insulated products)",0,0,0,0,0,0,0,0,0,0,,0,0,33,2,0,2,1,6,97,10,,18700,19108,12477,15621,10478,12097,16472,14136,12322,14874
761100,"Reservoirs, tanks, vats and similar containers, of aluminium, for any material (other than ...",0,0,0,0,0,0,0,0,0,0,,61,7,6,4,626,137,85,82,113,1176,,435,210,425,79,168,147,623,113,441,1704
780419,"Lead plates; lead sheets, strip and foil, of a thickness """"excluding any backing"""" of > 0,2 ...""",0,0,0,0,0,0,0,0,0,0,,75,335,30,920,133,0,1,1,26,4,,3765,5183,5257,2719,466,883,958,895,1265,1420
790111,"Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc",0,0,0,0,0,0,0,0,0,0,,114,0,0,0,185,614,3,17,42,299,,312978,331802,413274,393646,332864,520074,484619,467847,371017,512250
790390,"Zinc powders and flakes (excluding grains of zinc, and spangles of heading 8308, and zinc dust)",90,0,0,0,0,0,0,0,0,0,,24,0,0,0,940,4053,3623,3138,1655,2364,,5472,5823,5697,4711,5088,6438,5918,8618,8533,13457
790500,"Zinc plates, sheets, strip and foil",0,0,1,0,0,2,0,0,0,0,,2063,1450,1446,1480,0,0,0,1,2,434,,4036,1789,2030,3471,2200,3770,2612,1782,2190,2802
810110,Tungsten powders,0,0,0,0,0,0,0,0,0,0,,5084,7006,6041,2593,3441,2778,726,1241,852,1860,,2783,1855,1589,5832,1469,736,1013,3247,5176,1456
810295,"Molybdenum bars and rods (other than those obtained simply by sintering), profiles, plates, ...",0,0,0,0,0,0,0,0,0,0,,15,0,130,0,0,69,0,0,0,1,,9227,7366,6520,6520,7220,16000,11668,14384,16606,18071
810297,Molybdenum waste and scrap (excluding ash and residues containing molybdenum),0,0,0,0,0,0,0,0,0,0,,0,0,13,8,0,3,0,18,33,20,,0,3,20,312,4,0,0,0,31,80
810411,"Unwrought magnesium, containing >= 99,8% by weight of magnesium",143,0,0,0,24,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,8223,15755,13266,10847,11027,11886,11986,11985,8922,22397
90710,"Cloves, whole fruit, cloves and stems, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,402,877,575,331,725,273,463,380,317,112,,0,13,535,452,537,397,582,585,568,588
90720,"Cloves, whole fruit, cloves and stems, crushed or ground",0,0,0,0,1,0,0,0,0,0,,1171,1001,974,821,761,789,951,1014,991,1129,,0,2,34,24,15,15,18,17,5,12
90940,Caraway seeds,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8,12,0,0,0,0,0,0,0,0
90950,Seeds of fennel; juniper berries,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,182,315,0,0,0,0,0,0,0,0
80260,"Macadamia nuts, fresh or dried, whether or not shelled or peeled",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8351,5182,0,0,0,0,0,0,0,0
80300,"Bananas, incl. plantains, fresh or dried",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,5,26,0,0,0,0,0,0,0,0
80522,Fresh or dried clementines incl. monreales,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,8,3,18,,0,0,0,0,0,0,3,0,0,104
81010,Fresh strawberries,0,0,0,0,0,0,0,0,0,0,,1,0,0,2,4,14,6,0,9,1,,2203,3028,3040,3774,5731,8169,7645,6553,6444,10487
81050,Fresh kiwifruit,0,0,0,0,0,0,0,0,0,0,,1,0,33,0,1,144,44,0,0,7,,71661,61854,86407,119803,133130,123828,117778,110529,103407,116224
120400,"Linseed, whether or not broken",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,10,0,,,1403,1253,2001,1555,1595,2400,1738,2075,2101,2113
120720,"Cotton seeds, whether or not broken",176,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,595,476,0,0,0,0,0,0,0,0
110430,"Germ of cereals, whole, rolled, flaked or ground",14,10,2,0,0,0,0,0,0,0,,0,3,0,0,0,0,1,1,2,3,,24,18,36,25,14,11,14,31,33,17
100110,Durum wheat,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,450303,405625,0,0,0,0,0,0,0,0
100300,Barley,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,18122,14903,0,0,0,0,0,0,0,0
100821,Millet seed for sowing (excluding grain sorghum),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,28,222,656,173,296,385,633,454
100860,Triticale,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,98,133,0,0,0,0,0,0
100890,"Cereals (excluding wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, ...",0,20,0,15,0,0,0,0,0,0,,43,202,446,2,400,715,527,198,127,552,,1554,2050,631,708,903,400,295,358,481,946
71350,"Dried, shelled broad beans """"Vicia faba var. major"""" and horse beans """"Vicia faba var. equina ...""",0,0,0,0,0,0,0,0,0,0,,0,30,8,1,11,41,0,0,356,1,,1296,1664,1705,1639,3113,2463,1863,1898,2210,1585
71390,"Dried, shelled leguminous vegetables, whether or not skinned or split (excluding peas, chickpeas, ...",0,0,0,0,0,0,1,0,0,0,,398,161,206,211,1165,649,882,219,909,239,,576,513,373,277,301,293,268,577,242,459
70951,"Fresh or chilled mushrooms of the genus """"Agaricus""""""""",0,0,0,0,0,0,0,0,0,0,,92,191,9,0,0,0,0,0,3,6,,88,118,367,546,861,607,37,123,187,95
70960,Fresh or chilled fruits of the genus Capsicum or Pimenta,0,0,0,0,0,0,0,0,0,0,,27879,34456,38675,42166,61554,73040,87489,48030,53495,24323,,2317,1536,1073,1854,2304,1630,1517,1805,868,1273
70990,"Fresh or chilled vegetables (excluding potatoes, tomatoes, vegetables of the Allium spp., cabbages ...",193,265,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3906,4267,116,0,0,0,0,0,0,0
30731,"Live, fresh or chilled, not smoked, mussels """"Mytilus spp., Perna spp."""", with or without ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,1,0,1,0,12,,26,18,58,117,68,27,34,41,19,22
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, ...""",43,18,9,21,6,4,0,0,0,0,,117,141,16,1,0,130,1349,499,583,162,,13243,15787,1161,2106,2164,2646,2485,2737,2354,1803
40510,Butter (excluding dehydrated butter and ghee),0,0,0,0,0,0,0,0,0,0,,328,184,30,24,55,85,247,119,58,19,,51308,56524,70347,67284,66058,95843,102829,95743,79851,95452
40811,"Dried egg yolks, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1474,1100,1425,1435,1350,1456,1540,1831,1396,1853
50710,"Ivory, unworked or simply prepared, its powder and waste (excluding cut to shape)",0,0,0,0,0,0,0,0,0,0,,3,0,1,0,0,0,0,0,0,,,3,0,29,16,27,12,13,0,0,0
60315,"Fresh cut lilies """"Lilium spp."""" and buds, of a kind suitable for bouquets or for ornamental ...""",0,0,0,0,0,0,0,0,0,0,,272,446,787,678,758,783,767,839,928,821,,0,0,0,0,0,0,1,6,70,0
60390,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable ...",0,0,0,0,0,0,0,0,0,0,,132,55,40,34,4171,1221,874,1595,241,151,,117,114,109,176,413,430,516,536,596,605
30486,"Frozen fillets of herring """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,193,288,630,29,271,547,0,67,231,40,,0,0,79,188,0,0,26,1,0,0
10129,Live horses (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,34,0,0,0,0,0,0,0,0,,,0,53,670,583,455,378,435,268,221,225
10229,Live cattle (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,0,0,949,25289,4970,2457,0,0,719,,,0,0,0,0,0,0,4,0,0,0
10513,"Live domestic ducks, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,179,35,0,0,0,0,7,,0,0,36,74,21,0,105,93,45,0
30543,"Smoked trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,0,495,0,302,0,0,0,0,0,597,,0,1,2,17,14,10,13,9,12,13
30562,"Cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", salted or in brine only (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,301,0,0,0,198,,0,0,7,1,3,0,0,2,0,0
30626,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether in ...""",0,0,0,0,0,0,0,0,0,0,,1407,987,646,938,609,605,0,0,0,,,0,0,0,6,17,0,0,0,0,0
30346,"Frozen Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,6,10,19,0,11,107,0,0,0,1,,0,0,0,0,0,0,0,0,0,0
30361,Frozen swordfish (Xiphias gladius),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,53,35,0,0,0,0,0,0,0,0
30363,"Frozen cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,391,1036,0,175,386,170,125,,,0,247,220,145,211,2,239,2,2,0
30375,Frozen dogfish and other sharks,12,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1429,1531,6,0,0,0,0,0,0,0
30419,"Fresh or chilled fillets and other fish meat whether or not minced"""" (excluding swordfish ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1903,2337,4,0,0,0,0,0,0,0
30421,Frozen fillets of swordfish (Xiphias gladius),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30433,"Fresh or chilled fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,0,0,,14,24,0,39,0,130,5466,454,641,5,,0,0,0,0,0,0,0,0,0,0
20130,"Fresh or chilled bovine meat, boneless",0,0,0,0,0,0,0,0,0,0,,18,27,11,10,307,10,73,67,9,,,111964,169739,205758,238943,259616,310304,386120,372248,423205,533228
20322,"Frozen hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,29,692,1,,,491,382,387,505,1166,1259,738,1152,647,1754
20422,"Fresh or chilled cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,1,0,,,1457,1727,2007,2073,2125,2786,2917,2930,3340,4742
20443,Frozen boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,29,1,0,,,28368,19783,33795,32964,28807,27871,46355,36193,41663,41412
20649,"Edible offal of swine, frozen (excluding livers)",0,0,0,0,0,0,0,0,0,0,,8,41,0,1,321,71,1241,794,3321,1062,,40806,29795,43465,34671,18717,32512,32427,29578,13764,25528
20711,"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,6,6,3,2,3,2,0,1,2,,,0,0,0,5,0,0,0,0,0,0
20745,Frozen cuts and edible offal of domestic ducks,0,0,0,0,0,0,0,0,0,0,,0,272,183,479,71,133,197,834,4070,23,,0,124,1463,1145,1315,1023,1324,1266,1058,1672
20755,Frozen cuts and edible offal of domestic geese,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,7,126,268,95,0,121,254,73,0
20760,"Meat and edible offal of domestic guinea fowls, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,1,3,0,0,0,0,0,0
20850,"Fresh, chilled or frozen meat and edible offal of reptiles """"e.g. snakes, turtles, crocodiles""""""""",0,0,0,0,0,0,0,0,0,0,,120,104,84,112,33,52,87,153,63,57,,3,30,32,40,14,5,22,26,45,43
21099,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,0,,32,141,22,142,273,192,4124,5263,48,146,,386,346,565,569,388,279,455,329,204,537
30211,"Fresh or chilled trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,951,1629,1170,3354,6534,1933,3455,4412,2714,4065
30213,"Fresh or chilled Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,57,,0,3,274,458,334,575,600,691,798,869
30222,"Fresh or chilled plaice """"Pleuronectes platessa""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,106,100,121,156,258,291,262,231,155,159
30224,"Fresh or chilled turbot """"Psetta maxima""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,0,0,0,,,0,1,44,33,33,37,69,78,58,77
30247,"Fresh or chilled swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,884,490,394,324,0,488,4,25,0,102,,0,0,0,0,0,0,0,0,0,0
30249,"Fresh or chilled Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus spp."""", ...""",0,0,0,0,0,6,0,0,0,0,,0,0,0,0,0,0,69,1241,556,50,,0,0,0,0,0,3848,8488,8047,6147,6110
30261,"Fresh or chilled sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,2,0,0,0,0,0,0,0,0
30270,Fresh or chilled fish livers and roes,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2418,1090,54,0,0,0,0,0,0,0
30272,"Fresh or chilled catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,1731,112,30,617,19,318,1622,6046,4241,838,,0,0,0,0,0,0,0,0,0,0
30284,"Fresh or chilled sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5,,0,0,12,9,5,33,34,35,7,3
30289,"Fresh or chilled fish, n.e.s.",0,0,0,32,48,178,2,7,1,0,,1859,3009,1328,3647,784,1538,520,172,3002,1471,,0,3163,29852,29316,28952,33551,30329,28991,27537,27482
30313,"Frozen, Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,118,248,837,355,927,2207,1684,150,636,638,,0,2149,34895,30419,17221,27781,32352,26149,39885,33582
270600,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ...",0,0,0,0,0,0,0,0,0,0,,0,0,13,24,1948,6279,23218,25061,15319,35187,,10547,7978,4248,824,1966,272,217,372,368,156
270720,"Toluol """"toluene"""" containing > 50% of toluene (excluding chemically defined)""""",0,0,0,0,0,0,0,0,0,0,,0,0,6,31,4,0,0,0,0,2,,50,3,0,0,0,0,0,0,0,0
270750,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250¡ÆC by ...",0,0,0,0,0,0,0,0,0,0,,21,14,8,20,10,400,962,1665,678,24161,,100482,100774,87664,48755,48370,47749,64507,61199,38586,50402
271011,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume incl. ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,201664,108025,0,0,0,0,0,0,0,0
280519,Alkali or alkaline-earth metals  (excluding sodium and calcium),0,0,0,0,0,0,0,0,0,0,,0,0,311,0,0,0,0,0,0,167,,7156,5621,6507,6822,6525,6915,12491,14160,12010,12013
280620,Chlorosulphuric acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,,,0,1,1,0,0,1,0,13,260,367
281111,"Hydrogen fluoride """"hydrofluoric acid""""""""",0,0,0,0,0,0,0,0,0,0,,6,0,0,0,22,20,275,850,441,105,,67606,66175,68528,60673,56795,77755,95913,88262,79714,109129
281210,Chlorides and chloride oxides,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,,,30641,30446,34162,34267,31843,637,0,0,0,0
281219,"Chlorides and chloride oxides (excl. carbonyl dichloride """"phosgene"""", phosphorus oxy-, tri- ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,267,281,605,,0,0,0,0,0,12656,17516,16755,22282,24828
281420,Ammonia in aqueous solution,0,0,0,0,0,0,0,0,0,0,,88,81,41,15,18,26,113,63,42,294,,2236,1652,385,288,179,309,701,309,331,419
281990,Chromium oxides and hydroxides (excluding chromium trioxide),0,0,0,0,37,0,0,0,0,0,,90,0,0,0,0,0,94,0,0,216,,5729,5772,4353,4214,3754,3661,3734,3230,2314,3637
282590,"Bases, inorganic, and metal oxides, hydroxides and peroxides, n.e.s.",0,0,0,0,0,0,0,0,0,0,,22759,21314,23643,16153,53458,100490,129513,90912,66019,97630,,16949,13912,19083,16145,13177,13788,13310,15283,12457,17728
282612,Fluoride of aluminium,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,87,271,281,341,295,210,396,175,79,323
282739,"Chlorides (excluding ammonium, calcium, magnesium, aluminium, nickel and mercury chloride)",0,0,0,0,0,0,0,0,0,0,,23,21,55,74,48,26,9,135,44,21,,13098,15187,13934,14432,14246,19607,19437,18371,21703,21979
283010,Sodium sulphides,0,0,2,0,0,0,0,0,0,0,,0,16,1,0,0,0,0,0,0,,,1253,1290,797,1357,1933,842,1222,777,697,774
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",0,0,0,0,0,0,0,0,0,0,,169,0,0,0,0,13,0,0,59,,,2128,1948,1744,1641,1801,2478,2537,1869,2906,3522
