Product code,Product label,Singapore's imports from Russian Federation-Value in 2012,Singapore's imports from Russian Federation-Value in 2013,Singapore's imports from Russian Federation-Value in 2014,Singapore's imports from Russian Federation-Value in 2015,Singapore's imports from Russian Federation-Value in 2016,Singapore's imports from Russian Federation-Value in 2017,Singapore's imports from Russian Federation-Value in 2018,Singapore's imports from Russian Federation-Value in 2019,Singapore's imports from Russian Federation-Value in 2020,Singapore's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
80212,"Fresh or dried almonds, shelled",0,0,0,0,0,0,0,0,0,0,,174,245,583,67,279,102,100,180,386,539,,7433,10148,13668,16952,15049,12282,11821,13804,13537,14191
80410,Fresh or dried dates,0,0,0,0,0,0,0,0,0,0,,48,55,329,286,314,394,333,281,648,1116,,5902,6419,5810,6070,5975,6126,6564,8002,10033,8836
80440,Fresh or dried avocados,0,0,0,0,0,0,0,0,0,0,,2,7,2,12,30,53,58,206,320,553,,6087,7879,10975,11594,15143,16859,19476,19524,21176,22117
80620,Dried grapes,0,0,0,0,0,0,0,0,0,0,,514,497,798,734,864,990,814,831,1290,1884,,7062,7057,7262,7954,6599,6551,7071,6166,4915,4655
80921,"Fresh sour cherries """"Prunus cerasus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,3,2,1,0,3,7,,12597,11051,17461,16838,15081,19525,14222,10789,10584,7144
81110,"Frozen strawberries, uncooked or cooked by steaming or boiling in water, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,80,366,198,91,258,136,393,431,670,1012,,284,343,454,338,503,397,576,572,755,981
81290,"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",0,0,0,0,0,0,0,0,0,0,,76,2,0,0,2,21,8,11,14,5,,48,200,278,214,415,511,321,67,151,237
81350,Mixtures of nuts or dried fruits,0,0,0,0,0,0,0,0,0,0,,380,526,673,366,518,608,665,897,1032,864,,1058,913,1132,950,968,735,1385,1064,1016,1476
640420,Footwear with outer soles of leather or composition leather and uppers of textile materials ...,0,0,0,1,0,0,6,7,0,0,,3970,2972,4460,2699,1795,1932,2382,2600,1958,2632,,18348,27245,23470,26184,19830,20500,26794,27891,15004,14456
660191,Umbrellas having a telescopic shaft (excluding toy umbrellas),0,0,0,0,0,0,0,0,0,0,,31,77,294,356,537,354,642,1181,960,568,,2511,2402,2139,2195,1711,2434,2995,3065,1785,1937
670419,"False beards, eyebrows and eyelashes, switches and the like, of synthetic textile materials ...",0,0,0,0,0,0,0,0,0,0,,0,2,50,20,33,128,237,184,349,523,,577,635,379,380,631,511,696,628,356,436
680210,"Tiles, cubes and other processed articles of natural stone, incl. slate, for mosaics and the ...",0,0,0,0,0,0,0,0,0,0,,2047,3139,2640,1480,1359,2240,1956,1908,2080,2096,,3122,3737,3627,796,600,747,454,286,117,157
680223,"Granite and articles thereof, simply cut or sawn, with a flat or even surface (excluding with ...",0,0,0,0,0,0,0,0,0,0,,303,1011,1070,832,154,319,253,805,374,683,,18314,14062,10259,8346,6776,5840,5250,8252,4221,5710
680229,"Monumental or building stone and articles thereof, simply cut or sawn, with a flat or even ...",0,0,0,0,0,0,0,0,0,0,,12,66,345,144,280,348,343,416,624,1399,,4258,5598,5366,6174,5043,1868,2160,3296,701,2347
681299,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ...,0,0,0,0,0,0,0,0,0,0,,7733,7384,5114,3412,4686,5963,5482,5765,5621,7419,,2,44,32,5,10,0,0,0,0,7
681389,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",0,0,0,0,0,0,0,0,0,0,,1552,1452,877,402,833,1237,1121,1299,1255,1655,,829,711,872,480,408,364,901,559,327,1163
681410,"Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support ...",0,0,0,0,0,0,0,0,0,0,,10670,10474,7550,5516,5304,7273,7678,7739,6511,8421,,159,282,1115,1688,2395,2871,2525,2849,2208,3004
690290,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excluding ...",0,0,0,0,0,0,0,0,0,0,,1261,565,683,333,1875,4124,5623,9334,7808,11481,,3776,3085,2228,2344,3284,2826,3396,3232,2858,1865
690410,"Building bricks (excluding those of siliceous fossil meals or similar siliceous earths, and ...",0,0,0,0,0,0,0,0,0,0,,3697,3344,3659,6980,6764,7509,8867,12012,16615,29970,,32787,29143,23978,16523,8663,4993,4789,4104,2322,3719
690600,"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ...",0,0,0,0,0,0,0,0,0,0,,32,68,137,18,28,37,84,63,12,136,,4932,4346,4288,3504,1774,1339,1284,505,477,709
690740,Finishing ceramics (excl. refractory),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2265,72947,73486,73876,65250,67245,,0,0,0,0,0,0,47022,7793,2787,3797
690912,"Ceramic articles having a hardness equivalent to >= 9 on the Mohs scale, for chemical or other ...",0,0,0,0,0,0,3,0,0,0,,34,86,75,96,33,207,178,516,454,748,,5125,8617,6407,5377,5356,10074,12929,17138,9877,13058
691410,"Ceramic articles of porcelain or china, n.e.s.",0,0,0,0,0,1,0,0,0,0,,10,21,157,19,15,10,33,22,53,26,,7108,7769,15224,13957,10454,7552,6646,10570,4247,6644
691490,"Ceramic articles, n.e.s. (excluding of porcelain or china)",3,0,0,0,0,0,0,0,0,0,,41363,16991,22338,13532,4179,11559,9627,12767,8735,14752,,28236,20981,15367,12264,14903,12607,11151,6758,5221,8491
700210,"Glass in balls, unworked (excluding glass microspheres <= 1 mm in diameter, glass balls of ...",0,0,0,0,0,0,0,0,0,0,,2899,2408,1386,1067,408,733,567,772,259,298,,131,69,97,46,90,118,231,230,633,662
700239,"Tubes of glass, unworked (excluding tubes of glass having a linear coefficient of expansion ...",0,0,0,0,0,0,0,0,0,0,,461,420,253,183,473,421,331,1146,2566,2207,,2040,4337,2749,5299,3746,1558,3140,1482,2674,3876
700490,"Sheets of glass, drawn or blown, but not otherwise worked (excluding glass coloured throughout ...""",0,0,0,0,0,0,0,0,0,0,,2265,272,155,114,305,1588,2171,2560,2848,5607,,105,231,68,68,60,56,102,187,245,269
700600,"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting ...",0,0,0,0,0,0,0,0,0,0,,2194,2181,2464,1796,2159,2807,2816,2582,3265,3123,,396949,301373,301770,304806,305893,274298,57141,39873,162079,653897
701010,Glass ampoules,0,0,0,0,0,0,0,0,0,0,,1695,2295,2573,2746,3987,6199,8190,7003,7220,5639,,219,292,688,475,347,588,1305,791,791,288
701399,"Glassware of a kind used for toilet, office, indoor decoration or similar purposes (excluding ...",0,0,0,0,0,0,0,2,0,0,,1850,1719,2100,1943,2120,2864,2885,2816,3247,4309,,10048,15734,12552,20864,21960,16800,22141,23750,18513,22651
701400,"Signalling glassware and optical elements of glass, not optically worked (excluding clock or ...",0,15,0,0,0,0,0,0,0,0,,1458,2544,1665,1117,1050,1126,3319,1624,1491,1758,,9229,11186,10996,7479,6995,6695,7340,6259,4608,5453
701919,"Glass fibre cakes """"textile cakes"""" and chopped glass fibre strands of a length >50mm""""",0,0,0,0,0,0,0,0,0,0,,3394,4185,3197,2209,1063,1901,2696,2219,4657,6643,,1491,932,494,311,409,326,742,585,446,847
701932,"Thin sheets """"voiles"""" of irregularly laminated glass fibres""""",0,0,0,0,0,0,0,0,0,0,,6642,7466,10167,6849,7252,12355,18258,16965,19431,24926,,2535,1947,1228,2054,886,788,959,602,341,334
701939,"Webs, mattresses, boards and similar nonwoven products, of glass fibres (excluding mats and ...""",0,0,0,0,0,0,0,0,0,0,,54515,63231,51798,39230,41371,58519,57658,54637,44319,54064,,9662,7782,6654,5306,5748,7352,8690,8485,5811,5435
710510,"Dust and powder of diamonds, incl. synthetic diamonds",0,0,0,0,0,0,0,1,0,0,,7521,7582,9590,7527,7119,8087,8075,7895,3815,5725,,1423,234,286,288,1280,468,4287,2921,3855,6781
711320,"Articles of jewellery and parts thereof, of base metal clad with precious metal (excluding ...",5,0,0,0,0,0,0,3,0,0,,0,0,0,1,0,1,0,0,4,0,,55347,25850,23483,7066,7239,4068,4914,3045,4092,11897
711411,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of silver, whether or not ...",0,0,0,0,0,1,0,0,0,0,,1914,1575,1292,1258,1377,1336,1383,981,1256,1500,,2583,1819,3102,908,906,1076,974,1237,678,2250
711510,"Catalysts in the form of wire cloth or grill, of platinum",0,0,0,0,0,0,0,0,0,0,,8931,19561,41718,61523,216708,21413,27455,56106,58219,84124,,1785,986,2236,3343,1017,7891,5873,8611,6925,8502
711590,"Articles of precious metal or of metal clad with precious metal, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1105492,1114812,1397501,601041,27022,36658,39151,47077,51610,129737,,271772,256108,349449,395374,203756,126522,138139,177223,348331,803689
720260,Ferro-nickel,0,0,0,0,0,0,0,0,0,0,,376348,359948,111290,1137,3827,3757,4627,1939,2056,2254,,80,41,1260,2519,252,4735,136,796,0,1
720280,Ferro-tungsten and ferro-silico-tungsten,0,0,0,0,0,0,0,0,0,0,,30090,18523,31674,10206,35471,41419,35085,28809,32359,34870,,0,0,80,567,255,101,1057,3099,3178,3452
720826,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,115,0,0,0,0,0,,40518,35995,33094,28394,23191,17322,23391,8263,13555,49148,,1321,2957,2095,788,618,1105,737,1639,2598,4512
720837,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,429784,276208,315808,186561,202617,198487,300204,236738,198757,600278,,10028,7914,5538,2707,4359,5774,3343,4136,1787,3207
720918,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,79898,77936,44168,28609,29360,44981,78311,33459,24257,37012,,22219,7733,16033,5721,6351,8325,2969,1757,1291,2123
720928,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,4027,2189,292,327,173,567,655,401,278,266,,658,278,798,325,220,166,71,277,23,60
721070,"Flat products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,110147,147214,138321,105903,105678,148946,189513,215507,218783,255823,,29090,30594,25658,21441,16257,19512,17315,10265,9314,39789
721220,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,635,763,933,472,520,611,638,361,740,429,,427,638,499,371,952,682,1446,1277,3696,7232
721912,"Flat-rolled products of stainless steel, of a width of>= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,199,251,94,58,16,44,19,25,36,25,,4499,6082,5751,9382,4738,5511,7295,9559,8236,11345
722220,"Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished",0,0,0,0,0,0,0,0,0,0,,8535,13382,9866,1645,2879,4029,5349,5194,10755,6591,,23083,33105,43949,35534,20208,20915,26876,32271,23382,26335
722410,"Steel, alloy, other than stainless, in ingots or other primary forms (excluding waste and scrap ...",0,0,0,0,0,0,0,0,0,0,,21089,21329,16460,5984,4231,6206,5184,15459,6555,6982,,5220,3521,1452,6325,1373,1736,5533,1897,12940,1053
722591,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,0,0,0,0,0,0,,38,57,0,9,1,7,17,1,31,1,,154,623,48,248,70,29,9,216,107,741
722691,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...",0,0,0,0,0,0,0,0,0,0,,26122,19549,6320,1031,840,567,565,595,387,1062,,17406,16169,18555,14906,5023,8130,9814,9896,8115,12819
722840,"Bars and rods of alloy steel other than stainless, not further worked than forged (excluding ...",19,19,0,0,0,0,0,0,0,0,,7812,7534,5413,7752,9283,8844,9305,9108,9375,14124,,29182,22647,32208,22733,7040,2128,3220,9684,14647,16350
722850,"Bars and rods of alloy steel other than stainless, not further worked than cold-formed or cold-finished ...",0,0,0,0,0,0,0,0,0,0,,210513,202726,188160,145946,108891,132119,177073,122106,82133,211129,,7445,14308,12388,11935,16907,16769,14453,15396,10125,9620
730422,"Drill pipe, seamless, of stainless steel, of a kind used in drilling for oil or gas",0,0,0,0,0,0,0,0,0,0,,3312,6988,5043,1307,333,849,1231,1860,1755,1259,,22346,14961,23428,11762,3313,2635,3264,6127,2596,3913
730459,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",0,0,0,0,0,0,651,0,0,0,,85263,58390,79912,23309,19056,41047,50060,60320,27784,25614,,18856,36789,42586,37085,12432,17903,38522,27755,26309,12245
611599,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",0,0,0,0,0,0,0,1,1,0,,200,326,400,272,630,530,474,510,774,2145,,11951,13174,10876,10054,6438,6346,7119,8001,4514,5225
611692,"Gloves, mittens and mitts, of cotton, knitted or crocheted (excl. impregnated, coated, covered ...",0,0,0,0,0,0,0,0,0,0,,519,310,411,235,315,437,450,425,543,545,,4115,4055,4372,3743,3112,3361,4699,3624,2679,3353
611699,"Gloves, mittens and mitts, of textile materials, knitted or crocheted (excl. of wool, fine ...",0,0,0,0,0,0,0,0,0,0,,52,132,180,95,349,806,850,812,999,1366,,2781,2568,3875,2888,2456,2113,2425,2588,2715,3056
620192,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of cotton (not knitted ...",0,0,0,0,0,0,0,0,0,0,,1026,1463,1859,1364,1521,1519,1618,1683,1252,1618,,964,683,1116,2575,2941,3002,3889,4225,3024,3734
620329,"Men's or boys' ensembles of textile materials (excluding of cotton or synthetic fibres, knitted ...",0,0,0,0,0,0,0,0,0,0,,690,851,733,543,476,690,987,1380,1300,1245,,540,679,916,1168,1119,2161,1622,1434,1723,858
620429,"Women's or girls' ensembles of textile materials (excluding of wool, fine animal hair, cotton ...",0,0,0,0,0,0,0,0,0,0,,5,31,188,28,38,60,52,134,76,122,,323,446,400,734,1088,412,223,463,109,268
340120,"Soap in the form of flakes, granules, powder, paste or in aqueous solution",0,0,0,0,0,0,0,0,0,0,,5771,8007,6840,6186,6135,6811,7232,11418,12662,11522,,16058,15245,14978,18466,17160,22869,25985,20400,34338,42207
320990,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified ...",0,0,0,0,0,0,0,0,0,0,,1313,1467,1196,1379,1811,2594,3252,5120,3619,5205,,42842,32393,37171,29904,22459,24246,23301,20298,16530,23104
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",0,0,0,0,0,1,0,1,0,0,,11835,13820,12701,12674,14727,18206,26275,31154,33320,48659,,43807,33208,50371,66584,65484,64009,68940,58469,46278,64477
321511,"Black printing ink, whether or not concentrated or solid",0,0,0,0,0,0,0,0,0,0,,241,232,306,597,509,774,879,947,1024,1279,,38993,44120,49626,53000,52862,62239,58656,57004,45228,38838
330710,"Shaving preparations, incl. pre-shave and aftershave products",0,0,0,0,0,0,0,0,0,0,,7392,10473,6978,5713,6545,9565,12616,11155,9755,9572,,7639,8272,7893,9005,8943,6355,6362,6784,4578,4974
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",0,0,0,0,0,0,0,0,0,0,,12,9,7,23,38,30,24,91,183,197,,7403,8004,8208,12061,11525,8519,8333,7675,7640,8432
220510,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,117,29,79,41,114,67,77,155,295,237,,1255,1297,976,750,1053,737,1310,1024,729,1038
230110,"Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves",0,0,0,0,0,0,0,0,0,0,,0,0,201,518,530,521,585,1216,707,933,,0,254,0,0,0,0,0,0,0,0
230330,Brewing or distilling dregs and waste,0,0,0,0,0,0,0,0,0,0,,8047,17037,23331,18463,10868,13475,13812,19025,19602,19782,,1091,1003,1291,717,1106,752,1247,842,709,881
230641,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,0,0,0,0,0,0,,63806,86331,81016,51254,32122,29481,56522,55187,58524,82530,,76,103,6,2,0,0,0,0,0,0
442199,"Articles of wood, n.e.s.",0,0,0,0,0,0,51,2,1,0,,0,0,0,0,118,40972,46766,53925,67447,79072,,0,0,0,0,0,0,15707,10787,9381,15499
450110,"Natural cork, raw or simply prepared """"merely surface-worked or otherwise cleaned""""""""",0,0,0,0,0,0,0,0,0,0,,0,4,1,8,2,53,63,2,1,0,,9,73,282,84,110,164,14,32,2,1
450410,"Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated ...",0,0,0,0,0,0,0,0,0,0,,275,268,145,194,305,393,697,1063,686,1046,,389,347,628,466,554,661,665,675,504,308
450490,"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ...",0,0,0,0,0,0,0,0,0,0,,26,119,442,872,567,311,300,482,696,513,,351,483,405,420,374,669,477,501,505,531
460193,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,1,4,6,5,,125,22,38,26,118,16,24,57,227,109
460211,"Basketwork, wickerwork and other articles, made directly to shape from bamboo plaiting materials ...",0,0,0,0,0,0,0,0,0,0,,2,17,10,35,13,22,18,34,45,87,,938,827,797,920,1019,1204,1294,738,602,739
470311,"Unbleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,193511,150212,170204,141157,147956,159841,292192,190753,152871,291830,,0,0,0,7,1,0,1,1,0,0
480256,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,114096,123856,147634,142513,166620,202406,220111,225976,175818,188567,,222321,396868,386321,329238,368151,562451,476869,464175,409390,396558
480258,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,3041,2945,3685,2843,2508,3314,3472,3579,2602,2614,,8413,8105,6185,6189,6529,6710,5669,5725,5291,7533
480431,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,27519,26516,27663,21875,22688,48591,68044,58248,101765,137099,,4104,4142,4552,4165,4977,4902,4807,3931,3733,6011
480511,"Semi-chemical fluting paper, uncoated, in rolls of a width > 36 cm",0,0,0,0,0,0,0,0,0,0,,3300,5783,12686,25991,17108,23293,36396,22134,1907,2242,,10360,13271,14829,12588,14123,14669,19196,5919,5106,6488
480591,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,0,0,0,0,0,0,0,0,0,,114280,163302,173808,124281,60352,71466,84582,68171,90889,130763,,18642,12366,8212,7727,5870,6398,5481,9632,4590,6377
480630,"Tracing papers, in rolls of a width > 36 cm or in square or rectangular sheets with one side ...",0,0,0,0,0,0,0,0,0,0,,277,353,292,481,314,210,231,256,189,253,,643,444,353,399,303,206,178,45,108,129
480920,"Self-copy paper, whether or not printed, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,79,59,24,35,31,80,67,196,133,85,,322,749,797,939,1444,1326,1344,1430,1696,3306
481032,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,2,22,,7494,5770,2613,4033,3730,2164,2336,2867,2739,1533
481151,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",0,0,0,0,0,0,0,0,0,0,,76930,83644,174779,75848,74237,67489,66354,62890,75740,85788,,12981,12308,8984,3477,4299,3624,2113,3030,2734,2118
481200,"Filter blocks, slabs and plates, of paper pulp",0,0,0,0,0,0,0,0,0,0,,394,730,504,473,545,616,757,715,815,1103,,995,870,847,1234,1677,1289,2189,803,493,2657
481390,"Cigarette paper, whether or not cut to size (excluding in the form of booklets or tubes, and ...",0,0,0,0,0,0,0,0,0,0,,1490,1913,3735,3464,3647,4960,5164,6586,6735,9998,,7941,6747,7504,6677,7156,7233,6969,6751,6154,5585
481710,Envelopes of paper or paperboard (excluding letter cards),0,0,0,0,0,0,0,0,0,0,,388,495,1152,1765,1104,1621,2493,3288,2755,4425,,6809,9688,9972,12135,12189,8757,12091,11666,7455,9870
481810,Toilet paper in rolls of a width of <= 36 cm,0,0,0,0,0,0,0,0,0,0,,14650,23648,22201,20025,25338,29906,34807,36703,51994,54665,,15737,15913,16942,18274,22124,24555,25922,27871,45481,29218
481960,"Box files, letter trays, storage boxes and similar articles, of paperboard, of a kind used ...",0,0,0,0,0,0,0,0,0,0,,47,59,110,137,71,171,73,49,49,149,,4428,4800,4909,4613,4563,4517,4690,4208,3660,5414
482369,"Trays, dishes, plates, cups and the like, of paper or paperboard (excluding of bamboo paper ...",0,0,0,0,1,0,0,0,0,0,,6377,8326,7821,6015,6037,8420,10700,13413,10441,16989,,30239,30850,32699,32026,33346,33754,39519,39608,36969,46474
490300,"Children's picture, drawing or colouring books",0,0,0,0,0,0,2,0,0,0,,2718,2521,2698,2528,3350,3603,4404,4672,4040,5323,,1666,2132,2057,1470,1910,2341,2043,3410,4820,5270
490890,"Transfers """"decalcomanias"""" (excluding vitrifiable)""""",0,0,0,0,0,0,0,0,0,0,,103,25,14,53,389,600,528,244,221,437,,3543,3224,3088,2535,2055,2548,2637,3111,4674,4867
790120,Unwrought zinc alloys,0,0,0,0,0,0,0,0,0,0,,175,415,722,480,697,1200,1386,1668,1209,1875,,8402,9776,23510,50887,11690,16280,17371,12027,6242,10554
790200,"Zinc waste and scrap (excluding ash and residues from zinc production heading 2620"""", ingots ...""",0,0,0,0,0,0,0,0,0,0,,2,34,25,19,34,118,83,23,475,1129,,776,552,1477,429,412,610,209,1074,9,110
800200,"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ...",0,0,0,0,0,0,0,0,0,0,,0,7,0,0,0,0,0,0,6,0,,702,571,15174,141,479,801,673,818,282,108
810210,Molybdenum powders,0,0,0,0,0,0,0,0,0,0,,240,4,60,2,9,64,64,218,35,6,,90,326,44,405,380,567,712,697,799,263
631010,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",0,0,0,0,0,0,0,0,0,0,,20,60,17,39,49,78,96,127,157,118,,1495,1940,1549,1432,1521,1626,1183,1114,1166,810
640299,Footwear with outer soles and uppers of rubber or plastics (excluding covering the ankle or ...,0,0,0,0,0,0,0,0,0,0,,6247,9895,17920,20627,25244,22838,29644,31761,30683,33484,,42488,51722,53985,50325,49319,56218,64395,86081,68644,83242
760692,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm (other than square ...",324,118,146,0,0,0,0,0,0,0,,829,1599,1849,1495,1499,1261,1650,2139,1495,2249,,133348,75985,75519,69188,40942,40330,28856,10622,16036,23270
761510,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",0,0,0,0,0,0,0,0,0,0,,23555,25119,24259,19811,19506,21344,25002,30409,40533,53635,,17601,16986,18253,19094,22886,19508,20148,18389,17185,21490
810920,Unwrought zirconium; zirconium powders,0,0,0,0,0,0,0,0,0,0,,385,97,1,8,1,31,35,39,27,0,,179,211,472,779,30185,6494,3843,15,0,0
810990,"Articles of zirconium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,6683,56,7131,5751,6679,375,20019,6316,15843,23427,,2729,3842,1063,3564,849,24802,33206,375,371,965
820160,"Hedge shears, two-handed pruning shears and similar two-handed shears, with working parts of ...",0,0,0,0,0,0,0,0,0,0,,267,318,150,180,169,265,289,461,425,444,,339,291,240,259,228,136,119,283,266,257
820291,"Straight saw blades, of base metal, for working metal",1,0,0,0,0,0,0,0,0,0,,115,92,127,93,78,136,162,124,116,193,,11436,12311,9075,2608,4397,3942,1961,3904,3251,3191
820310,"Files, rasps and similar hand tools of base metal",0,0,0,0,0,0,0,0,0,0,,648,478,449,254,330,466,517,400,375,587,,8352,8932,12054,7811,6862,7975,9661,8619,9417,8680
820530,"Planes, chisels, gouges and similar cutting tools for working wood",0,0,0,0,0,0,0,0,0,0,,317,123,152,109,105,186,173,136,175,284,,1326,3480,5220,4680,2625,2222,1522,1601,800,1565
820540,Hand-operated screwdrivers,0,0,0,0,0,0,0,0,0,0,,553,597,603,725,830,837,1032,1140,1292,1917,,4531,3856,4797,5557,3389,4147,5412,4556,10399,5787
