Product code,Product label,"Korea, Republic of's imports from Viet Nam-Value in 2012","Korea, Republic of's imports from Viet Nam-Value in 2013","Korea, Republic of's imports from Viet Nam-Value in 2014","Korea, Republic of's imports from Viet Nam-Value in 2015","Korea, Republic of's imports from Viet Nam-Value in 2016","Korea, Republic of's imports from Viet Nam-Value in 2017","Korea, Republic of's imports from Viet Nam-Value in 2018","Korea, Republic of's imports from Viet Nam-Value in 2019","Korea, Republic of's imports from Viet Nam-Value in 2020","Korea, Republic of's imports from Viet Nam-Value in 2021",Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
30729,"Scallops and other molluscs of the family Pectinidae, smoked, dried, salted or in brine, even ...",0,0,0,1287,441,0,0,0,0,0,,14168,9453,7080,8469,6993,7836,2,56,100,2116,,9538,7573,9612,10598,8171,15,98,129,54,64
30739,"Mussels """"Mytilus spp., Perna spp."""", smoked, frozen, dried, salted or in brine, with or without ...""",0,0,0,0,0,0,0,0,0,0,,730,617,6,169,197,167,203,51,0,15,,130,94,46,56,170,219,603,645,351,220
30383,"Frozen toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,39,1,0,0,,,5414,3512,5419,10475,13739,7228,5876,4941,6573,7456
30447,Fresh or chilled fillets of dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,51,8,,0,0,0,0,0,0,0,0,0,0
30451,"Fresh or chilled meat, whether or not minced, of tilapia """"Oreochromis spp."""", catfish """"Pangasius ...""",0,50,154,0,0,0,0,0,0,0,,22,0,0,0,0,7,61,242,226,5127,,0,50,154,0,0,0,0,0,0,0
30454,"Fresh or chilled meat, whether or not minced, of swordfish """"Xiphias gladius"""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,46,53,0,0,7,9,0,,,0,0,0,0,0,0,0,0,0,0
30474,"Frozen fillets of hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,80,238,1532,1802,,35,3,54,0,0,42,64,942,686,810
10649,Live insects (excluding bees),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,23,93,62,,240,209,34,45,544,963,1060,1194,1013,1169
20311,Fresh or chilled carcases and half-carcases of swine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,,,0,0,0,0,0,39,26,3,0,0
20450,"Fresh, chilled or frozen meat of goats",0,0,0,0,0,0,0,0,0,0,,0,0,0,179,0,3,0,0,1,,,4033,4396,7648,8063,9421,12501,10327,9381,9669,18022
20810,"Fresh, chilled or frozen meat and edible offal of rabbits or hares",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,1,28,19,0,0,0,0,0,0
21019,"Meat of swine, salted, in brine, dried or smoked (excluding hams, shoulders and cuts thereof, ...",0,0,0,0,0,0,0,0,0,0,,36,67,136,141,63,103,81,186,32,,,35,291,587,781,1016,1533,2061,2977,4954,6259
30191,"Live trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,14,,44,60,101,105,78,33,0,0,0,0
30219,"Fresh or chilled salmonidae (excluding trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,20,51,0,0,2,260,208,416,52,1,,1,0,0,2,64,0,0,0,0,0
30235,"Fresh or chilled Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,1344,1441,1693,1733,2496,2318,3389,3480,2685,4150
30236,"Fresh or chilled Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,26,0,0,,,72,47,28,25,2,136,102,11,0,0
30254,"Fresh or chilled hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,83,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
30279,"Fresh or chilled, Nile perch """"Lates niloticus"""" and snakeheads """"Channa spp.""""""""",0,0,0,0,0,0,0,0,0,0,,4,0,202,66,13,228,8077,24048,12987,10,,0,0,0,0,0,0,0,0,0,0
30281,Fresh or chilled dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,0,0,0,35,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
30333,"Frozen sole """"Solea spp.""""""""",0,0,0,1,0,0,0,0,0,0,,0,0,0,22,0,0,3,0,24,14,,394,66,184,174,578,1793,2257,910,771,1964
200912,"Orange juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,413,459,651,202,242,348,92,,1205,2537,3510,4746,4458,3664,4898,5625,10412,13378
190430,"Bulgur wheat in the form of worked grains, obtained by cooking hard wheat grains",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,,,0,2,0,3,11,5,117,13,49,34
220110,"Mineral waters and aerated waters, not containing added sugar, other sweetening matter or flavoured",1,0,0,0,0,0,0,0,0,0,,461,137,47,563,845,883,1028,1243,418,736,,8994,24767,36279,38474,63376,58602,66525,85325,67262,55342
220422,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1056,1598,2320,3059,3889
160530,"Lobster, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,16,0,0,0,12,0,0,60,0,84,,116,132,365,1062,758,812,4011,2290,1407,1404
200560,"Asparagus, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,43,1,0,1,1,1,0,4,6,,,30,23,39,28,20,27,22,5,1,0
200791,"Citrus fruit jams, jellies, marmalades, pur?es or pastes, obtained by cooking, whether or not ...",4,1,3,0,40,5,0,0,0,0,,16,5,29,12,40,29,108,57,89,110,,640,767,698,645,825,1086,1384,981,891,786
120770,Melon seeds,0,0,0,0,0,0,0,0,0,0,,46,114,99,122,82,190,97,123,405,247,,145,455,848,202,280,253,414,422,501,527
120890,Flours and meal of oil seeds or oleaginous fruit (excluding soya and mustard),0,0,0,0,0,0,0,0,0,0,,85,47,33,48,22,41,92,69,3429,6,,10328,5392,20761,24715,18026,23550,23952,24779,34277,55503
120922,"Clover """"Trifolium spp"""" seed, for sowing""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,254,76,145,169,98,16,66,95,174,185
120923,Fescue seed for sowing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1106,975,524,695,666,692,685,740,1343,1703
121150,"Ephedra plants and parts thereof, incl. seeds and fruits, fresh, chilled, frozen or dried, ...",0,0,0,0,0,176,151,45,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1309,1674,2416,3153,3120
180200,"Cocoa shells, husks, skins and other cocoa waste",0,0,0,0,0,3,0,6,0,0,,0,0,0,0,0,0,0,0,0,13,,1,168,1759,1710,737,633,274,46,131,270
180320,"Cocoa paste, wholly or partly defatted",0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,0,0,0,3,,2,22,43,5,10,5,4,2,22,9
121410,Alfalfa meal and pellets,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,5910,4911,4985,4997,5366,5622,5890,6691,7294,8887
140120,Rattans,0,3,45,5,3,2,9,11,0,0,,262,1107,740,776,786,1293,500,1962,1562,595,,8,41,60,14,4,13,19,117,406,257
140420,Cotton linters,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,81,156,0,0,0,,,0,1,1,2,1,9,21,24,0,0
150410,"Fish-liver oils and their fractions, whether or not refined (excluding chemically modified)",0,0,0,0,0,0,0,0,0,0,,0,26,0,0,0,0,152,0,0,23626,,1860,1871,1174,499,1340,1144,904,2763,679,611
150790,"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified and ...",1,0,0,343,0,0,1,19,22,0,,34631,25200,11889,13687,10448,11735,9673,8959,6397,2698,,4008,5305,5860,5361,4927,9468,11918,15546,30287,46350
150910,Virgin olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ...,0,0,0,0,0,0,0,0,0,0,,2,0,1,6,8,17,22,36,53,3,,27789,38439,51526,48210,52887,56896,64638,58186,70513,96881
151219,"Sunflower-seed or safflower oil and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,118,0,0,,68,0,3,2,19,3,13,7,43,,,32159,29557,32718,31463,32002,30344,34537,42482,46361,66922
252020,"Plasters consisting of calcined gypsum or calcium sulphate, whether or not coloured, with or ...",0,0,0,0,0,0,0,0,0,0,,2,19,46,23,6,20,33,79,46,128,,4403,3912,11381,10871,15101,27908,8029,9191,8569,20277
252329,"Portland cement (excluding white, whether or not artificially coloured)",0,31,0,0,0,0,0,0,330,0,,119387,263205,286647,224341,226692,190482,378412,482287,580238,894217,,33430,37369,45147,57923,53253,37282,29223,26343,22991,24537
252330,Aluminous cement,0,0,0,0,0,0,0,0,0,0,,1349,0,0,0,0,0,0,0,0,,,6451,6923,6562,5862,6556,6169,6388,6070,6581,6976
260600,Aluminium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,110,1604,4060,4732,36,6,,,27149,34613,34153,34843,28910,25869,28357,31002,26063,33126
260700,Lead ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,34,0,35868,,1820444,1329555,1533554,1149902,1597720,1603776,1524025,1365410,2009460,2372395
230230,"Bran, sharps and other residues of wheat, whether or not in the form of pellets, derived from ...",0,0,0,0,0,0,0,0,0,0,,1732,1495,827,1674,888,428,180,383,1248,1680,,65406,58946,51306,33399,24804,20339,16452,13673,17909,23884
220820,Spirits obtained by distilling grape wine or grape marc,0,0,0,0,0,0,1,0,0,0,,29058,60159,89035,92707,58195,28758,32598,27305,5085,1449,,5312,5780,5038,5308,6078,5596,6187,6000,6260,8753
250300,"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)",0,0,0,0,0,0,0,0,1,0,,27,105,378,28,98,77,8790,11371,8923,43597,,8556,3670,5272,3700,2123,1674,2821,2494,1821,8479
250490,Natural graphite (excluding in powder or in flakes),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,26,0,,,4190,1991,578,174,284,1123,277,357,95,91
250830,Fireclay (excluding kaolin and other kaolinic clays and expanded clay),0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,2,,,1011,1670,2585,1720,1385,2818,2527,3411,3955,3236
250840,"Clays (excluding fireclay, bentonite, kaolin and other kaolinic clays and expanded clay)",0,0,0,0,0,0,10,2,0,0,,7,9,5,0,0,6,10,49,1,56,,4823,4248,5323,5520,3091,3682,4822,3088,4349,5726
251320,"Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",0,0,0,0,0,0,0,0,0,0,,2,1,8,8,0,0,0,48,0,1,,4838,5413,5793,5893,7225,6269,5495,6070,4486,4775
251520,Ecaussine and other calcareous monumental or building stone of an apparent specific gravity ...,0,0,0,0,4,3,22,0,52,0,,727,9802,7216,6639,7930,14627,19297,16868,11714,204,,46,174,423,64,234,260,91,19,60,0
271111,"Natural gas, liquefied",0,0,0,0,0,0,0,0,0,0,,141,2526,3,3,3,0,0,0,0,125235,,27364464,30666717,31423901,18781885,12160921,15620996,23200103,20575241,15718260,25456410
271112,"Propane, liquefied",0,0,0,0,0,0,0,0,0,0,,310,0,0,0,0,0,0,0,0,,,2737205,2278736,2258899,1450972,1635854,2142070,2742467,2741196,2564639,4056621
280450,Boron; tellurium,0,0,0,0,0,0,0,0,0,0,,0,0,248,0,17,30,0,27,0,2,,1326,1522,1849,1309,1670,2887,4419,2460,1614,2470
280480,Arsenic,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,434,552,486,460,328,140,180,264,283,569
280530,"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed",0,0,0,0,0,0,0,0,0,0,,40387,120630,134330,119414,101195,137405,0,0,0,203657,,5664,3504,3288,7339,3904,5671,5787,9979,7461,9832
280800,Nitric acid; sulphonitric acids,0,0,0,0,0,0,11,0,0,0,,10,10,4,3,5,12,71,38,46,85,,3293,972,1194,2440,1022,1115,791,651,816,1501
280910,Diphosphorus pentaoxide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,31,,1145,1070,1348,983,1251,1352,1478,1145,1206,2032
281121,Carbon dioxide,0,0,0,0,0,0,0,0,0,0,,81,57,16,70,127,131,262,203,251,757,,446,667,1084,888,1350,1270,1527,1525,6183,15908
281211,"Carbonyl dichloride """"phosgene""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,2,0,0,0
281390,Sulphides of non-metals (excluding carbon disulphide); commercial phosphorus trisulphide,0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,0,0,0,10,,2864,2540,2355,2763,5130,10120,18106,17178,18108,11381
281410,Anhydrous ammonia,0,0,0,0,0,0,0,0,0,0,,4,5,1767,19,16,42,30,24,93,347,,752848,731863,667238,505927,396205,407383,478852,398143,331333,746305
281530,Peroxides of sodium or potassium,0,0,0,0,0,0,0,0,0,0,,0,1,8,2,0,6,0,0,0,,,33,32,17,24,33,75,105,109,103,990
282490,"Lead oxides (excluding monoxide """"litharge, massicot"""")""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,384,109,92,572,124,78,102,188,73,107
282530,Vanadium oxides and hydroxides,0,0,0,0,0,0,0,3,183,0,,38,82,0,0,0,0,0,85,0,,,38515,15796,13150,37834,40029,82285,162781,108432,45050,75084
282619,Fluorides (excluding of aluminium and mercury),0,0,0,0,0,0,0,0,2,0,,132,0,0,0,17,34,5,0,0,,,47081,44540,50549,67269,61300,70548,71200,68129,61743,67420
282690,"Fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding sodium hexafluoroaluminate ...""",0,0,0,0,0,0,0,0,0,0,,340,354,526,338,122,49,0,7,20,166,,17505,17204,10933,9730,27289,16551,26944,38253,42000,137945
282749,Chloride oxides and chloride hydroxides (excluding copper and mercury),0,0,0,0,0,0,0,0,2,0,,1,0,11,1,685,6816,9655,9323,7506,7937,,4715,4141,4533,5439,5656,6223,6118,9306,6999,8615
282810,"Calcium hypochlorites, incl. commercial calcium hypochlorite",0,0,0,0,0,0,0,0,0,0,,979,326,220,189,71,74,22,433,445,221,,2179,2141,1990,2375,2317,2314,2367,2631,2567,3126
283110,Dithionite and sulfoxylate of sodium,10,0,0,0,0,0,0,0,0,0,,0,4,8,7,45,18,12,16,26,83,,7420,8835,7412,7326,7269,9019,8915,7735,6746,9280
283220,Sulphites (excluding sodium),0,0,0,0,0,0,0,0,0,0,,6,48,39,50,28,39,0,119,50,21,,962,2100,2517,924,566,778,487,556,552,447
283319,Sodium sulphates (excluding disodium),0,0,0,0,0,0,0,0,0,0,,158,149,31,21,16,1,13,11,109,209,,736,689,1282,2075,1877,1360,1549,1635,1309,1483
283322,Sulphate of aluminium,0,0,0,0,0,0,0,0,0,0,,5,2,37,7,0,293,71,75,20,1,,62,27,148,141,127,111,199,247,438,665
283340,"Peroxosulphates """"persulphates""""""""",0,0,0,0,0,0,0,0,15,0,,0,0,27,126,328,525,420,487,273,135,,24796,25202,26107,24137,25873,27510,28190,30001,25969,23430
441850,"Shingles and shakes, of wood",51,0,0,0,2,0,0,0,0,0,,121,175,19,323,147,40,226,33,1,31,,421,160,208,217,317,297,343,277,300,383
441872,"Flooring panels, multilayer, assembled, of wood (excluding for mosaic floors)",0,0,0,0,4,0,0,0,0,0,,26,49,507,450,266,212,0,0,0,48,,13226,14234,15534,17019,18131,565,0,0,0,0
441900,"Tableware and kitchenware, of wood (excluding interior fittings, ornaments, cooperage products, ...",4558,5482,7135,9153,9241,31,0,0,0,0,,22307,23206,30100,38659,40194,44554,0,0,0,622,,39756,40907,47015,51951,54727,179,0,0,0,0
470200,"Chemical wood pulp, dissolving grades",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,567,0,0,1008,,27735,24598,22521,23308,26942,33731,39251,40577,23687,28235
441193,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,0,0,0,0,0,0,8,0,,0,1,0,126,342,619,81,0,0,249,,3377,2972,4839,2278,1388,754,1073,1725,721,678
441232,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",1981,3200,5961,7667,119694,324,0,0,0,0,,1738,4009,1504,4236,35309,43586,0,0,0,,,58029,82365,78831,79647,499505,2637,0,0,0,0
430220,"Heads, tails, paws and other pieces or cuttings of tanned or dressed furskins, not assembled",0,0,0,0,0,0,0,0,0,0,,30,3,0,0,0,0,6,0,0,,,5583,7318,4753,1577,531,215,672,482,261,531
440320,"Coniferous wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",0,0,0,0,0,0,0,0,0,0,,49,5,172,51,24,18,0,0,0,,,588198,681849,656428,534281,523540,2386,0,0,0,0
440341,"Dark red meranti, light red meranti and meranti bakau wood in the rough, whether or not stripped ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1514,1186,2110,746,1372,901,0,0,0,0
480449,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,14,0,0,,3,0,0,0,0,194,0,103,423,54,,553,9129,20184,13852,18328,18633,11537,1522,2351,1397
480593,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,1,0,0,0,10,115,75,0,0,,445,150,211,97,356,1477,1394,359,332,4769,,24745,30872,33666,31138,25690,27448,18721,15681,35465,43512
480610,"Vegetable parchment, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,3,4,18,14,5,28,17,,6185,6558,6332,5513,5533,5644,6126,6507,3641,3034
480810,"Corrugated paper and paperboard """"with or without glued flat surface sheets"""", whether or ...""",0,0,0,0,0,0,0,32,0,0,,948,999,800,646,881,10040,11830,8743,6782,34356,,699,475,611,972,2061,5166,7658,2819,1966,1669
481022,"Lightweight coated paper used for writing, printing or other graphic purposes, total weight ...",0,0,0,0,0,0,0,0,0,0,,37,5,14,387,409,1066,80,465,1,101,,50586,44993,40898,37517,42076,35659,48243,30973,16055,23019
482050,"Albums for samples or collections, of paper or paperboard",0,0,10,15,3,0,0,0,4,0,,585,808,3876,1955,1365,1025,912,831,394,1242,,884,980,485,540,381,688,672,849,940,908
482361,"Trays, dishes, plates, cups and the like, of bamboo paper or bamboo paperboard",0,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,2,2,5,33,306,,0,5,0,1,1,2,11,58,38,8
510820,Combed yarn of fine animal hair (excluding that of wool and that put up for retail sale),0,0,0,0,0,0,0,9,0,0,,0,0,0,0,0,0,0,9,11,,,3294,4783,6452,7627,6089,3734,5230,6150,3448,5730
510990,"Yarn containing predominantly, but < 85% wool or fine animal hair by weight, put up for retail ...",0,1,2,22,7,12,4,0,0,0,,11,59,249,48,3,7,95,0,1,269,,3309,2219,1806,1652,952,1308,1497,1223,1401,1695
510121,"Shorn wool, degreased, non-carbonised, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,742,754,691,385,344,170,182,453,288,301
510310,Noils of wool or of fine animal hair (excluding garnetted stock),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7,0,0,0,23,47,,1035,1687,1765,1744,1349,824,1276,1070,428,295
381300,Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,39,25,19,173,18,3,,7459,10455,10784,8210,8961,7315,6482,6900,7104,8311
382410,Prepared binders for foundry moulds or cores,0,0,0,2,0,0,0,0,0,0,,0,0,3,2,10,103,176,853,890,2645,,2131,2736,2265,2592,2867,3810,2842,2333,3411,5652
382475,Mixtures containing carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,6,0,0,0,2,0,4,0,0,0
382569,"Wastes from chemical or allied industries (excluding wastes of metal pickling liquors, of hydraulic ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,119,81,28,0,97,,18677,8594,14007,292,16312,27125,1800,1291,506,1080
390140,"Ethylene-alpha-olefins copolymers, having a specific gravity of < 0,94 , in primary forms",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11730,5482,2996,19253,,0,0,0,0,0,67645,103491,110450,114507,108017
390430,"Vinyl chloride-vinyl acetate copolymers, in primary forms",0,0,0,6,0,1,14,0,0,0,,0,0,0,0,5,0,117,6,120,3864,,8087,7131,7483,7541,10525,13291,12600,10249,11548,13039
390599,"Polymers of vinyl esters and other vinyl polymers, in primary forms (excluding those of vinyl ...""",0,0,0,0,0,0,0,0,0,0,,32,1111,662,15,22,20,1,91,231,157,,68866,67086,69222,64845,65166,63532,72529,87987,101759,104070
391731,"Flexible tubes, pipes and hoses, of plastics, burst pressure >= 27,6 MPa",0,0,2,1,1,21,15,3,1,0,,1517,2127,828,940,711,596,729,1214,922,1963,,9594,12968,12060,11563,11576,14040,14050,11972,14788,15935
391211,"Non-plasticised cellulose acetates, in primary forms",0,0,0,0,0,0,0,0,0,0,,0,8,0,0,0,0,10,0,0,,,104567,128305,101869,77967,91280,71266,77850,80984,73491,77086
391310,"Alginic acid, its salts and esters, in primary forms",0,0,0,0,0,0,0,0,0,0,,0,88,232,117,0,0,0,184,0,,,15588,17381,17587,15100,16471,17144,18751,14973,15429,19536
410390,"Raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, whether ...""",0,0,0,0,0,0,0,0,0,0,,27,0,0,598,846,15513,16289,20777,18333,23614,,999,1440,995,892,83,288,192,75,17,26
410621,"Hides and skins of goats or kids, in the wet state """"incl. wet-blue"""", tanned, without wool ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,0,0,0,56,,928,262,0,4,68,36,0,85,0,34
410640,"Tanned or crust hides and skins of reptiles, whether or not split (excluding further prepared)",0,0,0,0,39,0,0,0,0,0,,9,143,4,328,463,151,446,16,10,38,,1352,967,2543,580,255,499,859,285,311,202
401162,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",0,1,3,0,0,0,0,0,0,0,,4019,4191,5311,4740,4097,3860,0,0,0,262,,4643,3815,5434,5694,9135,0,0,0,0,0
284180,"Tungstates """"wolframates""""""""",2,0,0,0,0,0,0,0,0,0,,4138,22535,102334,70934,52374,43418,51515,35863,49300,28774,,529,1766,1362,1067,655,680,1103,718,1182,1591
290110,Saturated acyclic hydrocarbons,0,0,0,0,0,0,0,0,0,0,,12,487,0,0,0,42,56,18,0,,,23522,24469,26832,14831,16136,17064,160525,158647,234543,69373
290121,Ethylene,0,0,0,0,0,0,0,0,0,0,,12,0,0,1,0,0,0,0,2,,,164194,188558,332982,224018,154744,123577,161488,105539,240685,217114
290124,"Buta-1,3-diene and isoprene",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,943576,586085,627324,426997,463334,684975,627462,450336,343467,386056
290220,Benzene,0,0,0,0,0,0,0,0,0,0,,602,253,39,23,14,8,60028,70496,62627,89294,,122215,75204,66416,19818,19449,15214,36119,15492,30973,31343
290242,M-Xylene,0,0,0,0,0,0,0,0,0,0,,0,0,4,0,0,0,0,0,0,25,,6775,4972,49385,43954,46384,91762,95016,68435,29888,24457
290243,P-Xylene,0,0,0,0,0,0,0,0,0,0,,0,0,0,28,0,0,265347,371426,319099,302914,,1105152,921783,158867,69484,33777,21115,27572,20504,5371,12652
290312,"Dichloromethane """"methylene chloride""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,20,4,17,32,61,116,157,67,,10396,8167,9885,9208,10296,9867,12728,14162,10886,11803
290374,Chlorodifluoroethanes,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,6089,7644,7924,9752,10731,11471,12192,13922,5034,11849
290433,Lithium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
290434,Potassium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
290542,Pentaerythritol,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,25,0,5,32,,11416,12498,13979,14449,14810,16448,18147,16358,14470,24187
290543,Mannitol,0,0,0,0,0,0,0,0,0,0,,5,3,0,7,2,7,13,24,15,26,,2566,2320,2449,2445,4057,4243,2962,4611,4888,4027
283526,"Phosphates of calcium (excluding calcium hydrogenorthophosphate """"dicalcium phosphate"""")""""",0,0,0,0,0,0,1,2,0,0,,109,30,28,144,176,124,94,107,165,288,,9564,8789,7472,8787,11198,11128,12712,14930,16777,22976
283531,"Sodium triphosphate """"sodium tripolyphosphate"""", whether or not chemically defined""""",0,0,0,0,0,0,0,0,0,0,,6,3,3,15,3,7,37,190,323,26,,7047,7069,6092,5562,5518,5651,5601,5553,5226,7525
283620,Disodium carbonate,0,0,0,0,0,0,0,0,0,0,,399,385,487,551,2421,399,459,411,148,129,,124307,107943,124682,128364,124445,126218,136911,126830,99648,108819
