Product code,Product label,Germany's imports from Australia-Value in 2012,Germany's imports from Australia-Value in 2013,Germany's imports from Australia-Value in 2014,Germany's imports from Australia-Value in 2015,Germany's imports from Australia-Value in 2016,Germany's imports from Australia-Value in 2017,Germany's imports from Australia-Value in 2018,Germany's imports from Australia-Value in 2019,Germany's imports from Australia-Value in 2020,Germany's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
440910,"Coniferous wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,0,0,0,0,0,,1953,1568,1007,1154,975,922,873,479,475,731,,103459,104643,109874,87096,92027,115508,129697,128937,191837,297356
440929,"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped """"tongued, ...""",0,1,0,0,19,0,0,0,0,0,,1183,1585,1571,2095,2091,1810,890,1035,976,1757,,188892,158306,169958,164604,159512,83199,85979,79156,74351,74359
441012,"Oriented strand board """"OSB"""", of wood""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,138105,165810,180916,156486,179946,189412,263058,228840,234819,335758
441871,"Flooring panels for mosaic floors, assembled, of wood",0,0,0,0,0,0,0,0,0,0,,28,10,31,10,43,0,0,0,0,0,,16836,14529,13838,12680,13872,0,0,0,0,0
441874,"Flooring panels for mosaic floors, assembled, of wood other than bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,35,14,15,56,,0,0,0,0,0,10509,11003,9995,14273,11961
441890,"Builders' joinery and carpentry, of wood, incl. cellular wood panels (excluding windows, French ...",0,0,0,0,0,0,0,0,0,0,,4223,6760,2858,3434,3486,0,0,0,0,0,,332843,323427,338247,301265,343983,0,0,0,0,0
441899,"Builders' joinery and carpentry, of wood (excl. of bamboo, windows, French windows and their ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1786,1498,1238,1297,1800,,0,0,0,0,0,350801,397200,416448,409434,513350
441919,"Tableware and kitchenware, of bamboo (excl. chopsticks, bread boards, chopping boards and similar ...",0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,361,79,393,112,203,,0,0,0,0,0,23719,25260,27821,28372,40035
450310,"Corks and stoppers of all types, of natural cork, incl. round-edged blanks",0,0,0,0,0,0,0,0,0,0,,546,673,451,430,419,892,558,999,1301,2557,,19964,15866,17788,14202,15173,15054,13693,12725,9578,11106
460194,"Plaits and similar products of vegetable plaiting materials, whether or not assembled into ...",0,0,0,0,0,0,0,0,0,0,,0,13,0,0,0,9,2,2,0,0,,4364,3484,1162,768,359,323,370,764,640,924
460212,"Basketwork, wickerwork and other articles, made directly to shape from rattan plaiting materials ...",0,0,0,0,0,0,0,0,0,0,,56,76,88,52,21,38,38,58,14,165,,19052,17994,15918,14607,13212,15362,15337,16337,19368,24200
460219,"Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials ...",0,0,0,2,0,0,0,0,1,0,,256,109,118,75,30,92,152,140,52,135,,75113,69565,73531,70883,63988,55878,58088,62879,69508,89694
470610,Pulp of cotton linters,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,35974,22322,32850,20609,20469,27307,26818,21849,17870,21764
470720,"Recovered """"waste and scrap"""" paper or paperboard made mainly of bleached chemical pulp, not ...""",0,0,0,0,0,0,0,0,0,0,,26188,21858,19440,27445,16571,14693,8813,1943,204,98,,129719,117012,129708,115704,133347,142928,180652,170453,143372,217676
854720,"Insulating fittings for electrical purposes, of plastics",1,0,46,7,11,2,4,2,106,0,,1732,1585,1106,935,751,942,871,526,395,345,,304539,340840,393186,468850,516604,615786,692457,578562,497547,617883
870432,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,1349,778,575,466,1757,247,2478,2319,1442,250,,0,0,0,0,0,0,31,506,1500,832
870490,"Motor vehicles for the transport of goods, with engines other than internal combustion piston ...",0,0,0,0,0,0,0,0,2,0,,3190,218,2368,2646,3393,1382,15124,10494,6704,3483,,10031,4491,16439,10422,20192,27365,31690,84429,103046,195204
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",0,0,0,0,0,88,0,19,3,0,,11936,3164,3202,3832,3899,1497,2870,1339,1317,2539,,80136,73227,81741,73671,91621,168515,155400,174564,256111,238124
860210,Diesel-electric locomotives,0,0,0,0,0,0,0,0,0,0,,12702,2062,15770,33679,3726,1977,0,59,0,0,,371,91364,36861,5198,14380,9436,1013,0,142534,21375
860390,"Self-propelled railway or tramway coaches, vans and trucks (excluding those powered from an ...",0,0,0,0,0,0,0,0,0,0,,467,1009,139,2,61,125,437,361,112,293,,37691,0,0,0,0,23089,71761,111340,107363,0
860699,Railway or tramway goods vans and wagons (excluding those specially designed for the transport ...,0,0,17,0,0,0,0,0,0,0,,0,883,0,226,8,45,20,11,24,18,,73477,92197,144703,114327,82326,168921,240210,293688,210342,250201
860711,Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock,0,0,19,0,0,0,0,0,0,0,,0,0,274,208,69,2,43,29,137,85,,185876,236154,209699,130811,203714,238320,262073,193796,246923,262126
860712,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excluding ...,0,0,0,4,0,0,0,0,0,0,,152,0,620,122,854,12,170,125,5,47,,120630,144273,123117,121417,158535,119973,101391,139867,154355,140450
870194,"Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,12,0,0,,0,0,0,0,0,565,564,720,121,209,,0,0,0,0,0,267857,324702,330347,338456,371145
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2870,2131,1495,5390,13869,,0,0,0,0,0,440998,486892,458297,458330,471973
851920,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens ...",0,0,0,0,0,0,0,0,0,0,,105,29,238,351,94,2,253,71,195,322,,986,594,356,357,348,383,333,472,410,385
852110,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a ...",1,0,0,1,0,0,0,0,0,0,,826,1429,1128,624,746,416,939,207,252,440,,11443,4350,5244,3220,2207,864,1574,4134,3861,1961
854040,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor ...",0,0,0,0,0,0,0,0,0,0,,107,41,78,100,62,1327,33,38,127,45,,123,557,1874,75,52,161,44,141,53,149
854079,"Microwave tubes, e.g. travelling wave tubes and carcinotrons (excluding magnetrons and grid-controlled ...",0,0,0,131,0,27,0,0,2,0,,0,53,138,204,239,41,135,78,96,169,,70299,76586,76794,46334,27072,16860,38555,20172,15736,23110
854091,"Parts of cathode ray tubes, n.e.s.",0,0,0,0,6,1,2,0,0,0,,253,219,566,289,230,137,17,125,362,171,,5105,5417,8005,4770,3398,5136,5794,4968,4556,5536
852872,"Reception apparatus for television, colour, whether or not incorporating radio-broadcast receivers ...",2,3,1,3,3,1,1,6,16,0,,6097,9516,10306,8986,8244,9119,7861,6304,4904,13358,,4715750,3884750,3786702,2900630,2710030,3037514,2940278,2750615,2887135,3448218
853290,"Parts of electrical """"pre-set"""" capacitors, fixed, variable or adjustable, n.e.s.""""",0,0,0,0,0,0,1,1,0,0,,8494,5156,1407,1404,697,530,722,733,1513,1026,,3712,3529,3030,2371,3129,4138,13297,20856,14331,49971
853331,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",0,13,0,20,6,4,0,0,1,0,,93,10,47,27,56,44,117,17,47,43,,7829,7931,9283,10415,10649,11298,13366,12444,9170,9224
853521,"Automatic circuit breakers for a voltage > 1.000 V but < 72,5 kV",14,21,49,24,40,14,8,42,12,0,,55535,39362,31403,37120,40427,42319,42477,38794,45025,46728,,46064,36319,35049,22512,16514,12469,15823,16856,18795,27142
847439,"Machinery for mixing or kneading solid mineral substances, incl. those in powder or paste form ...",4,1,0,144,6,0,1,0,0,0,,6303,3529,4250,3068,2489,3191,1794,2119,2494,1942,,17894,11626,11857,16461,9652,13215,16953,14162,13235,7880
847629,"Automatic beverage-vending machines, without heating or refrigerating devices",0,0,0,0,0,0,0,0,0,0,,15,43,137,1461,80,166,59,6,55,369,,0,10,53,12,0,69,235,441,133,1455
848049,"Moulds for metal or metal carbides (excluding moulds of graphite or other carbons, ceramic ...",55,0,0,1,0,0,1,0,0,0,,879,1463,1401,266,1002,211,192,690,384,959,,27856,29144,33833,30373,46535,43333,50362,42892,30715,35914
850212,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",0,0,0,0,0,0,0,9,0,0,,3236,4046,5665,3317,2045,2714,2226,3130,1679,1754,,21744,24112,21451,19909,21062,21941,28989,31410,26638,25100
850240,Electric rotary converters,180,0,8,30,19,13,5,0,0,0,,918,200,445,534,98,741,307,208,276,639,,24800,22613,22449,15235,17791,33320,32018,28521,14346,14101
850421,"Liquid dielectric transformers, having a power handling capacity <= 650 kVA",0,19,30,0,0,0,14,0,0,0,,1171,726,1475,6498,1697,391,483,1108,1166,1027,,90190,81571,70397,69626,76944,44600,50725,75820,73197,81498
850520,"Electromagnetic couplings, clutches and brakes",5,4,141,2,0,9,2,6,0,0,,490,900,544,229,408,139,127,303,287,93,,91662,100516,107875,77164,89807,89755,99153,80132,93834,64537
851621,"Electric storage heating radiators, for space-heating",0,0,0,0,0,0,0,0,0,0,,242,608,245,259,77,554,86,71,9,76,,2259,2102,921,776,347,2797,4106,5864,8341,7355
851633,Electric hand-drying apparatus,0,0,0,0,0,0,0,0,0,0,,616,419,456,286,252,588,391,300,143,217,,6664,4252,3797,3042,4869,3248,4612,4787,4089,3695
846792,"Parts of pneumatic tools for working in the hand, n.e.s.",0,2,25,10,9,2,20,1,18,0,,1672,1774,1435,1388,2072,1628,1406,1250,1532,1391,,42575,33160,39048,28317,28199,30119,28431,27601,21771,31171
847050,Cash registers incorporating a calculating device,1,0,13,5,0,40,0,0,0,0,,3570,5078,6526,3897,3590,7286,6916,4268,1757,2181,,125885,139016,121815,121286,106150,123521,85770,66734,96847,103124
843319,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a vertical ...",0,0,0,91,0,0,0,5,0,0,,2471,2578,2504,1423,2444,2522,1738,1212,1309,1934,,20881,16917,19609,18952,12808,12830,13842,12025,15156,22338
844190,"Parts of machinery for making up paper pulp, paper or paperboard, n.e.s.",60,37,58,59,7,306,5,2,60,0,,1235,1468,1506,2195,780,987,1200,1715,1682,14420,,108522,98144,106508,126737,105969,114245,122717,123325,121835,136199
844313,"Offset printing machinery (excluding sheet fed offset printing machinery, sheet size <= 22 ...",0,0,209,179,0,0,0,0,28,0,,11111,18627,11488,7748,8529,10854,6571,8308,4964,3220,,54604,66788,61423,57301,61520,74909,83287,43304,45476,30584
844317,Gravure printing machinery,0,0,0,0,0,0,0,0,0,0,,0,7,1835,14,0,2412,85,114,665,0,,1568,15681,565,553,1629,1437,8423,12908,3115,1917
845380,"Machinery for making or repairing articles of hides, skins or leather (excluding footwear and ...",0,0,0,0,0,0,0,0,0,0,,106,92,0,11,1,90,254,19,362,23,,380,862,1205,774,1300,603,286,373,662,808
845730,Multi-station transfer machines for working metal,0,0,0,0,0,0,0,0,0,0,,281,884,3049,331,9,130,3024,4931,2190,181,,45758,56750,43039,43911,77918,69709,61012,65842,44358,47015
845921,"Drilling machines for working metal, numerically controlled (excluding way-type unit head machines)",0,0,0,0,0,0,0,0,0,0,,687,1402,853,781,992,200,61,62,23,51,,11066,7421,22068,9410,5856,8928,7248,9936,9688,3533
846024,"Grinding machines for finishing metal, numerically controlled (excl. flat-surface, cylindrical ...",0,0,0,0,0,0,0,131,10,0,,0,0,0,0,0,2602,1473,657,516,221,,0,0,0,0,0,90454,108304,85105,44326,57192
846150,"Sawing or cutting-off machines, for working metals, metal carbides or cermets (excluding machines ...",0,6,1,19,10,0,46,9,0,0,,3271,1379,932,1897,2325,2068,2107,1504,1693,1245,,59014,42629,41675,40692,34087,38055,45209,53047,41694,48824
846231,"Shearing machines, incl. presses, numerically controlled, for working metal (other than combined ...",0,0,0,0,0,0,0,0,0,0,,120,226,153,160,433,585,190,664,4,52,,12818,6080,5779,4544,6342,6368,9154,7345,12871,7699
821194,"Blades of base metal for table knives, pocket knives and other knives of heading 8211",0,0,0,1,13,6,14,20,16,0,,4132,506,650,584,946,887,1113,532,575,551,,8300,7638,9189,9096,10395,11323,12413,13101,15533,20001
810330,Tantalum waste and scrap (excluding ash and residues containing tantalum),0,0,0,0,0,8,0,0,0,0,,0,2,0,0,0,109,17,0,240,0,,27755,27203,21813,16969,10318,16619,20860,18028,12760,16330
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",0,0,0,0,0,0,0,0,0,0,,77,25,25,151,36,0,287,76,162,54,,7985,10076,5780,11436,4612,10810,5230,6309,4977,3100
810790,"Articles of cadmium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1,0,1340,1748,851,1422,1830,1627,181,156,,176,64,128,170,183,109,82,78,405,451
810830,Titanium waste and scrap (excluding ash and residues containing titanium),1,0,9,0,0,5,1,1,0,0,,51,211,233,155,27,81,185,240,116,826,,20719,15197,23388,23283,13571,20541,24151,29112,24356,23373
811010,Unwrought antimony; antimony powders,0,0,0,0,0,0,0,0,0,0,,0,6,0,2,0,0,0,0,2,158,,5058,5054,2972,3217,2520,2191,2878,1696,1317,2557
820190,"Scythes, sickles, hay knives, timber wedges and other hand tools of a kind used in agriculture, ...",0,0,1,3,1,3,2,1,0,0,,1614,1340,1011,589,1645,2514,2025,1509,1068,1767,,30733,28264,29186,36999,42061,44548,53379,46562,43035,56526
820210,"Handsaws, with working parts of base metal (excluding power-operated saws)",1,7,1,0,0,43,0,9,4,0,,166,181,113,246,153,256,270,323,277,296,,22397,21440,23305,22267,24818,23691,25756,22854,26707,31182
741300,"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ...",6,1,5,1,2,0,0,0,0,0,,5619,9375,13065,17061,23542,39079,42555,26310,4049,6022,,80354,65966,126013,107774,85438,104059,149523,111635,127175,200541
740620,"Copper powders, of lamellar structure, and flakes of copper (excluding grains of copper and ...",0,0,0,0,0,0,0,0,0,0,,9,42,11,6,0,17,1,5,110,103,,1457,1442,1369,1764,1050,1436,1435,1205,1162,809
740721,"Bars, rods and profiles, of copper-zinc base alloys """"brass"""", n.e.s.""""",0,0,0,0,0,5,0,0,0,0,,2528,3029,3627,3308,1338,3426,5149,4041,4239,9040,,261849,243502,253419,196266,180208,204954,236149,192266,178531,338517
750720,"Tube or pipe fittings, of nickel",0,0,0,0,0,0,0,0,0,0,,1617,475,1199,2224,908,538,964,349,120,437,,2276,3445,2659,2868,2402,2679,4940,16914,4800,4036
761210,"Collapsible tubular containers, of aluminium",0,0,0,0,2,0,0,0,0,0,,961,1343,1668,1474,2191,1738,1255,792,53,43,,45507,46291,44333,45330,44490,51627,63521,60864,61223,62308
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",0,0,0,0,0,0,0,0,0,0,,5,0,2919,89572,68643,5034,862,4,0,6,,178860,173687,188342,176457,147568,122426,149863,138458,123380,143690
760529,"Wire, of aluminium alloys, having a maximum cross-sectional dimension of <= 7 mm (other than ...",0,0,0,0,0,0,0,0,0,0,,175,102,82,238,71,244,376,519,44,52,,26128,27638,31713,25853,25876,29079,26830,21826,17268,24227
842382,Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excluding personal ...,9,4,0,0,0,16,0,0,0,0,,500,355,438,518,501,825,559,304,326,357,,22471,17021,22981,24154,24506,23738,26258,23637,24946,29591
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",3,12,2,62,2,0,1,2,0,0,,2977,1029,1101,2214,2653,1652,2701,2129,1243,1416,,227349,194943,177350,166524,297411,355019,372974,312755,271521,274368
841931,Dryers for agricultural products,0,0,0,0,0,0,0,0,0,0,,6,53,467,53,800,105,374,2136,322,739,,11520,12284,14954,20727,6332,4808,5170,2692,1578,6765
842111,Centrifugal cream separators,0,0,0,0,0,0,0,0,0,0,,131,56,33,24,65,334,122,502,3729,428,,1542,98,634,112,72,125,172,386,82,313
840810,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",0,0,0,16,0,0,0,25,0,0,,3369,3258,4604,3008,2441,3794,4319,4070,3099,3995,,60216,45066,55392,42936,45118,47662,52378,72159,41021,47057
841112,Turbojets of a thrust > 25 kN,0,34394,19876,0,0,0,0,0,0,0,,14363,27691,6814,8445,2754,8554,7465,16251,31410,30963,,3525476,4083886,4253106,2792531,3517541,2804974,5021898,5374097,4269132,4462300
841340,Concrete pumps,0,61,0,0,0,0,0,0,0,0,,4405,1853,3618,1407,2604,2896,2182,985,1395,4034,,5478,10938,10290,8232,9431,12671,12351,13955,24435,31121
830400,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ...",0,0,0,0,3,0,0,0,0,0,,728,876,1263,744,857,1186,845,795,562,937,,14337,13774,13739,11143,14566,14997,13807,9815,11776,11130
830910,Crown corks of base metal,0,0,0,0,0,2,0,0,0,0,,2898,2533,2254,2082,516,302,375,200,172,207,,20890,21225,27187,20063,17452,18237,16012,12949,14268,16075
840219,"Vapour generating boilers, incl. hybrid boilers (excluding central heating hot water boilers ...",0,0,0,0,0,0,0,10,0,0,,889,3117,900,359,609,592,202,381,357,136,,12663,9313,12629,7188,12090,7176,10816,6036,5067,6307
840510,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ...",4,47,21,58,14,13,45,0,1,0,,2886,2778,8970,6231,8601,522,3711,1747,486,3498,,8611,4364,4598,19144,4886,6446,6165,8343,9161,11254
842449,Agricultural or horticultural sprayers (excl. portable),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2117,5649,3620,1981,2532,,0,0,0,0,0,33213,36780,32830,35149,48468
842630,Portal or pedestal jib cranes,0,29,0,0,0,0,0,0,0,0,,2330,1768,12578,4180,5105,3738,1814,2660,391,765,,12541,3754,1084,2935,515,131,849,3801,8665,3733
842641,"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excluding wheel-mounted ...",0,0,0,0,0,0,0,0,0,0,,23015,28762,32778,45409,18441,17195,16321,17178,9998,10363,,8280,13243,8867,8881,34799,43062,47706,46614,35050,44462
843142,"Bulldozer or angledozer blades, n.e.s.",0,0,11,0,0,0,0,0,0,0,,12752,5967,5561,4507,5193,4167,5977,6454,6179,6164,,3914,2826,2910,2299,1841,2070,2706,3474,2156,3403
843239,"Seeders, planters and transplanters (excl. no-till machines)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,308,703,923,1399,429,,0,0,0,0,0,19971,26675,23562,28063,31774
842930,Self-propelled scrapers,0,0,0,0,0,0,0,0,0,0,,1921,219,2088,3225,5193,2907,1767,1432,2049,2661,,2491,308,1534,58,0,361,0,1313,424,0
844512,Combing machines for preparing textile fibres,0,0,0,0,0,0,0,0,0,0,,1191,175,0,0,0,19,0,74,0,5,,1500,171,67,151,1101,0,248,1362,1056,2011
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",0,0,0,0,0,0,0,0,0,0,,409,430,126,293,42,3,0,22,2,3,,6804,4577,16961,10028,19266,11494,8329,5102,8627,5749
844819,"Auxiliary machinery for machines of heading 8444, 8445, 8446 or 8447 (excluding doobies and ...",0,6,0,0,0,0,0,0,0,0,,441,637,162,99,111,92,233,173,904,494,,8835,11077,9504,8548,10084,7153,7972,6618,5652,7281
845020,"Laundry-type washing machines, of a dry linen capacity > 10 kg",0,0,0,0,0,0,0,0,0,0,,279,309,268,1945,107,332,327,530,89,114,,7303,6820,9258,8622,13115,10491,12575,10074,9065,15881
845090,"Parts of household or laundry-type washing machines, n.e.s.",1,10,0,0,0,2,0,3,0,0,,288,137,347,489,987,490,777,1006,809,482,,94597,90602,95042,86651,87834,96580,93322,89461,90466,89938
845110,Dry-cleaning machines for made-up textile articles,0,1,0,0,0,33,0,0,0,0,,37,25,19,4,83,30,110,88,54,44,,2959,3434,3883,3288,4067,5208,4397,3089,2195,1461
845130,"Ironing machines and presses, incl. fusing presses (excluding calenders)",0,0,0,0,0,0,0,0,0,0,,18,590,113,221,218,159,149,70,155,262,,17268,10104,11177,9525,11642,11079,22244,22332,20984,27233
950810,Travelling circuses and travelling menageries,0,0,6,3,0,0,0,2,0,0,,687,158,62,33,50,444,286,19,265,166,,55,20,197,39,47,25,174,98,4323,23
960719,Slide fasteners (excluding fitted with chain scoops of base metal),0,0,3,0,0,0,0,0,0,0,,672,478,202,216,172,392,1367,1179,493,600,,13015,13640,13802,13086,14251,15190,14155,14026,11917,13941
960720,Parts of slide fasteners,0,0,0,0,0,0,0,0,0,0,,110,160,98,614,210,350,289,34,123,161,,31384,32500,34416,28156,26965,22736,22664,16907,14759,17619
960850,"Sets of articles from two or more of the following: ball-point pens, felt or fibre-tipped pens ...",0,0,1,1,4,3,1,1,0,0,,502,0,5,42,26,1,45,1,1,17,,7653,7865,7643,9385,8985,11047,10026,7040,4663,5890
960920,"Pencil leads, black or coloured",0,0,9,0,0,0,0,0,0,0,,33,55,60,79,129,58,64,221,122,79,,2476,2565,2177,1784,2314,1755,2345,2725,4073,4875
940169,"Seats, with wooden frames (excluding upholstered)",24,24,3,0,5,4,0,13,3,0,,212,348,431,302,848,565,436,1249,325,407,,222469,213120,228474,215721,214062,212054,217583,229981,233161,295531
