Product code,Product label,India's imports from China-Value in 2012,India's imports from China-Value in 2013,India's imports from China-Value in 2014,India's imports from China-Value in 2015,India's imports from China-Value in 2016,India's imports from China-Value in 2017,India's imports from China-Value in 2018,India's imports from China-Value in 2019,India's imports from China-Value in 2020,India's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
901820,"Ultraviolet or infra-red ray apparatus used in medical, surgical, dental or veterinary sciences",62,22,32,8,31,142,23,58,253,122,,12243,12967,13242,12745,15511,20407,15733,14257,17275,20084,,777,297,705,647,861,1021,2789,3413,1968,1866
844240,"Parts of machinery, apparatus and equipment for preparing or making printing blocks, plates, ...",136,237,51,91,74,57,102,135,80,122,,4790,5513,10665,6216,14799,11184,6329,5348,4814,5086,,2364,1820,1554,3295,3365,1255,1121,1408,990,1220
411200,"Leather further prepared after tanning or crusting incl. parchment-dressed leather"""", of sheep ...""",579,593,631,309,83,141,155,188,182,122,,13498,10883,22480,41546,30371,21496,10888,18219,17962,17284,,5372,13109,14521,7840,3741,3991,5304,6697,8617,6702
480519,"Fluting paper, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with ...",1547,764,514,2454,1642,1178,905,478,110,121,,18632,57214,83526,76736,93735,21939,3306,3545,8106,9727,,3599,2515,3551,5731,4479,6871,4884,3714,1801,1723
400690,"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ...",301,72,33,22,40,66,63,93,46,121,,6818,4902,8081,5196,9505,15638,5338,8506,10132,11238,,2939,2597,2349,1975,1342,1386,2136,1975,1502,2234
482030,"Binders (other than book covers), folders and file covers, of paper or paperboard",174,192,181,286,172,328,557,342,98,121,,203334,181305,178997,194551,178732,171397,181546,165722,124420,119131,,556,455,383,505,324,524,846,570,251,228
310551,"Mineral or chemical fertilisers containing nitrates and phosphates (excluding ammonium dihydrogenorthophosphate ...""",48935,307,22,13,272,5489,63,22343,81,120,,2055,4445,1837,17330,5845,5001,3124,1983,1634,1475,,62440,38630,49525,53022,24761,44500,23601,73661,67042,82965
741810,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",0,346,644,535,264,344,618,462,52,120,,33794,28643,31756,29311,22764,25807,27707,22666,21616,24798,,0,2366,2969,2494,1794,1910,2200,1358,216,261
611211,"Track-suits of cotton, knitted or crocheted",7,24,18,222,37,73,57,108,72,118,,193718,187667,148460,119152,92370,54410,52958,44510,58618,61120,,33,45,102,332,79,192,113,265,330,374
520922,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",101,65,42,22,44,19,88,183,130,118,,15232,14991,23851,25818,30145,24541,23929,30036,22887,34199,,206,782,133,212,88,56,497,493,182,394
420291,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",66,350,427,539,203,324,251,300,147,118,,132977,132565,119755,105350,108854,156350,151611,306185,443382,352810,,139,570,850,2061,1166,2749,3401,3112,772,1295
480258,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",241,204,443,266,174,684,512,149,140,118,,9060,8335,13191,15912,16409,12935,15383,21695,24095,23569,,3314,6231,4069,4080,4928,6620,8725,8192,5510,7242
610590,"Men's or boys' shirts of textile materials, knitted or crocheted (excluding of cotton or man-made ...",41,48,108,282,163,54,55,142,73,117,,13766,11387,6173,7790,24561,6026,16631,8056,6137,9203,,122,281,522,639,393,295,1123,1598,1875,1742
521021,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",360,173,276,210,69,101,187,75,47,117,,24769,26068,29102,31012,43773,36562,42856,42289,21117,22756,,469,251,340,344,169,116,225,105,91,180
200390,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",51,4,1,29,8,101,78,47,155,116,,116073,248727,212096,201539,303483,312298,375675,629587,660846,630133,,207,83,134,79,91,231,150,127,263,288
847629,"Automatic beverage-vending machines, without heating or refrigerating devices",16,1,0,65,275,461,70,80,319,116,,1910,964,1714,1419,2779,3115,2341,2784,2610,2746,,1732,2351,561,831,1451,1509,1695,1693,797,540
441874,"Flooring panels for mosaic floors, assembled, of wood other than bamboo",0,0,0,0,0,68,112,88,68,116,,0,0,0,0,0,1206,1811,1595,2873,4531,,0,0,0,0,0,88,112,88,84,116
450390,"Articles of natural cork (excluding cork in square or rectangular blocks, plates, sheets or ...",383,1,74,89,5,88,20,60,39,116,,291,105,266,401,377,265,385,427,1103,2138,,643,169,122,126,192,175,103,112,119,393
550620,"Staple fibres of polyesters, carded, combed or otherwise processed for spinning",272,428,150,171,122,52,80,31,40,114,,11338,12762,13988,13848,12723,14070,15922,16939,12678,14799,,981,1009,1079,1151,651,586,829,524,546,899
60220,"Edible fruit or nut trees, shrubs and bushes, whether or not grafted",195,48,31,19,0,0,5,0,5,114,,877,823,1196,2344,969,866,1538,1440,2410,2198,,657,111,264,253,0,0,1045,9119,4831,10141
280440,Oxygen,83,218,40,4,100,16,10,31,0,114,,776,960,1234,1489,1668,2013,2961,3251,3133,5119,,410,874,1010,789,398,521,664,854,376,5645
550992,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,1,3,66,76,114,,6719,4726,4261,6100,5184,5304,5132,5703,5023,7220,,385,342,277,333,338,396,358,338,333,461
560890,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up fishing ...",684,373,155,123,59,494,120,187,20,113,,60870,59298,62427,58331,50551,37128,38744,47108,57055,61873,,1399,1157,358,391,307,1931,1520,1263,830,312
750711,Tubes and pipes of non-alloy nickel,74,33,101,176,3,14,1,167,35,113,,380,1137,615,154,334,864,1440,806,885,1552,,284,723,652,433,270,175,471,812,658,633
281111,"Hydrogen fluoride """"hydrofluoric acid""""""""",1620,1560,1948,2126,404,278,292,786,1393,112,,284074,268782,270128,252159,234555,338330,480934,403724,319772,376371,,2050,1824,2178,2656,686,487,507,1081,2711,867
551020,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",0,0,42,11,5,2,14,2,0,112,,19086,15957,15807,11867,7386,4643,7841,7590,4575,4665,,9,15,144,125,9,6,192,26,0,615
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ...",89,2,2,0,31,40,20,90,31,112,,16580,19696,24764,17061,13277,12470,12803,9294,14346,21136,,165,15,19,174,78,148,105,204,175,365
580121,"Uncut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,1,2,13,112,,138776,49135,29159,25824,24029,18984,18721,12543,14445,8650,,38,0,5,57,0,2,3,8,37,116
620211,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool ...",227,275,242,253,80,226,72,270,105,112,,366768,344849,341506,379994,358505,361656,399353,382222,283689,277543,,726,797,692,820,601,860,820,1306,999,1079
271112,"Propane, liquefied",4762,8,0,0,0,1,51,0,107,110,,509132,452194,500969,312173,220571,297072,276802,287119,183232,243168,,1851045,2037686,2802452,1766614,1299049,2005282,3406829,3299486,3422159,5525695
681292,"Paper, millboard and felt of asbestos or of mixtures with a basis of asbestos or a basis of ...",278,198,142,152,119,101,148,145,119,110,,1470,1731,864,857,1095,1419,1853,1418,1042,1578,,307,207,158,193,134,107,156,158,133,124
690600,"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ...",4,15,66,19,15,33,70,23,83,110,,9121,8412,11525,9706,8898,14517,14363,14722,13163,17362,,131,69,768,62,49,84,213,345,132,183
530290,"True hemp """"Cannabis sativa L."""", processed but not spun; tow and waste of hemp, incl. yarn ...""",0,0,0,0,1,21,6,26,34,109,,645,477,427,739,441,229,219,256,1374,3538,,0,2,0,3,3,24,14,74,108,262
190531,Sweet biscuits,28,0,1,45,0,3,34,33,95,109,,50086,53686,44550,45291,45232,48716,62558,82217,72655,79068,,3255,3614,5406,5749,5504,6123,9707,8534,7626,9866
320190,Tanning extracts of vegetable origin (excluding quebracho extract and wattle extract); tannins ...,1365,138,167,487,949,56,112,20,31,108,,2110,3380,1156,2144,1358,2788,3213,1445,1435,2285,,32545,34685,33435,33170,39834,67276,58949,47168,37511,51560
283719,Cyanides and cyanide oxides (excluding sodium and mercury),1200,1040,387,107,222,343,325,216,173,108,,801,640,2072,840,819,1281,1146,2495,853,777,,3358,2665,2254,2587,1907,2463,2781,2951,3777,7545
610829,"Women's or girls' briefs and panties of textile materials, knitted or crocheted (excluding ...",40,46,53,49,57,156,477,294,107,107,,230441,249458,42470,33041,42411,23101,14758,15447,19463,25989,,81,424,369,514,258,325,583,515,125,501
842691,Cranes designed for mounting on road vehicles,2598,169,66,635,394,1382,1183,522,56,107,,3855,3963,12447,19885,10434,15728,16602,16143,19654,27689,,4780,1708,1060,3411,19048,20257,7913,2907,3916,9153
291211,"Methanal """"formaldehyde""""""""",1,0,27,0,232,27,1,79,148,107,,2895,3547,3312,2794,2462,2748,3359,3328,3228,1487,,524,541,403,74,321,119,13,121,244,159
320414,Direct synthetic organic dyes; preparations based on direct synthetic organic dyes of a kind ...,999,327,89,100,90,45,148,78,87,107,,43453,51148,62580,48295,44275,44620,43018,37907,36884,41849,,3736,1622,890,831,861,900,1045,1160,572,780
520548,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",27,1091,1499,1722,6945,8114,323,44,17,107,,160265,95945,71615,58136,62926,61259,63482,57991,30044,43383,,307,1167,2096,2003,7538,8556,740,696,245,425
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of ...",159902,65020,24780,20182,56932,28968,41519,61,56,106,,81949,53084,135208,83765,48027,49958,109655,229890,339246,267036,,353262,469828,222734,100617,156706,144181,121526,210635,96701,134118
284170,Molybdates,1,0,114,0,26,6,0,36,53,106,,42889,35411,37427,28588,40461,32179,34226,29372,28782,30819,,13,56,167,58,99,313,63,248,483,271
170410,"Chewing gum, whether or not sugar-coated",300,267,255,246,157,378,637,357,83,106,,51041,71595,92890,86605,91693,88435,112654,77226,65665,69598,,588,409,440,563,340,654,1087,896,293,469
250200,Unroasted iron pyrites,52,38,100,115,105,113,110,149,118,106,,5109,4030,5394,5110,4463,4830,5894,8631,4432,4157,,494,583,1005,562,613,847,929,1037,995,1231
821510,"Sets of spoons, forks or other articles of heading 8215, which may also contain up to an equivalent ...",76,41,33,103,48,119,44,31,57,105,,5789,6055,7321,7863,5207,10201,9081,4978,3088,2496,,115,56,41,148,52,120,67,221,58,125
847010,"Electronic calculators capable of operation without an external source of electric power and ...""",22211,25305,24263,8594,2424,2750,1407,1058,285,104,,530611,574747,563670,416985,353149,324525,284655,290749,208282,219556,,23077,25373,27528,22473,19943,22820,23347,20453,14952,20276
252910,Feldspar,715,1044,1073,339,744,2009,1426,747,324,104,,17714,16618,62319,40367,32770,15315,14209,14455,13631,20212,,3897,3760,4070,3029,2129,2243,1725,1327,1296,767
291524,Acetic anhydride,39,0,0,0,0,0,0,0,0,103,,19449,16332,14275,10845,5266,16652,19587,14687,9087,19758,,1780,1751,2513,2530,2065,3229,10903,16650,9315,31053
520819,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, unbleached ...",1397,19940,3616,2156,1,87,118,75,341,103,,383681,595414,316465,858389,967091,764294,268040,125964,178703,258466,,1485,20053,3777,2234,24,117,177,156,374,162
650200,"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ...",607,1090,891,1328,1089,1010,363,290,176,102,,6915,8363,9412,11152,10431,8390,7455,8974,7406,9435,,820,1285,1107,1495,1278,1193,379,310,188,148
610690,"Women's or girls' blouses, shirts and shirt-blouses of textile materials, knitted or crocheted ...",364,1091,1037,923,787,269,33,199,24,102,,9562,9475,5590,5215,6294,5155,4398,5052,7051,9383,,1681,2392,2422,1370,1152,551,193,601,514,868
381119,Anti-knock preparations for motor fuels (excluding those based on lead compounds),549,27,648,1611,1604,418,361,362,110,102,,3320,509,935,140,748,518,687,28,39,29,,14849,9527,15043,16470,19922,10205,9229,7043,7898,10383
291260,Paraformaldehyde,2334,2604,2235,1781,1322,629,423,136,184,102,,9325,14539,16440,13034,10253,10703,11728,16067,16272,31181,,12948,14079,16714,14099,11636,14372,17596,14332,8199,16930
840733,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",0,1,6,0,571,3725,138,1247,1092,101,,33654,32548,46116,41568,41057,45836,99858,113498,111313,147933,,420,4153,977,10829,62871,82761,10358,9941,43629,64576
720925,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",1497,0,16,159,338,21,4,42,91,101,,7217,4963,6000,8255,6013,6309,9123,10677,13260,20322,,4567,316,368,810,353,127,111,338,490,138
870120,Road tractors for semi-trailers,0,0,50,0,0,58,162,8,0,101,,1014323,825860,1173566,1125576,627672,749413,867047,962095,838056,1517420,,51,654,2273,2742,2321,3388,3164,2149,932,991
490599,"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps and topographical ...",387,193,32,9,41,1,42,2,40,100,,4530,3086,3397,4310,5158,5542,3672,1914,931,488,,2056,2521,5619,6269,6243,7209,3468,5629,2259,795
190190,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ...",284,161,82,25,55,53,44,57,21,100,,20592,23119,28579,35421,41132,42583,51742,97564,84683,114102,,2513,2026,2862,3439,3564,2625,1943,5084,3526,3152
901110,Stereoscopic optical microscopes,76,238,172,120,133,154,218,198,190,100,,21731,22825,27125,26021,26639,28429,27295,23493,32152,35519,,1770,2781,2234,1353,1606,2506,2455,4124,2978,4766
620112,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",185,135,86,77,148,64,96,195,74,99,,87204,79916,85014,80317,69167,113978,251751,220241,110291,100468,,533,452,436,310,323,224,322,456,231,400
441300,"Metallised wood and other densified wood in blocks, plates, strips or profile shapes",694,713,300,792,418,437,84,62,67,99,,6127,3030,5307,9106,5379,6373,11625,9931,12828,10613,,5351,4716,3115,3560,3509,3765,4642,3121,2546,3869
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",39,201,111,4,99,31,100,64,113,99,,103404,115133,133717,128010,118527,140069,168746,174307,240016,328421,,233,281,335,8,111,43,227,561,345,143
570410,"Floor tiles, of felt, not tufted or flocked, with an area of <= 0,3 m©÷",237,256,255,649,681,278,183,114,37,97,,796,1083,2114,2206,1786,2119,4379,5023,2519,2346,,426,324,454,983,948,480,264,550,54,136
400260,"Isoprene rubber """"IR"""", in primary forms or in plates, sheets or strip""""",8,63,0,0,1,0,0,90,14,97,,7837,7162,5745,1647,3269,4884,5503,2380,4526,14315,,5225,7731,10211,5777,6109,12232,19492,13860,15452,31033
540333,"Filament yarn of cellulose acetate, incl. monofilament of < 67 decitex, single (excluding sewing ...",0,0,0,0,0,0,0,0,1749,97,,395,171,0,0,143,0,5,514,335,20,,33,2,0,5,15,0,0,0,1753,99
630210,"Bedlinen, knitted or crocheted",682,384,272,286,91,133,217,154,92,97,,85976,130104,169182,154014,152263,181393,229380,294953,334506,454398,,1283,488,337,382,152,201,301,209,292,453
621139,"Men's or boys' tracksuits and other garments, n.e.s. of textile materials (excluding of cotton ...",17,153,20,61,78,178,167,92,193,97,,87144,98664,98943,86084,69477,78935,59751,68215,55473,46024,,319,392,288,215,250,410,469,405,395,319
450490,"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ...",26,41,112,195,25,77,121,115,90,96,,8270,8988,10554,14381,9289,5478,6331,6798,5983,8858,,135,288,206,347,216,307,418,371,248,434
844629,"Hand looms for weaving fabrics of a width > 30 cm, shuttle type",546,445,179,1711,1854,342,1114,1852,197,96,,5657,573,1011,2405,5165,974,965,1675,1353,1920,,3176,2521,1143,3165,3414,1040,1373,2732,447,1029
741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",65,47,31,30,50,9,12,40,38,96,,12015,31023,106868,73979,42232,50729,67517,59486,61265,94139,,240,796,783,976,861,2744,6125,2879,3461,6897
621590,"Ties, bow ties and cravats of textile materials (excluding of silk, silk waste or man-made ...",340,368,359,582,344,318,470,446,159,96,,14409,20131,20342,17813,14623,12686,12166,7484,3399,4248,,562,657,617,813,548,398,550,901,198,7053
670490,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of animal hair or textile ...",118,59,66,98,40,147,290,496,265,96,,1022024,912211,954711,864562,932445,1083472,1556538,1745665,1590242,1481816,,187,250,158,170,197,397,838,869,510,343
281121,Carbon dioxide,13,10,0,30,291,452,489,319,15,95,,2455,2927,5335,9175,9035,5499,4480,6585,11940,18256,,46,416,121,254,460,779,1106,1056,308,905
220300,Beer made from malt,141,95,60,145,118,107,168,72,127,95,,141054,162886,177038,183272,192685,227599,252487,255317,242754,253613,,4475,3954,4616,8246,11659,6916,12816,11478,5879,5162
910511,"Alarm clocks, electrically operated",219,223,139,93,151,131,173,208,59,95,,291045,291900,251205,242571,263060,235735,225224,235995,247177,284552,,232,231,166,106,166,166,237,292,79,209
381900,Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ...,525,546,167,21,30,85,260,266,40,95,,9034,9537,11082,11430,8838,10556,10798,11152,10313,15164,,12216,10903,11763,15451,12764,11466,15274,14482,10314,12992
911110,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of precious ...",35,21,2423,1945,3155,3687,1236,1271,40,95,,7182,4186,13592,10187,8790,5895,4073,5041,2175,2383,,35,21,2423,1997,3155,4510,3924,5320,2177,1546
