Product code,Product label,Japan's imports from United States of America-Value in 2012,Japan's imports from United States of America-Value in 2013,Japan's imports from United States of America-Value in 2014,Japan's imports from United States of America-Value in 2015,Japan's imports from United States of America-Value in 2016,Japan's imports from United States of America-Value in 2017,Japan's imports from United States of America-Value in 2018,Japan's imports from United States of America-Value in 2019,Japan's imports from United States of America-Value in 2020,Japan's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
847529,Machines for manufacturing or hot working glass or glassware (excl. machines for making optical ...,1226,310,239,9170,443,314,7782,341,347,437,,79073,33965,31906,51210,45008,55004,55400,22981,41905,21374,,8694,5540,5110,19484,7542,12137,17152,12411,7756,5538
400811,"Plates, sheets and strip of cellular rubber",756,644,873,744,877,499,563,807,517,436,,90062,98648,117324,112503,87575,94044,84005,82643,74486,82817,,9479,7872,10216,9240,9073,9580,11762,14943,8825,9104
40900,Natural honey,891,479,616,230,441,437,390,75,132,435,,20124,21727,21552,23714,25993,26390,25411,23747,25667,28493,,105383,116268,120196,117639,158004,143003,145537,144524,173744,169851
540710,"Woven fabrics of high-tenacity yarn, nylon, other polyamides or polyesters, incl. monofilament ...",706,860,703,915,790,822,605,571,459,432,,99113,122998,144461,143321,146903,163987,154792,139077,80409,83448,,5451,7566,10666,10998,11982,15077,13605,14045,10335,12737
481160,"Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or ...",1576,847,968,500,443,333,344,265,284,432,,52615,55613,58128,65028,56393,51749,50397,51511,55320,68193,,2849,2346,2250,1829,1302,1403,1534,1954,1762,2087
721230,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",415,320,446,737,639,977,645,544,604,432,,104117,97939,103668,106155,104542,110551,131684,126192,114440,153948,,2605,1632,1839,2497,3001,2172,2064,2891,2659,2250
370255,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",6045,1754,2008,1299,1030,892,669,627,354,431,,117387,60623,12133,5900,5082,4392,5453,5408,4072,4627,,6057,1754,2034,1312,1030,892,669,627,378,435
482370,"Moulded or pressed articles of paper pulp, n.e.s.",159,172,257,300,370,382,285,531,359,429,,49399,49066,58022,56072,53729,49468,55052,66141,71038,75064,,8734,8857,8640,9558,9541,9212,9678,9106,10221,13839
711411,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of silver, whether or not ...",899,386,366,791,544,489,481,453,276,429,,7915,7308,6146,5507,10836,7665,8232,7745,5987,8650,,3310,2507,3145,4116,2120,3036,2391,2383,1777,2584
282110,Iron oxides and hydroxides,630,423,470,251,374,509,765,419,499,427,,73312,71833,76230,86318,106045,92481,70215,68444,48313,59590,,25120,19198,20605,14996,14517,15979,15829,14145,12540,13632
870422,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",167,58,133,0,520,667,585,110,192,427,,1070413,1263511,974325,992326,1069399,1309446,1396303,1433232,1300070,1460352,,5124,1853,6684,3325,5841,8050,8282,19684,15997,5202
200912,"Orange juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",606,646,1094,837,1123,1098,1227,1099,1287,426,,270265,280135,276806,258011,224974,215551,237786,223607,228404,190076,,6356,5550,5116,4220,4942,5097,7907,7684,6796,6943
491000,"Calendars of any kinds, printed, incl. calendars blocks",671,621,607,584,513,552,438,495,374,425,,33813,30957,29375,26884,29383,22848,25722,24723,19408,20433,,33686,29770,28972,24834,24077,24130,25216,24405,24262,27958
381700,Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene ...,1086,304,243,281,194,447,382,381,322,425,,362691,332148,321597,252823,194675,220021,236784,210502,194821,279280,,14425,5788,6628,7090,5480,7148,6505,19572,26147,47501
200830,"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ...",1820,1319,2124,1411,1212,1178,662,467,519,425,,116137,98039,72434,85217,64168,75500,41018,37466,26752,30359,,98873,78737,66392,66707,74309,76113,89259,84698,91702,91531
480451,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",344,486,430,367,464,518,310,437,377,424,,208893,253603,244724,258798,131078,102469,95058,69422,64832,77609,,1506,1250,1676,1489,2055,3676,3890,4849,5005,5681
721990,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",521,467,631,507,375,500,867,738,566,422,,341935,298215,295262,200615,79434,109603,112578,65732,53470,57097,,4379,3447,7495,6987,6883,6943,7927,10748,12334,9612
230690,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",98,165,283,324,374,289,220,338,376,413,,22117,23778,41044,31781,4324,3422,2782,2752,3731,5450,,6084,12489,19597,13414,12336,13944,15058,12620,15071,18826
401190,"New pneumatic tyres, of rubber (excl. of a kind used on agricultural, forestry, construction, ...",0,0,0,0,0,359,469,461,358,412,,0,0,0,0,0,207887,234707,240888,156607,216819,,0,0,0,0,0,4297,4816,5055,4091,5552
401490,"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ...",178,148,276,357,261,205,118,144,187,412,,91169,83182,55805,38822,38543,37982,33281,31082,27429,24598,,7493,7604,6444,7235,7371,7293,6518,7788,8660,7356
240210,"Cigars, cheroots and cigarillos containing tobacco",1298,1988,1298,1446,1450,1295,1223,1062,389,412,,48461,44382,39210,27692,27321,26791,32547,40780,33425,24639,,9511,12166,12848,11917,14301,22084,43009,134959,237211,154605
621710,"Made-up clothing accessories, of all types of textile materials, n.e.s. (excluding knitted ...",1018,844,791,472,517,555,487,339,322,411,,136667,89360,78810,73648,58554,54213,57330,63260,39009,39964,,52498,52003,51932,45200,44067,49819,49399,48509,39002,36439
30486,"Frozen fillets of herring """"Clupea harengus, Clupea pallasii""""""""",917,1151,1298,941,981,1272,800,806,279,409,,8210,861,28,711,171,323,67,32,262,297,,9220,7628,7338,5861,6893,7880,6267,5561,5736,4829
820340,"Pipe-cutters, bolt croppers, perforating punches and similar hand tools, of base metal",689,705,827,862,618,720,627,671,433,409,,34646,32925,30312,25897,23727,22500,25071,21840,18847,22593,,5925,5779,6383,6495,5528,6384,6848,7786,7279,8244
731290,"Plaited bands, slings and the like, of iron or steel (excluding electrically insulated products)",407,323,314,577,1031,382,340,586,295,408,,27831,26334,23804,25900,19368,16391,19180,24228,20362,24760,,10000,9563,11332,11047,10269,10845,12046,12729,8750,8795
850120,"Universal AC-DC motors of an output > 37,5 W",321,252,486,475,470,305,454,445,432,407,,95706,109711,91699,90393,97155,87780,89077,82182,72435,85456,,1512,3244,5211,6497,7407,4855,6575,5397,3002,3798
250620,"Quartzite, merely cut, by sawing or otherwise, in blocks or slabs of a square or rectangular ...",718,879,1008,619,311,283,366,373,247,407,,774,744,1446,1497,712,835,963,631,1774,2237,,21079,18652,18957,19137,14725,17850,18086,12944,10867,14887
481013,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",15386,12508,13503,1421,2151,3702,180,1255,1350,407,,650999,574955,475828,392644,362256,358552,336016,294223,257311,315419,,361388,218954,147937,82562,69693,37737,15151,105073,37663,31376
810490,"Articles of magnesium, n.e.s.",511,439,643,789,696,439,451,506,499,407,,42848,57347,56756,72098,46938,46587,60621,41990,38197,40163,,3519,3338,7256,7290,7803,9594,8170,6832,5275,8565
740329,"Copper alloys unwrought (excluding copper-zinc base alloys """"brass"""", copper-zinc base alloys ...""",432,281,521,168,465,552,297,380,303,406,,67292,60408,70391,45140,33741,30905,33063,28307,26126,73701,,40702,37116,39044,34413,36653,36802,24051,430,654,447
730840,"Equipment for scaffolding, shuttering, propping or pit-propping (excluding composite sheetpiling ...",384,1655,219,393,190,119,361,2763,258,406,,71255,87900,98534,73728,67714,68358,85057,91588,77413,111689,,109700,128520,182287,154372,153941,163181,180898,221270,180147,183992
200310,"Mushrooms of the genus """"Agaricus"""", prepared or preserved otherwise than by vinegar or acetic ...""",0,0,2,0,11,12,61,90,239,405,,2094,2706,3370,7250,3008,3027,2652,1916,975,1248,,26149,24783,24265,19838,17747,18283,19628,17937,18297,18207
846722,"Saws for working in the hand, with self-contained electric motor",134,85,475,682,954,643,320,396,301,405,,49774,55689,63428,68309,71664,70588,84959,83548,91453,118299,,35625,44485,44773,39793,44297,45233,62791,64494,69553,94830
721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",83,121,105,306,62,316,176,99,186,405,,80398,78955,84580,56930,49333,63381,61728,79784,51418,69514,,5290,3698,3983,3775,3057,5325,5585,7216,4309,4892
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",167,648,673,538,530,387,343,489,639,405,,115190,133293,137007,128464,135047,152226,174417,193522,162580,200889,,51969,83258,94559,72059,73775,73035,77314,71792,66610,80691
481940,"Sacks and bags, incl. cones, of paper, paperboard, cellulose wadding or webs of cellulose fibres ...",789,1201,1429,1049,582,470,719,664,523,405,,114221,122095,117528,119030,116049,113224,128695,129722,126742,143596,,176945,163968,160756,143687,150972,152795,162947,167257,133343,131446
853225,"Fixed electrical capacitors, dielectric of paper or plastics (excluding power capacitors)",587,423,636,512,433,757,587,422,525,403,,75038,81371,84613,67515,79266,68032,83554,67047,75995,82854,,32174,31662,33664,29218,28662,31088,33633,32624,30271,40579
482340,"Rolls, sheets and dials, printed for self-recording apparatus, in rolls of a width <= 36 cm, ...",632,633,814,779,982,606,574,523,362,402,,35417,32381,24044,19221,21571,21537,18306,15923,10593,12961,,1179,1592,1535,1624,1540,1095,1009,1015,874,954
151710,Margarine (excluding liquid),994,846,738,676,439,388,337,369,387,399,,36689,36699,37999,32598,31035,30337,31679,32539,34642,61022,,1643,1420,1387,1203,687,770,559,440,522,636
722692,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...""",387,413,456,794,508,701,863,1276,495,397,,83791,71868,76379,72733,59673,65970,81179,70956,59448,86147,,7714,6435,7253,5515,4951,6011,6501,6877,10262,8686
711041,"Iridium, osmium and ruthenium, unwrought or in powder form",503,268,796,826,10,265,461,1227,516,396,,32855,28570,19537,23965,15168,26506,84949,45779,50671,178770,,109739,106834,107903,91472,97848,142185,314903,310201,242043,808997
442010,"Statuettes and other ornaments, of wood (excluding wood marquetry and inlaid wood)",543,473,692,347,252,269,401,574,674,396,,10046,11227,10808,11746,22346,10244,11683,11159,8575,12135,,53854,52235,51654,45462,46381,41215,43764,40392,36373,36162
600537,"Dyed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,632,500,557,568,394,,0,0,0,0,0,57829,70599,70263,78550,82046,,0,0,0,0,0,8982,8683,8972,7034,8066
853529,"Automatic circuit breakers for a voltage >= 72,5 kV",440,126,363,433,67,160,39,41,597,394,,155353,119841,98365,67712,66487,80612,63970,70275,61764,62373,,4781,4354,4169,11486,7147,7602,10057,6240,10595,5349
950590,"Festival, carnival or other entertainment articles, incl. conjuring tricks and novelty jokes, ...",669,910,481,604,1673,571,681,916,364,393,,154767,152907,159057,167775,169714,146599,147895,159396,104495,116249,,11088,14238,12898,13221,13317,13491,15725,19613,11825,12710
730690,"Tubes, pipes and hollow profiles """"e.g., open seam, riveted or similarly closed"""", of iron ...""",819,420,389,358,486,430,582,761,543,392,,116069,83929,77782,62704,62000,78904,77820,55660,42627,47114,,13217,10698,12721,9675,7824,9084,9017,7273,4738,4036
722012,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",141,213,479,415,420,425,397,494,373,391,,14827,23134,28864,24373,25440,24961,37163,31807,22992,27827,,1928,1026,1130,1012,1012,727,1667,1437,1012,1438
282990,Perchlorates; bromates and perbromates; iodates and periodates (excluding inorganic or organic ...,5669,5040,1483,1736,388,478,567,2505,373,391,,7436,9370,13105,13661,6149,13370,11622,16528,16410,8226,,8508,8162,4838,5284,3911,3703,4121,5525,2829,2596
720854,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",1094,351,222,783,567,867,451,539,202,389,,20741,21442,28689,37729,36511,42930,34079,14097,20674,29926,,2288,1119,1151,1404,1291,1532,993,1002,639,1511
852290,Parts and accessories suitable for use solely or principally with sound reproducing and recording ...,2461,1541,3454,611,769,777,445,621,389,389,,129126,114850,99569,91048,58946,57101,60051,47308,251517,303356,,364700,305875,289185,239907,228753,202774,176284,138327,101380,85279
830810,"Hooks, eyes and eyelets, of base metal, of a kind used for clothing, footwear, awnings, handbags, ...",236,321,546,669,588,243,106,190,303,388,,25854,24473,24308,23909,22062,20076,20285,17839,10435,14906,,5794,6247,6291,5576,4626,5028,4234,4120,3404,5674
350520,"Glues based on starches, dextrins or other modified starches (excluding those put up for retail ...",218,264,345,378,431,407,299,391,306,388,,11730,11967,11929,8288,5839,4535,6809,5914,6191,13111,,487,577,581,616,579,494,429,410,330,399
570500,"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ...""",305,334,272,121,402,195,321,429,551,387,,49690,64423,58498,74524,68823,73038,63648,58018,57423,52291,,136657,124853,120014,103547,102299,111307,131043,128044,133092,156764
482010,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, ...",1751,2115,1435,1259,1061,1136,791,918,477,387,,140368,125330,120442,128372,133235,146152,156220,157204,111858,111944,,109854,98970,90599,79514,82890,74279,74000,73164,59994,63579
700600,"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting ...",503,568,747,624,1718,1821,1381,817,1297,387,,41573,40149,37504,29965,25230,26271,29546,34442,29883,38196,,580348,541211,618862,526960,463206,416338,426610,361602,413085,477775
843041,Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores ...,945,1321,4154,714,34,172,774,1837,1079,386,,915706,701733,563987,532349,241083,377550,421138,337556,278055,303406,,9805,21168,23397,8172,8759,16791,14500,13824,15087,18515
382313,"Tall oil fatty acids, industrial",657,345,374,322,517,522,627,434,383,385,,68487,65195,75715,75929,77073,76281,78073,64518,63803,86185,,3817,4000,4077,2803,3400,3352,4950,2594,3179,4916
930390,Firearms and similar devices which operate by the firing of an explosive charge (excluding ...,22,15,17,30,216,4,2,22,29,384,,23396,7182,11034,3482,5156,4914,2832,1794,2971,16321,,111,131,124,96,318,110,62,314,255,988
842449,Agricultural or horticultural sprayers (excl. portable),0,0,0,0,0,235,296,197,334,383,,0,0,0,0,0,36806,41697,38170,56366,69019,,0,0,0,0,0,3913,7726,8541,16710,22532
845590,"Parts of metal-rolling mills, n.e.s.",731,403,341,726,2063,551,1992,2404,994,383,,146017,101958,88417,88946,53062,92735,80131,82119,74029,58278,,51306,38649,40438,41969,56437,45288,56066,78942,45273,31123
480700,"Composite paper and paperboard made by sticking flat layers of paper or paperboard together ...""",279,344,346,239,181,243,143,116,86,382,,48225,52797,50392,48948,47484,49048,45880,41956,47578,49954,,2614,2631,2587,2179,2268,2683,2646,2138,1677,2402
901520,"Theodolites and tachymeters """"tacheometers""""""""",13,33,7,190,72,369,76,15,109,382,,52141,56553,54739,52958,49447,58175,64512,60723,62646,61235,,7074,11592,10646,9794,7393,11967,22668,32909,34030,35476
940560,"Illuminated signs, illuminated nameplates and the like, with a permanently fixed light source",875,647,455,955,388,259,563,818,359,382,,62382,64152,80173,65815,60093,61251,68644,59497,45593,44868,,17517,13097,11966,13160,14819,13872,15218,19062,15433,18793
21011,"Hams, shoulders and cuts thereof of swine, salted, in brine, dried or smoked, with bone in",0,0,0,299,593,510,386,448,395,381,,38980,37939,36879,43741,42954,46180,59404,58370,59585,59298,,5729,6003,6598,6272,5799,5626,5060,5524,3310,2941
722011,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",572,529,937,1159,516,310,723,514,377,379,,18211,16153,16683,13898,14492,15250,16243,18070,12359,12588,,2731,2501,2761,3594,2629,2625,3468,4135,3440,2938
842219,Dishwashing machines (excluding those of the household type),819,1150,934,957,1441,1130,874,806,686,378,,38030,42463,41109,45876,37902,35152,38158,41031,25996,30894,,13042,16519,17403,16112,16444,16471,17922,20016,17876,14939
820590,Anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks; sets of articles ...,243,453,454,484,777,817,235,577,251,378,,27469,23348,24531,21078,17556,17591,19134,19140,16185,24628,,3101,4167,2974,3097,3361,3502,3065,4083,3577,3776
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",387,404,261,315,409,501,534,777,504,378,,2139,1520,2296,1695,1153,1620,1473,1614,1605,2219,,5979,5171,5213,5276,3905,5349,6215,7837,4793,6088
281129,"Inorganic oxygen compounds of non-metals (excluding diphosphorus pentaoxide, oxides of boron, ...",158,269,219,322,376,278,368,394,458,377,,18752,22683,24047,23886,28479,21452,30862,21808,21341,20907,,2124,2047,2057,3868,4377,6773,6105,5342,5300,5848
