Product code,Product label,Australia's imports from China-Value in 2012,Australia's imports from China-Value in 2013,Australia's imports from China-Value in 2014,Australia's imports from China-Value in 2015,Australia's imports from China-Value in 2016,Australia's imports from China-Value in 2017,Australia's imports from China-Value in 2018,Australia's imports from China-Value in 2019,Australia's imports from China-Value in 2020,Australia's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
731590,"Parts of skid chain, stud-link chain and other chains of heading 7315 (excluding articulated ...",468,489,429,407,386,279,320,273,220,864,,13331,12342,14427,19185,14419,15942,18274,21208,21573,25414,,3330,4435,3990,2690,3108,1938,1989,2328,1897,2572
292111,"Methylamine, dimethylamine or trimethylamine and their salts",122,131,258,86,102,398,481,232,145,864,,4226,3833,4217,3318,3615,3697,4031,4010,3930,3450,,3431,3304,2607,2659,2604,2936,2533,1597,3868,4517
844319,"Printing machinery used for printing by means of plates, cylinders and other printing components ...",12750,9023,7253,1235,1727,960,807,888,827,860,,132072,150499,149016,157662,140909,120887,156263,175185,151591,166569,,23489,38529,25377,10428,11817,11085,8200,5954,4875,6860
290516,"Octanol """"octyl alcohol"""" and isomers thereof""""",137,98,163,261,294,359,371,90,369,858,,11655,12984,76919,17118,6758,32810,29271,21813,9814,42104,,9135,7177,6540,5882,3914,5844,7156,4489,5599,14266
854720,"Insulating fittings for electrical purposes, of plastics",205,161,214,315,443,377,368,395,2496,857,,175863,210342,145098,135600,177714,194211,183651,147645,147111,177795,,1420,1929,1765,1853,1326,2020,2084,2158,3888,3065
410190,"Butts, bends, bellies and split raw hides and skins of bovine """"incl. buffalo"""" or equine ...""",0,63,187,112,71,307,664,1351,1008,851,,8384,10976,13537,11177,13916,11461,11301,10898,10994,10766,,512,1659,2672,2596,2228,2322,2480,3088,3054,2755
511119,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,786,615,414,395,490,566,395,741,358,848,,39394,28922,46962,24235,35876,28268,33671,20602,17093,16056,,3457,3021,2588,2939,2766,2739,2313,2471,1912,2390
611510,"Graduated compression hosiery [e.g., stockings for varicose veins], of textile materials, knitted ...",1276,2045,2275,1373,627,1225,877,1170,563,847,,2515,2330,5266,4502,5608,10044,14111,13544,11776,12860,,3101,10877,13222,11938,12084,14268,12898,12538,8250,9923
291713,"Azelaic acid, sebacic acid, their salts and esters",1048,982,640,910,1211,1248,1242,802,917,847,,163376,135658,138367,178091,163194,254659,260273,208889,161761,260163,,1819,1675,1295,1214,1874,2013,2019,1791,1708,1999
281830,Aluminium hydroxide,36,93,90,183,349,418,652,689,507,846,,93914,110382,119408,125372,135210,135558,178450,197754,247142,181537,,1565,1647,1757,1956,1731,2383,3223,3051,3074,2966
200410,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen",269,328,219,236,222,254,213,268,1376,844,,21973,25142,22935,23148,16255,14815,13625,17600,40886,55554,,113523,103933,115977,101133,107322,117587,119299,104747,100968,116958
670100,"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down ...",899,516,776,811,709,1070,1093,853,637,842,,95390,112392,90432,59631,56358,59043,58817,77729,89209,46950,,1187,812,1090,1263,1316,1749,1585,1154,941,1060
620811,Women's or girls' slips and petticoats of man-made fibres (excluding knitted or crocheted and ...,567,827,549,367,431,232,1492,1255,671,840,,10869,10947,16466,7942,4879,4584,4214,6108,3920,5361,,1346,1494,937,413,531,334,1539,1306,700,872
610422,"Women's or girls' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)",617,475,620,421,661,407,252,318,459,839,,1305398,1037363,607957,371768,299243,263443,244017,210748,235960,311388,,677,695,687,716,849,554,432,422,564,1403
670411,Complete wigs of synthetic textile materials,1244,1702,1011,717,819,759,694,837,519,838,,176360,183072,180232,195736,160031,144496,168202,147892,126160,200369,,1820,2327,1789,1653,1558,1465,1762,1930,1504,2182
960719,Slide fasteners (excluding fitted with chain scoops of base metal),609,495,602,491,665,648,942,926,885,836,,392304,427035,486436,494082,508057,563329,622236,721461,651829,773613,,1689,1449,1536,1424,1723,1475,1595,1471,1538,1609
621410,"Shawls, scarves, mufflers, mantillas, veils and similar articles of silk or silk waste (excluding ...",1300,1810,1783,1284,1079,898,1342,1096,549,831,,100195,132644,126575,75582,66389,61964,56839,51184,36341,41864,,6944,7848,7141,6017,6258,6466,6709,6858,4599,5807
290219,"Cyclanes, cyclenes and cycloterpenes (excluding cyclohexane)",143,143,269,176,59,136,146,153,132,830,,159739,153977,178863,172915,139806,173282,183581,173563,120644,177063,,2926,1774,2155,2477,2834,3185,3048,1743,2051,2065
850433,Transformers having a power handling capacity > 16 kVA but <= 500 kVA (excluding liquid dielectric ...,7109,6156,645,5549,3380,2258,1909,1444,3938,828,,76773,79717,84302,73734,72575,61848,58617,74875,67282,68741,,37382,39910,20043,21711,19060,18804,18523,12684,11393,4123
550932,"Multiple """"folded"""" or cabled yarn containing >= 85% acrylic or modacrylic staple fibres by ...""",186,139,523,822,465,416,803,517,1109,828,,247877,252695,248198,217624,200135,220395,265409,183917,121727,158149,,2374,2557,2821,3260,2183,1785,842,621,1221,1043
540773,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",231,22,170,63,61,434,313,188,414,827,,38846,53168,73390,69646,64195,68111,67843,73198,71587,84065,,1585,1254,2506,2219,3780,3601,3321,3432,4127,5217
382474,"Mixtures containing hydrochlorofluorocarbons """"HCFCs"""", whether or not containing perfluorocarbons ...""",1401,30,39,193,198,396,68,225,815,826,,24417,14580,11526,9699,11178,10019,11554,15188,7951,3968,,1996,37,140,200,198,396,68,225,815,826
844230,"Machinery, apparatus and equipment for preparing or making printing blocks, plates, cylinders ...",200,988,976,1640,482,1334,1392,703,380,822,,90915,84217,96361,87332,88702,83864,84418,69099,50429,54995,,5355,9232,5125,3910,2641,5519,7243,2881,1843,1821
610461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",254,215,287,439,256,585,580,952,719,821,,16097,11965,21723,19959,21523,26212,32661,34430,31072,68687,,525,426,461,649,457,805,848,1380,1008,1310
960850,"Sets of articles from two or more of the following: ball-point pens, felt or fibre-tipped pens ...",343,102,223,61,114,236,259,274,183,817,,120944,105815,140305,145544,110822,96372,79864,87121,84974,103063,,519,177,317,121,200,411,382,345,249,1303
551411,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",6,2,3,0,148,74,101,502,518,817,,20391,14543,21551,16968,16899,14874,9979,9958,9453,10610,,2084,1447,2097,2900,3869,3323,3340,2481,2199,2445
293420,"Heterocyclic compounds containing in the structure a benzothiazole ring-system, whether or ...",345,309,942,1050,615,699,696,517,421,817,,353593,324602,342472,321419,329105,376332,483622,516796,354901,407290,,7717,9805,15741,5584,4740,11574,1023,647,726,1343
80410,Fresh or dried dates,651,793,1002,927,858,1262,975,999,784,815,,34,44,0,11,56,180,0,50,29,11,,12351,10710,13726,14852,13940,15029,14440,12293,14452,15556
293690,"Provitamins and mixtures of vitamins, of provitamins or of concentrates, whether or not in ...",1430,2321,1734,1641,1111,453,727,595,485,815,,20560,12354,13058,13871,10817,17040,53680,90636,92954,106504,,8385,6572,6823,8086,8195,10138,18244,8458,7173,5880
291250,Cyclic polymers of aldehydes,367,224,267,499,296,202,600,456,217,815,,10614,9437,14033,9958,9667,6059,6389,6350,5654,6429,,678,409,691,1181,431,562,879,732,542,1130
71490,"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin ...""",241,241,269,419,479,575,634,734,639,812,,38608,43989,47082,49064,53536,50859,50487,48075,53665,50855,,864,620,735,867,818,994,1025,1103,1041,1410
392510,"Reservoirs, tanks, vats and similar containers, of plastics, with a capacity of > 300 l",678,75,366,264,669,990,490,364,686,812,,41075,34218,27900,31978,25453,30704,27664,40423,40774,45642,,3513,3306,2839,2623,3380,4351,3827,4135,5123,5536
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",270,238,196,72,134,224,182,266,353,810,,352,80,490,672,688,593,9796,1384,1133,2127,,6207,7174,2954,4390,4855,3544,5320,3515,8440,7480
841581,"Air conditioning machines incorporating a refrigerating unit and a valve for reversal of the ...""",15303,18731,11870,14754,14643,14451,8599,5218,1802,809,,601582,774250,818025,776871,839245,543065,506751,458974,529666,461741,,69043,53312,53023,55595,47774,56917,49601,38151,30368,23500
640620,"Outer soles and heels, of rubber or plastics",592,862,811,953,658,773,505,475,709,807,,867245,985727,893054,926496,913180,920943,911505,1084642,1022597,1298727,,1210,1553,1473,1580,1261,1329,2415,2525,1684,2952
845899,"Lathes, incl. turning centres, for removing metal, not numerically controlled (excluding horizontal ...",791,220,300,600,246,317,474,355,446,806,,55955,51085,49624,53272,43160,48430,55240,56619,52111,55464,,8385,2134,2263,2378,1674,2033,1950,1370,1729,2872
290621,Benzyl alcohol,1125,749,637,710,662,906,1687,647,970,804,,23931,26936,36564,31663,31580,37194,64748,32265,44016,36769,,1744,1304,1873,1281,1032,1705,2230,1024,1928,1523
830610,"Bells, gongs and the like, non-electric, of base metal (excluding musical instruments)",559,656,485,489,502,745,515,543,607,804,,41909,41925,48043,46603,46480,49137,59630,53607,53201,76708,,1085,1229,1261,1066,1028,1196,983,1212,1184,1645
740919,"Plates, sheets and strip, of refined copper, not in coils, of a thickness of > 0,15 mm (excluding ...",499,181,402,389,221,158,264,197,164,803,,35336,31354,31449,24526,22707,29744,32972,26063,32634,65730,,6740,5791,4652,3155,3635,4684,5495,5604,4036,6760
320740,"Glass frit and other glass in the form of powder, granules or flakes",1121,1140,1043,992,1025,1163,1378,1030,759,803,,80850,78387,87856,87807,76329,113693,130740,129138,200022,188139,,4208,4484,4407,4300,4043,4612,5963,5679,5716,6005
620423,"Women's or girls' ensembles of synthetic fibres (excluding knitted or crocheted, ski overalls ...",1728,1232,1986,2230,1277,1145,1288,1690,811,800,,78957,82792,141930,104563,112384,109055,113030,123927,178559,358316,,2197,1745,2618,2944,1842,1882,2079,2209,1135,1519
731813,"Screw hooks and screw rings, of iron or steel",250,210,248,251,213,243,481,544,541,798,,29856,40176,30900,29386,30187,27433,33485,32281,32756,43067,,542,468,512,483,429,564,725,903,817,1036
292800,Organic derivatives of hydrazine or of hydroxylamine,436,2875,2600,2379,440,513,811,795,600,796,,90670,116761,117021,136729,140231,146754,170898,170122,196126,224008,,10657,6945,11134,6656,4813,6217,7081,13167,15905,12370
251710,"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ...",331,261,214,253,308,760,537,984,598,793,,42136,74999,85234,90101,101790,124179,135510,103912,167076,163153,,1007,1009,2444,1217,3864,8697,1585,1956,1917,2056
590610,"Adhesive tape of rubberised textile fabrics, of a width of <= 20 cm (excluding that impregnated ...",195,197,303,284,282,396,417,592,812,793,,98011,74716,55608,43239,52070,58094,53495,61933,70822,78250,,2212,2090,2059,1849,1717,2060,2373,3129,4005,3556
480431,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",40,124,107,166,136,128,187,142,453,792,,24852,35537,29815,42024,58321,20183,25101,35407,34796,28007,,4621,3925,2915,3096,3139,4495,5175,5097,5973,7420
120600,"Sunflower seeds, whether or not broken",3549,4262,481,0,1033,1729,1506,1056,980,792,,273226,333809,296410,405445,432144,467060,569915,621253,648366,506773,,4311,4940,6972,5847,4771,6324,5183,7066,8845,4979
847689,"Automatic goods-vending machines, without heating or refrigerating devices; money changing ...",520,1061,1212,1050,458,317,229,690,574,791,,15419,16490,16787,21765,25026,19103,35215,31722,22638,33564,,6648,13362,22205,11591,6477,4502,3644,3652,4408,5778
290541,"2-Ethyl-2-""""hydroxymethyl"""" propane-1,3-diol """"trimethylolpropane""""""""",147,15,340,435,501,591,612,375,405,791,,11923,7565,13576,17324,21036,33743,49081,33301,26826,100904,,2866,2765,2629,2567,2132,2649,3123,2631,2205,3233
30469,"Frozen fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",711,432,597,288,124,334,25,29,718,789,,10485,2934,9046,3137,44893,50238,46055,22028,25050,24174,,881,1652,3868,1918,910,732,431,478,1076,960
845961,"Milling machines for metals, numerically controlled (excluding way-type unit head machines, ...",320,212,178,227,193,545,561,441,501,789,,12614,15351,14828,19427,24080,32916,39300,45493,36172,50138,,8555,7484,3059,4335,3947,5491,4500,7236,3846,3355
120740,"Sesamum seeds, whether or not broken",871,761,1069,773,422,339,238,989,676,786,,75622,86049,97585,70822,49207,65201,78790,97441,83773,87506,,9753,13932,18720,12034,10267,9628,10789,14737,13643,11586
270820,Pitch coke obtained from coal tar or from other mineral tars,124,318,677,992,1027,4382,2084,1231,945,779,,17609,5843,3232,5325,4821,7073,19002,7641,3059,9061,,1692,692,878,1278,1208,5565,2153,1231,963,779
853939,"Discharge lamps (excluding flourescent, hot cathode lamps, mercury or sodium vapour lamps, ...",6373,7923,6097,3849,2381,1757,1505,1250,858,778,,319141,422459,190683,178342,188272,131991,74570,89150,142820,185896,,12668,14137,10397,7735,7043,4562,3892,3716,2509,2719
580710,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ...",618,549,594,749,624,668,549,558,551,777,,179862,218606,262446,273535,268080,304012,362227,369839,300754,396542,,1271,1155,1007,1175,1027,1097,937,1043,1035,1484
960830,"Fountain pens, stylograph pens and other pens",437,207,252,364,374,328,367,549,516,776,,66210,95507,60374,68412,57803,50344,44517,48178,45764,49217,,2076,2377,2176,2290,1948,2102,2414,2969,2653,3855
280700,Sulphuric acid; oleum,726,0,0,0,6,4298,1025,1011,210,773,,5639,2572,3543,9199,2227,25868,63847,100461,14990,205269,,22921,7043,3605,11847,9375,8669,6660,10105,1153,6928
851190,"Parts of electrical ignition or starting equipment, generators, etc. of heading 8511, n.e.s.",348,455,396,700,364,490,530,709,744,773,,401269,486222,546649,509092,548172,576383,623640,552686,518198,615862,,11138,10126,8553,7789,6026,5612,5571,5661,6139,5560
81320,Dried prunes,14,320,13,368,580,560,829,16,410,771,,6766,6479,4235,2294,2418,2096,2408,2917,4392,3007,,5365,6659,6514,9873,9740,9189,10075,7262,8918,7622
721220,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",678,950,1120,613,888,1115,562,701,359,771,,19253,20682,20984,20481,13552,15416,19766,33295,144960,342144,,822,1050,1395,2861,960,1125,618,773,747,944
850162,"AC generators """"alternators"""", of an output > 75 kVA but <= 375 kVA (excl. photovoltaic g ...""",878,713,439,295,306,649,621,467,679,770,,93191,78705,77121,77492,93988,95095,103258,92810,91297,97666,,5171,8461,12325,14491,20799,14950,8125,10345,5780,3606
291429,"Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excluding cyclohexanone, ...",157,117,219,303,166,251,800,954,956,767,,184540,164789,182229,177588,168108,192950,279475,272076,243394,259324,,730,678,601,630,437,740,1147,1359,1436,1592
440890,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",3138,1965,2698,2622,2403,2927,1111,1310,884,767,,191578,189280,232149,236438,241260,340180,435094,476249,508710,695953,,14743,13302,11127,15217,11463,13228,11836,9694,10006,10851
280512,Calcium,362,332,402,283,304,608,313,341,269,767,,67815,66857,75656,52948,48655,67983,72810,59342,49108,106306,,421,363,460,316,361,713,372,352,276,789
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",74,77,72,429,142,176,340,567,370,767,,10561,11924,8466,9325,22832,55618,65368,35568,15586,12037,,194,126,314,644,335,499,686,1181,738,1179
870990,"Parts of self-propelled works trucks, not fitted with lifting or handling equipment, of the ...",534,326,57,61,56,83,88,102,284,767,,4971,9097,13034,7718,5480,9047,12828,13910,7285,7358,,1567,1461,1635,1147,623,1007,920,1271,914,1684
721129,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",194,197,52,70,167,162,118,435,710,763,,26229,26569,25793,39671,24808,19764,25965,22739,25929,53730,,2849,1714,3701,1148,1038,1261,991,1082,1226,1091
481730,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment ...",1495,990,1311,814,1021,721,744,596,459,762,,35843,33114,32870,42376,41841,39785,46479,56199,73880,98969,,1823,1429,1722,1357,1358,1009,861,902,714,1023
847690,"Parts of automatic goods-vending machines, incl. money changing machines, n.e.s.",314,237,390,321,584,282,444,171,262,760,,184020,203786,220490,192384,217871,308080,162685,155912,104077,112670,,6840,6503,4610,4704,5120,3718,3358,2019,1696,1545
310390,"Mineral or chemical phosphatic fertilisers (excluding superphosphates, those in pellet or similar ...",642,621,326,3450,90,0,121,4589,10,760,,22763,14939,9682,13924,11580,12704,12948,12257,11156,11274,,2282,2296,1839,4886,924,1291,550,10005,551,1246
871495,Saddles for cycles (excluding for motorcycles),269,207,237,217,217,188,283,237,776,759,,107202,111453,149454,112017,103301,104160,109174,106609,135802,186787,,2423,2575,2426,2344,1543,1903,1910,1562,2623,3048
843242,Fertiliser distributors (excl. sprayers and manure spreaders),0,0,0,0,0,474,608,513,574,754,,0,0,0,0,0,6166,5103,3032,4314,3445,,0,0,0,0,0,15417,14284,13252,15904,24208
481720,"Letter cards, plain postcards and correspondence cards, of paper or paperboard (excluding those ...",1372,1364,1249,1113,1047,768,644,554,696,750,,16202,16558,19882,13705,12221,12019,10333,7245,6604,7752,,1868,1870,2041,1968,1486,1119,857,764,847,960
