Product code,Product label,United States of America's imports from Viet Nam-Value in 2012,United States of America's imports from Viet Nam-Value in 2013,United States of America's imports from Viet Nam-Value in 2014,United States of America's imports from Viet Nam-Value in 2015,United States of America's imports from Viet Nam-Value in 2016,United States of America's imports from Viet Nam-Value in 2017,United States of America's imports from Viet Nam-Value in 2018,United States of America's imports from Viet Nam-Value in 2019,United States of America's imports from Viet Nam-Value in 2020,United States of America's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
293341,"Levorphanol """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,9,0,3,44,51,0,19,493,0,730
293355,"Loprazolam """"INN"""", mecloqualone """"INN"""", methaqualone """"INN"""" and zipeprol """"INN"""", and salts ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,15,0,64,0,0,0,0
290110,Saturated acyclic hydrocarbons,0,0,0,0,0,0,0,0,0,0,,12,487,0,0,0,42,56,18,0,,,616347,605653,841212,342725,235840,335281,670500,586530,443213,770797
290121,Ethylene,0,0,0,0,0,0,0,0,0,0,,12,0,0,1,0,0,0,0,2,,,6895,5824,5671,4353,0,640,116,76,120,3
290124,"Buta-1,3-diene and isoprene",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,874768,600635,588019,363232,338098,342550,440782,274144,217693,558582
290220,Benzene,0,0,0,0,0,0,0,0,0,0,,602,253,39,23,14,8,60028,70496,62627,89294,,1643666,1787966,2325548,1450424,1017211,1133675,1316555,1049565,680987,987414
290242,M-Xylene,0,0,0,0,0,0,0,0,0,0,,0,0,4,0,0,0,0,0,0,25,,22712,40928,37574,9617,8597,22768,11914,4180,2826,11969
290243,P-Xylene,0,0,0,0,0,0,0,0,0,0,,0,0,0,28,0,0,265347,371426,319099,302914,,386766,404939,346377,358614,409242,309906,394590,440614,517696,659836
290312,"Dichloromethane """"methylene chloride""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,20,4,17,32,61,116,157,67,,7902,8147,7210,7374,6495,8059,6021,6961,6441,8573
290374,Chlorodifluoroethanes,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,451,453,476,604,15447,17537,21955,11389,9729,10191
290434,Potassium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
290542,Pentaerythritol,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,25,0,5,32,,66315,65114,71549,76484,67513,72143,75895,67754,50052,77445
290543,Mannitol,0,0,0,0,0,0,0,0,0,0,,5,3,0,7,2,7,13,24,15,26,,23206,29021,28579,28664,32808,33739,38476,32482,35540,34563
290619,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or ...",0,0,0,0,0,0,0,0,0,0,,32,5,19,3,5,5,12,10,20,18,,63340,56419,67828,58946,62564,66364,62277,63356,69339,66958
290719,"Monophenols (excluding phenol """"hydroxybenzene"""" and its salts, cresols and their salts, octylphenol, ...""",0,0,0,0,0,0,0,0,0,0,,88,0,42,0,828,430,275,9,0,,,33711,36438,33166,35262,33291,31544,32626,33147,33158,41495
290811,"Pentachlorophenol """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,8755,8702,9460,7990,7661,9006,9159,9100,8166,12961
290960,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their ...",0,0,0,0,0,0,0,0,0,0,,0,6,0,0,10,20,1,0,263,96,,36706,39962,48822,47184,43549,43687,54674,52740,51282,50079
291211,"Methanal """"formaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,1268,1002,389,245,347,929,1038,643,482,492,,3091,2583,2443,2096,2252,2746,3797,3593,3506,4950
291462,"Coenzyme Q10 """"ubidecarenone """"INN""""""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,8266,39032,71648,123721,182523
291470,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,33573,43156,48708,53785,48148,0,0,0,0,0
291471,"Chlordecone """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,114,30,15,0,4
251320,"Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",0,0,0,0,0,0,0,0,0,0,,2,1,8,8,0,0,0,48,0,1,,52231,50532,64743,79059,44534,21942,83039,67309,40301,59687
251520,Ecaussine and other calcareous monumental or building stone of an apparent specific gravity ...,0,0,0,0,0,0,0,0,0,0,,727,9802,7216,6639,7930,14627,19297,16868,11714,204,,1134,1918,2692,4686,3847,5400,3891,4076,3794,6850
251810,"Crude dolomite, not calcined or not sintered, incl. dolomite roughly trimmed or merely cut, ...""",0,0,0,0,0,0,0,0,6,0,,35,311,502,776,148,222,249,3709,3645,8980,,16594,12861,19318,18107,17920,15969,18827,22474,25428,21755
251990,"Fused magnesia; dead-burned """"sintered"""" magnesia, whether or not containing small quantities ...""",0,0,0,0,0,0,0,0,0,0,,44,312,0,0,18,0,1,0,0,610,,257284,231389,236677,239780,167121,216291,349527,280282,182617,305345
252020,"Plasters consisting of calcined gypsum or calcium sulphate, whether or not coloured, with or ...",0,0,0,0,0,0,0,0,0,0,,2,19,46,23,6,20,33,79,46,128,,7826,6485,8492,7949,15956,8668,9526,10229,10956,10016
252330,Aluminous cement,0,0,0,0,0,0,0,0,0,0,,1349,0,0,0,0,0,0,0,0,,,21702,21441,30906,64655,63612,40479,44026,30747,33816,77098
260600,Aluminium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,110,1604,4060,4732,36,6,,,544135,536129,525309,473332,234869,202106,199933,207106,151706,199114
260700,Lead ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,34,0,35868,,29695,18917,0,0,36,2,2,13,8,26662
250490,Natural graphite (excluding in powder or in flakes),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,26,0,,,4879,5550,6226,4333,5194,6073,6815,5684,4291,6187
250830,Fireclay (excluding kaolin and other kaolinic clays and expanded clay),0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,2,,,1376,1387,2662,7272,6460,15521,15803,10005,286,3494
220110,"Mineral waters and aerated waters, not containing added sugar, other sweetening matter or flavoured",0,0,0,0,0,0,0,0,0,0,,461,137,47,563,845,883,1028,1243,418,736,,318470,321901,364668,386568,422939,465854,512534,559067,602339,605427
220422,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,51373,56754,26816,30310,31177
220710,"Undenatured ethyl alcohol, of actual alcoholic strength of >= 80%",0,0,0,0,0,0,0,0,0,0,,51810,37255,44290,15495,13129,19552,4714,3502,13292,15279,,1916911,1510970,651285,611089,523591,695608,676748,790237,665860,375286
220820,Spirits obtained by distilling grape wine or grape marc,0,0,0,0,0,0,0,0,0,0,,29058,60159,89035,92707,58195,28758,32598,27305,5085,1449,,778592,936016,1064553,1169293,1376179,1462917,1580412,1871845,1688464,2068897
220840,Rum and other spirits obtained by distilling fermented sugar-cane products,0,0,0,0,0,0,0,0,0,0,,239,248,364,467,515,535,423,568,309,411,,109637,114357,119784,124024,127948,136434,144013,153644,153338,191661
230230,"Bran, sharps and other residues of wheat, whether or not in the form of pellets, derived from ...",0,0,0,0,0,0,0,0,0,0,,1732,1495,827,1674,888,428,180,383,1248,1680,,18098,19733,14532,11298,9884,8956,11906,14820,18465,29176
271111,"Natural gas, liquefied",0,0,0,0,0,0,0,0,0,0,,141,2526,3,3,3,0,0,0,0,125235,,1206689,1207557,1190537,1063826,687800,622960,918228,965486,614370,949462
271112,"Propane, liquefied",0,0,0,0,0,0,0,0,0,0,,310,0,0,0,0,0,0,0,0,,,1794419,1742239,2153664,1131447,1021634,1679908,1965879,1394142,1107148,1988642
280450,Boron; tellurium,0,0,0,0,0,0,0,0,0,0,,0,0,248,0,17,30,0,27,0,2,,9619,7717,7035,6906,5444,13732,17415,7185,4044,5966
280480,Arsenic,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,2711,1998,2340,1494,2405,2389,2731,1804,2055,2459
280530,"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed",93,620,0,0,0,0,0,0,0,0,,40387,120630,134330,119414,101195,137405,0,0,0,203657,,22181,9765,5712,4459,3963,5466,7915,8281,8978,17422
280800,Nitric acid; sulphonitric acids,0,0,0,0,0,0,0,0,0,0,,10,10,4,3,5,12,71,38,46,85,,8847,8483,8356,7584,7875,8014,8076,9049,8296,10020
280910,Diphosphorus pentaoxide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,31,,8040,5844,8874,8263,6426,7886,7937,4921,6863,6814
281121,Carbon dioxide,0,0,0,0,0,0,0,0,0,0,,81,57,16,70,127,131,262,203,251,757,,21019,19841,17965,19448,15975,18390,14107,18541,17873,23505
281211,"Carbonyl dichloride """"phosgene""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,3314,7270,2534,1062,388
281390,Sulphides of non-metals (excluding carbon disulphide); commercial phosphorus trisulphide,0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,0,0,0,10,,3316,2833,2831,1946,2217,1548,3288,2462,5969,6180
281410,Anhydrous ammonia,0,0,0,0,0,0,0,0,0,0,,4,5,1767,19,16,42,30,24,93,347,,3780792,3547483,2777872,2564506,1567271,1174116,1038098,737800,678149,1398320
281530,Peroxides of sodium or potassium,0,0,0,0,0,0,0,0,0,0,,0,1,8,2,0,6,0,0,0,,,1590,2569,2046,2141,4600,2621,2094,656,851,1677
282490,"Lead oxides (excluding monoxide """"litharge, massicot"""")""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,658,240,386,176,197,183,482,116,261,363
282530,Vanadium oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,38,82,0,0,0,0,0,85,0,,,39525,32603,48395,36022,36577,64526,176593,117245,40181,48052
282619,Fluorides (excluding of aluminium and mercury),0,0,0,0,0,0,0,0,0,0,,132,0,0,0,17,34,5,0,0,,,51838,42390,41040,38271,37311,39216,53959,43382,44028,52893
282690,"Fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding sodium hexafluoroaluminate ...""",0,0,0,0,0,0,0,0,0,0,,340,354,526,338,122,49,0,7,20,166,,32345,56669,70153,57891,55691,67242,97446,97257,68674,93295
282749,Chloride oxides and chloride hydroxides (excluding copper and mercury),0,0,0,0,0,0,0,0,0,0,,1,0,11,1,685,6816,9655,9323,7506,7937,,63526,29456,29318,23118,18994,31307,54802,35556,45377,49985
282810,"Calcium hypochlorites, incl. commercial calcium hypochlorite",0,0,0,0,0,0,0,0,0,0,,979,326,220,189,71,74,22,433,445,221,,8163,9747,4033,3633,1904,1849,1534,2235,2717,4696
283110,Dithionite and sulfoxylate of sodium,0,0,0,0,0,0,0,0,0,0,,0,4,8,7,45,18,12,16,26,83,,22519,22756,18983,13928,13045,13045,12885,12596,11578,14153
283220,Sulphites (excluding sodium),0,0,0,0,0,0,0,0,0,0,,6,48,39,50,28,39,0,119,50,21,,2157,2183,2115,2627,1636,1612,1703,1731,1577,2145
283319,Sodium sulphates (excluding disodium),0,0,0,0,0,0,0,0,0,0,,158,149,31,21,16,1,13,11,109,209,,2230,2109,3530,4880,5198,5497,4681,2576,6468,2715
283322,Sulphate of aluminium,0,0,0,0,0,0,0,0,0,0,,5,2,37,7,0,293,71,75,20,1,,3009,3055,4710,4547,5331,17525,22319,7612,5619,7380
283340,"Peroxosulphates """"persulphates""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,27,126,328,525,420,487,273,135,,9884,12239,14757,11780,12729,14286,15080,14236,7952,14997
283525,"Calcium hydrogenorthophosphate """"dicalcium phosphate""""""""",0,0,0,0,0,0,0,0,0,0,,206,264,310,1223,6345,7535,10665,10892,11644,8801,,11179,15962,13782,13007,21183,18821,22887,11455,9077,16037
283526,"Phosphates of calcium (excluding calcium hydrogenorthophosphate """"dicalcium phosphate"""")""""",0,0,0,0,0,0,0,0,0,0,,109,30,28,144,176,124,94,107,165,288,,55196,74931,86228,80617,99536,79885,94998,100340,112831,144164
283531,"Sodium triphosphate """"sodium tripolyphosphate"""", whether or not chemically defined""""",0,0,0,0,0,0,0,0,0,0,,6,3,3,15,3,7,37,190,323,26,,90082,83888,67274,63636,67442,61751,69869,69068,64213,79233
283620,Disodium carbonate,0,0,0,0,0,0,0,0,0,0,,399,385,487,551,2421,399,459,411,148,129,,3358,3469,6959,6778,6684,4806,6574,7551,4428,4848
283660,Barium carbonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,60,,9400,4887,4302,1983,2269,2756,2968,3016,2007,3271
283711,Sodium cyanide,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,68,0,0,945,,15552,5450,6406,13839,8947,4725,3619,4080,4953,4179
283990,"Silicates, incl. commercial alkali metal silicates (excluding sodium silicates)",0,0,0,0,0,0,0,0,0,0,,104,267,333,38,70,671,420,564,352,1378,,28673,18987,22485,17010,17695,18935,22286,25880,19549,24608
190430,"Bulgur wheat in the form of worked grains, obtained by cooking hard wheat grains",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,,,1933,2640,2741,3420,3054,3233,3497,2722,4061,2761
200560,"Asparagus, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,43,1,0,1,1,1,0,4,6,,,39729,37570,20853,17322,20937,18546,15642,15875,22397,23115
200791,"Citrus fruit jams, jellies, marmalades, pur?es or pastes, obtained by cooking, whether or not ...",0,0,0,0,0,0,0,0,0,0,,16,5,29,12,40,29,108,57,89,110,,5206,5665,5861,5486,5636,7392,8397,9929,9642,9880
200893,"Cranberries """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""", prepared ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,40,10,55,5,,22893,25966,27529,30557,30943,34889,28072,17478,21290,28891
200912,"Orange juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,413,459,651,202,242,348,92,,103735,93185,118849,108754,166712,222782,365901,244140,134051,235735
200969,"Grape juice, incl. grape must, unfermented, Brix value > 30 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,5,0,0,,42,58,148,39,6,11,3,24,121,305,,142199,174240,111991,79399,75812,63478,73519,83095,74423,90142
160530,"Lobster, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,16,0,0,0,12,0,0,60,0,84,,214307,199508,222978,263956,323573,287331,242985,262204,228972,526602
170240,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter, ...",0,0,0,0,0,0,0,24,0,0,,3566,0,0,0,0,0,0,0,0,38,,44407,40069,33104,33491,20700,15546,17255,24145,16439,16359
180200,"Cocoa shells, husks, skins and other cocoa waste",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,13,,580,661,665,241,141,1048,314,199,179,224
180320,"Cocoa paste, wholly or partly defatted",0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,0,0,0,3,,289634,177860,130443,93190,142714,123206,96015,113074,116094,137620
120890,Flours and meal of oil seeds or oleaginous fruit (excluding soya and mustard),0,0,0,3,0,0,0,0,0,0,,85,47,33,48,22,41,92,69,3429,6,,6425,9016,7205,9405,6175,5577,8368,10997,15720,14749
120922,"Clover """"Trifolium spp"""" seed, for sowing""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,6723,7056,7417,7580,7952,7504,6497,6257,7881,8589
120923,Fescue seed for sowing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,16503,20888,20128,20494,23850,26601,25607,21973,29273,36921
121150,"Ephedra plants and parts thereof, incl. seeds and fruits, fresh, chilled, frozen or dried, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,48,116,113,80,1658
110720,Roasted malt,0,0,0,6,0,0,0,0,0,0,,0,168,0,593,1920,2926,1689,680,392,204,,16416,19053,23722,25954,21452,21737,21451,19136,15126,19220
121410,Alfalfa meal and pellets,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,18372,13674,15000,14132,16293,15934,15842,19061,24392,25975
140120,Rattans,0,0,0,0,0,0,0,0,0,0,,262,1107,740,776,786,1293,500,1962,1562,595,,2879,2785,2779,3122,2746,2537,3092,2602,1771,2412
140420,Cotton linters,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,81,156,0,0,0,,,1917,0,877,546,1652,43,1335,334,208,0
150410,"Fish-liver oils and their fractions, whether or not refined (excluding chemically modified)",0,0,0,0,0,0,0,0,0,0,,0,26,0,0,0,0,152,0,0,23626,,19081,18883,14564,15980,16229,16448,17736,12064,13263,13840
150790,"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified and ...",0,0,0,0,0,0,0,0,0,0,,34631,25200,11889,13687,10448,11735,9673,8959,6397,2698,,67002,89281,65520,69668,82123,108349,108866,124868,91866,192869
150910,Virgin olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ...,0,0,0,0,0,0,0,60,0,0,,2,0,1,6,8,17,22,36,53,3,,701759,798337,803665,925908,1011778,1120256,1192206,1047838,1084475,1184128
151219,"Sunflower-seed or safflower oil and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,68,0,3,2,19,3,13,7,43,,,67732,59962,49615,45924,59624,66598,79468,79604,161394,151319
30281,Fresh or chilled dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,0,0,0,35,0,0,0,0,0,,,430,687,420,326,240,267,146,249,3,0
30333,"Frozen sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,22,0,0,3,0,24,14,,9969,8865,5993,3303,4203,5399,6805,7868,5782,7629
10190,Live mules and hinnies,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,33,24,3,0,0,7,4,3,18,0
10392,"Live swine, weighing >= 50 kg (excluding pure-bred for breeding)",0,0,0,0,0,0,0,0,0,0,,0,0,348,16343,116560,8672,160,0,0,41,,144571,153054,195188,166908,129050,142672,121464,124001,114224,344613
10649,Live insects (excluding bees),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,23,93,62,,15063,22399,24441,26410,27573,32747,17437,14710,12910,21579
20311,Fresh or chilled carcases and half-carcases of swine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,,,3,48,0,1341,24606,15488,31,0,149,0
20450,"Fresh, chilled or frozen meat of goats",0,0,0,0,0,0,0,0,0,0,,0,0,0,179,0,3,0,0,1,,,75780,72221,98897,95327,107040,147471,99588,138656,78177,140400
20754,Fresh or chilled cuts and edible offal of domestic geese (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
20810,"Fresh, chilled or frozen meat and edible offal of rabbits or hares",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,3225,3426,5757,3817,3514,4819,5270,5097,5704,4751
20990,"Poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,,897,186,187,129,357,406,467,363,327,243
21019,"Meat of swine, salted, in brine, dried or smoked (excluding hams, shoulders and cuts thereof, ...",0,0,0,0,0,0,0,0,0,0,,36,67,136,141,63,103,81,186,32,,,89764,97162,114100,99829,99915,94408,99073,111698,141682,197444
21091,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...",0,0,0,0,0,0,0,0,0,0,,15,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
30191,"Live trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,14,,899,918,999,1225,1370,1366,1841,1421,480,930
30219,"Fresh or chilled salmonidae (excluding trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,20,51,0,0,2,260,208,416,52,1,,1256,1215,695,1090,2018,4898,5876,4965,3304,11467
30235,"Fresh or chilled Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,14713,20040,20900,22022,28252,40694,50638,58554,37318,80962
30236,"Fresh or chilled Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,26,0,0,,,190,423,110,1185,1899,279,707,1105,1971,7518
30254,"Fresh or chilled hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,83,0,0,0,0,0,,,11577,10292,7056,7598,7388,6856,4667,4490,3794,4781
30273,"Fresh or chilled carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,13,0,4,182,54,56,5,,3,0,16,2,5,12,214,19,10,18
30383,"Frozen toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,39,1,0,0,,,89200,89859,86274,122683,125313,128789,139466,168021,116105,218025
30446,"Fresh or chilled fillets of toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,405,1958,832,14,0,1756,761,8,245,760
30447,Fresh or chilled fillets of dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,51,8,,0,0,0,0,0,27,0,0,26,111
30451,"Fresh or chilled meat, whether or not minced, of tilapia """"Oreochromis spp."""", catfish """"Pangasius ...""",174,338,437,0,0,0,0,0,0,0,,22,0,0,0,0,7,61,242,226,5127,,11136,2781,1955,1334,1261,1195,1558,1462,1016,1126
30454,"Fresh or chilled meat, whether or not minced, of swordfish """"Xiphias gladius"""" (excluding ...""",0,0,0,0,7,0,0,0,0,0,,0,0,46,53,0,0,7,9,0,,,350,426,254,145,33,10,20,7,22,53
30491,"Frozen meat, whether or not minced, of swordfish """"Xiphias gladius"""" (excluding fillets)""""",318,156,0,0,316,0,0,100,0,0,,5349,4240,2614,3678,4693,6221,3397,2772,1576,368,,3323,1679,1421,1765,1823,2660,2452,2736,1150,948
30492,"Frozen meat, whether or not minced, of toothfish """"Dissostichus spp."""" (excluding fillets)""""",9,0,0,0,0,0,0,0,0,0,,667,415,0,896,1,40,354,63,11,79,,32216,41732,37295,65142,74320,91857,26594,7656,13909,5691
30812,"Frozen sea cucumbers """"Stichopus japonicus, Holothuroidea""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,30,0,0,3694,,0,0,0,0,0,11583,12367,2849,1787,3415
40120,"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing ...",0,0,0,0,0,0,0,0,0,0,,978,693,735,502,242,87,50,152,398,12816,,4297,2722,3596,3032,3623,6945,7157,9560,16713,19464
40150,"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,207,188,20,84,70,5,154,54,95,17,,9000,11327,12014,12631,15217,19621,22557,32040,35635,34171
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%",0,0,0,0,0,0,0,0,0,0,,8857,13196,9508,4813,577,2887,1083,6060,2598,14,,5058,1893,7121,2769,2341,4138,3621,1909,4071,2067
40490,"Products consisting of natural milk constituents, whether or not sweetened, n.e.s.",0,0,0,0,0,0,0,0,0,0,,214,24,10,213,211,175,29,0,0,195,,290423,266164,292973,296643,261073,241373,225964,233679,256154,270446
40590,"Fats and oils derived from milk, and dehydrated butter and ghee (excluding natural butter, ...",0,0,0,0,0,0,0,0,0,0,,136,1071,5,88,270,1159,938,244,2833,,,35078,25362,36874,65068,75135,70983,89825,107353,84335,36958
40630,"Processed cheese, not grated or powdered",0,0,0,0,0,0,0,0,0,0,,3,0,0,4,12,925,3112,3236,3092,2846,,30094,34038,38602,33449,28402,30794,37203,39396,34676,49994
40690,"Cheese (excluding fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese ...""",0,0,0,0,0,0,0,0,0,0,,186,388,625,893,924,904,1270,1377,869,342,,1022164,1067473,1171723,1185749,1167486,1092652,1184744,1222945,1103063,1372891
91020,Saffron,0,0,0,0,0,0,0,0,0,0,,8,11,16,23,15,18,15,16,52,5,,14715,12553,13733,13434,14944,16417,16558,15770,14846,17222
