Product code,Product label,Russian Federation's imports from Germany-Value in 2012,Russian Federation's imports from Germany-Value in 2013,Russian Federation's imports from Germany-Value in 2014,Russian Federation's imports from Germany-Value in 2015,Russian Federation's imports from Germany-Value in 2016,Russian Federation's imports from Germany-Value in 2017,Russian Federation's imports from Germany-Value in 2018,Russian Federation's imports from Germany-Value in 2019,Russian Federation's imports from Germany-Value in 2020,Russian Federation's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
321100,Prepared driers,629,379,419,350,297,176,229,307,216,317,,12049,11767,10911,16701,17389,19803,25828,21890,18089,16792,,4135,3275,2531,1944,1930,3044,4563,3793,2907,4473
570310,"Carpets and other floor coverings, of wool or fine animal hair, tufted """"needle punched"""", ...""",146,1133,794,185,124,281,296,425,334,316,,15832,15637,13895,9591,12083,13503,13020,13930,10817,9223,,3050,3257,3115,1954,1311,2813,4155,3327,2293,2202
630392,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres (excluding ...",622,576,3364,483,288,265,237,524,614,316,,180036,195334,224960,175427,181653,191153,209009,221907,226571,252645,,61756,43363,55932,37435,37812,54651,62206,66566,67434,93588
820510,"Hand-operated drilling, threading or tapping hand tools",306,480,330,225,171,213,320,311,275,315,,13194,11617,11584,10611,12143,12040,13456,11425,9133,9685,,10728,5805,4287,2004,2296,3304,3997,2759,2554,3774
721220,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",657,256,188,181,200,210,339,292,169,313,,92242,105102,103710,61595,60286,67758,71922,59893,59040,71766,,8212,5003,3182,2256,1990,1890,2427,3011,2414,4216
740329,"Copper alloys unwrought (excluding copper-zinc base alloys """"brass"""", copper-zinc base alloys ...""",1,7,39,33,30,41,2,196,79,313,,27458,23513,29722,23501,24636,53045,67605,53641,39030,53855,,663,214,257,149,152,374,350,623,216,795
842699,"Ships' derricks; cranes, incl. cable cranes (excluding overhead travelling cranes, transporter ...",2575,2821,3364,881,1437,1531,3034,1570,2261,313,,126869,110506,97400,87936,55959,122874,109758,113080,134554,113808,,5098,18934,11207,5254,4907,12730,12015,9825,10133,35280
290290,"Cyclic hydrocarbons (excluding cyclanes, cyclenes, benzene, toluene, xylenes, styrene, ethylbenzene ...",763,409,57,181,80,499,2206,3627,1748,313,,207408,217269,207375,187446,148561,159270,185817,158786,158104,195604,,2036,1991,1954,800,970,1243,3725,6179,7445,4216
845650,Water-jet cutting machines,0,0,0,0,0,3850,5479,338,554,310,,0,0,0,0,0,29767,32029,18394,15570,22888,,0,0,0,0,0,12380,16829,10085,6122,7693
902121,Artificial teeth,286,251,296,163,140,190,334,266,279,310,,70979,68048,65494,61751,66024,65022,69211,67354,53637,88144,,4780,4785,4864,2501,2481,3357,5028,6653,3391,3789
611780,"Ties, bow ties, cravats and other made-up clothing accessories, knitted or crocheted, n.e.s. ...",221,228,165,270,296,214,326,280,236,309,,22759,23901,24525,20873,20998,24637,31149,35647,34895,39805,,15522,9778,7360,4147,4572,4974,5539,76254,21718,28262
901290,"Parts and accessories for electron microscopes, proton microscopes and diffraction apparatus, ...",610,903,647,317,136,800,62,234,217,308,,84826,72159,71106,53097,55853,66390,96715,103256,107391,151918,,3946,4366,2319,1279,1343,2127,1284,2041,1842,1438
291533,N-Butyl acetate,230,235,190,106,250,455,758,426,318,308,,111400,132034,137516,106815,86870,96565,106911,100018,77661,147643,,425,645,581,356,505,1031,1627,1044,554,1507
845190,"Parts of machines for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, ...",496,765,756,297,288,789,692,779,701,307,,206194,191158,176205,156650,173607,182794,169650,144634,123355,136816,,1411,2273,2183,919,1090,2185,2539,3834,3708,2795
551512,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",89,14,4,15,115,96,187,387,781,307,,30770,34204,36083,31410,30457,26725,30552,26076,23301,24374,,9840,1154,507,1077,3157,3130,1255,1905,1864,1768
252922,Fluorspar containing by weight > 97% calcium fluoride,639,759,764,622,491,605,797,732,769,306,,11479,10868,9437,8247,8051,7672,8062,8152,10072,10423,,1683,2277,1110,794,715,2946,2295,930,1686,773
370710,"Sensitising emulsions """"for photographic uses""""""""",288,211,111,152,212,197,324,300,251,306,,22978,27986,31285,26393,31402,28730,22757,16631,14676,18256,,1040,1122,1216,873,880,1318,2589,1917,1574,1555
950510,"Christmas articles (excluding candles and electric lighting sets, natural Christmas trees and ...",385,378,250,156,245,228,243,291,383,305,,74220,60927,72905,70990,64758,67017,63255,70387,64782,73966,,127081,101055,101220,65989,50106,72820,84492,89377,86403,119300
848710,Ships' or boats' propellers and blades therefor,932,3145,3718,53,2,17,48,0,34,305,,163172,132638,146210,149290,127115,76063,79718,78155,73264,63245,,5859,6558,9495,5814,9258,10449,11444,10928,7185,17689
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excluding granules of ferro-alloys, turnings ...",251,351,416,197,236,292,456,402,418,303,,99863,90114,88265,105136,68706,69279,109767,109564,84889,133451,,9126,7865,5773,2545,2173,4832,6377,6049,6054,5373
292690,"Nitrile-function compounds (excluding acrylonitrile, 1-cyanoguanidine """"dicyandiamide"""", fenproporex ...""",241,353,362,252,219,433,416,564,475,303,,159728,166369,201147,180758,189048,211727,232757,229622,243369,285262,,10493,10264,7904,9384,14345,23196,27955,35655,28566,35424
441233,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,31,78,183,49,301,,0,0,0,0,0,99454,111456,98763,91421,120760,,0,0,0,0,98,19911,21828,15068,16908,18913
900311,"Frames and mountings for spectacles, goggles or the like, of plastics",242,550,426,260,282,318,239,209,146,301,,54086,68883,76642,70866,72565,72400,70944,65057,54767,76436,,16625,17123,42485,19454,14211,20877,18551,18143,12686,20213
290529,Unsaturated monohydric acyclic alcohols (excluding acyclic terpene alcohols),66,90,317,117,139,495,263,113,203,300,,35647,40603,44973,36906,34294,38142,38675,39152,37043,46958,,129,125,347,192,291,886,2699,1506,1881,3928
853941,Arc lamps,1327,264,379,537,296,363,290,233,318,300,,451862,466683,493536,483763,444588,414731,357660,270133,203932,201351,,1977,1018,610,807,516,662,828,866,1725,2278
890399,"Outboard motorboats, for pleasure or sports, and rowing boats and canoes, of a length > 7,5 ...",554,642,128,77,201,324,211,668,363,300,,17857,18209,15079,13468,15321,17358,18756,22156,22651,35486,,36786,36758,41505,27972,16009,40242,23718,33712,45890,193721
732310,"Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron ...",396,437,351,214,234,241,329,292,285,298,,13765,13474,12739,10974,11767,11862,12083,10583,9387,10293,,9638,8364,8020,6323,6296,7087,7071,7087,6646,7185
200919,"Orange juice, unfermented, whether or not containing added sugar or other sweetening matter ...",300,515,1001,47,96,84,68,75,59,294,,14676,19104,17556,11759,12013,14407,13268,11104,8400,9921,,56292,51378,51318,44358,45558,51975,51222,45824,41763,50142
380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ...""",24,68,65,1,441,42,149,263,164,294,,41533,48211,67808,64453,54316,62676,56481,46081,43214,46174,,1344,1822,2142,1006,1733,963,835,1331,1131,911
482370,"Moulded or pressed articles of paper pulp, n.e.s.",1084,2735,652,419,189,199,255,156,259,293,,83466,84175,72764,68349,62161,57001,57471,64889,76607,103322,,9217,12324,10832,6737,7006,7683,9517,8201,7078,8558
950430,"Games with screens, flipper and other games, operated by coins, banknotes, bank cards, tokens ...",2371,2716,2823,1720,132,237,265,7,420,291,,119284,86594,76260,81829,137742,146819,170206,138189,65845,61926,,27749,26066,20002,13617,16849,3684,5322,3371,2344,2823
630260,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics of cotton (excluding ...",843,635,607,384,435,348,326,305,275,290,,121341,110000,102767,86479,82523,82463,104591,94932,94331,116983,,158120,120606,102187,65261,57389,72985,84450,77989,78694,88774
843420,"Dairy machinery (excluding refrigerating or heat treatment equipment, cream separators, clarifying ...",10099,1571,948,3290,5407,2182,6713,3839,4820,290,,67873,24736,51354,64071,81218,58799,40830,35065,74568,85873,,38594,66496,28221,46029,45271,54362,49128,62656,97923,60662
841090,Parts of hydraulic turbines and water wheels incl. regulators,2041,917,145,41,159,107,115,105,173,290,,117053,88845,98609,120589,70225,29652,19963,27505,22710,19066,,45986,58109,113952,86261,63554,59310,66290,71287,78169,84009
391211,"Non-plasticised cellulose acetates, in primary forms",0,0,0,0,333,0,0,593,0,289,,840,377,680,435,666,413,227,907,913,4681,,56969,62360,52302,42566,50014,47096,47125,39244,44619,45870
843311,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a horizontal ...",144,437,102,2,35,159,150,53,236,289,,289994,298069,217949,208435,337105,346746,406919,386829,385672,484781,,37475,45447,49300,25488,37182,57024,51575,45363,47370,94701
740721,"Bars, rods and profiles, of copper-zinc base alloys """"brass"""", n.e.s.""""",110,70,49,52,78,215,144,221,282,288,,698570,729231,696940,613918,584057,729238,800811,676599,649585,910102,,7871,10857,2477,1677,1009,1551,1558,1581,2000,2299
152110,"Vegetable waxes, whether or not refined or coloured (excluding triglycerides)",481,553,551,339,202,314,282,277,192,285,,13013,12378,12092,10779,11013,13136,12469,14254,14516,19673,,1193,961,834,712,684,979,944,1086,989,1338
841111,Turbojets of a thrust <= 25 kN,0,0,0,0,0,0,0,52,389,285,,57333,47321,61088,76341,111522,61413,42193,26379,36144,51592,,23588,21226,5412,2175,2965,341,752,497,1749,1393
260600,Aluminium ores and concentrates,9,0,20,28,30,0,29,44,16,283,,16087,15092,16230,12007,10340,14131,15114,12017,13622,18864,,17736,15629,17380,16493,15409,6234,7295,6740,5729,6739
310551,"Mineral or chemical fertilisers containing nitrates and phosphates (excluding ammonium dihydrogenorthophosphate ...""",0,154,423,151,74,141,135,234,387,282,,11353,6848,7576,9259,7258,6501,9332,7419,7052,8062,,522,154,423,201,82,141,137,235,387,1238
281119,"Inorganic acids (excluding hydrogen chloride """"hydrochloric acid"""", chlorosulphuric acid, ...""",147,250,199,168,184,153,257,221,299,282,,18845,18687,20392,17721,16904,17421,18041,15272,21631,40867,,2940,2910,2558,1344,1157,2381,2025,1868,2937,2920
760692,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm (other than square ...",687,33,50,81,41,34,7,174,140,281,,34839,36860,35814,28871,30150,31585,34273,37369,28233,37605,,2153,3870,1388,2913,1054,1257,721,3454,4566,6653
950611,"Skis, for winter sports",1323,898,877,351,350,418,395,430,457,278,,107472,112260,108608,94005,86183,94493,97420,102948,88681,86945,,44177,38650,26638,11109,12494,20109,19693,29938,21862,30382
721640,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",385,189,219,249,61,365,691,677,305,278,,32833,36205,35567,29505,29039,32355,38310,29540,26671,39702,,11910,23082,17208,14544,4874,9492,7547,8124,8241,9967
710700,"Base metals clad with silver, not further worked than semi-manufactured",147,259,141,111,118,187,331,77,202,278,,38530,36444,29752,24849,33847,33471,40308,34007,36075,55544,,147,259,142,113,118,189,331,77,283,278
600330,"Knitted or crocheted fabrics of synthetic fibres, of a width of <= 30 cm (excluding those ...""",64,120,57,41,97,95,101,105,90,278,,41896,46516,50503,48720,39929,43543,45666,44639,51775,64819,,913,1907,1920,1524,1784,2080,2523,2219,2366,3118
600410,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",68,260,87,67,64,78,133,210,222,277,,138473,147787,141826,112510,110538,120283,127019,114968,101901,120907,,37482,138625,105510,38757,30354,28885,46833,54124,49503,56893
810520,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; cobalt ...,159,155,104,15,160,201,140,326,69,277,,33157,35453,35059,32730,33856,40546,49186,41957,31226,38773,,1748,1357,1839,2694,2886,4653,6358,5640,2730,4700
580810,Braids in the piece,111,228,272,82,131,126,234,194,221,275,,25276,31405,31217,29733,34323,40086,44475,40608,39630,46878,,1498,2164,2160,1497,1258,1298,1563,1423,1666,1694
722599,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",1942,4128,2764,1286,1174,1520,1522,484,1047,275,,180632,327514,328919,226290,222972,337858,416959,428770,435269,556961,,9287,8368,8971,12996,4799,9871,7795,5402,9134,5203
210610,Protein concentrates and textured protein substances,354,403,85,133,84,97,38,34,3,275,,30749,42724,43919,36292,38453,43601,61423,61528,77679,126869,,18336,21133,34438,49002,23197,24269,21457,16109,13433,21523
280610,"Hydrogen chloride """"hydrochloric acid""""""""",168,162,234,258,140,326,389,325,277,273,,54130,60396,54521,50011,49160,45129,52573,51673,49842,53077,,1067,2094,2667,1527,2111,1911,1413,1162,981,957
721069,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",95,401,231,353,1277,596,14,0,146,273,,55233,51392,27381,29847,38136,43813,44257,39262,24752,40561,,2117,4207,1796,1294,2078,2886,1938,1511,19409,65328
280130,Fluorine; bromine,219,279,301,205,156,232,288,214,204,273,,891,623,749,615,1237,1367,1247,1290,934,863,,958,1031,599,206,204,234,300,219,815,685
830300,"Armoured or reinforced safes, strongboxes and doors and safe deposit lockers for strongrooms, ...",1334,2073,1268,454,554,304,784,849,136,272,,63708,65842,71854,57377,58299,67598,72036,59283,52690,67446,,11110,12661,11562,5704,5270,7610,6255,4954,4260,5122
721924,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",4,43,3,25,168,82,12,164,787,272,,12659,9458,7104,6561,3501,3311,5207,4340,2273,1509,,681,366,364,924,921,657,527,737,1374,962
721669,"Angles, shapes and sections, of iron or non-alloy steel, not further worked than cold-formed ...",501,109,171,48,65,77,33,35,115,271,,18773,18648,20641,24134,25140,26716,36425,39769,31744,37839,,1345,2836,2145,671,246,205,220,397,141,362
481099,"Paper and paperboard, coated on one or both sides with kaolin """"China clay"""" or other inorganic ...""",379,875,525,5709,4753,2495,1834,964,573,271,,60793,68028,63442,71108,68498,73196,73064,71962,72840,84135,,5202,11411,13554,17906,20388,21438,26915,20230,17162,16583
830810,"Hooks, eyes and eyelets, of base metal, of a kind used for clothing, footwear, awnings, handbags, ...",197,76,42,18,56,227,380,218,236,271,,28162,31245,35542,27416,28466,27248,28877,25576,22354,26864,,4115,3802,2859,2235,3496,3662,4267,5080,4668,6865
841451,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an ...",1261,1086,837,346,290,311,276,236,305,269,,78541,85756,87776,77581,91978,104043,90756,99059,101438,97839,,92207,50400,40098,21294,20804,32388,34301,42597,39064,65040
180400,"Cocoa butter, fat and oil",8083,7699,4245,5690,2044,1891,3777,112,46,269,,159641,255549,494807,425036,495472,422218,493788,520118,463446,545895,,111024,167230,260596,215964,202780,188903,224613,218774,207182,220695
845522,Cold-rolling mills for metal (excluding tube mills),7844,27631,8921,17459,6573,344,641,0,31,268,,35730,132193,99859,85892,17698,104903,96158,92816,121215,25172,,23554,63934,19786,34604,24089,4108,3943,8923,7998,11002
200830,"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ...",3,16,14,14,35,16,6,6,73,268,,12795,14981,12370,7646,6649,6202,6926,6853,6214,6561,,5754,7133,6541,5025,6008,5838,7126,6647,4344,6460
732111,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",1560,1498,741,400,260,299,481,280,316,268,,94362,101384,125616,116777,118337,123991,127329,106625,117106,149409,,278818,260726,268282,149210,133417,157059,174559,181522,180860,200081
250810,Bentonite,141,106,273,82,140,185,365,374,248,268,,29557,31955,29510,23909,25179,26749,27140,30481,31020,32960,,20872,19081,18528,11220,11003,21789,22645,27366,25920,23997
690600,"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ...",237,48,87,48,109,135,121,221,210,267,,59998,63996,65032,58451,43579,43716,46716,32542,31122,33108,,391,228,122,71,191,3103,259,2363,431,484
600536,"Unbleached or bleached warp knit fabrics of synthetic fibres """"incl. those made on galloon ...""",0,0,0,0,0,243,527,615,1510,266,,0,0,0,0,0,81601,95748,104385,76584,88733,,0,0,0,0,2,8365,9357,11811,10088,15134
820720,Interchangeable dies for drawing or extruding metal,527,770,688,141,259,154,178,167,199,266,,62838,57120,63300,51398,55083,56933,63098,59368,55576,65644,,16003,6589,5543,4144,4214,4516,7553,7946,7282,9922
721923,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",55,66,3,23,110,163,27,35,152,266,,56688,37222,34075,23758,22454,22827,27032,32560,25138,37737,,17303,15123,17254,15598,20262,25664,30730,18604,26178,33250
901310,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, ...",1951,2347,1028,188,242,227,209,286,126,266,,66294,90721,87319,85668,71494,93897,76366,96005,63840,88919,,13723,16634,15115,14234,18096,21289,27005,35244,36845,40097
310221,"Ammonium sulphate (excluding that in pellet or similar forms, or in packages with a gross weight ...",466,413,58,63,763,64,93,74,66,265,,63819,75671,58387,68553,52061,46881,70208,62668,55886,62737,,1732,1588,1026,1753,3165,1211,2848,3365,2139,1269
450410,"Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated ...",286,307,285,190,264,434,405,353,134,265,,20997,18571,18639,15523,17239,17359,17688,18061,17040,18498,,58495,51935,46636,34686,38647,36446,40522,48263,37748,36657
