Product code,Product label,"Taipei, Chinese's imports from China-Value in 2012","Taipei, Chinese's imports from China-Value in 2013","Taipei, Chinese's imports from China-Value in 2014","Taipei, Chinese's imports from China-Value in 2015","Taipei, Chinese's imports from China-Value in 2016","Taipei, Chinese's imports from China-Value in 2017","Taipei, Chinese's imports from China-Value in 2018","Taipei, Chinese's imports from China-Value in 2019","Taipei, Chinese's imports from China-Value in 2020","Taipei, Chinese's imports from China-Value in 2021",China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
843280,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn ...",71,137,82,60,138,444,177,178,216,265,,51046,66512,90502,78222,68969,76030,83260,80049,77527,111572,,921,1026,1047,682,1027,1360,1300,1713,1806,1426
851633,Electric hand-drying apparatus,198,329,131,157,148,184,177,192,249,265,,44572,50141,55700,56341,54529,54720,55800,59260,53299,47388,,822,855,941,887,534,636,667,687,735,965
732611,"Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not ...",167,792,939,846,142,190,547,504,472,264,,317805,376840,495762,488604,501184,538867,664191,660163,584067,685653,,1112,1466,2005,1388,253,2045,1153,1157,895,549
845720,"Unit construction machines """"single station"""", for working metal""""",37,13,32,33,3,0,6,43,12,264,,12809,11572,6304,5392,3984,2446,2485,3036,2165,2404,,51,38,196,78,3,318,71,283,315,327
340120,"Soap in the form of flakes, granules, powder, paste or in aqueous solution",283,360,64,78,143,210,491,340,393,260,,22556,22297,44173,45477,37638,39448,37779,33858,34563,25717,,6059,5585,6051,6199,5179,4783,4509,4659,4464,5383
611790,"Parts of garments or clothing accessories, knitted or crocheted, n.e.s.",190,38,105,228,740,359,391,215,187,260,,142463,167563,213723,237465,233691,293939,354916,305237,252365,223085,,845,768,248,380,1128,689,604,334,253,339
670490,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of animal hair or textile ...",527,472,283,200,151,201,191,118,87,260,,1022024,912211,954711,864562,932445,1083472,1556538,1745665,1590242,1481816,,1528,1013,683,723,493,475,355,420,271,362
90931,"Cumin seeds, neither crushed nor ground",0,2,193,247,174,274,246,170,281,259,,2045,1518,215,446,295,397,351,94,101,109,,0,40,262,298,309,355,305,297,335,379
401694,"Boat or dock fenders, whether or not inflatable, of vulcanised rubber (excluding hard rubber ...",232,197,155,952,504,489,375,220,154,258,,46315,66973,63352,59308,49226,54086,54334,51358,46872,50234,,347,323,1417,1094,672,551,1812,2226,1091,541
640520,"Footwear with uppers of textile materials (excluding with outer soles of rubber, plastics, ...",108,164,243,190,151,240,495,1097,141,258,,547718,579177,613158,556176,559668,600912,675645,645282,533527,649568,,234,273,396,380,389,495,1196,2131,278,423
390490,"Polymers of vinyl chloride or other halogenated olefins, in primary forms (excluding poly""""vinyl ...""",382,277,160,165,119,117,50,82,57,257,,934,2092,2020,1952,2302,2308,4373,6673,7240,5796,,1531,1056,890,1054,803,1257,1854,1391,974,1685
71231,"Dried mushrooms of the genus """"Agaricus"""", whole, cut, sliced, broken or in powder, but not ...""",287,181,188,135,196,215,258,362,397,256,,9053,4890,2112,1843,2517,2985,2123,1909,3069,3524,,416,241,228,177,223,263,319,395,456,341
620431,"Women's or girls' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",833,788,504,426,315,950,428,385,338,256,,131350,103057,131747,161250,249589,350026,206286,83728,68451,72348,,5490,4760,3668,3395,3146,3725,3820,4519,4516,6665
291550,"Propionic acid, its salts and esters",349,1199,1778,946,399,522,424,1971,359,255,,30681,36175,31127,24448,26348,27411,34189,35935,34861,52988,,2628,4251,4870,5424,7050,2971,3333,3109,1726,1737
630190,"Blankets and travelling rugs of textile materials (excluding of wool or fine animal hair, cotton ...",582,632,628,1002,958,564,917,1575,380,255,,11248,7865,18146,18382,21325,19133,18471,29915,26029,32509,,766,1173,981,1455,1303,935,1170,1859,514,501
400260,"Isoprene rubber """"IR"""", in primary forms or in plates, sheets or strip""""",48,9,17,712,25,176,125,204,309,253,,7837,7162,5745,1647,3269,4884,5503,2380,4526,14315,,13169,11027,10180,9336,12582,11897,11798,11446,14361,14518
780199,Unwrought lead (excluding refined lead and lead containing by weight antimony as the principal ...,768,485,345,126,197,486,155,186,261,253,,7792,4308,2876,4480,3027,2268,2180,3058,1688,4283,,20786,17079,19872,10713,12888,15250,11318,11257,17282,32769
380120,Colloidal or semi-colloidal graphite,149,127,199,170,144,140,195,140,91,253,,745,283,671,333,406,345,523,262,685,1349,,3744,2708,3956,3774,3264,2453,1066,1566,2399,2863
841581,"Air conditioning machines incorporating a refrigerating unit and a valve for reversal of the ...""",774,72,166,1033,203,57,115,76,91,252,,601582,774250,818025,776871,839245,543065,506751,458974,529666,461741,,785,424,391,2591,2129,163,856,896,399,784
911290,"Parts of clock and watch cases, n.e.s. (excluding for wrist-watches, pocket-watches and other ...",59,53,93,50,371,29,265,338,205,251,,982,1164,854,1151,681,462,725,490,429,533,,62,62,93,51,371,29,266,341,209,251
844832,"Parts and accessories of machines for preparing textile fibres, n.e.s. (other than card clothing)",676,375,312,277,414,243,460,202,148,250,,17303,24301,29846,30963,29008,34386,36121,31402,24806,39523,,4333,3266,2640,2846,2397,2226,2909,2294,1796,2405
370241,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",6,0,112,150,44,62,145,129,0,250,,0,333,1,0,0,24,88,0,0,0,,1152,707,987,629,715,640,682,1072,3027,3773
391723,"Rigid tubes, pipes and hoses, of polymers of vinyl chloride",158,196,2,1,190,300,223,181,153,250,,167780,183007,167759,146534,124826,133309,143914,159905,145001,177654,,626,607,622,1225,873,904,882,666,919,1139
841932,"Dryers for wood, paper pulp, paper or paperboard",26,156,15,124,104,124,557,224,38,249,,28873,35616,45747,78100,62160,63170,97223,100903,58847,103996,,417,244,126,427,155,165,560,907,1044,249
900720,Cinematographic projectors,47,227,273,13,214,516,417,320,345,248,,115287,120064,65850,48138,52275,56319,57366,68854,31688,30135,,3562,2268,1597,1357,2205,664,2165,335,365,1410
730690,"Tubes, pipes and hollow profiles """"e.g., open seam, riveted or similarly closed"""", of iron ...""",1522,93,296,46,11,89,0,8,61,248,,38113,70466,101310,122226,116314,108461,164769,136719,100308,149737,,10095,6940,9622,7495,7236,5055,4405,8315,7545,14430
520528,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",221,314,591,460,392,62,148,134,46,248,,65717,89893,83887,77437,75109,86608,96765,91353,82291,120921,,530,530,829,547,394,121,5523,691,137,521
510810,Carded yarn of fine animal hair (excluding that of wool or that put up for retail sale),0,0,0,0,0,0,0,0,56,246,,258652,333844,328536,264119,279437,278405,316897,389668,288524,371244,,11,28,561,5,7,13,15,30,75,252
520624,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,55,172,12,2,45,42,141,0,245,,36457,49322,43062,46640,51215,36250,44613,44719,26216,30312,,58,344,555,302,1828,1487,586,954,1747,3729
440791,"Oak """"Quercus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",424,733,600,430,360,306,694,568,966,245,,16537,15007,13169,11476,8149,9827,14081,10626,5986,7017,,2920,3914,4820,3217,4113,5042,6274,3581,3614,3610
282612,Fluoride of aluminium,84,54,46,0,0,1,174,136,74,244,,162790,176818,183621,167177,111124,76155,166647,139495,115473,54868,,87,271,281,341,295,210,396,175,79,323
460192,"Plaits and similar products, of bamboo plaiting materials, whether or not assembled into strips; ...",10,8,61,88,197,205,165,165,191,244,,65030,66165,63223,58956,40110,43664,33688,35695,42231,38119,,24,20,82,112,226,213,173,168,200,252
71090,"Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen",396,175,219,601,590,332,147,207,127,244,,52618,55591,51675,47992,47929,48239,51989,53624,57638,52818,,553,334,399,921,964,1451,1761,1691,1815,2700
480431,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",227,102,285,214,227,304,183,119,251,243,,24852,35537,29815,42024,58321,20183,25101,35407,34796,28007,,14803,18003,18043,13412,14580,16567,19473,17899,21161,26337
200911,"Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening ...",133,210,90,272,277,247,291,89,154,243,,6134,7812,5932,6736,6424,5635,5959,5397,4188,2987,,9321,9359,9302,8527,8588,9111,7925,7441,6917,6646
440210,"Bamboo charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding used as ...",254,177,166,156,95,188,109,107,141,242,,11904,19653,30793,31506,34914,39505,49759,84265,90336,54392,,360,535,373,263,492,409,120,123,143,249
902820,"Liquid meters, incl. calibrating meters therefor",77,90,239,149,62,68,111,104,157,242,,183676,201314,211563,200275,191008,200623,208937,233200,210749,235665,,3395,1532,2422,4702,8626,6134,1007,910,620,998
391721,"Rigid tubes, pipes and hoses, of polymers of ethylene",361,88,208,73,134,245,95,285,184,242,,107903,119646,129752,135819,113939,139152,160472,171445,191725,227228,,1757,1484,886,961,1089,1180,2781,2687,2599,2841
81320,Dried prunes,90,177,201,192,294,219,217,332,600,242,,6766,6479,4235,2294,2418,2096,2408,2917,4392,3007,,2580,2605,3124,2970,2694,2774,2007,1770,2801,2083
843790,Parts of machinery used in the milling industry or for the working of cereals or dried leguminous ...,289,423,134,144,82,136,334,312,355,240,,59300,62063,65280,56083,62495,71205,54830,60406,72684,71843,,975,1070,945,775,797,805,925,1384,1022,752
900653,Cameras for roll film of a width of 35 mm (excl. instant print cameras and special cameras ...,270,133,40,34,16,27,5,45,117,239,,21515,23291,22960,23872,14570,14152,14151,16231,18126,21622,,968,182,137,65,29,54,23,85,160,471
440322,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is <15 cm, ...""",0,0,0,0,0,0,0,0,0,239,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1296,2314,1883,3027,2863
490600,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ...",61,4,21,3,9,4,5,54,221,239,,12550,14424,9543,8582,8710,10421,7377,8193,2593,5554,,1625,1846,1580,3017,1852,2587,1131,1262,1321,2367
711041,"Iridium, osmium and ruthenium, unwrought or in powder form",0,0,283,0,0,95,307,66,76,238,,18,8,286,59,62,89,82,10,1230,2690,,4443,16628,3605,7583,4536,8840,80594,17622,2788,75849
930700,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...",214,220,388,176,169,132,152,156,158,238,,6496,5457,10973,10345,8220,8373,9836,15011,14137,26620,,810,669,619,326,728,467,422,581,626,993
820760,Interchangeable tools for boring or broaching,90,115,75,108,75,212,443,259,232,237,,14556,15212,15194,17879,17120,19037,18487,20629,15461,23931,,1843,1334,1409,1050,1431,1838,1665,2108,1144,1159
847810,"Machinery for preparing or making up tobacco (excluding dryers and other heating equipment, ...",6445,4095,320,1245,2934,1454,175,2860,1295,237,,24324,26683,11999,8339,9281,5790,14670,23106,11087,12003,,19617,14050,633,24219,11076,4173,5211,31852,17413,503
320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined",833,838,1136,696,461,373,231,232,155,236,,24582,19714,27103,21728,33911,43698,39193,63298,101230,114856,,3906,4028,3153,3291,2569,3729,1876,1496,1653,3204
290211,Cyclohexane,365,221,116,18,0,590,0,14,28,235,,855,367,7338,895,479,15668,1335,3980,2751,22103,,109282,69314,12676,5404,6629,7862,10470,7600,6201,9018
450410,"Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated ...",379,364,309,271,196,356,706,478,290,235,,6511,7538,8210,6950,11091,14731,16810,17674,20505,22729,,1193,982,1135,863,816,1279,1550,1212,964,1218
843860,"Machinery for the industrial preparation of fruits, nuts or vegetables (excluding cooking and ...",69,54,47,501,207,55,122,288,92,235,,30697,26908,30669,32263,48537,46457,61409,57752,65910,76915,,562,1249,644,1190,722,876,589,1780,557,1818
846791,"Parts of chainsaws, for working in the hand, with self-contained electric or non-electric motor, ...",87,106,115,99,170,261,157,173,136,235,,46278,48524,59991,64755,67094,68807,73442,78696,96755,123902,,514,367,435,568,431,528,319,317,269,391
540743,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,1,0,0,11,17,26,2,1,31,233,,4082,1499,4537,2837,6804,7417,15176,12642,10440,12045,,41,111,194,229,112,127,150,211,252,275
845612,"Machine tools for working any material by removal of material, operated by light or photon ...",0,0,0,0,0,1103,2671,771,109,233,,0,0,0,0,0,5590,3045,2512,2229,1545,,0,0,0,0,0,5544,8178,6984,8822,13610
680410,"Millstones and grindstones, without frameworks, for milling, grinding or pulping",295,325,262,169,129,342,248,408,631,233,,919,923,977,1296,2796,1726,1998,2308,3173,2767,,2832,2092,1843,1614,1535,7287,5117,3393,2579,2451
731822,Washers of iron or steel (excl. spring washers and other lock washers),54,89,49,86,119,56,74,89,188,232,,252221,265968,302794,277507,296505,323921,416111,412257,434157,538438,,11811,10261,13232,14993,10824,10375,10290,11908,12869,18165
610461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",96,46,97,91,119,90,137,172,131,232,,16097,11965,21723,19959,21523,26212,32661,34430,31072,68687,,286,269,330,303,337,350,462,734,666,1104
846820,"Gas-operated machinery and apparatus for soldering, brazing, welding or surface tempering (excluding ...",1395,787,405,785,405,346,432,185,120,232,,23456,24937,19298,17863,15390,14126,19297,18536,24047,25919,,3041,2513,1663,1332,641,645,718,559,506,975
481730,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment ...",143,120,160,130,302,167,229,251,196,231,,35843,33114,32870,42376,41841,39785,46479,56199,73880,98969,,425,255,366,368,468,302,425,537,327,401
852380,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices ...",558,366,1152,1202,563,589,709,786,427,231,,2741,14358,9671,3287,147647,3104,4793,3988,3110,2171,,18531,14476,14274,13411,23912,18768,31086,40888,54282,43060
731829,"Non-threaded articles, of iron or steel",6,7,8,3,111,161,211,98,118,231,,85956,79843,92891,98720,97095,113469,128016,136795,133997,172784,,3030,5407,5216,4557,4324,4529,7402,7516,5372,8955
853090,"Parts of electrical signalling, safety or traffic control equipment, n.e.s.",448,402,557,322,815,290,592,262,359,230,,37744,38800,50192,40365,49132,75079,57472,51937,53110,74751,,10625,5435,7505,7395,4264,5816,6511,7182,4623,2478
630420,"Bed nets, warp knit, antimalarial",0,0,0,0,0,41,68,92,168,230,,0,0,0,0,0,39696,36081,82437,81295,74280,,0,0,0,0,0,49,69,94,174,237
850120,"Universal AC-DC motors of an output > 37,5 W",686,973,1026,1157,936,885,424,145,173,230,,193249,190967,192331,172547,146593,157846,149578,131412,135742,138191,,2533,3262,3056,2919,2518,3230,2541,5606,8171,9661
482050,"Albums for samples or collections, of paper or paperboard",467,383,419,501,513,434,174,265,219,229,,185949,170619,152547,151009,132795,122150,127087,120661,102494,115040,,880,804,784,819,840,699,550,467,659,439
901520,"Theodolites and tachymeters """"tacheometers""""""""",120,151,333,246,158,309,269,275,291,228,,11613,10940,9675,16432,6254,6073,7683,6436,5738,5841,,704,518,998,1082,1582,1888,2143,2228,1919,2431
890310,Inflatable vessels for pleasure or sports,9,36,60,68,127,123,142,205,194,228,,101878,112457,132002,132561,123337,137740,159114,170318,176784,296254,,116,78,166,167,142,229,199,233,207,264
950661,Tennis balls (excluding table tennis balls),87,162,118,186,138,156,152,130,127,227,,84506,89478,83809,79661,78109,75722,73505,73084,66495,81137,,1069,1454,1269,1080,1263,993,1123,1283,1124,1021
900140,Spectacle lenses of glass,301,347,226,299,244,444,402,278,231,227,,49412,62045,69875,74486,57691,54693,59940,116000,62263,69092,,660,811,565,538,366,549,457,310,380,374
820210,"Handsaws, with working parts of base metal (excluding power-operated saws)",584,359,390,216,240,261,202,192,203,226,,114143,121437,137282,132263,122636,129681,139666,131096,150556,176702,,1118,727,824,748,889,611,495,762,1160,1021
570250,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...""",100,197,218,175,186,215,244,263,191,225,,4563,3263,3280,1796,1145,2865,1639,6207,14848,5604,,148,205,224,183,204,233,269,277,196,228
960622,"Buttons of base metal, not covered with textile material (excluding press-fasteners, snap-fasteners, ...",1242,1558,306,217,235,119,169,163,126,225,,215121,275340,271464,238366,222792,237903,242699,233527,183270,244382,,1330,1636,373,316,267,132,199,192,141,263
720291,Ferro-titanium and ferro-silico-titanium,121,202,223,150,147,87,98,99,100,225,,1694,916,1094,1227,1295,1146,1022,1453,1302,2117,,1151,1368,1620,691,1210,820,1422,936,956,1823
480511,"Semi-chemical fluting paper, uncoated, in rolls of a width > 36 cm",27,0,561,36,204,395,0,0,15,225,,566,521,1977,1229,1607,1229,180,130,568,937,,1689,2171,1306,1399,1228,1921,480,918,1923,2317
252930,"Leucite, nepheline and nepheline syenite",92,40,1006,60,99,74,90,162,197,225,,643,584,996,792,723,710,759,1088,1301,1360,,3868,4611,5837,5190,3932,4374,3744,3506,3119,3631
441891,"Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, ...",0,0,0,0,0,63,80,69,141,224,,0,0,0,0,0,447,301,543,5296,1792,,0,0,0,0,0,63,80,111,141,225
340540,"Scouring pastes and powders and other scouring preparations, whether or not in the form of ...",61,10,9,126,143,61,197,190,205,223,,14759,18336,20256,10469,7137,12445,15122,14186,21129,9849,,739,788,1024,1056,820,648,1076,921,905,919
620119,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",25,73,102,319,72,80,81,144,221,223,,16226,14669,12937,12093,9922,10018,10938,9845,7019,7149,,508,547,298,605,619,398,324,503,489,553
