Product code,Product label,China's imports from United States of America-Value in 2012,China's imports from United States of America-Value in 2013,China's imports from United States of America-Value in 2014,China's imports from United States of America-Value in 2015,China's imports from United States of America-Value in 2016,China's imports from United States of America-Value in 2017,China's imports from United States of America-Value in 2018,China's imports from United States of America-Value in 2019,China's imports from United States of America-Value in 2020,China's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
851850,Electric sound amplifier sets,738,1753,1833,845,704,1060,1421,239,48,334,,126084,108292,107059,93730,103207,101701,85374,99802,99381,99792,,11531,11919,17269,15527,12726,21191,10724,4371,3657,3724
200599,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen ...""",173,93,223,382,204,155,125,100,152,334,,72533,79404,97378,105090,93068,98555,96286,98869,95855,91193,,6581,4411,4511,6290,6177,7031,6472,6730,6929,5677
292990,Compounds with nitrogen function (excluding amine-function compounds; oxygen-function amino-compounds; ...,331,219,160,92,102,1250,211,302,382,333,,31249,42345,45856,48740,46782,53020,45411,49889,54144,59993,,4819,2975,3973,3086,4557,13970,11747,19346,14908,11641
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,175,7,8,7,5,6,973,340,219,333,,25140,26172,29941,26722,19730,19423,20022,28097,25379,25444,,867,823,724,543,510,1319,2620,1545,1655,634
711411,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of silver, whether or not ...",51,33,375,202,171,252,311,221,128,330,,7915,7308,6146,5507,10836,7665,8232,7745,5987,8650,,1018,1299,4005,2279,1692,1323,3045,3077,2951,3635
271490,"Bitumen and asphalt, natural; asphaltites and asphaltic rocks",1655,1087,1201,1040,598,675,885,780,347,329,,192155,148035,192054,134111,87611,116099,163407,161465,131022,147318,,47462,72014,31862,11543,10529,7012,10961,15246,21306,96343
761520,"Sanitary ware and parts thereof, of aluminium (excluding cans, boxes and similar containers ...",323,275,291,878,1008,2051,2183,1148,2185,329,,8084,5669,5707,4406,4544,4612,3840,3730,2728,2989,,804,766,635,2194,2723,2889,3341,2477,3462,1527
290950,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated ...",129,128,107,125,177,105,69,104,449,328,,12023,15058,18886,17568,16923,25026,19432,15937,18187,18614,,20751,23383,35216,29563,33069,32601,50875,67878,59928,60494
830250,"Hat-racks, hat-pegs, brackets and similar fixtures of base metal",650,727,643,781,669,677,668,588,264,325,,149209,170412,192844,203289,185938,187538,191641,197567,162427,181061,,7177,7855,8390,9000,8863,11370,11316,7721,6051,7077
630612,"Tarpaulins, awnings and sunblinds of synthetic fibres (excluding flat covers of light fabrics ...",121,103,151,71,61,54,1020,688,251,325,,31175,28559,27822,31343,28668,28065,32379,31949,27187,37424,,801,1146,1554,992,1537,2300,6135,3059,2630,4083
291521,Acetic acid,163,200,464,3285,68,110,212,107,168,322,,576157,576304,627875,486078,400364,407359,512465,424280,324905,542265,,10683,9032,10889,19344,26518,7636,9642,4406,21115,5758
621142,"Women's or girls' tracksuits and other garments, n.e.s. of cotton (excluding knitted or crocheted)",59,93,169,155,764,230,287,491,333,321,,36970,33441,31923,22461,21113,21140,25148,31353,28778,62248,,8627,11194,14588,20260,29423,39157,48005,47436,42187,57448
441112,"Medium density fibreboard """"MDF"""" of wood, of a thickness <=?5?mm""""",691,395,302,605,639,354,786,215,346,319,,25193,27084,33857,40712,52467,37368,35883,30239,15314,13476,,21800,20209,16943,19281,16984,13639,19040,18690,17024,8444
851010,"Shavers, electric",0,4,14,7,1433,125,1072,1273,434,317,,45944,40215,48184,41177,25944,33274,31251,41732,36923,38142,,27191,23069,40052,51097,64229,78342,110869,138057,150252,131239
401036,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 150 cm but <= ...",549,373,252,291,564,673,393,391,285,317,,2173,3212,3379,4109,2240,2566,3164,3010,2207,3193,,3448,3798,3596,4041,5209,5876,5308,6089,7479,8293
730451,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",2306,638,1229,680,1458,1553,1286,992,739,316,,90780,60748,81171,65454,62050,46657,55208,33598,25675,22056,,38393,38204,52418,50666,46827,50038,50965,47391,46793,47691
520941,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",76,115,37,63,53,43,76,23,32,316,,1027,1237,4699,1547,471,483,515,446,711,428,,19442,16577,9839,8014,4176,3756,4550,3143,1917,2509
291733,Dinonyl or didecyl orthophthalates,7027,15933,9485,11933,9984,6275,510,260,300,316,,32579,54216,60390,50206,36881,29965,18738,22644,19529,39437,,82840,70193,39991,42865,47025,40566,35449,37969,32973,36231
845090,"Parts of household or laundry-type washing machines, n.e.s.",1391,2577,1106,387,525,829,581,645,384,314,,40963,36625,38092,34301,35233,31015,33463,31596,22246,24976,,72250,83936,108181,78198,56399,55360,55712,47363,40921,36586
960711,Slide fasteners fitted with chain scoops of base metal,186,352,381,338,411,394,283,392,258,313,,13835,11262,14566,16684,18370,15427,17321,19121,13621,16767,,50544,49302,45097,42936,33179,31742,28521,22585,11993,10852
392093,"Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, ...",1840,1156,2874,3776,4315,8642,5856,929,453,311,,3858,4428,4653,5474,9397,6878,6825,6079,4245,4739,,18600,13623,13949,16274,15909,21738,19650,11204,8948,9857
390450,"Vinylidene chloride polymers, in primary forms",25026,30129,29641,13492,3282,1218,950,628,843,310,,39645,45019,45402,35393,11890,10252,13509,10152,12403,11359,,80514,64581,54966,34917,26271,14983,18513,18121,22750,19729
750810,"Cloth, grill, netting and fencing, of nickel wire",287,657,187,383,181,537,684,631,627,309,,2588,2463,2247,4699,2213,1350,2272,2267,2529,2075,,11736,13362,21041,21797,19656,20272,21861,14077,19079,22634
740710,"Bars, rods and profiles, of refined copper, n.e.s.",2388,1337,1911,1423,924,879,578,230,258,308,,149882,204666,150462,120851,103845,110544,92241,83022,82215,122530,,50499,31549,45736,55964,36330,44982,58061,44188,50208,66779
480240,"Wallpaper base, uncoated",191,93,119,105,21,1,17,0,320,308,,3797,2309,2467,2090,1286,1167,1148,1473,820,1275,,28959,29420,16088,8414,7408,6340,4643,2418,1803,1108
920590,Wind musical instruments (excluding brass-wind instruments),114,84,168,357,351,370,413,250,87,308,,25957,29128,26099,22655,22831,25124,24512,24127,17140,18571,,7215,4261,7195,9023,12646,10671,17450,17492,20557,28751
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,16486,30719,30167,13007,307,,0,0,0,0,0,153550,107640,152504,148328,203635,,0,0,0,0,0,266555,416569,374869,305425,256977
170260,"Fructose in solid form and fructose syrup, not containing added flavouring or colouring matter ...",908,1794,1737,808,233,369,444,267,249,307,,705462,597025,481311,447993,461823,462793,457643,408458,377859,345629,,7583,5974,6647,7021,4605,5247,6180,5579,7718,4732
960810,Ball-point pens,96,87,69,196,616,190,442,496,376,306,,90695,98236,111992,108721,127811,137901,121448,118136,80497,83174,,33353,31128,35516,38937,43869,52645,74209,88083,84624,122388
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...""",2,4,23,164,104,147,54,10,1601,305,,350662,489315,631023,786497,527197,430176,405570,637669,452121,329754,,4342,5649,17439,19628,14001,7995,2437,4919,5309,5367
382478,"Mixtures containing perfluorocarbons """"PFCs"""" or hydrofluorocarbons """"HFCs"""", but not containing ...""",1713,1931,2721,2522,375,371,1452,1674,351,304,,82086,79909,88263,58077,74022,80413,98736,84105,74791,64709,,3412,4316,7476,5738,4956,5150,5977,5682,5156,4696
130231,"Agar-agar, whether or not modified",173,120,115,81,69,171,322,427,270,304,,6218,8787,8294,6991,4506,5289,5989,5813,6357,5549,,5602,8473,10106,3573,7730,11730,15264,16437,13416,20437
620431,"Women's or girls' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",387,367,318,312,413,354,434,436,420,303,,5576,5366,6175,5701,5968,4517,5373,7358,5489,5224,,32224,33518,32132,31751,24340,24483,31800,39438,62325,109036
40310,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, ...",165,150,215,202,99,203,191,567,488,302,,32007,38545,40372,39864,40968,47133,43602,46691,39897,52159,,8514,12412,13828,19356,31205,53165,52561,52708,47483,43157
30722,"Scallops and other molluscs of the family Pectinidae, frozen, even in shell",0,0,0,0,0,503,1625,1606,406,302,,0,0,0,0,0,118966,102561,93762,67883,79071,,0,0,0,0,0,174791,201067,196423,119043,216550
190230,"Pasta, cooked or otherwise prepared (excluding stuffed)",2304,1727,1743,858,1498,2312,2236,817,417,301,,154834,143443,139966,134916,110989,132077,126521,132600,131032,136471,,46570,67494,83860,106072,142571,201605,204291,230767,264152,226144
750521,Wire of non-alloy nickel (excluding electrically insulated products),564,437,374,617,211,141,79,53,99,301,,4918,5286,4506,4547,3932,4091,6028,6001,7264,7223,,2555,2781,2514,2928,2040,1544,1905,2188,1824,2677
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,192,1052,1537,443,300,,0,0,0,0,0,277823,615962,697760,645789,622484,,0,0,0,0,0,21647,30015,27910,24712,32738
390430,"Vinyl chloride-vinyl acetate copolymers, in primary forms",1301,1582,1469,1471,1924,2460,2336,490,377,299,,16229,10640,9659,11683,12891,22750,20896,22241,20042,24533,,29465,31442,36829,35083,42467,45586,45657,44706,46615,58205
540262,"Multiple """"folded"""" or cabled filament yarn of polyester, incl. monofilament of < 67 decitex ...""",1070,1582,1652,970,547,982,826,658,263,294,,7101,5761,6163,5273,6160,8378,11281,11019,7398,9450,,17300,21233,16538,15013,16871,21541,18725,17582,13492,19330
900390,"Parts of frames and mountings for spectacles, goggles or the like, n.e.s.",104,22,90,162,228,308,383,356,234,293,,14126,14999,15497,21998,21394,23358,20577,16959,14879,23204,,58855,54346,67226,56824,55436,55169,55859,52854,38752,52528
611011,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of wool, knitted or crocheted ...",64,154,215,96,471,90,372,487,309,293,,17890,17926,18671,23027,18475,18076,17901,18579,16945,15598,,95571,114312,115749,116823,110348,129447,150046,175946,190496,270947
610610,"Women's or girls' blouses, shirts and shirt-blouses of cotton, knitted or crocheted (excluding ...",47,18,21,33,80,21,145,193,182,293,,31908,26771,23964,21204,16200,17912,16021,13913,9598,9959,,10808,10317,12406,11871,12907,10940,11435,10879,10212,14836
844819,"Auxiliary machinery for machines of heading 8444, 8445, 8446 or 8447 (excluding doobies and ...",1601,214,1010,326,1580,141,1055,75,487,291,,26200,15841,9350,7550,8221,6896,10998,8399,5279,14830,,28187,15734,22176,11747,15476,43262,27211,17100,7521,16957
630312,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres, knitted ...",210,69,363,68,203,77,174,359,929,291,,9794,9355,9587,9423,7189,5810,5307,6967,5035,6416,,1803,1519,1298,2476,3075,1699,1970,2289,2419,1421
732111,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",185,366,220,320,727,352,652,568,159,290,,323275,286333,323025,273918,253254,251819,231563,177443,189609,265388,,7712,11451,12114,11778,16125,18432,21625,16135,21596,18974
750610,"Plates, sheets, strip and foil, of non-alloy nickel (excluding expanded plates, sheets or strip)",2625,3439,1606,1345,917,2135,2710,838,775,290,,12439,12354,10155,10364,8755,9033,14308,9981,7638,7231,,54910,31047,46819,33113,21034,34866,33798,28259,23434,22773
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, ...",353,581,711,604,783,716,303,171,203,289,,10975,3310,4259,3536,3316,6695,7425,11371,4935,5611,,381,589,716,610,784,728,307,174,215,298
610443,"Women's or girls' dresses of synthetic fibres, knitted or crocheted (excluding petticoats)",118,140,320,327,242,119,259,355,189,289,,83393,79208,76611,66056,73158,70669,67692,61270,38906,32695,,20495,19311,28988,31828,32625,38126,36932,36811,26359,26319
283526,"Phosphates of calcium (excluding calcium hydrogenorthophosphate """"dicalcium phosphate"""")""""",956,1484,745,922,746,1304,1083,473,575,288,,201399,161857,165377,156895,145640,113714,99645,137181,108966,139620,,2844,3935,3863,3444,2785,4249,5063,6169,5046,7329
480630,"Tracing papers, in rolls of a width > 36 cm or in square or rectangular sheets with one side ...",158,157,184,153,100,103,349,531,187,288,,2274,2131,1615,1342,1078,1729,1320,1632,1375,1365,,1775,1148,1135,809,280,260,634,801,240,352
901720,"Drawing, marking-out and mathematical calculating instruments (excluding drafting tables and ...",81,46,124,104,84,97,138,132,77,287,,488838,356461,322416,307704,251692,193566,177020,161191,158983,158171,,901,1060,1297,1351,986,1167,2101,1882,1671,2204
390440,"Vinyl chloride copolymers, in primary forms (excluding vinyl chloride-vinyl acetate copolymers)",572,689,371,278,181,196,205,180,199,287,,49475,40630,102887,98843,97889,105842,102437,99309,86831,120778,,16889,18095,20972,17591,19915,17295,16914,13756,12962,12562
610432,"Women's or girls' jackets and blazers of cotton, knitted or crocheted (excluding wind-jackets ...",1887,1840,1290,342,227,181,1149,2477,1167,286,,1903,4959,5769,12203,13930,16869,26841,11065,10356,5255,,16920,21883,26246,21406,20789,22618,21610,10217,10283,14247
300390,Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ...,3398,405,398,5,7,28,433,159,409,285,,638894,912751,920846,984147,1197184,1253675,1113761,1064707,1295396,1032301,,174699,218094,196992,220254,200905,215044,253552,282015,275700,333281
730690,"Tubes, pipes and hollow profiles """"e.g., open seam, riveted or similarly closed"""", of iron ...""",1174,437,734,729,555,1131,364,311,204,285,,116069,83929,77782,62704,62000,78904,77820,55660,42627,47114,,19306,15609,12037,12923,15713,12928,8463,9592,6668,8431
900653,Cameras for roll film of a width of 35 mm (excl. instant print cameras and special cameras ...,532,791,113,3,4,37,1,11,137,285,,10462,5091,5548,3231,8013,11913,11652,9024,7709,9166,,1952,1939,1012,927,1101,1444,2693,2990,2600,2667
844316,Flexographic printing machinery,4646,2763,8138,5904,733,3495,2679,3177,0,285,,80843,68383,104706,89227,76133,100350,99409,71450,56678,63284,,36885,61261,79067,36484,46876,41683,35919,27515,40771,20004
620640,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres (excluding knitted or ...",114,123,86,67,50,44,100,239,281,285,,37142,54735,121636,124219,79594,116998,117660,117922,40295,25413,,29305,32166,30880,38230,38693,42608,45983,44141,37116,39163
291735,Phthalic anhydride,81,16,50,23,4,0,1,0,170,285,,17919,17551,13841,11198,6928,8894,10679,6906,4702,8071,,147133,125042,89173,52249,52920,38980,26201,21390,28913,13067
482290,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",581,517,562,630,451,329,150,174,649,285,,15245,15760,17954,16286,14407,19756,22274,24029,18904,23550,,3447,3087,2989,2982,3461,4610,7270,6892,7122,7333
680299,"Monumental or building stone, in any form, polished, decorated or otherwise worked (excluding ...",8,43,14,226,41,21,47,90,147,284,,12906,10334,16315,21235,19943,30656,31532,23306,21001,28161,,2863,1880,2066,1974,1593,1811,2470,3291,1557,1850
282690,"Fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding sodium hexafluoroaluminate ...""",87,156,48,657,968,397,816,385,333,283,,10389,4105,5160,4824,2317,7155,8027,18717,43193,20341,,34406,20838,17321,17708,45358,62246,40249,25949,28694,77730
721190,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",533,1094,2205,3212,1327,458,133,247,206,283,,50572,46100,38445,34553,32115,27317,34563,33337,19860,34416,,20150,19387,15336,12531,7620,6811,7138,4713,4043,5700
610130,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",24,35,7,10,137,8,310,413,278,283,,16182,16567,16501,17235,17855,18392,20155,23404,21246,26939,,3863,4789,8012,13594,13773,16303,17459,18588,18306,23056
620453,Women's or girls' skirts and divided skirts of synthetic fibres (excluding knitted or crocheted ...,96,198,230,199,235,105,262,341,287,282,,7070,8720,10495,8978,7919,6453,6773,8729,6162,6119,,15296,17887,25316,25706,30716,31972,40776,49205,40641,47812
871420,"Parts and accessories for carriages for disabled persons, n.e.s.",604,281,611,389,411,628,840,700,337,282,,58170,56418,62946,73910,73761,78819,79987,79408,68075,74470,,18275,13083,16236,14318,12539,14324,14143,14243,12839,12371
71220,"Dried onions, whole, cut, sliced, broken or in powder, but not further prepared",283,295,295,246,457,475,438,428,431,281,,80340,86700,84599,90218,80180,81753,81350,79329,82839,83807,,532,691,1064,580,813,638,1294,622,664,405
300410,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...""",0,0,40,0,44,39,0,2,16,281,,104775,43427,38202,45624,85729,90828,89900,77664,75331,58384,,110666,132316,158373,95706,69270,100861,181559,168498,129408,138973
80521,Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines),0,0,0,0,0,100,331,113,17,280,,0,0,0,0,0,50281,55406,61243,63924,76898,,0,0,0,0,0,61534,66146,106349,69688,85717
