Product code,Product label,Russian Federation's imports from Singapore-Value in 2012,Russian Federation's imports from Singapore-Value in 2013,Russian Federation's imports from Singapore-Value in 2014,Russian Federation's imports from Singapore-Value in 2015,Russian Federation's imports from Singapore-Value in 2016,Russian Federation's imports from Singapore-Value in 2017,Russian Federation's imports from Singapore-Value in 2018,Russian Federation's imports from Singapore-Value in 2019,Russian Federation's imports from Singapore-Value in 2020,Russian Federation's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
731812,Wood screws of iron or steel (excluding coach screws),0,0,0,0,0,0,0,0,0,0,,3591,4206,2250,1436,1193,1548,1625,870,820,2177,,45172,66763,55180,29408,21269,19735,32413,31427,36858,46432
730520,"Casing of a kind used in drilling for oil or gas, having circular cross-sections and an external ...",198,15944,1668,2659,2524,1493,2349,3841,2925,0,,8419,10794,20673,31964,36841,26984,30470,67455,64529,29770,,1033,20570,3561,4999,19303,5745,3348,6635,4610,3489
730630,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of iron or non-alloy steel ...",1,1,2,0,0,0,0,0,0,0,,4046,7721,6536,3313,3498,6190,4063,7746,2898,3661,,102078,84153,78957,41679,48465,51131,55203,48140,48741,62676
730650,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of alloy steel other than ...",4,50,0,0,0,0,2,0,0,0,,7222,7574,8413,5683,1922,1891,1908,1650,1279,954,,5043,5180,11762,9045,6998,12750,14860,9493,7005,4219
740319,"Copper, refined, unwrought (excluding copper in the form of billets, wire-bars, cathodes and ...",0,0,0,0,0,0,0,0,0,0,,2910,6156,11138,6809,4438,3502,463,445,891,535,,498,443,471,499,394,65,177,1459,2737,2760
740322,"Copper-tin base alloys """"bronze"""" unwrought""""",0,0,0,0,0,0,0,0,0,0,,2609,4254,7025,2646,2976,5211,2441,2901,1759,1165,,88,196,141,21,92,59,48,55,52,105
740822,"Wire of copper-nickel alloys """"cupro-nickel"""" or copper-nickel-zinc alloys """"nickel silver""""""""",0,0,0,0,0,0,0,0,0,0,,157,4208,599,175,97,308,986,5981,6383,776,,681,1083,390,90,106,45,143,178,144,170
740911,"Plates, sheets and strip, of refined copper, in coils, of a thickness of > 0,15 mm (excluding ...",0,0,0,0,0,0,0,0,0,0,,43981,30738,10740,9000,7607,14377,9859,8928,8023,19262,,13947,12049,10897,6515,6723,8691,10278,12280,6725,6832
740939,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,283,738,589,274,1730,6599,3196,459,307,648,,577,414,323,34,11,481,442,305,97,371
740940,"Plates, sheets and strip, of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc ...""",0,0,0,0,0,0,0,0,0,0,,377,420,425,367,359,9699,15214,9472,9148,21993,,1266,1199,1388,713,876,899,1144,732,467,569
741121,"Tubes and pipes of copper-zinc base alloys """"brass""""""""",2,0,0,1,0,0,0,0,0,0,,675,864,490,429,455,657,440,455,294,439,,4211,4870,4288,1551,2167,3865,4394,3636,4383,6113
760120,Unwrought aluminium alloys,0,0,0,0,0,0,0,0,0,0,,43135,16739,29455,22396,19099,27204,19660,26162,16428,22269,,7078,11138,7343,5299,4269,5845,7309,15855,10359,15077
381239,"Anti-oxidising preparations and other compound stabilisers for rubber or plastics (excl. mixtures ...""",0,0,0,0,0,0,0,464,0,0,,0,0,0,0,0,0,42362,37708,28474,30085,,0,0,0,0,3,101556,111647,113911,125932,145466
381511,"Supported catalysts with nickel or a nickel compound as the active substance, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1150,1905,2426,3115,2850,2649,5112,2583,6191,1938,,30038,36806,32223,91145,56169,59274,44286,29718,31229,50909
382000,Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ...,4,1,7,5,8,0,5,1,7,0,,5517,3411,2644,3754,2822,4793,7623,5753,8132,10289,,64164,64014,57124,28271,31829,37362,39335,44931,30936,43905
382100,"Prepared culture media for the development or maintenance of micro-organisms incl. viruses ...""",0,0,5,0,0,0,0,2,0,0,,1865,8384,4272,7990,15414,31470,41244,77290,124253,183936,,15754,22942,24290,22825,25584,31948,38648,47298,72272,127324
382440,"Prepared additives for cements, mortars or concretes",0,21,0,21,0,0,0,0,0,0,,72021,65239,55098,43371,31336,22094,29939,40504,20320,15946,,85550,87838,74974,45412,41356,40851,48859,49717,37997,36750
382474,"Mixtures containing hydrochlorofluorocarbons """"HCFCs"""", whether or not containing perfluorocarbons ...""",0,0,0,0,0,0,0,0,0,0,,61,137,156,107,72,120,133,142,17,16,,0,0,0,0,0,8,0,0,0,0
401130,"New pneumatic tyres, of rubber, of a kind used for aircraft",0,0,0,0,0,0,0,0,0,0,,7715,11013,9422,12067,12015,13137,13673,13467,8008,11262,,9942,11965,12473,10023,7446,10059,10909,10971,5653,10194
401161,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",0,0,0,0,0,0,0,0,0,0,,2935,6669,5580,5333,799,2490,0,0,0,0,,58235,66123,73227,40139,56162,10,0,0,0,0
401219,"Retreaded pneumatic tyres, of rubber (excluding of a kind used on motor cars, station wagons, ...",0,0,0,0,0,0,0,0,0,0,,1323,771,1687,1859,1513,2165,1510,1738,986,1091,,699,375,7,7,97,236,193,480,115,128
401310,"Inner tubes, of rubber, of a kind used on motor cars, incl. station wagons and racing cars, ...",0,0,0,1,0,0,0,0,0,0,,4313,2578,2214,990,647,428,177,225,355,1475,,7409,11629,7960,4004,4403,5930,4105,5093,2835,6033
410320,"Raw hides and skins of reptiles, fresh or salted, dried, limed, pickled or otherwise preserved ...",0,0,0,0,0,0,0,0,0,0,,16745,12978,16654,11220,8712,5710,6964,5598,3508,3456,,0,0,3,0,0,0,0,0,0,0
410530,"Skins of sheep or lambs, in the dry state """"crust"""", without wool on, whether or not split ...""",0,0,0,0,0,0,0,0,0,0,,7,10,0,0,0,0,0,0,0,0,,2084,334,10,26,126,105,183,66,7,101
410622,"Hides and skins of goats or kids, in the dry state """"crust"""", without wool on, whether or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,8,0,0,,9,9,9,15,2,4,0,44,38,58
700232,Tubes of glass having a linear coefficient of expansion <= 5 x 10-6 per kelvin within a temperature ...,0,0,0,0,0,0,0,0,0,0,,854,1066,216,115,302,422,403,786,76,22,,1342,2040,2197,2669,2876,3626,4256,5090,6251,6578
700312,"Cast glass and rolled glass, in non-wired sheets, coloured throughout the mass """"body tinted"""", ...""",0,0,0,0,0,0,0,0,0,0,,49,34,51,84,31,58,4,4,15,105,,7196,4321,3256,1810,1185,1232,1352,674,660,335
700510,"Float glass and surface ground or polished glass, in sheets, having an absorbent, reflecting ...",0,0,0,0,0,0,0,0,0,0,,481,364,847,1345,1930,185,3126,127,33,30,,22522,25832,23715,9383,2739,4880,4809,4824,5172,7379
701328,"Drinking glasses, stemware (excluding of glass ceramics or of lead crystal)",0,0,0,0,0,0,0,0,0,0,,614,597,4162,1891,1882,1659,1546,1964,1006,1239,,33880,27436,27277,13139,13823,21703,16707,18707,23482,28455
701333,Drinking glasses of lead crystal (excluding stemware),0,0,0,0,0,0,0,0,0,0,,508,1093,335,366,336,141,313,225,94,206,,2468,2598,2095,1215,1357,1473,1695,1501,1629,2277
701349,"Glassware for table or kitchen purposes (excluding glass having a linear coefficient of expansion ...""",0,1,1,0,0,0,0,0,0,0,,3459,2531,3386,5573,2695,5197,3992,4493,1128,998,,109527,109758,89067,56508,60307,70223,80429,72458,78809,113974
701710,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, of ...",0,0,0,5,0,2,0,1,1,0,,3244,3836,3520,4507,5254,4508,4627,13935,4982,9672,,404,399,290,489,338,693,818,739,825,1214
710121,"Cultured pearls, unworked, whether or not graded",0,0,0,0,0,0,0,0,0,0,,1018,598,1172,64,142,143,1,0,130,16,,8,8,58,0,4,0,64,69,2,11
710610,"Powder of silver, incl. silver plated with gold or platinum",0,0,0,0,0,0,0,0,0,0,,260,3298,15095,50291,95565,208959,146585,34814,20910,5858,,14,19,3,24,0,29,128,177,168,320
711011,"Platinum, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,36803,74629,134093,76998,39594,23996,26542,137616,174350,174359,,626,3319,4664,2240,1849,1616,6958,29352,12005,23515
711039,Rhodium in semi-manufactured forms,0,0,0,0,0,0,0,0,0,0,,76,635,507,372,2012,346,2604,693,15614,37340,,0,0,0,0,0,9,3,0,0,0
711291,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold ...",0,0,0,0,0,0,0,0,0,0,,604481,455610,478895,234169,659949,411694,433464,1217353,820967,422442,,105,106,0,0,338,8472,11484,87008,5309,1214
711420,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of base metal clad with precious ...",0,0,0,0,0,0,0,0,0,0,,277,4195,2963,880,627,801,566,376,198,95,,1109,1155,870,471,418,320,264,139,158,221
720211,"Ferro-manganese, containing by weight > 2% of carbon",0,0,0,0,0,0,0,0,0,0,,1859,628,589,259,578,787,464,384,58,68,,42536,32214,17073,15357,9383,15557,16053,10115,9247,12226
720229,"Ferro-silicon, containing by weight <= 55% silicon",0,0,0,0,0,0,0,0,0,0,,0,16,16,1,96,142,9,43,7,0,,11630,12016,9462,8207,7983,7679,11684,15608,11007,17817
720241,"Ferro-chromium, containing by weight > 4% of carbon",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4,6,32546,114,6207,48689,27577,33099,6332,6778
720410,"Waste and scrap, of cast iron (excluding radioactive)",0,0,0,0,0,0,0,0,0,0,,17416,20973,15096,6502,3018,1070,3693,10012,10909,12381,,0,0,0,0,57,2755,10697,7509,2890,3963
720430,"Waste and scrap of tinned iron or steel (excluding radioactive, and waste and scrap of batteries ...",0,0,0,0,0,0,0,0,0,0,,8127,12847,6068,3404,2449,331,748,1637,4040,5889,,0,0,0,0,0,13,344,79,0,0
720719,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",0,0,0,0,0,0,0,0,0,0,,405,775,156,228,448,1609,311,336,981,2026,,483,230,104,1560,643,79,91,147,178,123
720915,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,1437,5143,6790,668,463,779,309,346,755,1491,,36360,9482,2699,6117,4915,12606,597,1786,0,121
721069,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,874,1628,2268,766,881,273,859,276,185,108,,2117,4207,1796,1294,2078,2886,1938,1511,19409,65328
721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,118,0,,4919,6725,6872,8389,11186,7907,9815,12965,11082,16183,,35243,30495,33254,32209,44466,70879,78728,64117,63224,96614
721932,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,0,0,0,0,0,0,0,0,0,,898,966,816,668,2892,2291,3679,492,3174,3375,,23721,27111,24380,22154,23022,35707,43329,32105,42610,58699
721935,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,0,0,0,0,0,0,0,0,0,,6798,7805,2467,3340,3689,4699,7014,1093,329,680,,7360,7283,7663,5168,7883,9894,10014,13381,11649,25287
722011,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,4317,452,463,1133,2548,1082,440,1281,2032,4075,,364,509,253,507,265,346,737,705,1055,1002
722012,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,4357,3605,3287,3588,2217,6211,3602,3690,3015,3591,,2501,1958,1928,1194,1559,1498,1709,1800,1784,2451
722211,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only hot-extruded, of ...",0,0,0,0,0,0,0,0,0,0,,2946,2072,2795,5674,4849,4473,7599,9583,9199,12364,,32363,13894,14373,13532,12867,12843,10427,14281,13811,16838
722810,"Bars and rods of high-speed steel (excluding semi-finished products, flat-rolled products and ...",0,0,0,0,0,0,0,0,0,0,,9021,5468,6570,2533,1654,3649,2357,1721,4009,6251,,19129,17826,13700,3643,5312,8353,8177,12336,8296,6598
722870,"Angles, shapes and sections of alloy steel other than stainless, n.e.s.",0,0,1,0,0,0,0,0,0,0,,4519,4131,3854,1825,1951,2910,3760,4448,2418,952,,33083,34745,19984,11007,10183,19262,19181,14144,8109,8333
730110,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements",0,0,0,0,0,0,0,0,0,0,,22103,20625,14857,11186,13612,15525,11163,6890,7683,3635,,95849,110919,88112,12330,11143,36412,34228,49208,17483,19677
851981,"Sound recording or sound reproducing apparatus, using magnetic, optical or semiconductor media ...",75,0,0,0,0,0,0,0,0,0,,38965,21864,17863,22733,17130,8831,6666,5790,5013,4450,,32205,30465,29713,17667,20842,30491,43903,39040,48412,65966
850860,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners (excluding with self-contained ...",0,0,0,0,0,0,0,0,0,0,,4397,6629,6157,7787,4202,10883,6949,4743,5362,3658,,3697,1199,918,649,468,431,7254,10512,4325,3681
850980,"Electromechanical domestic appliances, with self-contained electric motor (excluding vacuum ...",0,0,0,0,0,0,0,0,0,0,,6192,9423,13114,11439,17433,14968,13858,21942,21235,29325,,96077,121627,106595,80442,69102,85398,112622,132095,168888,255984
850990,"Parts of electromechanical domestic appliances, with self-contained electric motor, n.e.s. ...",39,30,3,0,0,0,0,0,0,0,,6435,13578,59220,4345,4061,6529,9094,10812,7380,6558,,2479,3137,4320,3715,3155,3477,5727,6118,7100,7091
851240,"Electrical windscreen wipers, defrosters and demisters, for motor vehicles",0,0,1,0,0,0,0,0,0,0,,2950,3550,3457,2391,1928,2113,1325,3386,1660,2605,,23820,24806,23967,14791,17729,21022,22227,20438,18521,20206
851529,"Machines for resistance welding of metals, neither fully nor partly automatic",0,0,0,0,0,0,0,0,0,0,,3128,1639,1928,4250,1967,1727,1051,956,571,1288,,10972,16768,19906,6120,2866,3109,5870,3564,4948,3927
850164,"AC generators """"alternators"""", of an output > 750 kVA (excl. photovoltaic generators)""""",0,0,0,0,0,0,0,0,0,0,,40778,26448,37917,15873,14125,11254,10994,23605,8297,10573,,18934,37068,49910,17378,10753,6926,22556,5810,22037,13218
848710,Ships' or boats' propellers and blades therefor,0,0,0,0,0,0,0,0,0,0,,48001,68514,98437,45513,26768,15911,16590,23463,14188,20120,,5859,6558,9495,5814,9258,10449,11444,10928,7185,17689
852841,Cathode-ray tube monitors of a kind solely or principally used in an automatic data-processing ...,0,0,0,0,0,0,0,0,0,0,,6351,5750,3721,2997,3154,1898,0,0,0,0,,19,12,63,67,147,0,0,0,0,0
853529,"Automatic circuit breakers for a voltage >= 72,5 kV",0,0,0,0,0,0,0,0,0,0,,12013,10734,7138,5116,3433,1887,22945,1772,778,1116,,48867,60810,31085,5447,6333,19788,10727,5227,9048,4481
853010,"Electrical signalling, safety or traffic control equipment for railways or tramways (excluding ...",0,0,0,0,0,0,0,0,0,0,,1074,506,11269,18071,697,979,1328,1229,587,2909,,43412,30479,35093,22245,15745,5195,2103,2097,987,2241
854511,"Electrodes of graphite or other carbon, for electric furnaces",0,0,0,0,0,836,0,0,0,0,,901,1175,1444,760,361,844,1944,111,11,47,,185347,181498,177825,134657,106084,280889,530969,391862,215904,241936
854590,"Articles of graphite or other carbon, for electrical purposes (excluding electrodes and carbon ...",0,0,0,0,0,0,0,0,0,0,,3488,3662,3439,3666,4465,2959,2555,2921,2353,3959,,8000,8608,3313,3179,3280,3733,4711,3801,3539,2561
853720,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",0,0,0,0,0,0,0,0,0,0,,154414,150444,153077,188398,83985,58140,79951,231146,66379,65534,,558521,483960,299100,180621,176199,189266,154640,130420,147188,116672
854060,"Cathoderay tubes (excluding television and video-monitor cathoderay tubes, television camera ...",0,0,0,0,0,0,0,0,0,0,,3023,1068,673,353,372,620,109,51,88,315,,57,74,60,76,119,68,111,103,56,202
854099,"Parts of thermionic, cold cathode or photo cathode valves and tubes, n.e.s. (excluding parts ...",0,0,0,0,0,0,0,0,0,0,,10465,12780,11724,7947,9871,8962,6707,4954,5960,11267,,1266,2384,3102,4390,3827,3238,2747,2790,2443,2179
854790,"Insulating fittings for electrical purposes, of materials other than ceramics or plastics; ...",0,0,0,0,0,0,0,0,0,0,,34791,25789,21724,17152,19753,14454,9100,8729,6225,12843,,3120,2429,3499,1361,1729,1693,3802,3803,6111,6528
860729,"Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling ...",0,0,0,0,0,0,0,0,0,0,,673,248,229,565,245,844,91,208,357,461,,3357,2102,5598,2731,3410,5428,6228,3269,4112,3689
870110,Pedestrian-controlled agricultural tractors and similar tractors for industry (excluding tractor ...,0,0,0,0,0,0,0,0,0,0,,1661,1174,472,261,18,178,13,93,61,41,,7994,11778,12023,5130,4289,10137,16056,11967,13776,17827
870130,Track-laying tractors (excluding pedestrian-controlled),0,0,0,0,0,0,0,0,0,0,,105719,19161,29226,22044,8434,2574,3086,9953,0,0,,45469,42587,39641,29290,13203,28737,34810,27097,21853,46963
870191,"Tractors, of an engine power <= 18 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,179,397,55,56,,0,0,0,0,27,9411,11331,11915,12048,14021
870240,"Motor vehicles for the transport of >= 10 persons, incl. driver, with only electric motor for ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,211,0,571,,0,0,0,0,0,197,3762,6798,8762,6986
870310,Vehicles for the transport of persons on snow; golf cars and similar vehicles,0,0,0,0,0,0,0,0,0,0,,4758,3545,2638,3240,1949,2229,1684,2095,348,1304,,250627,230408,147504,62666,31437,41235,60106,66476,51554,80362
870322,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,0,0,0,0,0,0,0,0,0,,6991,10334,10945,12831,13084,18513,17445,22687,42394,42879,,1330373,1273543,734585,165500,175336,309082,345580,471388,374100,836299
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,29845,52967,78114,26743,,0,0,0,0,0,5477,11014,14426,12106,41532
870422,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,0,0,0,0,0,,11838,10274,6868,4395,4878,3067,3778,1742,647,574,,501380,403285,244955,55339,75152,148686,93280,123264,96812,166931
900319,"Frames and mountings for spectacles, goggles or the like (excluding of plastics)",0,0,0,0,0,0,0,0,0,0,,37205,32197,19997,15202,19716,13843,11213,8757,4670,5984,,27978,26372,22929,12521,13555,19807,23911,27860,22334,33938
900410,Sunglasses,0,0,0,0,0,0,0,0,0,0,,39799,42088,34705,28934,30930,29417,25732,31689,23109,29152,,70058,80396,71915,38083,45311,49580,60257,65074,44220,72463
900490,"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ...",0,4,0,0,0,0,0,0,0,0,,7127,7494,8510,11298,7347,5357,7386,5985,8570,4936,,58297,56416,51104,23546,28693,28749,27264,30547,40726,40620
900651,"Cameras with a through-the-lens viewfinder [single lens reflex """"SLR""""] for roll film of a ...""",0,0,0,0,0,0,0,0,0,0,,6518,8150,8155,11895,5271,4896,3279,5368,1301,1447,,17,15,18,6,7,0,0,0,0,0
900652,"Cameras for roll film of a width of < 35 mm (excluding instant print cameras, single lens ...""",0,0,0,0,0,0,0,0,0,0,,293,218,578,170,225,46,67,92,17,411,,504,394,52,162,207,118,161,49,0,209
900699,"Parts and accessories for photographic flashlights and flashlight apparatus, n.e.s.",0,1,0,0,0,0,0,0,0,0,,29545,20583,7525,6321,9434,10589,3039,2491,3028,13421,,782,776,1451,1171,763,1297,564,428,424,725
901060,Projection screens,0,0,0,0,0,0,0,0,0,0,,2719,2474,2666,1581,1351,2906,2242,1402,240,477,,9378,9102,7894,5016,5917,6959,6883,7247,4599,6118
854411,"Winding wire for electrical purposes, of copper, insulated",2,0,0,0,29,0,0,4,0,0,,84225,53625,71258,47845,40153,48050,56646,49658,54573,61045,,24176,23025,18399,14434,9545,13878,11915,14035,12434,19480
871120,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,0,0,0,0,0,0,0,,7871,4931,14419,11483,11986,6220,7067,8962,6483,7487,,69852,87313,63241,9255,6492,10401,15917,25365,29318,47695
871640,"Trailers and semi-trailers, not designed for running on rails (excluding trailers and semi-trailers ...",0,0,0,0,0,0,0,0,0,0,,8790,3176,9209,5116,12450,5829,6391,3275,4695,3046,,20820,15021,13144,5029,4940,5228,4046,3742,3028,4271
880211,Helicopters of an unladen weight <= 2.000 kg (excl. unmanned of heading 8806),0,0,0,0,0,0,0,0,0,0,,256,52606,16981,11651,15900,11718,21085,24294,11526,12168,,0,40028,99133,0,0,0,0,0,0,0
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of ...",0,0,0,0,0,6084,0,0,0,0,,27869,62937,40148,57853,4935,18750,1641,40304,41411,86681,,87677,99892,54400,71732,15017,19768,2465,111,27552,3857
890310,Inflatable vessels for pleasure or sports,0,0,0,0,0,0,0,0,0,0,,1520,2753,2534,1013,1643,561,1814,951,556,799,,19229,17144,12672,4301,2260,3208,3230,3498,2416,3309
890610,Warships of all kinds,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
902820,"Liquid meters, incl. calibrating meters therefor",640,9,1,5,3,0,0,0,0,0,,3935,6415,4606,2306,1222,2514,2686,3382,3225,2616,,43939,44574,34171,25681,31102,33716,33752,33913,31187,49016
