Product code,Product label,Australia's imports from Singapore-Value in 2012,Australia's imports from Singapore-Value in 2013,Australia's imports from Singapore-Value in 2014,Australia's imports from Singapore-Value in 2015,Australia's imports from Singapore-Value in 2016,Australia's imports from Singapore-Value in 2017,Australia's imports from Singapore-Value in 2018,Australia's imports from Singapore-Value in 2019,Australia's imports from Singapore-Value in 2020,Australia's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
30562,"Cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", salted or in brine only (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,5,1,0,0,15,67,,62,5,34,79,71,72,51,37,53,71
30626,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether in ...""",0,0,0,0,0,0,0,0,0,0,,424,530,9,213,0,519,0,0,0,0,,3,1,9,19,1,0,0,0,0,0
30631,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,61,39,328,2879,,0,0,0,0,0,610,605,832,21,242
30699,"Crustaceans, fit for human consumption, whether in shell or not, dried, salted, smoked or in ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,3,11,,0,0,0,0,0,75,89,57,53,57
30731,"Live, fresh or chilled, not smoked, mussels """"Mytilus spp., Perna spp."""", with or without ...""",0,0,0,0,0,0,0,0,0,0,,1,23,26,5,18,10,8,4,0,0,,91,113,244,488,1488,687,153,2566,1873,1726
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, ...""",5,0,0,0,0,0,0,0,0,0,,4,27,21,51,15,36,331,544,624,892,,1923,323,162,139,94,0,12,0,0,0
40510,Butter (excluding dehydrated butter and ghee),0,0,0,195,0,0,0,0,0,0,,17096,21101,25358,21034,15904,9614,10131,11338,6240,7315,,68492,69461,79484,54266,77446,141617,177324,153583,151247,139866
40811,"Dried egg yolks, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,10,16,0,0,0,2,1,11,1,22,,582,354,1024,861,650,295,104,466,676,748
270600,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ...",0,0,0,0,0,0,0,66,0,0,,49,50,214,69,337,8,7,0,0,36,,85,89,55,58,17,477,85,529,26,15
270720,"Toluol """"toluene"""" containing > 50% of toluene (excluding chemically defined)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,5,,637,434,218,0,27,3,56,0,14,0
200840,"Pears, prepared or preserved, whether or not containing added sugar or other sweetening matter ...",0,0,0,0,0,0,0,0,0,0,,349,160,143,164,151,173,121,127,71,80,,2842,2805,3723,3100,3349,3303,3928,2612,2367,2739
220190,"Ordinary natural water, not containing added sugar, other sweetening matter or flavoured; ice ...",14,10,1,0,6,34,17,36,24,0,,311,342,567,657,404,613,1014,334,536,463,,1517,2680,4025,2296,2091,1627,2216,1816,1283,1867
140110,Bamboos,0,54,0,24,25,14,22,0,0,0,,60,60,284,44,226,68,86,82,22,11,,1273,1217,1095,1555,1812,1824,1761,1877,1969,2186
150600,"Other animal fats and oils and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,13,0,16,0,22,50,,14768,13236,6496,8476,1217,45,2145,4075,3986,7473
180631,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg, filled",0,0,0,0,0,0,0,4,0,0,,32885,45581,37635,34509,39394,41752,49382,48563,28354,35680,,41906,33595,42306,61803,47694,71988,59386,65283,51366,53342
200290,"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding whole or ...",3,0,0,0,0,0,0,0,0,0,,1160,1227,1044,970,887,1057,1416,1216,775,654,,35014,34873,34200,33608,35488,36840,38022,36790,49342,47561
200310,"Mushrooms of the genus """"Agaricus"""", prepared or preserved otherwise than by vinegar or acetic ...""",0,0,0,0,0,0,0,0,0,0,,1154,952,1344,1367,1083,992,1020,1116,1190,1164,,7114,5880,6296,6704,5787,5843,5971,5001,5703,4965
200510,"Homogenised vegetables put up for retail sale as infant food or for dietetic purposes, in containers ...",0,0,0,0,0,0,0,0,0,0,,197,167,130,63,158,45,19,21,19,18,,26,36,98,139,186,756,150,152,81,40
200570,"Olives, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,1,0,0,0,0,,939,859,915,926,965,1005,1083,867,483,423,,40056,40080,39768,31907,36994,36005,39037,36560,33650,32697
230240,"Bran, sharps and other residues of cereals, whether or not in the form of pellets, derived ...",0,0,0,0,0,0,0,0,0,0,,1887,1678,2510,1891,2106,2196,1698,1826,2001,2648,,1163,1381,1153,885,587,353,456,415,651,665
230310,Residues of starch manufacture and similar residues,0,0,0,0,0,0,0,0,0,0,,161,24,400,331,592,690,659,743,805,844,,1926,2118,2152,1644,1351,1838,1580,922,2008,3511
230650,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",25,50,20,0,0,25,20,0,0,0,,0,62,31,4,0,2,4,2,736,369,,1412,2446,2515,2535,1454,1218,1096,1166,1459,815
230700,Wine lees; argol,0,0,0,0,0,0,0,0,0,0,,1,38,215,48,24,4,50,344,25,0,,1,0,0,0,0,0,0,0,0,0
250410,Natural graphite in powder or in flakes,11,0,0,0,0,0,0,0,0,0,,318,346,4,62,106,97,102,83,32,31,,920,635,664,610,1186,555,1088,535,556,729
250860,Mullite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1981,681,340,710,856,616,2007,1834,1923,1656
251110,"Natural barium sulphate """"barytes""""""""",204,344,0,0,0,0,0,0,0,0,,5148,8942,7811,4120,1145,2099,1314,1658,32,691,,8484,6629,6629,4267,3337,3455,4273,4325,5003,4523
251120,"Natural barium carbonate """"witherite"""", whether or not calcined (excluding barium oxide)""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4,10,4,17,0,0,3,0,0,0
251511,"Marble and travertine, crude or roughly trimmed",0,0,0,0,0,0,0,0,0,0,,74,302,23,47,130,5,0,0,23,2,,4,11,0,15,5,23,14,14,5,40
251612,"Granite, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,423,210,155,116,212,87,90,25,77,32,,821,341,445,335,361,474,287,99,106,109
251710,"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ...",11,5,0,0,0,0,0,0,2,0,,610,276,1114,18,130,123,523,42,57,16,,1007,1009,2444,1217,3864,8697,1585,1956,1917,2056
251730,Tarred macadam,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,7,,16,69,66,118,78,96,172,53,47,44
251910,"Natural magnesium carbonate """"magnesite""""""""",0,0,0,0,0,0,0,0,0,0,,110,84,37,23,292,13,11,15,5,4,,565,128,151,176,85,135,91,90,157,228
260400,Nickel ores and concentrates,0,0,0,0,0,0,0,0,0,0,,1740,980,994,352,160,951,5807,339,651,231,,7,0,1,16715,16552,7135,0,121,615,1836
261610,Silver ores and concentrates,0,0,0,0,0,0,0,0,0,0,,376,100,0,0,0,122,42,48,56,131,,3,3,0,3,0,0,0,0,48,0
261790,"Ores and concentrates (excluding iron, manganese, copper, nickel, cobalt, aluminium, lead, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,490,149,121,214,106,196,244,39,63,62
290621,Benzyl alcohol,3,7,52,3,7,4,0,0,1,0,,3487,2091,3299,4706,3443,303,323,222,246,282,,1744,1304,1873,1281,1032,1705,2230,1024,1928,1523
291020,"Methyloxirane """"propylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,373545,391554,285214,151730,137589,166668,177465,129248,113537,94612,,0,0,0,0,0,0,0,0,0,0
291469,Quinones (excluding anthraquinone),0,0,0,0,0,0,0,0,0,0,,90,453,376,414,282,203,2658,670,1230,951,,3228,3638,3726,5698,6358,1560,2678,1012,788,871
291612,Esters of acrylic acid,98,405,0,0,0,106,49,80,0,0,,99339,100094,94577,86120,41734,43719,32462,17764,9667,18214,,20901,28379,25353,9877,5389,5039,5957,6677,5054,8711
291712,"Adipic acid, its salts and esters",91,91,31,47,34,328,198,0,1,0,,11231,4725,431,1022,1156,262,410,396,557,306,,5412,5903,6088,4319,3459,3790,4532,3767,3659,4513
291732,Dioctyl orthophthalates,299,0,0,0,0,0,0,0,0,0,,168,330,38,37,74,110,26,9,353,1154,,13115,11281,10265,7606,3567,3591,3481,2736,2369,5720
291734,"Esters of orthophthalic acid (excluding dioctyl, dinonyl or didecyl orthophthalates)",0,0,0,0,0,0,0,0,0,0,,2725,1288,1166,738,894,437,248,282,444,598,,0,0,0,0,0,0,0,0,0,1178
291819,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",24,4,8,0,15,0,0,0,1,0,,1073,787,587,596,443,449,2233,2020,2093,2119,,5661,3830,3300,3535,2887,2998,3346,3162,3270,3453
280519,Alkali or alkaline-earth metals  (excluding sodium and calcium),0,0,0,0,0,0,0,0,0,0,,956,371,240,380,1788,2360,2455,5367,270,114,,49,93,30,77,75,40,28,22,42,74
280620,Chlorosulphuric acid,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0
290729,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone """"quinol"""" and their ...""",0,33,0,0,0,2,6,0,17,0,,842,1637,1760,1168,345,354,391,735,794,1370,,1371,1381,1218,440,1285,517,3582,2446,1742,3722
290819,"Derivatives containing only halogen substituents and their salts, of phenols or phenol-alcohols ...",40,51,20,0,0,0,0,0,0,0,,7214,13097,11713,9689,8788,3454,3270,2405,4872,684,,1395,1439,1048,1039,834,607,907,674,679,728
283410,Nitrites,0,1,16,34,35,29,0,0,0,0,,547,925,404,317,511,291,109,143,189,75,,1042,995,1029,1006,627,1027,946,1114,1158,1412
283691,Lithium carbonates,0,0,0,0,0,0,0,0,0,0,,99,96,122,119,332,105,244,143,372,106,,1491,1490,1035,1108,2211,2380,3023,2770,2345,2540
283720,Complex cyanides (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,3662,308,369,312,92,135,79,84,26,20,,80,61,26,45,41,47,3,29,19,98
284700,"Hydrogen peroxide, whether or not solidified with urea",0,0,0,0,0,0,0,0,0,0,,10985,10279,7927,7556,8034,8079,8276,38132,53468,56917,,0,6000,7051,8488,8151,6119,0,0,3061,6596
290270,Cumene,0,0,0,0,0,0,0,0,0,0,,0,0,625789,330358,188773,378879,407797,329436,304661,509037,,0,0,0,0,0,0,0,0,78,0
290290,"Cyclic hydrocarbons (excluding cyclanes, cyclenes, benzene, toluene, xylenes, styrene, ethylbenzene ...",0,0,0,1,0,0,1,0,3,0,,1228,1552,1798,1577,1479,2904,2408,1862,2054,25732,,686,861,825,834,640,816,737,481,631,554
290322,Trichloroethylene,60,0,0,0,0,0,0,0,0,0,,1978,1023,2650,556,457,383,554,287,300,647,,525,344,292,176,154,187,115,121,135,236
290393,"Pentachlorobenzene """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,119,216,248,327,177
290511,"Methanol """"methyl alcohol""""""""",0,0,0,0,0,0,0,0,0,0,,64369,59325,48790,26165,10597,12385,10796,16235,12892,16756,,0,0,0,0,0,0,0,0,0,0
283010,Sodium sulphides,0,0,0,0,0,0,0,0,0,0,,20,13,20,28,10,4,287,1194,814,827,,3487,3749,7684,1435,1028,832,1290,1130,951,1475
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",0,14,0,0,0,0,0,0,0,0,,1332,534,613,1135,259,149,601,649,760,1338,,4954,5276,5425,4848,3200,4438,3145,3281,3017,4415
283230,Thiosulphates,0,0,0,0,0,0,0,0,0,0,,76,168,499,131,41,41,26,36,30,38,,0,0,0,551,2254,3722,3138,4023,4795,4702
281210,Chlorides and chloride oxides,0,0,0,0,0,0,0,0,0,0,,246,307,188,209,626,673,0,0,0,0,,112,35,67,40,37,0,0,0,0,0
281219,"Chlorides and chloride oxides (excl. carbonyl dichloride """"phosgene"""", phosphorus oxy-, tri- ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,635,995,978,1486,,0,0,0,0,0,7,9,4,11,6
281420,Ammonia in aqueous solution,0,0,0,0,0,0,0,0,0,0,,1948,2539,3569,3231,3905,4094,4057,4004,7091,4217,,441,466,387,376,211,283,240,273,235,245
281990,Chromium oxides and hydroxides (excluding chromium trioxide),0,0,0,0,0,0,0,0,0,0,,785,4773,793,1429,1125,746,521,514,403,261,,1685,1683,1792,1618,1345,1469,1857,1555,1485,1846
282590,"Bases, inorganic, and metal oxides, hydroxides and peroxides, n.e.s.",0,0,25,0,0,0,4,0,1,0,,4846,4274,1398,1614,1221,2116,794,3273,1842,2193,,1318,685,595,800,745,2014,3617,1790,1562,2286
282612,Fluoride of aluminium,0,0,0,0,0,0,0,0,0,0,,214,157,281,130,20,15,20,26,17,36,,0,0,0,0,3793,22062,35525,33458,27375,27526
382473,"Mixtures containing hydrobromofluorocarbons """"HBFCs""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,12,4,0,5,0,0,4
390931,"Poly""""methylene phenyl isocyanate"""" """"crude MDI, polymeric MDI"""", in primary forms""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,24279,33473,30323,43045,,0,0,0,0,0,5310,8826,10755,10563,18629
382482,"Mixtures and preparations containing polychlorinated biphenyls """"PCBs"""", polychlorinated terphenyls ...""",0,0,0,1,0,0,0,0,0,0,,0,0,0,0,2,0,0,2,0,0,,2,0,0,1,0,0,0,0,0,0
382485,"Mixtures and preparations containing 1,2,3,4,5,6-hexachlorocyclohexane """"HCH """"ISO"""""""", including ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
382510,Municipal waste,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7,0,0,3,0,4,3,4,0,0
390461,"Polytetrafluoroethylene, in primary forms",2,8,0,0,0,2,0,9,2,0,,639,268,971,1493,549,519,665,749,919,853,,4219,2007,2164,2033,1990,2233,3213,2236,2113,2967
390769,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of < 78 ml/g""""",0,0,0,0,0,205,0,0,0,0,,0,0,0,0,0,0,10049,4717,9173,6801,,0,0,0,0,0,26658,33366,27534,14414,5364
390770,"Poly""""lactic acid"""", in primary forms""""",0,0,0,0,0,0,0,0,0,0,,870,1141,319,47,21,45,196,134,27,62,,416,261,114,120,34,63,152,84,136,291
330730,Perfumed bath salts and other bath and shower preparations,2,40,1,1,3,26,27,0,0,0,,17599,12129,11127,17625,18744,21010,27385,36639,33510,11832,,10132,9344,9670,7423,8010,10098,14822,12717,10597,14412
381700,Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene ...,3649,169,65,83,41,0,0,290,0,0,,3342,3735,2637,1545,1656,4277,9225,4283,9381,7642,,13525,12768,17640,14770,9428,8107,9235,7972,7013,8925
330520,Preparations for permanent waving or straightening,0,2,0,0,6,0,0,0,0,0,,436,572,234,298,288,304,408,542,857,1266,,1599,1237,845,1335,768,1896,2580,1526,1984,2441
330620,"Yarn used to clean between the teeth """"dental floss"""", in individual retail packages""""",0,0,0,0,6,3,0,0,2,0,,7172,6087,6296,6625,9093,6946,11708,27724,6924,5259,,7108,6452,6444,6472,7422,6286,8510,7777,7058,7768
321100,Prepared driers,0,0,0,0,0,0,0,0,0,0,,886,472,392,533,421,1134,1140,1061,1219,1103,,803,886,918,784,1025,795,963,673,1144,1148
380110,"Artificial graphite (excluding retort graphite, retort carbon and goods of artificial graphite, ...",0,0,0,0,0,1,0,0,0,0,,3423,2261,1860,1677,1521,895,909,3083,1691,987,,2530,2009,1551,1592,1537,2106,4275,2281,3294,3076
380510,"Gum, wood or sulphate turpentine oils",0,0,0,0,0,0,0,0,0,0,,1276,2566,3503,908,422,259,364,347,294,1110,,292,399,343,314,264,528,618,437,637,433
380610,Rosin and resin acids,0,0,0,0,0,0,0,0,0,0,,8277,4740,3074,3025,3439,3078,3275,2960,1765,2366,,3769,4705,4174,4001,3898,4116,3328,2569,2234,3398
350110,Casein,0,0,0,0,0,0,0,0,0,0,,32,79,200,16,145,61,301,359,197,251,,6330,8841,11319,7321,6243,4544,3230,2954,5096,8219
350220,"Milk albumin """"lactalbumin"""", incl. concentrates of two or more whey proteins containing by ...""",0,0,0,0,0,0,0,0,0,0,,704,137,805,420,444,676,157,1321,1109,4041,,25028,15229,12831,17556,8660,8152,7774,10341,11028,12950
370120,"Instant print film in the flat, sensitised, unexposed, whether or not in packs",0,0,0,0,0,0,4,0,0,0,,2664,1931,1825,2563,4256,4231,1248,4743,3749,418,,1290,1788,1066,2042,3075,1927,1993,3191,4795,8293
370241,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,94,153,653,666,520,397,878,720,656,2824,,22,1,0,3,0,0,0,0,0,2
370298,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,1,0,0,0,0,,2632,2746,1921,2206,1306,2228,710,573,441,409,,302,7,3,5,6,33,130,22,33,63
370320,"Photographic paper, paperboard and textiles, sensitised, unexposed, for colour photography ...""",25,11,2,0,114,0,8,13,8,0,,13916,12201,12683,7616,3795,3216,2534,2478,2042,1808,,17774,15677,10101,6860,5558,4441,5154,3452,2567,2836
310530,"Diammonium hydrogenorthophosphate """"diammonium phosphate"""" (excluding that in tablets or similar ...""",0,0,0,0,0,0,0,0,0,0,,97,97,16,61,72,148,80,90,75,73,,91593,95821,99498,109981,61537,44025,65381,93435,69203,127647
290379,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens (excluding ...,0,0,0,0,0,0,0,0,0,0,,1302,1059,560,346,345,60,155,3,78,192,,40,0,61,0,10,2,0,7,0,268
293510,N-Methylperfluorooctane sulphonamide,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,16,31,20,18,31
300310,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...",0,0,0,0,0,0,0,0,0,0,,276,418,127,159,227,513,395,1120,707,119,,715,346,212,334,333,384,276,398,416,442
300340,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...",0,0,1,0,0,0,0,0,0,0,,0,20,0,0,0,832,0,0,0,0,,2,215,5,18,1,0,0,0,0,0
300342,"Medicaments containing pseudoephedrine """"INN"""" or its salts, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,36,46,129,0,,0,0,0,0,0,33,0,0,0,0
300420,"Medicaments containing antibiotics, put up in measured doses """"incl. those in the form of ...""",5484,1974,2785,1193,833,480,37,216,4,0,,2808,5248,7883,23902,11156,22436,21520,22853,25452,23206,,480537,410277,291815,180652,160070,181173,142966,140354,142759,114802
300460,"Medicaments containing any of the following antimalarial active principles: artemisinin """"INN"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,181,84,241,237,,0,0,0,0,0,427,39,369,6207,1891
310100,"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ...",0,0,0,0,196,0,4,0,0,0,,477,1141,2474,10687,7207,2182,2838,496,231,131,,5937,6641,6980,7606,8143,7719,10217,10250,10889,11895
310210,"Urea, whether or not in aqueous solution (excluding that in pellet or similar forms, or in ...",2482,289,837,142,507,7,423,5788,4006,0,,281,395,1025,674,521,941,1031,1250,1572,1037,,669048,610337,599144,498065,466432,492830,469977,558011,605332,1102908
310250,"Sodium nitrate (excluding that in pellet or similar forms, or in packages with a gross weight ...",0,0,0,0,0,0,0,0,0,0,,34,46,7,18,15,15,19,325,255,232,,1660,1521,584,532,857,1249,1654,1258,1485,1573
292990,Compounds with nitrogen function (excluding amine-function compounds; oxygen-function amino-compounds; ...,0,0,0,0,0,0,0,0,0,0,,524,124,71,99,162,104,765,394,363,495,,6430,3749,1141,2936,2576,1038,365,393,423,1237
293291,Isosafrole,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,6,0,13,2,2,0,16,3
293295,"Tetrahydrocannabinols """"all isomers""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,177,450,5,0,32,38,23,66,,9,0,0,15,2,4,207,0,658,894
293321,Hydantoin and its derivatives,0,22,38,0,0,0,0,13,1,0,,939,3122,3747,3504,3075,1954,324,591,516,517,,11742,9985,6472,4398,3209,3553,2150,1408,1384,2232
291891,"2,4,5-T """"ISO"""" """"2,4,5-trichlorophenoxyacetic acid"""", its salts and esters""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,12,2,12,4,0,2,7,6,0
292143,Toluidines and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,5,292,0,1,0,1,3,4,4,1,,49731,21133,33910,11900,24101,33061,35346,34842,84704,73801
292216,Diethanolammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,160,0,13,110,,0,0,0,0,0,1517,1067,902,1185,747
292218,"2-""""N,N-Diisopropylamino""""ethanol""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
292241,Lysine and its esters; salts thereof,89,24,5,0,13,0,0,12,0,0,,380,374,274,740,2453,626,820,882,496,486,,28136,20418,16346,12386,11909,13896,13658,13896,14367,25688
293750,"Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues, ...",1,0,3,1,1,0,0,0,0,0,,2,39,146,161,169,152,201,171,176,280,,224,195,242,372,192,405,278,124,764,1347
293810,"Rutoside """"rutin"""" and its derivatives""""",0,0,0,0,0,0,0,0,0,0,,0,0,192,2,66,28,811,5,6,115,,456,416,751,638,345,205,64,376,790,1536
293949,"Alkaloids of ephedra and their derivatives; salts thereof (excl. ephedrine, pseudoephedrine ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,28,79,0,0,,0,0,1,0,0,0,859,0,267,10
293959,"Theophylline and aminophylline """"theophylline-ethylenediamine"""" and their derivatives, and ...""",5,9,0,0,0,0,0,0,0,0,,23,69,140,54,47,15,19,30,13,12,,8,20,5,5,6,10,18,3,9,20
293962,"Ergotamine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3,3,3,20,14,5,11,10,19,1
293999,"Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",0,0,0,0,0,0,0,0,0,0,,2101,2738,4114,4081,3066,894,0,0,0,0,,53622,62224,37551,27781,13495,0,0,0,0,0
294120,Streptomycins and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,42,44,34,52,124,395,66,163,107,55,,108,134,82,59,27,19,39,39,68,71
294140,Chloramphenicol and its derivatives; salts thereof,0,0,0,1,0,0,0,0,0,0,,507,129,335,282,114,72,98,201,34,25,,6,5,25,10,41,36,4,10,34,20
530130,"Flax tow and waste, incl. yarn waste and garnetted stock",0,0,0,0,21,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13,0,0,2,21,0,8,7,5,16
530210,"True hemp """"Cannabis sativa L."""", raw or retted""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,12,221,1,0,0,0,0,0,22,17
530720,"Multiple """"folded"""" or cabled yarn of jute or of other textile bast fibres of heading 5303""""",0,0,0,0,0,0,0,0,0,0,,0,0,1,5,46,127,191,21,13,3,,33,12,26,88,21,31,11,39,46,54
530810,"Coconut """"coir"""" yarn""""",0,0,0,0,0,0,0,0,0,0,,2,0,0,2,0,0,0,0,0,0,,358,219,149,337,81,36,277,53,33,35
540233,Textured filament yarn of polyester (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,1852,3702,3428,2712,4199,1895,1650,1511,403,459,,16244,20397,18024,14109,16363,17514,18251,25033,27243,32438
540248,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,0,0,0,0,0,0,0,0,0,,3,4,0,1,102,0,0,0,0,0,,504,453,885,1042,1233,1158,1386,1134,674,806
540261,"Multiple """"folded"""" or cabled filament yarn of nylon or other polyamides, incl. monofilament ...""",0,0,0,0,0,0,0,0,0,0,,524,100,1133,143,27,276,198,131,28,120,,582,699,501,364,479,326,4071,3983,4149,3518
540333,"Filament yarn of cellulose acetate, incl. monofilament of < 67 decitex, single (excluding sewing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,33,112,158
540341,"Multiple """"folded"""" or cabled filament yarn of viscose rayon, incl. monofilament of < 67 decitex ...""",0,0,0,0,0,0,0,0,0,0,,231,313,0,0,0,0,0,0,0,0,,93,229,131,28,25,36,20,7,20,4
540490,"Strip and the like, e.g. artificial straw, of synthetic textile material, with an apparent ...",0,0,0,0,0,0,0,0,0,0,,197,361,317,254,164,919,1644,804,572,500,,5499,6162,5111,5617,2805,4279,4913,5213,3753,4674
