Product code,Product label,Russian Federation's imports from Japan-Value in 2012,Russian Federation's imports from Japan-Value in 2013,Russian Federation's imports from Japan-Value in 2014,Russian Federation's imports from Japan-Value in 2015,Russian Federation's imports from Japan-Value in 2016,Russian Federation's imports from Japan-Value in 2017,Russian Federation's imports from Japan-Value in 2018,Russian Federation's imports from Japan-Value in 2019,Russian Federation's imports from Japan-Value in 2020,Russian Federation's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
610822,"Women's or girls' briefs and panties of man-made fibres, knitted or crocheted",22,16,6,6,6,3,2,2,1,3,,3195,1850,1642,1489,2075,1681,2560,2854,2182,1355,,73231,79493,79930,42510,51086,63458,68357,71185,49117,74659
620219,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",0,1,0,6,3,5,3,1,9,3,,153,131,318,254,277,523,312,422,333,403,,8582,24812,9320,1540,1953,2148,3115,3699,3413,5056
720221,"Ferro-silicon, containing by weight > 55% of silicon",0,0,0,0,0,4,0,8,0,3,,8843,6819,6640,5818,5858,6490,7420,5114,3567,6353,,28958,8415,6797,16563,9957,12574,36819,27139,30859,48169
910400,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ...",422,520,508,334,297,331,67,24,15,3,,15335,13114,5486,5909,19279,26325,13553,5611,5826,6374,,1415,1917,1778,663,898,1454,1398,1091,598,825
90412,"Pepper of the genus Piper, crushed or ground",0,0,0,0,1,1,1,2,2,3,,557,614,421,547,544,536,570,447,446,470,,8235,5514,5034,4029,3973,3976,3854,3713,3646,4046
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",0,1,1,5,2,1,1,1,0,3,,3525,3801,2984,3133,3105,4647,3789,4000,4236,7587,,97,34,38,34,103,273,218,393,367,526
500790,"Woven fabrics containing predominantly, but < 85% silk or silk waste by weight",0,3,0,1,0,0,0,0,0,3,,1291,1422,1751,977,1220,887,1036,876,409,524,,554,444,265,155,108,154,376,535,310,523
610120,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",6,5,1,0,1,0,3,3,0,3,,161,213,278,448,1534,923,878,844,449,428,,19069,16954,18000,16789,19160,21877,22356,23724,21708,29743
731940,"Safety pins and other pins of iron or steel, n.e.s.",2,1,1,1,0,2,1,1,2,3,,26035,24767,22313,16916,15291,15124,16428,14104,14196,18396,,492,595,698,365,440,512,618,494,433,606
940591,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of glass, ...",3,2,6,0,1,0,1,1,0,3,,1393,889,528,296,248,303,1122,249,510,71,,10724,9691,9077,5217,3458,2908,2947,3126,2554,4568
291712,"Adipic acid, its salts and esters",1,0,71,1,1,1,1,0,1,3,,18029,17692,16411,12257,12802,13579,14160,9748,7960,12881,,6515,7855,8260,6255,6968,7800,10414,9114,7408,14293
293220,Lactones,0,1,3,0,3,3,9,159,3,3,,74994,70507,66672,59160,49825,47396,59743,65660,54553,52226,,10900,10836,10901,9859,11274,15324,20971,20361,23274,27738
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium ...,0,0,2,5,71,69,0,5,2,3,,2120,2298,2384,2373,2193,1955,2373,2836,4750,6250,,11756,14519,14310,12046,15133,15595,21301,26541,26966,33507
441233,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,1,2,3,25,3,,0,0,0,0,0,747,1537,1452,1380,1867,,0,0,0,0,98,19911,21828,15068,16908,18913
450390,"Articles of natural cork (excluding cork in square or rectangular blocks, plates, sheets or ...",4,4,3,1,1,2,1,5,1,3,,114,1056,104,37,148,227,20,12,21,19,,205,166,156,123,75,108,162,155,204,264
283329,"Sulphates (excluding of sodium, magnesium, aluminium, nickel, copper, barium and mercury)",22,43,94,45,13,3,1,7,1,3,,13547,10402,12412,12307,12863,11014,11999,12728,10536,11720,,19761,12826,14629,16245,14080,20649,20596,21743,18847,25040
810295,"Molybdenum bars and rods (other than those obtained simply by sintering), profiles, plates, ...",0,3,1,2,5,3,2,1,3,3,,13046,8926,27345,41573,28479,20033,14478,10804,10067,9128,,3902,3555,2133,3204,3521,2704,4956,6798,3012,4493
845420,"Ingot moulds and ladles, of a kind used in metallurgy or in metal foundries",0,0,0,0,0,0,0,0,2,3,,5248,6963,4732,6353,6854,4395,6123,7946,7950,6815,,2875,2905,4177,3244,3416,4394,5068,5461,2393,2500
481029,"Paper and paperboard used for writing, printing or other graphic purposes, of which > 10% by ...",102,49,28,16,6,3,412,0,0,3,,30787,61412,70051,81305,88256,91400,76410,58358,29952,29482,,83128,61665,56975,51730,55903,55750,61640,44338,29100,46519
620119,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",4,0,0,1,0,3,8,4,0,3,,52,78,44,215,152,168,230,227,282,198,,1317,465,806,444,522,1367,1736,1064,848,1097
691190,"Household and toilet articles, of porcelain or china (excluding tableware and kitchenware, ...",0,0,0,0,0,1,0,9,1,3,,487,883,1661,1099,1493,1576,1458,1331,1153,1578,,1281,862,596,490,904,1365,1606,1254,1025,1427
854419,"Winding wire for electrical purposes, of material other than copper, insulated",0,0,1,0,1,0,2,4,3,3,,17997,15400,13641,9501,9295,9880,8869,9491,8211,7879,,1108,505,538,374,359,2522,2144,1566,1741,1738
871491,"Frames and forks, and parts thereof, for cycles, n.e.s. (excluding for motorcycles)",6,10,22,29,20,6,1,6,8,3,,4333,4648,3106,1056,908,4500,5661,5705,8150,12789,,32747,35499,32265,21873,19211,21493,27182,30348,17966,43989
940690,"Prefabricated buildings, whether or not complete or already assembled (excl. of wood, and modular ...",0,0,0,0,0,316,557,35,43,3,,0,0,0,0,0,13314,19217,11690,10915,13612,,0,0,0,0,24,343401,166576,71293,82926,313445
280470,Phosphorus,0,4,2,3,4,6,3,0,5,3,,2872,2765,2714,2519,2574,3535,4292,4362,5434,7321,,5025,2065,2473,2447,2081,1272,2004,986,492,1593
160432,Caviar substitutes prepared from fish eggs,0,0,0,62,0,0,0,2,9,3,,22595,23699,22165,22301,25719,29042,39102,39349,36312,59867,,13504,27412,46223,33020,36953,61032,70276,63743,71984,78567
30111,Live ornamental freshwater fish,0,0,1,0,0,0,0,0,10,3,,33904,30063,30444,30637,32382,32715,39419,43701,45639,54612,,2314,2166,1683,959,951,910,840,771,561,665
30245,"Fresh or chilled jack and horse mackerel """"Trachurus spp.""""""""",0,0,0,0,2,1,0,6,0,3,,29,153,227,325,390,508,655,536,103,232,,0,1,0,1,3,1,0,6,1,5
91091,Mixtures of different types of spices,0,1,0,0,0,0,0,1,2,3,,4108,4075,3528,3012,3310,3826,4174,3784,4720,4919,,8709,1223,1036,873,1771,2782,2201,2200,4223,5979
292990,Compounds with nitrogen function (excluding amine-function compounds; oxygen-function amino-compounds; ...,0,0,1,0,0,1,2,2,1,3,,4308,9409,7455,8337,10142,21512,27087,27158,38844,53199,,1325,1974,2642,2366,2110,2060,2222,2321,2803,4006
610339,"Men's or boys' jackets and blazers of textile materials (excluding of wool, fine animal hair, ...",0,0,0,0,0,0,0,5,0,3,,15,51,33,31,12,36,14,14,18,41,,338,534,286,223,254,648,641,756,631,796
721650,"Sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded ...",100,249,43,24,18,24,17,5,2,3,,33014,35637,29758,22359,18180,18592,14284,8374,7351,12101,,186368,166958,69300,73090,61832,89427,29677,43218,24120,14296
720449,"Waste and scrap of iron or steel (excluding slag, scale and other waste of the production of ...",0,0,0,0,0,0,1,0,0,3,,3497083,3157732,2688540,1916036,1934304,2403099,2369709,1731332,1836892,2498227,,2622,995,16496,29807,41697,88583,98783,185847,72484,156182
940340,Wooden furniture for kitchens (excluding seats),46,25,10,0,16,8,0,2,0,3,,3327,2106,2918,1548,1824,2123,2561,2437,2257,3669,,109565,121133,135400,70779,41422,56123,62874,61751,58008,65066
950659,"Badminton and similar rackets, whether or not strung (other than tennis rackets and table-tennis ...",23,15,1,1,0,0,0,0,1,3,,28327,27858,31236,29143,30295,30315,31139,33255,24727,39011,,2967,3238,3753,2862,1936,1981,1646,1942,2170,3557
611529,"Pantyhose and tights of textile materials, knitted or crocheted (excluding graduated compression ...",1,7,9,7,3,3,9,12,1,3,,634,434,767,1002,1471,963,859,357,318,820,,78358,71522,62530,39244,42029,50561,67307,41438,31508,37798
610341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",1,1,0,0,0,10,15,10,6,3,,21,102,71,182,141,92,136,205,108,37,,241,257,513,346,718,1316,1406,2136,1464,2643
732111,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",1,1,2,0,1,1,2,3,2,3,,22200,19802,18103,17090,19028,19768,22737,20793,21014,25410,,278818,260726,268282,149210,133417,157059,174559,181522,180860,200081
292320,"Lecithins and other phosphoaminolipids, whether or not chemically defined",3,2,3,1,1,7,2,3,7,3,,15240,17986,17422,13852,14729,17162,19736,18785,14375,20911,,11378,11238,12936,11307,13903,16072,14163,17072,16430,15219
293379,"Lactams (excluding 6-hexanelactam """"epsilon-caprolactam"""", clobazam """"INN"""", methyprylon """"INN"""", ...""",0,68,0,0,52,112,55,11,10,3,,1264278,1383340,1458512,267131,166919,165174,136509,152107,168959,175127,,20235,17125,18941,7389,8816,10719,26129,18372,19678,27521
281511,"Sodium hydroxide """"caustic soda"""" solid""""",0,0,74,0,0,0,1,0,3,3,,4779,4734,5705,4941,4211,5496,6621,5413,4726,5910,,11420,15303,12161,5156,8565,8573,17329,15089,13530,7543
283524,Phosphates of potassium,23,23,23,20,2,2,5,4,2,3,,1162,1524,1452,1175,1220,1072,845,738,1080,648,,5030,6595,5844,6086,4655,7694,10940,7138,5896,8935
30752,"Octopus """"Octopus spp."""", frozen""""",0,0,0,0,0,0,0,1,3,3,,0,0,0,0,0,6627,6748,4166,2861,3383,,0,0,0,0,0,7756,14097,13160,6308,15143
60490,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",0,0,0,0,0,0,0,1,3,3,,265,171,256,243,383,574,603,755,927,1121,,4220,2336,1203,777,739,941,1200,991,1051,1230
253090,"Arsenic sulfides, alunite, pozzuolana, earth colours and other mineral substances, n.e.s.",0,0,0,0,0,0,3,0,2,3,,11406,9417,8075,8483,9658,11281,10107,18090,24856,26246,,17069,23146,20579,15384,15067,19470,31105,25044,19437,19533
290944,Monoalkylethers of ethylene glycol or of diethylene glycol (excluding monobutyl ethers),0,0,0,0,0,1,1,1,4,3,,10508,6147,5294,4058,4817,5462,6254,4966,5095,6160,,4396,6107,6135,5040,4701,2505,1401,809,929,551
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",4,16,0,3,5,0,1,2,2,3,,280688,265369,229491,219682,234372,208329,220567,245700,265101,304509,,478011,430917,460378,339292,329630,314636,267956,258312,218449,340706
620439,"Women's or girls' jackets and blazers of textile materials (excluding of wool, fine animal ...",2,6,8,4,12,13,10,7,20,3,,2135,1782,832,959,936,1149,1054,1222,871,869,,15424,14984,12504,6887,8699,11089,15941,17987,19549,22224
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ...",1,0,1,0,0,0,0,0,1,3,,258,67,69,65,41,34,48,30,68,35,,5271,1727,2244,1285,1437,1495,2052,3039,3107,3174
640590,"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ...",3,0,0,3,0,0,1,1,3,3,,282,299,367,439,231,143,78,174,253,550,,13118,6336,8521,2715,1732,2832,3289,3297,2197,7169
711620,"Articles of precious or semi-precious stones """"natural, synthetic or reconstructed"""", n.e.s.""""",0,0,1,0,0,0,1,3,1,3,,43501,21043,24248,18278,8373,4895,9502,11513,8324,20421,,4113,5137,5463,2756,3084,4186,5280,7873,4069,6254
590390,"Textile fabrics impregnated, coated, covered or laminated with plastics other than poly""""vinyl ...""",0,0,1,0,0,0,20,1,3,3,,180599,150003,157689,134485,119109,98855,93540,78226,67232,81364,,22662,40653,60531,18384,13913,22883,32084,37033,36661,40492
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),61,146,121,101,81,92,18,6,3,3,,18955,8352,4490,4566,4457,4458,3621,5020,7311,10899,,12863,17698,16453,5501,3548,4584,5374,4769,4670,7360
830400,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ...",7,8,0,1,0,6,1,2,1,3,,207,209,239,344,507,194,155,150,333,657,,1983,2254,1573,1058,948,1285,1900,1874,1987,3907
841392,"Parts of liquid elevators, n.e.s.",0,2,0,0,1,0,0,0,3,2,,142,34,283,311,181,198,87,197,151,307,,715,1185,571,1473,551,302,1221,217,170,73
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",5,1,7,2,0,1,8,3,8,2,,123,8,27,102,450,227,118,248,598,405,,45241,39501,23887,12089,12901,18819,19139,19170,16519,30147
732190,"Parts of domestic appliances non-electrically heated of heading 7321, n.e.s.",1,1,0,0,0,0,0,0,0,2,,36225,26216,21183,29393,17322,10858,9539,9713,10205,11562,,7540,6779,5496,4717,3503,3678,4144,5519,5591,6940
701890,"Glass eyes (excluding prosthetic articles); articles of glass beads, or of imitation pearls, ...",8,9,7,6,6,8,7,8,8,2,,1116,1152,1069,726,840,679,1840,1604,476,503,,2577,1939,2111,1079,984,1086,1716,1483,1196,1709
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",24,7,26,28,20,6,9,3,8,2,,29,19,92,21,0,0,0,0,0,0,,5621,4047,3355,2418,2569,2511,2022,1537,1797,1801
340600,Candles and the like,0,0,0,0,0,0,1,0,1,2,,175,166,305,228,366,438,406,361,370,860,,21835,22121,21977,12751,12593,17399,19353,17158,18121,28176
401220,Used pneumatic tyres of rubber,975,2124,2504,893,30,33,212,364,269,2,,168317,152662,126741,91994,79139,86078,94985,109689,97352,88185,,1693,3595,3464,1594,1586,2949,3737,4315,3214,559
520420,"Cotton sewing thread, put up for retail sale",1,1,21,0,25,0,1,4,10,2,,1631,826,1047,884,793,684,978,724,420,996,,1802,174,310,237,352,421,158,85,143,181
290950,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated ...",0,26,4,1,2,4,10,3,3,2,,15298,14653,12511,11478,14748,16145,15398,10684,9304,9076,,1790,2094,1871,2038,2350,2847,2099,3407,3713,3275
160419,"Prepared or preserved fish, whole or in pieces (excluding minced, merely smoked, and salmon, ...""",0,0,0,0,0,0,0,0,0,2,,5409,6453,5972,7054,8273,6582,7436,8598,7755,7461,,52431,52990,41552,27756,19986,18936,29887,17657,9794,6415
282200,Cobalt oxides and hydroxides; commercial cobalt oxides,1,1,11,0,1,1,3,0,0,2,,8930,5895,6706,4551,3985,4229,5353,950,500,971,,1231,910,1179,888,900,836,969,1104,1193,2623
210320,Tomato ketchup and other tomato sauces,95,52,41,19,11,24,18,9,4,2,,243,287,236,236,249,291,416,334,362,527,,29977,30384,26068,14954,13748,16532,17710,18398,20459,25166
200580,"Sweetcorn """"Zea Mays var. Saccharata"""", prepared or preserved otherwise than by vinegar or ...""",0,0,1,0,2,5,4,3,0,2,,165,210,235,301,280,389,395,449,501,418,,45746,39992,39764,18607,21084,20170,23850,22241,25785,19265
110812,Maize starch,0,0,0,0,0,0,0,0,0,2,,1063,998,1291,1067,1059,1033,978,1135,945,826,,11399,12160,11495,7032,6569,6543,4679,5574,5689,6212
80590,"Fresh or dried citrus fruit (excluding oranges, lemons """"Citrus limon, Citrus limonum"""", limes ...""",0,1,0,0,0,1,0,1,1,2,,322,350,480,616,724,708,1118,1109,875,1323,,8051,8593,8119,4769,4380,4648,5191,4880,5657,6845
910700,Time switches with clock or watch movement or with synchronous motor,55,6,11,3,2,3,3,2,3,2,,5610,4730,3938,3787,3238,3668,3507,2674,1985,2391,,8740,5186,4335,2814,3826,4389,4280,5038,4739,6146
870380,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,10,1,4,2,,0,0,0,0,0,597792,386449,431470,759605,1018937,,0,0,0,0,0,465,3117,9065,37601,97439
961320,"Pocket lighters, gas fuelled, refillable",5,4,2,1,1,1,1,1,3,2,,2573,1921,1426,1503,1385,983,937,920,989,2113,,15607,9729,8175,6652,8419,4782,4825,3240,3363,4793
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",0,0,0,0,0,0,1,1,0,2,,89094,71966,83761,75338,94583,85070,87291,69029,60643,60361,,4512,4762,3492,4521,5469,6085,6314,8140,10451,16008
271020,Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations ...,0,2,0,0,0,0,0,1,0,2,,4555,2722,923,920,712,570,984,1072,558,602,,102118,74672,6818,7,11,36,375,3443,1192,751
251310,Pumice stone,2,0,0,0,0,0,0,1,0,2,,18970,17437,17465,15597,19225,19971,21849,19423,19825,24249,,307,322,353,240,275,310,324,305,243,321
151190,"Palm oil and its fractions, whether or not refined (excluding chemically modified and crude)",0,0,0,0,2,2,2,4,2,2,,655,749,374,302,343,338,244,180,48,97,,751606,688792,640386,603750,646902,701646,748406,663053,793164,1271527
441820,"Doors and their frames and thresholds, of wood",17,44,1,0,2,103,320,2,26,2,,842,808,3095,927,1135,1930,1415,2192,2426,1277,,79340,92611,81049,42073,28833,30718,31015,27690,26074,32332
731581,Stud-link of iron or steel,15,14,6,58,1,0,0,16,2,2,,6895,3895,43078,24063,3729,622,436,5472,2626,495,,1391,2056,1908,810,606,739,990,749,891,1703
610821,"Women's or girls' briefs and panties of cotton, knitted or crocheted",11,15,2,2,7,1,1,1,0,2,,1281,1673,1371,709,715,797,939,1737,1084,1272,,63692,70968,66894,40973,49850,60850,67354,67815,59959,90555
853990,"Parts of electric filament or discharge lamps, sealed beam lamp units, ultraviolet or infra-red ...",0,0,1,1,0,5,0,2,1,2,,47776,31967,33795,23036,21879,24523,22214,24922,14904,20713,,11904,11023,9823,9489,12326,11709,12655,11799,11258,10199
721260,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,168,312,462,2,,59249,46525,56292,54759,74349,77775,91252,80778,58238,90996,,2113,1889,1078,681,917,1362,1735,3022,1431,1329
293959,"Theophylline and aminophylline """"theophylline-ethylenediamine"""" and their derivatives, and ...""",0,0,0,0,0,0,0,0,0,2,,252,11,8,211,0,0,0,0,0,5963,,1109,1939,1735,823,1765,1353,1331,847,1573,2462
321100,Prepared driers,0,0,2,0,1,1,2,2,1,2,,2047,1475,1870,1410,1574,1188,1366,1183,279,642,,4135,3275,2531,1944,1930,3044,4563,3793,2907,4473
441600,"Casks, barrels, vats, tubs and other coopers' products parts thereof, of wood, incl. staves",4,0,1,0,0,0,0,0,0,2,,189,202,259,360,750,874,1319,1041,1962,1749,,1198,2029,2497,2254,2028,3496,3464,2463,3410,5272
540753,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",47,1,1,0,3,0,0,0,0,2,,2343,1382,1670,1193,1395,1801,2608,3225,2659,2820,,3365,4647,3495,4818,5226,6639,9120,10633,12249,14833
160416,"Prepared or preserved anchovies, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,2,,1095,979,1166,1123,2032,2213,2518,2175,3143,5215,,1824,3669,3215,2385,3005,1939,1954,1826,1814,2841
151419,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""" and ...""",3,3,1,2,5,0,3,4,2,2,,987,1662,2073,1646,2150,1793,2484,2963,3756,6993,,883,937,1577,1052,341,361,367,557,338,1145
960711,Slide fasteners fitted with chain scoops of base metal,2,6,10,3,27,3,5,5,1,2,,38415,34202,25156,22634,22769,22720,23480,24712,14559,14167,,3356,3139,2503,1874,1898,2349,2868,2398,2155,3276
911320,"Watch straps, watch bands and watch bracelets, and parts thereof, of base metal, whether or ...",28,18,19,13,12,4,2,3,1,2,,9650,5109,2588,1339,1714,1275,1307,1655,1211,2057,,945,857,1143,905,932,1025,874,1250,1001,1202
871310,"Carriages for disabled persons, not mechanically propelled",0,0,0,0,2,6,0,7,2,2,,1703,1213,1831,3296,1304,1285,1168,1185,720,689,,31304,33931,26425,19438,26887,25422,28350,23724,26094,32379
901090,"Parts and accessories for apparatus and equipment for photographic or cinematographic laboratories, ...",25,15,24,5,5,4,4,1,2,2,,40837,40152,29078,21092,18643,12562,10967,8029,6000,5184,,481,333,257,137,229,212,177,315,170,138
852849,"Cathode-ray tube monitors, not incorporating television reception apparatus (excluding of a ...",219,381,331,61,48,6,0,0,0,2,,10832,7048,13382,14386,9012,8651,7205,12347,2677,1086,,1447,2030,1216,657,3403,3971,2022,2629,608,10723
640351,"Footwear with outer soles and uppers of leather, covering the ankle (excluding incorporating ...",6,7,2,2,1,2,2,3,2,2,,233,183,191,403,703,256,127,156,214,91,,37311,43432,43881,24959,22406,29937,28957,31374,25094,19964
