Product code,Product label,India's imports from Germany-Value in 2012,India's imports from Germany-Value in 2013,India's imports from Germany-Value in 2014,India's imports from Germany-Value in 2015,India's imports from Germany-Value in 2016,India's imports from Germany-Value in 2017,India's imports from Germany-Value in 2018,India's imports from Germany-Value in 2019,India's imports from Germany-Value in 2020,India's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
293510,N-Methylperfluorooctane sulphonamide,0,0,0,0,0,0,0,0,6,0,,0,0,0,0,0,49,11,39,46,13,,0,0,0,0,0,119,639,82,403,0
293540,N-(2-Hydroxyethyl)-N-methylperfluorooctane sulphonamide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,5,,0,0,0,0,0,0,0,0,48,0
293962,"Ergotamine """"INN"""" and its salts""""",114,0,0,0,0,0,0,0,0,0,,443,536,590,557,646,634,590,794,761,910,,286,373,609,357,532,481,372,469,428,991
293999,"Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",214,207,142,365,106,30,0,0,0,0,,671261,406169,338046,101612,141189,0,0,0,0,0,,5395,5991,9268,15355,6734,2544,0,0,0,0
294120,Streptomycins and their derivatives; salts thereof,2,257,25,0,1,0,1,0,4,0,,495,856,761,491,532,301,348,936,525,592,,5158,6547,6123,8021,7734,10668,15941,6582,7183,12426
294140,Chloramphenicol and its derivatives; salts thereof,85,1,1,0,0,1,0,0,1,0,,1721,2140,1443,767,844,414,390,506,1757,1128,,11191,6203,6130,3194,4638,4174,4527,1616,3957,4961
300310,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...",0,0,0,0,0,0,0,0,0,0,,418,1700,1197,134,202,217,320,3528,624,772,,1728,980,1643,1143,6,321,151,134,101,0
300340,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...",0,0,0,0,0,0,0,0,0,0,,8,1099,1035,946,166,0,0,0,0,0,,88,6,1,1365,0,0,0,0,0,0
300342,"Medicaments containing pseudoephedrine """"INN"""" or its salts, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,7,0,0,0
330620,"Yarn used to clean between the teeth """"dental floss"""", in individual retail packages""""",0,10,4,0,9,7,0,6,0,0,,22931,24026,23723,19029,26350,22762,26745,29247,24851,20345,,303,437,215,307,412,373,833,816,711,737
330690,"Preparations for oral or dental hygiene, incl. denture fixative pastes and powders (excluding ...""",58,68,22,22,27,36,13,29,1,0,,144512,173668,175479,163977,172402,193686,197882,208874,242269,265271,,2467,2425,2887,2019,2934,1950,3086,2886,2729,3306
300460,"Medicaments containing any of the following antimalarial active principles: artemisinin """"INN"""" ...""",0,0,0,0,0,0,8,0,0,0,,0,0,0,0,0,1482,2946,1904,7001,5250,,0,0,0,0,0,11,57,9,0,5
370320,"Photographic paper, paperboard and textiles, sensitised, unexposed, for colour photography ...""",309,5,0,0,0,2,0,0,0,0,,24682,24499,24658,23505,44321,26966,25162,20962,18148,17545,,72935,71291,59790,50893,34721,36672,33706,31813,9320,18765
370120,"Instant print film in the flat, sensitised, unexposed, whether or not in packs",0,0,0,0,0,1,0,0,0,0,,3061,3985,4987,4920,6826,6256,5958,11639,13390,11464,,11,18,59,694,364,617,979,1123,1225,1759
370241,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,12,75,156,177,573,895,806,1496,200,10,,488,1,562,0,0,0,0,0,0,0
370293,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,394,0,0,0,0,0,0,0,0,0
382473,"Mixtures containing hydrobromofluorocarbons """"HBFCs""""""""",0,0,0,0,0,0,0,0,0,0,,1,6,8,6,9,2,4,0,0,0,,0,0,0,1,6,0,0,0,0,0
540333,"Filament yarn of cellulose acetate, incl. monofilament of < 67 decitex, single (excluding sewing ...",0,0,0,5,0,0,0,0,0,0,,165,149,594,84,86,229,72,101,67,188,,33,2,0,5,15,0,0,0,1753,99
540341,"Multiple """"folded"""" or cabled filament yarn of viscose rayon, incl. monofilament of < 67 decitex ...""",7607,0,0,0,4,234,0,0,0,0,,309,151,261,218,237,275,212,122,106,114,,12438,4114,1938,671,17276,12653,9345,16689,12885,24348
520548,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,1,0,0,0,53,65,14,0,0,,3909,4364,5320,5726,4711,6779,8573,3839,2078,3911,,307,1167,2096,2003,7538,8556,740,696,245,425
520614,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,107,417,418,142,69,2,0,0,0,12,,0,0,0,10,0,15,0,9,68,62
520625,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,1271,806,471,390,336,316,764,424,104,199,,1,0,58,19,0,1,27,3,0,2521
520842,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",515,65,65,27,0,32,17,0,1,0,,60303,51037,48236,39018,30512,27763,26878,17642,12377,9940,,82506,86413,47969,27282,21858,29208,21887,25116,11507,14375
520852,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",103,1,3,28,1,7,0,0,0,0,,77219,87571,84279,75109,73508,77803,77345,59752,53759,56313,,7939,7161,5869,3388,3117,4106,3546,5325,3568,4722
520931,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",35,0,0,1,7,1,1,0,0,0,,8096,8303,7973,6544,5206,5612,5591,4202,2391,3503,,9343,8217,7584,5496,4039,6315,16608,12964,6250,9438
520959,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, printed ...",78,0,22,16,0,37,0,1,0,0,,14544,12280,18080,9615,13240,8940,9098,8916,6806,5381,,1150,961,1066,731,501,774,429,230,110,110
521011,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,2917,2181,2307,1410,2608,1775,1788,2171,1714,1564,,150,493,541,849,646,903,460,235,72,153
521112,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,1800,1758,860,1481,1758,1811,1403,649,499,543,,63,29,45,95,20,23,0,121,42,30
521224,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,7,7,0,3,1,0,0,,5587,5177,4716,1676,1815,2025,2286,2563,2366,3117,,81,445,420,58,103,180,133,722,213,239
530130,"Flax tow and waste, incl. yarn waste and garnetted stock",0,0,0,0,0,0,0,0,49,0,,202,228,455,495,387,385,484,399,183,311,,66,273,470,682,1096,1448,2811,6143,3567,2717
530210,"True hemp """"Cannabis sativa L."""", raw or retted""""",0,0,0,0,0,0,0,0,0,0,,24,27,37,124,118,207,239,116,184,217,,0,1,0,0,6,14,0,0,0,1
530720,"Multiple """"folded"""" or cabled yarn of jute or of other textile bast fibres of heading 5303""""",0,0,0,0,0,0,0,0,0,0,,355,405,510,537,450,608,611,643,929,1059,,52,808,1955,3863,22163,24711,21918,27076,28435,25788
530810,"Coconut """"coir"""" yarn""""",0,0,0,0,0,0,0,0,0,0,,97,120,64,84,110,99,116,129,121,89,,3,0,38,0,25,12,22,2,36,89
490510,"Globes, printed (excluding relief globes)",19,0,0,1,0,0,0,0,0,0,,1695,2577,2278,1463,1607,1600,1847,2080,2952,4119,,51,14,8,7,25,417,2234,503,3,10
520210,"Cotton yarn waste, incl. thread waste",0,0,0,0,0,0,0,0,159,0,,344,349,264,221,181,259,144,149,141,117,,230,164,425,956,1167,1226,3101,10722,10180,10449
490810,"Transfers """"decalcomanias"""", vitrifiable""""",3,2,0,0,1,0,0,0,0,0,,10160,9720,10586,11229,9015,7115,3343,5930,4951,5515,,2396,2147,3089,1644,2014,2353,2805,2364,2191,2971
382482,"Mixtures and preparations containing polychlorinated biphenyls """"PCBs"""", polychlorinated terphenyls ...""",0,0,0,0,0,0,0,0,0,0,,88,61,3,1,21,12,0,2,0,0,,0,0,0,0,1,0,0,0,0,0
382510,Municipal waste,0,0,0,0,0,0,0,0,0,0,,3636,4617,3675,3085,4037,8228,6386,5719,5787,5948,,0,0,0,0,1245,0,0,0,0,0
401192,"Pneumatic tyres, of rubber, new, of a kind used on agricultural or forestry vehicles and machines ...""",1,0,0,0,0,0,0,0,0,0,,12516,11008,9483,7556,8862,0,0,0,0,0,,71,25,453,34,38,54,0,0,0,0
440797,"Poplar and aspen """"Populus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,975,887,884,1024,1392,,0,0,0,0,0,0,0,2,17,33
441600,"Casks, barrels, vats, tubs and other coopers' products parts thereof, of wood, incl. staves",0,7,0,0,0,0,0,0,39,0,,2092,2990,3692,3597,3600,3858,3760,4272,3830,4534,,4642,1903,802,2073,1058,1660,1970,2428,3284,1485
441873,"Flooring panels, assembled, of bamboo or with at least the top wear layer of bamboo",0,0,0,0,0,0,0,9,4,0,,0,0,0,0,0,716,602,293,192,27,,0,0,0,0,0,318,18,33,5,0
442190,"Other articles of wood, n.e.s.",542,360,232,477,276,48,0,0,0,0,,401452,393818,363695,295305,318627,0,0,0,0,0,,34712,31075,34168,35596,43382,10130,0,0,0,0
450200,"Natural cork, debacked or roughly squared, or in square or rectangular blocks, plates, sheets ...",0,0,0,1,0,0,0,1,3,0,,28,115,151,69,73,206,97,106,213,79,,11,1,38,65,32,65,32,32,9,6
430390,"Articles of furskin (excluding articles of apparel, clothing accessories and goods of chapter ...",11,6,8,1,8,0,1,2,16,0,,8529,9567,10915,8041,9643,9949,11118,10135,9442,11128,,129,38,72,11,135,36,62,78,26,13
440130,"Sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets ...",46,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1007,0,0,0,0,0,0,0,0,0
440139,"Sawdust and wood waste and scrap, agglomerated in logs or similar forms (excl. pellets and ...",0,3,22,1,3,0,0,0,11,0,,94076,113213,115751,94152,99792,12289,15582,14414,15483,20097,,0,413,750,490,1726,793,370,635,618,503
440325,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is =>15 cm, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,18183,23109,27226,21991,64605,,0,0,0,0,0,118,17,0,0,0
851920,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens ...",0,0,0,0,0,0,0,0,0,0,,1960,2254,447,91,132,93,64,40,60,121,,29,47,20,37,25,6,23,2,0,9
850212,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",484,140,1852,41,23,2,0,0,7,0,,70130,46862,38492,35604,26203,53621,44207,26836,20069,24487,,2590,1628,4126,3206,1766,1061,3697,4848,5938,1743
851621,"Electric storage heating radiators, for space-heating",0,0,0,4,42,2,0,0,0,0,,40118,40558,28001,21619,19994,20440,19527,14001,14060,18433,,418,110,9,35,83,17,21,8,24,21
860210,Diesel-electric locomotives,0,1269,0,0,0,0,471,0,0,0,,301777,28250,10320,32985,10038,23785,41027,84432,66819,130012,,759,2238,1064,0,0,3421,219757,43264,0,0
860390,"Self-propelled railway or tramway coaches, vans and trucks (excluding those powered from an ...",0,0,0,0,0,0,357,0,0,0,,139869,46066,2421,1441,11250,76410,6949,35943,26464,31311,,0,13358,6309,0,43,3644,1013,5669,248,0
860699,Railway or tramway goods vans and wagons (excluding those specially designed for the transport ...,1017,2183,297,411,0,626,218,0,0,0,,47379,52754,70000,34426,39011,47978,36952,39883,48967,76549,,2050,2183,991,705,3749,1472,1850,76,233,674
854040,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor ...",2,1,0,2,0,0,5,0,0,0,,77,61,62,58,32,37,26,51,12,32,,327,267,803,966,828,1320,139,24,1,4
900792,"Parts and accessories for cinematographic projectors, n.e.s.",159,11,1064,264,491,730,240,14,0,0,,8416,3976,2903,938,1173,812,791,741,499,395,,3244,4672,2392,2872,7515,6772,3209,1321,592,628
900820,"Microfilm, microfiche or other microform readers, whether or not capable of producing copies",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0
900711,Cinematographic cameras for film of < 16 mm width or for double-8 mm film,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,92,0,0,0,0,0,0,0,0,0
880521,Air combat simulators and parts thereof,8,0,0,0,0,1,7,0,0,0,,27812,14390,54975,91742,32784,27303,11233,23178,29625,2274,,919,19448,8256,7285,9541,20049,518,16792,11162,619
890120,Tankers,0,0,0,0,0,0,0,0,0,0,,85971,206470,495403,567523,112638,300870,320143,502812,307311,44777,,93129,149837,134020,293900,534854,427294,242529,278564,199387,517168
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",0,0,0,0,0,0,0,0,0,0,,1442705,687688,1170338,1167777,1261945,1968411,905572,876239,1862114,1472273,,597,1223,124,374,46,13,356,411,0,104
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",3389,14605,4377,0,0,724,6010,221,4125,0,,237289,229428,193340,201858,213277,197269,225500,113666,98688,120000,,18197,24425,37284,47335,30630,8610,15870,7586,43065,22612
871110,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with reciprocating internal ...",0,0,4,4,8,6,0,0,0,0,,27776,23722,18944,10397,12796,13182,6539,6499,5611,4303,,19,26,55,20,69,222,195,11,30,86
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,15,1,0,118,6,0,675,0,0,,306022,298735,246930,211807,242356,214005,106881,85790,54402,43647,,1645,3217,3832,8213,5222,6921,7786,5239,1107,2858
870432,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,307,0,0,0,0,,0,0,0,0,0,0,175,3336,1716,925,,0,0,22,0,0,307,33,4344,192,0
870490,"Motor vehicles for the transport of goods, with engines other than internal combustion piston ...",0,0,0,0,0,0,211,0,0,0,,5756,6146,8305,6535,8132,8009,30824,33722,111704,275863,,232,5,951,2289,1774,665,2375,3564,2361,27
870194,"Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,167,0,,0,0,0,0,0,1794813,2134682,1992485,2124836,3084919,,0,0,0,0,0,41,121,1448,1052,104
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1792860,1772866,2032397,2154803,2703757,,0,0,0,0,0,1111,344,159,0,0
870321,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,154,0,32,4,29,308,0,0,0,,369277,1846307,2863371,3144829,2932026,3968741,5183618,5109613,3077733,1988769,,409,922,226,338,272,408,985,305,1250,623
961320,"Pocket lighters, gas fuelled, refillable",0,0,0,3,0,0,2,0,0,0,,21754,27864,28760,21593,23548,22790,24794,21959,22736,29271,,2097,2918,3713,5452,4586,4226,5040,6544,6166,6658
961590,"Hairpins, curling pins, curling grips, hair-curlers and the like, and parts thereof, n.e.s. ...",52,0,3,6,16,3,0,0,0,0,,11283,12413,12368,12788,14817,11129,11683,9498,9981,12872,,7589,8690,10030,11801,13209,1964,1623,1461,925,1591
950651,"Tennis rackets, whether or not strung (excluding table-tennis bats)",7,6,0,0,16,7,8,3,0,0,,14796,20895,25620,33173,25602,26206,24673,25656,25513,35531,,2117,2354,1850,1751,2012,2614,3897,2637,1371,3118
950810,Travelling circuses and travelling menageries,0,0,0,0,0,0,0,0,0,0,,2,34,24,44,453,7,6,60,0,3,,2,8,1,13,0,4,57,0,0,0
960190,"Worked bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ...",2,5,8,0,0,0,0,0,0,0,,5265,5778,7620,5642,5927,6099,7947,6427,5413,7130,,436,256,1160,1023,495,207,730,985,179,216
930700,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...",0,0,0,42,4,5,0,4,0,0,,9821,11696,9954,10292,7841,10239,11362,10481,10973,9821,,16,8,14,43,13,12,184,37,3,0
910919,"Clock movements, complete and assembled, electrically operated (excluding alarm clocks and ...",7,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,243,0,0,0,0,0,0,0,0,0
910990,"Clock movements, complete and assembled (excluding electrically operated and watch movements)",17,14,259,9,0,0,1,2,0,0,,6036,6373,6494,5108,5720,4671,5413,3923,3692,6016,,3062,3199,2595,2951,3151,2737,4131,4379,2877,3522
911180,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of materials ...",6,5,0,3,0,2,0,0,0,0,,166,155,72,30,32,35,36,14,14,128,,2130,1591,1476,789,450,1725,1696,1756,1672,5481
911420,Jewels for clocks or watches (excluding gems for clock and watch cases),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
910199,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",74,3,5,9,29,12,35,78,0,0,,1751,1157,1483,1174,863,990,3876,6319,5752,4739,,35055,20467,7716,2742,2345,767,3360,695,355,3413
910221,"Wrist-watches, whether or not incorporating a stop-watch facility, with automatic winding (excluding ...",0,0,0,78,48,65,0,0,0,0,,347386,391398,417395,379006,346614,333363,358633,362477,356075,458362,,432,1296,296,1415,5511,7881,19745,43698,27277,60305
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious ...",1,2,15,1,1,1,21,0,0,0,,7038,1334,1330,1614,1307,2633,1409,1006,1200,963,,707,484,1749,3912,993,1627,2932,1170,565,836
910310,"Clocks with watch movements, electrically operated (excluding wrist-watches, pocket-watches ...",0,0,0,0,0,0,0,0,0,0,,1722,2081,2748,1584,1323,1866,573,551,357,363,,24,15,2,1,8,22,69,19,17,33
910519,Alarm clocks (excluding electrically operated),19,26,1,4,0,0,0,0,0,0,,579,431,338,237,200,186,186,231,166,242,,1395,1256,1300,1053,802,909,1011,874,415,519
847629,"Automatic beverage-vending machines, without heating or refrigerating devices",0,2,1,14,15,53,10,5,0,0,,9,1,22,0,17,503,818,787,903,1651,,1732,2351,561,831,1451,1509,1695,1693,797,540
843142,"Bulldozer or angledozer blades, n.e.s.",36,154,25,5,1,1,0,8,1,0,,7473,9631,10846,8798,6119,8748,10776,8747,8790,12976,,25579,14819,13458,2000,766,852,2273,435,416,241
830910,Crown corks of base metal,0,0,0,0,0,0,0,0,0,0,,44679,43684,37437,31219,29850,32318,41762,41262,37558,40557,,209,46,58,81,28,64,191,134,131,120
811010,Unwrought antimony; antimony powders,0,0,0,3,0,0,0,0,0,0,,2036,1643,1064,1690,983,2002,2055,920,522,909,,8984,12800,11812,7401,6032,10359,10599,9597,6552,12967
820120,"Forks, incl. pitchforks, with working parts of base metal",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0
720299,"Ferro-alloys (excluding ferro-manganese, ferro-silicon, ferro-silico-manganese, ferro-chromium, ...",87,22,16,0,3,8,60,56,46,0,,22537,20440,18116,15153,14033,17679,16489,13474,6937,11429,,59378,40211,35663,38046,25394,22399,36150,21970,20184,50490
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",38,7,2,1,292,34,12,1,0,0,,13159,12426,10401,10022,8245,11863,15936,17964,25319,50830,,713,1332,671,697,465,144,2221,1852,848,4117
701391,"Glassware, of lead crystal, of a kind used for toilet, office, indoor decoration or similar ...",59,10,2,3,1,0,1,6,0,0,,11290,12707,10340,4633,3223,2888,3138,2901,2714,3524,,1892,1384,1236,1294,1097,1153,1592,773,386,251
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",823,97,319,30,1,0,0,0,0,0,,427957,298809,185438,125369,74989,124577,189444,176961,158301,153398,,137015,52343,59327,95251,46803,43201,68041,99893,29810,22298
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",2,2,47,2,4,0,14,11,3,0,,35524,29259,28701,20337,21594,30097,30083,27364,26768,36934,,2500,7026,559,492,221,851,983,1152,76,96
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",0,112,0,0,6,37,0,0,0,0,,75,0,297,269,31,77,2835,434,483,727,,8428,2152,2807,5760,6203,9080,12610,17147,11883,8152
721621,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,35,0,0,1,2,0,10,8,0,,18509,13298,13914,9911,11457,9412,11902,10760,9315,12536,,264,196,1071,266,88,127,403,116,195,205
741819,"Table, kitchen or other household articles, parts thereof, of copper (excluding pot scourers ...",4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1632,0,0,0,0,0,0,0,0,0
731920,Safety pins of iron or steel,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,220,0,0,0,0,0,0,0,0,0
732112,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,0,2,0,0,0,0,0,0,0,,1065,1177,1172,1268,1406,1555,3434,1485,1540,2095,,995,2664,2365,2111,1924,2130,1801,1014,415,1066
761511,"Pot scourers and scouring or polishing pads, gloves and the like, of aluminium (excluding sanitary ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,88,18,0,6,0,0,90,0,0,,93943,116512,122157,77809,70613,81700,112209,87092,80327,141073,,0,234,282,203,60,820,173,447,155,0
810330,Tantalum waste and scrap (excluding ash and residues containing tantalum),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,95,6,0,0,0,8,0,0,0
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",81,0,0,0,0,0,0,0,0,0,,11825,12112,8829,7292,8462,8706,11085,6881,4419,4608,,685,164,474,335,131,69,69,48,31,81
810790,"Articles of cadmium, n.e.s.",0,1,2,1,0,1,137,1,0,0,,29,70,43,70,25,22,38,105,28,19,,513,918,1189,1404,1898,1641,5011,4849,2122,1337
610452,"Women's or girls' skirts and divided skirts of cotton, knitted or crocheted (excluding petticoats)",1,1,3,0,0,0,0,0,0,0,,15907,16804,20330,13852,12686,14330,16293,15628,13719,17518,,83,134,283,294,303,196,163,202,71,200
610719,"Men's or boys' underpants and briefs of other textile materials, knitted or crocheted (excluding ...",0,0,0,1,0,0,0,0,0,0,,1544,1773,2714,1878,2375,3211,4190,4773,3494,3895,,64,93,78,77,73,275,686,428,71,59
600533,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,105,5,0,0,0,0,0,0,0,,46129,57373,65553,49385,58157,0,0,0,0,0,,194,559,1747,2220,1955,856,0,0,0,0
610831,"Women's or girls' nightdresses and pyjamas of cotton, knitted or crocheted (excluding T-shirts, ...",0,0,0,0,0,0,78,77,12,0,,75293,78252,92193,70311,71013,73348,70473,65165,72094,81781,,305,321,564,587,620,889,1620,2391,1595,3939
610832,"Women's or girls' nightdresses and pyjamas of man-made fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,17261,18492,24426,20139,18394,27583,27612,25084,25942,35168,,422,545,860,1536,1396,2531,4362,4559,4049,7208
610899,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",1,0,0,0,0,0,0,0,0,0,,3249,2656,2581,2310,3398,2956,3714,2427,999,1149,,36,123,105,199,53,240,253,304,134,46
611012,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of hair of Kashmir """"cashmere"""" ...""",1,7,4,3,3,0,3,0,0,0,,42457,43146,46275,41749,41445,49790,58500,56056,62733,71654,,128,263,430,571,414,282,400,740,674,935
580132,"Cut corduroy, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,9046,8010,4799,2591,3597,4436,4243,3684,3874,1553,,71,5,58,93,18,22,2,194,36,85
