Product code,Product label,"Korea, Republic of's imports from Russian Federation-Value in 2012","Korea, Republic of's imports from Russian Federation-Value in 2013","Korea, Republic of's imports from Russian Federation-Value in 2014","Korea, Republic of's imports from Russian Federation-Value in 2015","Korea, Republic of's imports from Russian Federation-Value in 2016","Korea, Republic of's imports from Russian Federation-Value in 2017","Korea, Republic of's imports from Russian Federation-Value in 2018","Korea, Republic of's imports from Russian Federation-Value in 2019","Korea, Republic of's imports from Russian Federation-Value in 2020","Korea, Republic of's imports from Russian Federation-Value in 2021",Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
846799,"Parts of pneumatic tools for working in the hand, hydraulic or with self-contained electric ...",0,0,0,0,0,0,0,0,5,0,,481,956,585,541,755,715,998,998,1374,1658,,29665,30800,38114,45194,35830,35018,33989,32233,34335,42496
847029,"Electronic calculating machines not incorporating a printing device, with mains connection ...",0,0,0,0,0,0,0,0,0,0,,35,542,562,29,14,21,15,51,11,37,,78,85,75,66,33,118,152,299,21,82
843230,"Seeders, planters and transplanters for use in agriculture, horticulture and forestry",0,0,0,0,0,0,0,0,0,0,,6843,6976,18085,13771,14974,0,0,0,0,0,,45912,45713,60137,48957,58898,0,0,0,0,0
843240,"Manure spreaders and fertiliser distributors for use in agriculture, horticulture and forestry",0,0,0,0,0,0,0,0,0,0,,44,222,462,408,316,0,0,0,0,0,,1527,2307,2937,2526,1952,0,0,0,0,0
843353,Root or tuber harvesting machines,0,0,0,0,0,0,0,0,0,0,,942,1899,694,936,1420,792,905,1561,1523,445,,196,314,234,235,355,326,377,219,275,204
843359,"Harvesting machinery for agricultural produce (excluding mowers, haymaking machinery, straw ...",0,0,0,0,0,0,0,0,0,0,,4321,25237,8160,7716,8491,11859,11003,11598,12752,15357,,2037,2083,1267,1391,1660,1494,2714,2863,2648,782
843360,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce (excluding ...",0,0,0,0,0,0,0,0,0,0,,110,2233,474,163,505,477,279,425,707,809,,8356,8976,8384,6171,6752,7389,8684,13120,9822,7425
843699,"Parts of agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.",0,0,0,0,0,0,0,0,0,0,,437,565,1227,1118,1538,2039,2467,3906,3697,5604,,13042,15938,13567,11567,14022,13547,15513,15710,17721,17389
843710,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables",0,0,0,0,0,0,0,0,0,0,,3458,3148,4577,5065,5897,9298,7618,5557,7902,9523,,6506,5051,11340,5383,7092,7119,11764,9235,7089,4029
843780,Machinery used in the milling industry or for the working of cereals or dried leguminous vegetables ...,0,0,0,0,0,0,49,0,0,0,,2987,1689,1075,3050,4581,1711,1770,1873,1419,3569,,8110,9566,3924,10958,6798,5527,8280,3329,2677,2488
843810,"Bakery machinery and machinery for the industrial preparation or manufacture of macaroni, spaghetti ...",0,0,0,0,0,0,0,0,0,0,,4972,7444,5241,8356,5529,6803,7643,5936,6190,6608,,28234,23534,40987,32604,37744,30308,29196,39788,46642,43681
844120,"Machines for making bags, sacks or envelopes out of paper pulp, paper or paperboard (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,299,631,254,149,139,105,99,1534,653,,7141,2867,2917,9320,15137,5572,10135,9847,3499,5707
845190,"Parts of machines for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, ...",0,0,0,0,1,0,0,1,0,0,,103,42,64,61,207,112,217,125,242,333,,13804,7060,5737,6374,7058,7796,7954,10609,24603,18475
845320,"Machinery for making or repairing footwear of hides, skins or leather (excluding sewing machines)",0,0,0,0,0,0,0,0,0,0,,221,157,128,18,33,43,1020,102,68,86,,1512,2273,2497,2255,1962,1578,1759,1119,1180,1588
845490,"Parts of converters, ladles, ingot moulds and casting machines of a kind used in metallurgy ...",0,0,0,0,0,0,0,0,0,0,,2034,3334,534,1099,218,1248,2318,4108,2798,2120,,44139,65453,34563,27644,32086,24113,25477,22362,21245,21006
845521,Hot or combination hot and cold metal-rolling mills (excluding tubes mills),116,0,0,0,0,0,0,0,0,0,,4390,5511,850,969,10075,0,2524,159,193,1,,22298,26884,22289,23807,927,9321,387,9162,5895,839
845891,"Lathes, incl. turning centres, for removing metal, numerically controlled (excluding horizontal ...",0,0,51,0,0,0,0,0,0,0,,75,2454,4223,352,146,528,1379,1581,202,1263,,24809,25554,29977,39750,32770,30763,23271,17644,14187,24937
845910,"Way-type unit head machines for drilling, boring, milling, threading or tapping metal",0,0,0,0,0,0,0,0,0,0,,236,13,19,5,14,23,29,116,1,9,,229,446,602,19,2601,230,520,26,57,328
845929,"Drilling machines for working metal, not numerically controlled (excluding way-type unit head ...",0,0,0,0,0,0,0,0,0,0,,2819,2414,1393,965,909,1568,1459,1297,1332,1733,,11982,13460,21274,10325,8018,8908,6061,6246,5159,4632
845931,"Boring-milling machines for metals, numerically controlled (excluding way-type unit head machines)",0,0,0,0,0,0,0,0,0,0,,248,202,1058,16,24,4,351,107,24,549,,14580,9411,15386,12048,8879,9131,7863,4695,2653,2137
846021,"Grinding machines, for working metal, in which the positioning in any one axis can be set up ...",0,0,0,0,5,0,0,0,0,0,,846,875,458,1393,224,0,0,0,0,0,,114649,104326,115065,103770,86504,279,0,0,0,0
850433,Transformers having a power handling capacity > 16 kVA but <= 500 kVA (excluding liquid dielectric ...,11,0,0,0,0,0,0,0,0,0,,4802,2664,4314,2590,5702,2491,3412,9219,3766,4078,,38583,28642,28884,20030,16022,9275,10873,11268,10544,9384
850450,Inductors (excluding inductors for discharge lamps or tubes),2,0,5,29,1,0,4,8,64,0,,6676,5847,4390,4237,3676,5003,5860,8141,6080,7036,,282080,337664,370870,314200,377763,513698,458933,499205,556111,748299
850630,Mercuric oxide cells and batteries (excluding spent),0,0,0,0,0,0,0,0,0,0,,83,110,67,98,189,70,116,49,72,134,,203,157,83,82,98,104,111,154,489,151
850710,"Lead-acid accumulators of a kind used for starting piston engine """"starter batteries"""" (excluding ...""",6,0,0,2,1,0,0,7,0,0,,29878,34181,44671,47080,42413,39588,43734,49160,36857,49571,,8821,7951,9318,7310,11710,21225,21470,22228,30216,32460
850720,Lead acid accumulators (excluding spent and starter batteries),0,0,0,0,1,0,0,20,0,0,,4845,4057,9147,3853,7296,19920,8851,10628,7720,13963,,58169,57571,58665,60741,57392,61842,67772,65634,71139,75352
851230,Electrical sound signalling equipment for cycles or motor vehicles,0,1,1,3,0,0,0,0,21,0,,2322,7727,11238,5288,4982,8303,10399,12669,14280,23595,,36982,38176,38151,34887,32095,32867,29881,25849,20500,25086
851420,Furnaces and ovens functioning by induction or dielectric loss,390,0,0,0,0,0,0,0,0,0,,3534,2907,4068,1903,351,1529,621,2946,3926,3620,,32232,12224,8558,14930,11451,10666,9260,7925,10701,4971
851511,"Soldering irons and guns, electric",0,0,0,0,0,0,0,0,0,0,,138,123,122,184,228,329,419,416,344,519,,1345,1404,1690,1710,1882,2106,2065,2051,2149,2616
851822,"Multiple loudspeakers, mounted in the same enclosure",0,0,0,0,0,0,0,6,1,0,,241,394,747,856,1004,2273,2564,4783,3539,4427,,56080,51495,65355,68461,75145,142430,109666,98760,95363,125309
852190,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding ...",1,6,1,1,0,0,0,37,0,0,,3361,4576,420894,3192,3339,3581,5200,4960,4182,7596,,48660,38376,48333,59340,51460,49276,45550,43815,45968,53195
852799,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",0,0,0,0,0,0,0,0,0,0,,1097,2933,1441,668,619,1822,1070,410,970,14180,,2944,3443,4463,4040,4504,4777,4155,5339,4176,6362
852692,Radio remote control apparatus,0,0,5,36,0,1,0,0,0,0,,57155,11501,2701,2610,16180,2326,1513,1837,2509,2649,,22694,25459,42976,53080,42090,53989,62964,93657,73605,75478
852713,"Radio-broadcast receivers capable of operating without an external source of power, combined ...",0,0,0,0,0,0,0,0,0,0,,1229,1188,1533,703,506,693,615,865,659,532,,16515,12101,12451,10436,7976,6587,4289,6036,3004,2998
854810,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary ...",0,0,0,0,0,0,0,0,0,0,,802,1748,6133,2281,1712,1033,1993,2468,1520,3627,,229651,303661,379132,387126,378545,516314,510986,523988,372340,369210
860110,Rail locomotives powered from an external source of electricity,0,0,0,0,0,0,0,0,0,0,,4319,37433,867,1486,364,507,7534,1914,21481,41600,,121,0,0,0,0,0,0,493,0,2
860400,"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, ...",0,0,0,0,0,0,0,0,0,0,,62437,21857,65688,9008,10792,12997,18074,28223,10002,10809,,509,17000,5422,9947,7287,694,25514,27757,42234,66439
860610,Railway or tramway tank wagons and the like (excluding self-propelled),0,0,0,0,0,0,0,0,0,0,,114526,23539,89318,24502,12272,5733,43548,60268,24111,45185,,0,0,0,0,0,0,0,0,1560,0
860691,"Railway or tramway goods vans and wagons, covered and closed (excluding self-discharging goods ...",0,0,0,0,0,0,0,0,0,0,,193800,90973,66621,64209,25137,12109,28260,48034,63002,52014,,0,0,0,0,0,0,0,0,0,8
870190,"Tractors (excluding those of heading 8709, pedestrian-controlled tractors, road tractors for ...",28,0,0,0,0,0,0,0,0,0,,48706,63437,34192,29843,23527,0,0,0,0,0,,140469,179261,154561,89082,172771,0,0,0,0,0
870350,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,55,113,10,4,138,,0,0,0,0,0,0,52,8866,606411,472405
853922,Filament lamps of a power <= 200 W and for a voltage > 100 V (excluding tungsten halogen filament ...,12,0,0,0,0,2,0,0,0,0,,3524,3384,5973,4594,6987,6002,5175,5249,5402,4674,,12914,12856,8159,6899,6372,6704,6030,5765,5787,5835
854011,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, colour",0,0,0,0,0,0,0,0,0,0,,3,0,0,2,23,15,0,0,0,0,,4691,170,67,0,2,20,2,1,2,1
852861,Projectors of a kind solely or principally used in an automatic data-processing machine of ...,0,0,0,0,0,0,0,0,0,0,,49,192,13,99,46,0,0,0,0,0,,4856,3918,7196,7016,6071,0,0,0,0,0
853321,Fixed electrical resistors for a power handling capacity <= 20 W (excluding heating resistors),7,0,0,0,0,0,0,0,0,0,,601,2257,2535,1249,499,1030,560,907,690,707,,89142,92920,94612,90235,88530,106789,143276,140051,160243,192989
854610,Electrical insulators of glass (excluding insulating fittings),0,0,0,0,0,0,0,0,0,0,,17335,18788,17763,14214,23781,19769,17475,24092,41321,40699,,104,241,272,256,304,216,270,224,219,329
902410,Machines and appliances for testing metals,22,7,9,4,0,0,28,3,0,0,,2185,1360,2032,854,2431,1469,1133,1651,909,903,,33436,50246,35681,41527,35467,42893,37611,31540,36615,30556
902810,"Gas meters, incl. calibrating meters therefor",0,0,0,0,0,0,0,63,1,0,,4401,14848,8014,7624,5967,8686,8264,9647,8205,9183,,15526,15844,17203,10542,13207,13323,10205,9162,9841,9658
902990,"Parts and accessories for revolution counters, production counters, taximeters, milometers, ...",9,0,0,1,0,0,7,0,0,0,,2561,2713,1765,1304,1851,2994,2417,7206,9057,4714,,28719,25389,29392,23594,24401,17105,16383,5977,5240,5253
903020,Oscilloscopes and oscillographs,0,0,0,0,0,4,0,0,0,0,,885,879,2221,842,858,1036,1644,1874,836,958,,34044,35654,32299,27122,23103,24559,36471,30371,35940,42676
910119,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,1,0,0,1,0,,0,1,3,1,15,13,11,2,9,38,,3761,4530,3358,3164,1452,2124,3270,3535,5482,5913
920790,"Accordions and musical instruments without keyboards, the sound of which is produced, or must ...",8,1,0,0,0,0,0,0,0,0,,41,104,241,68,37,66,192,332,1354,1337,,21658,17854,12644,11855,12358,11865,13219,14349,17008,20205
902212,Computer tomography apparatus,0,0,0,0,0,0,0,0,0,0,,42,930,2,42,544,1224,12,164,3141,8154,,64674,64123,53053,59856,76343,67599,80415,115165,88959,89025
910529,Wall clocks (excluding electrically operated),0,0,0,0,2,0,0,0,0,0,,118,323,57,32,67,189,564,383,489,514,,3275,4431,4784,5264,4059,3158,2486,2669,3014,3762
910811,"Watch movements, complete and assembled, electrically operated, with mechanical display only ...",0,0,0,0,0,0,0,0,0,0,,0,0,6,0,3,0,1,3,2,2,,2458,2490,1814,1667,1612,1531,1547,1792,1320,1408
911019,Rough clock movements,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,28,45,70,90,56
911090,"Complete, unassembled or partly assembled clock movements """"movement sets""""; incomplete clock ...""",0,0,0,0,0,0,0,0,0,0,,0,7,2,1,4,1,8,22,4,2,,125,151,118,87,55,105,66,37,56,112
911110,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of precious ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,39,14,5,19,58,53,55,67,37,123
900120,Sheets and plates of polarising material,0,0,0,0,0,0,0,3,0,0,,40,1,1,22,48,18,0,15,0,7,,1968439,1697542,1478236,1169322,1047608,1113303,846557,731939,656253,884069
900710,Cinematographic cameras,0,0,0,0,0,0,0,0,0,0,,0,10,0,0,0,11,29,3,0,0,,1111,108,344,521,485,222,745,214,76,164
901530,Levels,0,0,0,0,0,0,0,0,0,0,,513,476,481,505,545,658,691,576,532,1100,,11742,12022,14294,15647,16471,17552,17822,13552,14654,17973
901710,"Drafting tables and machines, whether or not automatic (excluding units for automatic data-processing ...",0,0,0,0,0,0,0,0,0,0,,30,25,34,24,34,132,64,40,88,37,,432,128,544,775,1475,1216,821,455,979,1581
870893,"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, ...",1,0,0,3,0,1,0,1,1,0,,24205,25551,22170,19504,19475,26427,34679,35501,34041,45411,,82215,102859,109394,107452,102079,115081,92737,87873,75818,90165
870990,"Parts of self-propelled works trucks, not fitted with lifting or handling equipment, of the ...",0,0,0,0,0,0,0,0,0,0,,274,547,1526,407,832,737,1209,924,917,562,,3944,1580,2652,2384,3491,2417,2214,2107,1918,2713
871160,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with electric motor for ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,76,267,784,916,1426,,0,0,0,0,0,18203,55196,84032,126951,190551
871200,"Bicycles and other cycles, incl. delivery tricycles, not motorised",0,0,0,0,0,0,2,0,0,0,,3845,5696,7558,6017,4379,6485,7964,10115,13709,17759,,175519,189141,207169,247224,208224,154745,144039,110832,172873,199973
871390,"Carriages for disabled persons, motorised or otherwise mechanically propelled (excluding specially ...",0,0,0,0,0,0,0,0,0,0,,48,29,44,181,135,317,539,548,395,912,,4097,3317,3122,3447,3008,3751,4845,3141,2893,3783
871492,"Wheel rims and spokes, for cycles (excluding for motorcycles)",5,0,0,0,0,0,0,0,0,0,,0,1,6,7,8,10,16,69,35,20,,2623,4223,3285,3673,2995,3101,2389,2548,4794,6636
871494,"Brakes, incl. coaster braking hubs and hub brakes, and parts thereof, for cycles (excluding ...",0,0,0,0,1,0,0,0,0,0,,5,24,21,31,24,46,54,54,38,74,,1457,1938,2947,3188,3160,2661,2520,2722,2873,4359
871620,Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,0,0,0,0,0,0,0,0,0,0,,4097,3657,5198,2694,2034,1326,2892,2528,2620,3385,,109,165,174,277,282,245,400,231,398,132
871631,"Tanker trailers and tanker semi-trailers, not designed for running on rails",0,0,0,0,0,0,0,0,0,0,,10321,11067,6833,5782,4621,5511,10082,6434,6945,12175,,5,3,251,185,0,692,358,21,0,0
720219,"Ferro-manganese, containing by weight <= 2% carbon",0,0,0,0,0,0,0,0,0,0,,717,619,1246,756,858,1220,1101,1544,1363,1570,,18419,6901,8665,6189,3365,1032,941,1939,10315,7070
720230,Ferro-silico-manganese,0,0,0,824,290,0,0,0,0,0,,10647,2915,6838,4425,15695,63638,84551,50666,34513,123547,,110033,76281,112803,91283,93115,150675,165476,107881,66491,134971
720421,"Waste and scrap of stainless steel (excluding radioactive, and waste and scrap of batteries ...",0,0,0,0,0,0,0,219,112,0,,122304,69617,99995,83102,89396,106888,121179,117222,139818,237501,,660065,407353,455808,380039,214525,348904,377027,302429,335252,574672
720441,"Turnings, shavings, chips, milling waste, sawdust, filings, trimmings and stampings of iron ...",0,0,0,0,0,0,0,0,0,0,,128152,128880,115968,58061,49702,59289,65750,56738,59793,105940,,88551,17464,373,897,2615,1684,267,534,359,496
720690,"Iron and non-alloy steel, in puddled bars or other primary forms (excluding ingots, remelted ...",0,0,0,0,2,0,0,0,0,0,,281,442,721,915,1995,1510,5813,2130,307,202,,157,355,1423,819,554,749,1265,437,277,136
721310,"Bars and rods, hot-rolled, in irregularly wound coils of iron or non-alloy steel, with indentations, ...",0,0,0,0,0,0,0,0,0,0,,2569,475,3238,1636,1390,870,1789,60037,72983,234816,,8458,2638,2937,540,2,3,1,424,7,1309
721550,"Bars and rods, of iron or non-alloy steel, not further worked than cold-formed or cold-finished ...",0,0,0,0,0,0,0,0,0,0,,167061,165225,143913,86883,70022,76133,89093,70855,44533,146143,,2716,2855,2415,2800,2191,3691,5228,2482,1200,2022
721610,"U, I or H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn ...",0,0,0,0,0,0,0,0,0,0,,7372,5772,5873,2868,3152,3396,5836,3714,3574,3652,,31949,26747,30611,19805,7352,5583,14982,5934,4996,5174
721632,"I sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,0,0,0,0,0,,85838,82339,117587,89726,56427,46324,60451,59488,54813,80708,,17349,12118,14646,11230,9067,9356,10666,8139,10810,11986
721810,"Steel, stainless, in ingots and other primary forms (excluding waste and scrap in ingot form, ...",0,0,0,0,0,0,0,0,0,0,,4363,71975,3020,460,256,931,658,469,151,142,,470,1046,1734,590,707,1286,723,607,2063,458
720292,Ferro-vanadium,0,0,0,0,0,0,0,0,0,0,,31517,30352,20244,14318,18192,35177,38068,31351,11161,29627,,49821,58902,67320,55102,31462,41427,110480,64400,46493,67789
720839,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",3310,0,0,0,0,0,0,17,66,0,,1513779,1339184,1419505,1144617,1303917,1773489,1867650,1289415,1387035,2807680,,1388326,1173436,1029047,859060,873887,1160699,976675,1001801,745608,1329228
720926,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,78331,72990,63182,41918,35865,54114,56189,56595,39483,69245,,838,1195,2080,802,409,556,582,1066,496,526
710310,"Precious stones and semi-precious stones, unworked or simply sawn or roughly shaped, whether ...",0,0,0,1,0,0,16,0,0,0,,8602,11940,10358,16827,13539,13122,20730,10360,8349,16795,,673,435,321,411,162,238,204,144,150,497
710399,"Precious and semi-precious stones, worked, whether or not graded, but not strung, mounted or ...",12,0,0,0,0,0,0,0,0,0,,56,233,318,357,418,342,397,404,444,968,,2769,1727,1362,1633,1103,1249,1153,1151,1487,1556
710811,"Gold, incl. gold plated with platinum, for non-monetary purposes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,23,0,0,,162,255,256,429,482,569,735,458,78,210
711019,"Platinum, in semi-manufactured forms",0,0,0,0,0,0,0,0,0,0,,13748,17639,13253,14876,14063,35246,13852,15476,18290,41513,,37545,78679,30741,24671,19552,17203,23198,54565,141077,42759
700800,Multiple-walled insulating units of glass,0,0,0,0,0,0,0,0,0,0,,2118,2729,3898,4598,6072,7021,8265,12419,8487,15546,,2445,10973,9839,9434,7788,12777,17717,21462,11325,7931
701020,"Stoppers, lids and other closures, of glass",0,0,0,0,0,0,0,0,0,0,,558,477,513,755,705,517,665,676,795,1221,,2908,2626,4759,3771,3642,5962,6680,7085,8746,11251
701090,"Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used ...",0,0,0,10,31,0,0,1,0,0,,191779,250698,227927,132774,141939,157119,174428,212793,192407,231472,,23772,25396,32682,44800,61614,44449,47461,51415,57278,79933
701341,"Glassware of lead crystal, of a kind used for table or kitchen purposes (excluding articles ...""",0,0,0,0,0,0,0,0,0,0,,610,543,712,233,43,95,66,202,68,58,,99,96,86,91,48,19,14,39,28,47
701590,"Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, ...",0,0,0,0,0,0,0,0,0,0,,32,11,28,7,11,190,2,217,10,46,,750,2210,2154,1027,793,322,531,391,359,415
681091,"Prefabricated structural components for building or civil engineering of cement, concrete or ...",0,0,0,0,0,0,0,0,0,0,,119,345,338,1541,3401,6380,11980,9741,7754,8364,,488,914,2719,942,3009,6291,5449,2520,4224,5154
681189,"Articles of cellulose fibre-cement or the like, not containing asbestos (excluding corrugated ...",0,0,0,0,0,0,0,0,0,0,,68,48,11,0,40,28,12,2,5,8,,2854,3641,3886,1711,647,874,934,3806,527,801
690100,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ...",0,0,0,0,0,0,0,8,0,0,,3419,2470,1331,1833,1321,1559,2607,1691,1526,2585,,5220,4962,3729,4811,4966,7535,9685,4429,2531,2498
690220,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",0,0,0,0,0,0,0,0,0,0,,40922,34421,32013,18330,22517,21312,25325,28233,26500,28451,,49090,43314,68521,42116,79912,88617,85644,94278,76971,93383
690990,"Ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, ...",5,0,0,0,0,0,31,16,0,0,,25,78,8,7,81,60,26,14,20,22,,5367,5860,5541,5418,5643,4878,3490,3253,2542,3891
691010,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",0,0,0,0,0,0,0,0,0,0,,3428,3711,3566,2697,6551,12938,17359,18488,20606,23821,,84004,90239,116780,141691,149296,149625,160029,153519,138531,175994
691090,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",0,0,0,0,0,0,0,0,0,0,,17084,19315,20851,21527,26850,30678,27565,32362,31047,36554,,4218,4969,3427,2189,2429,1439,1240,1705,2432,2953
721041,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,51,333,488,209,257,655,268,675,188,953,,38,84,193,101,29,6,252,120,33,21
