Product code,Product label,India's imports from Viet Nam-Value in 2012,India's imports from Viet Nam-Value in 2013,India's imports from Viet Nam-Value in 2014,India's imports from Viet Nam-Value in 2015,India's imports from Viet Nam-Value in 2016,India's imports from Viet Nam-Value in 2017,India's imports from Viet Nam-Value in 2018,India's imports from Viet Nam-Value in 2019,India's imports from Viet Nam-Value in 2020,India's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
281810,"Corundum, artificial, whether or not chemically defined",0,0,0,0,0,0,0,2,0,0,,0,0,0,1,0,30,1,0,11,,,677,1192,540,1326,2650,1906,7601,6568,5928,7509
200811,"Groundnuts, prepared or preserved (excluding preserved with sugar)",0,0,0,0,0,0,0,0,0,0,,7350,6655,8007,6796,8732,8035,8811,9606,10220,7679,,89,1153,2076,1104,1642,1575,1553,1370,1391,2069
200860,"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,3,39,,2099,1990,1927,1249,937,1477,1037,889,732,1155
200880,"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,1,0,0,384,0,367,19,39,161,1386,,1549,1811,1795,1143,707,1056,1185,556,431,87
200921,"Grapefruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,37,0,39,1,104,80,40,,0,0,0,0,0,0,72,28,14,86
200979,"Apple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar or ...",0,0,2,0,0,0,0,0,0,0,,556,374,129,1185,113,90,26,29,135,456,,11743,8486,6935,5873,6650,9135,11965,16179,13742,18810
251690,"Porphyry, basalt and other monumental or building stone, whether or not roughly trimmed or ...",22,0,0,0,0,0,0,0,0,0,,3,4,11,73,123,0,12,3,0,520,,624,218,522,68,149,513,346,904,313,144
252321,"White portland cement, whether or not artificially coloured",0,0,0,0,0,0,0,0,0,0,,72,650,1064,2057,1046,17309,15088,679,878,2585,,2117,2186,1842,1690,1421,2025,7093,14930,15745,19811
252510,Crude mica and mica rifted into sheets or splittings,0,0,0,0,0,0,0,0,0,0,,7,0,2,0,2,1,41,1,5,,,134,154,251,292,470,671,602,856,678,1041
260112,Agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,0,0,,0,607,23,0,0,0,0,0,0,,,277142,93729,44865,64796,15860,83393,121513,6290,62673,11573
261310,Roasted molybdenum ores and concentrates,857,524,1289,158,659,1297,1257,815,0,0,,10084,11378,14530,11711,8632,11802,17354,9945,3412,56427,,131632,94760,141196,79483,78725,106047,182118,151979,100686,189227
262021,"Leaded gasoline sludges and leaded anti-knock compound sludges, obtained from storage tanks ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0
270300,"Peat, incl. peat litter, whether or not agglomerated",0,0,0,0,0,0,0,0,0,0,,8,30,17,0,0,0,19,0,3,21,,915,1225,880,11559,759,1560,1898,1775,2531,5616
270799,"Oils and other products of the distillation of high temperature coal tars; similar products ...""",46,0,0,0,0,0,0,0,0,0,,99,2,0,0,28,19,9,52,21647,43429,,23064,25683,31123,19382,19886,137951,144376,66153,148511,624946
271012,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume """"incl. ...""",0,0,0,0,0,0,0,0,0,0,,377012,205849,186721,159427,113685,158735,167158,131300,95821,390407,,0,1321496,929453,1923540,1450912,717450,1079458,1745225,1105493,1802279
271119,"Gaseous hydrocarbons, liquefied, n.e.s. (excluding natural gas, propane, butane, ethylene, ...",0,0,0,0,0,0,0,0,0,0,,7975,54605,259107,157719,117525,90405,185180,210691,114969,45513,,1109689,876380,874505,457331,747374,1047366,659808,457320,39917,62680
271121,Natural gas in gaseous state,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,0,0,1,12,,,0,0,0,6,1,0,0,0,0,0
271320,Petroleum bitumen,0,0,0,0,0,0,0,0,0,0,,0,0,0,914,491,918,1228,5708,6209,529,,49363,87435,223156,281576,209752,264221,307992,425819,493046,1008975
271390,Residues of petroleum oil or of oil obtained from bituminous minerals (excluding petroleum ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,401251,561946,587721,328314,243381,346753,483956,439287,205465,182340
280120,Iodine,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,0,0,0,7,,158169,132352,121372,83228,87514,90069,91181,115105,107481,111712
280421,Argon,0,0,0,0,0,0,0,0,0,0,,519,427,187,309,460,1793,1441,1306,16627,4553,,606,726,215,151,192,464,108,56,26,40
280490,Selenium,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,,,28372,19044,15290,10016,7823,7644,14082,9491,9268,9653
281000,Oxides of boron; boric acids,0,0,0,0,0,0,0,0,0,0,,98,48,15,61,3,4,5,1,0,3,,11093,12230,12601,11059,15024,6526,4479,3329,4259,6682
281112,"Hydrogen cyanide """"hydrocyanic acid""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,39
291735,Phthalic anhydride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,61701,75054,84085,64547,72804,111739,159032,156835,97146,154530
291910,"Tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,16,0,,,181,86,129,330,147,84,165,373,258,411
292019,"Thiophosphoric esters """"phosphorothioates"""" and their salts; their halogenated, sulphonated, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,32,0,0,19,,13131,19624,26819,6976,6353,9172,15724,7650,11888,12647
292023,Trimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,242,3924,0,0,1656
292090,"Esters of other inorganic acids of non-metals and their salts; their halogenated, sulphonated, ...""",0,0,0,0,0,0,0,0,0,0,,9,0,6,1,3,0,0,0,1,,,67427,74205,107008,104177,66001,68797,90901,95047,95717,86406
292111,"Methylamine, dimethylamine or trimethylamine and their salts",37,0,0,0,0,0,0,0,0,0,,0,3,3,0,0,0,0,0,0,,,57740,56007,61162,53064,46866,54475,74140,50434,75537,144985
292119,"Acyclic monoamines and their derivatives; salts thereof (excluding methylamine, dimethylamine, ...",0,0,0,0,0,0,0,0,0,0,,0,19,183,160,108,1,0,3,16,2,,25664,31918,35379,31679,30589,31053,45316,39338,50651,68617
292121,Ethylenediamine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,3,4,60,85,78,1,,46036,57234,78340,87119,72895,87616,99673,65030,55631,86789
292142,Aniline derivatives and their salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,57181,65872,66979,66588,54140,63610,85872,74122,78243,87942
292144,Diphenylamine and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,7,,51390,42333,43990,48226,35388,35207,28718,20318,17335,16818
292217,Methyldiethanolamine and ethyldiethanolamine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,325,2113,154,34,66
292219,"Amino-alcohols, their ethers and esters; salts thereof (other than those containing > one ...""",0,0,0,0,0,0,0,0,0,0,,246,38,0,2,1,0,8,15,105,16,,38205,42789,48204,47749,65106,81481,99409,96399,121528,141476
292221,Aminohydroxynaphthalenesulphonic acids and their salts,78,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,56740,103482,153477,90325,75802,77772,77143,79180,79556,78990
292244,"Tilidine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
292419,"Acyclic amides, incl. acyclic carbamates, and their derivatives, and salts thereof (excluding ...",48,0,0,0,0,0,0,0,0,0,,31,20,638,0,13,185,362,148,132,23,,45324,49289,60698,58502,48355,50246,75678,61714,64539,98882
292421,Ureines and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,2875,3549,3659,3464,7388,18202,29349,18367,10877,18597
292511,Saccharin and its salts,0,0,0,0,0,0,0,0,0,0,,0,1,3,1,3,2,67,0,1,5,,7946,8205,6911,7951,6988,10843,8333,7021,5643,5959
292620,"1-Cyanoguanidine """"dicyandiamide""""""""",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,,,65414,46302,45265,44190,43185,49340,73926,58509,68404,112958
292690,"Nitrile-function compounds (excluding acrylonitrile, 1-cyanoguanidine """"dicyandiamide"""", fenproporex ...""",528,0,0,0,0,0,0,0,0,0,,0,11,0,0,0,0,1,147,10,,,118183,100906,105696,108185,96212,103030,179167,248325,240946,262043
293030,"Thiuram mono-, di- or tetrasulphides",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,25,31,26,,,527,682,858,574,354,495,278,326,163,2396
293060,"2-(N,N-Diethylamino)ethanethiol",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1059,0,9,0
293133,Diethyl ethylphosphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,2,0,4,0
293221,"Coumarin, methylcoumarins and ethylcoumarins",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1512,0,0,0,0,0,0,0,0,0
293294,Safrole,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,26,0,0,0,0
293339,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyridine ring, ...",168,0,7,0,0,159,109,43,0,0,,11,11,2,84,529,44,76,36,176,162,,156591,183333,183203,193242,230542,273430,298180,267489,254101,252172
293621,"Vitamins A and their derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,323,2,7,5,315,1701,2457,1589,4155,186,,10718,8295,15488,7815,10597,7650,11748,25865,13798,26960
293712,"Insulin and its salts, used primarily as hormones",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,,38718,43754,39466,47180,36405,27981,31254,35313,31573,28048
293961,"Ergometrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,338,380,310,513,268,265,193,1115,324,1533
293979,"Vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,57,0,,,0,0,0,0,0,2301,3346,5458,5453,7266
293980,"Non-vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,18,0,0,,,0,0,0,0,0,2972,3026,3637,3327,1725
300120,"Extracts of glands or other organs or of their secretions, for organo-therapeutic uses",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1188,577,786,5,,101,3186,1139,905,500,1113,2675,1656,736,914
300219,"Immunological products, n.e.s. (code possibly empty, preceding subheadings seem exhaustive)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,75,39,13,57,,0,0,0,0,0,35318,51088,55369,57179,63474
300341,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
300360,"Medicaments containing any of the following antimalarial active principles: artemisinin """"INN"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
300410,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...""",0,0,0,0,0,0,17,0,0,0,,1631,2302,2985,3197,2176,2620,1988,2404,3058,894,,411469,184011,19322,21643,18513,16631,16612,16198,14703,3402
401011,"Conveyor belts or belting, of vulcanised rubber, reinforced only with metal",0,0,0,0,0,0,1,0,12,0,,3911,5972,3935,2151,2475,5664,5124,3317,3491,7664,,5974,13577,4613,4356,6991,10739,14779,14046,9024,10356
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, ...",0,0,12,1,5,1,4,4,6,0,,283,21,30,752,139,213,153,8,0,7,,3,13,30,14,10,16,12,11,13,2
440690,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated""""",0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,,,0,49,0,0,0,212,0,0,0,0
440710,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",0,18,46,27,0,0,0,0,0,0,,1535,349,649,599,369,331,0,0,0,,,62055,73276,74985,85529,77745,12650,0,0,0,0
440722,"Virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, of a thickness of > ...",0,0,0,0,0,0,0,0,0,0,,14,0,6,0,1,2,0,0,0,29,,85,108,961,934,4291,1624,7803,23601,17433,20518
440794,"Cherry """"Prunus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,42,157,35,,28,26,32,11,3,0,0,0,6,56
440796,"Birch """"Betula spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,10,63,5546,,0,0,0,0,0,0,0,32,113,64
460290,"Basketwork, wickerwork and other articles, made directly to shape from non-vegetable plaiting ...",6,1,0,0,0,0,0,0,0,0,,34213,36165,39568,43747,41858,44441,41614,53262,65116,82516,,297,58,0,0,0,0,0,0,0,0
470419,"Unbleached non-coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,315,214,56,0,0,72,0,0,0,0
470421,"Semi-bleached or bleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,59,,,323,236,66,18,72,145,142,233,214,356
470693,"Semi-chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1130,1314,0,,,182,16570,9820,15,91,85,137,156,100,118
480261,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,2,0,,218,218,311,570,756,759,629,859,867,381,,10753,7663,4187,4815,7683,20840,20374,19647,15112,13529
480441,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,75,6,0,3,5,7459,19510,27647,25144,15135,,3943,619,1295,5519,6693,6887,10749,9262,7362,7240
480519,"Fluting paper, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with ...",0,0,0,0,0,0,0,0,3,0,,156,111,67,27,507,37469,85534,89358,161840,145101,,3599,2515,3551,5731,4479,6871,4884,3714,1801,1723
401212,"Retreaded pneumatic tyres, of rubber, of a kind used on buses or lorries",0,0,0,0,0,0,0,0,0,0,,71,132,20,41,13,16,25,1,33,5,,404,1,0,4,0,0,414,0,0,16
401290,"Solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber",0,0,1,0,0,0,0,0,0,0,,3078,2872,2801,2665,12397,35428,46413,44174,49148,58430,,3465,3867,4452,5916,6466,4139,3868,3467,2500,2611
401610,"Articles of cellular rubber, n.e.s.",0,0,0,0,0,0,3,0,0,0,,938,1734,2661,3112,2249,3517,2434,2712,2450,3474,,2188,752,896,708,1069,1157,2086,2225,1521,2436
401692,"Erasers, of vulcanised rubber (excluding hard rubber), conditioned (excluding those simply ...",0,0,3,2,0,0,0,0,0,0,,6,11,47,14,31,42,96,478,244,435,,945,784,1170,1374,1649,1842,2136,2063,1224,1560
410120,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, ...""",6,71,56,32,0,2,125,0,0,0,,35,92,26,7,84,171,116,32,1,2,,14015,12162,10886,5491,5116,12205,7769,8241,2063,1569
410330,"Raw hides and skins of swine, fresh, or salted, dried, limed, pickled or otherwise preserved, ...",25,0,0,0,43,0,0,0,0,0,,0,0,73,0,0,1,24,0,0,,,1780,2122,3535,782,1599,1570,1108,88,0,0
410691,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,0,8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,25038,27614,27493,23434,21066,1195,138,2672,839,485
420239,"Wallets, purses, key-cases, cigarette-cases, tobacco-pouches and similar articles of a kind ...",1,6,0,1,0,0,19,0,0,0,,27218,43068,68812,96331,131989,126143,115442,119555,70404,1974,,661,619,1072,543,951,2592,2687,3224,1452,1251
420329,"Gloves, mittens and mitts, of leather or composition leather (excluding special sports gloves)",14,52,4,8,26,2,4,3,0,0,,7900,8823,7422,9153,10833,7217,12990,16506,15537,26378,,2048,1121,1090,2308,1652,1147,1791,732,780,1464
430180,"Raw furskins, whole, with or without heads, tails or paws (excluding those of mink, lamb - ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,105,45,44,49,25,1,8,317,0,0
440111,"Fuel wood, in logs, billets, twigs, faggots or similar forms, coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,101,16,3,34,,0,0,0,0,0,15,109,61,21,28
440326,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is <15 cm, whether ...",0,0,0,0,0,1478,178,0,0,0,,0,0,0,0,0,0,6,9,0,120,,0,0,0,0,0,2335,424,412,91,41
440392,"Beech """"Fagus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,4642,9379,6151,5201,5098,531,0,0,0,0
440394,"Beech """"Fagus spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1788,2704,2759,1516,651
392530,"Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics ...",1,0,1,0,0,0,0,0,0,0,,9367,7909,8842,9582,17806,20188,50686,102988,151586,174016,,4392,3657,3764,4520,3329,3412,4085,4138,2521,4133
392061,"Plates, sheets, film, foil and strip, of non-cellular polycarbonates, not reinforced, laminated, ...""",50,0,27,21,0,0,0,22,32,0,,27,10,81,382,772,664,1173,2293,4362,7065,,22830,23472,24735,22955,19781,21477,21154,21347,14379,19092
392091,"Plates, sheets, film, foil and strip, of non-cellular poly""""vinyl butyral"""", not reinforced, ...""",0,440,0,0,0,0,0,0,0,0,,66,279,185,335,235,259,226,182,19,1422,,30553,37168,38282,39178,39626,45564,55224,45492,32982,49412
392093,"Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, ...",4,0,0,0,0,0,0,0,0,0,,0,1,0,1,1,0,11,99,2,53,,48,313,235,141,465,265,55,15,22,12
390920,"Melamine resins, in primary forms",0,0,0,18,0,0,59,33,0,0,,1048,1643,1777,1128,720,750,585,520,526,1856,,19339,19809,21404,20827,21878,25048,29309,26786,18219,31405
380894,"Disinfectants, put up in forms or packings for retail sale or as preparations or articles (excl. ...",0,0,0,0,0,0,0,0,6,0,,1184,1866,2929,2544,2778,2632,2744,2745,28722,17811,,3440,4406,4808,4610,4962,5954,10077,6221,6464,6199
381230,Anti-oxidising preparations and other compound stabilisers for rubber or plastics,214,0,5,6,0,30,0,0,0,0,,6481,9501,8317,8023,10650,11040,0,0,0,2,,153290,166702,168689,155017,160390,40683,0,0,0,0
381900,Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ...,0,0,0,0,0,0,0,0,0,0,,2,11,1,2,44,12,23,6,25,129,,12216,10903,11763,15451,12764,11466,15274,14482,10314,12992
382488,"Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,250,77,32,100,167
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,0,67,10,0,0,,0,0,0,0,0,0,2,2,0,429,,0,0,0,0,0,6035,9768,5911,8762,6007
382590,"Residual products of the chemical or allied industries, n.e.s. (excluding waste)",0,0,0,0,0,0,0,0,0,0,,240,26,72,251,115,275,62,0,2,2548,,38,28,40,69,96,624,712,498,217,0
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,308,1646,722,2301,4419,16487,4393,825,1476
340590,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular ...",0,2,1,0,0,0,1,0,0,0,,111,451,704,607,576,602,454,809,589,1013,,8950,10904,11961,10739,10622,10619,12683,13881,11242,16412
350211,"Egg albumin, dried """"e.g. in sheets, scales, flakes, powder""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,104,0,0,62,0,0,,,1,1,13,48,13,0,76,702,184,447
350290,"Albumins, albuminates and other albumin derivatives (excluding egg albumin and milk albumin ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,1,0,0,1,,3533,2163,4351,2648,2932,1381,1179,2251,1356,1974
360500,Matches (excluding pyrotechnic articles of heading 3604),0,0,0,0,0,0,0,0,0,0,,217,206,227,13,0,0,0,0,0,7,,2,1,0,0,0,0,9,4,100,0
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,36610,33163,27391,17711,10357,7861,10777,6586,7474,7375
370242,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,27,,9133,1144,6805,7843,6572,6245,4958,3751,2087,1138
370244,"Photographic film """"incl. instant print film""""m, sensitised, in rolls, unexposed, without ...""",0,0,0,0,0,0,0,0,0,0,,32,0,0,24,18,0,0,5,11,7,,7978,4587,2076,3547,3509,3927,5361,5808,5334,6837
370390,"Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography ...",0,0,0,0,0,0,0,0,0,0,,25,0,3,3,3,0,41,0,2,17,,5597,181,275,263,279,566,530,268,66,94
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",0,0,0,0,0,0,0,0,0,0,,11,18,5,2,0,0,37,0,0,117,,312,191,171,166,149,207,127,38,23,56
370510,"Photographic plates and film, exposed and developed, for offset reproduction (excluding products ...",0,0,0,0,0,0,0,0,0,0,,0,0,4,0,0,3,0,0,0,,,69,0,178,0,0,0,0,0,0,0
370690,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,392,151,36,0,18,5,103,7,29,24
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,252,363,203,27,0,0,0,0,0,0,,5556,5838,1467,3066,2161,2968,3184,2001,282,102,,2813,6317,12170,4437,3558,5135,3321,3775,1876,2413
40110,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,325,349,844,648,143,10,19,578,702,3,,0,0,10,0,0,0,9,0,5,0
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened",0,0,0,0,0,0,0,0,0,0,,41377,48070,33691,189,34612,37314,65802,55114,53493,82,,0,0,0,79,120,0,97,16,277,76
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",0,0,0,0,0,0,0,0,0,0,,269,302,553,18,1722,332,2177,3638,5121,,,1,13,4,0,0,0,3,3,0,0
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excluding those used for ...",0,0,0,0,0,0,0,0,0,0,,36,5,24,21,1,21,0,4,71,5,,2643,2427,1518,1163,1184,1067,898,1127,377,696
60120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory ...",0,0,0,0,0,0,0,0,0,0,,132,105,133,11,36,81,152,45,73,95,,1697,2226,2654,3501,3819,3793,3611,3189,1786,2303
80521,Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,105,247,444,92,,0,0,0,0,0,950,1948,2283,1909,4620
80540,Fresh or dried grapefruit,0,0,0,0,0,0,4,0,0,0,,3302,1451,1639,854,1430,3914,4759,4717,14462,9379,,54,45,30,167,261,350,484,423,133,259
80719,Fresh melons (excluding watermelons),0,0,0,0,0,0,0,0,0,0,,70,5,4,18,301,205,355,270,494,528,,44,174,159,284,304,514,295,296,118,78
80830,Fresh pears,0,0,0,0,0,0,0,0,0,0,,131,166,74,99,11,18,28,53,85,103,,0,9860,15460,20708,27648,18450,21854,22602,20501,26678
81070,Fresh persimmons,0,0,0,0,0,0,0,0,0,0,,168,61,19,69,0,0,0,14,79,90,,0,0,0,0,0,86,97,203,130,100
60314,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,1,0,0,0,0,0,,12997,15949,17839,20645,25274,25322,31183,37979,38412,46429,,11,27,20,40,67,32,41,56,5,0
60410,"Mosses and lichens for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
70110,Seed potatoes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,13,0,0,1,0,0,0
70690,"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excluding ...",0,0,0,0,0,0,0,0,0,0,,1035,1153,1291,1147,1544,1728,2315,3096,3209,1875,,8,110,3,21,10,11,25,42,36,45
70920,Fresh or chilled asparagus,0,0,0,0,0,0,0,0,0,0,,20,84,3,46,34,13,2,39,15,7,,130,153,278,552,530,619,867,1893,659,962
71339,"Dried, shelled beans """"Vigna and Phaseolus"""", whether or not skinned or split (excluding beans ...""",0,0,0,0,0,0,0,362,0,0,,0,5,0,0,16,614,1064,101,543,730,,110437,83691,63246,60773,60164,52731,8771,21622,13477,4875
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",0,0,0,0,0,0,0,0,0,0,,12732,16307,19051,24374,61708,85699,62370,42039,61586,37465,,0,0,0,0,0,0,0,10,0,68
80121,"Fresh or dried brazil nuts, in shell",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,,0,0,0,16,0,0,0,0,83,0
80122,"Fresh or dried brazil nuts, shelled",0,0,0,0,0,0,0,0,0,0,,138,9,0,0,0,0,9,1,1,168,,8,0,5,0,0,0,0,0,0,0
