Product code,Product label,United States of America's imports from Saudi Arabia-Value in 2012,United States of America's imports from Saudi Arabia-Value in 2013,United States of America's imports from Saudi Arabia-Value in 2014,United States of America's imports from Saudi Arabia-Value in 2015,United States of America's imports from Saudi Arabia-Value in 2016,United States of America's imports from Saudi Arabia-Value in 2017,United States of America's imports from Saudi Arabia-Value in 2018,United States of America's imports from Saudi Arabia-Value in 2019,United States of America's imports from Saudi Arabia-Value in 2020,United States of America's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
960350,"Brushes constituting parts of machines, appliances or vehicles",0,0,0,0,0,0,0,0,0,0,,0,0,0,38,105,3,126,0,0,0,,70101,73982,83854,82529,74707,88297,88296,103077,105373,124163
960621,"Buttons of plastics, not covered with textile material (excluding press-fasteners, snap-fasteners, ...",0,0,0,0,0,0,0,0,0,0,,29,0,0,2,0,1,0,0,0,0,,13148,13704,13437,14386,9004,8239,9159,7817,7783,8442
960990,"Pencils, pastels, drawing charcoals, writing or drawing chalks and tailors' chalks",0,0,0,0,0,0,0,0,0,0,,599,312,168,520,33,117,75,0,0,0,,100995,103795,115507,109788,115731,99348,93351,86109,92047,119057
961390,"Parts of lighters, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,95,0,5,0,0,0,,16701,16913,17707,17672,16245,14164,18411,24736,22075,34563
901480,"Navigational instruments and apparatus (excluding for aeronautical or space navigation, compasses ...",0,0,0,0,5,40,0,49,0,0,,0,200,41,1104,218,75,829,0,0,0,,235236,236285,228810,268067,216851,338552,422330,380160,399740,434328
901530,Levels,0,0,0,0,0,0,0,0,0,0,,142,0,755,373,48,16,68,0,0,0,,19890,13495,23457,24129,26739,32764,28809,20980,20921,24511
901710,"Drafting tables and machines, whether or not automatic (excluding units for automatic data-processing ...",0,0,0,0,0,0,0,0,0,0,,200,0,0,50,190,26,91,0,0,0,,2278,2384,2707,3176,6005,5166,7259,5773,6265,4709
901839,"Needles, catheters, cannulae and the like, used in medical, surgical, dental or veterinary ...",7,0,0,0,0,0,0,76,0,0,,2066,2217,3421,3883,3066,2357,3134,5160,193,668,,2973953,3213514,3385175,3933251,4692793,5018063,5342525,6195258,5562266,6727084
902212,Computer tomography apparatus,0,0,0,0,0,0,0,0,0,0,,697,66,371,1370,393,327,714,0,0,0,,358532,452242,535953,593326,584543,590250,669026,697641,590844,758006
902214,"Apparatus based on the use of X-rays, for medical, surgical or veterinary uses (excluding for ...",0,0,0,0,0,0,0,0,0,0,,1198,130,208,721,542,37,391,0,0,62,,1102828,918719,1018911,1058445,1090554,1165847,1349808,1406365,1225114,1424107
902229,"Apparatus based on the use of alpha, beta, gamma or other ionising radiation (other than for ...",0,0,0,0,0,0,36,13,0,0,,84,0,457,1751,521,66,858,0,0,0,,157814,163804,194580,196888,215554,222777,238489,250191,219357,221350
900710,Cinematographic cameras,0,0,0,0,3,0,0,0,0,0,,0,57,36,225,1313,230,1342,0,0,0,,5035,16587,28925,14087,25606,24229,16561,38996,5072,7035
853321,Fixed electrical resistors for a power handling capacity <= 20 W (excluding heating resistors),0,0,0,0,0,0,0,0,0,0,,0,0,0,2,1,2,66,0,0,0,,288226,340974,338565,341033,358513,378607,477767,391799,349639,492343
850870,"Parts of vacuum cleaners, dry cleaners and wet vacuum cleaners, n.e.s.",0,0,0,0,0,0,0,0,0,0,,310,0,0,150,348,432,78,0,0,13,,120788,121202,120713,136115,120105,146260,153796,143350,121933,156016
851822,"Multiple loudspeakers, mounted in the same enclosure",0,0,0,0,0,0,0,0,0,0,,48,242,0,71,245,109,327,0,0,0,,1105999,1232040,1432473,1510582,1346560,1259206,1175246,1388168,1865254,2350891
852190,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding ...",0,0,0,9,10,9,0,0,0,0,,375,113,230,185,5820,268,132,0,0,0,,1782609,1654187,1401031,1417124,1327749,1262150,1008209,826507,612221,656925
870870,"Road wheels and parts and accessories thereof, for tractors, motor vehicles for the transport ...",64,0,0,0,0,0,4,3,0,0,,101,536,419,501,234,254,184,7,0,0,,3391108,3430562,3848080,4314409,4190768,4260337,4665225,4107986,3655401,4879561
870893,"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, ...",0,32,0,0,0,0,0,0,0,0,,659,1004,617,325,625,84,407,0,0,0,,1363603,1393556,1452521,1382374,1307178,1341106,1435780,1455462,1171143,1475624
870990,"Parts of self-propelled works trucks, not fitted with lifting or handling equipment, of the ...",0,0,0,0,0,0,0,0,0,0,,186239,162578,339,56118,131296,106532,104713,98,43,1,,299304,246560,209656,191168,182828,182222,221545,193807,153113,184177
871160,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with electric motor for ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,150468,581509,808847,1107419,1255522
871200,"Bicycles and other cycles, incl. delivery tricycles, not motorised",0,0,3,0,0,0,0,0,0,0,,537,155,774,550,608,414,889,0,0,3,,1655041,1518500,1554409,1724091,1465926,1421465,1597787,1285776,1499491,2151938
871390,"Carriages for disabled persons, motorised or otherwise mechanically propelled (excluding specially ...",0,0,0,0,0,0,0,0,0,0,,0,111,59,14,8,24,28,0,0,0,,134063,103490,119263,130339,131308,149051,146635,158489,123972,137195
871492,"Wheel rims and spokes, for cycles (excluding for motorcycles)",0,0,0,0,0,0,0,0,0,0,,0,90,203,398,597,211,193,474,245,0,,25326,24427,22574,25782,21200,21993,25889,22257,23145,39605
871494,"Brakes, incl. coaster braking hubs and hub brakes, and parts thereof, for cycles (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,3,14,3,0,0,0,,48712,40129,42565,38572,35085,42403,46341,52830,49045,82364
871620,Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,0,0,0,0,0,0,0,0,0,0,,118,210,852,99,27,22,476,0,0,16,,16305,20593,28206,33320,28762,27169,30646,45704,44702,42225
871631,"Tanker trailers and tanker semi-trailers, not designed for running on rails",0,0,0,0,0,0,0,0,0,0,,2037,4143,2747,8191,7564,5556,6048,1707,2138,2844,,153275,89818,176674,179111,93641,146075,208893,235895,155360,198666
890690,"Vessels, incl. lifeboats (excluding warships, rowing boats and other vessels of heading 8901 ...",0,0,0,0,0,104,0,0,0,0,,710,93,700,1121,158172,507025,677174,0,0,0,,52537,53514,58306,74650,35324,65865,56889,69040,29102,32162
900110,"Optical fibres, optical fibre bundles and cables (excluding made up of individually sheathed ...",0,0,0,0,0,52,6,0,0,0,,0,0,0,2,101,4,861,44,45,0,,134247,92268,123633,165864,172243,176562,204422,183177,190203,226728
900120,Sheets and plates of polarising material,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,37803,22536,20924,21686,22505,27557,28114,21003,25854,35096
902810,"Gas meters, incl. calibrating meters therefor",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,5,25,0,0,0,0,,33068,41039,37556,38910,26810,34610,37809,55219,57566,58302
902920,"Speed indicators and tachometers, stroboscopes",0,0,0,0,0,0,0,14,0,0,,274,0,216,14,34,22,97,0,0,0,,1157561,1245857,1402846,1545915,1543282,1446488,1434710,1438886,1218327,1238887
902990,"Parts and accessories for revolution counters, production counters, taximeters, milometers, ...",0,0,0,0,0,46,0,0,0,0,,0,0,101,0,36,211,5,0,0,0,,217784,293106,318057,247190,252230,228048,223551,206621,175891,200042
903020,Oscilloscopes and oscillographs,0,27,0,0,0,0,0,0,0,0,,551,312,306,953,203,344,351,0,0,0,,173621,176921,186135,181613,155082,152128,187114,183028,157501,176413
910119,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,5272,0,678,44,425,1338,0,0,0,0,,1370,1083,1567,1454,1610,1818,2042,858,881,1458
910400,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ...",0,0,0,0,0,0,0,0,0,0,,59,0,0,0,1,102,5,0,0,0,,41412,43871,39840,32408,32979,34913,29989,28485,13932,12957
910529,Wall clocks (excluding electrically operated),0,0,0,0,0,0,0,0,0,0,,32,0,0,33,243,106,228,0,0,0,,15612,15751,15600,18032,16179,15719,19304,14129,7462,9712
910811,"Watch movements, complete and assembled, electrically operated, with mechanical display only ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,112,20,0,0,0,0,,12660,12967,14017,14085,8447,10907,10448,6681,3726,5262
911019,Rough clock movements,0,0,0,0,0,0,0,0,0,0,,0,0,0,81,0,0,0,0,0,0,,294,474,392,941,1315,983,1350,981,583,960
911090,"Complete, unassembled or partly assembled clock movements """"movement sets""""; incomplete clock ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,17,0,1,39,0,0,0,,365,624,854,932,922,920,907,842,685,606
911110,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of precious ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,519,489,825,965,4182,7052,8318,8357,5370,6330
911190,"Parts of cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,0,0,0,0,0,,6254,7597,8798,9833,8994,8743,8988,8908,8462,12752
920790,"Accordions and musical instruments without keyboards, the sound of which is produced, or must ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,8,10,53,11,0,0,0,,245992,230385,245835,232184,237255,243803,261214,294403,274335,385052
920890,"Fairground organs, mechanical street organs, mechanical singing birds, musical saws and other ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,0,0,0,0,0,,12193,12921,13742,13128,12460,9801,11113,8832,6886,9696
930120,Rocket launchers; flame-throwers; grenade launchers; torpedo tubes and similar projectors,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,19420,3434,13506,11954,1925,2654,1916,1761,3465,2056
930330,"Sporting, hunting and target-shooting shotguns with one or more rifled bores (other than spring, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,214197,283740,196117,162683,170164,144181,149614,165778,192889,269309
930599,"Parts and accessories for weapons and the like of heading 9303 or 9304, n.e.s. (excluding of ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,90190,83975,64747,50950,42925,46485,47691,51627,62312,103759
930621,Cartridges for smooth-barrelled shotguns,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,21478,63893,83259,53477,45033,31015,28347,22822,38756,112608
940130,"Swivel seats with variable height adjustments (excluding medical, surgical, dental or veterinary, ...",0,4,0,0,0,0,0,0,0,0,,0,38,0,88,63,139,151,0,0,5,,940742,1014184,1088047,1141221,1116008,1170843,1285304,1208954,1491407,1643739
940159,"Seats of cane, osier or similar materials (excluding of bamboo or rattan)",0,0,0,0,0,0,0,0,0,0,,0,84,0,136,1,35,15,0,0,6,,15433,22166,19579,22157,24157,11394,11503,10944,12966,23617
940290,"Operating tables, examination tables, and other medical, dental, surgical or veterinary furniture ...",0,0,0,0,0,0,0,0,0,0,,637,477,993,771,402,285,708,12,136,20,,829008,808289,802995,839318,814571,878179,917455,1021025,1036607,1176598
940370,"Furniture of plastics (excluding medical, dental, surgical or veterinary, and seats)",10,0,0,7,0,0,0,1,0,0,,100,92,128,161,1835,3477,5513,76,77,54,,447311,502586,569943,745622,1045936,1181568,1123150,949215,864996,992793
940382,"Furniture of bamboo (excl. seats and medical, surgical, dental or veterinary furniture)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,34054,36417,29452,41891,45326
852713,"Radio-broadcast receivers capable of operating without an external source of power, combined ...",0,0,0,0,0,0,0,0,0,0,,0,0,36,1,72,4,137,0,0,0,,526666,382271,267314,209572,167245,150278,117663,113394,134900,207273
852729,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,13,2,21,57,0,0,0,,64251,67701,71782,65543,97481,102464,229132,222407,228452,331935
852799,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",0,0,0,0,0,0,0,0,0,0,,85,0,0,117,20,324,1665,0,0,0,,207749,163893,121849,109458,97102,103121,90249,110337,118336,136898
852852,Monitors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,6,0,0,11,0,,0,0,0,0,0,0,0,0,0,11,,0,0,0,0,0,5496265,5651546,6124508,5849909,7833725
852861,Projectors of a kind solely or principally used in an automatic data-processing machine of ...,0,0,0,0,0,0,0,0,0,0,,647,168,276,293,622,1190,65,0,0,0,,79356,109010,82173,56563,29231,0,0,0,0,0
853090,"Parts of electrical signalling, safety or traffic control equipment, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,14,386,5,100,0,0,0,,157689,164051,179742,163525,165596,189210,201729,187023,158202,178054
851230,Electrical sound signalling equipment for cycles or motor vehicles,0,0,0,0,0,0,0,0,0,0,,0,0,93,814,1279,50,67,0,0,0,,222609,249691,267557,258213,262488,255008,231684,173066,153521,195368
851420,Furnaces and ovens functioning by induction or dielectric loss,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,263,42,27,0,0,0,,53099,62601,64495,80638,79961,63303,84251,76746,55128,32608
851511,"Soldering irons and guns, electric",0,0,0,0,0,0,0,0,0,0,,50,0,0,10,34,93,31,0,0,0,,27168,24821,29398,25465,22999,23365,23099,23710,26855,30092
851680,Electric heating resistors (excluding those of agglomerated coal and graphite),0,0,0,0,0,0,0,0,0,0,,0,417,1374,23,36,37,36,0,0,0,,455585,486298,514037,570997,532731,563472,653804,673250,638906,781796
847029,"Electronic calculating machines not incorporating a printing device, with mains connection ...",0,0,0,0,0,0,0,0,0,0,,0,1140,540,485,24,464,103,0,0,0,,7110,7825,5507,5345,4044,3893,4387,1681,877,1095
850630,Mercuric oxide cells and batteries (excluding spent),0,0,0,0,0,0,0,0,0,0,,3433,1227,672,451,295,953,6604,7044,0,1,,356,425,382,625,476,670,767,732,452,937
853922,Filament lamps of a power <= 200 W and for a voltage > 100 V (excluding tungsten halogen filament ...,0,0,0,0,0,0,0,0,0,0,,125,114,0,148,77,195,61,17,0,0,,400480,381737,269389,248015,229571,174168,145187,122388,127086,129921
854011,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, colour",0,0,0,0,0,0,0,0,0,0,,0,0,0,11,169,1,0,0,0,0,,453,116,124,114,570,209,1182,179,0,18
854130,"Thyristors, diacs and triacs (excluding photosensitive semiconductor devices)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,72,68,62,0,0,0,,136023,182012,135971,144621,93491,102393,106591,85324,64340,74252
854160,Mounted piezoelectric crystals,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,9,18,28,0,0,0,,395501,443448,482074,473702,505552,417166,362240,265379,328184,346758
854231,"Electronic integrated circuits as processors and controllers, whether or not combined with ...",3,24,8,6,0,20,6,28,5,0,,1447,3706,7401,6518,16996,11476,4695,1788,1623,262,,14982331,16865818,17807569,18228174,20936555,21096526,21617960,21568402,21399322,27551320
854610,Electrical insulators of glass (excluding insulating fittings),0,0,0,0,0,0,0,0,0,0,,0,0,0,17,1,1,0,21,36,0,,27660,33705,33304,26503,32124,34256,34295,22734,30802,26920
854710,"Insulating fittings for electrical purposes, of ceramics",0,0,0,0,0,0,0,0,0,0,,0,0,48,4,34,3,0,0,0,0,,48638,50094,52282,50841,38294,43440,45064,53040,57093,68853
854810,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,37146,34347,33057,33519,29615,21983,19969,22888,27675,31309
860110,Rail locomotives powered from an external source of electricity,0,0,0,0,0,0,0,0,0,0,,0,3548,0,0,76,197,0,0,0,0,,1200,0,0,0,0,0,0,0,0,288
860400,"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, ...",0,0,0,0,0,0,0,0,0,0,,2873,0,348,712,3338,15,1577,0,204,0,,47349,23227,19828,8980,10387,19720,14604,13324,5205,21262
860610,Railway or tramway tank wagons and the like (excluding self-propelled),0,0,0,0,0,0,50,0,0,0,,0,28,0,0,3,91,136,0,0,0,,0,1410,31623,0,15,0,98,117,17,17
860691,"Railway or tramway goods vans and wagons, covered and closed (excluding self-discharging goods ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,20,0,7,4,0,0,0,,9,0,0,10,2509,55038,97045,12233,154,32702
860719,"Axles, for electrical purposes, and wheels and parts thereof for railway or tramway locomotives ...",0,0,11,0,0,0,0,0,0,0,,0,563,42,17,126,747,2321,0,0,51,,428484,439136,578571,791594,365673,340024,420112,395118,288373,288224
870190,"Tractors (excluding those of heading 8709, pedestrian-controlled tractors, road tractors for ...",0,0,0,0,0,0,0,0,0,0,,393,1145,1073,483,667,0,0,0,0,0,,2961701,3102089,3297603,3357144,2866596,0,0,0,0,0
870350,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,317,328,1001,407,640
844120,"Machines for making bags, sacks or envelopes out of paper pulp, paper or paperboard (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,10,1,0,385,0,0,27,,26404,17703,31543,35438,31547,31702,46398,26268,33402,38045
844240,"Parts of machinery, apparatus and equipment for preparing or making printing blocks, plates, ...",0,0,0,0,0,0,0,0,0,0,,93,82,0,532,607,1400,310,0,0,0,,25822,23865,22229,30888,23687,30821,26277,22052,18634,20460
844712,"Circular knitting machines, with cylinder diameter > 165 mm",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,11630,14566,10153,13029,11718,12485,9616,5684,7932,10341
844790,"Machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines ...",0,0,0,0,0,0,0,0,0,0,,187,31,120,65,16,105,12,0,0,1,,83367,90507,101237,115590,117541,116480,137953,132553,100380,156940
844833,"Spindles, spindle flyers, spinning rings and ring travellers, for machines of heading 8445",0,0,0,0,0,0,0,0,0,0,,0,0,0,38,0,0,4,0,0,1,,2185,2194,2413,3070,2462,2777,3115,3123,2022,3311
844859,"Parts and accessories of machines of heading 8447, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,9,0,0,0,0,0,,30805,34039,33585,34723,33588,33646,36314,32542,27158,36796
845011,"Fully-automatic household or laundry-type washing machines, of a dry linen capacity <= 6 kg",0,0,27,7,0,0,0,0,0,0,,161,117,29,8,16,328,15,0,0,0,,301693,183098,195170,225079,252153,292893,254401,316793,407613,382188
845190,"Parts of machines for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, ...",2,0,0,0,0,0,0,0,0,0,,0,50,35,33,939,95,357,0,0,19,,83560,82184,82444,74876,75999,92995,90049,88423,90566,127914
845320,"Machinery for making or repairing footwear of hides, skins or leather (excluding sewing machines)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,25,16,0,0,0,,4688,4903,5103,7788,7061,4945,5022,4816,4641,4510
845490,"Parts of converters, ladles, ingot moulds and casting machines of a kind used in metallurgy ...",0,0,0,0,0,0,0,0,0,0,,27,0,0,88,18,42,47,0,0,0,,286501,286637,275803,293089,271090,268933,300860,281912,270243,287630
845521,Hot or combination hot and cold metal-rolling mills (excluding tubes mills),0,0,0,0,0,0,0,0,0,0,,0,154,122,49,97,14,5,0,0,0,,3849,7305,13239,7844,15658,3011,29967,8719,12101,8998
845891,"Lathes, incl. turning centres, for removing metal, numerically controlled (excluding horizontal ...",0,0,0,0,0,0,0,0,0,0,,106,0,0,0,0,3,31,0,0,0,,321812,194642,190141,176351,130071,157791,165146,161882,135340,150606
845910,"Way-type unit head machines for drilling, boring, milling, threading or tapping metal",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,316,0,0,0,,1128,1716,2735,1215,3136,2774,9239,8548,6526,8979
845929,"Drilling machines for working metal, not numerically controlled (excluding way-type unit head ...",0,0,0,0,0,0,0,200,0,0,,507,334,358,185,78,226,434,0,0,0,,25147,30405,32083,27216,34410,37302,33880,32212,28211,30975
845931,"Boring-milling machines for metals, numerically controlled (excluding way-type unit head machines)",0,0,0,0,0,0,0,0,0,0,,212,0,0,6,0,33,36,0,0,0,,137318,135606,125027,152125,99703,100292,91226,119891,85042,84138
846021,"Grinding machines, for working metal, in which the positioning in any one axis can be set up ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,219453,243266,247465,199518,175465,0,0,0,0,0
846039,"Sharpening """"tool or cutter grinding"""" machines, not numerically controlled""""",0,0,0,0,0,0,0,0,0,0,,0,400,0,160,13,11,12,0,0,0,,18012,19295,21412,17677,19937,16647,19725,19370,16309,24007
846510,"Machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,10,4,8,87,0,0,0,,105141,80129,120089,69970,77895,91878,114805,107570,78238,118670
846719,"Pneumatic tools for working in the hand, non-rotary type",0,5,0,0,0,0,3,0,0,0,,2259,1623,1225,2178,2314,1225,1746,121,0,3,,283480,270507,313901,372321,354512,388120,390102,365037,410562,456333
843230,"Seeders, planters and transplanters for use in agriculture, horticulture and forestry",0,0,0,0,0,0,0,0,0,0,,34,0,0,37,0,25,34,0,0,0,,212373,228615,207634,71382,54300,0,0,0,0,0
843240,"Manure spreaders and fertiliser distributors for use in agriculture, horticulture and forestry",0,0,0,0,0,0,0,0,0,0,,32,66,125,13,153,0,0,16,0,0,,42976,42597,55886,58749,51689,0,0,0,0,0
843353,Root or tuber harvesting machines,0,0,0,0,0,0,0,0,0,0,,0,30,0,24,0,0,0,0,0,0,,4310,7178,8617,11135,9585,9966,9743,11454,10806,17544
843359,"Harvesting machinery for agricultural produce (excluding mowers, haymaking machinery, straw ...",0,0,0,0,0,0,0,0,0,0,,257,305,170,132,81,20,21,0,0,0,,248983,348250,345073,282768,320288,270584,219771,243643,262168,314460
843360,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,14,77,7,0,0,0,2,,60675,98452,72006,86476,87368,73856,96199,103586,118713,118511
843710,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables",0,0,0,0,0,0,0,0,0,0,,0,0,49,12,90,14,23,0,5,12,,19419,26488,31597,26175,36302,28766,38426,33228,30620,43052
