Product code,Product label,Viet Nam's imports from China-Value in 2012,Viet Nam's imports from China-Value in 2013,Viet Nam's imports from China-Value in 2014,Viet Nam's imports from China-Value in 2015,Viet Nam's imports from China-Value in 2016,Viet Nam's imports from China-Value in 2017,Viet Nam's imports from China-Value in 2018,Viet Nam's imports from China-Value in 2019,Viet Nam's imports from China-Value in 2020,Viet Nam's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
610899,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",1,1,151,18,42,130,107,2,5,,,6420,3429,5910,12143,12038,10251,9506,6480,4064,3419,,6,16,171,59,76,147,116,14,37,47
610990,"T-shirts, singlets and other vests of textile materials, knitted or crocheted (excluding cotton)",1200,1521,2216,2331,3869,4567,7602,7089,7732,,,3794415,4701628,5328200,4982465,4386915,4195984,4137774,3677689,3092265,3879118,,3188,3756,8842,9123,16182,11143,14432,21721,21882,22444
611012,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of hair of Kashmir """"cashmere"""" ...""",162,127,73,107,290,160,72,62,15,,,555677,637329,619275,493303,464592,534892,558718,547571,437513,547511,,252,244,170,183,445,410,467,545,511,2184
611120,"Babies' garments and clothing accessories of cotton, knitted or crocheted (excluding hats)",16,106,115,107,155,76,124,259,793,,,1961926,2078459,2156071,2038333,1877556,1876089,1836783,1643464,1309094,1524752,,170,324,250,332,1024,1111,1182,1343,2143,23734
611211,"Track-suits of cotton, knitted or crocheted",0,0,0,20,0,1,9,27,35,,,193718,187667,148460,119152,92370,54410,52958,44510,58618,61120,,15,0,17,20,2,2,17,42,74,704
611220,"Ski-suits, knitted or crocheted",0,0,0,0,1,3,0,0,0,,,1210,4152,8638,11062,10788,1907,1545,2576,1930,2483,,0,0,0,1,6,3,0,0,0,
611693,"Gloves, mittens and mitts, of synthetic fibres, knitted or crocheted (excl. impregnated, coated, ...",42,213,1622,2527,2880,3235,4865,6283,7912,,,702252,689600,718024,697154,600853,637619,727970,757751,583649,633626,,622,5410,7966,9160,9553,8513,7544,8607,10757,22689
620193,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",188,281,341,352,562,726,878,1631,1755,,,3949263,4507750,4781601,4095517,3878428,3891924,3877313,3565597,2560432,3266024,,419,424,1602,1026,1869,1455,1229,2172,2252,22876
620319,"Men's or boys' suits of textile materials (excluding of wool, fine animal hair or synthetic ...",3,24,6,0,16,46,45,30,53,,,66880,75656,78556,68415,62288,36189,26437,24197,9851,10041,,99,338,287,271,421,256,231,225,180,990
620331,"Men's or boys' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",2,21,19,71,2,4,11,31,28,,,305034,299392,316342,338585,291723,247359,272620,229350,120753,110451,,71,231,195,239,202,360,345,421,365,488
620333,"Men's or boys' jackets and blazers of synthetic fibres (excluding knitted or crocheted, and ...",289,524,615,903,1219,1213,2381,2491,1910,,,840818,859162,1342059,1628590,1170037,1298048,2091130,1467141,969846,763431,,439,781,1119,1666,1912,1772,3082,3789,2798,20397
620419,"Women's or girls' suits of textile materials (excluding of wool, fine animal hair, cotton or ...",0,9,17,35,8,1,0,18,15,,,8436,8626,5577,3280,1276,1828,611,2477,5801,6083,,0,35,44,120,31,31,39,24,53,342
620439,"Women's or girls' jackets and blazers of textile materials (excluding of wool, fine animal ...",405,444,493,455,300,140,261,278,273,,,381698,399749,562488,911552,914807,1193472,933856,560805,291636,428983,,748,957,935,1314,1154,1027,1042,864,1113,843
620441,Women's or girls' dresses of wool or fine animal hair (excluding knitted or crocheted and  ...,0,0,15,4,9,2,9,5,6,,,25608,17990,15912,31905,40627,291760,58141,12018,4700,5154,,77,138,148,151,183,93,281,301,265,632
620443,Women's or girls' dresses of synthetic fibres (excluding knitted or crocheted and petticoats),268,530,284,255,385,666,1115,1601,1331,,,1530906,1882062,3527568,2995855,2722643,2527951,2476499,2664345,2223252,2883169,,404,903,791,971,1620,1947,3883,4688,4087,28545
620719,Men's or boys' underpants and briefs of textile materials (excluding cotton and knitted or ...,62,28,46,22,38,19,54,88,160,,,40342,41663,71065,41526,30823,23982,21382,22940,18427,23001,,185,37,92,49,73,52,243,106,186,2716
620729,Men's or boys' nightshirts and pyjamas of textile materials (excluding of cotton or man-made ...,14,0,0,8,1,0,4,0,1,,,5901,2464,2000,4017,1250,1856,13254,12031,1375,2286,,14,1,0,12,2,0,4,0,1,
620822,"Women's or girls' nightdresses and pyjamas of man-made fibres (excluding knitted or crocheted, ...",1,3,0,13,2,2,2,22,201,,,136783,154239,175226,203503,191214,246518,241169,220644,229326,320155,,1,3,0,18,14,13,34,57,230,4086
620990,Babies' garments and clothing accessories of textile materials (excluding of cotton or synthetic ...,20,3,36,20,213,571,312,64,49,,,15512,17581,22273,19744,18738,20112,17436,16337,14454,14939,,187,220,75,3359,465,632,511,124,195,207
621510,"Ties, bow ties and cravats of silk or silk waste (excluding knitted or crocheted)",408,319,242,471,345,260,188,199,287,,,246142,266571,242502,210043,175245,151469,138537,100845,37219,40497,,878,561,560,856,868,557,760,851,778,730
621790,"Parts of garments or clothing accessories, of all types of textile materials, n.e.s. (excluding ...",24406,34550,36810,42405,33806,33141,35245,28575,20210,,,69912,76389,108410,87687,83755,97965,84350,67896,53520,110051,,86891,93691,99126,90649,71898,68325,71785,57483,39795,249775
630110,Electric blankets of all types of textile materials,10,17,0,21,5,11,34,46,67,,,246167,239229,240853,242776,211062,235714,264500,264371,250806,369356,,88,81,8,45,51,26,102,99,86,2597
630140,"Blankets and travelling rugs of synthetic fibres (excluding electric, table covers, bedspreads ...",150,77,271,478,604,987,1228,1869,2093,,,2496131,3006663,3534137,3159389,2949991,3230745,3228397,3258307,2791905,3334608,,154,379,520,729,755,1288,1391,2159,2246,117998
630232,"Bedlinen of man-made fibres (excluding printed, knitted or crocheted)",54,45,50,68,193,226,1164,4549,2428,,,1556397,1870329,1847242,1629733,1532887,1496871,1533517,1562198,1646253,1949232,,89,53,76,74,224,255,1242,4717,2480,17805
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",14,173,48,57,6,20,88,630,984,,,103404,115133,133717,128010,118527,140069,168746,174307,240016,328421,,40,233,127,411,114,322,378,1024,1186,279
630253,Table linen of man-made fibres (excluding knitted or crocheted),55,143,123,133,225,239,204,496,68,,,532258,572908,588819,540402,479274,470238,502441,540372,400863,519184,,301,367,325,198,347,324,446,514,72,1492
630312,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres, knitted ...",88,785,8,11,73,56,56,51,75,,,231452,218999,276170,174287,150704,157804,139108,131278,144527,176582,,159,929,37,69,156,147,159,184,184,1985
630411,"Knitted or crocheted bedspreads (excluding bedlinen, quilts and eiderdowns)",0,0,2,1,3,53,0,1427,1666,,,214098,247373,266895,170105,159723,159720,164253,154520,151323,164133,,0,0,2,1,3,53,0,1427,1666,192
630492,"Articles for interior furnishing, of cotton (excluding knitted or crocheted, blankets and travelling ...",6,1,1,16,45,156,429,211,163,,,133020,156429,175781,147949,148705,161382,157908,133917,138797,159886,,46,16,17,52,117,237,524,304,175,1039
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ...",0,0,16,41,30,137,139,254,571,,,16580,19696,24764,17061,13277,12470,12803,9294,14346,21136,,2,0,25,54,57,193,201,260,583,2414
640192,"Waterproof footwear covering the ankle, but not the knee, with outer soles and uppers of rubber ...",1,19,59,15,151,99,72,48,86,,,459688,496904,636355,614041,522428,510204,549857,562290,459673,593535,,16,36,80,97,195,473,380,350,314,2135
640199,"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of ...",258,530,3361,4096,4871,5151,12005,12502,23632,,,72898,112452,112242,73271,70429,68567,73401,82663,60625,72256,,572,761,4563,4804,5708,6058,12529,13329,23979,1626
640212,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles and uppers of rubber ...",0,0,0,0,0,0,0,0,0,,,36238,44076,52694,49568,36187,40421,48976,59807,46557,61232,,0,30,0,12,0,181,0,0,0,1
640219,Sports footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear ...,333,414,1374,2023,3740,3116,5200,4845,3568,,,907649,912320,915025,900294,623846,549377,474625,452859,395958,503727,,675,819,1969,3706,6638,6284,7103,7611,6720,8870
640399,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather ...",4151,5077,6170,8854,9519,10150,9094,11095,7108,,,7565277,7978810,8266291,7109036,5688636,5784402,5823234,6116939,4995601,5615478,,10361,12925,14187,18322,21563,22055,16503,19059,13868,48867
640520,"Footwear with uppers of textile materials (excluding with outer soles of rubber, plastics, ...",75,96,592,426,335,261,415,303,605,,,547718,579177,613158,556176,559668,600912,675645,645282,533527,649568,,194,278,1375,594,448,519,914,1216,1386,3262
640590,"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ...",933,1177,3774,5324,2653,4006,4866,4417,4994,,,5894528,3110009,274599,274263,230717,260554,178126,149009,187659,268058,,2716,3379,8305,11939,7604,9794,10715,10971,11469,8274
640610,Uppers and parts thereof (excluding stiffeners and general parts made of asbestos),9757,38179,24006,52651,99535,174588,116018,114088,184874,,,1153715,1152825,945486,815743,852543,926996,791099,834865,820589,981030,,32308,70588,57307,92036,182779,258629,200547,179369,225872,279684
670490,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of animal hair or textile ...",24,58,146,134,164,115,366,754,677,,,1022024,912211,954711,864562,932445,1083472,1556538,1745665,1590242,1481816,,389,463,584,803,802,549,1012,775,689,1547
680292,"Calcareous stone, in any form (excluding marble, travertine and alabaster, tiles, cubes and ...",11,17,0,1,0,0,97,81,434,,,40843,44428,52337,40977,31057,31455,31724,28893,27742,26772,,21,21,0,1,1,13,99,85,439,2536
680421,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",6038,4822,6946,8721,10385,12620,14853,14413,12907,,,68580,80138,133014,167143,140453,157419,165324,154768,176729,231019,,12903,11304,14714,14610,15315,19212,23436,21973,22487,36339
681140,"Articles of asbestos-cement, cellulose fibre-cement or the like, containing asbestos",157,6,11,3,21,14,85,229,20,,,12118,11763,13791,17728,6480,6715,5746,11308,9574,10030,,904,231,52,21,73,43,120,280,70,1718
681182,"Sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, ...",411,66,183,810,979,1033,749,877,840,,,48905,57540,73276,67863,57513,64970,69444,92468,105113,110399,,8985,7529,7363,19507,25958,25137,31925,31530,27208,22006
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",1248,1108,898,1284,1172,924,1185,1065,903,,,6668,7926,8798,8751,8953,10945,14539,8300,8286,10269,,1779,1607,1686,1795,1780,1377,1762,1640,1304,2938
681381,"Brake linings and pads, with a basis of mineral substances or cellulose, whether or not combined ...",140,158,374,449,398,442,363,546,799,,,4988,5551,8699,5618,6103,8962,8629,11426,14054,18539,,1809,1673,1781,2198,2936,2498,2607,2242,2225,2118
690390,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",7689,2580,3172,4374,3618,3414,4576,4951,7283,,,120135,138515,144870,106309,89370,87928,102350,122482,126663,145742,,11840,6841,10246,8891,10051,9535,10281,10910,11737,23463
691200,"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ...",250,186,205,450,1341,4154,9182,6705,6167,,,204761,221912,329625,418646,375646,434137,492723,477929,505401,593355,,642,419,516,872,1745,4558,9823,7697,6759,21016
700530,"Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, ...",29,180,17,0,0,0,0,0,13,,,1461,1116,4308,1854,1214,365,794,830,4019,965,,122,284,204,147,279,306,142,65,13,87
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",364,432,519,592,939,868,1342,1750,1411,,,535415,573922,651375,624006,562090,553177,616532,602850,550508,609411,,5631,7453,9224,11898,15055,13285,15555,16963,15020,10195
700910,"Rear-view mirrors, whether or not framed, for vehicles",926,910,1356,1651,3073,2918,2827,5928,3707,,,236578,299979,310987,307489,297614,282309,289410,288424,310604,395453,,5431,5933,7590,11200,16264,14422,18097,23027,22321,27098
701391,"Glassware, of lead crystal, of a kind used for toilet, office, indoor decoration or similar ...",17,58,24,48,38,30,163,438,272,,,15457,22480,30338,23595,19554,22776,21170,19533,18380,29112,,252,186,471,484,238,176,568,916,1032,8464
701790,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ...",617,673,764,737,913,720,933,865,982,,,61649,63752,63686,62380,59974,61263,71352,77467,73430,89351,,2892,2694,2662,3038,3645,3559,4705,4851,4263,2432
701890,"Glass eyes (excluding prosthetic articles); articles of glass beads, or of imitation pearls, ...",224,602,535,1321,876,672,342,679,1350,,,429854,461987,481861,446490,372381,424684,385120,401987,334110,460484,,405,771,1055,1987,1198,1404,1247,1470,2713,3647
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",0,0,2,41,73,45,84,10,12,,,6974,3893,2852,3841,5475,9434,11947,26231,89418,122336,,37,51,85,243,162,178,262,57,94,578
711029,Palladium in semi-manufactured forms,0,0,0,0,7,0,0,0,0,,,237,465,171,2674,58,50,66,561,850,1886,,79,95,104,50,60,73,128,245,157,915
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,0,0,0,0,0,,,6,0,0,0,66,6,45,29,21,43,,22,14,7,8,12,163,510,421,256,129
711311,"Articles of jewellery and parts thereof, of silver, whether or not plated or clad with other ...",24,18,0,26,630,603,1014,1212,1232,,,681116,861313,918416,818116,656925,604081,540400,534537,706972,2139749,,1962,984,1083,2545,4108,4755,5756,5749,6926,8797
711620,"Articles of precious or semi-precious stones """"natural, synthetic or reconstructed"""", n.e.s.""""",1130,729,1270,1004,1052,676,542,573,351,,,406281,905999,667424,588633,253749,72938,69281,83252,84145,212398,,1583,810,1316,1042,1255,1111,856,769,795,7384
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",0,0,2,0,6,0,11,1,8,,,352,80,490,672,688,593,9796,1384,1133,2127,,0,0,5,0,6,0,12,2,8,7
720299,"Ferro-alloys (excluding ferro-manganese, ferro-silicon, ferro-silico-manganese, ferro-chromium, ...",1447,327,2123,1494,14922,48645,57276,38200,17613,,,1128441,354581,356541,309874,251754,308585,366556,325563,274354,493724,,2035,754,2883,4803,18415,52829,63322,44353,23640,35882
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excluding granules of ferro-alloys, turnings ...",1326,1654,909,1147,1300,1318,1646,2065,1929,,,31150,26588,31631,37809,38838,44596,62680,59795,64052,61273,,9900,8557,12969,14322,20622,14297,9564,9744,10208,15443
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",0,5,67,34,1,0,0,0,53,,,41,82,9,17,1,2,95,896,946,846,,1150,970,1023,1382,116,61,119,65,156,1107
720720,"Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon",5219,821,1069,149891,71220,41,1,32,157,,,1375,1445,2353,1616,313,444,1915,17325,4868,1047,,242315,161495,140559,330442,170353,16340,36882,37395,530,2017
720825,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",154,140,39,100,15,162,43,34,0,,,9096,2928,5418,3590,3339,2014,2265,2024,899,17427,,9049,9191,7963,5758,5829,11597,10936,7565,5638,9391
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",5838,3477,612,400,825,164,2792,150,18,,,27904,21473,18048,15086,7094,6311,15152,4682,2513,70471,,45585,40705,51314,25464,40232,28462,57481,79460,62128,59217
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",39,19,10,11,5,22,54,101,83,,,41362,37373,57836,47676,37446,52965,57981,49442,46997,71915,,1208,730,731,873,1342,2227,1253,996,642,2413
721119,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not ...""",3565,1646,22436,6672,1315,17990,21559,12159,10155,,,26813,23754,27174,35269,28721,149452,232442,72647,62995,62368,,29159,28100,57660,27706,15445,34608,38472,18545,16824,18450
721129,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",2018,2359,2800,3766,3460,5474,7850,7381,8433,,,26229,26569,25793,39671,24808,19764,25965,22739,25929,53730,,20931,10571,11592,11418,13198,19783,21900,20037,20449,24620
721410,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excluding in irregularly ...",719,1715,1048,1076,1170,717,475,711,1061,,,32804,22076,31203,29546,23774,26047,32474,22679,28613,70808,,5209,10569,9068,8160,5158,6373,9230,6944,4357,3018
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",18,236,3,329,0,5,45,10,11,,,1686,3640,2284,1616,765,1130,2145,2013,1668,1326,,290,509,641,876,100,377,190,347,135,1434
721621,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",770,1037,565,1118,844,410,522,451,269,,,67909,113527,126380,178274,135784,114311,140138,107720,107292,111383,,2021,2237,1660,1834,1404,1325,1999,1652,1326,3469
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",28,109,0,4,0,0,45,167,3,,,10766,10387,9207,11478,12449,23402,29130,22441,14062,28392,,28,111,14,4,0,0,81,230,137,716
721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",36793,70534,138207,139886,157686,231203,217020,60423,68099,,,804265,1076626,1700938,1300475,1348949,1742911,1431382,782366,561705,977302,,333890,258461,317638,324228,333097,446867,570982,558706,520247,726196
