Product code,Product label,"China's imports from Korea, Republic of-Value in 2012","China's imports from Korea, Republic of-Value in 2013","China's imports from Korea, Republic of-Value in 2014","China's imports from Korea, Republic of-Value in 2015","China's imports from Korea, Republic of-Value in 2016","China's imports from Korea, Republic of-Value in 2017","China's imports from Korea, Republic of-Value in 2018","China's imports from Korea, Republic of-Value in 2019","China's imports from Korea, Republic of-Value in 2020","China's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
720241,"Ferro-chromium, containing by weight > 4% of carbon",0,0,0,2,0,18,31,57,31,67,,519,459,311,256,411,276,151,370,316,623,,1761420,2019010,2048902,2418218,2278728,3184579,2685570,2958161,2631219,2948201
320730,"Liquid lustres and similar preparations of the kind used in the ceramic, enamelling or glass ...",0,0,113,41,1,0,0,14,67,66,,324499,487749,378487,386245,506435,358561,270106,294418,538672,924093,,4054,5730,8517,5347,6666,10505,9750,6919,4170,4514
271210,Petroleum jelly,2,19,7,111,70,13,2,55,50,66,,11825,12782,15599,12549,11550,8209,6308,5779,5926,5895,,6082,6878,7344,6795,5893,6945,8288,7120,6908,6021
441114,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?9?mm""""",83,86,333,209,485,93,73,146,132,66,,24139,16418,15869,11437,9183,6965,5796,5775,4416,4778,,34014,35380,36397,32856,34634,31538,36370,38091,32583,43296
292121,Ethylenediamine and its salts,44,26,175,45,112,43,89,67,215,66,,2943,2630,2623,1312,172,116,225,194,697,702,,86341,67882,78314,70178,39611,49096,61858,47229,54551,86417
380120,Colloidal or semi-colloidal graphite,154,108,126,135,166,156,199,83,35,65,,11,21,116,194,332,332,504,1603,3367,3642,,4437,3932,4615,6096,6715,6370,5345,3566,4326,4591
701790,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ...",16,46,47,18,44,57,31,37,30,65,,1848,1671,889,486,742,623,563,1357,2361,1394,,18754,18026,19916,22317,24768,28531,36700,39005,39934,40776
630619,"Tarpaulins, awnings and sunblinds of textile materials (excluding of synthetic fibres and flat ...",2,0,0,0,4,1,4,12,33,64,,895,297,493,961,2184,862,630,474,611,684,,592,669,638,1206,1246,1303,334,153,321,780
691310,"Statuettes and other ornamental articles of porcelain or china, n.e.s.",11,68,36,160,129,54,44,53,31,64,,401,226,267,444,656,95,137,255,42,130,,7233,9964,9740,10199,8101,7745,7367,11130,11122,17488
291450,Ketone-phenols and ketones with other oxygen function,28,149,74,38,100,212,51,1129,313,64,,7861,4656,3127,1890,1678,2803,2993,2600,3538,3734,,8967,6966,9921,6880,14897,13388,15718,17573,18970,11407
610891,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",230,179,326,1275,211,186,273,591,419,64,,1925,2147,2239,2506,1661,927,1291,1682,779,801,,907,1143,1623,3447,2141,2938,4936,4802,3548,2730
520829,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, bleached ...",70,39,34,5,38,101,12,0,29,63,,603,1005,883,736,541,880,674,518,713,734,,5029,6183,4379,4556,4398,3145,2329,2381,1786,2220
121190,"Plants, parts of plants, incl. seeds and fruits, used primarily in perfumery, in pharmacy or ...",102,63,6,122,7,0,3,177,5,63,,3565,2837,4401,4005,3203,4188,3840,5219,6875,8009,,91651,165838,170825,96719,66593,50483,72744,72511,96624,102497
520951,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",1712,1502,454,167,135,181,115,86,49,63,,1414,1236,784,1268,1652,694,387,982,947,536,,8626,8380,9152,6056,4326,3558,2852,2184,2579,2255
852721,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",3624,5968,5999,6103,2341,2800,2519,2952,51,63,,282659,441806,427195,325725,361643,355755,322260,347692,289812,334732,,132759,190244,245145,188999,149308,157149,212292,115827,43897,31225
851821,"Single loudspeakers, mounted in their enclosures",247,1241,851,78,68,22,2260,1779,55,63,,2727,3329,7660,6151,5375,19577,11739,11794,7774,4995,,34274,41434,57842,57634,58632,78168,144557,127368,143667,203027
620449,"Women's or girls' dresses of textile materials (excluding of wool, fine animal hair, cotton ...",877,286,340,485,571,304,234,236,69,62,,4689,6281,8338,8787,7087,7265,6503,7728,4862,5857,,34101,35016,38763,41219,46891,44006,51869,51419,52676,64613
610333,"Men's or boys' jackets and blazers of synthetic fibres, knitted or crocheted (excluding wind-jackets ...",480,271,215,358,657,844,1080,49,28,62,,562,709,422,420,850,1090,1403,695,1123,1395,,10928,14933,19103,21933,16769,16113,14781,11460,4200,5545
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",764,397,574,494,1277,164,35,0,24,62,,8521,9914,7879,7444,11190,10216,7308,7804,11328,4882,,455415,608811,445763,364238,337121,401568,463507,403674,216367,282568
961100,"Hand-operated date, sealing or numbering stamps, and the like; hand-operated composing sticks ...",100,107,175,106,68,158,75,59,53,62,,5308,4884,5180,4607,4143,4936,3987,3573,3154,4135,,2874,2678,2872,3220,2531,3761,5388,4739,4292,5145
382370,"Fatty alcohols, industrial",209,217,295,701,328,44,130,80,84,62,,233,153,194,918,629,399,307,407,238,370,,393717,373472,392284,369274,478185,614520,597297,505444,498496,692157
170410,"Chewing gum, whether or not sugar-coated",380,418,272,145,198,114,413,668,505,62,,22125,19278,21178,17138,13907,11187,7363,6953,5614,4943,,1697,1821,2025,4160,1892,1681,2619,3147,2446,10489
721610,"U, I or H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn ...",128,940,144,329,184,52,163,87,91,62,,11568,16575,19470,5509,5708,3287,2404,6395,1891,1230,,8813,9349,6125,4229,6565,9443,14375,12504,6846,8672
520611,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",103,49,123,81,41,17,68,223,25,61,,1269,877,853,1403,2729,2615,965,342,209,323,,5257,7658,7551,9563,6517,4047,7058,8650,9384,7430
550810,"Sewing thread of synthetic staple fibres, whether or not put up for retail sale",2329,2071,1529,826,682,456,346,346,95,61,,56653,51331,44432,30825,30996,29944,22967,18899,11107,14797,,35273,29334,25164,20094,14706,15155,12167,9444,3895,3821
151800,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ...",1616,1124,1403,1145,880,589,283,78,92,61,,12237,10991,11151,10463,10665,9020,6871,7489,28853,32348,,27142,26973,31487,36729,37261,39005,39640,43332,61426,67579
551522,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",719,536,684,330,171,60,210,148,92,61,,3717,1824,1576,1937,3228,1325,2568,3765,3168,4934,,3002,2077,2924,2367,1256,764,921,1153,1212,1803
520622,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",3528,1807,864,2384,304,85,81,108,36,61,,1519,948,1413,1835,852,926,721,499,192,945,,62631,63293,57854,58671,52890,53907,48395,35453,21558,12926
480262,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",606,419,96,28,133,133,125,89,84,61,,5325,2144,65,104,133,208,34,84,54,118,,38792,38422,50351,49404,48267,65158,68849,66132,56360,60470
340600,Candles and the like,14,5,27,101,349,375,217,53,30,60,,176,292,566,1636,1522,2666,2522,2107,2987,3963,,5449,5581,5719,14223,16554,12277,13301,13122,18498,30202
401410,"Sheath contraceptives, of vulcanised rubber (excluding hard rubber)",138,161,224,211,1969,326,197,170,109,59,,16172,18991,8957,7668,4492,3137,2443,1498,1272,1154,,48427,133286,283505,278766,271740,224069,83989,104699,105770,106038
580429,"Mechanically made lace in the piece, in strips or in motifs (excluding that of man-made fibres ...",1523,1106,862,613,399,167,166,118,165,59,,18540,12319,7994,6095,5830,4455,4714,3997,3369,3178,,5299,4103,3038,2988,2680,2334,1706,1192,1172,1101
521111,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",119,1063,1153,1673,1320,1152,958,315,35,59,,809,1439,215,145,285,145,276,295,55,53,,1726,3066,2661,3317,2778,3208,3447,2555,1733,2528
621600,"Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted ...",488,819,775,548,625,394,147,53,14,59,,5799,4460,4312,6113,5469,4303,2022,1678,1263,1890,,6670,5505,9004,8368,6730,7839,6074,7637,6780,8763
950590,"Festival, carnival or other entertainment articles, incl. conjuring tricks and novelty jokes, ...",107,85,611,518,570,603,316,102,416,58,,1226,1950,1153,1375,1706,2881,1701,2890,5705,8952,,2061,2748,3393,6871,13300,7865,9066,7793,4975,14688
853931,"Discharge lamps, fluorescent, hot cathode",580,937,527,1564,1224,369,220,5,134,58,,10793,11524,7240,3287,2070,1670,390,206,106,140,,35146,30736,24650,25499,22059,10390,8445,7475,6992,6423
70960,Fresh or chilled fruits of the genus Capsicum or Pimenta,0,0,0,0,0,0,0,0,14,58,,92762,90878,84378,86650,94917,91060,93771,93320,89178,84913,,0,0,0,0,17,5397,82180,55906,44749,55008
911290,"Parts of clock and watch cases, n.e.s. (excluding for wrist-watches, pocket-watches and other ...",5,0,0,1,0,22,29,19,49,58,,3,0,2,12,3,1,81,77,53,32,,109,99,103,133,35,48,40,151,76,86
851761,"Base stations of apparatus for the transmission or reception of voice, images or other data",852,420,1021,1069,764,446,370,527,106,58,,452266,618013,785922,461645,759611,1157542,290969,140193,52729,67250,,61730,53027,35243,47912,86038,41007,35656,97488,28554,14815
370120,"Instant print film in the flat, sensitised, unexposed, whether or not in packs",41,56,42,80,84,35,59,115,86,58,,1350,2125,375,938,138,1756,118,4,5,139,,11564,15661,22915,23056,19477,19538,20922,25610,22463,24763
681381,"Brake linings and pads, with a basis of mineral substances or cellulose, whether or not combined ...",157,92,45,8,0,14,66,26,15,58,,17214,15336,16473,10207,7984,4964,3827,3534,3343,3875,,3029,4285,8760,6772,7722,9191,8735,7912,9413,10450
551611,"Woven fabrics containing >= 85% artificial staple fibres by weight, unbleached or bleached",72,125,27,172,40,17,24,7,23,57,,335,716,1166,1175,184,476,142,825,1015,1113,,1112,527,285,502,501,528,1150,1406,2287,2291
481490,"Wallpaper and similar wallcoverings of paper, and window transparencies of paper (excluding ...",3548,1453,624,414,421,196,204,108,77,57,,9741,10275,10990,12707,11292,11801,11857,12074,10551,13806,,14393,13564,23680,12003,12942,10398,10506,6491,5383,3794
551329,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",412,286,315,188,210,117,237,107,84,57,,1455,368,568,855,846,290,578,301,196,535,,6225,3990,5841,4245,2840,2345,1232,920,868,621
481950,"Packing containers, incl. record sleeves, of paper, paperboard, cellulose wadding or webs of ...",167,123,133,61,35,71,22,33,54,57,,38204,35590,35840,35040,48961,49730,58478,59155,64905,64483,,3857,2481,3463,4477,5743,5148,7789,8568,7243,10947
482369,"Trays, dishes, plates, cups and the like, of paper or paperboard (excluding of bamboo paper ...",55,343,51,42,117,222,428,240,167,57,,32234,32248,34571,30050,35543,37588,42795,43170,35135,37012,,3198,4067,3803,3428,3384,3680,3865,3077,1858,1292
841720,"Bakery ovens, incl. biscuit ovens, non-electric",1025,154,354,524,504,279,6,0,67,56,,4025,660,71,557,1939,2293,2913,170,2498,1788,,18215,20018,12520,8118,8488,6785,11041,9444,5706,9952
521214,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",95,192,257,241,268,135,53,99,44,56,,167,139,144,47,271,322,196,38,80,184,,8462,7193,6850,6213,5410,4715,4963,4429,2928,2474
843621,Poultry incubators and brooders,62,13,46,24,45,34,51,25,22,56,,2701,3545,2678,2667,2221,3399,2981,2528,3580,5745,,11045,3685,4371,6189,8620,15540,5308,9651,9815,15287
551349,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",15,3,9,16,2,92,69,42,35,55,,798,1416,3076,2088,1515,1838,722,137,25,71,,882,679,704,563,677,467,512,241,126,125
720890,"Flat-rolled products of iron or steel, of a width >= 600 mm, hot-rolled and further worked, ...",96574,123916,244617,91683,12,1,24,147,29,55,,69954,12849,15114,9138,37846,43834,13378,7067,6687,11187,,160757,199612,301224,120921,349,289,1705,1497,1201,2939
621139,"Men's or boys' tracksuits and other garments, n.e.s. of textile materials (excluding of cotton ...",238,53,49,46,46,33,108,51,96,55,,1372,2285,1198,2855,1997,1285,1151,2511,4205,4727,,3825,3697,6987,6190,3371,6288,5850,15841,20621,22476
283421,Nitrate of potassium,2,47,246,198,137,109,95,71,65,55,,236,410,1109,2481,3712,5324,4154,3635,2107,1633,,34408,27348,29865,18571,4904,2344,1861,1755,1417,1176
410791,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the portions, strips ...""",17,264,444,277,207,95,316,222,12,55,,38481,36470,24465,14526,5928,6424,5230,4899,4195,4739,,26927,27868,31721,33316,24019,35397,35341,34988,15779,23202
521223,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",417,372,507,259,224,315,166,146,85,55,,3514,4213,3268,5287,8456,8539,7377,6144,4682,4236,,5569,6206,5146,4552,3336,4746,6463,2805,1648,2046
610322,"Men's or boys' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)",173,66,193,122,16,19,97,15,93,55,,4,0,15,3,35,41,375,716,57,43,,329,1347,1754,3357,6677,6451,4805,6652,4947,2047
480411,"Unbleached kraftliner, uncoated, in rolls of a width > 36 cm",222,921,748,595,379,5949,6658,463,2065,55,,12868,32692,26057,24525,19925,29152,29851,12879,6663,4601,,309774,338069,365325,334826,358996,425557,705351,484276,600253,443182
520542,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",421,327,124,349,35,416,893,1191,1059,55,,3308,3044,1174,578,164,181,51,32,32,95,,276048,268731,219601,203099,126359,82070,85317,53314,29117,28998
282580,Antimony oxides,265,109,133,237,218,271,149,271,68,54,,7277,8567,10942,12889,10475,14506,13542,10137,7485,15254,,23444,15614,11042,9019,6003,7662,9998,4888,6431,5449
845290,"Furniture, bases and covers for sewing machines and parts thereof; other parts of sewing machines",1538,523,486,346,257,399,138,133,129,54,,13281,13683,13357,13932,15651,14778,13562,16360,9925,13696,,107760,101765,96026,84232,77560,77514,81213,61967,50301,64255
610451,"Women's or girls' skirts and divided skirts of wool or fine animal hair, knitted or crocheted ...",98,42,73,36,122,104,69,64,31,54,,138,148,82,111,175,97,219,153,106,342,,767,993,1392,1660,1990,1966,2751,2593,4409,5048
90210,Green tea in immediate packings of <= 3 kg,4,3,0,65,33,42,69,21,23,54,,1007,967,814,1477,1341,1050,1289,973,1367,1331,,3570,5255,4994,8125,6966,6194,8651,7689,5405,5834
550962,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",26,17,41,26,44,39,29,46,34,54,,14,39,196,84,19,27,62,191,151,213,,3916,4366,5644,4551,3029,2626,3601,4851,2415,15410
820840,"Knives and cutting blades, of base metal, for agricultural, horticultural or forestry machines ...",477,187,83,122,103,68,3,42,29,54,,81,122,277,41,46,204,224,445,462,622,,20545,21143,20580,19677,18376,17676,19760,15004,15244,17787
600542,"Dyed warp knit fabrics of artificial fibres """"incl. those made on galloon knitting machines"""", ...""",660,595,361,615,548,331,226,158,62,54,,8777,4543,5004,2496,1891,1862,1054,380,551,3877,,4155,3886,3952,3757,3420,2939,2564,2289,1715,3063
120770,Melon seeds,4,4,1,0,158,301,79,43,25,54,,6,303,193,443,260,359,548,1022,743,797,,2447,3997,4359,5508,4919,7466,11560,9249,9295,5997
960340,"Paint, distemper, varnish or similar brushes, paint pads and rollers (excluding artists' and ...",48,35,95,203,137,76,120,47,43,54,,171,234,383,285,253,234,557,449,323,418,,1314,1292,1763,1921,1593,1374,1693,1270,1302,1198
521019,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",38,70,9,0,1,0,0,0,1,54,,987,716,1014,873,459,538,592,472,742,575,,546,603,546,416,247,866,685,1965,1105,970
940421,"Mattresses of cellular rubber or plastics, whether or not covered",22,107,177,55,75,184,39,102,45,54,,384,700,613,865,562,765,301,494,394,1014,,10616,11277,13525,15381,24580,32433,53063,69248,49384,40449
820713,"Rock-drilling or earth-boring tools, interchangeable, with working parts of sintered metal ...",6,0,0,0,25,37,30,41,32,53,,637,913,493,1238,1080,1380,1541,1456,1622,1466,,1055,1269,1786,2112,3508,6485,8278,6147,4438,8232
761490,"Stranded wires, cables, ropes and similar articles, of aluminium (other than with steel core ...",1,1,0,5,1,6,14,34,62,53,,2922,1463,1643,2310,7246,825,2672,2122,6679,4212,,331,2520,703,656,1168,1413,1450,549,632,956
282540,Nickel oxides and hydroxides,408,299,247,245,378,362,268,82,11,53,,462,168,275,363,244,870,2350,1777,2105,3100,,24090,24456,27929,24342,20626,25432,30151,24827,30963,57300
620610,"Women's or girls' blouses, shirts and shirt-blouses of silk or silk waste (excluding knitted ...",246,189,57,64,36,58,42,39,17,53,,1377,1556,937,855,925,707,600,1019,758,2557,,13613,16043,15847,14972,14117,13591,19614,24564,30143,36722
630231,"Bedlinen of cotton (excluding printed, knitted or crocheted)",43,68,25,65,32,73,46,90,17,53,,60,41,77,41,268,509,362,677,432,507,,16882,20234,17633,16257,13880,22341,20562,10654,12234,10008
843229,"Harrows, scarifiers, cultivators, weeders and hoes for use in agriculture, horticulture or ...",247,1004,443,169,239,247,123,48,90,53,,6358,5722,7189,12077,8047,2374,382,926,1738,2719,,7877,9670,8781,7478,7830,6876,6053,4652,5378,6689
40390,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, ...",0,0,0,62,51,0,0,0,18,53,,72,199,284,35,83,194,26,256,144,178,,16345,27732,22708,8404,10900,13648,8157,6122,10401,6683
910700,Time switches with clock or watch movement or with synchronous motor,31,164,189,229,114,184,154,128,104,53,,751,343,368,408,409,340,305,332,372,338,,7023,7145,6642,4662,4232,4358,4034,2955,2422,3024
281512,"Sodium hydroxide """"caustic soda"""" in aqueous solution """"soda lye or liquid soda""""""""",182,155,173,167,193,181,2185,1705,57,53,,147502,153909,153183,152408,141051,180334,184588,118513,131058,166365,,3174,2424,2425,2345,3102,2238,14204,21891,10032,12391
852862,Projectors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,926,232,119,20,52,,0,0,0,0,0,453,9647,6685,3569,616,,0,0,0,0,0,8234,8323,21750,45978,69534
760521,"Wire of aluminium alloys, with a maximum cross-sectional dimension of > 7 mm (excluding stranded ...",601,235,0,6,1,0,0,0,61,52,,768,1346,1021,594,735,3045,1898,763,2325,2158,,8084,9011,11222,12028,15633,16244,19710,20722,19183,26119
521141,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",486,351,900,351,176,154,156,88,129,52,,194,30,110,250,737,124,238,182,118,146,,11320,5566,5367,4532,3390,3366,3491,4858,4172,3635
