Product code,Product label,"Korea, Republic of's imports from Saudi Arabia-Value in 2012","Korea, Republic of's imports from Saudi Arabia-Value in 2013","Korea, Republic of's imports from Saudi Arabia-Value in 2014","Korea, Republic of's imports from Saudi Arabia-Value in 2015","Korea, Republic of's imports from Saudi Arabia-Value in 2016","Korea, Republic of's imports from Saudi Arabia-Value in 2017","Korea, Republic of's imports from Saudi Arabia-Value in 2018","Korea, Republic of's imports from Saudi Arabia-Value in 2019","Korea, Republic of's imports from Saudi Arabia-Value in 2020","Korea, Republic of's imports from Saudi Arabia-Value in 2021",Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
140190,"Reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, lime bark and other vegetable ...",0,0,0,0,0,0,0,0,0,0,,0,0,254,349,33,252,0,0,3,0,,30,16,99,41,40,36,132,223,118,164
151319,"Coconut oil and its fractions, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,651,116,1009,834,6,16,17,35,0,0,,77564,56491,76493,60292,67625,84175,74955,48983,50585,91084
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,0,0,0,0,0,0,0,0,0,0,,0,0,1500,1517,34,314,527,382,549,173,,450,586,145,9,0,0,0,203,0,298
160413,"Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excluding ...",0,0,0,0,0,0,0,0,0,0,,43,0,64,22,9,62,0,0,0,0,,287,111,284,177,142,443,152,214,427,582
160415,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,0,0,677,1,0,0,3087,0,0,0,,546,456,918,1088,1298,1496,1838,2233,2256,1931
160562,"Sea urchins, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,36,54,37
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",0,0,0,0,0,0,0,0,0,0,,0,28826,49919,18593,16210,24608,26252,22045,1354,0,,130,1023,993,1356,1606,1415,1454,1572,1730,1527
170250,Chemically pure fructose in solid form,0,0,0,0,0,0,0,0,0,0,,30,0,0,17,41,24,90,45,134,0,,6045,6894,7750,8778,7692,8765,8794,7299,6188,6863
180100,"Cocoa beans, whole or broken, raw or roasted",0,0,0,0,0,0,0,0,0,0,,0,102,0,0,115,0,14,0,7,0,,9573,12465,15766,15405,26301,29383,12878,12575,13800,13409
180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excluding ...",0,0,1,0,0,0,0,0,1,0,,591,220,573,287,767,96,94,0,13,124,,11290,14740,12021,13819,35104,38023,36050,37688,43002,48507
190490,"Cereals (excl. maize [corn]) in grain or flake form or other worked grains, pre-cooked or otherwise ...",0,0,0,0,0,0,0,0,0,0,,259,110,915,1245,3234,156,2388,134,43,4,,4602,4072,4924,4165,3598,3999,4851,4937,5718,5983
200210,"Tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid",0,0,0,0,0,0,0,0,0,0,,124,0,0,0,1,11,6,0,0,0,,8952,10632,13039,10734,10731,13228,12908,12201,13753,16865
200540,"Peas """"Pisum Sativum"""", prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",0,0,0,0,0,0,0,0,0,0,,84,208,448,521,743,881,1140,4113,1815,991,,141,339,1143,1038,974,1344,1576,872,583,786
200559,"Unshelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",0,0,0,26,0,0,0,0,0,0,,225,154,92,1523,1579,2330,1266,648,26,0,,4860,7984,8299,8051,6931,6913,7652,4135,4298,4694
200799,"Jams, jellies, marmalades, pur?es or pastes of fruit, obtained by cooking, whether or not containing ...",0,0,0,0,0,0,0,0,0,0,,6111,2635,1973,2526,2338,2815,2923,2350,3248,3359,,15953,19936,22350,22305,23054,22869,24328,23487,26858,31989
200811,"Groundnuts, prepared or preserved (excluding preserved with sugar)",0,0,0,0,0,0,0,0,0,0,,582,1213,1457,1734,1365,379,174,59,11,25,,73980,62611,60141,61677,57929,58031,60098,60288,64897,74843
200860,"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4660,4946,4673,3974,3441,3664,3863,3400,4078,4790
200880,"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,1,0,0,27,44,0,,2186,2524,2650,3358,3192,3273,5207,4874,3173,3918
200921,"Grapefruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,36,55,263,1397,585,107,81,,99,423,1183,1934,1811,1441,1308,1589,1081,3203
200979,"Apple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar or ...",0,0,0,0,0,0,0,0,0,0,,3779,2851,2471,499,9855,4300,676,958,564,492,,16490,15260,13440,12923,13388,12494,11316,12554,12222,13840
210330,"Mustard flour and meal, whether or not prepared, and mustard",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,11,9,0,0,0,0,,7790,7812,8369,8435,9151,10023,9041,9266,9182,11645
210420,"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ...",0,0,0,0,0,0,0,0,0,0,,2656,3614,12379,21293,10599,7012,4465,1225,1734,2754,,622,1218,1030,1362,1026,710,778,752,1045,1405
210500,"Ice cream and other edible ice, whether or not containing cocoa",0,0,0,0,0,0,0,0,0,0,,1382,2113,1708,2311,2863,2440,2487,2771,1757,2474,,18375,22385,26804,26443,29935,35015,38533,37827,44988,51811
210610,Protein concentrates and textured protein substances,0,0,0,0,0,0,0,0,0,0,,0,0,116,72,455,563,5,0,0,0,,26929,28437,34277,33953,35529,39759,40643,47087,46810,65727
220291,Non-alcoholic beer <= 0.5% vol alc,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,23349,,0,0,0,0,0,819,866,1370,2926,7582
220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4462,6542,5184,5199,5704,5420,5358,4155,5222,8841
220590,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,185,387,749,657,670,906,700,641,413,405
220830,Whiskies,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,205934,185194,194069,188152,166123,152575,154989,153933,132463,175348
220860,Vodka,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,6559,9333,10336,7900,7911,7328,8885,8797,5558,6984
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,332,0,6,0,0,0,86,,690577,915450,992325,839457,780876,650989,769301,738081,692705,815611
230630,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,166,396,518,689,1208,2466,2717,1297,770,263
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,0,16,33,47,0,0,0,0,0,0,,5216,13756,18787,23025,25590,29868,37035,39885,42848,52541,,193765,197783,224353,234130,251718,241285,312014,327300,364382,396575
240110,"Tobacco, unstemmed or unstripped",0,0,0,0,0,0,0,0,0,0,,0,0,0,15,29,2,5,0,0,0,,20910,32915,33501,18254,26202,30225,36933,31973,40838,34900
240120,"Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,47,80,0,0,0,,223819,268169,231104,201112,262518,246606,186394,182800,189464,153859
240130,Tobacco refuse,0,0,0,0,0,0,0,0,0,0,,104,0,99,0,0,70,0,0,0,0,,7082,6945,4846,4150,5371,5276,6420,6003,5781,5231
240290,"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,27,0,0,0,,1,1,2,1,0,0,0,13,9,21
240319,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,401,0,343,97,119,83,0,0,31,,66193,26935,66067,45686,50016,51359,44282,31257,28781,29364
250610,Quartz (excluding quartz sands),1,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,10310,18584,27659,22519,19860,25883,22157,23112,28034,35836
250850,"Andalusite, kyanite and sillimanite",12,34,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4800,6642,5436,4905,4407,4825,4677,5892,4171,4937
250900,Chalk,0,0,0,0,0,0,0,0,0,0,,271,2382,30,4944,5536,6450,6462,7775,6738,6873,,42,25,43,46,118,327,158,249,203,332
251512,"Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,0,0,,740,1321,3182,1920,1559,1236,1076,1332,960,1389
251690,"Porphyry, basalt and other monumental or building stone, whether or not roughly trimmed or ...",0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,229,568,1350,,1705,2338,1153,1354,2021,2323,3565,2570,2470,3064
252321,"White portland cement, whether or not artificially coloured",0,0,0,0,0,0,0,0,0,0,,0,0,0,153,45,198,317,2662,20706,29099,,4530,4941,5650,5133,5327,5274,5856,4469,3879,4862
252510,Crude mica and mica rifted into sheets or splittings,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,923,1484,944,1176,1219,1024,1037,594,646,869
260112,Agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1115077,535923,532503,334207,286218,461193,542276,468379,222543,901258
261310,Roasted molybdenum ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,196229,150644,195713,160383,143242,205684,402476,411680,269748,506576
261400,Titanium ores and concentrates,105,0,0,0,0,0,0,0,0,0,,0,17411,0,0,0,3720,0,0,0,0,,110233,67315,45533,36708,30838,39643,34691,40176,35375,58922
261510,Zirconium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,29604,10862,6215,8412,10039,11655,18001,10890,7544,9282
270300,"Peat, incl. peat litter, whether or not agglomerated",0,0,0,0,0,0,0,0,0,0,,0,90,43,210,0,12,17,0,0,0,,14872,16629,17781,16468,14333,16068,14515,13693,18879,28756
281830,Aluminium hydroxide,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,157,0,0,0,1784,2113,,114253,115714,129265,121700,135995,143104,162306,160638,129576,160563
282010,Manganese dioxide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7227,7682,7096,9379,7714,5550,5616,6529,5283,6586
282090,Manganese oxides (excluding manganese dioxide),0,0,0,0,0,0,0,0,0,0,,0,0,66,86,2,317,828,0,0,0,,5663,4281,4227,4197,5447,3890,4188,3664,3639,5299
282510,Hydrazine and hydroxylamine and their inorganic salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,19,17,19,7,0,0,0,,11444,8254,9064,14061,12325,12860,13221,12016,10910,11824
282540,Nickel oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,10401,8542,9232,6164,19741,48312,74855,41034,1839,2693
282751,Bromides of sodium or of potassium,0,0,0,0,0,0,0,0,0,0,,272,0,0,52,29,42,297,48,20,111,,747,1155,1143,1260,1243,1709,1805,2138,1602,2571
282759,"Bromides and bromide oxides (excluding of sodium, potassium and mercury)",0,0,0,0,0,0,0,0,0,0,,0,0,3055,0,35,296,0,0,0,0,,3904,4988,3872,3131,3152,4656,4272,4883,4271,3973
283210,Sodium sulphites,0,0,0,0,0,0,0,0,0,0,,0,80,399,55,13,29,68,15,113,1695,,1784,1736,1951,1983,2358,3187,3325,2860,3268,4600
283539,"Polyphosphates, whether or not chemically defined (excluding sodium triphosphate """"sodium ...""",0,0,0,0,0,0,0,0,0,0,,78,66,82,200,231,116,75,0,0,4,,17011,17252,19117,21740,23581,18222,18037,20712,18542,26607
283719,Cyanides and cyanide oxides (excluding sodium and mercury),0,0,0,0,0,0,0,0,0,0,,8234,5018,3211,1023,0,0,0,0,0,0,,2326,3191,2632,1926,1567,1493,1765,1859,1308,1735
284150,Chromates and dichromates; peroxochromates (excluding sodium dichromate and  inorganic or organic ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,690,906,888,646,580,922,1258,878,950,932
284390,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,5,0,0,3,,69580,61479,78575,116410,129716,109218,91376,80111,96960,144011
284800,"Phosphides, whether or not chemically defined (excluding ferrophosphorus)",0,0,0,0,0,0,0,0,0,0,,207,0,0,0,0,0,0,0,0,0,,7449,7135,7215,7175,5573,0,0,0,0,0
271119,"Gaseous hydrocarbons, liquefied, n.e.s. (excluding natural gas, propane, butane, ethylene, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,871621,560752,278746,120287,110504,183766,187075,161563,94915,155963
271121,Natural gas in gaseous state,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,74,39,70,141,193,254,125,112,67
271320,Petroleum bitumen,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,17,21,248,1721,17,167,3808,189,990,6352
271390,Residues of petroleum oil or of oil obtained from bituminous minerals (excluding petroleum ...,0,0,0,0,0,0,0,0,0,0,,829,0,31694,0,0,0,0,0,0,0,,9659,15257,16538,3947,1,1,2,11,2,0
280120,Iodine,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,8865,6539,10190,31897,12276,14810,7275,4509,6328,7176
280421,Argon,0,0,0,0,0,0,0,0,0,0,,843,1129,377,1312,1906,1762,2616,2229,3285,3046,,510,20,23,43,39,44,39,31,43,387
280490,Selenium,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2722,4308,5492,5489,631,2844,4358,1229,2260,932
281000,Oxides of boron; boric acids,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,0,,59975,54758,50889,48465,44575,40156,42709,40920,33652,37240
281112,"Hydrogen cyanide """"hydrocyanic acid""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,13,0,0,0
281129,"Inorganic oxygen compounds of non-metals (excluding diphosphorus pentaoxide, oxides of boron, ...",0,0,0,0,0,0,0,0,0,0,,104,0,54,288,184,244,23,109,40,32,,13152,10292,10329,10988,8440,9812,11704,10374,12571,11371
281520,"Potassium hydroxide """"caustic potash""""""""",0,0,0,0,0,0,0,0,0,0,,221,77,0,75,38,215,820,800,185,150,,6981,5071,5206,4239,3809,7024,7636,6306,6099,5879
281700,Zinc oxide; zinc peroxide,0,0,0,0,183,0,130,58,0,0,,5403,9231,8516,5954,10890,31938,26471,22090,15315,28945,,6147,4577,6565,4807,4763,6687,5629,6396,12561,10166
281810,"Corundum, artificial, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,42,1,152,0,0,0,,88533,92949,85546,69610,66508,82219,85222,79346,64002,85497
10614,Live rabbits and hares,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,28,1,1,2,10,157,542,767,836,894
10641,Live bees,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,552,640,777,774,367,13,0,0,0,0
20230,"Frozen, boneless meat of bovine animals",0,0,0,0,0,0,0,0,0,0,,49149,7741,16648,12723,5891,9891,14671,13922,10428,5476,,598500,662960,751750,872472,976018,915329,1077889,1196068,1114412,1327449
20319,"Fresh or chilled meat of swine (excluding carcases and half-carcases, and hams, shoulders and ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,102454,60511,83456,84568,102155,118838,121768,109370,101864,152729
20321,Frozen carcases and half-carcases of swine,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,55,0,28,23,32,70,39,39,15,55
20423,Fresh or chilled boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,80,131,108,215,337,1415,1797,1731,2313,4836
20621,Frozen edible bovine tongues,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,37,25,24,0,6,72,321,169,93,174
20629,Frozen edible bovine offal (excluding tongues and livers),0,0,0,0,0,0,0,0,0,0,,326,0,89,0,11,23,15,10,0,13,,135170,130481,148386,159274,156991,156855,164700,147747,156733,165168
20680,"Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,45,0,0,0,9756,7523,853,169,0,0,,0,0,0,0,0,0,2,1,0,0
20725,"Frozen turkeys of the species domesticus, not cut into pieces",0,0,0,0,0,0,0,0,0,0,,3797,236,601,270,157,0,207,51,0,0,,170,70,153,151,168,169,132,210,63,427
20727,Frozen cuts and edible offal of turkeys of the species domesticus,0,0,0,0,0,0,0,0,0,0,,740,31,30,184,38,381,160,99,0,10,,2349,1966,2106,2325,2482,2368,3524,4694,3358,2823
20744,Fresh or chilled cuts and edible offal of domestic ducks (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,75,0,0,0,0,0,0,0,0,253,,0,16,6,0,1,1,0,0,0,0
21011,"Hams, shoulders and cuts thereof of swine, salted, in brine, dried or smoked, with bone in",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4,30,49,439,633,736,770,791,1095,1407
30214,"Fresh or chilled Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,28334,44818,56928,76088,138146,163107,217420,228327,227199,305322
30223,"Fresh or chilled sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0
30244,"Fresh or chilled mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,0,0,0,0,0,0,0,0,0,,1420,1637,1750,2962,4042,4838,6529,4683,6069,6399,,0,0,0,6,4,222,292,48,240,33
30246,"Fresh or chilled cobia """"Rachycentron canadum""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,1266,0,0,0,,1,0,0,0,0,0,0,0,0,0
30283,"Fresh or chilled toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30290,Fresh or chilled fish livers and roes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,2,2,11,20,0,0,0,0,0
30312,"Frozen Pacific salmon (excluding sockeye salmon """"red salmon"""")""""",0,0,0,0,0,0,0,0,0,0,,45,0,0,241,0,1,0,0,0,0,,3041,6770,15739,19438,11434,20417,22656,30315,24358,45978
30339,"Frozen flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"""" ...""",0,0,0,0,0,0,0,0,0,0,,2045,3109,1678,1,0,0,0,0,0,0,,63008,52866,53557,61399,57715,73123,83936,81578,58192,61574
30345,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18434,8000,10356,9328,8453,8174,17823,16399,7006,7777
30349,"Frozen tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, Thunnus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,12,0,0,0,0,0,0,,985,17,26,110,103,47,47,297,54,117
30364,"Frozen haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,8
30389,"Frozen fish, n.e.s.",0,0,1,0,0,59,0,0,0,0,,27,376,56,675,8,210,0,814,2172,707,,524982,492015,513018,538653,582210,493114,515182,467749,431810,393017
30399,"Frozen fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5288,11901,17119,16902,19531
30432,"Fresh or chilled fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,92,0,0,0,,0,2,0,0,0,0,27,8,0,1
30459,"Fresh or chilled fish meat, whether or not minced (excluding all fillets, tilapias, catfish, ...",0,0,0,0,0,0,0,0,0,0,,1642,611,444,0,0,35,0,0,0,0,,427,0,9,29,8,26,5,3,0,0
30481,"Frozen fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,48,63,0,240,0,0,0,,2561,3339,8478,7879,7592,5722,9145,9889,6781,6593
30483,"Frozen fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,3271,3152,2632,3662,4730,7475,8745,7957,6730,6830
30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,9,17,29,51,35,3,41,,1164,0,173,443,239,48,68,12,377,374
30544,"Smoked tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""",0,0,0,0,0,0,0,0,0,0,,0,0,3262,3397,2307,0,0,0,0,0,,0,0,0,0,0,0,0,10,5,15
30561,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,23
30563,"Anchovies """"Engraulis spp."""", salted or in brine only (excluding fillets and offal)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14,13,7,12,12,20,9,67,30,26
30629,"Crustaceans, even smoked, fit for human consumption, whether in shell or not, live, fresh, ...",0,0,0,0,0,0,0,0,0,0,,960,0,0,334,527,915,1668,4675,17,30,,172,171,247,236,205,0,0,0,0,0
30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,9525,9658,10632,10573,12964,14829,11517,15759,12147,11185
40110,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,89727,113081,68437,73652,204148,103726,163302,201287,160056,213816,,5,2,4,5,7,35,13,73,53,79
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened",0,0,0,0,0,0,0,0,0,0,,20934,27777,32174,44187,34574,23609,26097,23853,24009,22906,,6031,8426,10145,6389,10287,15814,20189,19525,21058,18909
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",0,0,0,0,0,0,0,0,0,0,,34,0,0,0,0,2,51,100,0,2,,275,313,207,82,28,51,35,125,71,101
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excluding those used for ...",0,0,0,0,0,0,0,0,0,0,,34,0,0,0,0,0,0,0,0,0,,9115,8131,8055,6776,6405,6965,8341,8366,8539,9996
60120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,278,244,318,321,315,472,4483,4630,4087,3806
60290,"Live plants, incl. their roots, and mushroom spawn (excluding bulbs, tubers, tuberous roots, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,318,46,0,10,0,,43416,42093,53643,62637,64516,60649,63877,65244,64509,77082
60314,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2881,6736,8077,9531,9300,8814,10394,10407,10071,16398
70110,Seed potatoes,0,0,0,0,0,0,0,0,0,0,,0,225,172,0,4,210,187,0,0,0,,4,0,0,0,0,0,0,0,0,0
70690,"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excluding ...",0,0,0,0,0,0,0,0,0,0,,2007,244,0,38,1364,2587,2662,3205,2806,2764,,44840,47874,45989,35578,39663,41915,40966,47157,40452,47788
70920,Fresh or chilled asparagus,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2077,2835,3314,4551,4373,5499,7081,6741,7194,8555
70991,Fresh or chilled globe artichokes,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,2,0,0,0,0,0,,3,2,29,66,6,4,6,14,10,12
71339,"Dried, shelled beans """"Vigna and Phaseolus"""", whether or not skinned or split (excluding beans ...""",0,0,0,0,0,0,0,0,0,0,,428,188,528,416,10,2,0,0,0,82,,2790,2931,1594,1438,1485,2419,1624,1252,916,1240
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",0,0,0,0,0,0,0,0,0,0,,0,0,54,80,32,30,17,0,0,0,,830,1461,2659,2909,480,357,527,269,46,112
