Product code,Product label,Russian Federation's imports from China-Value in 2012,Russian Federation's imports from China-Value in 2013,Russian Federation's imports from China-Value in 2014,Russian Federation's imports from China-Value in 2015,Russian Federation's imports from China-Value in 2016,Russian Federation's imports from China-Value in 2017,Russian Federation's imports from China-Value in 2018,Russian Federation's imports from China-Value in 2019,Russian Federation's imports from China-Value in 2020,Russian Federation's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
400249,"Chloroprene """"chlorobutadiene rubber, CR"""", in primary forms or in plates, sheets or strip ...""",2830,902,1263,587,630,3166,3770,1904,1029,1586,,25846,14497,12777,6896,6219,18183,58699,49551,39670,53908,,15134,12462,9803,8714,9138,12857,12625,9928,5997,9251
630539,"Sacks and bags, for the packing of goods, of man-made textile materials (excluding of polyethylene ...",1363,1074,896,698,934,1181,1457,1549,1702,1585,,131750,128020,202520,189138,170765,159641,175196,177413,198938,240465,,1686,1608,1354,1048,1198,1580,1924,3828,2851,2176
293623,"Vitamin B2 and its derivatives, used primarily as vitamins",100,278,244,301,322,989,3261,3879,1405,1581,,47728,56476,60981,62377,75800,88711,114080,87553,75861,71431,,1419,2406,2627,4814,5081,7666,7123,7055,4418,5046
81090,"Fresh tamarinds, cashew apples, jackfruit, lychees, sapodillo plums, passion fruit, carambola, ...""",124,219,297,182,215,703,937,1382,960,1580,,162663,183824,178888,296366,167986,126473,160001,244837,252802,243391,,127987,158640,119170,83033,63400,81690,115935,125187,142694,140143
540742,"Woven fabrics of filament yarn containing >= 85% nylon or other polyamides by weight, incl. ...",1433,641,437,438,622,722,956,942,1248,1571,,153839,201439,238535,214435,289426,364925,477758,546350,560860,650176,,3684,3791,7211,6028,7903,2419,2790,2377,2270,3052
940330,Wooden furniture for offices (excluding seats),11148,12466,11737,5470,3300,2455,2291,1914,1522,1566,,853788,892441,1030991,1220836,1145262,1169866,1200598,971516,1141552,1237901,,100833,119190,97568,50981,43809,50657,56018,44861,42135,51034
851890,"Parts of microphones, loudspeakers, headphones and earphones, earphones, audio-frequency electric ...",1509,2135,2178,652,648,990,1903,1545,1260,1562,,972348,1040596,1127943,1381958,1396986,1755796,1431936,1779420,1762981,1847163,,2745,3169,3088,1176,1581,1867,3058,2674,2548,2857
701951,"Woven fabrics, incl. narrow fabrics, of glass, of a width of <= 30 cm (excluding rovings)",1386,1128,529,271,556,1215,1752,1153,1068,1559,,15186,11193,10916,12411,11122,11362,12369,13999,16895,24750,,2268,2968,1738,772,1101,2410,2556,2272,2233,3571
551430,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",2421,1337,1118,1151,977,861,1179,1515,1352,1558,,30975,32728,34578,30459,30412,31366,33271,27093,23558,25411,,3150,2018,1881,1794,1497,1106,1564,2241,2196,1749
961400,"Smoking pipes, incl. pipe bowls, cigar or cigarette holders, and parts thereof, n.e.s.",1771,2656,2616,3160,2171,1861,2567,3388,2498,1558,,266233,97638,99224,139466,176904,265770,165117,173417,250878,318987,,2612,4413,4024,4782,3463,2718,3445,4488,3495,2962
842831,"Continuous-action elevators and conveyors for goods or materials, for underground use (excluding ...",275,260,75,0,0,0,9207,5484,17279,1557,,41197,10412,2386,3254,7475,7003,11221,8146,6567,18090,,137665,47528,7447,18062,18943,6639,48951,39333,46247,11435
621120,Ski suits (excluding knitted or crocheted),3459,2495,2327,1609,455,1282,2925,1829,1212,1556,,93919,99809,109781,70230,49929,70007,75296,73506,49627,65943,,5083,3309,2587,1708,761,1845,4220,2474,2060,3888
620423,"Women's or girls' ensembles of synthetic fibres (excluding knitted or crocheted, ski overalls ...",3670,5263,6369,2507,2894,3518,3400,2935,2020,1553,,78957,82792,141930,104563,112384,109055,113030,123927,178559,358316,,7061,8699,9363,3988,4412,5203,5990,4762,3562,2822
761010,"Doors, windows and their frames and thresholds for door, of aluminium (excluding door furniture)",1043,992,1590,1229,1108,2111,2765,1926,1759,1550,,687157,844359,944442,1048705,870544,933207,1033730,1101972,1080891,1162525,,14905,20075,29764,16579,17225,32632,21121,18913,19576,20078
903290,"Parts and accessories for regulating or controlling instruments and apparatus, n.e.s.",4815,6385,3113,1391,2586,979,890,6851,1104,1549,,587111,628913,654978,613608,536018,539967,653542,769258,995345,1045711,,23097,34909,21038,11876,9548,10820,14667,21527,11930,18032
903032,Multimeters with recording device,246,305,273,583,906,982,1172,1244,1590,1547,,56232,61415,36636,21338,15517,20535,18959,21684,19238,22417,,7473,10028,11412,5604,6951,8738,9664,9016,8871,8820
750712,Tubes and pipes of nickel alloys,0,673,15,8,30,23,571,851,2011,1541,,13528,32455,22582,28034,32079,42223,45812,65425,39369,39901,,4072,7175,9117,10085,14360,5918,6718,7999,13406,5550
820720,Interchangeable dies for drawing or extruding metal,148,92,75,108,210,496,452,811,973,1538,,48293,41724,54467,51471,53788,64916,75116,87512,71019,84654,,16003,6589,5543,4144,4214,4516,7553,7946,7282,9922
290519,"Saturated monohydric acyclic alcohols (excluding methanol """"methyl alcohol"""", propan-1-ol ...""",1,1,41,113,155,259,879,619,773,1535,,65819,73956,87700,78317,80860,90680,148134,148924,119239,143118,,3319,3657,4605,12881,12306,9882,14414,13820,12287,20951
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",922,851,1108,568,762,1303,1085,1848,1193,1535,,358625,334982,350341,359886,372468,400777,511824,507248,469348,428720,,38963,40827,54698,50549,33530,39345,37336,52361,39777,40732
910591,"Clocks, electrically operated (excluding wrist-watches, pocket-watches and other watches of ...",2500,2478,3286,944,1321,1280,1046,1297,1221,1530,,122640,109546,110200,107397,100426,82264,80607,79864,78353,99287,,4461,3893,4772,1408,2057,2380,2163,2203,1871,2562
481830,"Tablecloths and serviettes of paper pulp, paper, cellulose wadding or webs of cellulose fibres",1828,1721,1818,1105,1059,1103,1306,1067,1455,1528,,78509,97345,120365,160623,150262,162568,221931,281564,181399,154947,,18731,19049,15922,9380,9014,9144,9852,7392,6210,6944
901120,"Optical microscopes, for photomicrography, cinephotomicrography or microprojection (excluding ...",813,444,454,234,187,1158,880,904,1324,1525,,5534,2754,2993,4504,9615,3867,3240,3347,4033,15560,,5227,3595,4060,3702,2359,3360,3424,3266,6497,5395
540783,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",2328,2129,2502,2426,1367,558,815,1778,1263,1523,,106257,65993,55858,71317,66323,59151,52403,41817,30988,33785,,5014,3945,4245,3264,2202,1861,2463,3954,2794,3007
80430,Fresh or dried pineapples,1860,2282,1796,1452,2477,3991,3454,4580,2080,1517,,1988,2425,1937,2443,4058,6750,7511,6743,3109,2187,,57313,58767,53788,35510,36666,49735,57927,54471,54106,58646
845939,"Boring-milling machines for metals, not numerically controlled (excluding way-type unit head ...",1817,1294,2667,339,391,594,520,685,653,1517,,9590,9518,11439,6525,3205,5360,6397,6779,3602,3290,,4829,3549,17872,1624,1256,1935,1951,1083,1988,3018
848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated ...,1407,3102,4897,3170,1357,2338,1954,7649,4037,1514,,147436,181663,233925,251430,375720,296100,354358,532575,690950,572345,,103607,117711,351740,73697,59897,37526,46335,53260,47928,34037
850520,"Electromagnetic couplings, clutches and brakes",454,589,693,597,632,779,797,912,960,1509,,135869,160418,210214,204443,192735,204601,186700,157780,117107,147146,,7243,8000,7575,6349,7325,9025,8542,8674,10599,10463
510529,"Wool, combed (excluding that in fragments """"open tops"""")""""",0,0,0,477,270,1103,756,1657,1631,1502,,482682,481464,474091,408951,385192,438652,562109,480844,292923,281163,,1277,268,1356,1688,1159,5169,3198,5728,3986,5521
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,81,138,324,1054,1492,,0,0,0,0,0,32852,41170,42221,41824,74728,,0,0,0,0,0,663,743,685,2267,3985
730792,"Threaded elbows, bends and sleeves, of stainless steel (excluding cast or stainless products)",683,946,1069,525,515,958,682,977,1376,1491,,295642,254184,308479,241616,205613,298631,374843,374220,254654,289535,,5465,7225,5611,3129,3802,4967,5263,5622,5325,5492
340510,"Polishes, creams and similar preparations, for footwear or leather, whether or not in the form ...",2066,1369,1797,1021,1215,1362,2094,2590,1728,1485,,44573,49779,56280,51020,43258,49076,44835,53620,30180,27532,,24525,25740,26785,14221,15418,18820,18082,16576,11965,14611
482370,"Moulded or pressed articles of paper pulp, n.e.s.",777,1317,939,688,960,863,1565,926,968,1484,,129471,130305,156057,178345,165882,180568,181592,223275,274169,307706,,9217,12324,10832,6737,7006,7683,9517,8201,7078,8558
200799,"Jams, jellies, marmalades, pur?es or pastes of fruit, obtained by cooking, whether or not containing ...",10610,8470,7164,6946,2919,2245,2955,1920,849,1484,,92936,92249,92496,81412,72750,71896,87412,61358,78662,94276,,117946,137319,132177,91644,60967,87179,101253,75241,80473,101897
90210,Green tea in immediate packings of <= 3 kg,8019,7357,4697,3293,1135,1002,1010,1346,1121,1480,,521045,641072,655015,654914,648563,637481,668895,685675,734142,695740,,38537,23176,19019,13148,8172,7920,8430,9657,7024,7887
920999,"Parts and accessories for musical instruments """"e.g. mechanisms for musical boxes, cards, ...""",1478,1149,943,460,362,472,610,527,1166,1479,,95972,95322,96311,91780,88039,86016,89171,88786,81583,90050,,2762,2882,2346,1199,1184,1601,2407,2370,3235,3428
845140,"Machines for washing, bleaching or dyeing textile yarns, fabrics or made-up textile articles ...",1254,273,4357,345,1322,1480,4898,1554,842,1477,,82274,90472,112360,119872,122951,138617,166358,136381,108410,122578,,5793,5528,18364,2352,6420,5255,10621,7004,3737,16937
843410,Milking machines,1376,1372,2015,1596,639,1535,1823,1321,1722,1477,,8945,6684,7787,7138,4530,9874,6209,4517,5107,2450,,45525,40589,28289,16178,16449,20384,30313,33063,32467,42227
830630,"Photograph, picture or similar frames, of base metal; mirrors of base metal (excluding optical ...",3577,3026,2295,1028,875,962,652,1208,599,1475,,169774,134269,137145,136772,115747,113270,126404,127485,120365,136845,,5622,5063,4131,2058,1728,2608,1656,2123,1595,2541
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",350,259,187,165,153,184,83,46,92,1475,,11079,3559,3236,5436,4231,14528,7016,6586,5725,32987,,544,784,311,280,205,246,141,313,662,2915
851240,"Electrical windscreen wipers, defrosters and demisters, for motor vehicles",1065,1322,1274,453,249,186,1050,623,592,1475,,190166,211271,239909,227645,236173,232220,233366,226822,171625,168566,,23820,24806,23967,14791,17729,21022,22227,20438,18521,20206
71220,"Dried onions, whole, cut, sliced, broken or in powder, but not further prepared",495,1987,937,2029,1460,1264,1439,2099,2638,1473,,33952,36046,36236,33773,22694,22153,20530,28814,52593,50651,,11072,9977,9530,9443,9127,8908,9235,12687,12623,13238
854411,"Winding wire for electrical purposes, of copper, insulated",207,603,238,270,406,733,1549,1616,1412,1466,,480045,546067,612208,566120,483944,534975,577689,515777,509036,703969,,24176,23025,18399,14434,9545,13878,11915,14035,12434,19480
732189,"Stoves, heaters, grates, fires, wash boilers, braziers and similar domestic appliances, of ...",6314,6383,7284,2448,1257,1120,586,838,927,1466,,207415,254313,297272,375749,321551,320213,337108,316104,404510,610916,,28679,27696,29454,14817,12065,13973,12519,12381,12791,16374
844590,Machines for producing textile yarns and machines for preparing textile yarns for use on machines ...,186,214,363,473,486,2197,1447,2662,1072,1464,,17936,24307,28665,42219,40281,55174,51504,55850,42251,55445,,2504,2847,5339,3690,2721,4284,5026,4391,3912,2066
291462,"Coenzyme Q10 """"ubidecarenone """"INN""""""""""""",0,0,0,0,0,300,480,586,1089,1464,,0,0,0,0,0,153737,149946,140527,236132,327687,,0,0,0,0,0,504,803,880,1445,2064
810820,Unwrought titanium; titanium powders,21282,53,100,58,362,244,89,344,1490,1460,,63385,38069,44227,27221,12376,16922,15097,15101,10450,12625,,74523,40031,20130,14662,11469,6922,77632,53129,32547,27232
901850,"Ophthalmic instruments and appliances, n.e.s.",564,729,517,882,839,943,1507,1822,1768,1459,,59812,62099,89951,86062,82023,91237,106186,110988,75973,110274,,114871,88137,89187,68891,76726,91076,113795,130760,101713,130168
621440,"Shawls, scarves, mufflers, mantillas, veils and similar articles of artificial fibres (excluding ...",6721,6504,4623,2643,2504,2222,2585,2909,1330,1459,,190666,219087,186381,155956,141473,120080,106844,89003,50350,49557,,10840,10299,7924,4706,4368,4517,5607,5201,2921,2894
810294,"Unwrought molybdenum, incl. bars and rods obtained simply by sintering",4709,2524,3114,2299,840,1045,3075,2392,2488,1452,,503,4179,768,38023,54000,74280,87053,78738,60572,45213,,10298,7964,8840,2546,840,1075,3090,2470,2904,3681
630312,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres, knitted ...",2101,1341,551,1422,878,865,1194,970,874,1448,,231452,218999,276170,174287,150704,157804,139108,131278,144527,176582,,3559,3955,3885,3374,2805,2918,3504,3537,2856,3817
551341,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",9222,5945,3859,570,829,452,1238,549,1733,1443,,333311,412601,1064484,1098407,773129,526092,569723,464003,329291,229385,,53373,27677,11527,2082,1692,1426,3669,3243,4890,5253
731589,"Chain of iron or steel (excluding articulated link chain, skid chain, stud-link chain, welded ...",1428,1737,1907,1200,2201,3361,1710,1371,1229,1442,,140036,132076,135769,112525,100023,97724,96705,86581,87768,101302,,11569,8796,5611,4368,5931,8736,5525,6665,5544,6068
282619,Fluorides (excluding of aluminium and mercury),1204,1354,1565,1345,2702,1342,1003,1523,1388,1438,,46967,47617,54889,50293,69855,84318,81273,73744,65323,77873,,1897,3170,1977,1910,3143,1812,1699,2469,1912,2185
210120,"Extracts, essences and concentrates, of tea or mate, and preparations with a basis of these ...",510,218,322,372,267,397,304,522,761,1438,,78861,94316,105663,106775,117306,117597,129302,155532,130871,205565,,24345,27925,29807,19343,18485,23655,30796,27717,25130,32821
870432,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,721,60,346,328,889,78,1438,,4626,5176,1719,1889,1459,8149,9075,32073,12507,10035,,239,3260,2392,3612,306,1768,1242,2487,1860,4427
271019,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, ...",132,1111,341,257,284,329,609,702,965,1436,,18066308,19488962,20552135,15560518,15147123,19758821,27309997,28887569,19071132,22162522,,1554385,1232255,1050610,672940,660576,807935,836891,827896,934802,1296976
551612,"Woven fabrics containing >= 85% artificial staple fibres by weight, dyed",1167,488,265,276,444,474,410,610,681,1436,,297093,461879,562172,584035,568212,550772,543637,653573,497477,559898,,3004,1799,705,758,922,847,1139,1589,1402,2342
320415,"Synthetic organic vat dyes, incl. those usable in that state as pigments; preparations based ...",430,456,381,368,342,1430,1474,1913,1569,1435,,210837,239048,249521,232596,241972,245404,285818,313960,187106,299864,,1091,725,599,750,677,2471,3123,5142,4875,4479
551614,"Woven fabrics containing >= 85% artificial staple fibres by weight, printed",932,265,291,792,583,400,607,799,1098,1435,,577444,710943,872200,1039465,1003645,1116880,1223270,1312522,1259298,1273355,,1908,562,621,1108,1172,857,1261,1482,1597,2119
640220,"Footwear with outer soles and uppers of rubber or plastics, with upper straps or thongs assembled ...",3763,4031,3531,2580,1665,3090,3405,2812,1598,1432,,1876531,1878514,2215457,2155360,1879294,1872146,1718552,1926279,1922040,1692597,,5300,5324,4639,3476,2824,4148,4631,4480,3281,3393
290621,Benzyl alcohol,548,584,1169,452,810,494,845,822,794,1432,,23931,26936,36564,31663,31580,37194,64748,32265,44016,36769,,982,1011,1828,1000,1248,2110,2537,1751,1990,2655
71090,"Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen",1361,756,2587,2610,2557,2542,2581,1109,1045,1432,,52618,55591,51675,47992,47929,48239,51989,53624,57638,52818,,16548,20576,21110,8852,4445,4612,4658,2239,2173,2160
281820,Aluminium oxide (excluding artificial corundum),596,393,1244,937,969,3320,39573,18256,1546,1431,,39414,95076,108349,139465,65865,56393,784210,168009,98999,107550,,1652353,1373168,1423911,1394243,1266719,1468411,2145685,1952485,1505250,1826741
521131,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",565,4124,724,33,131,674,258,261,679,1430,,15248,31428,41879,53505,48651,60776,50585,66077,46420,70949,,833,4409,1276,527,1005,2232,1014,771,1624,2446
381231,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline """"TMQ""""""""",0,0,0,0,0,78,947,960,623,1425,,0,0,0,0,0,68990,107777,86593,62002,110058,,0,0,0,0,0,290,1118,1355,1291,2745
390220,"Polyisobutylene, in primary forms",307,657,439,112,535,807,1029,1157,1350,1422,,10419,14790,18553,30815,17993,16565,16572,19516,19869,19615,,4583,5604,4356,5058,7640,8154,10770,11581,10649,16855
848640,Machines and apparatus specified in Note?9 C to chapter 84,133,972,529,489,212,858,1383,334,406,1422,,457239,484773,646396,619449,609648,575525,580852,502918,644599,1026750,,17279,23104,23206,15673,8084,16099,11137,17875,5893,17948
680300,"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ...",1313,1550,1661,960,884,725,502,600,295,1421,,151272,168637,182601,181007,187470,158221,162637,152344,167639,167418,,4627,4283,4351,2600,1899,1943,1893,1951,1847,3530
130190,"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins (excluding gum ...",7036,5792,6236,5086,1685,1776,3466,2995,2307,1421,,11223,13360,8083,4604,3959,4070,6252,7233,8503,8564,,14045,18108,20414,17072,17575,18100,24369,32479,19498,32266
