Product code,Product label,Australia's imports from Saudi Arabia-Value in 2012,Australia's imports from Saudi Arabia-Value in 2013,Australia's imports from Saudi Arabia-Value in 2014,Australia's imports from Saudi Arabia-Value in 2015,Australia's imports from Saudi Arabia-Value in 2016,Australia's imports from Saudi Arabia-Value in 2017,Australia's imports from Saudi Arabia-Value in 2018,Australia's imports from Saudi Arabia-Value in 2019,Australia's imports from Saudi Arabia-Value in 2020,Australia's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
381220,"Compound plasticisers for rubber or plastics, n.e.s.",0,0,0,0,0,0,0,0,0,0,,4589,4509,2388,1350,2636,13917,11714,5832,4332,5905,,1354,1389,1674,1569,686,780,2137,1032,2578,4165
381512,"Supported catalysts with precious metal or a precious-metal compound as the active substance, ...",0,0,0,0,0,0,0,0,0,0,,22770,1376,24911,51488,60387,36741,4666,6050,3826,354,,29660,13811,33552,15073,10372,2940,6494,3773,795,1228
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",0,0,0,0,0,0,0,0,0,0,,198,255,708,1231,4434,4793,6788,6505,7119,4327,,12855,12329,12151,13249,12056,10356,12138,11216,13106,13940
382312,"Oleic acid, industrial",0,0,0,0,0,0,0,0,0,0,,0,0,0,20,1,0,0,0,0,0,,1702,4311,3947,1039,2293,3253,2550,1848,1843,3090
382483,"Mixtures and preparations containing tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,49,11,0,0,0,,0,0,0,1,0,0,0,0,0,0
382484,"Mixtures and preparations containing aldrin """"ISO"""", camphechlor """"ISO"""" """"toxaphene"""", chlordane ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,122,0,0,0,0
382550,"Wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,133,161,173,157,161,0,2,1,0,2
400122,"Technically specified natural rubber """"TSNR""""""""",0,0,0,0,0,0,0,0,0,0,,8828,17506,10786,18594,4897,2184,2487,15,0,18,,20140,10619,11252,5938,5716,10416,8234,8436,6678,7985
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",0,0,0,0,0,0,0,0,0,0,,0,0,418,2262,6566,7165,7414,3063,1507,1772,,47246,31861,26109,19833,20199,43646,39199,33431,27237,31858
400231,"Isobutylene isoprene rubber """"IIR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,0,0,0,7,0,,0,0,0,0,2861,42085,48399,26207,92400,126320,,263,346,553,147,124,121,98,81,1637,1268
400251,"Latex of acrylonitrile-butadiene rubber """"NBR""""""""",0,0,0,0,0,0,0,0,0,0,,69,259,0,0,0,0,0,0,573,0,,6,8,18,25,0,6,10,6,3,7
400291,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",0,0,0,0,0,0,0,0,0,0,,731,1643,3486,3187,1756,3172,4165,6133,1792,5412,,372,593,679,343,244,217,303,312,273,329
400591,"Compounded rubber, unvulcanised, in the form of plates, sheets or strip (excluding rubber compounded ...",0,0,0,0,0,0,0,0,0,0,,113,92,0,115,51,1547,523,45,0,3,,2906,2113,2740,1706,1889,1631,2938,2220,2524,1869
400610,"'Camel-back' strips of unvulcanised rubber, for retreading rubber tyres",0,0,0,0,0,0,0,0,0,0,,166,0,0,0,65,99,24,0,0,0,,247,29,27,18,6,9,10,18,12,2
400821,"Plates, sheets and strip, of non-cellular rubber",0,0,0,0,0,0,0,0,0,0,,0,79,0,70,18,197,209,348,79,129,,38361,28782,35128,29391,31696,32238,36140,40152,36851,41617
401012,"Conveyor belts or belting, of vulcanised rubber, reinforced only with textile materials",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,65,47,42,0,5,0,,88525,81912,51522,39213,32102,39005,50574,45729,58806,63064
401033,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,5,0,0,0,,2161,2170,2273,2148,1986,2633,2062,1778,1893,2464
401170,"New pneumatic tyres, of rubber, of a kind used on agricultural or forestry vehicles and machines",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,57936,56093,46701,50561,75758
401190,"New pneumatic tyres, of rubber (excl. of a kind used on agricultural, forestry, construction, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13749,11751,6713,6446,35328
401220,Used pneumatic tyres of rubber,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,,3921,1654,348,309,309,396,1580,969,324,203
401320,"Inner tubes, of rubber, of a kind used for bicycles",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,13,11,0,0,0,0,,3866,4397,4240,3992,3577,3188,3510,3296,4000,4312
401390,"Inner tubes, of rubber (excluding those of a kind used on motor cars, incl. station wagons ...",0,0,0,0,0,0,0,0,0,0,,154,67,209,46,338,223,7,0,0,0,,6649,6069,6491,6392,5734,5217,6009,4968,5100,4764
401695,"Inflatable mattresses and cushions and other inflatable articles, of vulcanised rubber (excluding ...",0,0,0,0,0,0,0,0,0,0,,3686,4524,2535,4540,5862,2921,2507,51,101,992,,6454,9029,10052,8810,4085,4886,4408,3456,3566,3618
410799,"Leather """"incl. parchment-dressed leather"""" of the portions, strips or sheets of  hides and ...""",0,0,0,0,0,0,0,0,0,0,,322,60,0,25,6,5,30,0,386,12,,7694,9122,10311,13888,7572,6706,4501,5302,2796,4709
411420,Patent leather and patent laminated leather; metallised leather (excluding lacquered or metallised ...,0,0,0,0,0,0,0,0,0,0,,0,0,84,3,0,0,0,0,0,2,,66,42,17,21,68,152,103,49,14,36
411520,"Parings and other waste of leather or of composition leather, not suitable for the manufacture ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,0,,0,25,1,2,7,21,27,9,0,1
420500,Articles of leather or composition leather (excluding saddlery and harness bags; cases and ...,0,0,0,0,0,0,0,0,0,0,,167,29,0,81,107,94,455,18,0,1,,9496,7774,7353,8047,6882,8941,8884,6211,4484,8425
420600,"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ...",0,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,0,0,,234,281,255,181,122,209,279,249,122,246
430160,"Raw furskins of fox, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,2,3,0,0,0,0,0,3
440121,Coniferous wood in chips or particles (excluding those of a kind used principally for dying ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,705,414,0,0,0,,83,108,89,185,102,113,173,74,260,100
440131,Wood pellets,0,0,0,0,0,0,0,0,0,0,,578,422,67,235,13,11,0,4,0,2,,128,196,277,543,464,655,704,1031,2039,2125
440323,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
440420,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,0,,1339,1477,1680,245,273,183,181,0,25,0,,898,945,1070,1132,796,1088,1473,1521,1320,1772
440729,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1003,889,1672,7755,35586,592,1020,2158,,48434,27960,26244,15318,11916,16135,16403,12987,9832,9787
440791,"Oak """"Quercus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,74,1,43,0,0,0,,11584,11626,14828,17655,15795,16098,17484,17327,17879,20063
440799,"Wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...""",0,0,0,0,0,0,0,0,0,0,,505,360,282,785,79,201,33,0,20,61,,16852,18595,25173,20904,20383,15623,14219,14115,11472,14234
440890,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,0,0,0,0,0,,1671,589,1203,1322,19,4,0,14,0,0,,14743,13302,11127,15217,11463,13228,11836,9694,10006,10851
440910,"Coniferous wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,0,0,0,0,0,,152,267,437,1635,4194,2310,748,144,212,805,,122864,102507,115663,117511,120578,131471,144745,136418,135598,194190
440929,"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped """"tongued, ...""",0,0,0,0,0,0,0,0,0,0,,30,120,94,319,300,610,650,48,3,47,,199959,175557,219623,196553,175398,112814,96903,22729,32026,79633
441012,"Oriented strand board """"OSB"""", of wood""""",0,0,0,0,0,0,0,0,0,0,,918,1038,2167,2078,1255,191,14,24,0,0,,6895,10291,9323,8857,10556,14525,14931,9601,8826,10657
441871,"Flooring panels for mosaic floors, assembled, of wood",0,0,0,0,0,0,0,0,0,0,,0,0,0,71,41,39,0,0,0,0,,174,50,51,68,16,0,0,0,0,0
441874,"Flooring panels for mosaic floors, assembled, of wood other than bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,37,48,47,20,12
441890,"Builders' joinery and carpentry, of wood, incl. cellular wood panels (excluding windows, French ...",0,0,0,0,0,0,0,0,0,0,,3419,3775,4966,4282,1433,2066,921,185,0,0,,111562,108730,135966,123928,114980,0,0,0,0,0
441899,"Builders' joinery and carpentry, of wood (excl. of bamboo, windows, French windows and their ...",0,0,0,0,0,0,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,107803,129882,120679,81635,77443
441919,"Tableware and kitchenware, of bamboo (excl. chopsticks, bread boards, chopping boards and similar ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,9,,0,0,0,0,0,6203,6648,8175,8406,10372
450310,"Corks and stoppers of all types, of natural cork, incl. round-edged blanks",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,20,4,0,0,,14163,13733,13373,12259,12951,18890,21430,21745,16150,9681
460194,"Plaits and similar products of vegetable plaiting materials, whether or not assembled into ...",0,0,0,0,0,0,0,0,42,0,,0,0,0,0,16,5,16,0,0,0,,336,523,359,330,345,473,354,319,453,546
460212,"Basketwork, wickerwork and other articles, made directly to shape from rattan plaiting materials ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13,13,0,0,0,,2254,2440,2510,2526,2338,2156,3115,3970,3949,5715
460219,"Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,6,10,0,0,0,0,,11415,11486,12433,13356,11614,12787,18428,21374,22929,29961
470610,Pulp of cotton linters,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,,146,271,189,78,0,0,0,0,0,0
470720,"Recovered """"waste and scrap"""" paper or paperboard made mainly of bleached chemical pulp, not ...""",0,0,0,0,0,0,0,0,0,0,,1586,534,1102,213,518,194,112,191,170,1635,,224,361,241,0,11,0,302,724,8,0
470730,"Recovered """"waste and scrap"""" paper or paperboard made mainly of mechanical pulp, e.g. newspapers, ...""",0,0,0,0,0,0,0,0,0,0,,1131,219,314,138,349,2403,78,3,0,74,,31,22,168,84,4,60,5,3,0,25
470790,"Recovered """"waste and scrap"""" paper or paperboard, incl. unsorted waste and scrap (excluding ...""",0,0,0,0,0,0,0,0,0,0,,12887,16443,19481,11518,23393,55432,33406,2888,4705,7644,,677,1073,1284,331,254,195,332,87,383,269
480257,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,19,41,23,0,0,0,0,,48674,46365,37804,32396,31326,32065,23436,19073,17889,23379
480439,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,1568,2277,0,54,649,52,6,0,0,0,,27102,34664,30517,23139,22995,21945,25105,15123,18867,16462
481490,"Wallpaper and similar wallcoverings of paper, and window transparencies of paper (excluding ...",0,0,0,0,0,0,0,0,0,0,,2908,2799,2653,469,154,49,306,44,15,7,,3141,3027,2329,2320,1565,1482,1412,1511,1461,2134
481820,"Handkerchiefs, cleansing or facial tissues and towels, of paper pulp, paper, cellulose wadding ...",0,0,0,0,0,0,0,0,0,0,,32175,32689,34632,41155,32893,32929,24267,32020,33428,40057,,80811,85209,79967,80404,82525,86278,92268,87220,99065,93202
481830,"Tablecloths and serviettes of paper pulp, paper, cellulose wadding or webs of cellulose fibres",0,0,0,0,0,0,0,0,0,0,,150820,59643,63425,55561,56932,47190,25299,12557,11048,7603,,27657,25995,31397,28533,24952,25613,24637,24569,19250,25748
482010,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, ...",0,0,0,0,0,0,0,0,0,0,,782,469,467,607,383,211,315,11,11,9,,77626,79110,75626,83333,79228,88876,94450,83359,70910,79701
482110,"Paper or paperboard labels of all kinds, printed",0,1,0,0,0,0,0,0,0,0,,354,1143,487,410,458,588,363,246,214,180,,31599,26973,34806,28947,27504,40887,35208,33491,35919,34323
490191,"Dictionaries and encyclopaedias, and serial instalments thereof",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,1415,447,453,82,95,135,,1796,1120,1176,716,997,831,728,693,507,954
491199,"Printed matter, n.e.s.",0,0,9,4,0,1,0,0,2,0,,641,139,130,991,1661,1265,968,583,801,155,,65487,62750,69322,77184,72282,110853,93291,76869,79721,141114
500100,Silkworm cocoons suitable for reeling,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,4,0,0,0,0,0,0,0,2
500500,Yarn spun from silk waste (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6,3,0,2,26,9,6,8,45,80
500710,Woven fabrics of noil silk,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,197,0,0,0,0,,148,198,122,111,201,137,36,56,65,67
500720,Woven fabrics containing >= 85% silk or schappe by weight,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,,10546,8982,6805,5447,5020,4131,4314,3823,2681,3792
510130,"Carbonised wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,774,1091,660,167,89,59,26,0,67,275
510521,"Wool, combed, in fragments """"open tops""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,334,0,0,0,0,,0,35,11,20,52,27,22,68,40,41
511119,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,3457,3021,2588,2939,2766,2739,2313,2471,1912,2390
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,0,28,76,0,0,0,0,0,0,0,,855,908,816,681,717,1125,700,739,611,460
520420,"Cotton sewing thread, put up for retail sale",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,5,0,0,0,0,,800,742,988,549,625,838,516,523,765,1112
520514,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,13,0,0,0,0
520527,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,5,9,6,12,4,2,7,7,5,20
520531,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,8,1,0,14,15,16,14,23,16
520542,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1317,1004,919,581,327,442,665,789,806,1347
520547,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,3,7,8,7,3,2,10
520631,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,52
520710,"Cotton yarn containing >= 85% cotton by weight, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1847,1510,1705,1258,1569,1501,1876,2163,3071,2611
520823,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,30,8,98,28,30,29,54,26,24,53
520843,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,10,12,0,0,0,0,0,,42,54,17,19,26,26,33,11,35,35
520912,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,863,345,110,360,107,164,251,178,185,94
520919,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, unbleached ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,13,22,5,175,0,0,1,,178,119,201,65,40,48,56,53,43,70
520922,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,189,55,33,38,25,16,66,23,25,47
520932,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,714,884,491,1027,1110,667,889,806,653,1043
520941,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,111,94,76,114,443,373,297,88,65,67
520952,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,23,9,0,0,0,0,0,,51,204,474,195,268,117,41,74,109,255
521031,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1074,566,736,705,468,148,206,133,61,367
521051,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,221,58,129,223,131,186,57,138,53,46
521212,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,106,174,267,88,56,32,23,28,333,142
530121,"Flax, broken or scutched",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4,12,0,13,0,18,0,0,0,0
530610,Single flax yarn,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,14,,146,41,1,91,9,158,197,86,25,23
530620,"Multiple """"folded"""" or cabled flax yarn""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,80,85,61,72,68,96,88,74,85,134
531090,"Woven fabrics of jute or of other textile bast fibres of heading 5303, bleached, dyed, made ...",0,0,0,0,0,0,0,0,0,0,,0,0,1103,1365,304,627,49,0,0,0,,1531,2110,1597,2229,2083,1773,1171,985,1176,1441
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...,0,0,0,0,0,0,0,0,0,0,,0,202,0,0,2,5,31,0,0,0,,1009,884,799,546,967,682,1208,1578,1329,1181
540232,"Textured filament yarn of nylon or other polyamides, with a linear density of > 50 tex per ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,19,0,0,0,163,0,0,,36544,57233,74294,81169,75764,82846,59896,53180,73776,96956
700530,"Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, ...",5,2,0,0,0,0,0,0,0,0,,265,100,0,1,0,64,103,0,1582,325,,95,2,100,7,86,16,15,45,6,0
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",0,0,0,0,0,0,0,0,0,0,,1839,1020,366,224,293,0,11,0,947,200,,50001,48446,46719,47017,44815,47213,44858,47225,40627,50153
700910,"Rear-view mirrors, whether or not framed, for vehicles",0,0,0,0,0,0,0,0,0,0,,0,0,47,9,31,37,28,33,43,91,,20008,19710,20937,18611,18704,20421,20267,20438,18765,28668
701391,"Glassware, of lead crystal, of a kind used for toilet, office, indoor decoration or similar ...",0,0,0,0,0,0,0,0,0,0,,29,30,145,3094,2706,286,115,113,26,3980,,11065,5121,2539,2843,2017,1780,1850,1990,873,1647
701790,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ...",0,0,0,0,0,0,0,1,0,0,,32,0,0,1,22,19,0,17,0,0,,9102,8295,8415,7650,7690,7410,7712,8942,9088,8408
701890,"Glass eyes (excluding prosthetic articles); articles of glass beads, or of imitation pearls, ...",0,0,0,0,0,0,0,0,0,0,,89,383,0,170,74,122,249,24,73,17,,702,596,599,568,1090,736,888,929,1105,1677
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,532,137,30,13,49,14,58,155,125,121
711029,Palladium in semi-manufactured forms,0,0,0,0,0,0,0,0,0,0,,0,0,0,39,0,13,0,93,0,0,,7293,5970,5364,3991,7257,5059,7051,14184,12214,17242
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,278,133,219,880,910,439,5,22,6,155
711311,"Articles of jewellery and parts thereof, of silver, whether or not plated or clad with other ...",0,0,0,0,0,0,0,0,0,0,,316,0,182,718,96,383,1619,0,3,0,,165070,192061,195634,203230,206816,227379,202868,154841,169136,185052
711620,"Articles of precious or semi-precious stones """"natural, synthetic or reconstructed"""", n.e.s.""""",0,12,0,0,0,0,0,0,0,0,,0,0,0,210,4,123,50,0,0,0,,7008,9407,7916,6293,5821,10773,14358,9825,14989,20954
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,2858,0,,6207,7174,2954,4390,4855,3544,5320,3515,8440,7480
720299,"Ferro-alloys (excluding ferro-manganese, ferro-silicon, ferro-silico-manganese, ferro-chromium, ...",0,0,0,0,0,0,0,0,0,0,,9895,885,0,0,14,1,0,0,0,0,,847,300,424,919,847,788,1311,584,879,760
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excluding granules of ferro-alloys, turnings ...",0,0,0,0,0,0,0,0,0,0,,221,37,107,99,209,699,2366,704,445,991,,6512,4468,4102,3305,2416,2508,2876,2515,2747,3316
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3536,1974,504,234,165,532,183,427,423,2050
720720,"Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,54,180,280,835,331,402,3941,19960
720825,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,72,109,0,341,12994,73,35091,12096,3919,0,,3949,3077,2947,1327,802,575,511,711,630,0
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,716,1500,321,4747,42,71,4,0,0,0,,0,0,654,1114,364,93,38,411,27,0
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,0,103,0,0,2,0,0,6,0,0,,214,45,33,13,24,15,29,48,44,128
721119,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not ...""",0,0,0,0,0,0,0,0,0,0,,389,158,0,17,73,55,47,0,14,102,,13154,2179,0,0,0,0,0,0,0,0
721129,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,51,147,0,183,586,1034,386,18,0,58,,2849,1714,3701,1148,1038,1261,991,1082,1226,1091
721410,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excluding in irregularly ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,32329,207222,233,0,68907,,8500,2909,3132,1558,1128,3722,3164,1306,1052,1924
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,53395,24986,27813,0,,822,170,510,520,579,1089,1037,659,410,660
