Product code,Product label,"Viet Nam's imports from Korea, Republic of-Value in 2012","Viet Nam's imports from Korea, Republic of-Value in 2013","Viet Nam's imports from Korea, Republic of-Value in 2014","Viet Nam's imports from Korea, Republic of-Value in 2015","Viet Nam's imports from Korea, Republic of-Value in 2016","Viet Nam's imports from Korea, Republic of-Value in 2017","Viet Nam's imports from Korea, Republic of-Value in 2018","Viet Nam's imports from Korea, Republic of-Value in 2019","Viet Nam's imports from Korea, Republic of-Value in 2020","Viet Nam's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
440131,Wood pellets,0,2,332,0,74,0,0,0,0,,,5,1,3,215,8,1,375,18,0,0,,0,2,911,122,474,947,37,159,149,153
440323,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,92,5,6,,0,0,0,0,0,0,17,164,563,1190
440420,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,1,0,0,0,0,0,0,0,,,0,2,5,0,0,0,0,0,36,62,,10,4,0,3,0,0,3,12,0,404
440729,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,0,1,0,,,156,98,427,143,72,298,347,187,280,627,,19339,41844,220987,243850,60500,15231,15111,13119,12386,34186
440791,"Oak """"Quercus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",149,0,37,46,0,14,0,0,0,,,198,72,20,140,78,36,49,65,0,5,,41591,64001,97497,88242,88089,96669,131227,122727,109463,114926
440799,"Wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...""",18,4,0,75,67,7,0,0,0,,,703,598,1046,334,606,1157,1287,943,1133,994,,446120,570572,718485,632288,460175,558789,430151,380221,294290,97626
440890,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",84,17,11,0,54,45,4,32,0,,,1127,1180,1187,665,1028,1418,1289,2069,1935,1684,,40446,40368,59092,54695,63746,68250,93423,144551,179421,294184
440910,"Coniferous wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",11,9,4,0,0,0,2,0,0,,,43,254,67,256,84,142,87,8,18,10,,930,790,418,396,315,356,82,3435,4852,1727
440929,"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped """"tongued, ...""",39,408,48,4,14,6,10,17,117,,,705,289,185,238,111,107,362,161,49,441,,3538,2272,2227,1976,1989,3896,4369,2423,5175,14235
441012,"Oriented strand board """"OSB"""", of wood""""",0,0,0,0,0,0,0,0,0,,,68,40,34,208,270,239,299,84,0,0,,507,481,68,381,4908,13341,23959,34150,34865,16083
441871,"Flooring panels for mosaic floors, assembled, of wood",0,0,0,0,0,0,0,0,0,,,74,106,19,30,17,0,0,0,0,0,,1,0,12,1,17,0,0,0,0,
441874,"Flooring panels for mosaic floors, assembled, of wood other than bamboo",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,10,15,32,10,3,,0,0,0,0,0,0,5,0,0,1973
441890,"Builders' joinery and carpentry, of wood, incl. cellular wood panels (excluding windows, French ...",687,23,219,105,28,136,0,0,0,,,3983,3167,4964,2355,3432,0,0,0,0,0,,3161,1847,3100,3095,3671,3891,0,0,0,
441899,"Builders' joinery and carpentry, of wood (excl. of bamboo, windows, French windows and their ...",0,0,0,0,0,0,99,65,0,,,0,0,0,0,0,2564,2633,2445,3739,1446,,0,0,0,0,0,0,3165,2709,6597,8578
441919,"Tableware and kitchenware, of bamboo (excl. chopsticks, bread boards, chopping boards and similar ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,50,43,27,37,164,,0,0,0,0,0,0,105,101,78,321
450310,"Corks and stoppers of all types, of natural cork, incl. round-edged blanks",3,0,0,3,0,0,0,0,0,,,30,69,36,14,0,12,10,16,0,13,,39,13,3,96,13,39,100,103,110,209
460194,"Plaits and similar products of vegetable plaiting materials, whether or not assembled into ...",0,0,0,0,0,0,0,0,0,,,37,17,26,16,23,44,25,7,3,2,,9,13,20,58,1357,335,448,557,685,218
460212,"Basketwork, wickerwork and other articles, made directly to shape from rattan plaiting materials ...",0,1,2,0,0,0,0,0,0,,,1,1,55,8,2,0,34,26,71,35,,33,8,152,125,40,107,129,105,258,149
460219,"Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials ...",0,0,0,0,0,0,0,0,0,,,509,464,484,527,970,1112,551,205,242,394,,23,25,32,54,104,154,212,290,280,634
470610,Pulp of cotton linters,0,0,1,0,0,0,2,0,0,,,0,20,166,638,0,0,0,300,0,0,,1,1,5,17,2,36,38,13,385,198
470720,"Recovered """"waste and scrap"""" paper or paperboard made mainly of bleached chemical pulp, not ...""",129,37,0,206,2260,2781,3174,3066,2508,,,764,518,309,5328,6183,13116,15563,9342,4248,4748,,6077,5593,555,1181,3004,5787,20892,18126,18758,18644
470730,"Recovered """"waste and scrap"""" paper or paperboard made mainly of mechanical pulp, e.g. newspapers, ...""",0,0,0,70,244,262,968,3279,1683,,,6283,4931,2944,4685,3835,8502,15674,11004,7007,8989,,6848,5015,10982,10732,14715,21756,18766,7305,13128,30002
470790,"Recovered """"waste and scrap"""" paper or paperboard, incl. unsorted waste and scrap (excluding ...""",7045,1751,1413,2956,2484,8605,4206,1446,750,,,16518,30886,43873,52582,47226,38931,42666,25587,15923,14530,,74455,71166,86919,86964,70441,217931,115919,79510,63585,72916
480257,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",103,1448,3342,1191,119,612,814,272,274,,,56456,42195,24646,7278,15821,18862,22470,17314,12534,13342,,11102,18967,22024,19552,18579,17180,21006,20780,14893,18848
480439,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",1476,2722,2111,1683,646,1093,793,1646,2221,,,1267,1729,2160,2479,2009,2695,9878,7564,5494,6145,,2699,4843,5553,6393,6546,11292,11079,13874,22485,45051
481490,"Wallpaper and similar wallcoverings of paper, and window transparencies of paper (excluding ...",16,6,9,22,14,7,6,19,21,,,9741,10275,10990,12707,11292,11801,11857,12074,10551,13806,,1467,2052,1726,2108,1603,1685,1642,2244,1410,488
481820,"Handkerchiefs, cleansing or facial tissues and towels, of paper pulp, paper, cellulose wadding ...",61,110,54,51,113,182,74,225,57,,,6748,10111,8999,31361,42439,46502,47559,45105,42340,40562,,1369,1322,1129,1426,1519,1916,1509,2407,4484,12871
481830,"Tablecloths and serviettes of paper pulp, paper, cellulose wadding or webs of cellulose fibres",0,3,0,1,0,0,3,4,5,,,86,116,125,170,122,136,116,32,49,11,,75,54,48,66,283,291,317,229,266,2203
482010,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, ...",26,65,134,91,209,201,409,422,351,,,36558,34524,38061,35453,36384,34074,36130,39902,36667,35037,,668,1128,924,1059,1928,2265,2957,2906,2306,18755
482110,"Paper or paperboard labels of all kinds, printed",15424,18432,18794,22186,22050,28458,27847,27578,24438,,,62099,77056,66297,59367,53094,52426,53855,46056,40533,44512,,88628,101896,107962,125954,147921,205148,182154,194347,193834,274272
490191,"Dictionaries and encyclopaedias, and serial instalments thereof",0,0,0,0,1,5,0,0,5,,,292,828,737,728,647,559,1243,1012,2672,645,,328,272,359,449,243,251,263,235,562,157
491199,"Printed matter, n.e.s.",2977,1162,624,1337,892,900,1166,834,2253,,,15105,22517,19230,20145,23938,32600,50541,23963,29824,43032,,9432,12010,21110,54375,17308,71366,12717,17887,22861,39069
500100,Silkworm cocoons suitable for reeling,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,5,0,0,0,0,,8,268,169,216,47,1,1,0,185,
500500,Yarn spun from silk waste (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,,,0,16,23,21,7,0,1,0,12,0,,481,461,46892,652,396,602,708,773,857,543
500710,Woven fabrics of noil silk,0,11,5,4,0,6,56,60,5,,,1,4,33,31,54,0,0,0,6,2,,146,487,163,100,127,57,213,268,103,889
500720,Woven fabrics containing >= 85% silk or schappe by weight,51,294,283,84,46,164,43,6,62,,,90805,80697,72782,63314,53692,44795,39726,33378,14380,17635,,4910,4779,4795,4735,2259,1285,1642,5629,4513,36757
510130,"Carbonised wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,,,49,4,1,0,1,0,0,0,0,0,,0,17,118,154,113,577,331,0,210,72
510521,"Wool, combed, in fragments """"open tops""""""""",0,0,14,0,0,0,0,0,0,,,0,0,0,0,0,0,65,216,0,0,,7,14,112,77,123,445,304,0,0,
511119,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,137,40,1889,517,432,554,145,154,706,,,8247,4990,6818,6658,5145,5742,4445,2589,2747,3536,,6180,5491,41188,15596,10096,13587,12988,10282,7967,12157
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",167,45,108,359,1089,756,132,211,90,,,2390,3856,5142,5794,2586,2478,5570,3378,1636,1568,,1058,928,514,2052,6945,4441,2757,4563,1936,665
520420,"Cotton sewing thread, put up for retail sale",152,332,23,368,455,718,680,759,519,,,283,104,735,205,116,17,23,85,73,25,,3781,3934,105,5568,5679,5322,3511,2083,2247,801
520514,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",36,0,1,1,3,4,0,9,2,,,519,743,1840,1326,480,161,255,80,49,58,,219,52,646,379,1642,3565,8835,7667,2099,9885
520527,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",727,12,16,0,20,16,102,0,0,,,1399,254,350,267,300,94,142,85,39,30,,1664,132,105,1218,4277,7227,10602,11170,4748,10474
520531,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",12,0,0,0,0,0,4,0,0,,,32,25,3,5,3,0,1,18,27,26,,89,0,213,141,36,11,623,1005,47,165
520542,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",1430,1741,1180,32,36,19,0,38,0,,,3308,3044,1174,578,164,181,51,32,32,95,,2239,2423,2220,2263,5198,3085,2405,11227,11266,10415
520547,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,13,0,2,0,0,,,604,143,76,50,44,106,17,5,47,22,,143,59,66,50,121,109,327,1027,1637,3274
520631,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,,,3,4,6,0,0,22,11,0,0,0,,1,15,0,0,198,460,726,305,144,31
520710,"Cotton yarn containing >= 85% cotton by weight, put up for retail sale (excluding sewing thread)",469,113,139,264,1379,781,903,247,41,,,23,92,244,192,45,182,542,233,149,10,,3277,3905,8799,11264,17640,14560,21780,12283,6452,344
520823,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,3,0,0,0,11,9,0,0,,,238,787,546,783,509,696,60,94,30,38,,155,283,177,529,1326,1150,2210,1609,1269,2575
520843,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",2,59,58,12,1,20,29,85,127,,,291,439,587,231,100,70,138,177,141,72,,1116,1272,2345,4423,5779,7447,7478,8331,7071,67678
520912,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",169,457,466,435,204,5,2,357,93,,,261,252,252,175,239,77,23,171,52,78,,3080,7549,7678,4884,2474,1093,1684,2726,1968,11544
520919,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, unbleached ...",1076,1715,1321,1297,413,773,1906,1937,1436,,,1387,575,503,136,230,277,393,252,246,183,,40947,48284,43087,42990,29669,35822,45215,29863,21050,979
520922,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,87,238,4,,,506,214,347,37,34,32,38,18,73,1,,135,479,395,220,1177,312,1522,1539,1365,4882
520932,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",5987,1746,1525,2666,2706,2228,2290,2480,1850,,,15012,15008,11378,13348,13635,10742,12256,11842,10986,11538,,29728,22940,22932,38089,42919,48260,34185,28247,26700,50243
520941,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,3,18,0,0,0,0,2,30,,,151,255,85,181,191,232,143,230,64,128,,16,200,161,583,96,328,334,669,551,4741
520952,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",17,106,221,77,93,113,199,126,144,,,3864,2103,1358,1040,1377,710,593,380,71,387,,873,554,783,907,4688,2063,18523,13427,1184,4212
521031,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",360,153,134,353,825,1452,1347,1005,1529,,,47426,48065,40231,31249,28848,25589,22528,16793,11116,17526,,3615,4310,3425,5313,4144,8815,22607,23447,18279,44520
521051,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",163,1294,1597,1322,797,780,186,237,299,,,2081,2018,2006,2266,2449,1214,1133,932,779,987,,718,1888,2291,2945,2551,2584,1000,3267,2769,16193
521212,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",9,23,13,0,68,0,0,0,11,,,520,348,174,120,181,44,120,35,48,30,,1443,1122,1125,855,1395,1230,1267,1027,722,384
530121,"Flax, broken or scutched",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,27
530610,Single flax yarn,0,0,0,0,0,1,0,34,0,,,88,164,74,172,276,69,273,202,37,12,,0,17,65,157,2761,4272,3947,7867,4881,3661
530620,"Multiple """"folded"""" or cabled flax yarn""""",40,0,0,7,0,0,0,150,0,,,35,36,123,88,43,9,216,784,215,0,,115,171,97,181,555,217,313,1527,2139,489
531090,"Woven fabrics of jute or of other textile bast fibres of heading 5303, bleached, dyed, made ...",246,151,270,98,38,4,2,10,10,,,32,58,81,20,19,111,370,457,509,198,,425,518,496,347,575,317,361,139,141,343
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...,78,217,35,417,1352,505,562,293,462,,,1282,1319,892,1580,1560,641,715,1662,2396,2180,,3699,2453,1406,3667,4278,4182,5910,7341,5167,7995
540232,"Textured filament yarn of nylon or other polyamides, with a linear density of > 50 tex per ...",54,35,1305,1774,2499,3165,2677,307,232,,,28021,24469,23314,19869,20915,18135,23418,18166,11360,5973,,8514,7074,8707,11708,13597,14540,7027,3635,5085,3520
540234,Textured synthetic filament yarn of polypropylene (excluding sewing thread and yarn put up ...,78,1,0,2,5,1,0,14,37,,,9111,6882,5237,4620,6176,6348,5642,6633,6601,6635,,1143,986,1346,642,1356,2232,785,1499,944,2391
540239,"Textured synthetic filament yarn (excluding sewing thread, yarn put up for retail sale and ...",490,622,886,971,870,1202,1639,1088,478,,,1236,415,1448,1494,1708,1329,705,581,702,1196,,5894,5312,6783,8214,7720,8159,10683,14887,10252,7321
540253,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,219,109,38,,,0,0,0,0,0,17,187,114,37,16,,0,0,0,0,0,0,1086,823,619,444
540269,"Multiple """"folded"""" or cabled synthetic filament yarn, incl. synthetic monofilament of < 67 ...""",196,95,313,84,34,162,368,668,760,,,2934,3322,3163,3833,2752,3075,3381,4726,3328,2867,,19802,21327,24739,22601,21866,18998,12957,5628,5527,58555
540339,"Artificial filament yarn, incl. artificial monofilament of < 67 decitex, single (excluding ...",1,1,190,178,76,170,85,107,23,,,266,192,22,20,12,98,96,236,45,224,,475,433,1065,1981,1301,1632,2284,2861,19320,4014
540761,"Woven fabrics of yarn containing >= 85% by weight of non-textured polyester filaments, incl. ...",12534,15080,18611,20366,18548,29059,34566,56833,50596,,,1060536,1006846,1024393,894941,783305,744742,717742,688936,408307,481492,,74062,81988,119200,144954,147664,191853,226008,347818,296628,643190
540771,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",33,204,19,11,27,1369,502,652,2106,,,6423,6648,5493,4170,5226,5001,3686,3647,5010,7524,,1640,1829,363,711,583,3344,2909,3694,5000,12812
540772,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",9669,15072,18743,19232,27696,38362,37594,44465,30926,,,76734,91208,85927,79963,63650,62170,58524,46969,18251,27348,,23635,36914,44987,55776,73432,79096,81487,107848,86304,102950
540781,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",185,769,440,584,705,652,667,722,356,,,2998,3066,2075,2252,3701,1533,1649,1835,2293,1685,,8737,8850,7759,16339,12960,9414,9715,6662,3354,9909
540793,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",7187,11770,14716,11960,8250,6420,9577,5315,3411,,,3223,2488,3924,3598,1975,1689,1661,2246,1580,2014,,17324,21506,24102,22011,18511,17410,25378,20922,15455,20784
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,10,19,14,270,897,754,811,732,,,985,1469,956,1639,1045,966,3434,6390,2151,2961,,436,1117,2121,211,12777,10920,2494,3406,2019,5967
550200,Artificial filament tow as specified in Note 1 to chapter 55,8,0,0,0,14,62,0,0,0,,,107533,124926,110494,82485,77804,0,0,0,0,0,,674,0,33908,69046,55907,55120,0,0,0,
550330,"Acrylic or modacrylic staple fibres, not carded, combed or otherwise processed for spinning",625,817,368,1024,635,1408,1323,1486,1381,,,51521,57817,58581,38280,34295,47509,44361,31595,16794,24277,,9860,13856,16700,19432,14914,9915,13415,10603,8715,9367
550510,"Waste of synthetic staple fibres, incl. noils, yarn waste and garnetted stock",3,0,0,0,0,0,124,88,168,,,1068,850,612,318,1083,597,818,750,491,481,,5,0,0,0,295,1197,1063,88,169,612
550820,"Sewing thread of artificial staple fibres, whether or not put up for retail sale",1486,1541,3199,3163,2804,1762,772,648,393,,,2304,2332,1177,571,511,491,1060,165,76,37,,5357,5123,7750,10207,11542,11476,6817,5765,3404,772
550952,"Yarn containing > 50% to < 85% polyester staple fibres by weight, mixed principally or solely ...",5095,4937,3022,3112,6788,4161,3142,41,935,,,4110,3211,4820,3203,6192,4478,2137,1,3,0,,9656,13136,15298,13368,21759,12614,15245,13651,12360,9305
550961,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",9,7,5,85,54,52,135,402,325,,,1299,629,1042,630,1247,897,624,182,107,183,,1549,1892,1499,2061,2854,1463,2593,2316,849,3498
551090,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, other than that ...",11,2,15,267,565,317,1052,1145,826,,,3238,2571,1305,1452,5242,3547,1062,1948,694,1136,,286,336,597,1615,20327,10635,12158,5483,9126,11383
551312,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",981,234,13,371,395,211,475,12,25,,,3,6,13,0,11,18,14,45,0,4,,1901,600,390,6766,4193,1241,1708,1581,1893,12962
551421,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",43,45,878,614,318,367,75,1193,694,,,6139,6997,9407,8033,9294,9442,8508,10041,7729,15391,,423,832,5798,1330,1837,2917,1571,6175,8212,29646
551441,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,14,0,19,46,0,113,,,4,15,160,9,61,230,1292,805,614,832,,0,17,465,47,15,349,1178,6,3122,6688
551611,"Woven fabrics containing >= 85% artificial staple fibres by weight, unbleached or bleached",188,94,213,173,55,85,209,164,165,,,335,716,1166,1175,184,476,142,825,1015,1113,,956,892,1163,977,356,1182,1545,3998,3254,2224
551614,"Woven fabrics containing >= 85% artificial staple fibres by weight, printed",1048,877,166,1427,544,660,199,232,751,,,12431,17388,16952,12953,7557,8648,9147,4966,3400,4010,,2349,10808,10582,9200,2980,11799,10742,24317,29376,62455
551631,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",20,15,32,34,0,0,0,0,0,,,65,24,0,0,0,11,0,0,0,0,,276,59,268,214,66,16,6,35,15,91
551641,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",48,43,4,0,0,20,206,214,45,,,299,78,35,91,48,75,147,36,44,80,,333,408,596,137,611,956,1249,849,388,2140
560290,"Felt, impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded ...",1060,4262,3064,2319,1852,2948,3813,1551,1570,,,2498,3020,2638,1426,968,1414,2234,2548,1660,2041,,8880,12194,13144,11867,9312,10688,11507,10320,13104,3610
