Product code,Product label,"Taipei, Chinese's imports from Germany-Value in 2012","Taipei, Chinese's imports from Germany-Value in 2013","Taipei, Chinese's imports from Germany-Value in 2014","Taipei, Chinese's imports from Germany-Value in 2015","Taipei, Chinese's imports from Germany-Value in 2016","Taipei, Chinese's imports from Germany-Value in 2017","Taipei, Chinese's imports from Germany-Value in 2018","Taipei, Chinese's imports from Germany-Value in 2019","Taipei, Chinese's imports from Germany-Value in 2020","Taipei, Chinese's imports from Germany-Value in 2021",Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",91,11,1,0,0,0,0,0,0,12,,6171,2697,5531,3936,2005,2701,5061,5651,3614,5326,,29321,26673,56261,53342,26783,19962,17328,4244,1846,3638
853331,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",59,21,54,8,5,19,1,15,25,12,,17951,17184,17222,12259,14299,17138,21987,18577,17554,18434,,1120,628,591,659,491,672,929,808,707,1568
620333,"Men's or boys' jackets and blazers of synthetic fibres (excluding knitted or crocheted, and ...",5,9,3,4,3,7,2,5,2,12,,81049,93957,104443,95640,96488,116872,140606,141833,113958,122209,,8499,6567,7489,7095,6942,5431,6017,7249,5783,4705
910199,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",2,0,0,0,0,17,15,0,0,12,,1751,1157,1483,1174,863,990,3876,6319,5752,4739,,174,72,247,85,242,383,375,252,192,2852
853221,"Fixed electrical capacitors, tantalum (excluding power capacitors)",15,23,11,5,19,18,15,19,35,12,,91847,84925,82924,70702,80780,95208,111966,86660,81287,109005,,199157,137792,133542,144990,151854,177604,211083,163679,192501,277870
850164,"AC generators """"alternators"""", of an output > 750 kVA (excl. photovoltaic generators)""""",1,5206,3529,2831,10,3,36,0,36,12,,647883,524442,540329,345441,659606,483276,422800,263330,231739,281797,,14790,12477,25704,20514,25803,17229,2263,19539,32233,31685
281310,Carbon disulphide,8,3,15,7,64,21,19,21,21,12,,30075,31895,20652,18705,18954,25056,25495,24555,16842,28590,,10091,9738,9321,8073,6112,2811,3142,2811,1048,1205
290522,Acyclic terpene alcohols,2,1,0,1,1,5,13,2,7,12,,0,0,0,0,0,0,0,0,0,0,,832,1137,623,739,587,649,618,370,741,1162
853339,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",73,37,21,8,2,14,36,28,5,12,,5221,5547,5039,4458,4571,4330,4678,5514,4417,3982,,973,964,885,707,500,705,582,560,763,1052
721924,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",35,13,28,9,49,7,22,17,0,12,,12659,9458,7104,6561,3501,3311,5207,4340,2273,1509,,2052,2420,2158,732,567,939,415,308,492,512
730619,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of iron ...",18,6,11,19,14,14,11,18,29,12,,157266,163738,160208,59419,104397,157468,281391,119627,76266,120189,,2689,3444,4521,3293,3342,2805,4132,5861,5717,6017
620293,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",8,6,1,4,5,2,0,2,11,12,,453066,527206,580803,455821,491789,670192,743092,737133,708322,787051,,53893,51244,62297,67440,57156,59254,69471,72208,62809,70960
392640,"Statuettes and other ornamental articles, of plastics",8,7,63,100,15,13,2,10,41,12,,71642,72855,74441,59878,63545,66453,74091,80393,89087,109751,,13650,13839,17336,22075,17818,11983,9341,8950,11010,11935
420310,"Articles of apparel, of leather or composition leather (excluding clothing accessories, footware ...",12,5,11,4,14,6,8,41,8,12,,259468,253401,252558,204643,187743,221557,229161,211177,178168,191258,,21482,21128,20826,19702,16628,15388,16416,13843,11403,12185
580810,Braids in the piece,41,15,0,1,0,4,0,0,0,12,,25276,31405,31217,29733,34323,40086,44475,40608,39630,46878,,324,316,262,218,203,206,248,202,180,334
630720,"Life jackets and life belts, of all types of textile materials",35,16,35,24,7,2,3,0,90,12,,8752,9062,14753,8110,9587,8817,9876,9624,9216,10304,,855,886,1030,1590,1078,1473,1387,1384,1750,2401
847690,"Parts of automatic goods-vending machines, incl. money changing machines, n.e.s.",21,59,187,41,47,46,9,0,1,12,,43771,49239,37388,31719,21532,20883,17564,17135,14033,12003,,1065,670,948,1152,991,1493,1683,2127,2297,5121
853310,"Fixed carbon resistors, composition or film types (excluding heating resistors)",13,2,4,8,19,10,13,3,4,12,,15795,28191,21839,16612,20183,23452,20732,15173,13251,18408,,12967,11993,11488,9838,11266,16021,11992,1873,2478,5458
961380,"Lighters (excluding gas fuelled pocket lighters, and fuses and primers for propellent powders ...",6,11,10,11,8,10,49,25,30,12,,29394,35240,42745,31307,34246,36277,38038,35065,35901,45790,,3031,2420,2287,2689,3038,2868,2997,3563,2424,2824
730511,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,12,,1120147,759915,441533,439429,592319,425450,703768,585743,306542,462202,,239,546,232,1289,351,78,35,63,34,12788
701010,Glass ampoules,6,3,4,7,5,5,5,12,10,12,,22246,27610,27197,22542,18857,20170,16623,14113,16686,14199,,1879,2578,1338,1021,1403,1261,1561,682,652,614
630260,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics of cotton (excluding ...",32,36,46,15,15,13,22,42,24,12,,121341,110000,102767,86479,82523,82463,104591,94932,94331,116983,,10811,10701,13066,13562,13181,13629,13860,13752,13424,15314
540110,"Sewing thread of synthetic filaments, whether or not put up for retail sale",122,4,119,3,100,1,118,0,34,12,,199097,198204,199912,170311,163493,178149,189400,170267,162282,184189,,2309,2568,2072,2031,1759,1847,1937,1726,1739,1966
80232,"Fresh or dried walnuts, shelled",14,13,28,39,22,18,23,21,9,12,,45553,52289,71651,83073,87344,107233,129410,109708,139490,121059,,25104,26480,28043,34384,24797,25485,23032,23460,23818,26266
282751,Bromides of sodium or of potassium,10,12,20,25,12,12,13,11,8,12,,2829,3275,3148,2844,1960,3692,2776,2977,3793,4226,,795,952,575,869,659,840,906,869,1374,992
420239,"Wallets, purses, key-cases, cigarette-cases, tobacco-pouches and similar articles of a kind ...",1,9,4,2,17,41,104,7,17,12,,9524,8792,9157,10282,9777,10070,13500,13703,9264,7272,,3487,2950,3086,2814,3343,2774,4530,6493,6800,6829
842310,"Personal weighing machines, incl. baby scales; household scales",30,12,20,25,24,35,38,31,50,12,,76631,80995,78011,68564,67815,71789,70763,73630,90787,92452,,3779,3380,3794,4432,4216,4041,4143,6928,5916,6001
282690,"Fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding sodium hexafluoroaluminate ...""",15,30,15,11,6,7,8,6,9,12,,52597,23385,41435,56478,50678,51158,50650,45293,36573,38172,,636,502,435,550,452,356,800,713,438,937
391310,"Alginic acid, its salts and esters, in primary forms",0,0,0,0,0,0,0,0,0,12,,13772,13706,13353,10330,10436,9399,8612,9536,8212,11093,,4034,2885,3105,2552,2440,2292,2875,3138,3132,3865
847329,"Parts and accessories of non-electronic calculators for accounting machines, cash registers ...",90,157,17,18,27,164,28,17,7,12,,63833,72105,70999,66283,58796,72091,69198,64659,55279,65225,,16149,10679,14474,11970,14768,18747,18980,19004,25208,33957
291260,Paraformaldehyde,10,8,9,7,16,9,26,28,12,12,,0,0,0,0,0,0,0,10333,10221,18412,,1817,2571,2620,1647,1174,1447,1042,1227,1652,2194
200410,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen",0,0,1,134,0,88,10,13,28,11,,233054,251736,258399,235977,259208,266595,289543,299948,283401,330501,,59092,64108,64851,67456,66402,73987,80818,89684,91440,96705
852791,"Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing ...",0,0,17,3,2,1,20,20,21,11,,174277,165507,148375,121565,116652,118334,113971,119458,115636,125115,,17087,13965,12846,12993,11305,11624,10224,9438,6745,6430
650699,"Headgear, whether or not lined or trimmed, n.e.s.",9,22,26,22,15,10,2,4,58,11,,6051,6814,6137,4506,7122,7039,7415,7853,6842,7170,,5191,5332,6560,7003,7337,7723,9829,10339,8894,10585
291639,"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",42,35,64,36,5,48,44,45,6,11,,55773,53270,64677,52093,44804,35445,36613,37911,54488,48578,,22777,20126,16159,9670,12497,9388,13021,14122,11211,11022
300670,Gel preparations designed to be used  in human or veterinary medicine as a lubricant for parts ...,5,7,7,3,3,7,4,8,8,11,,16093,15124,17728,14325,15200,17100,21703,23134,27743,22630,,191,407,476,544,651,625,850,796,1402,3065
210330,"Mustard flour and meal, whether or not prepared, and mustard",16,15,11,14,20,14,9,7,10,11,,23260,26240,28161,22806,23527,30918,38035,37764,36983,37666,,1577,2052,2125,1984,2164,2183,2345,2403,2591,2527
570292,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",0,0,0,4,0,0,0,0,0,11,,11376,8672,7625,6658,5636,6745,9556,9347,11123,12536,,590,571,742,583,626,645,724,897,1079,1409
210410,Soups and broths and preparations therefor,107,90,109,101,88,42,21,7,8,11,,175388,194284,196082,159234,159411,168392,182024,171799,159526,151516,,13335,13528,11950,15304,17672,18056,20812,23075,24207,28088
871310,"Carriages for disabled persons, not mechanically propelled",31,33,0,0,9,17,24,0,19,11,,94167,91252,92799,81829,63268,63648,71320,74476,69748,90090,,7326,8067,8229,9100,8701,12864,10209,10141,10413,10642
290711,"Phenol """"hydroxybenzene"""" and its salts""""",17,20,27,28,28,15,18,17,13,11,,0,0,0,0,0,0,0,0,0,0,,14336,36334,95461,76660,98518,169511,264305,162914,70235,235993
200931,"Single citrus fruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing ...",33,2,9,5,9,2,9,2,2,11,,3566,6849,6330,3896,4252,4591,4920,4368,5438,4882,,610,510,784,674,798,1427,753,1223,928,971
520532,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",5,7,0,11,16,11,11,15,28,11,,11432,10175,8395,7668,7403,8123,7808,7268,7127,6897,,515,390,366,216,262,520,351,997,183,34
151419,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""" and ...""",0,0,1,1,0,0,0,0,0,11,,460160,519376,417674,318191,345004,351959,371572,372075,560631,903142,,37,377,657,363,264,877,970,1200,1890,2420
630231,"Bedlinen of cotton (excluding printed, knitted or crocheted)",0,1,19,1,9,8,5,5,1,11,,155260,199634,216931,198600,209928,141427,176191,199880,191727,194264,,12869,12922,15211,15150,12567,14061,15387,14046,13604,14582
370254,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",13,2,55,51,59,51,30,11,20,11,,5974,7069,5368,4224,7476,9032,9943,10761,9523,13040,,795,539,534,478,327,342,639,902,836,1339
441700,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ...",3,4,19,5,7,17,4,6,5,11,,15854,14562,14945,14412,15007,15943,17167,14928,15172,18619,,3143,3505,3511,3509,2782,3363,3063,2947,3027,3885
611610,"Gloves, mittens and mitts, impregnated, coated, covered or laminated with plastics or rubber, ...",20,32,5,35,18,55,7,14,10,11,,56303,65187,67894,60995,65468,78835,87287,88696,96415,112752,,1462,1819,2264,2793,3892,4318,5247,5769,7808,9575
721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,179,58,28,119,3,56,3,14,11,,149003,111130,109104,85199,76907,80321,112432,138479,87771,142107,,10807,17518,15963,10191,8440,13034,17347,15846,15357,19105
930700,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...",11,15,18,8,27,1,1,1,0,11,,9821,11696,9954,10292,7841,10239,11362,10481,10973,9821,,810,669,619,326,728,467,422,581,626,993
620193,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",1,5,10,2,16,3,4,12,3,11,,321393,351285,415284,310911,342662,414623,466171,475344,456178,507890,,59385,54942,70670,82828,72953,71719,84317,82390,77087,87613
590310,"Textile fabrics impregnated, coated, covered or laminated with poly""""vinyl chloride"""" (excluding ...""",95,16,16,9,7,4,13,7,1,11,,219938,219639,232728,213270,224375,239413,197661,106086,78666,95089,,13470,15342,17759,14502,12818,13073,12312,13028,13345,14516
853290,"Parts of electrical """"pre-set"""" capacitors, fixed, variable or adjustable, n.e.s.""""",103,58,65,79,17,16,64,37,32,11,,26257,32692,32562,26719,23835,37280,56568,56885,41786,71742,,29941,28542,26132,21873,18298,11641,13556,10461,10635,13171
850421,"Liquid dielectric transformers, having a power handling capacity <= 650 kVA",0,0,46,5425,2,54,24,78,11,11,,45181,56874,54145,42551,47880,43510,49176,44390,48182,52242,,21,96,216,6348,88,260,829,803,5419,9506
401170,"New pneumatic tyres, of rubber, of a kind used on agricultural or forestry vehicles and machines",0,0,0,0,0,0,0,6,9,11,,0,0,0,0,0,46732,51160,46259,47950,56622,,0,0,0,0,0,2371,2208,2295,2592,1905
293319,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyrazole ring, ...""",6,5,5,8,11,16,6,5,17,10,,577258,705474,741238,592438,604295,546750,603779,732136,663200,809284,,1139,1162,1467,1596,1072,1245,1457,1517,931,2194
151311,Crude coconut oil,0,0,10,50,114,49,20,13,0,10,,5628,12711,15737,19274,22570,28669,30346,19948,22255,21351,,9067,6680,9083,1580,2304,3171,2118,688,776,922
721931,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",24,71,2,0,0,2,14,122,6,10,,47920,41527,37173,28321,24468,26344,33465,37256,37107,62860,,5427,10064,19673,4678,5288,6235,12153,8339,4201,6826
821194,"Blades of base metal for table knives, pocket knives and other knives of heading 8211",21,15,22,38,31,18,17,11,10,10,,16530,16488,18992,16218,17564,19750,22689,21035,20995,24645,,1531,1868,1812,1956,1824,1930,1795,1695,1580,1617
900691,"Parts and accessories for photographic cameras, n.e.s.",147,102,77,39,59,115,128,23,7,10,,43797,49876,48813,31853,24861,14868,11954,9349,8504,13017,,8760,13199,9433,9272,7781,4748,4062,2820,2520,1915
621143,"Women's or girls' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",5,5,0,39,17,17,9,9,3,10,,91805,92089,108096,112025,120947,146024,211364,207447,168138,174381,,1648,2067,2892,3287,3906,4037,3724,5030,3995,4396
620339,"Men's or boys' jackets and blazers of textile materials (excluding of wool, fine animal hair, ...",10,1,1,8,1,3,7,3,7,10,,25449,27091,29550,25879,28292,31271,33047,26130,23116,17754,,1273,1303,1500,1327,1288,1058,1337,1451,1025,1109
392071,"Plates, sheets, film, foil and strip, of non-cellular regenerated cellulose, not reinforced, ...",15,21,42,8,6,12,9,8,8,10,,2913,2246,3193,3095,3082,3364,3058,3556,4011,3307,,1505,1280,1185,869,1515,1570,1693,1981,2308,2829
820291,"Straight saw blades, of base metal, for working metal",0,44,49,19,32,38,0,9,0,10,,8567,7436,9900,5845,4975,6192,5989,6326,17743,27469,,1306,1586,1135,904,1042,991,1214,1003,1097,1374
701590,"Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, ...",199,486,678,350,243,4,150,10,0,10,,1790,1528,1640,1149,1187,942,1257,1192,808,1296,,57812,5627,6377,4920,3635,4366,3891,4038,2390,3830
650400,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not ...",5,3,6,3,88,6,12,44,3,10,,8172,9699,8969,8773,12178,11695,12236,14606,10883,11419,,297,284,291,583,669,966,792,842,538,399
660199,"Umbrellas and sun umbrellas, incl. walking-stick umbrellas (excluding umbrellas having a telescopic ...",24,15,16,11,12,8,7,1,12,10,,28982,23187,24167,22497,22776,24465,27491,26073,19139,22133,,7443,7067,8550,8462,11908,7890,8368,8092,6585,5276
271320,Petroleum bitumen,0,17,0,2,0,0,0,0,0,10,,722843,656823,637710,376758,398181,616068,751504,644410,480048,841458,,9778,23865,25129,30482,19104,53254,38234,35509,34690,32140
290514,"Butanols (excluding butan-1-ol """"n-butyl alcohol"""")""""",4,6,8,263,4,8,8,12,3,10,,57429,46474,44051,37546,26825,40026,40738,28811,32439,50214,,4812,1757,4295,3937,948,728,2789,10436,1898,578
910119,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",21,7,79,26,36,24,40,21,27,10,,869,480,393,436,466,267,1200,1532,1269,939,,1573,2450,2109,7127,4994,4455,3874,3170,2031,1759
810196,Tungsten wire,3,14,11,128,554,557,306,374,25,10,,13119,12287,12694,10095,12283,12735,11657,8482,5606,6124,,4585,3090,3120,2787,2966,3202,3749,2697,1912,2120
330491,"Make-up or skin care powders, incl. baby powders, whether or not compressed (excluding medicaments)",241,69,91,47,61,186,117,78,46,10,,81486,83617,94273,83354,107017,114004,109750,99474,77525,107096,,25103,24980,23231,22821,28453,28920,26794,22605,18944,18943
610343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, knitted ...",0,2,0,0,2,2,6,1,1,10,,24204,27571,32497,33714,34222,40627,41901,51147,59042,81573,,8823,9394,16190,19091,22859,25744,26739,29850,26181,28707
610432,"Women's or girls' jackets and blazers of cotton, knitted or crocheted (excluding wind-jackets ...",3,0,3,6,6,2,12,9,4,10,,33386,37981,40715,31198,26650,26788,25859,22538,19058,18654,,1151,968,898,837,1083,914,831,755,891,1122
540741,"Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides, ...",13,0,40,61,40,59,92,85,86,9,,9628,11048,11545,11490,10235,8515,11251,15677,13247,11440,,6775,4953,8466,8482,7279,8349,6364,11077,7929,8996
846880,"Machinery and apparatus for welding, not gas-operated (excluding electric machines and apparatus ...",1425,89,89,72,644,111,86,828,25,9,,3481,4277,10654,15937,18834,21922,16041,25440,14494,16313,,2750,2142,1141,1050,891,714,890,3687,1483,1587
750810,"Cloth, grill, netting and fencing, of nickel wire",0,3,1,3,5,0,0,0,6,9,,4752,4902,7524,4049,4007,5406,5585,4787,3001,5094,,277,461,650,581,457,1034,1450,663,970,2133
293930,Caffeine and its salts,1,6,3,7,0,7,7,11,1,9,,68000,76997,82259,76743,92250,93675,102602,101597,110054,122362,,640,648,923,453,907,824,576,918,1019,1054
420229,"Handbags, whether or not with shoulder strap, incl. those without handle, with outer surface ...",11,5,11,8,1,1,17,63,26,9,,8152,12988,12697,9270,6044,7734,10883,9582,11010,16756,,2447,1746,1331,900,1412,1367,1650,3550,3122,4135
260700,Lead ores and concentrates,0,0,0,0,0,0,0,0,0,9,,55256,11454,0,0,0,87,3567,884,1140,37090,,0,0,731,1977,751,96,5,78,1101,10
711610,"Articles of natural or cultured pearls, n.e.s.",0,0,0,0,0,0,3,6,2,9,,9081,8395,6266,5160,3583,3904,3768,3879,3041,3227,,2823,5204,3852,4203,2286,1033,1027,595,478,283
845899,"Lathes, incl. turning centres, for removing metal, not numerically controlled (excluding horizontal ...",132,1204,21,24,17,0,1496,169,15,9,,18730,18543,13770,14344,9911,7689,6241,14108,8423,10232,,3432,3789,2663,4391,5839,3484,2527,2698,433,706
621600,"Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted ...",12,6,4,16,4,9,14,8,10,9,,45099,49692,50645,40936,45554,40176,44766,46758,45846,49978,,3813,3646,5205,4756,6621,4857,4630,4203,4438,5683
520812,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",3,4,0,0,0,0,8,0,0,9,,26664,24849,22079,18109,16592,17885,15092,13136,8859,10761,,354,423,419,601,1071,906,756,461,327,285
