Product code,Product label,Germany's imports from Russian Federation-Value in 2012,Germany's imports from Russian Federation-Value in 2013,Germany's imports from Russian Federation-Value in 2014,Germany's imports from Russian Federation-Value in 2015,Germany's imports from Russian Federation-Value in 2016,Germany's imports from Russian Federation-Value in 2017,Germany's imports from Russian Federation-Value in 2018,Germany's imports from Russian Federation-Value in 2019,Germany's imports from Russian Federation-Value in 2020,Germany's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
680430,Hand sharpening or polishing stones,0,0,0,0,0,0,0,0,2,4,,178,91,83,90,88,158,117,209,431,675,,6332,7056,7564,6231,5702,7012,7054,7689,9212,12214
845190,"Parts of machines for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, ...",6,8,0,19,20,4,29,7,0,4,,103,42,64,61,207,112,217,125,242,333,,60597,75346,68131,69747,68936,77030,77207,65047,42782,51919
846510,"Machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials, ...",0,0,0,0,0,0,36,149,0,4,,233,490,746,938,979,1916,2078,1543,1804,1185,,52662,67580,47369,53681,68438,79791,89018,67334,66398,44020
390330,"Acrylonitrile-butadiene-styrene copolymers """"ABS"""", in primary forms""""",0,2,0,0,27,61,0,2,0,4,,5264,13409,5836,5526,4490,5791,7780,5270,5233,19057,,515466,509617,446967,368835,363412,504355,547626,417073,335881,620507
360500,Matches (excluding pyrotechnic articles of heading 3604),0,0,0,1,4,5,41,36,9,4,,20186,18552,16247,10419,10858,10582,9102,8528,10055,0,,10647,11626,10996,8589,8776,8167,7654,6978,5787,7614
960990,"Pencils, pastels, drawing charcoals, writing or drawing chalks and tailors' chalks",0,0,0,0,0,0,0,0,0,4,,515,587,621,438,488,632,622,810,762,998,,13632,13258,17158,14657,12849,15744,14069,15053,17105,21732
900890,"Parts and accessories for image projectors, photographic enlargers and reducers, n.e.s.",0,0,0,0,0,0,0,0,0,4,,20,0,47,42,35,0,0,0,0,0,,1894,1364,1287,920,922,1202,1352,934,1066,1358
854121,Transistors with a dissipation rate < 1 W (excluding photosensitive transistors),6,0,4,0,9,21,21,21,0,4,,529,570,403,239,330,266,267,442,282,432,,174586,236776,266747,234203,214884,242621,322496,294137,225291,345183
851531,"Fully or partly automatic machines for arc welding of metals, incl. plasma arc welding",0,413,21,52,0,79,10,10,2583,4,,2202,2371,4650,1764,1958,3563,2879,8799,7724,11598,,73478,61376,64670,57831,58087,77373,73450,83290,70360,88725
610343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, knitted ...",0,0,0,0,4,0,2,8,13,4,,1729,2195,2149,1374,1706,2633,2629,2711,2417,3282,,55686,69238,78217,78417,86011,93673,104959,116602,130863,162513
481160,"Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or ...",0,0,0,0,0,0,0,0,0,4,,1317,1867,1822,1698,2849,4440,4202,3954,3216,3554,,25163,20347,21578,21548,23362,26774,30987,30929,29869,32472
722240,"Angles, shapes and sections of stainless steel, n.e.s.",5,34,0,0,0,1,0,0,0,4,,323,156,1634,730,665,1182,648,627,674,1289,,65488,61355,46608,36585,34399,40009,46491,51462,53710,61359
630210,"Bedlinen, knitted or crocheted",0,0,0,0,0,0,0,0,0,4,,305,693,589,386,534,507,738,1439,2934,3306,,216231,250002,276316,241296,241512,275860,276560,259688,290763,328216
700100,"Cullet and other waste and scrap of glass; glass in the mass (excl. glass in the form of powder, ...",0,0,4,18,14,22,19,6,0,4,,1059,975,521,314,116,82,69,37,74,183,,23185,24855,26760,26780,28141,26544,33233,31941,33086,34394
680911,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster, ...",0,2,0,1,2,3,2,0,3,4,,8628,12483,14625,21659,20450,20557,19469,20529,19736,22700,,19566,13715,14988,13814,17712,17884,15584,16735,20835,17661
847329,"Parts and accessories of non-electronic calculators for accounting machines, cash registers ...",0,6,1,0,4,3,10,0,0,4,,527,696,1005,1396,1617,1215,1029,938,773,704,,48936,55243,78377,85586,67847,78146,71720,45934,34681,40271
830170,"Keys presented separately for padlocks, locks, clasps and frames with clasps incorporating ...",3,3,2,1,2,6,0,1,11,4,,1131,1021,210,154,127,452,510,293,773,1448,,28625,35919,33799,30960,35965,41532,47181,42449,36928,37908
721934,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,5,0,3,0,0,0,0,0,4,,1733,2419,1990,1426,1601,3138,4262,4511,3922,7738,,431169,442126,620540,539425,514917,596506,643211,561396,511130,863262
722090,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,13,1,2,0,0,0,4,,185,130,154,60,157,270,246,210,188,258,,24415,14756,19621,19979,23119,28966,29325,37415,37406,39756
690722,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,43,0,13,0,4,,0,0,0,0,146,11396,10397,10960,11148,8287,,0,0,0,0,0,85513,85160,77433,78130,72447
621600,"Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted ...",0,1,1,2,0,2,4,8,2,4,,2241,3048,3257,1941,1680,2070,2197,2513,2475,3204,,81247,80577,80971,70180,64974,75207,79039,77825,75778,79282
320412,"Synthetic organic acid dyes, whether or not metallised, and synthetic organic mordant dyes; ...",0,0,0,0,0,0,0,0,0,4,,721,861,476,753,1019,954,939,1131,1370,1410,,56510,75594,82149,67581,60894,61773,60993,51133,49917,57841
283990,"Silicates, incl. commercial alkali metal silicates (excluding sodium silicates)",0,0,0,14,0,14,3,1,0,3,,31,325,664,107,296,828,507,535,457,879,,15082,15399,15780,14215,15806,18780,20857,18571,17407,21110
330491,"Make-up or skin care powders, incl. baby powders, whether or not compressed (excluding medicaments)",0,0,1,2,0,0,0,0,2,3,,859,1346,1578,1409,1979,2739,2733,3074,3595,5180,,96498,102506,113697,96379,112935,122472,128603,116693,97749,110161
420232,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",0,0,1,5,1,2,0,7,2,3,,255,393,1213,895,1266,1307,1920,2397,1968,2648,,107810,118512,119166,113986,127851,131758,149755,143669,125450,139078
280450,Boron; tellurium,66,53,116,112,3,7,3,3,1,3,,2350,2436,2642,518,1052,1489,3353,2531,2452,3073,,26180,21089,20083,16563,8168,9549,104040,20546,18130,33791
610610,"Women's or girls' blouses, shirts and shirt-blouses of cotton, knitted or crocheted (excluding ...",0,0,0,0,2,0,0,0,3,3,,326,1751,1640,1346,901,1540,1635,1743,2673,1793,,370719,341244,280577,209747,200138,206968,166952,165656,136249,152328
611130,"Babies' garments and clothing accessories of synthetic fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,3,,369,89,198,79,130,235,261,325,322,384,,29724,32467,42693,41250,41060,46436,49615,43053,42542,45414
611241,"Women's or girls' swimwear of synthetic fibres, knitted or crocheted",2,2,0,0,0,0,0,0,5,3,,879,1278,2993,2174,2598,2459,3334,3963,3091,4892,,200797,222727,232672,220271,230359,257589,301997,320455,260883,266753
480810,"Corrugated paper and paperboard """"with or without glued flat surface sheets"""", whether or ...""",0,0,1,0,0,1,2,1,0,3,,10306,20885,22616,14450,16572,24830,27781,26354,22592,28641,,48629,52890,58602,46142,41145,45712,61893,51905,49929,80248
846299,"Presses, not hydraulic, for working metal (excluding forging, bending, folding, straightening ...",2,19,38,46,40,0,0,218,0,3,,875,1366,4424,658,804,1986,1003,2045,1553,5545,,46509,44585,41113,41111,34583,56837,65603,51826,38154,48471
900791,"Parts and accessories for cinematographic cameras, n.e.s.",0,0,0,0,4,11,2,0,72,3,,6,18,5,5,2,71,23,15,6,1,,38846,38667,53200,46370,38610,23620,20952,22063,20362,30410
852869,"Projectors, not incorporating television reception apparatus (excluding of a kind solely or ...",121,142,82,0,0,2,0,0,0,3,,678,1773,2493,1050,1424,4322,569,1700,2834,601,,567726,509134,514679,436152,489104,56464,66367,72457,69831,49952
960810,Ball-point pens,9,11,8,14,6,9,10,7,3,3,,1234,1577,1953,1704,2903,4066,4325,4815,6643,6631,,187617,182955,193947,169969,170524,173213,179267,172872,135267,152106
630222,Printed bedlinen of man-made fibres (excluding knitted or crocheted),0,0,0,0,5,10,1,0,0,3,,97,616,917,462,346,234,265,275,644,358,,80945,93984,108458,77450,79600,69057,63893,50414,51884,56096
710391,"Rubies, sapphires and emeralds, worked, whether or not graded, but not strung, mounted or set, ...",0,0,0,2,118,117,50,0,0,3,,6,33,41,373,263,27,142,40,45,62,,58653,59331,56593,56905,84036,117135,133821,48868,26191,28251
580632,"Narrow woven fabrics of man-made fibres, with a width of <= 30 cm, n.e.s.",0,6,9,19,0,6,0,1,1,3,,1552,2151,1746,1101,1671,2617,2534,4019,3043,3960,,96622,93272,94919,72653,78086,73892,74783,65433,56332,68740
850511,Permanent magnets of metal and articles intended to become permanent magnets after magnetization ...,129,2,17,0,15,4,4,3,1,3,,1008,1456,1390,908,637,1602,2414,1601,1048,1485,,539842,382279,382880,340895,343694,355257,435329,411262,406394,589211
846190,"Planing machines and other machine tools for working metals, metal carbides or cermets by removing ...",0,0,21,130,0,0,0,1,1,3,,337,106,121,108,186,17,296,340,261,987,,8305,5445,3649,2601,5119,4977,3843,2062,1634,2917
110100,Wheat or meslin flour,2,2,0,4,1,2,11,8,4,3,,65174,57222,47288,82488,71073,64383,69085,101653,77029,85852,,47700,58221,45594,42613,42297,40826,46112,44956,56264,55730
340590,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular ...",4,0,4,3,1,7,9,3,0,3,,9253,8037,1763,1283,839,1253,1573,1218,1661,2087,,65184,64241,68107,61602,64353,65441,57865,58478,55698,61669
420239,"Wallets, purses, key-cases, cigarette-cases, tobacco-pouches and similar articles of a kind ...",0,0,0,0,0,0,0,0,0,3,,43,103,94,36,141,366,920,601,2965,122,,15837,16488,18660,15327,18001,21625,28109,30259,19125,22968
250900,Chalk,1,0,5,0,1,26,2,0,0,3,,3407,2785,2344,1316,1775,2415,2349,2398,2036,2550,,14470,18442,16045,11867,12178,17635,14800,14674,15577,14316
853190,"Parts of electric sound or visual signalling apparatus, n.e.s.",339,301,74,1,3,42,5,8,28,3,,7056,7994,6468,5086,5905,6080,7665,14713,9645,9150,,255311,262224,226161,190700,172051,177510,188909,165531,137767,162861
830120,"Locks used for motor vehicles, of base metal",0,2,5,241,50,82,144,43,1,3,,1905,1944,926,988,594,1179,1749,1744,1690,2700,,521814,529666,570658,487732,495822,548015,601330,508145,410726,416645
810590,"Articles of cobalt, n.e.s.",750,6,1,0,78,1296,1997,769,258,3,,624,474,246,193,199,518,506,941,835,1116,,35596,34945,37116,39110,36557,52101,68951,66075,43516,39977
50800,"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder ...",0,0,0,0,0,0,0,0,0,3,,4,0,30,49,173,416,378,648,400,368,,3085,2836,2927,3340,3187,3621,3866,3824,3441,3664
200710,"Homogenised preparations of jams, jellies, marmalades, fruit or nut pur?es and nut pastes, ...",0,2,0,1,0,0,6,4,9,3,,9002,10417,12947,10658,9792,10181,11213,14942,18674,22812,,17527,21252,32070,47289,53797,65298,76493,68899,57821,46937
441090,"Board of bagasse, bamboo or cereal straw particles or other ligneous materials, whether or ...",0,0,0,0,0,0,0,0,0,3,,29,26,10,37,65,145,112,41,61,109,,1555,1757,1674,1401,2629,2547,2733,2120,3020,5014
441879,"Flooring panels, assembled, of wood (excluding multilayer panels and flooring panels for mosaic ...",0,0,13,0,0,196,34,26,0,3,,1206,281,425,157,795,1228,1608,769,99,489,,20775,21594,20973,12131,15080,21293,16365,12407,14099,17673
611599,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",3,0,0,0,0,0,1,4,9,3,,200,326,400,272,630,530,474,510,774,2145,,12738,14460,24200,22810,20964,19707,20962,20863,21966,26491
620431,"Women's or girls' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",1,0,6,5,0,0,12,23,11,3,,14102,13921,7060,527,261,300,334,328,200,283,,71559,61498,53839,44854,40589,37197,39058,38237,38362,36143
690290,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excluding ...",0,0,1,3,0,0,1,17,0,3,,1261,565,683,333,1875,4124,5623,9334,7808,11481,,48103,39374,34609,29915,36432,36233,41321,40480,36098,35519
481200,"Filter blocks, slabs and plates, of paper pulp",9,0,2,2,3,0,0,0,1,3,,394,730,504,473,545,616,757,715,815,1103,,3954,5833,7329,5753,5249,6111,6286,5086,5315,7091
722220,"Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished",444,1201,53,71,0,0,62,0,0,3,,8535,13382,9866,1645,2879,4029,5349,5194,10755,6591,,662593,599334,596580,471840,409096,529794,673465,517909,424441,655713
850790,"Plates, separators and other parts of electric accumulators, n.e.s.",0,0,0,0,0,0,0,0,0,3,,1732,1340,152,6412,1327,518,182,505,817,2805,,149244,155761,184421,162341,183095,253393,318786,488508,441083,798273
961519,"Combs, hair-slides and the like (excluding of hard rubber or plastics)",0,1,1,0,2,0,2,2,1,3,,212,339,416,340,381,430,648,800,973,1663,,21741,20031,23480,21513,22271,21875,20278,23008,24298,31460
200290,"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding whole or ...",3,1,5,0,5,3,3,4,3,3,,1203,1351,2451,3446,4489,5004,7503,8356,10789,10334,,243007,259650,284800,275870,265418,274386,266179,262564,307992,347560
630319,"Curtains, incl. drapes, and interior blinds, curtain or bed valances, knitted or crocheted ...",0,0,1,0,0,0,0,0,0,3,,0,0,6,0,0,2,134,193,469,685,,1876,1958,1729,2438,2795,2472,2403,2364,1920,2237
820140,"Axes, billhooks and similar hewing tools, with working parts of base metal (excluding ice axes)",0,5,1,0,0,0,0,0,1,3,,2629,2607,2057,1342,1180,1347,1213,1371,1288,1958,,15567,16945,15923,15973,11261,13040,13463,14179,15569,20852
844140,"Machines for moulding articles in paper pulp, paper or paperboard (excluding drying equipment)",0,0,0,0,0,0,0,0,0,3,,0,767,391,369,249,136,57,635,37,97,,4250,5238,7502,4721,3528,2825,2971,15725,20803,14993
848060,"Moulds for mineral materials (excluding moulds of graphite or other carbons, ceramic or glass ...",63,490,3,0,1,0,1,17,0,3,,2392,1851,3964,3637,1538,2397,1621,3058,3742,2772,,25135,31368,36464,41307,31187,30393,30035,30785,31127,35685
844832,"Parts and accessories of machines for preparing textile fibres, n.e.s. (other than card clothing)",1,17,0,15,14,17,0,0,7,3,,264,291,202,116,143,68,56,14,61,72,,19908,32948,25382,19024,20082,20040,18529,12696,16064,23434
710813,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes",0,3,0,0,0,4,0,1,0,3,,5588,2264,235,1792,228,260,137,208,94,636,,1713529,1780960,1387947,1086179,1125727,1277172,1242018,1106921,2036788,2824887
640690,"Parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, leggings ...",4,1,1,0,0,2,1,2,0,3,,2160,2440,3081,2749,3141,2324,3053,3407,2739,4134,,223424,232570,258963,232655,223577,202628,216493,228746,216182,257261
821110,Sets of assorted articles of knives of heading 8211; sets in which there is a higher number ...,0,0,0,0,0,0,0,1,0,3,,223,117,360,213,132,199,228,454,504,945,,23071,22700,24616,18019,16812,17000,19472,28598,32724,38493
850410,Ballasts for discharge lamps or tubes,198,90,92,312,171,1,6,1,4,3,,3414,3990,4923,4387,2355,1893,2101,3005,1220,1240,,439384,409638,383731,231283,190270,111237,92578,67457,80485,74742
852329,Magnetic media for the recording of sound or of other phenomena (excluding cards incorporating ...,42,4,1,0,0,0,0,1,0,3,,2022,1850,501,542,5074,690,540,338,98,173,,238220,190539,205558,125638,154250,198539,215859,164861,83674,84716
852359,"Semiconductor media, unrecorded, for the recording of sound or of other phenomena (excluding ...",7,3,7,1,8,2,0,0,1,3,,81,20,30,24,196,56,102,45,46,138,,37547,239189,435540,45171,38943,69489,64582,49362,39012,51353
200950,"Tomato juice, unfermented, whether or not containing added sugar or other sweetening matter ...",1,4,0,0,0,0,0,0,0,3,,3774,2463,2220,2510,3055,3162,3803,4684,4631,4767,,4762,5004,5686,6043,7179,7216,7132,5827,6652,6654
330520,Preparations for permanent waving or straightening,7,12,9,8,8,8,7,7,5,3,,410,532,344,200,222,288,313,286,278,416,,9494,10026,9653,10266,9850,12615,11420,9732,7074,8313
482090,"Blotting pads and similar articles of stationery, of paper and paperboard, and book covers ...",0,1,0,1,0,0,0,0,0,3,,1364,1810,2203,1464,1967,2734,2899,3185,3063,3646,,10050,13701,12189,10936,13321,14706,15756,12922,12875,14192
151511,Crude linseed oil,0,0,0,0,0,0,1,0,3,3,,293,318,285,200,210,459,5944,21627,29983,38798,,12625,18333,19102,19255,12732,14972,14162,11042,12415,25925
200830,"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,3,,15,12,33,16,41,52,58,40,68,112,,94727,69323,64110,58710,59998,67055,68951,69031,65548,66426
854411,"Winding wire for electrical purposes, of copper, insulated",4,3,0,1,1,15,16,1229,820,3,,23545,26536,19095,11141,11299,12825,14002,16199,16037,23738,,334483,270683,268351,249540,258892,238147,227624,191943,215601,338086
860729,"Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling ...",0,0,0,2,1,0,0,1,0,3,,2562,2213,1195,1423,1443,1619,3695,4809,3292,4226,,15369,23861,24455,12918,13745,11226,16541,14262,22134,16867
690919,"Ceramic wares for chemical or other technical uses (excluding of porcelain or china, articles ...",39,206,0,4,9,11,0,2,10,3,,965,991,1580,1679,1541,1749,1690,1677,1670,2187,,468056,655824,680977,695061,666702,672050,761587,690124,516322,707696
611610,"Gloves, mittens and mitts, impregnated, coated, covered or laminated with plastics or rubber, ...",0,0,0,0,63,0,21,0,0,3,,3048,3013,2594,2936,3311,4238,4742,5675,7016,8172,,178621,194383,228063,209013,215659,258009,278769,279211,276116,332689
600624,"Printed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",0,0,0,0,0,0,0,0,3,3,,242,80,62,308,198,492,455,639,1033,1331,,5446,6733,12174,13153,13768,13314,14855,13243,14260,18484
610433,"Women's or girls' jackets and blazers of synthetic fibres, knitted or crocheted (excluding ...",39,21,0,6,0,0,0,0,2,3,,416,871,750,514,506,612,404,353,255,567,,80497,97746,120976,128202,131940,123901,137289,131333,120510,116536
482190,"Paper or paperboard labels of all kinds, non-printed",15,20,14,4,6,1,7,14,8,3,,384,1041,546,764,1185,1466,1575,1829,2085,2676,,61698,68527,75131,64129,68215,71454,75513,76024,77734,77617
392510,"Reservoirs, tanks, vats and similar containers, of plastics, with a capacity of > 300 l",0,2,7,0,0,0,0,0,8,3,,2242,10966,2728,2267,4807,3917,5545,7159,3516,5263,,52865,75697,78790,58195,61112,62650,63236,68425,77796,90089
400942,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",95,445,15,6,9,2,3,17,1,3,,2232,1713,1663,1661,2222,3221,1794,2693,3008,2965,,195099,185619,187318,160214,164972,169307,181041,160662,160702,199633
320619,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,0,11,2,1,12,3,1,0,1,3,,791,1697,2764,2134,3291,5313,5703,6565,7624,11695,,198880,197724,189701,155305,165243,197405,210206,183776,172934,189326
370296,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,1,0,0,0,1,3,,0,58,0,0,0,3,1,3,2,16,,1980,1946,2182,1797,2001,1908,1887,1875,1910,2463
293719,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural ...",0,0,371,0,0,0,0,0,0,3,,2,2,3,7,15,312,26,2,31,13,,630879,615654,527803,512836,643032,597025,591045,460831,453491,687206
