Product code,Product label,Singapore's imports from Japan-Value in 2012,Singapore's imports from Japan-Value in 2013,Singapore's imports from Japan-Value in 2014,Singapore's imports from Japan-Value in 2015,Singapore's imports from Japan-Value in 2016,Singapore's imports from Japan-Value in 2017,Singapore's imports from Japan-Value in 2018,Singapore's imports from Japan-Value in 2019,Singapore's imports from Japan-Value in 2020,Singapore's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
293110,Tetramethyl lead and tetraethyl lead,0,0,0,0,0,0,0,0,0,0,,0,0,4,156,13,5,0,24,8,3,,0,1,0,0,3,0,0,0,7,7
293214,Sucralose,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,131,47,3,3,,0,0,0,0,0,0,1733,13643,14916,14152
780199,Unwrought lead (excluding refined lead and lead containing by weight antimony as the principal ...,0,0,0,0,0,0,0,0,0,0,,19095,20564,2023,2225,3191,2648,3677,5602,6479,7053,,1479,2266,1170,104,66,305,71,6,27,37
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",0,1,0,16,0,11,38,0,0,0,,12935,9531,7187,1340,1026,1490,1430,898,915,564,,524,357,198,237,101,95,459,226,40,20
811010,Unwrought antimony; antimony powders,58,36,18,17,0,1,0,0,0,0,,5044,3349,2760,2232,778,3019,3371,1528,1747,2945,,19146,47170,10337,5388,6445,8167,8425,1487,2538,77
810330,Tantalum waste and scrap (excluding ash and residues containing tantalum),66,724,153,364,104,22,0,0,0,0,,19736,9153,12544,10428,11349,9625,13235,8355,7173,6752,,1240,1069,1218,465,185,1201,0,21,0,0
810790,"Articles of cadmium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,90,6,4,13,11,565,895,581,634,545,,52,26,4,46,3,8,85,12,21,16
830910,Crown corks of base metal,0,0,0,1,0,0,0,0,0,0,,4960,3965,6946,10797,11348,4143,4416,2805,866,16,,618,693,440,394,215,543,2489,326,134,358
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",0,0,0,10,0,0,11319,0,0,0,,187,126,146,41,132,379,7901,4205,11,0,,340283,333861,261920,79179,80235,312469,1064840,1306355,657567,257837
841340,Concrete pumps,1734,2205,409,538,558,54,75,2,549,0,,1625,1355,1550,1817,2684,1665,3427,2671,4040,1824,,13411,16619,13529,23684,9490,7537,5244,6650,3105,3226
731412,"Endless bands of stainless steel wire, for machinery",6,0,0,3,112,5,0,0,0,0,,1722,1173,1315,746,1012,719,769,1893,959,1070,,392,756,829,289,343,513,332,130,144,170
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,90,220,0,153,112,174,7,41,0,,79998,110558,122252,56212,60275,53036,86801,74157,95216,101903,,3216,2318,4576,508,276,630,1189,188,427,472
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",365,48,0,0,0,0,0,0,0,0,,8325,5469,3829,3355,3069,3682,3721,3581,2100,3079,,390,107,290,197,38,352,141,810,13,15
721931,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",42,0,0,0,0,1908,0,0,0,0,,5103,4433,3752,3892,6167,7572,5356,6155,8404,9209,,2274,2210,8479,2936,3969,8889,6395,3725,2915,7111
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",0,0,0,0,0,1,0,0,0,0,,123,8,27,102,450,227,118,248,598,405,,833,609,521,1155,398,486,566,1161,381,881
842930,Self-propelled scrapers,61,52,0,3,3,5,0,4,52,0,,32,100,81,720,841,48,175,180,278,107,,76,80,281,1651,275,31,200,1400,169,16
844512,Combing machines for preparing textile fibres,0,0,0,0,0,0,0,0,0,0,,1217,1801,2052,0,195,0,3,0,0,12,,3,0,3,0,0,289,0,0,0,0
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",0,0,0,0,0,0,0,0,0,0,,477671,595976,490137,391735,494727,399968,522156,428354,250164,357924,,2,308,0,9,9,0,10,18,28,5
845110,Dry-cleaning machines for made-up textile articles,69,0,55,22,13,0,27,60,7,0,,1152,624,382,1081,607,537,373,134,259,242,,1114,676,645,475,857,859,4316,633,804,538
846231,"Shearing machines, incl. presses, numerically controlled, for working metal (other than combined ...",155,107,54,0,0,1577,58,1825,0,0,,32292,19757,21998,14988,8532,10214,14777,11802,13623,7048,,1074,7489,2084,2942,1062,1984,855,4024,2442,1583
851621,"Electric storage heating radiators, for space-heating",4,0,0,28,0,28,31,18,0,0,,52,23,32,7,3,8,17,11,5,18,,235,432,249,802,4300,2469,203,40,2346,21
851633,Electric hand-drying apparatus,302,278,189,91,281,124,75,140,45,0,,4892,4919,6060,4734,3869,3539,4294,3441,2262,2694,,1355,1928,1639,1529,1062,964,512,1034,483,520
847629,"Automatic beverage-vending machines, without heating or refrigerating devices",85,8,109,175,271,25,0,15,0,0,,11,4,12,0,27,0,0,4,0,4,,850,1093,479,804,691,357,429,841,28,42
850240,Electric rotary converters,138,335,610,333,50,77,36,16,10,0,,70,80,46,35,12,19,552,145,27,90,,2936,2738,4005,6432,5246,2270,2462,1561,1115,1120
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",1,14,1,0,1,0,2,7,0,0,,29,19,92,21,0,0,0,0,0,0,,22,53,32,8,12,3,7,8,0,0
640610,Uppers and parts thereof (excluding stiffeners and general parts made of asbestos),5,20,1,0,0,0,0,3,0,0,,15760,8388,6287,3699,3494,2496,2045,1561,650,561,,1568,951,422,900,10160,6474,6495,2247,958,107
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",9,0,0,0,5,0,0,0,1,0,,29497,35777,49870,39258,16326,15399,9449,10949,9472,15202,,42,1515,1481,313,168,11,21,1153,36,1426
640212,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles and uppers of rubber ...",0,0,1,30,1,0,15,5,0,0,,152,120,101,311,190,257,73,168,68,69,,116,300,246,364,484,149,222,122,84,37
630411,"Knitted or crocheted bedspreads (excluding bedlinen, quilts and eiderdowns)",1,0,0,2,1,0,13,5,0,0,,38,0,3,6,8,15,2,0,0,0,,119,61,72,167,119,190,144,189,254,284
630110,Electric blankets of all types of textile materials,3,0,2,0,0,0,0,11,0,0,,3,6,58,22,19,16,49,30,34,346,,46,70,61,81,175,68,165,104,81,55
630253,Table linen of man-made fibres (excluding knitted or crocheted),17,3,6,3,5,3,4,1,0,0,,117,96,54,12,34,4,19,634,20,192,,801,351,430,460,383,402,327,488,253,285
600533,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,0,0,0,0,0,,15511,13844,11019,6255,7226,0,0,0,0,0,,0,0,257,140,51,4,0,0,0,0
600192,"Pile fabrics of man-made fibres, knitted or crocheted (excluding """"long pile"""" fabrics)""""",0,0,0,0,0,0,1,1,0,0,,16810,11618,9798,9905,10724,11743,7177,5706,3848,3967,,603,571,1290,2087,897,1724,2383,362,463,250
600310,"Knitted or crocheted fabrics of wool or fine animal hair, of a width of <= 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,226,237,60,55,35,53,58,33,46,57,,0,0,0,0,0,34,26,1,0,3
610832,"Women's or girls' nightdresses and pyjamas of man-made fibres, knitted or crocheted (excluding ...",0,0,0,0,2,0,0,0,1,0,,7,7,0,38,23,6,5,9,62,41,,1505,827,1520,1462,1719,1336,1702,1568,1067,1026
610899,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",6,0,0,0,0,0,41,41,0,0,,22,41,34,27,8,25,12,54,22,6,,981,748,682,424,627,874,530,377,417,117
610791,"Men's or boys' bathrobes, dressing gowns and similar articles of cotton, knitted or crocheted",0,1,0,0,0,0,1,0,0,0,,58,7,0,10,0,0,2,4,18,0,,196,153,420,414,227,238,212,134,80,166
620822,"Women's or girls' nightdresses and pyjamas of man-made fibres (excluding knitted or crocheted, ...",0,0,0,0,0,0,0,0,0,0,,9,11,0,5,50,23,27,5,28,110,,226,122,257,1470,361,196,1446,813,256,350
611220,"Ski-suits, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,53,37,83,28,27,109,166,70,26,147,,28,55,135,128,2,23,6,16,12,35
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",1,0,0,0,0,0,0,0,0,0,,14940,11088,8744,7807,7163,6018,5862,5813,2888,2136,,327,17,97,102,8,26,45,89,20,38
500100,Silkworm cocoons suitable for reeling,0,0,0,0,0,0,0,0,0,0,,0,8,12,3,33,38,67,0,0,7,,16,70,4,4,0,0,0,0,0,0
500500,Yarn spun from silk waste (excluding that put up for retail sale),0,0,0,0,4,0,0,0,0,0,,3046,2574,1727,2001,2006,1153,1217,1094,975,923,,0,0,4,84,280,163,2,59,1,24
510130,"Carbonised wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,7,0,0,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
510521,"Wool, combed, in fragments """"open tops""""""""",0,0,0,0,0,0,0,0,0,0,,0,3,0,2,15,18,0,3,0,0,,0,0,0,0,0,0,1,0,0,0
520912,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,3,16,0,0,0,,4887,5291,4869,4053,3582,3181,3599,3032,1993,1969,,17,34,0,0,0,72,78,58,19,24
520823,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,2568,2571,1279,751,1138,782,723,773,530,472,,54,65,146,34,81,64,110,192,12,125
520514,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,54,56,121,105,46,91,42,59,50,93,,0,0,0,0,0,0,0,0,0,0
520527,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,2,0,0,0,0,0,0,0,,3,161,124,76,107,356,59,59,74,21,,0,0,2,0,0,0,0,0,0,0
520531,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,4,0,0,0,0,,276,264,196,122,101,132,98,153,64,89,,0,0,9617,201,160,132,30,13,5,0
520542,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,16,0,0,0,0,0,0,0,,248,550,587,670,704,671,451,418,422,395,,0,0,16,0,103,159,0,0,0,0
520547,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,121,160,124,474,181,252,415,469,209,106,,0,19,0,0,0,0,31,16,0,0
520631,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,21,5,18,45,42,20,66,162,372,603,,0,21,0,0,0,0,0,0,0,3
521212,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,2,0,0,0,5,0,0,0,,755,623,609,481,482,321,408,364,220,304,,51,157,17,9,29,56,25,59,61,39
530121,"Flax, broken or scutched",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,2
530610,Single flax yarn,0,0,0,0,0,0,0,0,0,0,,565,503,288,279,389,606,458,479,529,360,,0,0,0,0,0,0,0,1,0,0
530620,"Multiple """"folded"""" or cabled flax yarn""""",0,0,0,0,0,0,0,0,0,0,,1070,1000,942,740,707,584,290,976,346,284,,4,26,78,16,58,56,1692,2,11,23
531090,"Woven fabrics of jute or of other textile bast fibres of heading 5303, bleached, dyed, made ...",0,0,0,45,0,0,0,0,0,0,,35,39,61,7,19,14,0,35,24,191,,119,101,122,120,116,135,44,0,31,9
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...,0,0,0,0,0,0,0,0,0,0,,2251,1893,1586,1238,1618,1418,1092,1873,1663,1876,,150,313,110,318,503,459,678,214,28,127
540232,"Textured filament yarn of nylon or other polyamides, with a linear density of > 50 tex per ...",0,0,0,0,0,0,2,0,0,0,,2192,2029,1746,2329,2391,1417,919,2083,948,928,,14,6,185,190,130,92,71,5,18,2
540234,Textured synthetic filament yarn of polypropylene (excluding sewing thread and yarn put up ...,0,0,0,0,0,0,4,0,0,0,,51,62,17,19,9,37,64,32,55,71,,21,2,0,0,0,0,25,19,7,2
540239,"Textured synthetic filament yarn (excluding sewing thread, yarn put up for retail sale and ...",0,0,0,0,22,7,19,11,0,0,,15281,10791,11521,4459,4927,2724,1679,1327,907,374,,305,146,291,162,169,242,395,310,172,137
540253,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,114,96,249,40,12,,0,0,0,0,0,0,4,3,0,0
540269,"Multiple """"folded"""" or cabled synthetic filament yarn, incl. synthetic monofilament of < 67 ...""",5,0,1,3,0,86,5,0,0,0,,17396,14190,13220,11559,13906,13723,31989,31459,40398,23522,,94,251,37,202,1309,216,96,34,54,25
540339,"Artificial filament yarn, incl. artificial monofilament of < 67 decitex, single (excluding ...",0,0,0,0,0,0,0,0,0,0,,147092,141882,135480,127844,135374,138650,150384,139233,100676,111885,,190,2,0,0,0,0,7,0,0,0
520922,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,7071,6718,7347,4788,4814,5907,4757,6738,5674,3797,,3,12,0,0,0,0,219,19,279,6
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",17,0,0,0,0,0,0,0,0,0,,2505,2008,1402,1503,1350,1464,1613,1987,1523,1255,,174,124,81,60,27,22,12,49,8,29
550200,Artificial filament tow as specified in Note 1 to chapter 55,20100,21808,28302,26686,23538,21924,0,0,0,0,,457361,494687,549606,521467,115531,0,0,0,0,0,,37205,47319,51863,43351,62716,78302,0,0,0,0
550510,"Waste of synthetic staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,0,0,0,0,135,0,0,,18973,15756,15908,14354,14171,14594,13473,14422,11148,11446,,0,0,0,0,0,0,9,136,0,0
560741,"Binder or baler twine, of polyethylene or polypropylene",1,1,5,1,3,1,0,29,0,0,,177,282,344,176,228,229,98,110,129,182,,2341,1135,882,646,647,548,598,641,398,539
590490,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or ...",0,0,0,0,0,0,0,0,0,0,,0,0,12,8,6,2,15,16,5,17,,172,68,293,65,118,28,38,20,5,6
580132,"Cut corduroy, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,614,141,296,90,119,363,625,572,506,634,,14,11,0,0,0,0,21,27,4,16
580640,"Narrow fabrics consisting of warp without weft assembled by means of an adhesive """"bolducs"""", ...""",16,12,31,8,5,0,4,2,10,0,,2337,1998,1673,1564,1459,1107,953,740,926,865,,352,331,428,350,688,512,424,496,428,447
570250,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...""",0,0,2,0,1,0,0,0,0,0,,15,0,0,0,13,4,8,10,69,81,,421,164,675,478,242,517,276,284,46,163
570299,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",0,1,0,1,3,0,1,3,0,0,,18,15,6,20,0,11,31,83,173,150,,1229,1564,1168,1400,932,608,870,650,556,600
550952,"Yarn containing > 50% to < 85% polyester staple fibres by weight, mixed principally or solely ...",0,0,0,0,0,0,0,0,0,0,,235,218,136,27,143,141,301,686,275,549,,0,0,0,1,0,0,1,0,0,0
550961,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,2,0,,2034,1575,1573,1328,1417,1305,1286,755,469,849,,0,0,0,0,0,0,0,0,35,37
551090,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, other than that ...",0,0,0,0,0,0,2,0,1,0,,2088,1153,1620,934,940,709,1157,1541,1040,784,,29,1,8306,104,11,0,2,11,2,6
551312,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,5,0,7,0,0,,1411,959,1287,1484,1482,1578,1408,1659,951,1093,,85,19,94,148,30,13,65,26,11,21
551421,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",11,0,0,0,0,5,0,0,2,0,,5919,4013,4023,4261,5504,7560,6790,5029,4023,3496,,126,299,656,304,90,307,167,329,145,102
551441,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,3,0,,1615,656,316,565,665,510,385,246,329,423,,63,93,11,2,1,0,25,7,4,4
551611,"Woven fabrics containing >= 85% artificial staple fibres by weight, unbleached or bleached",0,0,0,0,0,2,0,0,0,0,,362,301,228,180,161,124,160,64,35,60,,2195,745,1327,255,3,21,16,18,12,3
551614,"Woven fabrics containing >= 85% artificial staple fibres by weight, printed",133,124,102,179,133,81,0,1,0,0,,2887,1928,1557,1306,1285,1363,1642,1759,638,691,,748,887,796,262,428,325,59,72,14,71
551631,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,79,67,63,61,48,28,39,24,7,7,,0,0,0,0,0,0,0,0,0,0
551641,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,1,0,0,0,0,0,0,0,,814,855,1287,1562,1275,1204,851,923,559,170,,21,11,42,34,5,10,0,0,0,0
520941,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",18,0,5,0,0,1,0,9,0,0,,1969,1951,1972,1673,2465,1498,1510,1349,1093,864,,95,28,122,200,51,39,57,23,12,37
520952,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,1,1,0,0,0,0,0,0,,1759,3770,2101,1196,1146,1242,1381,1289,565,717,,13,2,52,74,12,3,0,0,159,101
521031,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,6,0,0,0,5,0,0,0,,13710,10385,11252,8661,9681,10616,11838,10264,7040,9694,,4553,9087,6811,2783,1991,2439,4568,1419,358,689
540772,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",125,7,85,14,6,8,1,0,1,0,,23340,22650,21295,21545,26578,29051,30243,26427,19999,20673,,4441,1235,841,607,717,371,361,260,106,319
540781,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",31,0,0,0,0,0,0,0,0,0,,5650,4794,4839,3629,4260,4561,3895,3827,3495,2620,,87,30,75,7,3,3,68,27,9,78
950810,Travelling circuses and travelling menageries,0,0,0,0,3,0,1,2,0,0,,5,21,5,38,10,7,0,4,0,148,,1600,446,3393,736,489,592,309,879,229,304
880400,"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ...",0,1,0,0,1,0,0,0,0,0,,139,374,256,1642,127,169,83,92,397,96,,1652,2832,1561,3022,1017,2384,956,5326,1497,1035
880521,Air combat simulators and parts thereof,47,33,0,0,0,0,0,4,7,0,,0,0,0,55,2,18,0,0,0,0,,13992,13411,309,20575,11497,533,324,551,230,624
890120,Tankers,0,0,0,263,0,0,0,0,0,0,,3056934,1759485,2195052,1724148,3403670,3501075,5835337,5997333,3263207,2459760,,127359,0,10,264,70,0,311,449,6842,1
890130,Refrigerated vessels (excluding tankers),0,0,0,0,0,0,0,0,0,0,,63,66994,97,485,179,132604,139239,124623,64099,158705,,16371,0,0,0,10,55,0,0,11,0
871110,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with reciprocating internal ...",2,0,18,21,31,1,422,6,0,0,,110246,93135,94291,80637,82517,89191,91730,87667,82842,83025,,235,482,529,1271,1829,3602,2580,1222,201,66
860712,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excluding ...,0,1124,128,311,8,2,0,0,311,0,,2506,5572,3045,8800,47373,42223,36849,30676,5717,5147,,258,2938,320,1277,394,15,0,0,435,361
870194,"Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,12,0,0,,0,0,0,0,0,142128,143501,156944,148069,295504,,0,0,0,0,0,0,0,46,0,0
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,56,24,0,0,,0,0,0,0,0,14,12,1296,99,51,,0,0,0,0,0,0,956,1987,5733,1336
860210,Diesel-electric locomotives,0,0,0,0,0,0,8,0,0,0,,47,262,0,69,0,0,181,4072,0,68,,0,0,0,0,0,0,8,4235,0,0
860390,"Self-propelled railway or tramway coaches, vans and trucks (excluding those powered from an ...",0,0,0,0,123,0,0,0,0,0,,2932,791,1501,5146,1761,36796,154838,361,24001,554,,0,0,127939,131818,85063,21,4,0,54,0
860699,Railway or tramway goods vans and wagons (excluding those specially designed for the transport ...,0,0,0,33,258,0,7,0,7,0,,793,2036,758,812,308,773,462,179,29,159,,0,0,1039,2566,6553,1966,2346,85,1091,2158
910519,Alarm clocks (excluding electrically operated),7,1,240,0,0,3,0,1,1,0,,6,39,55,19,2,8,9,15,11,3,,671,506,635,348,365,285,416,350,232,161
901814,Scintigraphic apparatus,0,0,0,0,0,68,0,0,0,0,,784,631,706,617,2276,976,853,0,139,74,,365,2056,1478,1694,2036,1557,1031,1246,759,1808
940381,"Furniture of bamboo or rattan (excluding seats and medical, surgical, dental or veterinary ...",1,1,0,14,9,5,0,0,0,0,,13,3,71,143,79,0,0,0,0,0,,3236,4129,2751,2100,1730,3345,0,0,0,0
940383,"Furniture of rattan (excl. seats and medical, surgical, dental or veterinary furniture)",0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,4,0,2,,0,0,0,0,0,0,1818,568,425,439
910910,"Clock movements, complete and assembled, electrically operated (excluding watch movements)",0,0,0,1,0,0,0,0,0,0,,158,125,136,161,167,179,158,201,133,288,,48,52,82,140,103,53,158,55,67,74
911290,"Parts of clock and watch cases, n.e.s. (excluding for wrist-watches, pocket-watches and other ...",13,0,0,0,0,1,0,0,0,0,,234,200,180,68,151,94,240,80,98,72,,175,128,108,86,67,33,113,26,100,22
902131,Artificial joints for orthopaedic purposes,82,21,51,102,49,15,10,30,1,0,,4027,4973,3698,4659,5568,5186,5066,7051,7640,7973,,1884,3597,8813,40086,101513,109138,170168,169629,89621,99587
880510,"Aircraft launching gear and parts thereof, n.e.s. (excluding motor winches for launching gliders); ...",0,0,0,13,0,1,0,0,0,0,,123,0,0,0,0,0,0,0,0,0,,6428,5790,8757,26257,25761,19413,24639,11111,15508,8379
890190,Vessels for the transport of goods and vessels for the transport of both persons and goods ...,0,0,0,0,191,1,0,0,0,0,,18304814,13017453,9998143,9208922,8237301,7591131,6354957,7474948,7305832,6858034,,2739428,762262,5291,10914,14125,7520,429,8765,3791,10641
890510,Dredgers,125,0,0,0,0,0,0,0,0,0,,45556,10565,28622,26452,87125,7695,7555,15788,4879,2188,,3308,3157,0,0,0,2423,6720,5445,3466,2166
870520,Mobile drilling derricks,379,57,0,2622,2013,14,321,151,325,0,,4049,8746,3067,3427,2123,2140,4676,2525,1850,2873,,1363,1268,4258,6196,15155,2632,321,286,328,0
870230,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both spark-ignition internal ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,315,122,93,135,113,,0,0,0,0,0,0,1,5,0,4
871310,"Carriages for disabled persons, not mechanically propelled",3,11,0,0,0,36,11,0,2,0,,1703,1213,1831,3296,1304,1285,1168,1185,720,689,,1404,1920,2479,2401,2388,3535,3233,2373,2800,3286
871610,"Trailers and semi-trailers of the caravan type, for housing or camping",37,0,0,32,0,742,0,0,0,0,,29,30,21,60,31,0,42,30,0,183,,1912,219,585,223,123,776,158,61,296,179
880220,"Aeroplanes and other powered aircraft of an unladen weight <= 2.000 kg (excl. helicopters, ...",0,0,0,0,0,0,0,0,0,0,,0,186,104,24,17,142,132,4,150,0,,250,460,652,1813,856,7031,1156,2593,5031,6652
880260,"Spacecraft, incl. satellites, and suborbital and spacecraft launch vehicles",0,0,0,0,0,0,0,0,0,0,,393,615,179001,41319,237816,2811,384135,28097,19266,5152,,147,0,0,0,0,260,149,566,465,0
852851,Monitors of a kind solely or principally used in an automatic data-processing machine of heading ...,8067,5708,4966,6684,3448,6352,0,0,0,0,,274475,264601,260656,260190,251149,0,0,0,0,0,,248844,217812,185865,204340,186258,144093,0,0,0,0
950612,Ski bindings,0,0,1,0,2,0,0,0,0,0,,11,4,7,20,22,23,7,29,14,27,,20,17,4,7,8,0,9,82,12,5
950661,Tennis balls (excluding table tennis balls),0,0,0,0,0,0,48,0,0,0,,286,268,233,201,238,179,262,270,176,250,,344,258,484,517,778,763,774,636,423,1340
