Product code,Product label,"Russian Federation's imports from Taipei, Chinese-Value in 2012","Russian Federation's imports from Taipei, Chinese-Value in 2013","Russian Federation's imports from Taipei, Chinese-Value in 2014","Russian Federation's imports from Taipei, Chinese-Value in 2015","Russian Federation's imports from Taipei, Chinese-Value in 2016","Russian Federation's imports from Taipei, Chinese-Value in 2017","Russian Federation's imports from Taipei, Chinese-Value in 2018","Russian Federation's imports from Taipei, Chinese-Value in 2019","Russian Federation's imports from Taipei, Chinese-Value in 2020","Russian Federation's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
720918,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,590264,528697,497701,322607,295768,363918,419529,371684,304429,528891,,11077,7780,7381,195,15747,51441,32642,28959,6874,22000
720928,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,3715,1269,1738,837,256,391,1660,728,433,224,,407,1386,3740,1319,1106,1395,1192,45,3,1241
721070,"Flat products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",1085,20,2,4,565,0,0,16,0,0,,444828,393512,470460,390618,368166,397633,401610,325138,281731,571844,,1173796,1032167,881731,459244,386999,440578,359464,371042,284423,436446
721220,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,12363,13235,3763,3749,3145,2372,1691,2333,2083,3633,,8212,5003,3182,2256,1990,1890,2427,3011,2414,4216
690290,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excluding ...",0,0,27,30,0,0,0,0,0,0,,4321,2783,3827,3821,3079,3376,5455,3833,3312,5229,,6272,14594,6244,5604,11206,12266,19081,17875,22293,11385
690410,"Building bricks (excluding those of siliceous fossil meals or similar siliceous earths, and ...",0,0,0,0,0,0,0,0,0,0,,1760,1301,1484,1273,1071,528,471,975,936,1044,,45057,56921,54233,21883,18336,19151,18954,18450,16137,27000
690600,"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ...",0,0,0,0,0,0,0,0,0,0,,456,490,461,382,384,449,626,501,318,371,,391,228,122,71,191,3103,259,2363,431,484
690740,Finishing ceramics (excl. refractory),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,61,118,81,42,4,,0,0,0,0,1643,47467,38469,30213,21098,23273
700210,"Glass in balls, unworked (excluding glass microspheres <= 1 mm in diameter, glass balls of ...",0,0,0,0,0,0,0,0,0,0,,44,99,15,4,10,4,11,7,1,0,,2515,2389,1844,1570,2349,2841,3713,3336,2891,3422
700239,"Tubes of glass, unworked (excluding tubes of glass having a linear coefficient of expansion ...",0,0,0,0,0,0,0,0,0,0,,266,71,221,145,238,138,167,104,151,49,,5019,6275,7157,4612,5119,5153,7448,5724,19652,12269
700490,"Sheets of glass, drawn or blown, but not otherwise worked (excluding glass coloured throughout ...""",0,0,0,0,0,0,0,0,0,0,,203,71,2076,6424,5256,5252,4557,2488,358,6480,,401,452,181,484,260,63,102,149,43,52
722410,"Steel, alloy, other than stainless, in ingots or other primary forms (excluding waste and scrap ...",0,0,0,0,0,0,0,0,0,0,,5408,2124,1477,1969,2152,2030,1436,1360,1379,1032,,583,803,729,209,119,152,155,245,4047,903
722591,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,0,0,0,0,0,0,,55,54,114,0,1,0,7,10,1,1,,8542,10153,8105,2083,8744,10383,13614,7730,3621,9862
722691,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...",0,0,0,0,0,0,0,0,0,0,,4413,3614,4173,4896,4032,4794,4416,3643,3952,4047,,1735,1189,746,872,687,1433,1097,1068,835,1917
722840,"Bars and rods of alloy steel other than stainless, not further worked than forged (excluding ...",0,0,0,0,0,0,0,0,0,0,,2942,2874,1907,3229,4761,5124,6636,8441,5439,6402,,3434,3738,2607,1746,2420,3227,4680,7257,6331,6426
722850,"Bars and rods of alloy steel other than stainless, not further worked than cold-formed or cold-finished ...",6,0,0,0,0,0,0,0,0,0,,61218,61976,64823,51389,42849,55376,65734,60302,45500,71311,,26490,21224,15845,7114,9869,13963,16731,24967,18637,21390
730422,"Drill pipe, seamless, of stainless steel, of a kind used in drilling for oil or gas",0,0,0,0,0,0,0,0,0,0,,28,43,0,0,2,0,11,1,11,0,,5571,5908,4854,4659,6622,4365,5893,1846,203,297
730459,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",0,1,0,0,0,1,0,0,0,0,,3002,4789,4740,1476,698,815,519,709,413,517,,80109,81891,65455,29035,35724,77509,75022,66839,76660,104428
730490,"Tubes, pipes and hollow profiles, seamless, of non-circular cross-section, of iron or steel ...",84,153,6,2,1,1,3,1,3,0,,20893,21267,18955,15717,13711,16437,18062,15053,10518,13439,,11521,7462,14798,9539,7360,7119,11015,9963,14009,7280
730511,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,0,190,0,0,0,0,0,5,251,688,,48990,23488,11285,6299,19935,160266,25985,352520,3885,533
730621,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",0,0,0,0,0,0,0,0,0,0,,24,11,6,2,17,29,23,38,73,3,,469,41,135,17,689,1040,0,0,0,31
701010,Glass ampoules,0,0,0,0,0,0,0,0,0,0,,24,31,45,55,114,149,112,48,25,13,,15971,13377,7319,8368,5759,6751,7001,6902,10155,9598
691410,"Ceramic articles of porcelain or china, n.e.s.",0,0,0,0,0,0,0,0,0,0,,2770,2998,1983,1902,1326,3624,4728,2564,7048,10336,,419,466,436,539,259,359,386,404,328,398
731439,"Grill, netting and fencing, of iron or steel wire, welded at the intersection (excluding products ...",0,17,16,19,2,1,0,0,2,0,,2385,1871,1992,2457,1787,1652,1359,1417,1324,1510,,6332,7681,5243,2526,3337,3429,5317,4123,3217,3795
730793,"Butt welding fittings of iron or steel (excluding cast iron or stainless steel products, and ...",34,1,8,33,0,19,5,4,1,0,,14233,19019,18490,12614,9108,9594,14991,17057,9178,7152,,46242,51670,47134,30491,29311,38446,47020,72158,44452,44032
730830,"Doors, windows and their frames and thresholds for doors, of iron or steel",14,0,3,47,18,1,0,3,0,0,,5258,4747,7589,6568,4736,5845,8579,8270,6142,6261,,246113,246188,251032,90458,124998,130725,121247,102421,104788,121479
740329,"Copper alloys unwrought (excluding copper-zinc base alloys """"brass"""", copper-zinc base alloys ...""",0,0,0,0,0,0,0,0,0,0,,1183,755,1151,923,1150,853,626,1477,13753,12790,,663,214,257,149,152,374,350,623,216,795
740500,"Master alloys of copper (excluding phosphorus-copper compounds copper phosphide"""" containing ...""",0,0,0,0,0,0,0,0,0,0,,9,6,1,12,18,18,32,115,695,193,,235,515,620,923,2601,1179,1133,1143,913,1423
842330,Constant weight scales and scales for discharging a pre-determined weight of material into ...,32,4,0,0,0,0,0,0,0,0,,1679,1381,1800,2100,2706,3922,3973,4057,2671,1667,,12422,18515,14442,7844,7850,12232,10976,10633,12840,13539
842611,Overhead travelling cranes on fixed support,0,0,0,0,0,0,0,0,0,0,,865,938,845,2280,5938,1441,3310,1888,392,520,,131740,122672,80663,49297,48216,20756,33236,58871,43487,51643
842720,"Self-propelled trucks fitted with lifting or handling equipment, non-powered by an electric ...",425,0,0,51,0,0,0,0,0,0,,44711,39462,28119,30615,29269,24273,24549,19769,13917,22446,,445346,472981,348578,182102,206783,285719,346933,314906,283530,424993
842920,Self-propelled graders and levellers,0,0,0,0,0,0,0,0,0,0,,1648,180,87,187,202,143,28,118,62,10,,95571,96488,67077,14234,23667,49833,47325,51584,42747,97837
843020,"Snowploughs and snowblowers (excluding those mounted on railway wagons, motor vehicle chassis ...",0,0,6,1,0,0,0,0,0,0,,29,132,1847,0,0,0,4,0,0,0,,69215,71094,56853,14483,12721,30972,42415,47212,29254,48747
843050,"Self-propelled earth-moving machinery, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1531,1252,1498,420,178,857,845,1084,1247,642,,23903,55106,12810,13408,24369,22569,36837,54005,72158,42086
830621,"Statuettes and other ornaments, of base metal, plated with precious metal (excluding works ...",0,0,0,0,0,0,0,0,0,0,,1152,792,411,407,1195,666,168,188,62,58,,308,365,159,538,798,1482,1113,2220,2003,1351
843311,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a horizontal ...",0,0,0,0,0,0,0,0,0,0,,7419,9067,8038,5622,6234,6098,3799,1455,2144,2591,,37475,45447,49300,25488,37182,57024,51575,45363,47370,94701
842511,"Pulley tackle and hoists, powered by electric motor (other than skip hoists or hoists of a ...",33,140,6,79,10,9,0,4,0,0,,13756,17918,27732,20399,17750,17274,15130,13633,13713,16910,,75931,55444,62663,27534,24575,24492,35043,41278,52385,41773
843629,"Poultry-keeping machinery (excluding machines for sorting or grading eggs, poultry pickers ...",0,0,0,0,0,0,0,0,0,0,,1827,1602,1290,1264,873,1589,1097,1385,1208,2284,,259010,224553,102844,137952,88704,72010,46364,46833,77755,63265
843830,"Machinery for sugar manufacture (excluding centrifuges and filtering, heating or refrigerating ...",0,0,0,0,0,0,0,0,0,0,,46,48,632,181,396,228,171,42,589,6,,12799,18745,11926,8874,22392,42775,14824,8054,13721,5711
844312,"Offset printing machinery, sheet fed [office type], using sheets of a side <= 22 x 36 cm in ...",0,0,0,0,0,0,0,0,0,0,,65,25,53,0,22,3,0,0,1,0,,3,2,3,0,0,0,16,2,18,6
844314,"Letterpress printing machinery, reel fed (excluding flexographic printing machinery)",882,0,0,0,0,0,289,0,763,0,,6603,4910,5817,4131,1222,2723,2949,2394,2673,1264,,1777,493,373,7,598,66,319,1270,894,595
844513,Drawing or roving machines,0,0,0,0,136,0,0,0,0,0,,2299,2956,2368,1908,2192,1470,2285,2522,5006,7369,,299,7157,1468,157,221,1173,412,247,0,0
844610,Weaving machines for weaving fabrics of a width <= 30 cm,0,36,0,19,0,96,236,391,400,0,,1909,3559,2201,1697,2428,3650,7625,3111,1500,946,,8420,3877,1186,1164,1201,1223,2836,2082,2147,1408
844811,"Doobies and jacquards; card reducing, copying, punching or assembling machines for use therewith",0,0,0,0,0,7,0,0,0,0,,3102,920,1654,873,1550,2469,2196,996,499,3154,,647,2105,2224,657,816,319,801,1098,220,549
732010,"Leaf-springs and leaves therefor, of iron or steel (excluding clock and watch springs and shock ...",70,0,1,0,9,49,26,3,0,0,,5749,5963,6519,5152,4699,4799,4616,3965,4816,6175,,52518,54226,42411,24425,29793,43566,42673,36298,29240,36448
760692,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm (other than square ...",0,0,0,41,0,0,0,0,0,0,,25606,25849,19504,13098,10442,10892,10666,8556,7192,12349,,2153,3870,1388,2913,1054,1257,721,3454,4566,6653
790120,Unwrought zinc alloys,0,0,0,0,0,0,0,0,0,0,,27955,29768,33487,30451,37461,58574,45538,33445,36410,41332,,3800,22127,38933,26230,39281,37155,13649,95143,42762,47364
790200,"Zinc waste and scrap (excluding ash and residues from zinc production heading 2620"""", ingots ...""",0,0,0,0,0,0,0,0,0,0,,1156,1750,1502,1364,1120,1637,16589,8605,8820,4153,,0,5,9,26,18,1039,1231,645,186,557
800200,"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ...",0,0,0,0,0,0,0,0,0,0,,9,110,278,0,91,1703,5,96,82,670,,0,0,0,0,0,0,0,0,0,0
810210,Molybdenum powders,0,0,0,0,0,0,0,0,0,0,,121,425,235,806,231,0,74,28,0,19,,3728,2465,2414,299,14,379,1732,1620,1182,2455
810600,"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ...",0,0,0,0,0,0,0,0,0,0,,240,164,121,80,119,53,29,54,36,47,,2091,465,595,389,524,651,802,347,535,598
741012,"Copper alloy foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of heading ...",0,0,1,1,0,0,1,0,0,0,,40743,36996,38200,32986,29557,35691,39398,34098,37935,32237,,1011,977,1161,286,464,574,921,906,1005,1284
741122,"Tubes and pipes of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc base alloys ...""",0,0,0,0,0,0,0,0,0,0,,532,437,362,263,113,200,95,62,85,61,,5343,4122,4417,4119,3185,5755,4543,4592,3662,3530
750400,"Powders and flakes, of nickel (excluding nickel oxide sinters)",0,0,0,0,0,0,0,0,0,0,,1019,1194,1252,161,51,139,157,1209,248,1355,,41625,24559,26107,7434,1898,2329,3157,3520,3106,3019
750511,"Bars, rods, profiles and wire, of non-alloy nickel, n.e.s. (excluding electrically insulated ...",0,0,0,0,0,0,0,0,0,0,,1340,1184,51,82,58,111,192,264,61,26,,11,10,6,1,0,5,267,126,4,160
750522,Wire of nickel alloys (excluding electrically insulated products),0,0,0,655,632,0,0,0,0,0,,4637,5340,7395,7006,2800,2658,2732,3662,5247,2264,,3605,2815,2706,4166,3189,2243,3600,3369,3914,4293
760519,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of <= 7 mm (other than ...",5,59,0,0,0,1,0,0,0,0,,1197,1359,1324,1178,1245,994,941,593,670,825,,1065,1119,921,1216,1228,1221,1776,1244,1537,1653
760521,"Wire of aluminium alloys, with a maximum cross-sectional dimension of > 7 mm (excluding stranded ...",21,33,42,0,0,0,0,0,0,0,,166,51,160,171,72,267,121,196,353,524,,14998,7876,5907,6920,7294,8687,8267,8959,7498,9953
810920,Unwrought zirconium; zirconium powders,2,0,0,0,0,0,0,0,0,0,,437,358,427,281,81,60,560,516,666,786,,157,1816,1096,4540,816,4548,2162,6258,10099,9076
810990,"Articles of zirconium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,609,1203,679,223,1086,258,227,614,142,155,,4320,7935,9839,2589,1166,2710,2071,741,1881,4364
821290,Parts of non-electric razors of base metal (excluding safety razor blades and razor blade blanks ...,0,0,0,0,0,0,0,0,0,0,,4539,4866,4872,4183,3714,3468,3214,3512,2482,2680,,2401,6643,3988,1717,1283,804,793,3578,2487,930
840211,Watertube boilers with a steam production > 45 t/hour,0,0,0,0,0,0,0,0,0,0,,0,0,839,2807,1927,0,97,7,20,0,,7823,15047,0,693,9042,12469,3870,7,9705,5284
840410,"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ...",0,0,0,1,0,0,0,0,0,0,,38833,136632,237190,225179,98102,136339,15242,17968,44748,18546,,17615,38932,31254,15271,7025,10343,6814,9361,8407,14329
840610,Steam and other vapour turbines for marine propulsion,0,0,0,0,0,0,0,0,0,0,,4,5,1,0,1,1,4,6,0,62,,0,0,0,0,0,0,0,0,0,0
853910,Sealed beam lamp units,4,1,1,1,0,7,0,2,0,0,,20837,18147,17546,10386,9490,11422,8329,6476,5827,7141,,2319,7309,2419,520,663,828,857,710,730,776
860290,Rail locomotives (excluding those powered from an external source of electricity or by accumulators ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,37880,28154,12777,9501,9253,14441,12420,14149,6938,10849
860500,"Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose ...",0,0,0,0,0,0,0,0,0,0,,16,0,0,0,0,0,0,0,0,2,,95139,493031,482151,55384,17221,43196,4014,4098,557,28144
860791,"Parts of railway or tramway locomotives, n.e.s.",0,0,0,0,0,0,0,0,0,0,,183,372,59,843,39,13,59,52,146,227,,20963,27275,11788,7144,4898,5362,7701,14218,12291,14037
860800,"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ...",0,0,0,0,0,0,0,0,0,0,,6335,7456,10689,9625,9813,13038,14898,11840,7774,6508,,25273,25171,58647,31786,22289,13711,18471,19578,18517,21990
870210,"Motor vehicles for the transport of >= 10 persons, incl. driver, with compression-ignition ...""",0,0,0,0,0,0,0,0,0,0,,343,623,6,2925,3818,15209,6833,14275,0,8424,,450018,339861,208815,82037,113093,158943,190184,201897,178108,119030
870220,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both diesel engine and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,127,0,0,0,0,,0,0,0,0,0,0,7,0,0,0
870421,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,0,0,0,0,0,,656,203,394,292,229,319,145,254,319,591,,1093734,1115835,765792,220838,176206,285733,233230,281819,190668,241472
870540,Concrete-mixer lorries,0,0,0,0,0,0,0,0,0,0,,1250,1117,344,738,276,60,42,0,51,0,,34774,27681,14760,3652,1109,3523,1945,5943,16216,28451
880230,Aeroplanes and other powered aircraft of an unladen weight > 2.000 kg but <= 15.000 kg (excl. ...,0,0,0,0,0,0,0,0,0,0,,0,4349,15341,0,1810,0,0,1394,63153,0,,250235,217475,118072,0,0,0,0,0,0,0
880320,"Under-carriages and parts thereof, for aircraft, n.e.s.",0,0,0,0,0,0,0,0,0,0,,130,168,296,415,2254,3803,267,4395,4724,4515,,15,205,0,0,0,0,0,0,0,0
880390,"Parts of aircraft and spacecraft, n.e.s.",0,0,0,0,0,0,0,0,0,0,,8748,11317,11289,18465,17368,24871,31161,40104,25621,16254,,0,0,24,0,0,0,0,0,0,0
880529,"Ground flying trainers and parts thereof, n.e.s. (excluding air combat simulators and parts ...",0,0,0,0,0,0,0,0,0,0,,40,52,1052,28,158,21,97,2,14,531,,0,2457,561,0,0,0,0,0,0,0
890391,"Sailboats and yachts, with or without auxiliary motor, for pleasure or sports",0,0,0,0,0,0,33,3,0,0,,5834,6227,4427,6694,6279,3290,1786,1379,2132,2319,,6356,1956,2743,1049,1195,1214,1401,10016,2087,5376
890400,Tugs and pusher craft,0,0,0,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,2524,0,,97474,76578,128848,239488,453627,129458,103915,169102,70822,160200
890520,Floating or submersible drilling or production platforms,0,0,0,0,0,0,0,0,0,0,,61,0,1,59,81,301,0,44,0,0,,31,0,0,0,214513,0,0,10118,195209,0
890710,Inflatable rafts,0,0,0,0,0,0,0,0,0,0,,526,934,483,860,820,749,1126,386,432,494,,8425,6089,5141,3163,3164,4030,3692,4538,6117,12452
890800,Vessels and other floating structures for breaking up,0,0,0,0,0,0,0,0,0,0,,8,9,8,0,0,0,0,0,0,0,,0,6,6,2,1,6,0,0,0,0
900140,Spectacle lenses of glass,0,0,0,3,0,0,0,2,0,0,,4111,7079,7499,4654,1379,772,557,858,1495,1019,,1669,2205,1962,758,598,569,483,498,393,504
847751,Machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner ...,0,0,0,0,0,0,0,0,0,0,,29482,22324,10395,41798,26108,23303,16117,26735,30535,13715,,4041,1002,2578,115,945,29,26,41,50,1
847971,"Passenger boarding bridges, of a kind used in airports",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,22,0,0,0,0,,17767,15983,9694,2971,37,22956,3746,18478,625,1943
850422,"Liquid dielectric transformers, having a power handling capacity > 650 kVA but <= 10.000 kVA",0,0,0,0,0,0,0,0,0,0,,31705,17555,19932,24376,17017,17875,15336,18546,19508,11389,,82346,117465,104595,44833,47734,58558,72372,40747,48392,67292
850790,"Plates, separators and other parts of electric accumulators, n.e.s.",0,25,0,0,0,1,0,0,1,0,,16131,17660,18151,15006,14477,14403,17183,21849,30205,48183,,16010,15087,17908,15904,16766,14455,14340,13580,12993,15606
851030,Hair-removing appliances with self-contained electric motor,21,6,7,11,0,4,4,90,0,0,,6250,4204,2421,1977,1691,2582,2810,1713,1270,1898,,25166,22137,21890,12090,12732,14816,13133,12663,12753,17723
850640,Silver oxide cells and batteries (excluding spent),0,0,0,0,0,0,0,0,0,0,,249,330,316,1171,1482,1473,591,3008,1362,1521,,630,441,417,471,390,521,880,889,767,896
850680,"Primary cells and primary batteries, electric (excluding spent, and those of silver oxide, ...",0,0,0,0,0,0,0,0,0,0,,10010,8494,7179,6885,5363,1840,3293,875,3400,2005,,3294,2879,1678,518,2802,3327,4103,1994,1533,1600
850690,"Parts of primary cells and primary batteries, n.e.s.",0,0,0,0,0,0,0,0,0,0,,4043,4218,3719,2789,3584,4954,3814,3791,5514,4356,,365,220,347,302,41,47,159,193,193,106
845019,"Household or laundry-type washing machines, of a dry linen capacity <= 6 kg (excluding fully-automatic ...",0,0,0,0,0,0,0,0,0,0,,36,75,288,75,46,95,66,52,31,2,,4586,2909,2106,1157,732,1144,1284,530,885,448
845121,"Drying machines, of a dry linen capacity <= 10 kg (excluding centrifugal driers)",0,0,0,50,5,0,0,2,0,0,,49,4,27,26,17,31,59,4,4,14,,10768,13108,14055,11602,10349,13361,16280,25819,35234,61105
845310,"Machinery for preparing, tanning or working hides, skins or leather (excluding drying machines, ...",0,0,0,0,1,0,0,0,0,0,,1857,1122,2018,3494,2772,3289,1286,1769,681,755,,10651,8246,48998,2402,8900,9006,8372,1487,1601,2110
845610,"Machine tools for working any material by removal of material, operated by laser or other light ...",328,136,423,286,240,0,0,0,0,0,,69044,57648,43251,50577,73142,1130,0,0,0,0,,74643,82694,73586,39762,50132,0,0,0,0,0
847030,"Calculating machines, non-electronic",0,0,0,0,0,0,0,0,0,0,,273,605,504,708,701,373,149,184,143,263,,7,15,0,0,0,0,0,0,35,23
847432,Machines for mixing mineral substances with bitumen,0,0,0,0,0,0,0,0,0,0,,56,405,815,200,47,10,204,0,31,3,,164408,174500,121753,35362,37117,69348,75335,47119,64740,41768
847510,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ...",677,0,0,0,0,0,0,0,0,0,,5414,1788,752,330,817,606,370,1210,278,172,,872,587,12,277,1113,221,584,142,19,338
460193,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,4,23,18,4,21,10,36,9,12,3,,439,221,1044,41,29,44,22,67,81,59
460211,"Basketwork, wickerwork and other articles, made directly to shape from bamboo plaiting materials ...",0,0,0,0,0,0,2,0,0,0,,50,67,85,129,166,145,90,96,76,53,,1928,2604,2352,1301,1719,1227,1076,1463,1180,1827
