Product code,Product label,Germany's imports from Viet Nam-Value in 2012,Germany's imports from Viet Nam-Value in 2013,Germany's imports from Viet Nam-Value in 2014,Germany's imports from Viet Nam-Value in 2015,Germany's imports from Viet Nam-Value in 2016,Germany's imports from Viet Nam-Value in 2017,Germany's imports from Viet Nam-Value in 2018,Germany's imports from Viet Nam-Value in 2019,Germany's imports from Viet Nam-Value in 2020,Germany's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
845380,"Machinery for making or repairing articles of hides, skins or leather (excluding footwear and ...",0,0,0,0,0,0,0,0,0,0,,50,60,11,83,428,401,674,522,985,838,,380,862,1205,774,1300,603,286,373,662,808
845730,Multi-station transfer machines for working metal,0,0,0,0,0,0,0,0,0,0,,24,0,175,411,223,263,0,183,578,84,,45758,56750,43039,43911,77918,69709,61012,65842,44358,47015
845921,"Drilling machines for working metal, numerically controlled (excluding way-type unit head machines)",0,0,0,0,0,0,5,0,0,0,,27,3,38,166,48,112,532,440,36,37,,11066,7421,22068,9410,5856,8928,7248,9936,9688,3533
846024,"Grinding machines for finishing metal, numerically controlled (excl. flat-surface, cylindrical ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,104,80,21,17,,0,0,0,0,0,90454,108304,85105,44326,57192
846150,"Sawing or cutting-off machines, for working metals, metal carbides or cermets (excluding machines ...",0,0,0,3,0,0,2,0,0,0,,3240,1848,2713,2024,2196,2563,3877,2910,3496,3240,,59014,42629,41675,40692,34087,38055,45209,53047,41694,48824
846231,"Shearing machines, incl. presses, numerically controlled, for working metal (other than combined ...",0,0,0,0,0,0,0,0,0,0,,0,9,0,21,0,80,0,3531,0,,,12818,6080,5779,4544,6342,6368,9154,7345,12871,7699
842449,Agricultural or horticultural sprayers (excl. portable),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,43,506,971,780,,0,0,0,0,0,33213,36780,32830,35149,48468
841392,"Parts of liquid elevators, n.e.s.",0,0,0,0,0,0,0,0,0,0,,70,69,59,2,146,4,116,326,1082,757,,3403,2497,2813,3595,3515,3616,2580,2097,3031,2403
842641,"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excluding wheel-mounted ...",0,0,0,0,0,0,0,0,0,0,,3399,953,632,844,64,63,824,633,1104,19,,8280,13243,8867,8881,34799,43062,47706,46614,35050,44462
842930,Self-propelled scrapers,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,,,2491,308,1534,58,0,361,0,1313,424,0
843142,"Bulldozer or angledozer blades, n.e.s.",0,0,0,0,0,0,0,0,0,0,,277,59,6,77,10,2,36,8,9,1,,3914,2826,2910,2299,1841,2070,2706,3474,2156,3403
843239,"Seeders, planters and transplanters (excl. no-till machines)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,91,40,67,118,,0,0,0,0,0,19971,26675,23562,28063,31774
843280,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn ...",0,0,0,3,0,0,0,0,0,0,,2210,289,2056,752,361,733,627,488,895,1019,,98962,95346,98585,78798,79391,71379,72771,78483,76436,87878
843319,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a vertical ...",0,0,0,0,0,0,0,0,0,0,,270,352,200,109,114,166,99,122,80,1386,,20881,16917,19609,18952,12808,12830,13842,12025,15156,22338
844512,Combing machines for preparing textile fibres,0,0,0,0,0,0,0,0,0,0,,0,0,132,0,15,0,766,150,0,,,1500,171,67,151,1101,0,248,1362,1056,2011
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",0,0,0,0,0,0,0,0,0,0,,385,509,50,146,159,116,413,37,4,579,,6804,4577,16961,10028,19266,11494,8329,5102,8627,5749
844819,"Auxiliary machinery for machines of heading 8444, 8445, 8446 or 8447 (excluding doobies and ...",0,64,0,0,0,0,0,0,0,0,,0,7,7,68,27,1,14,68,173,159,,8835,11077,9504,8548,10084,7153,7972,6618,5652,7281
160242,"Prepared or preserved shoulders and cuts thereof, of swine",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,0,,,17373,17615,13049,11681,10488,14087,12655,14299,16596,14831
160250,"Prepared or preserved meat or offal of bovine animals (excluding sausages and similar products, ...",0,0,0,0,0,0,0,0,0,0,,3,13,38,17,326,146,1056,4809,2512,244,,108534,109823,104984,90673,104047,117391,133746,132447,140896,139478
151499,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,,,42098,35903,30980,17159,22453,21366,9794,10481,4757,5383
151519,"Linseed oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,3,0,0,4,0,0,0,0,12,25,,14496,15496,25318,22906,19286,12677,15756,15592,16669,22597
151590,"Fixed vegetable fats and oils and their fractions, whether or not refined, but not chemically ...",4,0,0,0,2,0,0,2,6,0,,9225,15195,14836,12846,6931,3731,3045,9188,12407,8812,,96558,106672,103991,95872,113702,117001,128607,122820,125690,113291
152110,"Vegetable waxes, whether or not refined or coloured (excluding triglycerides)",0,0,0,0,0,0,0,0,0,0,,97,79,7,0,0,0,0,1,0,153,,21582,20797,20062,19224,18997,23060,20464,21140,22554,31327
200891,"Palm hearts, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,4,,392,459,370,295,311,264,309,368,225,270
200961,"Grape juice, incl. grape must, unfermented, Brix value <= 30 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,236,184,340,254,340,117,4,,78398,87128,67595,53857,51408,54598,65084,50879,52443,45287
160552,"Scallops, incl. queen scallops, prepared or preserved (excluding smoked)",32,52,19,2,1,2,2,0,0,0,,185,516,535,703,648,1281,1080,1245,878,936,,555,643,656,479,1551,1997,1906,1088,2087,1986
160557,"Abalone, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,240,650,8,0,0,0,0,0,0,2,,105,1,0,0,0,17,0,0,0,0
170219,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ...",0,0,0,0,0,0,0,0,0,0,,101,512,140,667,274,515,663,322,330,112,,10726,11677,13026,10835,17729,24083,27781,27266,28855,24036
170230,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter ...",0,0,0,0,0,0,1,0,0,0,,153,133,268,1305,4358,4135,4801,6045,8679,25112,,368988,399227,359286,290001,257121,255897,262612,275103,255861,301303
121291,"Sugar beet, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,2,2,5,6,4,12,7,2,6,307,,13415,13417,13926,6457,370,1157,1158,1579,2003,1969
151221,Crude cotton-seed oil,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,379,4636,290,3,0,0
150290,"Fats of bovine animals, sheep or goats (excluding tallow, oleostearin and oleo-oil)",0,0,0,0,0,0,0,0,0,0,,44,1108,2039,0,0,0,131,0,234,519,,6329,8850,6609,4123,4734,7804,10124,7767,8935,6626
150300,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil (excluding emulsified, mixed or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,9956,10916,9629,7578,9258,12694,9642,5874,4787,5811
150420,"Fats and oils of fish and their fractions, whether or not refined (excluding liver oils and ...",0,720,1428,31,0,0,0,0,0,0,,79865,76428,54036,25858,30345,29802,27566,49317,40225,21613,,27203,20654,19810,14279,17042,18225,19366,16124,16560,25854
150500,"Wool grease and fatty substances derived therefrom, incl. lanolin",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,31300,49888,49767,26595,25903,29927,33939,26259,25565,34891
110900,"Wheat gluten, whether or not dried",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,126,34,2,0,28,,24656,31426,30843,28104,32221,33950,50567,49335,44084,46797
110710,Malt (excluding roasted),0,0,0,0,0,0,0,0,0,0,,73,232,27,124,42,2477,5239,4237,7754,4312,,132729,116722,117726,82806,92145,72410,112146,92198,82665,76813
120710,Palm nuts and kernels,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,55,,279,47,2,1,1,4,0,48,155,375
120921,Alfalfa seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,5566,9444,7501,7455,7655,5872,6932,7992,9229,8808
120925,"Ryegrass """"Lolium multiflorum lam., Lolium perenne L."""" seed, for sowing""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,49091,51968,49230,40209,39391,46764,58136,78171,88010,82924
285290,"Compounds, inorganic or organic, of mercury, not chemically defined (excluding amalgams)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,,,2033,2407,1842,3195,4283,6000,2510,1084,1754,1762
285300,"Inorganic and organic compounds, incl. distilled or conductivity water and water of similar ...",0,0,0,0,0,0,0,0,0,0,,21,7,185,101,8,201,0,0,0,,,17538,24660,23435,20990,17847,0,0,0,0,0
285390,"Phosphides, whether or not chemically defined (excl. ferrophosphorus); inorganic compounds, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,28,101,88,33,,0,0,0,0,0,28086,35632,32069,41748,44319
290122,"Propene """"propylene""""""""",0,0,0,0,0,0,0,0,0,0,,12275,9014,1942,0,1824,0,0,11,25,13793,,1356185,1115740,1074463,813540,524401,731948,961241,936747,585180,889841
290311,"Chloromethane """"methyl chloride"""" and chloroethane """"ethyl chloride""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1289,1962,3813,3708,521,474,1304,2326,1851,3693
290372,Dichlorotrifluoroethanes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,9,0,0,0,,,7174,0,4222,8143,8007,5340,8073,5810,7327,12081
290392,"Hexachlorobenzene (ISO) and DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chloro ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,13,6,6,0,4,5,7,7,4,12
290431,Perfluorooctane sulphonic acid,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,246,5,18,21,6
290436,Perfluorooctane sulphonyl fluoride,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,4,0,0,0,0
290513,"Butan-1-ol """"n-butyl alcohol""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,16,11,7,,,119768,145679,132239,89089,82452,146554,138927,129857,103510,142812
290539,"Diols (excluding ethylene glycol """"ethanediol"""" and propylene glycol """"propane-1,2-diol"""")""""",0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,18,34,0,2,104,,217204,202542,211185,140472,122159,158327,178549,154630,132714,294487
290613,Sterols and inositols,0,0,0,0,0,0,0,0,0,0,,0,0,356,0,0,15,27,109,69,6,,15602,16816,20259,17310,15894,16561,17370,16064,19633,24836
290891,"Dinoseb """"ISO"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,30,23,13,24,18,13,22,14,11,7
290919,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,113,109,0,37,3681,52,6,,121951,174928,84181,71241,72301,40865,66865,83245,108327,80276
290944,Monoalkylethers of ethylene glycol or of diethylene glycol (excluding monobutyl ethers),0,0,0,0,0,0,0,0,0,0,,0,7,0,0,0,0,0,4,7,20,,7402,6700,6749,4699,5858,6712,7126,6128,5481,9397
290950,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated ...",0,0,0,0,0,0,0,0,0,0,,6,0,0,1,0,0,2,5,21,47,,18730,23329,24998,19139,22098,26947,31300,21720,23357,21858
291010,"Oxirane """"ethylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,179,,107178,148512,133375,89505,107367,106159,118507,96779,73311,112742
291030,"1-Chloro-2,3-epoxypropane """"epichlorohydrin""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,29044,33010,29523,17039,16193,22536,19074,30784,11114,16438
291050,"Endrin """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,263,234,204,179,234
291212,"Ethanal """"acetaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,4729,8456,13865,8927,10376,13561,11995,11002,12420,14144
291241,"Vanillin """"4-hydroxy-3-methoxybenzaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,1,1,0,2,19,1,4,22,0,,,31159,28429,31782,22755,24781,25590,34545,41954,46223,49985
291300,"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,9649,7829,10119,9751,8860,9677,7846,11316,9452,7899
291422,Cyclohexanone and methylcyclohexanones,0,0,0,0,0,0,0,0,0,0,,2,0,1,1,0,51,159,136,146,85,,124387,109652,144542,113371,63331,28336,37648,23849,29377,37690
291429,"Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excluding cyclohexanone, ...",0,0,0,0,0,0,0,0,0,0,,0,3,1,51,54,56,63,34,38,19,,95115,96175,97486,77347,85245,82220,92800,102889,86979,103624
291560,"Butanoic acids, pentanoic acids, their salts and esters",0,0,0,0,0,0,0,0,0,0,,39,3,13,93,124,127,95,89,75,8,,20190,20875,19707,16477,19868,20409,23064,21754,22775,28548
291570,"Palmitic acid, stearic acid, their salts and esters",0,0,0,0,0,0,0,0,0,0,,12,29,103,30,47,1,241,244,1012,1445,,52604,56027,50095,47075,47811,49271,46807,36137,38423,65424
291614,Esters of methacrylic acid,0,0,0,0,0,0,0,0,0,0,,1,0,35,0,6,5,0,5519,3444,7192,,142616,152590,140023,122320,116647,184212,210555,177540,134441,219394
291631,"Benzoic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,0,0,0,0,0,0,0,,35,22,24,4,8,6,28,20,59,12,,55643,59399,59054,45461,45909,46570,51008,49505,43604,52602
291719,"Acyclic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, ...",0,0,0,0,0,0,0,1,0,0,,5,30,24,50,93,1443,0,6,1,,,101024,93211,95861,83940,81398,85971,114614,108061,83117,115199
291739,"Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",0,0,0,0,0,0,0,0,0,0,,30,3,0,1,18,0,1,20,97,875,,80048,85964,83703,75316,86867,93624,88305,74706,73592,107804
291815,Salts and esters of citric acid (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,15,49,163,292,135,136,26,59,51,14,,36885,36411,38416,30984,36702,43302,47086,44788,42430,61774
291822,"O-Acetylsalicylic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,21,16,16,0,4,0,0,0,0,,,11831,13335,14497,11564,13032,11006,10342,8810,8677,9040
292114,"2-(N,N-Diisopropylamino)ethylchloride hydrochloride",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,35,0,0,0,0
292141,Aniline and its salts (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,286228,307843,225223,132340,118187,138680,167046,128171,148191,262454
292146,"Amfetamine """"INN"""", benzfetamine """"INN"""", dexamfetamine """"INN"""", etilamfetamine """"INN"""", fencamfamine ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,10,11,744,933,1539,1076,1608,1609,2124,1390
292215,Triethanolamine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,14592,15059,16069,15078,18958
292231,"Amfepramone """"INN"""", methadone """"INN"""" and normethadone """"INN"""", and salts thereof""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,327,594,468,448,496,543,684,787,1009,1128
292330,Tetraethylammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,72,9,0,0,0
292425,"Alachlor """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,5717,22,8,3,37
292630,"Fenproporex """"INN"""" and its salts; methadone """"INN""""-intermediate """"4-cyano-2-dimethylami ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,6,178,1,0,0,1,167,1,68,0
293110,Tetramethyl lead and tetraethyl lead,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,3592,1797,1312,262,209,468,173,112,113,139
293214,Sucralose,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,48,,,0,0,0,0,0,2103,16048,12551,13856,17750
71030,"Spinach, New Zealand spinach and orache spinach, uncooked or cooked by steaming or by boiling ...",0,0,0,0,0,0,0,0,0,0,,1623,1718,1468,2086,865,1050,1512,843,599,563,,27860,30519,39331,30391,31415,32386,34940,35742,34716,37774
71120,"Olives, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,12,,3997,5362,7363,7015,5708,5790,5775,7149,8595,7791
71190,"Vegetables and mixtures of vegetables provisionally preserved, e.g. by sulphur dioxide gas, ...",103,19,38,11,2,1,0,0,1,0,,5650,5519,5241,7161,7007,6929,10249,7932,8275,4492,,11417,10404,10312,13793,12400,13031,15376,13749,13362,12679
110422,"Hulled, pearled, sliced, kibbled or otherwise worked oat grains (excluding rolled, flaked, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1197,852,1540,2008,2287,2315,2066,940,2027,5279
110510,"Flour, meal and powder of potatoes",0,1,0,0,0,0,0,3,0,0,,4,53,48,16,54,51,25,20,14,1106,,6081,5280,4245,5065,6548,6655,11066,10438,9073,8273
110520,"Flakes, granules and pellets of potatoes",0,0,0,0,0,0,0,4,0,0,,0,0,65,231,52,24,30,35,21,15,,14851,19149,20699,19204,18200,20957,23590,25513,22531,27197
100210,Rye seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,0,,,14709,16104,19090,18285,11015,15578,15520,17227,17485,13979
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excluding ...",0,0,0,0,0,0,0,0,0,0,,781,1395,1918,1550,1293,1374,1434,2058,2361,3133,,683412,718884,778488,703490,688767,712684,770348,707745,698920,939972
70410,Fresh or chilled cauliflowers and broccoli,0,0,0,0,0,0,0,0,0,0,,203,258,606,2462,1929,4062,2230,6790,8828,18350,,68398,76607,73844,64762,68677,74073,81959,78100,99993,109430
70521,Fresh or chilled witloof chicory,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,20050,20548,17375,16214,14355,16337,18215,16046,12775,14822
70992,Fresh or chilled olives,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,0,0,,,1780,1525,2094,4487,5817,4462,3206,2501,3612,3170
80211,Fresh or dried almonds in shell,0,0,0,0,0,0,0,0,0,0,,147,0,0,2,0,2,128,1161,67,1594,,3248,3849,4748,10310,10008,10097,8104,8873,9604,8092
80221,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,,,7754,8021,9494,5833,9070,7734,7065,4683,6218,7931
80280,"Fresh or dried areca nuts, whether or not shelled or peeled",0,0,0,0,0,0,0,0,0,0,,1017,1362,4850,9209,7855,19704,10206,5165,7578,1008,,122,40,15,17,8,15,17,26,36,32
80310,Fresh or dried plantains,6,0,0,0,0,0,1,7,0,0,,1206,115,249,294,782,673,570,612,470,155,,2014,3040,1573,1969,2416,2398,5475,11285,10469,8542
80520,"Fresh or dried mandarins incl. tangerines and satsumas, clementines, wilkings and similar citrus ...",0,0,0,0,0,0,0,0,0,0,,241,508,535,589,987,251,0,0,0,4,,427836,456628,461811,423889,427432,0,0,0,0,0
80590,"Fresh or dried citrus fruit (excluding oranges, lemons """"Citrus limon, Citrus limonum"""", limes ...""",32,0,6,1,2,0,0,0,0,0,,2722,2273,28,5209,218,62539,9015,1311,1510,294,,5610,4788,4044,3737,3717,5805,8077,8723,8832,7726
80930,"Fresh peaches, incl. nectarines",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,204,9,26,52,,379981,458590,359052,354630,366500,375452,401166,355319,418262,409059
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated ...",0,0,1,0,0,0,6,0,0,0,,4682,8039,5749,1058,243,8548,8660,28977,33537,74519,,120937,136812,122758,78781,78282,97384,99032,112818,76238,112942
50610,Ossein and bones treated with acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,464,815,553,237,8,234,704,256,1943,2583
30692,"Lobsters """"Homarus spp."""", whether in shell or not, dried, salted, smoked or in brine, incl. ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1
30721,"Live, fresh or chilled, scallops and other molluscs of the family Pectinidae, even in shell",0,0,0,0,0,0,0,0,0,0,,0,6,0,2,3,145,4,0,0,14,,8953,7052,6804,6118,6338,7008,7713,6367,4281,5000
30635,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", whether in shell or not, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,42,19,0,69,,0,0,0,0,0,12068,14554,8228,8912,8636
30779,"Smoked, frozen, dried, salted or in brine, even in shell, clams, cockles and ark shells """"families ...""",1,8,8,6,17,0,0,0,0,0,,2326,1444,7170,2452,2572,2315,392,189,32,417,,527,779,863,639,970,9,26,39,54,52
30781,"Live, fresh or chilled, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,2,5,2,7,0,6,7,4
30830,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, jellyfish """"Rhopilema ...""",0,0,0,0,0,0,0,0,0,0,,0,324,744,378,437,226,40,2413,6676,3433,,6,12,5,4,4,3,1,38,0,5
40390,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, ...",0,0,0,0,0,0,5,0,0,0,,1,124,43,286,411,78,193,171,200,2718,,39635,51848,41917,37735,39429,50551,45916,58507,67308,73429
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%",0,0,0,0,0,0,0,0,0,0,,0,0,24,0,0,7,24,0,2,,,12504,7485,6399,5704,7842,17613,17561,13322,9233,18000
40729,"Fresh birds' eggs, in shell (excluding of domestic fowls, and fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,37,2245,2552,1117,557,313,170,294,343,25,,256,455,2926,1038,1040,796,841,1174,1405,2413
30494,"Frozen meat, whether or not minced, of Alaska pollack """"Theragra chalcogramma"""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,137,48,114,85,252,128,13,,33022,33899,38811,13277,11684,12652,11257,12418,14911,14313
30520,"Fish livers and roes, dried, smoked, salted or in brine",0,0,0,0,0,0,0,0,0,0,,7483,897,5555,14794,22937,33316,34173,43228,38536,10655,,3252,2414,1941,1195,974,993,1627,14935,14744,9558
10290,Live bovine animals (excluding cattle and buffalo),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,32,0,0,7,,0,0,0,0,0,3,0,0,0,0
10631,Live birds of prey,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,111,13,26,36,116,96,112,137,30,13
