Product code,Product label,"Taipei, Chinese's imports from Singapore-Value in 2012","Taipei, Chinese's imports from Singapore-Value in 2013","Taipei, Chinese's imports from Singapore-Value in 2014","Taipei, Chinese's imports from Singapore-Value in 2015","Taipei, Chinese's imports from Singapore-Value in 2016","Taipei, Chinese's imports from Singapore-Value in 2017","Taipei, Chinese's imports from Singapore-Value in 2018","Taipei, Chinese's imports from Singapore-Value in 2019","Taipei, Chinese's imports from Singapore-Value in 2020","Taipei, Chinese's imports from Singapore-Value in 2021",Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
630391,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of cotton (excluding knitted ...",0,0,0,0,0,0,0,0,0,0,,42,214,193,39,46,31,44,26,24,5,,484,459,510,441,515,417,458,482,718,637
611522,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn >= ...",0,0,0,0,0,0,0,0,0,0,,17,8,9,7,17,7,65,111,110,117,,815,569,738,633,520,307,527,316,147,494
420310,"Articles of apparel, of leather or composition leather (excluding clothing accessories, footware ...",0,0,0,0,0,2,0,0,0,0,,12990,2214,2315,3981,4252,6402,6885,10508,8944,15232,,21482,21128,20826,19702,16628,15388,16416,13843,11403,12185
620453,Women's or girls' skirts and divided skirts of synthetic fibres (excluding knitted or crocheted ...,0,0,0,0,0,0,0,0,0,0,,2348,1953,2066,983,958,2590,953,1289,2522,2139,,8007,6697,7819,7974,8598,9174,10122,11150,10746,10658
620461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",1,0,0,0,0,0,0,0,0,0,,163,446,184,296,1083,615,745,889,995,1927,,3034,2275,2272,2631,2675,2495,2960,3095,2763,2741
620829,Women's or girls' nightdresses and pyjamas of textile materials (excluding cotton and man-made ...,0,0,0,0,0,0,0,0,0,0,,904,263,324,134,84,477,90,29,149,193,,82,103,166,67,153,187,144,71,114,199
620891,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",0,0,0,0,0,0,0,0,0,0,,548,1430,1095,786,546,278,216,120,77,175,,1142,1124,977,849,834,683,557,621,666,716
620930,Babies' garments and clothing accessories of synthetic fibres (excluding knitted or crocheted ...,0,0,0,0,0,0,0,0,0,0,,1732,3532,3075,6633,3541,2395,1279,1017,445,908,,688,982,1665,1888,1738,1713,1935,1632,1318,1648
621112,Women's or girls' swimwear (excluding knitted or crocheted),0,1,0,0,0,0,0,0,0,0,,162,886,1021,479,563,276,529,453,562,864,,131,199,290,514,572,256,220,275,315,307
630120,"Blankets and travelling rugs of wool or fine animal hair (excluding electric, table covers, ...",0,0,0,0,0,0,0,0,0,0,,145,570,140,257,352,747,946,363,825,1602,,514,526,503,366,556,442,709,578,741,995
630190,"Blankets and travelling rugs of textile materials (excluding of wool or fine animal hair, cotton ...",0,0,0,0,0,0,0,0,0,0,,1137,1584,2095,995,2534,3864,2374,1791,545,577,,766,1173,981,1455,1303,935,1170,1859,514,501
730451,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",0,0,0,0,0,0,0,0,0,0,,6476,5755,7009,3682,2810,3005,1293,1035,2411,3327,,13011,12865,14520,10113,9183,11351,15473,12115,13810,18886
730711,Tube or pipe fittings of non-malleable cast iron,0,1,0,0,0,0,0,0,0,0,,1508,1395,2331,2333,4674,2244,2460,2729,3411,2069,,2427,1019,716,970,959,762,1964,3789,4787,3530
680690,"Mixtures and articles of heat-insulating, sound-insulating or sound absorbing mineral materials ...",0,0,7,0,0,0,0,0,0,0,,2497,3079,2607,7931,1764,1063,1759,2245,1712,2368,,24079,22512,17954,20354,20105,17759,15918,14216,14174,17301
722490,Semi-finished products of alloy steel other than stainless,0,0,0,0,0,0,0,0,0,0,,3021,2051,2203,770,357,1493,440,172,173,300,,42407,106453,224265,194287,131200,53055,67402,42810,43009,115025
722620,"Flat-rolled products of high-speed steel, of a width of <= 600 mm, hot-rolled or cold-rolled ...""",0,0,3,0,0,0,5,0,0,0,,1713,863,336,613,1172,637,0,0,1520,2121,,5154,4358,4622,4589,5234,5931,2459,2778,2104,2425
722692,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...""",535,5,8,0,145,0,0,0,0,0,,21877,17047,14100,9134,4559,3775,2446,3254,2194,1520,,15647,12641,11667,7803,7181,6917,10488,9073,8939,9674
722710,"Bars and rods of high-speed steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,201,67,36,29,103,399,5,5,0,62,,225,7,339,457,246,489,70,128,2,59
722830,"Bars and rods of alloy steel other than stainless, not further worked than hot-rolled, hot-drawn ...",0,0,1,0,0,0,0,0,2,0,,59147,72238,74929,54513,72911,63516,66960,34813,9722,9996,,132443,139056,173788,136457,122181,189510,267642,144732,137030,276747
721911,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",7,0,0,0,0,0,0,0,0,0,,1073,1105,626,576,592,934,650,286,1341,1724,,46779,35240,45041,21294,25261,28492,37238,25557,25005,44002
722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ...""",134,0,28,30,200,66,66,0,0,0,,15663,16878,19746,10362,9427,8476,8062,6484,9743,15868,,30231,31187,36832,28448,21593,24777,30388,26483,22888,26241
722100,"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,8214,30008,28254,34005,41680,7257,17471,3294,2225,15851,,103735,104269,113709,81047,63996,73009,60939,56879,53576,57011
722219,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only extruded (excluding ...",31,0,0,0,0,0,0,0,0,0,,2896,1193,2007,734,901,679,988,1223,786,3471,,4478,4236,3505,3871,2500,3435,4744,7116,6243,6899
690790,"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and ...",0,0,0,0,0,0,0,0,0,0,,1383,3838,559,626,1767,1774,0,0,0,0,,70173,75998,79236,79031,62861,1319,0,0,0,0
690890,"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the ...",0,0,0,23,0,0,0,0,0,0,,3993,2085,2269,1642,2700,1786,0,0,0,0,,44693,60532,72369,71348,65069,1333,0,0,0,0
711031,"Rhodium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,243,1230,0,0,0,1710,3285,2101,7244,16740,,109,711,3529,2986,1392,899,216,709,5235,136
711100,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured",4,0,0,0,0,0,0,0,0,0,,205,2665,287,2576,2796,1898,3182,1480,8766,163833,,105,290,228,110,122,93,103,171,128,249
720120,"Non-alloy pig iron in pigs, blocks or other primary forms, containing by weight >= 0,5% phosphorus",0,0,0,0,0,0,0,0,0,0,,30,8,0,0,0,4,0,0,0,0,,25,14,25,26,28,17,33,2,20,25
720249,"Ferro-chromium, containing by weight <= 4% of carbon",0,0,0,0,0,0,0,0,0,0,,0,0,28,13,303,678,970,1660,85,13,,28000,23581,21514,21938,50546,34596,32113,20537,17072,29924
720390,"Spongy ferrous products, obtained from molten pig iron by atomisation, iron of a purity of ...",0,0,0,0,0,0,0,0,0,0,,17,13,7689,2,22,114,1,133,27,43,,4582,3269,86,166,159,224,82,128,61,166
720711,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",0,0,0,0,0,0,0,6,7,0,,194,113,17325,1939,18,6,224,158,102,12,,156740,117961,215909,79808,130579,154130,230415,204270,232936,549445
720810,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,7,9,0,0,0,0,0,,6286,11106,5412,3647,19576,420,278,1181,3881,1460,,12174,9494,13094,7376,10406,8215,16835,11019,8743,14610
720827,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,5684,11322,10825,7795,3791,7673,7021,7877,8679,25757,,14262,13984,8276,10346,11503,3930,8211,15529,21266,21514
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,272,25,98,411,2044,1706,886,697,551,2920,,14381,6495,12883,10183,10113,13130,6884,36163,16175,18776
720925,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,576,2267,1011,164,63,161,218,251,218,72,,76,75,94,66,20,115,28,36,7,33
721061,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,3,26,0,0,0,0,0,0,0,,7382,7954,5405,4355,4084,2214,3134,3591,1887,3497,,4753,4881,6195,3010,1056,693,752,5746,4548,7507
721113,"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed ...""",0,0,0,0,0,0,0,0,0,0,,3729,2289,1819,104,831,144,605,1233,1416,2406,,29,2,4,4,0,66,36,1,13,154
721210,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,983,5774,2854,2054,1778,1935,2051,2956,2094,1172,,212,439,638,337,310,455,205,365,345,595
721399,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel (excluding ...",0,0,0,0,0,0,0,0,0,0,,13743,7903,26222,23491,22173,30366,1908,600,513,1049,,12973,18337,22399,16664,17374,19653,27195,26656,22301,34617
721491,"Bars and rods, of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or ...""",0,0,0,0,0,0,0,0,0,0,,226,1289,1991,3743,3145,4720,6458,11430,5485,17137,,1542,1199,1070,904,3432,2971,6898,2987,2209,5150
721510,"Bars and rods, of non-alloy free-cutting steel, not further worked than cold-formed or col ...",3,0,0,0,0,0,0,0,0,0,,2609,1398,859,980,399,249,400,1693,1531,3087,,120,457,188,106,35,170,283,472,389,885
721633,"H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,0,9,0,0,0,,22219,21522,20583,16789,12694,11391,14760,21348,23209,25214,,46572,73045,90913,68615,49283,45605,44873,50225,38393,59920
721669,"Angles, shapes and sections, of iron or non-alloy steel, not further worked than cold-formed ...",0,0,0,0,0,0,0,0,0,0,,953,1101,924,1526,586,444,867,1012,617,644,,17622,16375,17635,8842,10224,18617,41179,17659,18286,41371
481019,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,0,0,0,0,0,0,0,0,0,,5197,2688,1440,1432,1462,1167,1515,2294,1378,1495,,91672,83796,111966,99699,89893,97447,110285,102102,86995,101910
481029,"Paper and paperboard used for writing, printing or other graphic purposes, of which > 10% by ...",7,4,5,0,0,0,0,0,0,0,,1435,2394,2616,2004,1953,1064,773,278,232,987,,14822,17098,18867,18495,21248,21137,21496,21619,18612,19856
481031,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",0,0,0,0,0,0,0,0,0,0,,10451,14152,12245,13825,13892,12257,10504,9898,7689,6179,,164,314,1524,4033,4221,3694,3846,4078,2879,1206
611019,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of fine animal hair, knitted ...""",0,0,0,0,0,0,0,0,0,0,,431,425,1079,1047,249,291,198,183,186,477,,1433,2442,881,809,506,782,779,517,589,716
611231,"Men's or boys' swimwear of synthetic fibres, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,83,420,472,408,634,687,700,429,239,308,,1163,1025,1279,1332,1331,1441,1326,1616,1709,1470
611249,"Women's or girls' swimwear of textile materials, knitted or crocheted (excluding synthetic ...",0,0,0,0,0,0,0,0,0,0,,1207,430,825,1058,835,671,866,950,672,763,,27,32,35,21,48,277,412,665,80,67
450390,"Articles of natural cork (excluding cork in square or rectangular blocks, plates, sheets or ...",0,0,0,0,0,0,0,0,0,0,,58,208,38,108,371,314,123,128,499,181,,103,172,187,208,195,142,143,538,158,334
460121,"Mats, matting and screens of bamboo plaiting materials, flat-woven or bound together in parallel",0,0,0,0,0,0,0,0,0,0,,8,35,8,16,38,30,15,34,6,1,,2730,2838,2275,2753,2242,1993,2071,1719,1520,1415
460199,"Plaiting materials, plaits and similar products of non-vegetable plaiting materials, flat-woven ...",0,0,0,0,0,0,0,0,0,0,,216,664,246,191,248,253,142,175,118,110,,717,723,429,447,375,227,313,395,277,416
470100,"Mechanical wood pulp, not chemically treated",0,0,0,0,0,0,0,0,0,0,,3,1135,575,72,7,1,0,0,0,0,,620,315,194,324,188,254,347,41,202,334
470500,Wood pulp obtained by a combination of mechanical and chemical pulping processes,0,0,0,0,0,0,0,0,0,0,,9,0,0,0,0,0,0,0,0,0,,38420,33730,23764,17763,13765,13998,12636,12080,9515,8318
480210,Handmade paper and paperboard of any size or shape,0,0,0,0,0,0,0,0,0,0,,680,104,181,929,670,291,82,362,590,513,,510,1310,1140,699,626,357,414,514,307,239
480262,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,1894,3108,1963,2870,1911,1427,527,1018,2424,1413,,5081,5321,4112,3267,4506,5418,5996,3856,3060,3363
480429,"Sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding unbleached, and goods of ...",0,0,0,0,0,0,0,0,0,0,,731,726,331,525,1017,921,792,256,172,224,,2805,2512,2596,2817,2958,3870,5464,3463,2550,3235
480452,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,27,250,126,133,353,188,100,210,41,37,,12418,15670,29131,21869,23551,19386,21797,26343,17673,14249
480524,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,0,0,0,0,0,0,0,0,0,,1290,1109,529,130,1240,748,113,59,376,1465,,1262,222,348,1807,549,548,803,2846,3714,1380
540246,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",0,0,0,0,0,0,0,0,0,0,,2495,3952,2541,3493,2921,2594,1772,1327,0,0,,2770,4394,8904,8139,9578,8784,11860,5628,1424,1100
540310,High-tenacity yarn of viscose rayon filament (excluding sewing thread and yarn put up for retail ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,512,36,49,2,0,0,,23,21,5,8,60,3,78,85,22,348
540332,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,1,6,0,0,0,1,0,0,0,0,,262,0,377,0,9,6,1,0,0,0
540720,"Woven fabrics of strip or the like, of synthetic filament, incl. monofilament of >= 67 decitex ...",0,0,0,0,0,0,0,0,0,0,,289,214,521,162,528,1034,57,2243,508,115,,1515,1857,2688,3873,1339,1154,1258,1544,1821,1510
540751,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",0,0,0,0,0,0,0,0,0,0,,3794,2413,1155,1380,2314,1735,844,250,124,162,,5317,6497,7574,5181,5470,3994,4977,10899,14022,19223
540774,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,6,72,40,295,109,213,464,76,4,3,,494,409,318,290,165,255,213,371,67,96
540833,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,243,72,256,191,119,180,65,12,46,53,,378,295,361,367,279,179,111,134,100,113
550120,"Filament tow as specified in Note 1 to chapter 55, of polyesters",0,0,0,0,0,0,0,0,0,0,,76,169,107,1512,825,170,17,3,324,1440,,114,305,400,377,237,76,195,132,174,148
550630,"Acrylic or modacrylic staple fibres, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,6,4,0,0,34,0,0,0,,1303,474,445,144,255,189,620,506,310,300
550911,Single yarn containing >= 85% nylon or other polyamide staple fibres by weight (excluding sewing ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,136,0,17,0,1,,78,157,296,184,125,89,67,410,54,1148
550991,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,,426,250,180,139,77,20,73,38,40,25
551020,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,13,35,22,95,93,33,11,13,9,1472
551120,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, put up for retail ...",0,0,0,0,0,0,0,0,0,0,,23,31,104,23,171,7,12,8,2,3,,374,62,77,60,104,26,93,54,17,35
551211,"Woven fabrics containing >= 85% polyester staple fibres by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,1786,15232,14337,261,422,32,15,392,481,1011,,839,96,119,250,979,465,614,1507,911,1033
551319,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,98,100,164,181,43,24,9,58,0,1,,1868,91,490,1530,2898,3146,1041,2784,3431,1471
551331,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,7,0,0,0,0,0,0,0,0,,524,1815,1588,1828,1723,971,1681,977,502,963,,6,28,6,2,3,3,6,0,0,0
551430,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,396,604,471,354,221,197,214,238,115,40,,57,165,252,206,108,51,26,30,9,28
551623,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,110,143,54,138,85,53,44,38,20,15,,482,223,417,370,353,230,181,96,177,119
560729,"Twine, cordage, ropes and cables, of sisal or other textile fibres of the genus Agave, whether ...",0,0,0,0,0,0,0,0,0,0,,582,1624,1201,412,636,213,1434,593,65,163,,317,458,486,1002,691,687,381,351,369,325
570220,"Floor coverings of coconut fibres """"coir"""", woven, whether or not made up""""",0,0,0,0,0,0,0,0,0,0,,27,2,19,1,30,8,7,4,4,2,,124,130,156,110,143,175,126,120,121,111
570249,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",12,0,0,0,0,0,0,0,0,0,,58,20,84,27,124,91,85,20,37,37,,417,342,384,592,279,455,262,320,339,260
570291,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",0,0,0,0,0,0,0,0,0,0,,0,101,4,2,2,19,0,1,0,8,,88,233,155,650,153,158,135,141,112,108
580122,"Cut corduroy, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,2,1,0,0,,60,49,41,20,2,17,16,19,17,28
580124,"Uncut warp pile fabrics ?pingl?"""", of cotton (excluding terry towelling and similar woven ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,33,0,0,0,0,0,0,0,0,0
580190,"Woven pile fabrics and chenille fabrics (excluding those of man-made fibres, wool or fine animal ...",0,0,0,0,0,0,0,0,0,0,,381,128,52,71,91,265,195,70,10,22,,204,189,624,86,191,204,395,919,940,2388
580220,"Terry towelling and similar woven terry fabrics (excluding those of cotton, narrow woven fabrics ...",0,0,0,0,0,0,0,0,0,0,,133,82,7,59,17,9,27,7,12,15,,33,3,4,2,6,24,8,41,29,11
580429,"Mechanically made lace in the piece, in strips or in motifs (excluding that of man-made fibres ...",0,0,0,0,0,0,0,0,0,0,,1720,964,2099,1264,1002,831,783,888,659,377,,1237,1140,1491,815,401,440,232,266,160,89
580810,Braids in the piece,0,5,0,0,0,0,0,0,0,0,,121,28,17,103,242,169,55,67,113,165,,324,316,262,218,203,206,248,202,180,334
581091,"Embroidery of cotton on a textile fabric ground, in the piece, in strips or in motifs (excluding ...",0,0,0,0,0,0,0,0,0,0,,77,185,342,198,554,65,2036,31,85,24,,159,121,134,243,125,131,84,69,49,50
590110,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers ...",0,0,0,0,0,0,0,0,0,0,,223,241,96,98,108,126,221,118,85,71,,600,526,452,465,429,377,171,345,253,274
590699,"Rubberised textile fabrics (excluding knitted or crocheted textile fabrics, adhesive tape of ...",0,0,0,0,0,0,0,0,2,0,,8546,6798,6249,5030,2958,2742,2268,2305,2137,2225,,915,1093,1841,1633,1505,970,1464,969,1714,1070
600199,"Pile fabrics, knitted or crocheted (excluding cotton or man-made fibres and """"long pile"""" ...""",0,0,0,0,0,0,0,0,0,0,,5982,2336,1945,472,190,1272,423,81,127,716,,256,186,142,93,112,100,396,3,27,2
600390,"Knitted or crocheted fabrics of a width of <= 30 cm (excluding of cotton, man-made fibres, ...""",0,0,0,0,0,0,0,0,0,0,,387,53,37,61,34,68,3,8,26,38,,1,0,0,11,0,0,6,86,0,12
600521,"Unbleached or bleached cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,29,20,66,5,5,2,255,0,3,0
600523,"Cotton warp knit fabrics of yarns of different colours """"incl. those made on galloon knitting ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8,0,1,0,35,8,0,0,0,14
600535,"Warp knit fabrics of synthetic fibres, antimalarial, of a width of > 30 cm",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,865,8,3,48,,0,0,0,0,0,2899,2389,1335,423,269
600537,"Dyed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,88,37,52,82,,0,0,0,0,0,7669,7479,5677,6067,7474
600610,"Fabrics, knitted or crocheted, of a width of > 30 cm, of wool or fine animal hair (excluding ...""",0,0,0,0,9,0,0,0,0,0,,161,356,7,1,3,15,87,13,51,57,,514,435,861,475,267,180,434,295,429,668
600631,"Unbleached or bleached fabrics, knitted or crocheted, of synthetic fibres, of a width of > ...""",0,0,0,0,0,0,0,0,0,0,,5067,9236,91,157,11,671,2762,407,130,22,,3472,1597,705,482,1020,1387,1022,908,623,1239
