Product code,Product label,United States of America's imports from Russian Federation-Value in 2012,United States of America's imports from Russian Federation-Value in 2013,United States of America's imports from Russian Federation-Value in 2014,United States of America's imports from Russian Federation-Value in 2015,United States of America's imports from Russian Federation-Value in 2016,United States of America's imports from Russian Federation-Value in 2017,United States of America's imports from Russian Federation-Value in 2018,United States of America's imports from Russian Federation-Value in 2019,United States of America's imports from Russian Federation-Value in 2020,United States of America's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
730210,"Rails of iron or steel, for railway or tramway track (excluding check-rails)",5458,0,1794,1756,0,0,998,8,0,0,,123002,199961,175378,105379,106545,120544,124031,120680,155798,124590,,364761,381158,356791,312537,269151,215302,149153,133769,52897,57877
730240,"Fish-plates and sole plates of iron or steel, for railways or tramways",0,0,0,0,0,0,0,0,0,0,,33102,32115,32707,11426,9710,8170,8878,17261,11640,12164,,4942,9049,8254,13059,10588,6973,10992,12043,8767,6721
730519,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,32668,727,1241,12160,9412,34,222,250,65,386,,288300,353696,229878,486586,188583,198465,339055,278769,1481,991
730690,"Tubes, pipes and hollow profiles """"e.g., open seam, riveted or similarly closed"""", of iron ...""",0,0,0,0,3,0,3,0,0,0,,4682,6985,4803,12209,4094,7353,5229,9100,30674,9881,,54054,45635,63564,56593,50108,54097,50233,45592,59824,72671
821520,"Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, ...",0,0,0,0,0,0,0,0,0,0,,451,465,516,979,3539,2820,673,643,795,1059,,177636,204105,192723,206397,202171,202501,257076,326517,385899,359803
830170,"Keys presented separately for padlocks, locks, clasps and frames with clasps incorporating ...",0,0,0,0,0,0,0,0,0,0,,1131,1021,210,154,127,452,510,293,773,1448,,74008,74849,75856,70922,69235,76669,77292,71416,50990,65096
841319,"Pumps for liquids, fitted or designed to be fitted with a measuring device (excluding pumps ...",0,0,0,0,0,0,0,0,0,0,,3834,10662,9280,6035,5775,7635,9194,10665,3302,15785,,96051,104558,100696,133714,176863,224083,273024,248050,219588,322758
841382,Liquid elevators (excluding pumps),0,0,0,0,0,0,0,0,0,0,,12204,10013,19097,13518,4611,7072,7222,8214,13840,12918,,10318,8086,9955,5393,11786,5157,5254,5835,5388,4406
841451,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an ...",0,0,0,0,0,0,0,0,0,0,,964,1000,1036,1264,1409,1536,2088,2987,3962,5417,,1130331,1176419,1190098,1327486,1337192,1473026,1586659,1739114,2001364,2362547
841460,"Hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal ...",0,0,0,0,0,0,0,0,0,0,,1571,2883,2828,2920,4732,6860,7948,10389,10873,16590,,136614,156497,171127,201969,214515,240690,267252,246988,265190,350143
841720,"Bakery ovens, incl. biscuit ovens, non-electric",0,0,0,0,0,0,0,0,0,0,,3316,4212,1697,1462,1046,1236,2038,1095,1114,923,,12420,15399,19969,12671,21834,17947,26123,15665,16283,24739
841821,"Household refrigerators, compression-type",0,0,0,0,5,0,0,0,0,0,,11288,13302,11741,5818,4451,7204,15741,7525,8486,14094,,348536,329509,366685,373546,383961,416581,541171,436933,479130,520025
841960,Machinery for liquefying air or other gases,0,0,0,0,0,0,0,0,0,0,,3228,5294,4244,2329,150,835,322,5905,9937,2893,,52593,43326,101994,117907,92676,153980,119921,160804,124920,154103
843041,Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores ...,0,0,0,0,0,0,0,0,0,0,,34463,24222,11583,6271,10187,33982,19904,24808,15068,24944,,181661,163038,200719,236456,212741,218456,224724,233338,224148,264119
843510,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ...",0,0,0,0,0,0,0,0,0,0,,113,197,183,26,96,76,147,91,316,61,,19258,25883,24860,22348,25978,28961,29390,24786,19471,28972
843610,Machinery for preparing animal feedingstuffs in agricultural holdings and similar undertakings ...,0,0,0,0,0,0,0,0,0,0,,3978,4656,3690,2525,3476,4731,4603,5746,5818,10598,,67684,66804,71494,75540,52354,57879,67372,57386,64987,86614
843691,"Parts of poultry-keeping machinery or poultry incubators and brooders, n.e.s.",0,0,0,0,0,0,0,0,0,0,,46,118,317,569,1600,740,651,854,1952,618,,64067,56440,92135,107975,103487,83984,80559,92514,64666,81998
842191,"Parts of centrifuges, incl. centrifugal dryers, n.e.s.",0,0,0,0,0,0,10,13,0,0,,1067,1074,3343,1711,927,1970,1125,1902,2279,1951,,139852,137568,130910,122641,117764,123642,159232,170121,160027,177744
842211,Dishwashing machines of the household type,0,0,0,0,0,0,0,0,0,0,,2569,4845,4574,5257,5091,7871,11811,16142,20072,29759,,223533,308497,340185,334285,358686,422163,436298,470122,563148,767468
842310,"Personal weighing machines, incl. baby scales; household scales",0,0,0,0,10,0,0,0,0,0,,1213,2548,2057,1622,1030,1454,1694,2000,2422,2704,,150844,155914,152000,185112,184806,175938,176754,177859,208883,261155
842490,"Parts of fire extinguishers, spray guns and similar appliances, steam or sand blasting machines ...",3,0,0,0,0,6,17,0,44,0,,1570,2919,2666,1751,2187,3156,3654,5223,4544,9529,,791862,823900,885485,856645,822520,932978,972481,908827,985766,1133633
842539,"Winches and capstans, non-powered by electric motor",0,0,0,0,0,0,0,0,0,0,,11919,5498,4028,3370,2822,2487,3877,2695,1777,3213,,150433,179394,151240,145163,118461,149539,166911,163924,160750,202271
842549,"Jacks and hoists of a kind used for raising vehicles, not hydraulic",47,0,0,0,0,0,0,8,0,0,,4279,2237,3783,1556,1120,4922,3434,6073,1512,5896,,270720,276501,299591,299817,291680,325878,349608,298174,288665,402810
842831,"Continuous-action elevators and conveyors for goods or materials, for underground use (excluding ...",0,0,0,0,0,0,0,0,0,0,,2293,976,1244,1281,102,1509,1240,2957,270,1610,,4237,10538,3132,7728,1712,1517,3928,5614,2709,1018
842840,Escalators and moving walkways,0,0,0,0,0,0,0,0,0,0,,78,0,0,0,0,0,192,0,0,48,,29696,26859,40129,40619,39159,34017,49050,35610,32518,27500
842911,"Self-propelled bulldozers and angledozers, track laying",0,0,0,0,0,0,0,0,0,0,,46216,21918,14759,24420,9386,11826,8450,8762,5133,7533,,285520,270923,308475,252764,195389,320885,358564,394912,170277,349435
740821,"Wire of copper-zinc base alloys """"brass""""""""",0,0,0,0,0,0,0,0,0,0,,1088,669,634,538,584,719,564,615,467,594,,103704,98954,91958,85543,67885,86566,93904,78644,70285,113692
740990,"Plates, sheets and strip, of copper alloys, of a thickness of > 0,15 mm (excluding copper-zinc ...""",0,0,0,0,0,0,0,0,0,0,,372,690,3740,178,261,225,197,324,363,319,,34118,32098,30045,36585,29765,39650,52307,45817,37750,89734
740729,"Bars, rods and profiles of copper alloys, n.e.s. (excluding such articles of copper-zinc base ...""",0,0,0,0,0,0,0,0,0,0,,6363,5765,4710,3575,3952,6014,9120,11422,8502,11644,,156002,114764,116372,92731,71526,91005,117509,113953,93836,117777
810720,Unwrought cadmium; cadmium powders,0,0,0,0,0,0,0,0,4,0,,1946,1300,1248,915,1473,955,1850,1463,1313,1228,,1203,766,429,821,734,1142,1520,1761,1699,881
761490,"Stranded wires, cables, ropes and similar articles, of aluminium (other than with steel core ...",0,0,31,0,0,0,0,0,0,0,,1673,9071,6882,618,614,2459,2732,707,735,2233,,34240,16172,13315,18988,26112,23090,27672,45033,39540,91635
761691,"Cloth, grill, netting and fencing, of aluminium wire (excluding cloth of metal fibres for clothing, ...",0,0,0,0,0,0,0,0,0,0,,86,324,226,91,40,46,67,66,100,188,,12564,16500,17629,20693,18994,20921,22598,20847,17274,22366
780411,"Lead sheets, strip and foil, of a thickness """"excluding any backing"""" of <= 0,2 mm""""",0,0,0,0,0,0,0,0,0,0,,1,24,9,22,2,3,1,55,36,10,,3052,2600,2545,2396,1536,2660,3691,2949,2253,1678
780420,"Lead powders and flakes (excluding grains of lead, and spangles of heading 8308)",0,0,0,0,0,194,0,0,0,0,,67,303,557,335,228,553,518,385,310,535,,2524,994,990,747,2160,1368,932,1230,629,336
790400,"Zinc bars, rods, profiles and wire, n.e.s.",0,0,0,0,0,0,0,0,0,0,,48,333,1623,1842,267,1892,1637,3131,3203,3127,,7563,7705,8560,10069,8760,11852,14376,11019,10619,14944
800110,"Unwrought tin, not alloyed",0,0,0,0,0,0,0,17372,0,0,,5317,9722,6262,4217,4618,3984,38937,5907,8957,13323,,738512,768462,779021,547565,544745,683810,734368,664857,540033,1157267
800300,"Tin bars, rods, profiles and wire, n.e.s.",0,0,0,0,0,0,0,0,0,0,,580,1228,1417,443,334,454,558,669,504,815,,35880,34007,38367,21373,21341,21623,26504,32594,34224,57850
810196,Tungsten wire,0,0,0,0,0,0,0,0,0,0,,129,60,113,74,62,24,25,18,21,28,,14015,13225,13781,11728,9567,11243,10767,9879,8984,11413
810419,"Unwrought magnesium, containing < 99,8% by weight of magnesium",320,651,0,134,0,0,0,0,0,0,,405,499,237,159,112,58,125,121,101,492,,43521,47106,54085,53701,42568,42039,41117,50849,81659,82446
810490,"Articles of magnesium, n.e.s.",67,0,0,0,0,0,0,25,0,0,,1361,1833,1192,601,333,548,643,639,382,294,,11218,9711,11531,13674,13250,19500,37419,21775,17954,24286
830790,"Flexible tubing of base metal other than iron or steel, with or without fittings",0,40,0,0,0,0,0,0,0,0,,1507,2088,1654,705,1145,967,1910,1494,1083,1470,,39192,40412,36545,35944,35640,40359,52861,51081,62394,80371
831190,"Wire, rods, tubes, plates, electrodes and the like, of base metal or of metal carbides, coated ...",0,0,0,0,0,0,0,0,0,0,,7099,7499,8709,6643,4020,4736,5607,6404,4168,5724,,70372,48065,50385,70270,61365,61310,55255,59854,52855,54502
840310,"Central heating boilers, non-electric (excluding vapour generating boilers and superheated ...",0,169,0,0,0,0,0,0,0,0,,22405,19101,22609,17717,21356,29632,32962,50535,39346,49070,,162895,189939,215413,225875,227229,253520,261443,276700,264371,329024
840420,Condensers for steam or other vapour power units,0,0,0,0,0,0,0,0,0,0,,23,2079,326,12,49,261,1,3,141,80,,68368,79771,59249,10343,6566,24970,26359,26370,18616,26417
840490,Parts of auxiliary plant of heading 8402 or 8403 and condensers for steam or other vapour power ...,0,0,0,0,0,0,0,0,0,0,,38719,18862,15054,13622,11564,82124,9015,12441,8208,7025,,70141,93767,58996,60306,40173,53513,51493,37750,24733,23476
840681,"Steam and other vapour turbines, of an output > 40 MW (excluding those for marine propulsion)",0,0,0,0,0,0,0,9,0,0,,0,9798,8000,20022,4522,10065,16359,8527,0,98938,,72994,63297,49454,101176,26309,2949,17612,7585,15900,9877
840731,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",0,0,0,0,0,0,0,0,0,0,,3,19,0,27,18,6,40,9,6,27,,641,592,1556,392,502,341,1065,452,384,1211
811090,"Articles of antimony, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1598,107,108,87,1154,43,191,75,101,45,,1487,1892,4288,5299,8000,7211,6956,6723,3810,6952
811251,Unwrought thallium; thallium powders,0,0,60,0,0,0,0,0,18,0,,0,0,0,0,0,0,0,0,0,0,,3,0,60,0,0,0,0,0,18,0
820150,"Secateurs and similar one-handed pruners and shears, incl. poultry shears, with working parts ...",0,0,0,0,0,0,0,0,0,0,,222,241,332,319,337,580,538,592,765,1004,,38126,36490,42600,43541,37383,42197,42315,40621,50845,59634
820220,Bandsaw blades of base metal,0,0,0,0,0,0,0,37,0,0,,278,328,701,806,505,771,1282,1369,2932,2037,,74077,62504,65727,66561,72255,80420,83307,81459,68215,85794
820330,"Metal-cutting shears and similar hand tools, of base metal",0,0,0,0,0,0,0,0,0,0,,281,396,424,851,497,463,547,524,515,735,,24825,35242,41656,43764,40615,41627,48745,42166,44782,44328
820340,"Pipe-cutters, bolt croppers, perforating punches and similar hand tools, of base metal",21,0,0,0,0,0,0,0,0,0,,225,367,501,390,273,411,595,572,813,814,,66694,63649,65047,61709,60433,63498,74540,67919,66511,90645
820520,Hammers and sledge hammers with working parts of base metal,0,0,0,0,0,0,0,0,0,0,,1162,1297,1125,742,538,782,939,925,972,1423,,72027,80962,91412,96823,88830,94287,100900,94216,94443,132898
820780,Interchangeable tools for turning,0,0,0,0,6,0,0,0,0,0,,2060,1936,1020,794,755,1143,1575,1267,1314,1352,,39976,25913,27786,24092,24961,28334,30782,32465,24133,30836
820810,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for m ...",0,0,0,0,0,0,0,0,11,0,,1425,1208,1212,545,646,932,781,1023,1131,1391,,34609,33268,38580,38720,37982,43116,50008,43139,37410,51750
820820,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for w ...",0,0,0,0,0,0,0,0,0,0,,505,318,268,229,208,396,395,321,302,333,,35001,37929,38511,40529,40619,46942,60752,52329,51262,65736
820840,"Knives and cutting blades, of base metal, for agricultural, horticultural or forestry machines ...",0,0,0,0,0,0,0,0,0,0,,605,575,1637,2047,1827,2521,2410,2646,2867,3442,,61086,58076,63753,65740,62276,60799,69205,71467,71038,92730
821191,"Table knives having fixed blades of base metal, incl. handles (excluding butter knives and ...",0,3,0,0,0,0,0,0,0,0,,214,273,676,173,236,254,269,272,287,472,,84926,88203,96150,109832,102554,103345,101080,98771,78216,107603
848010,Moulding boxes for metal foundry,0,0,0,0,0,0,0,0,0,0,,0,7,355,0,13,0,0,11,58,46,,2409,4690,2825,2935,4369,2586,4128,3466,4517,2548
848050,Moulds for glass (excluding moulds of graphite or other carbons and ceramic moulds),49,0,0,0,0,0,0,0,0,0,,736,944,835,523,680,682,935,2089,1687,1212,,42178,59979,49700,65353,57924,68867,61389,65787,62476,68544
850730,Nickel-cadmium accumulators (excluding spent),12,0,0,0,0,0,0,0,0,0,,12388,10349,7577,5557,7014,9467,5627,7035,5672,8277,,233476,217052,204023,181595,158380,141118,129113,107917,84797,97151
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",0,0,0,0,0,0,0,0,0,0,,390,1173,1416,2824,3100,5962,11563,21226,26915,44064,,1734172,1750321,1957761,2143225,1964387,2286153,2674023,2094497,2798545,3252952
851010,"Shavers, electric",0,0,0,0,4,0,0,0,0,0,,1182,3127,5444,2279,3197,4029,4323,4800,5154,5779,,350913,293504,288608,259775,296345,360589,367384,371090,298194,290373
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines ...",0,0,0,0,0,0,0,0,0,0,,282,39,0,26,0,48,0,88,10,0,,63397,63967,63994,65455,62333,61740,59636,62861,74514,85108
846239,"Shearing machines, for flat products (excl. slitting lines, cut-to-length lines, presses, combined ...",0,0,61,0,0,0,0,0,0,0,,1205,1765,1163,1103,584,1139,2160,2115,883,1108,,16622,33560,23120,27059,27414,36803,41052,39973,44212,46367
846249,"Punching, notching or nibbling machines for flat products incl. combined punching and shearing ...",0,0,0,0,0,0,0,0,0,0,,969,1492,1527,330,1138,662,1329,512,684,739,,27494,26011,26443,28592,26279,35389,30224,25302,24450,41998
847420,Crushing or grinding machines for solid mineral substances,0,92,0,0,0,0,74,0,4,0,,46994,65261,62391,13856,16853,20280,12012,25120,39626,9857,,206869,199624,212829,237626,254549,254066,277774,286541,217896,293454
847529,Machines for manufacturing or hot working glass or glassware (excl. machines for making optical ...,0,0,0,0,0,0,0,0,0,0,,324,216,252,176,117,854,700,846,569,948,,28009,14403,33025,132627,53137,50644,60984,55483,56831,67765
847681,Automatic goods-vending machines incorporating heating or refrigerating devices (excluding ...,0,0,0,4,0,0,0,0,0,0,,46,54,1408,5316,1713,1317,569,407,392,113,,629,1364,1272,1248,3065,1823,2925,2953,5816,7332
845612,"Machine tools for working any material by removal of material, operated by light or photon ...",0,0,0,0,0,54,0,0,0,0,,0,0,0,0,0,0,6,0,157,190,,0,0,0,0,0,8108,3820,4480,3922,3341
845710,Machining centres for working metal,0,0,0,0,0,0,0,0,0,0,,14098,6395,1927,2868,1905,3589,2155,4916,2567,1840,,1622436,1331230,1364769,1176497,1087711,1231161,1556088,1444778,975627,1193362
845720,"Unit construction machines """"single station"""", for working metal""""",0,0,0,0,0,0,0,0,0,0,,199,0,0,34,0,1,0,59,353,144,,8483,15195,8267,17771,5141,20928,14248,5940,8990,23142
845899,"Lathes, incl. turning centres, for removing metal, not numerically controlled (excluding horizontal ...",20,0,0,0,14,0,0,0,0,0,,8731,2882,3188,2035,1684,470,1054,608,661,1619,,26875,25425,16326,15335,7630,12843,11371,16392,22610,32114
845940,Boring machines for metals (excluding way-type unit head machines and boring-milling machines),484,0,0,486,0,0,0,0,0,0,,5339,2285,2343,577,1082,0,0,0,0,0,,19006,16296,15993,34213,88864,0,0,0,0,0
846029,"Grinding machines, for working metals, metal carbides or cermets, in which the positioning ...",2,0,0,7,0,0,0,0,0,0,,1362,754,359,327,471,507,1694,882,1165,1421,,43912,30187,19181,15201,28659,20834,27307,14901,12627,20123
846120,"Shaping or slotting machines, for working metals, metal carbides or cermets",0,0,0,0,0,0,0,11,0,0,,218,675,221,112,258,240,176,190,117,405,,29447,12303,10145,14712,15498,18792,14501,16865,16335,18158
846130,"Broaching machines, for working metals, metal carbides or cermets",0,0,0,0,0,0,0,0,0,0,,85,47,7,0,59,18,1,78,3,22,,26787,26260,18730,22446,15086,10906,17262,15903,3693,9091
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides ...",0,0,0,0,0,0,0,0,0,0,,1905,1852,1347,1144,816,640,638,839,764,894,,183370,130853,98556,99795,81765,82748,85503,76739,50509,62846
846520,"Machining centres for working wood, cork, bone, hard rubber, hard plastics or similar hard ...",0,0,0,0,0,0,0,0,31,0,,0,0,0,0,0,215,356,235,135,493,,0,0,0,0,0,8085,34202,44638,37140,45106
846593,"Grinding, sanding or polishing machines for working wood, cork, bone, hard rubber, hard plastics ...",0,0,0,0,0,0,0,0,0,0,,77,57,481,278,270,279,558,662,737,664,,92401,101618,95362,112275,114611,142542,134160,133235,112253,138438
846594,"Bending or assembling machines for working wood, cork, bone, hard rubber, hard plastics or ...",0,0,0,0,0,0,0,0,0,0,,232,242,352,363,33,493,664,409,1375,693,,33303,53873,66499,76088,75001,93379,134127,121953,81111,91756
844519,"Machines for preparing textile fibres (excluding carding, combing, drawing or roving machines)",0,0,0,0,0,0,0,0,0,0,,263,117,389,135,201,68,249,293,90,85,,4497,10839,27825,16387,10076,11143,15883,13705,12013,7658
844520,Textile spinning machines (excluding extruding and drawing or roving machines),0,0,0,0,0,0,0,0,0,0,,2220,2272,1768,668,1017,615,1957,123,68,134,,12694,23708,101790,102544,42463,20895,19672,25821,5780,12882
844842,"Reeds for looms, healds and heald-frames",0,3,0,0,0,0,0,0,0,0,,155,217,170,88,138,157,164,97,64,103,,1169,1874,2455,3110,2634,5274,3036,2552,2344,2382
844849,"Parts and accessories of weaving machines """"looms"""" and their auxiliary machinery, n.e.s.""""",0,0,0,0,0,0,0,0,0,0,,1313,1540,644,445,587,963,1106,471,474,456,,53972,54554,58126,59313,57903,56253,64703,52246,42843,44874
845210,Sewing machines of the household type,0,0,0,0,0,0,0,0,6,0,,356,910,1683,1180,1495,1927,1867,1182,1371,3267,,272022,260169,275862,307881,290578,265440,309860,253891,301918,326718
845430,Casting machines of a kind used in metallurgy or in metal foundries,0,0,13,0,0,0,0,0,0,0,,182,1428,199,1439,276,419,312,177,1148,204,,76020,102464,76262,122829,95151,109880,61679,74421,82872,64738
853929,"Filament lamps, electric (excluding tungsten halogen lamps, lamps of a power <= 200 W and for ...",0,51,0,0,0,0,5,0,0,0,,3080,2868,3265,3184,2310,1647,1958,3855,1629,2109,,213806,214352,153835,141058,128195,128295,127791,106451,75034,88108
854012,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, black and white ...",0,0,0,0,0,0,0,0,0,0,,2,3,0,2,50,2,0,11,1,93,,1572,1008,1354,1818,802,759,876,1201,861,1033
870331,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,0,,524,3333,5667,2933,9457,9702,9884,9270,3819,13265,,446,1842,1776,1041,3129,1193,1948,36316,2606,2133
870340,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,240,239,3283,12718,38728,,0,0,0,0,0,5886826,5492805,8125843,8071878,10181836
870410,Dumpers for off-highway use,0,0,0,11,0,0,0,0,0,0,,19962,35548,15762,22747,13100,9097,62862,27645,30343,25298,,1086605,972655,1174637,1263096,880969,928752,1218430,1406801,872934,1219638
870423,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,0,0,0,0,0,,213913,199771,185369,154871,116439,113911,85446,135519,88559,103363,,531393,648534,1071192,1332372,1212821,1339550,1545326,2174364,1549200,1650314
