Product code,Product label,"China's imports from Taipei, Chinese-Value in 2012","China's imports from Taipei, Chinese-Value in 2013","China's imports from Taipei, Chinese-Value in 2014","China's imports from Taipei, Chinese-Value in 2015","China's imports from Taipei, Chinese-Value in 2016","China's imports from Taipei, Chinese-Value in 2017","China's imports from Taipei, Chinese-Value in 2018","China's imports from Taipei, Chinese-Value in 2019","China's imports from Taipei, Chinese-Value in 2020","China's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
550931,Single yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excluding sewing ...,197,441,338,945,126,89,332,173,29,43,,6101,3494,2562,6040,2962,1787,1505,1097,439,394,,5564,5557,3388,4760,3737,4110,4438,4064,1655,2460
350710,Rennet and concentrates thereof,0,33,32,65,50,41,61,39,27,43,,2,2,0,3,148,0,0,0,0,0,,86,78,83,110,99,131,1001,948,1114,1165
441011,"Particle board of wood, whether or not agglomerated with resins or other organic binding substances ...",10,41,49,1,2,2,4,18,9,43,,840,452,244,755,79,152,234,327,453,314,,41573,42450,44045,43283,65998,96408,119282,119410,137993,162581
690100,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ...",52,56,174,334,101,194,245,188,102,43,,473,520,536,629,199,329,218,332,198,200,,5739,5566,7517,3408,3282,6131,5372,3345,3391,3649
810294,"Unwrought molybdenum, incl. bars and rods obtained simply by sintering",202,57,282,1,0,0,0,0,1,43,,702,82,23,4,123,0,119,0,0,0,,3413,876,1404,2650,1070,2216,1215,1668,34,60
843780,Machinery used in the milling industry or for the working of cereals or dried leguminous vegetables ...,22,69,363,358,1180,101,102,39,2,42,,1473,1450,1906,1194,1828,1755,1183,1828,1450,1196,,6903,7693,12046,4307,5106,3962,4979,5416,4278,3417
741122,"Tubes and pipes of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc base alloys ...""",90,58,74,85,157,166,93,69,56,42,,532,437,362,263,113,200,95,62,85,61,,15982,9683,20397,9607,8657,7139,27855,26128,56088,12666
620432,"Women's or girls' jackets and blazers of cotton (excluding knitted or crocheted, wind-jackets ...",87,109,52,184,77,31,58,100,151,42,,262,285,201,214,277,223,153,232,394,262,,42204,49868,54154,53451,51973,63548,73002,82865,78911,100432
510820,Combed yarn of fine animal hair (excluding that of wool and that put up for retail sale),7,16,102,709,550,271,41,82,120,42,,0,0,34,106,89,0,0,2292,0,0,,18435,21710,22693,20176,16394,17747,25868,21959,16680,23184
843319,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a vertical ...",0,2,6,377,193,230,206,187,71,42,,3181,2165,2149,1797,942,424,588,543,338,479,,11082,10699,7953,1418,1372,2991,4673,2706,1216,1854
842382,Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excluding personal ...,285,130,142,698,148,464,572,351,259,42,,8002,5885,6586,5923,5650,5686,6069,6240,6778,8529,,11711,12867,17208,13952,15934,16539,17290,23348,16170,27059
841810,"Combined refrigerator-freezers, with separate external doors or drawers, or combinations thereof",51,240,3932,862,156,7,0,3,17,42,,2485,2934,3426,4384,5031,4311,6367,3939,1650,2335,,147665,176845,244520,239152,164882,180075,161534,117484,125817,166204
160529,"Shrimps and prawns, prepared or preserved, in airtight containers (excluding smoked)",24,11,62,13,11,40,98,228,290,42,,0,233,1869,1287,1532,8972,8516,9938,2980,2898,,4418,6613,2963,4107,6269,8000,12801,17742,17727,19978
400819,"Rods and profile shapes, of cellular rubber",42,14,7,32,63,46,35,38,42,41,,6004,7206,7674,7368,6815,8335,7752,7642,6865,9457,,19343,20440,4372,4172,1803,2714,2252,2478,1848,4002
520643,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",52,0,12,60,24,65,130,0,0,41,,129,77,292,289,43,0,3,0,5,134,,2464,5786,6751,6066,5557,4790,4252,3490,2008,1783
844311,"Offset printing machinery, reel fed",38,63,1914,0,0,0,166,0,24,41,,2877,2013,828,847,2194,58,418,1302,428,1052,,82842,51623,35932,24804,16416,11252,7576,26947,17505,18935
851529,"Machines for resistance welding of metals, neither fully nor partly automatic",78,87,148,49,332,717,236,316,99,41,,584,1639,1556,1613,891,2226,2368,860,461,853,,11386,10191,16631,17055,19934,13372,11949,9865,8595,13829
500720,Woven fabrics containing >= 85% silk or schappe by weight,172,207,81,264,208,48,86,28,49,41,,39,99,26,18,7,16,22,46,41,0,,62801,53072,43860,40094,33957,30980,27359,25415,15589,16398
680299,"Monumental or building stone, in any form, polished, decorated or otherwise worked (excluding ...",51,18,89,140,32,53,133,122,107,41,,1566,2702,1987,1707,1456,1038,1061,1058,551,450,,2863,1880,2066,1974,1593,1811,2470,3291,1557,1850
441990,"Tableware and kitchenware, of wood (excl. of bamboo or tropical wood, and interior fittings, ...",0,0,0,0,0,543,125,107,63,41,,0,0,0,0,0,7952,7272,6716,5817,7948,,0,0,0,0,0,28099,34898,32102,28135,24044
560221,"Felt, not impregnated, coated, covered or laminated, of wool or fine animal hair, n.e.s. (excluding ...",167,103,81,72,68,46,82,45,38,40,,264,197,190,171,189,153,267,87,80,63,,9183,8442,7551,7322,6637,6689,7280,7788,3152,3685
620442,Women's or girls' dresses of cotton (excluding knitted or crocheted and petticoats),78,171,59,150,105,87,43,53,19,40,,739,1339,1150,1284,896,1023,707,551,660,734,,29645,38663,49913,64238,64122,68673,73903,76999,78311,98510
30354,"Frozen mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",1013,502,12,49,54,238,335,194,1075,40,,0,1020,18082,15853,12319,16216,21640,15889,10775,13730,,127454,128079,200179,150458,137075,171826,168172,200096,133943,119107
940389,"Furniture of other mareials, including cane, osier or similar materials (excluding of bamboo, ...",4190,3194,1438,804,718,582,923,421,589,40,,81096,75606,61784,54033,50423,52090,48999,55174,64103,76883,,26439,52079,73590,44376,30349,45851,55994,63603,64815,58165
580132,"Cut corduroy, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",0,1,18,1,6,1,30,30,12,40,,0,101,130,40,38,0,3,0,55,63,,1212,403,277,167,172,288,602,1087,630,1241
570490,"Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made up (excluding ...",207,308,240,238,231,166,70,91,34,39,,1230,1074,930,824,1643,1818,1376,1223,1275,889,,1497,2518,1715,1002,1056,840,869,775,869,1177
291714,Maleic anhydride,469,536,431,85,12,3823,1103,1,560,39,,58353,80564,92078,57333,45547,85433,95363,58824,60159,126580,,684,728,888,738,602,4797,1846,804,1411,1051
961220,"Ink-pads, whether or not inked, with or without boxes",81,35,127,357,262,142,39,88,50,39,,6205,3897,4212,3384,3561,3385,3105,2987,2272,3221,,827,920,939,1074,912,906,896,905,633,577
890690,"Vessels, incl. lifeboats (excluding warships, rowing boats and other vessels of heading 8901 ...",0,1314,231,766,1,0,2762,0,770,39,,56265,48483,60816,63180,49522,47463,55570,40967,48397,65913,,13197,17827,253203,331012,430069,27818,20284,13596,15987,29761
711790,"Imitation jewellery (excluding jewellery, of base metal, whether or not clad with silver, gold ...",91,97,164,88,208,7,28,26,5,38,,58304,47392,47873,38680,21668,10273,8473,6335,5366,8822,,15449,17916,24747,20416,24642,37592,89477,74128,75274,70385
540823,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",271,374,481,579,495,417,113,138,20,38,,0,29,21,75,9,19,33,14,33,15,,6553,7126,6683,5439,4587,5363,4841,3707,1873,1927
910610,Time registers and time recorders,31,35,37,50,17,43,65,55,58,38,,6935,13093,12310,13179,8717,6597,6791,6260,6413,5144,,602,500,1241,1085,1262,1261,1275,1313,1174,843
610610,"Women's or girls' blouses, shirts and shirt-blouses of cotton, knitted or crocheted (excluding ...",28,32,5,33,15,5,14,13,49,38,,3039,3076,3083,1917,1580,1151,1273,1128,671,314,,10808,10317,12406,11871,12907,10940,11435,10879,10212,14836
630210,"Bedlinen, knitted or crocheted",90,1,27,176,80,46,8,156,249,38,,3533,2159,1743,1903,1113,513,711,190,207,257,,1429,1398,1765,2107,2020,3038,3962,6250,3134,2091
960860,"Refills for ball-point pens, comprising the ball-point and ink-reservoir",178,87,88,178,150,137,84,44,30,38,,305,235,468,460,532,527,637,650,295,344,,9495,9365,10054,11286,13352,11960,14131,14052,13436,18322
480459,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",1,8,47,19,180,398,549,119,146,38,,10281,11677,12392,12570,10300,11923,7449,5040,5100,5358,,1037,2695,1790,920,1005,1550,5974,3033,4062,1017
847010,"Electronic calculators capable of operation without an external source of electric power and ...""",89,3,4,22,5,37,55,63,51,38,,1925,3090,7666,2602,1037,3020,760,713,783,612,,13427,27989,35796,67455,58355,53634,55326,52067,37121,46427
540833,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",399,695,735,845,254,336,224,142,28,38,,164,76,80,88,96,875,975,445,31,48,,8061,8514,8627,9046,7744,8987,7803,7417,5457,4613
521143,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",304,274,354,293,167,121,11,7,60,38,,16,0,10,29,9,7,34,0,97,0,,10712,11270,14095,9782,14811,8222,7022,6922,8266,3192
640199,"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of ...",39,5,59,118,74,76,70,48,50,37,,1528,433,396,256,263,217,133,82,161,646,,807,1049,1313,1229,834,683,610,784,286,452
400280,"Mixtures of natural rubber, balata, gutta-percha, guayule, chicle or similar types of natural ...",0,0,4,6,6,4,0,4,0,37,,3181,3008,1851,3987,2064,1049,900,663,520,483,,178432,210318,122599,723989,2454046,4826197,4247847,3704166,4779694,4438388
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",25,1,2515,732,329,20,7,937,22,37,,1941,2076,5042,2158,1306,1633,1036,2227,3513,4109,,14263,25312,43390,53597,133175,321834,410993,620703,607621,518636
420100,"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ...",12,8,7,11,19,31,67,37,28,37,,43256,39838,41503,43125,37707,37668,35799,37732,38886,51294,,1228,1517,1809,2018,3589,5463,5484,5839,6239,10464
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,67,50,45,61,49,83,58,36,84,37,,605,750,801,454,465,565,555,350,363,281,,1366,2375,2879,2171,1473,3443,3870,2111,2123,2449
900140,Spectacle lenses of glass,796,6,7,14,49,53,46,31329,3285,37,,4111,7079,7499,4654,1379,772,557,858,1495,1019,,21095,19870,19600,18298,12189,8389,10857,51189,12315,8253
521120,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",111,288,404,292,93,82,19,104,24,36,,1555,1608,1711,4721,3605,3715,3351,2827,2014,2724,,2336,3836,6441,8969,4037,4235,3439,4538,3176,2525
281830,Aluminium hydroxide,628,574,640,844,526,507,45,49,23,36,,1342,1248,1092,884,786,874,363,247,256,310,,36632,37304,39480,34529,39827,43126,42813,40293,50087,88493
900791,"Parts and accessories for cinematographic cameras, n.e.s.",8,37,31,6,0,1,0,0,0,36,,1804,1309,1291,459,910,256,320,239,224,154,,4033,3697,883,1159,2501,7484,5042,1910,2683,4264
681490,"Worked mica and articles of mica (excluding electrical insulators, insulating fittings, resistors ...",860,886,1046,740,714,819,700,310,96,36,,201,505,420,264,388,358,353,185,122,148,,5287,4909,5363,4916,4988,8683,7472,7210,7341,9048
521141,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",802,497,621,718,583,539,392,154,161,36,,9001,6898,3725,2308,1677,1208,1184,642,586,621,,11320,5566,5367,4532,3390,3366,3491,4858,4172,3635
120770,Melon seeds,0,0,3,3,3,35,76,76,41,36,,0,14,168,91,103,51,51,30,58,113,,2447,3997,4359,5508,4919,7466,11560,9249,9295,5997
550340,"Staple fibres of polypropylene, not carded, combed or otherwise processed for spinning",705,977,59,37,74,49,36,35,7,36,,8833,10176,7054,8450,6726,6528,10410,8476,1492,211,,10653,10845,11225,10495,5779,5935,4953,5652,6749,3439
290529,Unsaturated monohydric acyclic alcohols (excluding acyclic terpene alcohols),371,9,57,1823,13198,22,38,53,48,36,,1,16,69,1795,13360,62,77,127,304,111,,51449,111877,199354,191616,163194,184835,208359,157341,163148,285628
290532,"Propylene glycol """"propane-1,2-diol""""""""",215,197,183,91,173,298,183,226,683,36,,618,314,273,113,4500,7320,8917,9164,7631,8567,,109515,106284,113693,109785,85508,85341,109481,98146,93147,120782
370120,"Instant print film in the flat, sensitised, unexposed, whether or not in packs",4,2,56,0,3,1,40,75,77,36,,584,489,343,68,79,7,97,25,2,49,,11564,15661,22915,23056,19477,19538,20922,25610,22463,24763
611212,"Track-suits of synthetic fibres, knitted or crocheted",10,75,48,7,9,44,38,17,0,36,,421,547,483,325,182,175,68,186,164,56,,14276,19957,19826,13619,6863,6222,5410,4552,8414,4928
721699,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished and further ...",191,139,110,120,51,60,56,229,43,35,,1717,1792,1912,2510,1254,991,551,361,246,361,,21649,15555,14460,6190,979,1412,2998,2882,3069,2431
190532,Waffles and wafers,414,571,354,453,188,113,56,52,48,35,,1624,3003,3480,3114,3607,3458,4058,4204,4218,2989,,19438,31192,40657,66255,123220,163130,151562,145053,148097,171292
290517,"Dodecan-1-ol """"lauryl alcohol"""", hexadecan-1-ol """"cetyl alcohol"""" and octadecan-1-ol """"stearyl ...""",56,80,109,54,18,17,23,24,32,35,,192,289,197,148,111,577,193,181,97,123,,45839,44809,55764,41158,43846,60540,69156,63898,57839,85516
961380,"Lighters (excluding gas fuelled pocket lighters, and fuses and primers for propellent powders ...",511,242,51,92,95,79,150,146,22,35,,4104,4465,3610,2566,1945,2412,2435,1897,1707,2455,,15718,19241,20834,22735,56716,42794,39944,31557,42721,42503
701890,"Glass eyes (excluding prosthetic articles); articles of glass beads, or of imitation pearls, ...",84,90,80,66,74,9,25,8,9,35,,1297,1066,1196,1753,928,831,1057,573,206,519,,2770,2367,1458,3629,1251,1735,2087,1632,1786,1361
284169,"Manganites, manganates and permanganates (excluding potassium permanganate)",226,4,18,21,12,15,14,9,19,35,,486,592,275,145,44,644,747,717,260,243,,1901,660,529,1210,1182,2361,856,956,2772,3722
854511,"Electrodes of graphite or other carbon, for electric furnaces",30,16,8,1,1,1,0,4,3,35,,482,99,547,14,112,249,294,558,982,629,,46628,38342,31073,19147,9377,7523,19938,18365,4456,5242
580230,Tufted textile fabrics (excluding carpets and other floor coverings),298,115,172,208,128,60,47,7,15,35,,197,149,51,63,19,10,3,5,12,1,,9379,7561,9209,6916,8120,10097,11389,7136,6501,6750
830590,"Office articles such as letter clips, letter corners, paper clips and indexing tags, of base ...",15,41,85,90,76,53,62,32,32,35,,5449,4528,4948,5256,5037,5070,5101,3633,2918,2859,,1417,911,836,772,824,668,1060,1128,996,557
380290,"Activated kieselguhr and other activated natural mineral products; animal black, whether or ...",425,64,402,107,128,99,108,48,45,35,,735,662,470,549,646,932,1084,875,804,724,,31008,24242,25763,22037,21016,21880,21641,18834,19613,16921
540263,"Multiple """"folded"""" or cabled filament yarn of polypropylene, incl. monofilament of < 67 decitex ...""",0,0,0,0,0,1648,901,1074,37,34,,0,0,0,0,0,0,60,96,57,152,,0,0,0,0,0,2042,1681,1390,562,313
200811,"Groundnuts, prepared or preserved (excluding preserved with sugar)",324,252,210,534,200,67,48,116,24,34,,1279,2348,1834,1317,951,1083,1083,1198,1613,1254,,10652,9689,9762,12190,15919,12159,10767,11855,10796,7388
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,0,5,2,3,6,26,11,12,24,34,,54,73,20,44,29,22,27,21,134,67,,98305,118359,146672,140058,106435,112035,135207,134106,169124,220906
381511,"Supported catalysts with nickel or a nickel compound as the active substance, n.e.s.",102,100,88,47,51,19,12,21,32,34,,57,55,39,45,1754,292,41,171,31,155,,131596,153505,175306,193699,153494,149043,254472,146399,195227,267869
731412,"Endless bands of stainless steel wire, for machinery",95,31,27,44,34,38,36,38,23,34,,150,117,124,98,222,119,188,355,242,147,,2209,2041,1952,1854,2394,4589,2714,1556,1253,1834
620463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres ...",130,57,39,58,56,99,109,93,98,34,,5604,5605,3994,2809,2410,1701,1549,1641,1134,1438,,36463,47674,58826,62022,67417,82028,97392,99995,107787,126691
570242,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",16,0,50,3,1,0,59,14,4,34,,19,3,55,22,0,22,33,0,0,0,,26119,30166,40236,26413,26101,26792,27458,25817,19585,18349
120740,"Sesamum seeds, whether or not broken",2,2,1,73,20,12,23,34,28,33,,372,795,1262,989,648,617,547,792,993,1176,,521147,773204,1148087,1122866,958655,734396,1067412,1203982,1272465,1429698
560121,"Wadding of cotton and articles thereof (excluding sanitary towels and tampons, napkins and ...",56,132,50,93,118,52,28,28,21,33,,1043,775,955,740,760,770,785,758,722,610,,13017,12489,12770,13528,20447,31563,41777,50061,45680,40949
820140,"Axes, billhooks and similar hewing tools, with working parts of base metal (excluding ice axes)",117,72,102,96,29,44,35,29,30,33,,2082,2602,2465,2543,2204,3106,3116,3624,4475,7207,,281,291,211,222,153,192,148,175,734,257
551441,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",35,39,0,13,0,9,31,0,1,33,,18,29,52,21,4,46,14,0,19,21,,733,180,175,206,112,81,158,18,22,123
320730,"Liquid lustres and similar preparations of the kind used in the ceramic, enamelling or glass ...",0,9,0,0,0,46,35,14,29,33,,505237,271750,364732,421618,490521,353858,285847,239535,407712,462078,,4054,5730,8517,5347,6666,10505,9750,6919,4170,4514
760410,"Bars, rods and profiles, of non-alloy aluminium, n.e.s.",494,226,116,252,120,476,367,330,51,33,,19751,20599,20052,19307,23639,21498,25000,19776,15892,20266,,30998,27468,30379,27094,22442,17728,17566,7936,5128,3220
660390,"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ...""",606,565,349,151,362,270,156,128,91,33,,6596,5951,5358,5213,4262,5644,5334,5001,4106,4533,,852,953,953,777,1263,912,968,975,866,922
330710,"Shaving preparations, incl. pre-shave and aftershave products",74,163,151,177,134,151,298,138,22,33,,197,468,312,345,426,441,436,363,110,167,,9290,8437,10257,11370,8073,5947,6233,5400,6180,5844
30579,"Fish fins and other edible fish offal, smoked, dried, salted or in brine (excluding heads, ...",5,0,270,33,6,295,659,1918,331,33,,0,0,183,136,152,440,486,397,794,510,,377,191,376,49,46,1874,2755,6803,5006,4106
520642,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",795,836,1098,992,482,166,87,68,21,33,,39041,1203,645,363,84,5,81,10,27,0,,114148,132290,125079,122443,101531,70879,65548,48315,16400,20187
871190,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor and side cars for motorcycles ...",23,14,90,92,94,0,0,0,0,33,,30376,35054,40435,56879,142450,23222,930,942,1511,98,,445,1534,955,3152,3130,581,17,0,18,147
381300,Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ...,12,25,518,924,952,38,39,20,49,33,,194,148,874,847,740,140,278,102,48,62,,5362,5595,6372,5659,5181,6652,8369,8061,7808,7176
