Product code,Product label,"India's imports from Taipei, Chinese-Value in 2012","India's imports from Taipei, Chinese-Value in 2013","India's imports from Taipei, Chinese-Value in 2014","India's imports from Taipei, Chinese-Value in 2015","India's imports from Taipei, Chinese-Value in 2016","India's imports from Taipei, Chinese-Value in 2017","India's imports from Taipei, Chinese-Value in 2018","India's imports from Taipei, Chinese-Value in 2019","India's imports from Taipei, Chinese-Value in 2020","India's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
960200,Worked vegetable or mineral carving material and articles of these materials n.e.s; moulded ...,36,0,0,0,0,1,0,0,0,0,,1439,1386,1401,1552,10046,10202,8131,8984,11099,15885,,23429,18528,21484,24644,20064,18487,21633,16613,18570,18101
960310,"Brooms and brushes, consisting of twigs or other vegetable materials bound together, with or ...",21,26,4,8,9,5,3,0,0,0,,1259,1648,1429,1668,1098,995,860,1020,832,857,,2491,2162,2952,3714,3886,4862,5197,3994,11710,17550
910111,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",452,0,0,0,0,0,0,0,0,0,,2189,3045,5606,4564,7568,6341,10274,3879,5008,7063,,12837,13461,20290,15331,8297,2660,19692,4792,1502,4568
910299,"Pocket-watches and the like, incl. stop-watches, with hand or automatic winding (excluding ...",39,3,4,11,1,0,0,83,0,0,,93,104,77,155,264,133,113,136,64,62,,5115,13813,13789,15356,12940,19339,18663,13217,17876,17611
910390,"Clocks with watch movements (excluding electrically operated, wrist-watches, pocket-watches ...",17,0,0,0,0,0,0,0,0,0,,0,3,1,0,3,0,4,0,14,26,,644,580,464,390,663,358,295,869,112,156
910591,"Clocks, electrically operated (excluding wrist-watches, pocket-watches and other watches of ...",1,0,0,0,0,0,0,0,0,0,,2838,2251,2320,2326,2041,1826,1680,1167,907,1145,,226,74,84,150,271,162,310,232,255,167
911220,"Clock and watch cases (excluding for wrist-watches, pocket-watches and other watches of heading ...",0,0,0,0,0,0,0,0,0,0,,63,29,24,28,20,93,77,59,73,97,,171,236,81,87,71,113,77,56,178,33
911390,"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s.",198,51,83,0,61,58,0,0,8,0,,516,984,4251,4960,6413,8344,7250,7537,8115,8109,,3312,7270,11062,9238,9507,3690,9357,7892,2492,4461
911440,Plates and bridges for clocks or watches,0,0,0,0,0,6,7,0,0,0,,12,28,0,1,0,2,0,0,3,9,,341,178,504,722,344,678,878,1086,304,113
920710,"Keyboard instruments, the sound of which is produced, or must be amplified, electrically (excluding ...",0,0,2,0,0,0,0,0,0,0,,4338,3858,4120,5229,3722,1970,2813,2843,1137,93,,13918,12470,14078,12873,15448,18397,24305,21711,15318,20042
920810,Musical boxes,0,0,0,0,0,0,0,0,0,0,,151,215,472,466,329,299,270,246,155,151,,66,27,0,3,5,18,1460,95,262,158
930190,"Military weapons, incl. sub-machine guns (excluding artillery weapons, rocket launchers, flame-throwers, ...",0,0,0,0,0,0,0,0,0,0,,642,0,0,0,0,0,0,0,0,89,,0,0,0,11,0,0,0,0,0,0
930390,Firearms and similar devices which operate by the firing of an explosive charge (excluding ...,0,0,0,0,0,0,0,0,0,0,,0,212,6,69,243,232,1775,3656,7299,9860,,7807,223,2403,400,640,434,360,4136,412,991
930629,Parts of cartridges for smooth-barrelled shotguns; lead shot for air rifles and pistols,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,4051,18059,250,463,554,1228,1884,1304,858,1840
940110,Seats for aircraft,0,0,0,0,0,0,0,0,0,0,,291,1183,485,200,496,423,1419,2115,1005,1653,,1092,13255,17749,3682,2150,2887,12943,10766,5351,5833
940152,Seats of bamboo,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,1,1,13,0,,0,0,0,0,0,2,12,8,16,5
940153,Seats of rattan,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,9,11,2,0,,0,0,0,0,0,13,42,73,33,119
250620,"Quartzite, merely cut, by sawing or otherwise, in blocks or slabs of a square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,1,61,35,175,460,1074,4,761,1159,439,,104,177,107,117,138,148,682,360,511,2077
251310,Pumice stone,0,0,0,0,0,0,0,0,0,0,,88,74,55,44,83,31,52,12,32,9,,497,510,528,706,602,915,798,565,394,298
251820,"Calcined or sintered dolomite (excluding broken or crushed dolomite for concrete aggregates, ...",4,0,0,0,0,0,0,0,0,0,,82,112,43,4,2,6,0,2,0,6,,157,1096,5232,5799,7252,8129,8824,8298,5572,7868
271312,"Petroleum coke, calcined",424,0,0,0,0,0,0,0,0,0,,0,0,10,35,3,35,0,0,0,66,,82520,145417,277046,112273,184351,283158,514293,584365,156708,347710
280130,Fluorine; bromine,52,0,0,0,0,0,0,0,0,0,,0,0,0,0,2849,2243,0,0,0,0,,24138,15006,13459,7572,9842,14304,16167,22252,39350,49063
280511,Sodium,127,0,0,0,0,0,0,0,0,0,,0,5,21,3,1,0,1,0,1,1,,13408,14410,15944,15085,14289,22018,24140,23978,25629,24606
281119,"Inorganic acids (excluding hydrogen chloride """"hydrochloric acid"""", chlorosulphuric acid, ...""",501,97,151,103,135,193,390,356,325,0,,30834,32175,30801,23858,24817,25754,25788,24885,20641,18698,,18504,16702,13524,15148,18015,19474,23071,20786,25470,23489
252910,Feldspar,0,0,0,0,0,0,0,0,0,0,,429,816,587,472,734,764,590,340,324,808,,3897,3760,4070,3029,2129,2243,1725,1327,1296,767
260120,Roasted iron pyrites,0,0,0,0,0,0,0,0,0,0,,1,0,2,0,0,0,0,0,4,0,,12,16,2,3,0,0,0,6,6162,0
260500,Cobalt ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,4,6,33,26,26,18,,12895,613,4218,1811,554,0,3,63,123,73
261220,Thorium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
261690,Precious-metal ores and concentrates (excluding silver ores and oncentrates),0,0,0,0,0,0,0,0,0,0,,198,10,43,9,34373,22040,12121,41558,133098,272284,,4499,567,221466,146109,229832,196314,1,2,310,26878
262029,"Slag, ash and residues containing mainly lead (excluding leaded gasoline sludges and leaded ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,2,0,17,245,0,0,,0,0,0,13,0,0,0,0,275,2170
270210,"Lignite, whether or not pulverised, non-agglomerated (excluding jet)",0,0,0,0,0,0,0,0,0,0,,0,0,7,0,0,0,0,0,0,0,,101,44,206,65,50,9,97,98,45,137
271020,Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,,0,66,240,128,337,3933,12699,522,218,268
271113,"Butanes, liquefied (excluding of a purity of >= 95% of N-butane or isobutane)",0,0,0,0,0,0,6969,1039,0,0,,1,23541,0,0,0,0,0,0,0,0,,3249179,3046409,4061438,2516647,2113546,2824551,4113189,3945509,3876079,6376946
271129,"Hydrocarbons in gaseous state, n.e.s. (excluding natural gas)",0,0,0,0,0,0,0,0,0,0,,46,41,19,0,7,1,4,0,1,0,,223,466,83,138,421,81,57,234,228,481
283524,Phosphates of potassium,0,0,0,0,0,0,0,0,0,0,,162,238,320,156,261,212,241,241,286,266,,1369,1069,2282,2372,2552,2037,1840,2843,2829,3796
284450,"Spent """"irradiated"""" fuel elements """"cartridges"""" of nuclear reactors [Euratom]""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
284910,"Carbides of calcium, whether or not chemically defined",27,0,0,0,0,0,0,0,0,0,,61,55,49,83,59,45,39,17,9,16,,43417,42427,51238,45454,35659,36298,32981,25291,16727,24681
290123,"Butene """"butylene"""" and isomers thereof""""",5945,0,6757,3355,2107,1629,6022,0,1576,0,,60971,47528,36158,27870,18513,31365,38064,18033,22976,19449,,12487,36525,24861,16531,20888,33664,80481,10254,3120,79
290241,O-Xylene,0,0,0,0,408,0,0,0,0,0,,368118,169000,108213,46244,41405,63711,2628,5729,1671,15161,,70116,67497,44603,31094,17347,18144,19352,21221,11937,14593
290244,Mixed xylene isomers,0,0,0,0,0,0,0,0,0,0,,683,32,293,267,231,175,53,48,22,39,,402,5739,3571,131,173,179,2252,169,385,126
290260,Ethylbenzene,0,0,0,0,0,0,0,0,0,0,,139,119,0,30,30,35,36,29,24,34,,238,443,294,172,325,557,1018,713,454,1759
282560,Germanium oxides and zirconium dioxide,7,71,0,0,45,0,0,0,0,0,,2936,1661,1157,754,1226,633,154,146,167,50,,16104,18690,17554,14846,15729,17537,22340,18389,19177,26403
282890,"Hypochlorites, chlorites and hypobromites (excluding calcium hypochlorites)",1,0,0,0,0,0,0,0,3,0,,249,97,29,25,194,7,172,48,371,258,,3103,2923,4404,5455,5135,4844,10613,8784,9015,11622
282919,Chlorates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,5,2,3,5,4,9,0,0,0,0,,8063,7940,6242,4445,406,196,360,198,1333,98
283190,Dithionites and sulfoxylates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,25,25,154,72,172,214,19,17,13,70,,25,11,16,22,1,0,198,53,37,27
283321,Sulphate of magnesium,0,0,0,0,0,0,0,0,0,0,,4,8,0,6,2,0,5,0,26,222,,157,315,177,117,276,680,1456,1285,733,732
281216,Sulphur dichloride,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
281217,Thionyl chloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,99,44,0,0
281310,Carbon disulphide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,85,0,0,,23690,20141,4738,1591,969,2063,786,2,35,327
281511,"Sodium hydroxide """"caustic soda"""" solid""""",181,0,1950,0,0,0,0,0,0,0,,44599,46873,34467,30354,34314,47777,55437,40041,30120,29553,,14741,9041,23379,14627,7396,6150,23035,9621,2017,7350
281512,"Sodium hydroxide """"caustic soda"""" in aqueous solution """"soda lye or liquid soda""""""""",0,1930,2911,3014,0,4239,0,0,1,0,,248048,167613,156412,159429,161648,275211,328052,242156,162340,242553,,115735,114273,126683,135491,159520,225218,142785,98711,79729,71711
293040,Methionine,157,0,0,0,0,0,0,0,0,0,,39,154,629,1076,381,225,153,108,21,8,,86582,86700,104211,159221,104989,101454,99733,89406,85922,142503
293080,"Aldicarb (ISO), Captafol (ISO) and methamidophos (ISO)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1792,1800,1707,365,602,,0,0,0,0,0,0,11,1,1,0
293100,"Separate chemically defined organo-inorganic compounds, n.e.s. (excluding inorganic or organic ...",362,0,0,0,0,0,0,0,0,0,,44114,39560,0,0,0,0,0,0,0,0,,93953,0,0,0,0,0,0,0,0,0
293134,Sodium 3-(trihydroxysilyl)propyl methylphosphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,9
293333,"Alfentanil """"INN"""", anileridine """"INN"""", bezitramide """"INN"""", bromazepam """"INN"""", carfentanil ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,70,154,147,275,338,66,120,,267,339,1166,548,510,871,577,697,1294,846
292214,"Dextropropoxyphene """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,24,0,0,0,0,203,0,0,38,0
292310,Choline and its salts,0,0,0,0,0,0,20,0,0,0,,0,2,9,0,4,81,143,230,263,306,,2107,963,362,192,462,342,534,802,594,976
291550,"Propionic acid, its salts and esters",35,0,0,0,0,0,0,0,0,0,,4333,4568,4528,3754,6546,4302,4509,3640,3000,3739,,17463,18471,20358,20944,20208,26066,42898,35260,32511,42418
291620,"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, ...",48,0,54,69,156,57,0,0,0,0,,50,0,0,7,0,0,0,0,0,6,,4272,4557,5107,4303,6322,5679,8026,8408,7326,52826
291634,Phenylacetic acid and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,1,2,0,0,0,0,0,0,,1647,1480,1131,545,257,7155,3944,9145,9685,11206
291811,"Lactic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",77,6,0,0,0,0,0,0,1,0,,406,343,336,428,407,668,1286,1210,1402,2238,,10411,8747,10189,11236,10275,10886,8580,9028,8850,10278
291812,Tartaric acid,75,0,0,0,0,0,0,0,0,0,,121,150,198,146,38,23,142,19,17,29,,9976,11792,14079,12684,8401,10336,18285,16619,16164,16484
291821,Salicylic acid and its salts (excluding inorganic or organic compounds of mercury),29,9,0,0,0,0,0,0,0,0,,816,4301,7679,2645,266,1,7,93,0,0,,15783,22089,23722,25542,28250,34551,59469,49251,66814,47088
291461,Anthraquinone,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,,5339,3902,7032,5415,5710,6462,15736,19910,15312,14862
291524,Acetic anhydride,0,0,0,0,0,0,0,0,0,0,,145,42,205,231,115,490,168,361,484,510,,1780,1751,2513,2530,2065,3229,10903,16650,9315,31053
291536,"Dinoseb acetate """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,80,0,0,0,0,24,1,6
290544,"D-glucitol """"sorbitol""""""""",49,17,0,7,0,0,0,0,0,0,,263,14,325,67,36,13,12,14,7,5,,2834,2741,3055,3203,3963,3986,5313,8394,8437,7569
290559,"Halogenated, sulphonated, nitrated or nitrosated derivatives or acyclic alcohols (excluding ...""",34,20,39,0,0,0,0,0,1,0,,4586,2343,2227,4273,2128,492,1103,255,891,457,,3840,2871,3808,3262,3071,1480,1777,2730,2319,7309
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",60,135,186,0,55,5,0,53,0,0,,1274,1578,1978,3722,1975,2251,2739,3487,5064,5355,,45979,56332,61127,44872,48771,60196,71075,48274,36371,26958
291219,"Acyclic aldehydes, without other oxygen function (excluding methanal [formaldehyde] and ethanal ...",189,0,0,0,0,0,0,0,0,0,,7980,6556,7496,5601,4077,3712,6662,3903,5331,15723,,26076,28847,33432,39079,49300,58986,62618,70391,64145,79555
291221,Benzaldehyde,0,0,0,0,0,0,0,0,0,0,,0,0,39,0,0,0,0,66,0,0,,3477,10063,10715,5905,6749,3797,16944,23355,22418,25527
291242,"Ethylvanillin """"3-ethoxy-4-hydroxybenzaldehyde""""""""",18,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5525,5419,5752,5997,8348,6521,7335,9464,7201,11332
290359,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excluding 1,2,3,4,5,6-hexachlorocyclohexane ...",0,0,0,0,0,0,0,0,0,0,,812,548,0,0,0,0,0,0,0,0,,406,0,0,0,0,0,0,0,0,0
290361,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,610,0,0,0,0,0,0,0,0,0
290375,Dichloropentafluoropropanes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,139,119,43,79,71,70,108,0
290381,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,2,8,0
290432,Ammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,3,34,0,0,0
290435,"Salts of perfluorooctane sulphonic acid (excl. ammonium, lithium and potassium perfluorooctane ...",0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,4,0,0
290491,"Trichloronitromethane """"chloropicrin""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,24,224,527,237,244
290519,"Saturated monohydric acyclic alcohols (excluding methanol """"methyl alcohol"""", propan-1-ol ...""",180,263,1127,569,543,481,64,494,251,0,,2931,2049,4631,5297,5475,7585,22076,33738,18570,38807,,65343,78715,88417,84189,86667,114431,147475,149051,111587,219281
10239,Live buffalo (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
10310,Pure-bred breeding swine,0,0,0,0,0,0,0,0,0,0,,0,102,280,594,797,492,319,449,445,865,,0,0,0,0,0,0,0,0,670,0
10512,"Live domestic turkeys, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,17,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
10599,"Live domestic ducks, geese, turkeys and guinea fowls, weighing > 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,6,0,0,0,12,0,1,0,0
10690,"Live animals (excluding mammals, reptiles, birds, insects, fish, crustaceans, molluscs and ...",25,0,0,0,0,9,17,0,0,0,,2592,2291,2678,2190,1553,1800,2930,2882,2249,2272,,3856,4128,3425,3103,2816,2296,1666,493,977,1295
20329,"Frozen meat of swine (excluding carcases and half-carcases, and hams, shoulders and cuts thereof, ...",3,0,0,0,0,0,0,0,0,0,,3842,538,456,466,494,431,375,105,463,232,,488,576,826,825,980,1600,1414,2342,745,1700
20630,Fresh or chilled edible offal of swine,0,0,0,0,0,0,0,0,0,0,,36,10,0,0,7,0,0,3,0,2,,0,0,0,0,0,0,0,0,0,0
20714,Frozen cuts and edible offal of fowls of the species Gallus domesticus,0,0,0,0,0,0,0,0,0,0,,3419,6797,5600,2706,6786,5944,4078,2730,2424,613,,0,0,0,0,0,0,62,42,91,0
20736,"Frozen cuts and edible offal of ducks, geese or guinea fowls of the species domesticus",0,0,0,0,0,0,0,0,0,0,,286,1189,0,0,0,0,0,0,0,0,,60,0,0,0,0,0,0,0,0,0
21020,"Meat of bovine animals, salted, in brine, dried or smoked",0,0,0,0,0,0,0,0,0,0,,213,259,251,137,114,87,139,156,176,56,,0,0,0,0,0,0,0,0,0,0
30110,Live ornamental fish,0,0,0,0,0,0,0,0,0,0,,3558,3368,0,0,0,0,0,0,0,0,,52,0,0,0,0,0,0,0,0,0
30192,"Live eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,58851,34019,28009,56857,62014,44135,82942,64676,34031,45972,,0,0,0,0,0,0,0,0,0,0
30229,"Fresh or chilled flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,23,0,0,0,0,0,0,0,0,0
30233,Fresh or chilled skipjack or stripe-bellied bonito,0,0,0,0,0,0,0,0,0,0,,1,30,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30234,"Fresh or chilled bigeye tunas """"Thunnus obesus""""""""",0,0,0,0,0,0,0,0,0,0,,100723,112310,101330,73643,68713,60482,46867,28065,7727,407,,0,0,0,0,0,0,0,1,0,0
30241,"Fresh or chilled herring """"Clupea harengus, clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30269,"Fresh or chilled freshwater and saltwater fish (excluding salmonidae, flat fish, tunas, skipjack ...",0,0,0,0,0,0,0,0,0,0,,8280,10917,0,0,0,0,0,0,0,0,,34636,0,0,0,0,0,0,0,0,0
30323,"Frozen tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,5502,50254,37789,29818,30792,35802,39238,40273,45932,,0,0,0,0,0,14,0,0,86,10
30332,"Frozen plaice """"Pleuronectes platessa""""""""",0,0,0,0,0,0,0,0,0,0,,12,0,0,0,0,0,0,8,0,0,,0,0,0,0,0,0,0,0,0,0
30353,"Frozen sardines """"Sardina pilchardus, Sardinops spp."""", sardinella """"Sardinella spp."""", brisling ...""",0,0,0,0,0,0,0,0,0,0,,0,0,268,41,337,469,428,317,300,477,,0,41,81,774,4605,266,204,2213,7312,4056
30356,"Frozen cobia """"Rachycentron canadum""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,0,3,2,,0,0,0,0,0,0,0,0,0,0
30369,"Frozen fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, ...",0,0,0,0,0,0,0,0,0,0,,0,0,71,0,0,0,7,1,0,0,,0,0,9,125,23,492,2014,1747,8859,10044
30381,Frozen dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,0,1120,10961,7895,10277,11698,13349,14117,9702,11428,,0,0,215,0,0,0,142,261,134,560
30382,"Frozen rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,2,2,1,22,0,0,,0,0,0,0,0,0,0,22,70,100
30445,"Fresh or chilled fillets of swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,56,12,0
30449,"Fresh or chilled fillets of fish, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,116,873,1033,205,12,268,277,179,11,,0,0,3,129,93,100,149,1701,16,4
30461,"Frozen fillets of tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,801,18786,25868,21662,18453,20554,19792,12465,15707,,0,0,0,0,93,261,446,315,294,200
30469,"Frozen fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,0,0,0,0,0,0,0,0,,0,232,2914,2389,668,578,320,78,71,51,,0,118,206,407,0,11,69,72,12,0
30488,"Frozen fillets of dogfish, other sharks, rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1898,2076,1415,408,502,,0,0,0,0,0,0,0,0,0,0
30493,"Frozen meat, whether or not minced, of tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., ...""",0,0,0,0,0,0,0,0,0,0,,0,66,922,1088,461,0,2,2,1,10,,0,0,46,960,116,63,770,563,179,187
30531,"Fillets, dried, salted or in brine, but not smoked, of tilapia """"Oreochromis spp."""", catfish ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30552,"Dried tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30569,"Fish, salted or in brine only (excluding fillets, offal, herring, cod, anchovies, tilapia, ...",0,0,0,0,0,0,0,0,0,0,,13,2,14,2,18,9,3,47,0,0,,18,12,30,3,1,0,0,137,0,0
30612,"Frozen lobsters """"Homarus spp."""", even smoked, whether in shell or not, incl. lobsters in ...""",0,0,0,0,0,0,0,0,0,0,,0,5,3,0,48,215,192,52,36,0,,32,216,0,0,0,0,128,235,248,189
30615,"Frozen Norway lobsters """"Nephrops norvegicus"""", even smoked, whether in shell or not, incl. ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,264,383,1115,1050,272,0,39,0,0
30621,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", even ...""",0,0,0,0,0,0,0,0,0,0,,372,176,151,71,152,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30632,"Lobsters """"Homarus spp."""", whether in shell or not, live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,0,1,,0,0,0,0,0,0,0,0,0,0
30639,"Crustaceans, fit for human consumption, whether in shell or not, live, fresh or chilled (excl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,1,13,24,11,,0,0,0,0,0,0,0,0,0,0
30710,"Oysters, live, fresh, chilled, frozen, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,103,218,0,0,0,0,0,0,0,0,,34,0,0,0,0,0,0,0,0,0
30741,"Live, fresh or chilled, not smoked, cuttle fish """"Sepia officinalis, Rossia macrosoma, Sepiola ...""",0,0,0,0,0,0,0,0,0,0,,4,0,3,15,85,0,0,0,0,0,,6109,829,213,98,553,424,0,0,0,0
30742,"Cuttle fish and squid, live, fresh or chilled, with or without shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,140,10,1,4,1,,0,0,0,0,0,0,108,0,100,0
