Product code,Product label,"India's imports from Korea, Republic of-Value in 2012","India's imports from Korea, Republic of-Value in 2013","India's imports from Korea, Republic of-Value in 2014","India's imports from Korea, Republic of-Value in 2015","India's imports from Korea, Republic of-Value in 2016","India's imports from Korea, Republic of-Value in 2017","India's imports from Korea, Republic of-Value in 2018","India's imports from Korea, Republic of-Value in 2019","India's imports from Korea, Republic of-Value in 2020","India's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
100820,Millet (excluding grain sorghum),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
100850,"Quinoa """"Chenopodium quinoa""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,24,89,0,0,0,,0,120,288,507,292,383,243,207,231,31
110220,"Maize """"corn"""" flour""""",0,0,0,0,0,0,0,0,22,0,,27,59,66,62,66,41,128,242,159,134,,89,176,99,118,140,75,93,85,96,45
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",0,0,0,0,0,0,0,0,0,0,,21,24,12,71,79,128,125,41,49,116,,0,2,0,8,7,86,554,1273,258,106
110811,Wheat starch,0,0,0,0,0,0,0,0,0,0,,5,9,19,13,3,127,1,12,8,30,,267,477,463,482,480,422,863,711,726,894
120590,"High erucic rape or colza seeds """"yielding a fixed oil which has an erucic acid content of ...""",0,0,0,0,0,0,0,0,0,0,,0,9,0,75,42,3,33,50,0,0,,16,131,0,0,142,0,0,0,0,0
120721,Cotton seeds for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
120799,"Oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, soya ...",199,0,0,0,0,0,0,8,0,0,,103,212,142,181,310,434,208,459,334,508,,19026,25156,22135,25557,28821,15546,20150,27567,33036,18614
120929,"Seeds of forage plants for sowing (excluding of cereals and of sugar beet, alfalfa, clover ...""",0,0,0,0,0,0,0,0,0,0,,0,11,0,32,99,0,0,2,0,422,,224,300,1278,175,64,160,579,910,586,1063
120930,"Seeds of herbaceous plants cultivated mainly for flowers, for sowing",0,0,0,0,0,0,0,0,0,0,,11,11,33,304,40,86,11,4,4,18,,9254,5734,6030,7432,9961,9132,8121,10674,10164,13570
121010,"Hop cones, fresh or dried (excluding ground, powdered or in the form of pellets)",8,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,304,852,309,356,173,181,0,0,0,0
60314,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,9712,6796,4654,2336,2160,1948,1441,1000,918,726,,11,27,20,40,67,32,41,56,5,0
60410,"Mosses and lichens for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
70110,Seed potatoes,0,0,0,0,0,0,0,0,0,0,,109,186,154,159,367,404,415,346,278,448,,0,0,0,13,0,0,1,0,0,0
70690,"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excluding ...",0,0,0,0,0,0,0,0,0,0,,649,748,971,1491,1150,1913,2617,2376,4359,2860,,8,110,3,21,10,11,25,42,36,45
70920,Fresh or chilled asparagus,0,0,0,0,0,0,0,0,0,0,,1,1,1,12,75,133,141,186,73,120,,130,153,278,552,530,619,867,1893,659,962
71339,"Dried, shelled beans """"Vigna and Phaseolus"""", whether or not skinned or split (excluding beans ...""",338,0,0,1,0,0,0,0,0,0,,5,11,26,22,0,7,4,3,1,3,,110437,83691,63246,60773,60164,52731,8771,21622,13477,4875
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",0,0,0,0,0,0,0,0,0,0,,260,174,594,426,957,1002,894,1261,1454,1754,,0,0,0,0,0,0,0,10,0,68
80121,"Fresh or dried brazil nuts, in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,16,0,0,0,0,83,0
80122,"Fresh or dried brazil nuts, shelled",0,0,0,0,0,0,0,0,0,0,,0,0,0,17,18,18,39,130,1,124,,8,0,5,0,0,0,0,0,0,0
80232,"Fresh or dried walnuts, shelled",0,0,0,0,0,149,0,0,0,0,,394,231,363,323,683,286,297,199,150,387,,119,612,868,1712,200,1033,2244,12039,28246,12667
80261,"Fresh or dried macadamia nuts, in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3
80521,Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2367,2778,3479,6798,7475,,0,0,0,0,0,950,1948,2283,1909,4620
80540,Fresh or dried grapefruit,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,54,45,30,167,261,350,484,423,133,259
80719,Fresh melons (excluding watermelons),0,0,0,0,0,0,0,0,0,0,,4886,3758,3365,3288,3968,3862,3113,4657,3694,4001,,44,174,159,284,304,514,295,296,118,78
140190,"Reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, lime bark and other vegetable ...",0,0,0,0,0,0,0,0,0,0,,0,2,0,2,1,7,4,21,2,17,,667,871,484,639,573,347,615,2166,482,571
151319,"Coconut oil and its fractions, whether or not refined, but not chemically modified (excluding ...",0,0,1,0,0,0,0,0,0,0,,14,27,22,79,125,148,91,10,52,119,,1241,784,4715,4030,432,66,1025,2315,411,31
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,0,0,0,0,0,0,0,0,0,0,,0,0,56,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
160413,"Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,2,0,1,0,1,25,1,3,26,,10,3,18,3,20,52,64,139,438,215
160415,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",0,0,0,0,2,0,0,0,0,0,,2722,1620,1809,1396,1230,494,937,1005,999,728,,2,0,5,13,13,27,36,45,526,77
160430,Caviar and caviar substitutes prepared from fish eggs,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0
170111,Raw cane sugar (excluding added flavouring or colouring),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,399489,0,0,0,0,0,0,0,0,0
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,18,40,34,36,1,4,0,,0,0,25,0,0,0,6,0,0,26
10231,Pure-bred buffalo for breeding,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,15,0,0,0,0,0,0,0
10514,"Live domestic geese, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
10594,"Live fowls of the species Gallus domesticus, weighing > 185",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
10614,Live rabbits and hares,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,1,,0,0,7,0,0,0,0,0,0,0
10641,Live bees,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,16,28,19,6,3,0,0,0,0
20230,"Frozen, boneless meat of bovine animals",0,0,0,0,0,0,0,0,0,0,,1354,6357,2461,8172,12033,1507,950,211,48,115,,0,0,0,0,0,0,0,0,0,0
20319,"Fresh or chilled meat of swine (excluding carcases and half-carcases, and hams, shoulders and ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,50,84,95,97,76,129,437,,471,203,274,264,108,311,367,315,156,409
20321,Frozen carcases and half-carcases of swine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,41,68,57,,0,0,0,0,0,35,161,145,159,263
20421,Fresh or chilled sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,3,0,0,0,0,0,0,0
20423,Fresh or chilled boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,27,8,0,0
20621,Frozen edible bovine tongues,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
20629,Frozen edible bovine offal (excluding tongues and livers),0,0,0,0,0,0,0,0,0,0,,14,169,281,21,645,90,340,93,176,48,,0,0,0,0,0,0,0,0,0,0
20680,"Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,0,0,1,0,,0,0,0,0,0,0,0,0,0,0
20725,"Frozen turkeys of the species domesticus, not cut into pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,8,0,3,0,62,23,59,143,0,46
20727,Frozen cuts and edible offal of turkeys of the species domesticus,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,0,9,23,0,26
20744,Fresh or chilled cuts and edible offal of domestic ducks (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,38,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30212,"Fresh or chilled Pacific salmon Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0
30214,"Fresh or chilled Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,188,301,70,79,,0,316,665,709,676,1605,2214,2809,1388,2259
30223,"Fresh or chilled sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,9,17,44,0,17,0,1,4,0,0,,0,0,0,0,0,0,0,0,0,0
30244,"Fresh or chilled mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,0,0,0,0,0,0,0,0,0,,3756,1731,693,1023,1942,1533,1137,1819,1524,1509,,0,0,0,0,0,0,12,3,0,0
30246,"Fresh or chilled cobia """"Rachycentron canadum""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30271,"Fresh or chilled tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,240,328,384
30283,"Fresh or chilled toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,,0,0,0,0,0,0,0,0,0,0
30290,Fresh or chilled fish livers and roes,0,0,0,0,0,0,0,0,0,0,,2,14,5,1,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30312,"Frozen Pacific salmon (excluding sockeye salmon """"red salmon"""")""""",0,0,0,0,0,0,0,0,0,0,,1834,509,3382,2121,1467,5006,2846,3677,8519,39009,,0,0,0,0,0,229,279,188,19,0
30339,"Frozen flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"""" ...""",0,0,0,0,0,0,0,0,0,0,,16772,10176,7844,5208,4997,11692,15213,12674,5316,6707,,18,0,0,0,0,0,0,0,0,0
30345,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,1588,1531,1647,1454,3106,627,5862,4889,4135,4329,,0,0,0,0,0,0,0,0,3,0
30349,"Frozen tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, Thunnus ...""",0,0,0,0,0,0,0,0,0,0,,3410,1636,1796,1139,964,546,514,355,768,258,,16,344,153,0,0,0,0,31,109,5
30376,Frozen eels (Anguilla spp.),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30389,"Frozen fish, n.e.s.",0,0,0,0,0,0,0,0,0,0,,152866,162090,130060,106225,94442,69089,60990,66709,56342,56426,,0,1721,3561,4151,5530,7647,4887,10996,18093,12665
30399,"Frozen fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,911,2143,5109,6216,7674,,0,0,0,0,0,1,0,1,19,87
30432,"Fresh or chilled fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...""",0,0,0,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,57,0
30459,"Fresh or chilled fish meat, whether or not minced (excluding all fillets, tilapias, catfish, ...",0,0,0,0,0,0,0,0,0,0,,215,23,2,84,0,6,47,314,0,4,,0,113,678,321,0,87,73,101,0,0
30481,"Frozen fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,49,211,6,9,15,183,10,499,9,146,,0,0,0,34,793,647,1315,1098,640,821
30483,"Frozen fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""",0,0,0,0,0,0,0,0,0,0,,10,87,242,296,369,301,390,350,477,722,,0,0,0,0,0,0,0,0,0,2
30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, ...",0,17,0,0,0,0,0,0,0,0,,106,121,211,234,123,117,147,379,317,120,,0,17,0,0,1231,371,38,963,2,0
30561,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,40,26,0,2,0,,0,0,0,0,0,0,0,0,0,0
30563,"Anchovies """"Engraulis spp."""", salted or in brine only (excluding fillets and offal)""""",0,0,0,0,0,0,0,0,0,0,,315,197,277,188,201,205,195,334,207,229,,0,1,0,0,0,0,0,0,0,2
30623,"Shrimps and prawns, whether in shell or not, live, dried, salted or in brine, incl. shrimps ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30629,"Crustaceans, even smoked, fit for human consumption, whether in shell or not, live, fresh, ...",0,0,0,0,1,0,0,0,0,0,,222,117,106,294,397,0,0,0,0,0,,0,0,20,7,10,0,0,0,0,0
30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates ...",0,0,0,0,0,0,0,0,0,0,,1841,679,618,859,1091,837,995,1045,864,1591,,0,1,2,0,0,0,8,3,27,290
40110,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,830,2053,5748,5369,2807,1579,1962,3216,2700,1689,,0,0,10,0,0,0,9,0,5,0
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened",0,0,0,0,0,0,0,0,0,0,,0,0,37,361,495,63,76,401,8,52,,0,0,0,79,120,0,97,16,277,76
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",0,0,0,0,0,0,0,0,0,0,,0,152,193,43,505,1090,402,2,0,0,,1,13,4,0,0,0,3,3,0,0
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excluding those used for ...",0,0,0,0,0,0,0,0,0,0,,100,15,14,0,4,8,56,131,150,134,,2643,2427,1518,1163,1184,1067,898,1127,377,696
60120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,38,2,5,15,26,51,,1697,2226,2654,3501,3819,3793,3611,3189,1786,2303
610811,"Women's or girls' slips and petticoats of man-made fibres, knitted or crocheted (excluding ...",0,0,0,0,1,0,0,0,0,0,,185,282,867,1533,330,271,471,425,253,521,,386,438,474,357,422,524,505,1118,1199,1498
610822,"Women's or girls' briefs and panties of man-made fibres, knitted or crocheted",27,0,0,0,0,0,0,0,0,0,,414,688,484,237,446,602,934,1211,496,917,,1373,2019,2493,4319,3864,2880,4123,4938,2215,3352
610829,"Women's or girls' briefs and panties of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,113,32,56,3,32,16,26,3,82,24,,81,424,369,514,258,325,583,515,125,501
610469,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials, ...",2,0,0,0,0,0,2,0,1,0,,731,434,612,2676,4286,3788,1315,1261,772,1105,,854,2141,4101,3647,5011,3644,5451,6438,4445,6769
610690,"Women's or girls' blouses, shirts and shirt-blouses of textile materials, knitted or crocheted ...",1,0,0,0,0,0,5,3,0,0,,1460,1347,704,985,1383,1382,1081,1748,1384,1041,,1681,2392,2422,1370,1152,551,193,601,514,868
640691,"Parts of footwear, of wood",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,15,0,0,0,0,0,0,0,0,0
650400,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not ...",1,0,0,0,0,0,0,0,0,0,,1297,1401,801,524,221,151,154,258,288,909,,552,629,438,560,470,374,204,380,176,588
650691,"Bathing caps, hoods and other headgear, whether or not lined or trimmed, of rubber or plastics ...",9,0,0,0,0,0,3,0,0,0,,621,611,573,636,517,1594,1297,1545,560,231,,300,497,844,834,459,766,1009,974,787,634
630499,"Articles for interior furnishing, of textile materials (excluding of cotton or synthetic fibres, ...",26,0,0,0,3,2,2,2,0,0,,470,1846,5163,7952,5925,3504,1524,222,310,288,,4244,719,1075,1840,887,1078,1371,1016,520,891
630629,"Tents of textile materials (excluding of synthetic fibres, and umbrella and play tents)",14,1,0,8,0,4,0,79,0,0,,260,367,446,513,328,2370,5156,8585,16057,11435,,1147,1772,838,1164,1795,3508,3302,2576,1673,2614
630630,"Sails for boats, sailboards or landcraft, of textile materials",0,0,0,0,0,0,0,0,0,0,,76,20,13,0,2,0,3,0,0,3,,52,15,20,74,327,131,153,68,12,342
620219,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",0,0,0,0,2,0,0,0,0,0,,272,464,599,1739,1089,639,1027,1052,2382,1050,,126,291,281,200,135,133,401,700,914,1480
620292,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of cotton (not ...",2,0,0,0,0,0,0,0,0,0,,916,953,1175,1214,951,1580,1519,1310,984,1159,,148,138,340,509,304,537,866,1168,670,1010
620312,"Men's or boys' suits of synthetic fibres (excluding knitted or crocheted, tracksuits, ski suits ...",0,0,0,0,0,0,0,0,0,0,,4170,5398,3133,3943,813,107,306,318,290,230,,2040,4775,3435,3619,3093,3636,5149,6386,1634,3230
620423,"Women's or girls' ensembles of synthetic fibres (excluding knitted or crocheted, ski overalls ...",0,0,0,0,0,0,0,0,0,0,,1086,857,305,651,153,113,266,167,92,70,,26,47,48,51,11,60,517,220,70,694
620452,Women's or girls' skirts and divided skirts of cotton (excluding knitted or crocheted and  ...,3,1,0,0,0,1,1,0,1,0,,2328,2400,4349,2534,2018,2632,4162,2908,2041,2802,,606,737,689,706,875,1364,1209,1652,1109,1471
620610,"Women's or girls' blouses, shirts and shirt-blouses of silk or silk waste (excluding knitted ...",6,0,0,0,0,0,0,0,0,0,,1377,1556,937,855,925,707,600,1019,758,2557,,628,720,796,648,544,412,838,647,254,363
620640,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres (excluding knitted or ...",40,0,0,1,7,2,0,0,0,0,,34077,31298,30091,21725,23451,21198,20889,17961,21496,28512,,4675,8070,10419,12598,14147,15046,21472,19547,11219,11309
620892,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",0,0,0,0,0,0,0,0,0,0,,4976,3759,2770,2384,1845,953,1230,1092,1121,1350,,81,107,163,156,122,309,325,323,245,370
621010,"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated ...",18,0,187,0,0,0,0,2,222,0,,1502,1241,1959,493,346,1257,454,478,86201,2090,,1202,1564,3076,3572,3892,3339,4119,5784,35847,12130
621030,"Garments of the type described in heading 6202, rubberised or impregnated, coated, covered ...",0,0,0,0,0,0,0,0,0,0,,69,285,156,73,63,67,105,181,284,263,,51,45,18,171,36,37,265,149,64009,752
621111,Men's or boys' swimwear (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,194,240,94,183,129,195,125,132,108,117,,196,235,1456,806,427,330,803,917,454,380
621133,"Men's or boys' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",12,0,2,12,18,9,12,3,1,0,,9512,8938,7805,10577,6032,7615,5264,3797,6349,5045,,304,581,589,653,713,1827,1064,1008,1665,2209
621220,"Girdles and panty girdles of all types of textile materials, whether or not elasticated, incl. ...",0,0,0,0,0,0,0,0,0,0,,731,270,263,322,535,765,385,369,426,401,,857,35,78,210,111,70,393,376,354,130
621420,"Shawls, scarves, mufflers, mantillas, veils and similar articles of wool or fine animal hair ...",2,0,0,0,0,0,0,0,0,0,,1026,815,1103,1098,924,327,1197,1147,1550,909,,1457,1125,1022,1096,1124,1222,1643,2076,1294,1639
630229,"Printed bedlinen of textile materials (excluding cotton and man-made fibres, knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,1,32,337,19,11,1,4,74,9,21,,89,52,9,2202,2484,248,598,541,44,186
720230,Ferro-silico-manganese,0,0,0,0,1,0,0,0,0,0,,71159,42451,9467,15969,11548,5815,1387,3635,10877,1613,,7354,483,3760,569,1290,1497,2839,5710,3994,31041
720250,Ferro-silico-chromium,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,31,0,21,23,0,46,18,262,0,173
710811,"Gold, incl. gold plated with platinum, for non-monetary purposes",0,0,0,0,0,0,0,0,0,0,,51,1656,1163,876,491,39,12,9,19,26,,839,444,1,1195,2,35,2,248,1,0
701341,"Glassware of lead crystal, of a kind used for table or kitchen purposes (excluding articles ...""",0,0,0,0,0,0,0,0,0,0,,0,23,28,6,0,0,0,1,0,1,,37,19,16,41,15,10,210,24,19,25
701590,"Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, ...",14,1,67,0,0,0,0,0,0,0,,111,237,216,25,28,9,13,46,259,284,,2687,2102,2167,2475,1670,2105,1658,1981,1020,2181
701020,"Stoppers, lids and other closures, of glass",0,0,5,0,0,0,1,0,0,0,,74,46,62,142,210,337,340,169,275,487,,1226,2021,2039,2593,4868,3337,4532,3099,3155,6154
611530,"Women's full-length or knee-length hosiery, knitted or crocheted, measuring per single yarn ...",0,0,0,0,0,0,0,0,0,0,,451,372,307,509,624,1060,373,209,200,426,,105,791,502,909,972,1195,344,247,24,44
670300,"Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other ...",0,0,0,0,13,0,0,0,0,0,,4566,3541,4569,2438,3381,4449,4127,4127,3390,3109,,1393,1148,194,451,96,680,2499,1271,606,844
670411,Complete wigs of synthetic textile materials,0,0,0,0,0,0,0,1,0,0,,1893,1936,1580,1236,1179,1160,993,828,1074,1856,,67,109,17,10,12,27,19,119,93,11
691010,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",60,0,0,0,0,0,12,1,1,0,,2315,6800,3439,2200,2968,1405,1751,1940,5244,4441,,18161,17884,23861,25042,23475,26365,28288,25496,18458,24813
681091,"Prefabricated structural components for building or civil engineering of cement, concrete or ...",0,0,0,0,0,0,0,13,0,0,,15956,6891,2613,2410,1530,1831,2222,869,1007,817,,5925,685,143,453,686,320,601,7664,4616,1088
681189,"Articles of cellulose fibre-cement or the like, not containing asbestos (excluding corrugated ...",58,0,1,0,0,0,0,7,3,0,,2289,2151,2153,1447,1553,1630,1393,1704,1658,1472,,3975,4109,896,241,183,677,765,471,255,389
690100,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ...",587,0,3,0,0,0,2,4,1,0,,1654,1874,2935,2316,2453,3340,3155,3891,3553,5758,,3300,2393,1380,8373,1021,1140,1396,866,847,1334
610451,"Women's or girls' skirts and divided skirts of wool or fine animal hair, knitted or crocheted ...",0,0,0,0,0,0,0,0,0,0,,138,148,82,111,175,97,219,153,106,342,,2,6,3,8,6,8,5,15,8,16
610323,"Men's or boys' ensembles of synthetic fibres, knitted or crocheted (excluding ski ensembles ...",0,0,0,0,0,0,0,0,0,0,,0,18,2,12,5,8,346,1131,92,41,,1,40,245,27,33,221,27,36,149,52
600534,"Printed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",4,823,591,233,179,0,0,0,0,0,,23058,24464,25403,22574,25487,0,0,0,0,0,,97,1340,1539,963,531,3166,0,0,0,0
600544,"Printed warp knit fabrics of artificial fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,2,0,0,0,13,0,0,,113,139,100,111,25,65,24,19,7,90,,72,86,29,158,343,181,428,594,364,929
580121,"Uncut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,3,76,0,0,16,0,49,47,150,764,,38,0,5,57,0,2,3,8,37,116
580123,"Cut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,103,55,26,13,15,0,17,0,0,0,,34,45,21,58,4,21,32,73,2,70
560811,Made-up knotted fishing nets of man-made textile materials (excluding landing nets),0,10,0,0,0,0,0,0,0,0,,35457,38098,41577,41264,45754,44587,51622,45787,32891,36164,,4401,4046,5316,6805,5957,6215,8328,14038,20634,31138
580430,"Handmade lace in the piece, in strips or in motifs (excluding fabrics of heading 6002 to 6006)",0,5,0,0,0,0,0,0,0,0,,20,19,0,0,9,0,551,286,0,11,,67,798,236,161,58,48,118,32,163,1300
581092,"Embroidery of man-made fibres on a textile fabric base, in the piece, in strips or in motifs ...",114,27,55,7,14,19,23,22,0,0,,77817,87700,97279,76786,69347,57513,46613,32766,10723,8180,,4188,3501,3744,5447,4471,4710,6607,6910,4101,7680
