Product code,Product label,Russian Federation's imports from Australia-Value in 2012,Russian Federation's imports from Australia-Value in 2013,Russian Federation's imports from Australia-Value in 2014,Russian Federation's imports from Australia-Value in 2015,Russian Federation's imports from Australia-Value in 2016,Russian Federation's imports from Australia-Value in 2017,Russian Federation's imports from Australia-Value in 2018,Russian Federation's imports from Australia-Value in 2019,Russian Federation's imports from Australia-Value in 2020,Russian Federation's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
440310,"Wood in the rough, treated with paint, stains, creosote or other preservatives (excluding rough-cut ...",0,0,0,0,0,0,0,0,0,0,,6377,4912,2826,3044,3873,0,0,0,0,0,,38,7,32,0,0,0,0,0,0,0
440312,"Wood in the rough, treated with paint, stains, creosote or other preservatives, non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2975,2295,2189,2340,2691,,0,0,0,0,0,9,9,0,0,0
440322,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is <15 cm, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,118120,84833,133267,177256,75287,,0,0,0,0,0,3,2,0,6,0
440324,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,22,0,0,0,,0,0,0,0,0,0,40,0,0,0
440396,"Birch """"Betula spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,10,0,0
440692,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,82,69,85,174,31,,0,0,0,0,0,0,41,12,0,0
440721,"Mahogany """"Swietenia spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not ...""",0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,22,0,0,330,,3,2,30,0,7,0,7,0,0,9
440726,"White lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,3,6,0,4,0
440728,"Iroko, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,36,0,0,0,0,0,0,0,0,0,,116,71,139,86,95,84,151,144,208,349
440792,"Beech """"Fagus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,28,0,0,0,0,0,10,208,1291,527,,961,875,612,113,59,101,18,12,7,26
440839,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,0,0,0,0,0,,222,93,38,150,59,79,110,77,155,57,,43852,33121,30057,16801,15000,12411,9197,7402,6173,6050
440921,"Bamboo, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ...""",0,0,0,0,0,0,0,0,0,0,,52,161,190,59,136,223,173,471,161,117,,1387,885,314,101,198,66,97,100,96,76
441011,"Particle board of wood, whether or not agglomerated with resins or other organic binding substances ...",0,0,0,0,0,0,0,0,0,0,,1161,1240,1117,1061,973,824,1055,1376,1380,1404,,114155,150054,139586,70562,51916,60199,62034,52698,59675,84892
441090,"Board of bagasse, bamboo or cereal straw particles or other ligneous materials, whether or ...",0,0,0,0,0,0,0,0,0,0,,152,307,100,367,354,1117,967,479,573,842,,298,625,515,77,239,334,213,183,119,70
441239,"Plywood consisting solely of sheets of wood <= 6 mm thick (excluding of bamboo, plywood of ...",0,0,0,0,0,0,0,0,0,0,,866,810,706,458,350,210,261,101,95,130,,2982,4618,5463,1747,1237,1807,1790,1808,3509,3688
441879,"Flooring panels, assembled, of wood (excluding multilayer panels and flooring panels for mosaic ...",0,0,0,0,0,0,0,0,0,0,,237,349,176,193,502,860,764,602,1205,1334,,1800,1658,2175,734,409,663,1528,2096,229,1999
441911,"Bread boards, chopping boards and similar boards, of bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,698,1328,685,500,1021,,0,0,0,0,1,3013,4329,5459,6014,7193
442010,"Statuettes and other ornaments, of wood (excluding wood marquetry and inlaid wood)",0,0,5,0,0,0,0,0,1,0,,125,161,151,171,126,182,461,214,171,517,,5710,6285,7498,4726,4375,2809,3004,2769,2805,2921
442199,"Articles of wood, n.e.s.",0,0,0,0,0,0,1,0,2,0,,0,0,0,0,0,1992,1657,2112,2347,4160,,0,0,0,0,261,31241,32903,36217,33321,41909
450110,"Natural cork, raw or simply prepared """"merely surface-worked or otherwise cleaned""""""""",0,0,0,0,0,0,0,0,0,0,,0,18,0,2,0,0,0,8,0,108,,3,1,3,4,0,9,2,1,1,0
450410,"Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated ...",0,0,0,0,0,0,0,0,0,0,,596,232,70,106,235,105,78,104,38,127,,58495,51935,46636,34686,38647,36446,40522,48263,37748,36657
450490,"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ...",0,0,0,0,0,0,0,0,0,0,,514,192,105,56,82,70,117,36,42,89,,1913,1899,2242,1368,1364,1168,1209,1503,1665,2018
460193,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,439,221,1044,41,29,44,22,67,81,59
460211,"Basketwork, wickerwork and other articles, made directly to shape from bamboo plaiting materials ...",0,0,0,0,0,0,0,0,0,0,,4,5,21,9,9,17,14,27,35,15,,1928,2604,2352,1301,1719,1227,1076,1463,1180,1827
470311,"Unbleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,0,0,0,42,71,322,0,100,0,6002
480256,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,65019,76953,88633,58383,42200,27930,22630,17170,26159,27319,,105064,121921,106992,47967,37071,63581,57420,66067,57907,61111
480258,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,5,3,5,0,0,,703,626,785,1936,1011,102,82,167,32,74,,12322,12331,10756,5909,7596,9153,9298,8464,7439,10490
480431,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,80464,65489,58176,49099,46748,47859,50301,41570,37017,42797,,8859,12275,8499,5445,3776,4946,6334,6686,5825,7213
480511,"Semi-chemical fluting paper, uncoated, in rolls of a width > 36 cm",0,0,0,0,0,0,0,0,0,0,,0,12,0,35,45,0,5,0,0,14,,7859,6486,1268,2339,4398,2493,2128,2090,0,21
480591,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",2,0,0,0,0,0,0,0,0,0,,85,55,49,57,245,82,48,116,55,123,,42743,37817,42839,38805,49828,65917,76391,60233,55945,76236
480630,"Tracing papers, in rolls of a width > 36 cm or in square or rectangular sheets with one side ...",0,0,0,0,0,0,0,0,0,0,,2,23,28,2,6,0,0,1,16,1,,1174,1120,711,485,614,748,548,416,388,601
480920,"Self-copy paper, whether or not printed, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,6,0,65,200,18,55,10,18,28,8,,11527,11443,9175,6169,5350,5565,5601,4183,3258,3756
481032,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",0,0,0,0,0,0,0,0,0,0,,1649,1208,0,0,0,9,0,3,0,0,,18,56,38,78,285,59,5,49,4,2
481151,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",0,0,0,0,0,0,0,0,0,0,,0,365,112,6,48,93,255,34,30,7,,301641,341673,313033,207445,206448,199246,218073,189138,202777,220893
411390,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,0,,12011,15102,13819,18740,15556,11989,15086,14471,9951,12531,,158,21,33,198,8,16,0,112,9,66
420100,"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ...",0,0,0,0,0,0,0,0,0,0,,3901,3701,3431,3700,4095,4615,5342,5978,8148,12266,,10628,10602,9511,7123,6482,8081,9795,10988,13484,20223
392290,"Bidets, lavatory pans, flushing cisterns and similar sanitary ware, of plastics (excluding ...",0,0,0,0,0,0,0,0,0,0,,4849,3952,2366,2389,2382,1277,861,782,661,1216,,49039,66095,74074,40064,48097,65542,70823,77075,76787,104055
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",0,46,84,1,0,3,0,4,4,0,,20618,18081,13401,13783,13394,13933,12648,12981,11615,14053,,66807,90652,133063,80350,76778,85723,88689,98859,83855,112144
410229,"Raw skins of sheep or lambs, without wool on, fresh or salted, dried, limed or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,11,435,524,646,626,437,416,56,28,118,,0,0,0,0,0,5,23,0,0,0
410419,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the wet state """"incl. wet-blue"""", ...""",0,0,0,0,0,0,0,0,0,0,,47274,60912,65182,52467,35150,31736,211,1030,134,753,,35,0,0,0,22,879,434,263,121,284
410632,"Hides and skins of swine, in the dry state (crust), without wool on, whether or not split (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,2,0,0,0,3,,164,225,18,97,7,96,63,121,266,265
410712,"Grain splits leather """"incl. parchment-dressed leather"""", of the whole hides and skins of ...""",0,0,0,0,0,0,0,0,0,0,,45805,45968,42136,50635,34078,17638,22102,15992,17814,21641,,13666,12757,7413,3765,6188,9060,8017,6706,6398,7501
410791,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the portions, strips ...""",0,0,0,0,0,0,0,0,0,0,,61,0,117,33,0,25,0,11,16,23,,1593,442,433,504,963,945,579,1055,730,2051
411200,"Leather further prepared after tanning or crusting incl. parchment-dressed leather"""", of sheep ...""",0,0,0,0,0,0,0,0,0,0,,208,155,238,195,84,101,261,28,95,294,,2051,2712,1485,855,1034,1310,1216,1741,1110,1647
481390,"Cigarette paper, whether or not cut to size (excluding in the form of booklets or tubes, and ...",0,0,0,0,0,0,0,0,0,0,,139,7,130,50,3,0,4,10,1,0,,91166,80977,77116,59110,60239,37673,45519,42293,43186,44098
481710,Envelopes of paper or paperboard (excluding letter cards),0,0,0,0,1,0,0,0,0,0,,961,1104,488,679,1045,1338,966,872,686,414,,4535,4475,3884,1632,1131,2418,2150,2012,2186,2672
481810,Toilet paper in rolls of a width of <= 36 cm,0,0,0,0,0,0,0,0,0,0,,10248,13722,9774,2516,2461,3683,3938,4635,6571,6427,,47645,39538,32600,18626,14256,15493,16018,15181,13378,15044
481960,"Box files, letter trays, storage boxes and similar articles, of paperboard, of a kind used ...",0,0,0,0,0,0,0,0,0,0,,573,736,654,894,729,951,660,415,742,629,,4353,4344,4767,3008,2662,1871,2265,2509,2019,2879
482369,"Trays, dishes, plates, cups and the like, of paper or paperboard (excluding of bamboo paper ...",0,0,0,0,0,0,0,0,0,0,,2663,2636,2564,1348,2083,2400,1832,2318,2337,4262,,25862,28541,26324,16830,15789,16893,16103,17251,13767,15756
490300,"Children's picture, drawing or colouring books",0,0,0,0,0,0,0,0,0,0,,2894,2046,2817,1923,2102,3798,13083,3254,2137,1536,,19736,25044,21423,10113,8865,11311,12618,15254,12424,16050
490890,"Transfers """"decalcomanias"""" (excluding vitrifiable)""""",0,0,0,0,0,0,0,0,0,0,,5019,1062,1104,1261,1293,2776,1933,1625,1768,2025,,869,870,789,1113,1937,1729,2251,2116,1980,3196
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,0,0,0,0,0,0,0,0,0,0,,40682,51560,23703,6301,6930,6219,6568,5727,4526,9039,,2058,2366,2301,1713,2196,3143,2596,2902,4658,3474
320990,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified ...",0,0,0,0,0,0,0,0,5,0,,19869,12239,11194,8882,8980,10067,13372,9964,8499,9001,,66345,65127,53825,42614,45617,46731,55568,59549,60126,79324
321511,"Black printing ink, whether or not concentrated or solid",0,0,0,0,0,0,0,0,0,0,,20416,23859,16482,13815,15120,6968,7194,11054,10466,11315,,24868,25430,22908,16620,19597,21430,23191,23415,21089,25154
90240,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",0,0,0,0,0,0,0,0,0,0,,2603,2031,2168,1140,1596,1845,1442,1756,1845,1461,,448081,464272,476687,484074,444777,423962,396206,329417,322935,337232
90412,"Pepper of the genus Piper, crushed or ground",0,0,0,0,0,0,0,0,0,0,,1149,858,784,1420,1899,1549,1568,1590,1237,1259,,8235,5514,5034,4029,3973,3976,3854,3713,3646,4046
90811,"Nutmeg, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,1,1,0,52,34,26,10,7,55,1,,279,334,202,230,193,204,556,490,436,455
90822,"Mace, crushed or ground",0,0,0,0,0,0,0,0,0,0,,32,61,87,39,78,12,6,3,1,1,,1,17,0,19,5,22,10,6,8,12
90831,"Cardamoms, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,9,3,16,29,38,6,145,96,194,1,,428,514,486,311,450,776,1125,1289,1304,1876
90961,"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,136,60,53,178,112,112,77,75,135,53,,1566,1333,1573,1669,2405,2513,1828,1764,2356,3663
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",0,0,0,0,0,0,0,0,0,0,,6384,2424,1003,1528,1226,1318,1099,784,371,864,,1123,1399,2023,3051,1505,2345,2465,2634,2010,2664
282710,Ammonium chloride,0,0,0,0,0,0,0,0,0,0,,251,244,185,81,6,24,16,95,35,20,,2685,2754,1765,1463,1778,1498,1129,1498,1144,1786
282720,Calcium chloride,0,0,0,0,0,0,0,0,0,0,,256,139,100,291,94,202,79,129,74,46,,3041,3213,3352,753,1372,4217,3364,3757,1820,1485
283421,Nitrate of potassium,0,0,0,0,0,0,0,0,0,0,,71,9,75,35,100,30,6,31,2,14,,6111,5588,5445,3758,2782,3890,7321,10172,4702,6507
283692,Strontium carbonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,26,196,224,213,277,358,370,525,644,620
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",0,0,0,0,0,0,0,0,0,0,,2041,2042,1066,1953,9021,1320,1667,1160,996,2904,,77323,139832,150646,153900,112116,85689,91050,190686,155463,139074
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",0,0,0,0,0,0,0,0,0,0,,41,149,400,107,160,137,113,305,279,728,,779,936,691,529,590,712,755,707,870,1504
382370,"Fatty alcohols, industrial",0,0,0,0,0,0,0,0,0,0,,127,308,380,335,189,236,173,373,117,269,,46431,38758,38799,37527,43546,53998,44725,39454,44685,71063
382430,Non-agglomerated metal carbides mixed together or with metallic binders,0,0,0,0,0,0,0,0,0,0,,68,163,337,0,15,4,187,226,237,160,,10680,7945,6064,3688,3331,5962,6320,5197,2147,2153
382549,"Waste organic solvents, non-halogenated",0,0,0,0,0,0,0,0,0,0,,0,0,0,77,39,13,3,0,6,0,,1042,0,0,0,2,0,1,0,1,0
360200,Prepared explosives (excluding propellent powders),0,0,0,0,0,0,0,0,0,0,,6455,5004,5084,4927,6335,4850,3899,4540,2201,3512,,1807,2516,2165,849,1240,819,1051,1667,1050,0
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",0,0,0,0,0,0,0,0,0,0,,36,17,2,4,4,0,18,227,13,359,,11,49,48,8,7,3,2,3,4,1
370232,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,30,3,2,0,0,2,109,32,,141,141,191,114,200,228,219,174,127,125
370256,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,9,7,0,2,18,0,5,2,11,3,,12,20,12,20,20,47,62,53,24,62
370310,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide",0,0,0,0,0,0,0,0,0,0,,46,41,50,27,181,356,391,449,289,145,,6763,4778,4862,1698,625,731,396,312,294,416
380120,Colloidal or semi-colloidal graphite,0,0,0,0,0,0,0,0,0,0,,0,7,0,0,1,0,3,0,0,2,,1744,1316,1081,911,1195,1153,1179,1254,473,432
380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids (excluding salts of ...",0,0,0,0,0,0,0,0,0,0,,0,89,9,33,0,0,0,3,17,16,,11,15,14,18,34,26,17,55,29,66
380630,Ester gums,0,0,0,0,0,0,0,0,0,0,,119,78,19,0,45,1,0,1,20,5,,3948,5488,4820,4875,3567,3634,8231,8960,7377,6425
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...""",0,0,0,0,0,0,0,0,0,0,,153,484,267,264,196,343,312,458,296,506,,2433,2824,1766,618,881,776,997,1330,4668,8389
100111,Durum wheat seed for sowing,0,0,0,0,0,0,0,0,0,0,,41,0,12,799,14,0,961,5,2,71,,26905,18207,30693,1322,410,195,42,83,5554,7114
100620,Husked or brown rice,0,0,0,0,0,0,0,0,0,0,,18953,41845,44949,16294,23935,24921,22438,7706,3305,22624,,2224,3673,2317,1207,1478,782,973,1568,786,616
110813,Potato starch,0,0,0,0,0,0,0,0,0,0,,2277,1373,1382,988,508,523,563,266,172,257,,10968,11452,12297,10713,10121,12356,14330,12287,11588,15867
110820,Inulin,0,0,0,0,0,0,0,0,0,0,,0,0,94,0,0,1,3,1,6,44,,2921,2613,3082,1917,1978,2329,2318,2713,3453,4569
120230,"Groundnut seed, for sowing",0,0,0,0,0,0,0,0,0,0,,27,95,31,3,25,32,27,1,2,141,,0,0,0,0,0,0,0,0,6,0
120730,Castor oil seeds,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,3,0,0,,0,0,0,0,2,0,0,0,0,0
120760,"Safflower """"Carthamus tinctorius"""" seeds""""",0,0,0,0,0,0,0,0,0,0,,1685,899,307,373,855,895,911,19,50,36,,0,0,15,0,0,0,0,0,0,0
121300,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ...",0,0,0,0,0,0,0,0,0,0,,28805,45590,31117,23157,19919,22661,25703,37722,43003,40246,,0,10,0,0,1,2,8,0,0,0
130190,"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins (excluding gum ...",0,0,0,0,0,0,0,0,0,0,,229,451,572,465,99,409,204,1221,744,92,,14045,18108,20414,17072,17575,18100,24369,32479,19498,32266
220510,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,774,909,947,4965,1739,939,930,913,1886,1565,,120930,113082,81469,33538,28863,41759,28015,33948,29834,29837
230110,"Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves",0,0,0,0,0,1,0,0,0,0,,211873,256399,252714,209840,151112,165444,213922,175569,151467,161363,,39586,50127,56287,60680,50007,50229,41649,31824,35996,36419
230330,Brewing or distilling dregs and waste,0,0,0,0,0,0,0,0,0,0,,6972,6337,3775,3191,6341,3510,213,103,4936,39753,,685,3506,3076,1323,1497,1324,123,630,1336,1174
230641,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,0,0,0,0,0,0,,6483,20872,20994,3817,7282,0,0,0,0,0,,28,281,656,3418,3201,1712,12826,16727,20416,36081
240399,"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, ...""",0,0,0,0,0,0,0,0,0,0,,96,0,197,66,11,67,22,10,521,160,,28655,35098,25305,31765,39716,40933,109333,62285,54245,47368
250200,Unroasted iron pyrites,0,0,0,0,0,0,0,0,0,0,,3,0,16,14,0,2,0,13,0,0,,2763,5,24,0,12,15,26,21,25,48
250700,"Kaolin and other kaolinic clays, whether or not calcined",0,0,0,6,0,0,0,0,0,0,,5737,5240,3741,3398,4008,4485,3885,3835,3520,4874,,30403,30680,32167,25193,29214,32917,33080,35124,29532,32104
251010,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,0,0,0,0,0,0,0,0,,24,0,0,58,0,11,0,2,4,0,,0,0,0,9,0,7,0,1,0,0
251020,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,0,0,0,0,0,0,0,0,,1,35,97,2,18,0,0,0,0,29,,13761,24173,8030,14136,41816,43401,37265,43472,43155,62584
251611,"Granite, crude or roughly trimmed (excluding already with the characteristics of setts, curbstones ...",0,0,0,0,0,0,0,0,0,0,,1497,1737,2128,1421,838,1383,969,740,590,590,,3480,3944,3794,1314,2981,22011,26994,2216,1599,1817
251749,"Granules, chippings and powder, whether or not heat-treated, of travertine, ecaussine, alabaster, ...",0,0,0,0,0,0,0,0,0,0,,643,63,22,14,22,86,188,126,123,66,,10816,14634,15164,17399,3905,4669,7390,4404,2217,2424
252921,Fluorspar containing by weight <= 97% calcium fluoride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,4,0,9,,58261,33293,29947,28942,27380,25819,30426,32152,34179,37714
252930,"Leucite, nepheline and nepheline syenite",0,0,0,0,0,0,0,0,0,0,,4,4,0,52,23,0,0,96,54,6,,1715,1785,1871,904,775,839,959,995,1026,1252
253010,"Vermiculite, perlite and chlorites, unexpanded",0,0,0,0,0,0,0,0,0,0,,1434,2175,1563,635,453,369,364,387,482,581,,6912,7146,7645,6114,6050,7368,7437,8301,6772,8611
253020,"Kieserite and epsomite """"natural magnesium sulphates""""""""",0,0,0,0,0,0,0,0,0,0,,138,11,14,48,57,17,20,12,3,115,,257,79,182,763,29,4,34,10,23,12
260300,Copper ores and concentrates,0,0,0,0,0,0,0,0,3,0,,5509173,4961113,4924529,3708019,3444415,3642575,4504115,4253445,4613540,5849603,,207550,182985,175454,57776,111970,297276,500062,611970,333037,99967
260800,Zinc ores and concentrates,0,0,0,0,0,0,0,0,0,0,,1369188,1395794,1628755,1570517,877794,1344075,1908750,1761226,1368085,1897005,,127144,66562,81977,103807,105983,153020,153087,35652,102890,129250
262011,Hard zinc spelter,0,0,0,0,0,0,0,0,0,0,,28,868,3971,1795,1658,408,663,395,2583,9730,,111,185,113,305,150,193,334,169,254,620
262030,"Slag, ash and residues containing mainly copper",0,0,0,0,0,0,0,0,0,0,,266327,187767,164285,131363,158330,156036,183627,193248,224941,235806,,0,42,285,7,139,214,154,265,0,0
262040,"Slag, as and residues containing mainly aluminium",0,0,0,0,0,0,0,0,0,0,,223,10,136,699,65,167,24,97,35,241,,69,0,50,142,258,340,475,564,1154,1483
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",0,0,0,0,0,0,0,0,0,0,,43691288,38380799,35187114,29623822,28260420,40555876,47206109,44407758,32725070,43934284,,363952,278441,137588,80760,58827,161833,88960,76631,56150,170342
270820,Pitch coke obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,0,,12,0,0,0,0,0,6,0,0,83,,27855,21786,7626,1698,1717,817,22569,23260,4073,5597
271311,"Petroleum coke, non-calcined",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,11,0,0,0,9,,55441,62504,73125,65038,45016,35312,75428,84962,36480,53482
280110,Chlorine,0,0,0,0,0,0,0,0,0,0,,2927,2186,2093,1215,715,1169,1478,867,1640,2148,,327,419,569,1106,727,1983,788,253,38,12
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",0,0,0,0,0,0,0,0,0,0,,14,14,30,2,5960,2,0,0,0,8,,421,239,78,60,15,14,14,1677,76,15
280410,Hydrogen,0,0,0,0,0,0,0,0,0,0,,17,16,8,94,27,109,79,22,14,101,,71,15,22,65,71,34,54,22,21,28
280429,Rare gases (excluding argon),0,0,0,0,0,0,0,0,0,0,,3433,2534,1324,1218,2815,8340,1941,14341,39619,43515,,2546,2144,6571,3015,2464,5490,7832,6465,11271,22558
280440,Oxygen,0,0,0,0,0,0,0,0,0,0,,1731,2075,1560,935,1092,571,902,658,868,1036,,2660,4782,8669,3890,1867,1456,779,783,1167,5195
280461,"Silicon containing >= 99,99% by weight of silicon",0,0,0,0,0,0,0,0,0,0,,1415,1827,2426,2611,1983,1599,1764,2504,2648,3745,,2116,1860,3497,4002,8256,17971,21151,22961,12435,8660
280700,Sulphuric acid; oleum,0,0,0,0,0,0,0,0,0,0,,8816,2698,1075,344,906,457,5186,4700,7810,0,,1580,1541,1404,1365,1081,2887,2807,1712,2057,2413
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,439,397,978,1363,824,383,213,299,254,240,,13745,14419,13853,12486,12798,14377,18229,16010,17466,19901
