Product code,Product label,United States of America's imports from China-Value in 2012,United States of America's imports from China-Value in 2013,United States of America's imports from China-Value in 2014,United States of America's imports from China-Value in 2015,United States of America's imports from China-Value in 2016,United States of America's imports from China-Value in 2017,United States of America's imports from China-Value in 2018,United States of America's imports from China-Value in 2019,United States of America's imports from China-Value in 2020,United States of America's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
520951,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",1640,1618,1209,2367,855,1464,1227,1048,1285,677,,11435,19264,19370,22562,24878,28925,18193,19720,15336,14427,,9489,8768,7756,8226,7770,8669,7215,8416,8272,10130
843610,Machinery for preparing animal feedingstuffs in agricultural holdings and similar undertakings ...,706,1120,1351,898,855,685,3591,1276,503,674,,107605,107731,115592,111542,130810,117943,136748,137167,115906,100148,,67684,66804,71494,75540,52354,57879,67372,57386,64987,86614
90121,Roasted coffee (excluding decaffeinated),1112,1354,886,821,1272,1536,1672,1005,2174,667,,18199,22448,23335,47361,327137,313393,38237,19603,11484,11058,,631798,600520,607444,734679,786343,949543,876348,1011581,1053779,1485707
291412,"Butanone """"methyl ethyl ketone""""""""",13882,8589,11626,20989,6650,15020,18990,5388,4178,659,,134702,79835,132145,95909,67789,112490,194555,163794,177372,140695,,169375,156837,173364,176462,81507,118424,151155,106985,102514,133201
310560,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium ...,655,545,1912,1093,407,210,311,97,399,659,,10327,3797,2844,4285,2386,2522,4366,4896,7204,13038,,5159,4952,9437,9988,9435,9692,7578,12331,10544,23572
510910,"Yarn containing >= 85% wool or fine animal hair by weight, put up for retail sale",1328,2499,2000,3052,2061,1939,2867,1089,1029,659,,25431,36048,32407,20884,15004,14136,14696,12898,17234,20986,,26390,26324,25622,28473,24156,25607,27153,26097,25211,41232
720449,"Waste and scrap of iron or steel (excluding slag, scale and other waste of the production of ...",164,56,481,223,219,207,166,147,190,656,,22,19,6,260,48,163714,44998,258,18,449,,495457,489485,548122,324625,315344,514940,576606,382206,448954,715358
590490,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or ...",155,38,0,6,8,342,463,372,728,651,,26946,33086,22368,16607,17159,17464,19673,20738,40468,22811,,1128,1191,1137,509,1736,1632,1256,1931,1779,1952
847029,"Electronic calculating machines not incorporating a printing device, with mains connection ...",6921,7666,5033,4941,3672,3574,3204,611,433,649,,66499,35951,26555,26012,15390,16935,32937,20703,24237,29055,,7110,7825,5507,5345,4044,3893,4387,1681,877,1095
292023,Trimethyl phosphite,0,0,0,0,0,672,473,464,250,648,,0,0,0,0,0,4035,6777,617,1431,2576,,0,0,0,0,0,2492,2974,3267,2891,6550
251690,"Porphyry, basalt and other monumental or building stone, whether or not roughly trimmed or ...",275,446,494,919,1177,532,490,514,316,648,,5551,6850,26734,31681,21036,7811,6621,5122,4753,13537,,3752,3918,4969,5078,9182,8889,7952,8185,6847,8240
481620,"Self-copy paper, in rolls of a width of <= 36 cm or in rectangular or square sheets with no ...",341,259,619,351,500,248,398,377,354,648,,44180,47582,54190,48411,55559,57965,54207,48075,39548,44651,,922,1490,895,631,1002,1064,1526,2317,1822,2624
846019,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",1094,778,1432,992,1077,1219,1221,896,243,646,,17308,19382,19954,18136,14306,13568,15157,18176,13038,15221,,31783,20920,21437,24506,23424,17704,23300,23354,14518,24009
290611,Menthol,13134,4637,2399,1515,2548,3527,15012,1725,1383,646,,198516,157783,130569,123667,121204,145188,200290,191685,131853,106789,,152302,115240,92415,78086,78078,75862,127191,117289,117348,86276
870390,"Motor cars and other vehicles principally designed for the transport of persons, incl. station ...""",1638,3770,3535,2840,3834,17917,374,588,426,641,,38327,44505,43420,100877,111392,33382,17620,15113,4843,6700,,506380,372429,853847,699553,617880,456895,124089,93291,24343,87329
910111,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",1000,759,827,1921,2794,1243,890,316,131,636,,2623,5325,7107,37437,42413,16102,10049,57885,52627,63491,,148771,116655,143405,122433,105651,102546,111304,101587,62983,86244
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,1299,1254,1403,880,821,973,500,191,358,635,,19936,16876,19372,21786,20837,25115,17857,11614,6500,8239,,2522,2891,2887,1697,6743,1952,913,4446,4356,5750
711411,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of silver, whether or not ...",2506,1933,966,1273,1328,862,1140,459,86,632,,38520,18726,35231,37642,48534,17492,10231,16342,62020,57455,,32756,36756,36054,31418,33066,31766,33643,25979,21481,38514
900890,"Parts and accessories for image projectors, photographic enlargers and reducers, n.e.s.",13130,10218,7835,7627,3423,3340,4891,1186,529,629,,33078,29779,26128,24990,23524,24927,31759,23545,18524,20233,,35598,27485,21056,20031,18340,18558,16874,12680,7317,7463
740610,"Copper powders, of non-lamellar structure (excluding grains of copper)",8169,5023,5923,5024,3807,2183,2052,293,557,629,,49644,36668,36713,28559,24411,27607,29979,27622,25143,38987,,34216,31447,34387,29523,29947,33057,34053,28755,21222,36955
520922,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",1672,987,665,1724,995,310,614,535,239,628,,15232,14991,23851,25818,30145,24541,23929,30036,22887,34199,,20037,12791,13625,14480,11352,7844,7652,5200,2300,2891
551644,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",14,0,37,1,49,817,850,669,843,627,,4286,4500,3180,4507,3347,5040,5948,6969,13503,10313,,356,445,479,359,455,1300,1282,934,979,1345
110630,"Flour, meal and powder of produce of chapter 8 """"Edible fruit and nuts; peel of citrus fruits ...""",577,949,688,306,613,1083,895,482,485,625,,2695,3290,5215,8835,15870,19958,10557,17775,19223,10203,,6734,9593,12527,9384,12224,16287,23957,19275,23237,27086
220860,Vodka,693,164,294,653,334,716,1073,890,636,625,,3444,1031,971,1952,1940,2156,3377,3207,825,885,,1885617,1794385,1647038,1619646,1638050,1470954,1557424,1490679,1374567,1456784
281000,Oxides of boron; boric acids,1629,852,741,266,345,124,466,348,488,624,,8456,7051,6986,14120,4525,2228,2250,3694,4282,7219,,46451,39924,41519,28595,30371,25570,31847,26700,31274,41652
510610,Carded wool yarn containing >= 85% wool by weight (excluding that put up for retail sale),348,4536,4454,835,979,852,960,312,447,623,,86032,71315,76689,78967,61232,53569,109313,104059,62931,65074,,25783,31861,32448,30884,26402,21911,21713,16216,10551,17153
901090,"Parts and accessories for apparatus and equipment for photographic or cinematographic laboratories, ...",7003,6712,5516,6621,7150,8380,7393,1031,768,620,,4543,4560,2256,1966,1839,1181,1103,1378,987,944,,40048,44677,29424,24907,22607,19726,22169,13594,9035,11691
740940,"Plates, sheets and strip, of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc ...""",23,0,232,301,687,981,439,785,117,619,,8579,8646,16623,17292,13047,16627,20567,18491,21782,32779,,38767,51396,60383,59171,47543,52242,72771,52144,46228,80077
741510,"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron ...",304,390,374,289,403,432,628,711,541,619,,1747,2158,3992,2500,11360,1940,2152,2243,3622,4372,,1616,1757,1307,3041,2750,2652,2746,2538,1763,1815
870340,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,25,42,296,58,619,,0,0,0,0,0,13080,8720,8754,46632,95322,,0,0,0,0,0,5886826,5492805,8125843,8071878,10181836
310530,"Diammonium hydrogenorthophosphate """"diammonium phosphate"""" (excluding that in tablets or similar ...""",1640,852,152226,91659,3295,41591,6459,1269,470,618,,2165522,1698207,2138492,3669590,2289824,2207823,3080694,2314620,1826319,3325872,,52541,74640,232228,290471,212872,286029,491014,458326,309211,854859
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",2727,961,1276,524,979,6158,863,231,465,616,,199679,174654,255431,215257,209498,213562,204130,229724,155644,351114,,1367057,1480163,1569053,1507958,1444665,1391456,1517677,1462254,1280663,2152547
842699,"Ships' derricks; cranes, incl. cable cranes (excluding overhead travelling cranes, transporter ...",2247,923,977,5203,3086,2463,43626,1320,579,615,,61543,50831,38948,54798,261585,45377,62005,39787,36412,41522,,30319,41855,39991,65795,39434,50500,93979,43137,39068,42628
810990,"Articles of zirconium, n.e.s.",1133,1173,115,1342,441,397,679,445,2648,614,,3130,2380,502,1815,598,1640,6807,3483,6270,2726,,58641,57813,58192,56468,67423,72277,67008,67522,64918,63696
81120,"Frozen raspberries, blackberries, mulberries, loganberries, black-, white- or red currants ...",564,1793,4316,2525,1771,1691,884,63,200,610,,33934,38293,30922,42155,22891,18280,17119,21480,25603,37560,,84846,104705,142958,137592,118603,84067,93953,84744,103668,172289
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium ...,1920,1329,2388,1943,5134,5656,8131,1521,796,610,,34294,24538,29852,37736,41594,60351,77835,83635,85146,92603,,133865,114579,109266,108442,128664,93032,126959,118257,87594,106817
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excluding ...",0,3,4,0,65,12,197,393,461,609,,10927,11516,10100,12433,17637,19860,22763,25454,25145,25972,,386020,384955,378365,396624,448906,477504,482191,493225,449683,683223
845612,"Machine tools for working any material by removal of material, operated by light or photon ...",0,0,0,0,0,441,436,507,799,602,,0,0,0,0,0,5590,3045,2512,2229,1545,,0,0,0,0,0,8108,3820,4480,3922,3341
960310,"Brooms and brushes, consisting of twigs or other vegetable materials bound together, with or ...",553,448,617,978,445,786,439,416,510,601,,34805,35387,34334,33700,32784,31159,29239,29116,31582,27866,,22251,21950,24214,25136,22831,20799,18709,16849,16404,14793
570232,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",2102,2220,1993,1332,1388,519,1483,858,200,601,,656,1382,2242,1197,2010,932,1028,824,1367,4551,,28932,29373,27714,31300,31596,28204,29686,32396,24208,37893
370500,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard ...",0,0,0,0,0,193,537,231,252,600,,0,0,0,0,0,901,1332,883,1925,954,,0,0,0,0,0,234917,276672,265573,260933,227493
690740,Finishing ceramics (excl. refractory),0,0,0,0,0,114138,95901,49898,2194,599,,0,0,0,0,0,75360,17148,14306,13583,10463,,0,0,0,0,0,478806,341966,239587,191484,194812
841382,Liquid elevators (excluding pumps),1816,665,2584,1756,783,579,919,557,518,597,,4796,2734,3144,1429,905,1039,1622,3183,1999,2504,,10318,8086,9955,5393,11786,5157,5254,5835,5388,4406
741129,"Tubes and pipes of copper alloys (excluding copper-zinc base alloys """"brass"""", copper-nickel ...""",902,2054,1531,1727,2154,4111,2959,874,842,597,,66261,49132,22972,16091,12763,12142,10948,10926,11432,13935,,13418,12745,11991,10366,10392,10296,9626,9634,11874,20693
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",8564,3978,3505,3211,2540,784,1248,1106,1124,593,,219638,232656,251982,240236,225548,243450,293649,352440,371421,415590,,63522,61033,75518,76809,89615,86293,110246,118059,105056,117763
190490,"Cereals (excl. maize [corn]) in grain or flake form or other worked grains, pre-cooked or otherwise ...",5364,2717,2940,3931,3446,3771,2784,852,510,589,,55977,41931,41048,40953,53631,42619,42925,42398,46779,42067,,144402,151679,160878,160031,131773,138374,171561,187223,234386,250422
290944,Monoalkylethers of ethylene glycol or of diethylene glycol (excluding monobutyl ethers),196,345,342,271,140,513,760,180,256,588,,3758,8033,5348,5134,4632,6455,5022,6709,8322,15121,,11698,13369,18343,7634,12974,13784,19900,7801,4607,7181
890391,"Sailboats and yachts, with or without auxiliary motor, for pleasure or sports",5327,3573,4860,10757,2490,5677,7127,1490,3793,584,,17535,23877,13299,20993,10768,27448,19111,26963,24783,8643,,113675,125986,140206,139172,167785,158213,183653,150304,155588,221025
80310,Fresh or dried plantains,643,13,0,0,0,27,0,0,0,582,,1,0,0,0,0,0,1225,1991,0,0,,170383,172292,168123,179396,194589,227945,235223,227330,250026,246100
30355,"Frozen jack and horse mackerel """"Trachurus spp.""""""""",0,553,409,1001,1083,1123,1049,549,729,579,,1630,2146,2335,1241,23180,15716,3792,2495,8718,14482,,1522,2182,3238,2705,2977,3022,3580,2842,4094,3704
611239,"Men's or boys' swimwear of textile materials, knitted or crocheted (excluding synthetic fibres)",90,104,73,60,99,111,202,375,351,577,,1274,1469,1305,1125,986,981,767,801,549,469,,301,182,245,249,301,467,376,554,381,876
271119,"Gaseous hydrocarbons, liquefied, n.e.s. (excluding natural gas, propane, butane, ethylene, ...",0,0,150,82,0,0,0,76,228,577,,3718,2603,6742,13189,1516,1661,639,1220,1322,396,,147243,175341,94162,66602,44421,68344,77904,70887,99414,73338
580429,"Mechanically made lace in the piece, in strips or in motifs (excluding that of man-made fibres ...",1505,1663,2485,2197,2032,1553,1068,586,505,576,,33514,51284,119100,114293,119759,94539,69826,71008,58390,77441,,5325,5216,6239,5336,4234,3782,2877,1892,1429,2155
690600,"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ...",68,61,120,254,267,525,946,732,391,574,,9121,8412,11525,9706,8898,14517,14363,14722,13163,17362,,352,547,1254,846,1069,1043,1615,1004,687,1082
500710,Woven fabrics of noil silk,1458,524,518,676,988,959,994,881,376,570,,5874,8119,8271,3175,2856,1915,1729,1765,1049,2199,,3908,2763,2800,3084,2943,2654,3452,3702,2475,3679
230690,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,16,32,34,87,96,399,196,505,565,,51805,38342,42751,27091,31040,34246,42290,23775,26849,29817,,8461,10589,9883,19190,10872,14777,15652,14719,10497,12410
291910,"Tris""""2,3-dibromopropyl"""" phosphate""""",6616,1563,3287,819,154,255,279,255,176,564,,,,,,,,,,,,,7905,1687,3397,876,255,437,510,490,378,614
440729,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",906,1346,795,1364,2465,3089,2847,1359,756,561,,2829,2410,3537,4590,15164,8969,2876,3148,2684,5157,,168231,160783,179122,182068,158592,164281,177405,208514,176702,222687
220421,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",224,345,136,188,953,563,358,65,475,558,,75396,37004,130045,412683,539994,434072,362631,89550,24281,74816,,4035392,4301310,4349460,4333362,4369575,4565911,4773627,4706025,4209152,5011333
721912,"Flat-rolled products of stainless steel, of a width of>= 600 mm, not further worked than hot-rolled, ...",34371,12366,4760,2386,1584,3492,1568,710,126,556,,628214,754838,1066043,716386,679760,820002,752095,582989,315852,359258,,268978,121756,49334,30735,23126,44438,38928,34863,19007,26529
400291,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",2704,2588,1996,1514,1403,1352,1563,1011,380,555,,104,123,85,321,209,2492,9123,7556,5325,8740,,13847,11027,9274,8820,20747,20921,23421,19410,17719,43697
480459,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",47,60,116,90,102,27,254,222,282,555,,1881,496,555,1301,3089,1368,2182,1013,1066,1278,,4375,4081,4614,5156,4945,6816,7781,5779,6324,4748
390769,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of < 78 ml/g""""",0,0,0,0,0,2057,7805,131,140,555,,0,0,0,0,0,332260,527572,560237,315071,594627,,0,0,0,0,0,349124,235161,246849,173531,266590
481039,"Kraft paper and paperboard, coated on one or both sides with kaolin or other inorganic substances, ...",572,444,994,814,1701,2250,1678,1068,410,552,,3850,6535,9281,10155,7115,9346,6425,12724,11120,18664,,126818,184612,195837,155439,167322,140698,155767,133348,145312,196686
321000,"Paints and varnishes, incl. enamels, lacquers and distempers (excluding those based on synthetic ...",452,282,281,466,405,516,766,923,371,550,,20160,22755,25685,26037,16681,22314,27394,25451,19284,21680,,9582,9438,11438,14169,13342,10855,10331,9435,9813,12063
591110,"Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, ...""",1301,2447,6571,11638,11075,4956,2961,797,355,543,,6629,7423,8896,11530,7360,9236,8812,10166,8866,8994,,71024,65493,70701,71468,67431,64198,58232,59137,62033,70647
840219,"Vapour generating boilers, incl. hybrid boilers (excluding central heating hot water boilers ...",181,293,156,410,151,825,200,1216,494,542,,124586,179209,111238,176820,102961,109434,132235,144826,136646,93477,,24785,179629,29853,37690,33504,188855,26518,29240,27315,39523
30329,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",563,116,5,0,87,505,397,334,535,542,,4616,153,7,12,113,53,32,39,12,289,,2190,476,1047,537,712,948,842,1326,805,1082
283319,Sodium sulphates (excluding disodium),167,249,414,579,797,1838,324,350,1262,541,,1538,1115,1802,2115,2987,2442,1439,2598,2856,1766,,2230,2109,3530,4880,5198,5497,4681,2576,6468,2715
30611,"Frozen rock lobster and other sea crawfish """"Palinurus spp."""", """"Panulirus spp."""" and """"Jasus ...""",2533,3917,3351,4496,10240,6155,2445,28,89,537,,2133,3564,2575,2305,2073,2136,1984,1978,1611,1835,,222818,231180,222953,235898,187407,211830,231548,256162,249561,335771
551423,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",2655,2441,1761,1460,760,610,444,525,377,536,,246537,248141,253696,231325,204887,143664,134264,116736,82800,88111,,2843,2659,2263,1872,1493,1335,1122,1819,1471,2850
