Product code,Product label,Japan's imports from Viet Nam-Value in 2012,Japan's imports from Viet Nam-Value in 2013,Japan's imports from Viet Nam-Value in 2014,Japan's imports from Viet Nam-Value in 2015,Japan's imports from Viet Nam-Value in 2016,Japan's imports from Viet Nam-Value in 2017,Japan's imports from Viet Nam-Value in 2018,Japan's imports from Viet Nam-Value in 2019,Japan's imports from Viet Nam-Value in 2020,Japan's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
441840,Wooden shuttering for concrete constructional work (excluding plywood boarding),0,0,0,0,0,0,0,0,0,0,,8,12,56,22,65,92,148,121,796,12451,,4226,3303,3734,3752,1828,1876,2729,2848,1667,1963
480421,"Unbleached sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding goods of heading ...",0,0,0,0,0,0,0,0,0,0,,199,40,28,46,114,368,330,555,380,2312,,3271,2422,1583,1347,1513,1331,1190,948,1074,764
480550,"Felt paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets with ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6,,117,35,5,0,35,2,12,21,40,122
480592,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,0,0,0,0,0,3,0,0,0,,47,0,208,0,111,403,149,0,1,16048,,2219,1431,815,415,395,474,357,356,415,606
481013,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,0,0,0,0,2,0,0,0,0,,521,355,98,100,76,74,185,217,137,1638,,361388,218954,147937,82562,69693,37737,15151,105073,37663,31376
440110,"Fuel wood, in logs, billets, twigs, faggots or similar forms",3,9,11,13,9,0,0,0,0,0,,412,1398,491,176,586,870,0,0,0,5,,326,337,258,327,508,0,0,0,0,0
440610,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated""""",13,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,,,10853,8716,7929,8573,8132,0,0,0,0,0
440612,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,7003,10379,8013,5233,5137
441194,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,0,0,0,0,0,0,0,0,,0,174,14,4,29,11,34,50,30,16,,611,631,1109,471,423,460,395,509,645,892
442110,Clothes hangers of wood,51,7,8,11,25,24,0,0,26,0,,1332,1618,2048,1780,7193,8239,2458,3426,3406,1138,,13707,14354,15371,14114,14407,12266,13643,13058,10165,11310
450190,"Cork waste; crushed, powdered or ground cork",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,,,2219,2586,3083,1876,2285,2209,2962,3717,2652,2544
470411,"Unbleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,119,125,0,0,0,0
470429,"Semi-bleached or bleached non-coniferous chemical wood pulp, sulphite (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,725,602,633,461,622,572,997,1260,901,945
470630,Pulps of fibrous cellulosic bamboo material,0,0,0,0,0,0,0,0,0,0,,0,2,3,0,4,0,0,0,0,,,121,149,106,162,161,139,310,575,472,1040
470691,"Mechanical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,0,0,9,0,0,0,0,0,0,,,145,70,37,71,79,11,9,10,7,8
480100,"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,15,45,36,4,7,13,13,426,120,139,,42665,34663,32365,25489,13541,6084,2975,1095,1548,1217
480255,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",6,22,9,0,0,0,0,0,0,0,,7187,633,396,859,4504,22716,2683,2988,1745,615,,33722,17549,14147,10971,9023,6632,6883,8729,10135,9696
390760,"Poly""""ethylene terephthalate"""", in primary forms""""",4486,6652,5480,4307,2346,0,0,0,0,0,,17522,17612,28084,48476,8976,23346,0,0,0,991,,1232441,1251732,1155333,980448,947516,0,0,0,0,0
391212,"Plasticised cellulose acetates, in primary forms",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,3,,1594,2929,1151,949,1044,820,1488,908,684,939
391220,"Cellulose nitrates, incl. collodions, in primary forms",0,11,0,0,0,0,0,0,0,0,,2,10,0,0,0,10,16,40,20,65,,17567,14675,13647,11647,13338,12344,12714,11480,10173,11512
391239,"Cellulose ethers, in primary forms (excluding carboxymethylcellulose and its salts)",0,0,0,0,0,0,0,0,0,0,,468,382,342,297,431,248,110,277,360,107,,39985,40239,39069,39959,35087,38926,47150,49067,40095,43075
391290,"Cellulose and chemical derivatives thereof, n.e.s., in primary forms (excluding cellulose acetates, ...",0,0,0,0,0,0,0,0,3,0,,167,188,291,349,523,657,319,433,176,52,,78276,52929,62192,68981,55760,59285,76306,81860,77152,85328
391530,"Waste, parings and scrap, of polymers of vinyl chloride",0,0,0,0,0,0,0,0,0,0,,2201,2395,2372,1221,792,556,323,65,119,2478,,0,0,31,31,61,90,25,33,0,19
390290,"Polymers of propylene or of other olefins, in primary forms (excluding polypropylene, polyisobutylene ...",0,0,0,0,0,0,0,0,0,0,,142,308,357,395,2972,17317,20298,3054,4354,6626,,65395,65978,73178,69655,86705,86460,83758,77985,65855,88615
381400,"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ...",13,0,0,7,0,0,0,0,53,0,,5400,6920,7834,6967,7426,8986,8729,15036,14543,5453,,45494,50263,53703,48438,50036,50066,53558,55880,53451,64708
381511,"Supported catalysts with nickel or a nickel compound as the active substance, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,0,132,8,0,,,40793,62284,36634,37128,41464,51438,40836,45031,37079,36228
382000,Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ...,0,0,0,0,0,0,0,0,0,0,,38,66,12,0,136,89,186,170,20,25,,6475,6146,6983,4437,4438,5698,5715,6259,4884,5655
382100,"Prepared culture media for the development or maintenance of micro-organisms incl. viruses ...""",0,0,0,0,0,0,0,0,0,0,,1,4,365,704,1093,1393,1750,2093,2033,824,,83807,86769,90636,85593,91593,101770,109539,114932,118289,145070
382440,"Prepared additives for cements, mortars or concretes",0,0,0,0,0,0,0,0,0,0,,738,1605,5261,4754,3582,3862,6709,7551,9432,7265,,3492,2753,3209,2958,3369,3480,4173,4251,4940,8267
382474,"Mixtures containing hydrochlorofluorocarbons """"HCFCs"""", whether or not containing perfluorocarbons ...""",0,0,0,0,0,0,0,0,0,0,,1,0,0,54,21,0,0,0,0,1027,,0,0,0,6,17,0,0,58,357,774
401019,"Conveyor belts or belting, of vulcanised rubber (excluding reinforced only with metal or only ...",0,0,0,0,0,16,94,11,0,0,,687,4287,1352,344,681,780,1203,2413,1617,722,,1936,1706,2508,2132,1518,1905,1721,1761,3872,5776
401032,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",0,0,2,0,2,20,10,0,0,0,,19,6,8,38,35,49,60,34,39,177,,16978,13762,12244,9765,10002,10045,9099,9376,8394,9259
401130,"New pneumatic tyres, of rubber, of a kind used for aircraft",0,0,0,0,0,0,0,0,0,0,,0,125,0,91,184,488,177,100,160,157,,7844,7328,6536,7295,7573,6704,6870,6954,5495,6227
401161,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",63,78,72,0,3,0,0,0,0,0,,1224,1017,1340,1318,2045,3078,0,0,0,,,32205,27325,29231,25814,26029,0,0,0,0,0
401219,"Retreaded pneumatic tyres, of rubber (excluding of a kind used on motor cars, station wagons, ...",0,0,0,0,0,0,0,0,0,0,,68,4,4,19,9,1,1629,1527,245,9,,41,29,71,34,10,9,21,14,24,30
400211,"Styrene-butadiene rubber latex """"SBR""""; carboxylated styrene-butadiene rubber latex """"XSBR""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,94,5,28,599,1657,494,81,1745,,3874,3334,1660,1287,1345,556,1069,1089,699,959
392073,"Plates, sheets, film, foil and strip, of non-cellular cellulose acetates, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,37,0,80,6,0,11,6,,11997,7689,19238,9865,12231,11903,22158,28470,33518,31955
410530,"Skins of sheep or lambs, in the dry state """"crust"""", without wool on, whether or not split ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,12,14,97,217,131,95,29,,4153,4411,4099,3079,4348,3017,2322,1493,835,646
410622,"Hides and skins of goats or kids, in the dry state """"crust"""", without wool on, whether or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,8,54,0,51,30,93,18,1,,4807,3982,3843,3294,3145,3220,2693,1941,1053,1036
430130,"Raw furskins of the following types of lamb: Astrakhan, Caracul, Persian, Broadtail and similar, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,8,0,0,0,0,0,0,0
200971,"Apple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar or ...",0,0,0,0,0,0,0,0,0,0,,1,0,1,146,168,169,94,422,120,105,,2254,2239,2027,1899,3219,3376,3194,3965,3618,4216
281217,Thionyl chloride,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,516,590,608,783,897
281310,Carbon disulphide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,3535,3223,3091,3025,2996,2816,2553,2673,1828,1493
281511,"Sodium hydroxide """"caustic soda"""" solid""""",0,0,0,0,0,0,0,0,0,0,,28,30,58,36,107,182,162,310,625,623,,11406,9710,8928,6794,6487,6890,6013,6359,4480,5414
281512,"Sodium hydroxide """"caustic soda"""" in aqueous solution """"soda lye or liquid soda""""""""",0,0,0,0,0,0,0,0,0,0,,550,362,176,128,146,91,48,307,48,44,,1180,613,673,681,620,664,757,941,1020,1973
250590,"Natural sands of all kinds, whether or not coloured (excluding silica sands, quartz sands, ...",0,0,0,0,0,0,0,0,5,0,,834,6642,8806,6934,4777,4121,4120,7583,7780,262,,3594,1820,1443,1807,2407,1875,2316,2064,1623,1914
340213,"Non-ionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",10,0,0,0,0,0,0,0,0,0,,158,111,246,125,195,261,800,506,724,1524,,64907,49509,56904,47005,49509,52323,54163,55273,55072,82236
251310,Pumice stone,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,2,227,,1310,1154,1098,772,1107,929,1044,1441,1504,1330
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",0,0,0,0,0,0,0,0,0,0,,100,95,0,0,0,0,0,0,0,8,,23024,20632,30737,21151,24783,24843,25190,24510,22388,20098
330130,Resinoids,0,0,0,0,0,0,0,0,0,0,,0,0,9,0,0,0,1,0,0,72,,1692,919,905,603,702,828,830,862,602,401
330290,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ...",0,0,0,0,0,0,0,0,0,0,,3156,1816,652,1090,1295,1539,1756,1321,1557,772,,119956,120468,148860,135472,160048,171514,179175,176259,172377,199775
330530,Hair lacquers,0,0,0,0,0,0,0,0,0,0,,51,11,24,40,13,9,508,1164,1299,418,,855,1451,816,759,566,577,672,689,658,388
340510,"Polishes, creams and similar preparations, for footwear or leather, whether or not in the form ...",0,0,0,0,0,0,0,0,0,0,,82,40,145,58,117,183,60,33,27,108,,5785,5960,5918,5695,6014,5531,7856,6165,4784,6031
350219,"Egg albumin (excluding dried [e.g. in sheets, scales, flakes, powder])",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,19,2,15,9,0,862,2066,1078,0,87
380700,Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,,,3682,3684,3779,3151,3006,3679,3989,3983,4936,4801
381090,"Fluxes and other auxiliary preparations for soldering, brazing or welding; preparations of ...",3,0,0,0,0,0,0,0,0,0,,1182,1410,884,830,827,649,864,1024,659,651,,5783,4810,4464,3840,3929,3627,4032,3448,2708,3836
360300,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators ...,6,9,0,0,0,137,14,10,15,0,,0,0,0,0,0,0,1504,826,1303,1277,,60402,49758,58766,58745,55420,52752,57867,63808,63063,66233
370239,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,0,0,2,,,812,393,157,272,194,185,14,20,17,2
370254,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1922,531,586,346,187,273,502,891,978,1547
370296,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,,,366,252,414,202,158,200,235,850,418,408
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,18,0,0,,,2583,3031,2662,2610,2356,2463,2367,2618,1995,2671
380190,"Preparations based on graphite or other carbon in the form of pastes, blocks, plates or other ...",0,0,0,0,0,0,0,0,0,0,,0,0,80,745,304,1919,1258,884,2793,106,,31583,22613,23395,27968,12768,19270,29920,33705,16923,21054
150210,"Tallow of bovine animals, sheep or goats (excluding oil and oleostearin)",0,0,0,0,0,0,0,0,0,0,,2966,1495,346,53,0,347,0,0,292,,,57251,42555,38268,26177,19576,16568,15607,14646,7857,8550
151190,"Palm oil and its fractions, whether or not refined (excluding chemically modified and crude)",0,0,0,0,0,0,0,0,0,0,,64557,48386,50650,49002,49136,46309,45030,44869,54605,2045,,636040,529343,520227,442375,451666,528828,536389,497677,545977,674774
151329,"Palm kernel and babassu oil and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,67,66,0,7,1,0,1,,119616,89406,124682,85420,97080,101187,93289,62216,63570,109868
151710,Margarine (excluding liquid),0,0,0,0,0,0,0,0,0,0,,90,83,81,164,251,685,1672,2855,2885,1272,,1643,1420,1387,1203,687,770,559,440,522,636
160290,"Prepared or preserved meat, offal, blood or insects (excl. meat or offal of poultry, swine ...",0,0,0,0,0,0,0,0,0,0,,6,5,6,270,385,941,1216,1275,676,8,,1177,702,1161,667,422,770,905,866,1007,1133
160569,"Aquatic invertebrates, prepared or preserved (excluding smoked, crustaceans, molluscs, sea ...",0,0,0,0,0,0,0,0,0,0,,1801,2297,4,615,942,1485,722,427,546,1195,,96,267,645,613,219,143,619,101,603,15
170191,"Refined cane or beet sugar, containing added flavouring or colouring, in solid form",0,0,0,0,0,0,0,22,0,0,,0,0,0,0,0,0,0,1,9,215,,3556,3901,4415,4859,3536,3723,3186,4787,2767,3405
170260,"Fructose in solid form and fructose syrup, not containing added flavouring or colouring matter ...",0,0,0,0,0,0,0,0,0,0,,33,23,0,0,3,7,0,4,1,71,,439,639,989,1209,1399,2237,4623,3863,3090,4099
190240,"Couscous, whether or not prepared",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,11,,247,371,356,469,272,425,268,229,385,291
190420,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes ...,0,0,0,0,0,0,0,0,0,0,,300,597,252,209,328,2069,884,1039,1032,5659,,1305,1832,2447,3006,3781,3417,4230,5776,7636,8958
200911,"Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,131,0,1,51,108,55,505,,138660,119054,94445,96451,90107,84144,103760,91002,81525,52048
252010,Gypsum; anhydrite,0,0,0,0,0,0,0,0,0,0,,10,0,114,0,2,117,43,16,0,,,72201,80322,95571,71234,65352,72098,90320,92552,86162,94391
252910,Feldspar,0,15,0,0,0,0,0,0,0,0,,82,95,5,38,48,6,36,199,11,34,,5371,5313,5171,6327,6033,5886,4864,5633,5193,5897
260120,Roasted iron pyrites,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,13,40,38,31,49,75,35,15,0,0
260500,Cobalt ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,168,0,0,3,2,0,0,0,4
261220,Thorium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,2783,4750,2305,1946,535,458,397,498,226,1403,,0,0,34,17,35,31,0,0,0,31
261690,Precious-metal ores and concentrates (excluding silver ores and oncentrates),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,92127,77149,86774,33286,96207,35339,35304,78663,128496,102617
262029,"Slag, ash and residues containing mainly lead (excluding leaded gasoline sludges and leaded ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,0,0,0,0,1137,,275,0,98,2368,13892,0,269,0,0,0
270210,"Lignite, whether or not pulverised, non-agglomerated (excluding jet)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,,,3226,3426,1831,2188,2018,2157,2950,2894,3380,2175
271020,Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations ...,0,0,0,0,0,0,0,0,0,0,,0,0,55,0,0,0,0,0,0,,,48,470,176,89,101,82,184,141,138,196
271113,"Butanes, liquefied (excluding of a purity of >= 95% of N-butane or isobutane)",0,2,0,0,0,0,0,0,0,0,,494,26,17,0,37,520,628,814,1236,2098,,3168790,2619214,2240520,1046157,813362,874354,1042736,855091,683269,851877
271114,"Ethylene, propylene, butylene and butadiene, liquefied (excluding ethylene of a purity of >= ...",0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,7882,6449,0,,,47900,18553,181,173,8375,26523,20051,4430,2237,5309
271129,"Hydrocarbons in gaseous state, n.e.s. (excluding natural gas)",0,0,0,0,0,0,0,0,0,0,,48,20,0,1,5,14,0,0,2,157,,0,11,3,31,0,0,0,86,3,0
271290,"Paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, ...",0,0,0,0,0,0,0,0,3,0,,1074,993,231,421,274,165,108,22,90,125,,16353,16783,16787,16353,20443,25834,47120,59975,36552,30450
271312,"Petroleum coke, calcined",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,15,81,92,0,,,50649,28537,31146,27799,21869,25604,60992,39040,17322,31175
280130,Fluorine; bromine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,6718,6654,6044,2720,3452,3367,3183,3600,4560,5681
280511,Sodium,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,5097,7712,8113,6801,5367,5864,6536,5808,5734,6570
281119,"Inorganic acids (excluding hydrogen chloride """"hydrochloric acid"""", chlorosulphuric acid, ...""",0,0,0,0,0,0,0,0,0,0,,2,1,0,23,10,300,7,5773,32,669,,19152,10764,19475,13685,16958,13979,10677,10500,8227,8686
30612,"Frozen lobsters """"Homarus spp."""", even smoked, whether in shell or not, incl. lobsters in ...""",0,0,0,0,0,0,0,0,0,0,,2159,1173,98,42,92,506,316,731,74,786,,20831,22548,27739,26401,33551,28818,21021,31238,15726,15346
30615,"Frozen Norway lobsters """"Nephrops norvegicus"""", even smoked, whether in shell or not, incl. ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,14,67,238,0,1039,,3,148,573,469,890,1197,320,511,171,312
30621,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", even ...""",0,0,0,0,0,0,0,0,0,0,,1454,414,85,368,584,434,0,0,0,,,16887,11319,6670,4500,4181,0,0,0,0,0
30632,"Lobsters """"Homarus spp."""", whether in shell or not, live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,95,5881,41574,259,,0,0,0,0,0,21764,22422,21638,14068,16377
30639,"Crustaceans, fit for human consumption, whether in shell or not, live, fresh or chilled (excl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,150,157,437,,0,0,0,0,0,56,22,19,5,16
30691,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,319,244,295,,,0,0,0,0,0,0,0,0,0,0
30741,"Live, fresh or chilled, not smoked, cuttle fish """"Sepia officinalis, Rossia macrosoma, Sepiola ...""",0,0,0,0,0,0,0,0,0,0,,848,136,7,11,3,24,0,0,0,,,0,0,3,0,0,0,0,0,0,0
30742,"Cuttle fish and squid, live, fresh or chilled, with or without shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2490,270,91,1381,,0,0,0,0,0,0,0,0,0,0
30799,"Molluscs, even in shell, smoked, dried, salted or in brine (excl. oysters, scallops of the ...""",36020,20068,15719,16764,26190,0,0,0,0,0,,41586,6771,5279,1422,3884,3585,102,1476,1339,753,,430348,389933,346991,323124,385413,142,80,531,605,759
40229,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, sweetened",0,0,0,0,0,0,0,0,0,0,,1472,2097,4185,39353,7431,4443,1545,1479,25,,,93,333,3,19,3,6,44,0,0,0
40640,"Blue-veined cheese and other cheese containing veins produced by """"Penicillium roqueforti""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,11773,12251,13510,13048,12160,11931,13909,13956,11812,12427
30473,"Frozen fillets of coalfish """"Pollachius virens""""""""",0,0,0,0,0,0,0,0,0,0,,0,222,0,0,0,0,117,387,430,12,,5004,4861,4807,5374,4985,4671,5403,6452,6519,8380
30488,"Frozen fillets of dogfish, other sharks, rays and skates """"Rajidae""""""""",0,0,0,0,0,67,0,0,0,0,,0,0,0,0,0,0,0,48,43,499,,0,0,0,0,0,67,0,0,0,19
30332,"Frozen plaice """"Pleuronectes platessa""""""""",0,0,0,0,0,0,0,0,0,0,,0,12,0,0,0,0,0,26,0,4,,0,17,0,0,0,3,0,0,0,0
30445,"Fresh or chilled fillets of swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,4,35,34,0,0,285,0,0,0,38,,0,7,0,5,0,0,0,0,0,0
30448,"Fresh or chilled fillets of rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
20329,"Frozen meat of swine (excluding carcases and half-carcases, and hams, shoulders and cuts thereof, ...",0,0,0,0,0,0,0,0,0,0,,3816,2185,0,164,464,231,716,857,794,201,,3400287,2398739,2680280,2044797,2442098,2491571,2460385,2655799,2368736,2338279
20630,Fresh or chilled edible offal of swine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,53,12,0,,,9,14,77,220,114,83,132,103,129,230
20714,Frozen cuts and edible offal of fowls of the species Gallus domesticus,0,0,0,0,0,0,0,0,0,0,,101,748,6040,12926,7831,12071,25504,25650,19133,5432,,1174287,1110927,1319253,1287354,1096708,1320534,1161550,1213306,1069723,1160811
20753,"Fatty livers of domestic geese, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,3610,3295,2820,1348,1264,741,1034,632,168,74
20860,"Fresh, chilled or frozen meat and edible offal of camels and other camelids [Camelidae]",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,11,25,10,27,24,28,40,37,20,0
21020,"Meat of bovine animals, salted, in brine, dried or smoked",0,0,0,0,0,0,0,0,0,0,,3,26,83,355,3698,5092,1753,5983,2144,2769,,16,4,0,0,0,0,0,119,58,66
