Product code,Product label,"Taipei, Chinese's imports from Japan-Value in 2012","Taipei, Chinese's imports from Japan-Value in 2013","Taipei, Chinese's imports from Japan-Value in 2014","Taipei, Chinese's imports from Japan-Value in 2015","Taipei, Chinese's imports from Japan-Value in 2016","Taipei, Chinese's imports from Japan-Value in 2017","Taipei, Chinese's imports from Japan-Value in 2018","Taipei, Chinese's imports from Japan-Value in 2019","Taipei, Chinese's imports from Japan-Value in 2020","Taipei, Chinese's imports from Japan-Value in 2021",Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
200989,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...",0,50,600,454,638,389,388,311,390,440,,1402,1076,1113,897,1424,1555,1954,3805,3234,3257,,0,974,17147,16849,20582,22667,19158,22634,27053,31456
710811,"Gold, incl. gold plated with platinum, for non-monetary purposes",237,3343,123,52,251,121,252,393,416,440,,6468,5701,5579,1968,1558,1529,2216,2608,8278,5812,,263,3401,183,182,297,195,258,445,779,1521
700220,"Rods of glass, unworked",683,1149,1416,1512,3273,2565,1467,738,571,440,,293702,293656,279542,218226,255222,279159,320340,208822,145272,146110,,1149,1527,2990,3261,5590,4883,3525,1981,1935,1736
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ...",170,114,97,176,128,134,248,233,154,438,,459,571,405,454,380,475,423,462,538,2179,,3286,3118,1726,1338,1321,1104,1210,1306,1010,1472
850940,"Domestic food grinders and mixers and fruit or vegetable juice extractors, with self-contained ...",144,97,178,71,262,523,284,484,260,437,,12456,8507,8209,7577,6531,7507,9495,4296,3518,5253,,37283,42437,43432,37798,34799,37370,39654,39002,28835,33532
570330,"Carpets and other floor coverings, of man-made textile materials, tufted """"needle punched"""", ...""",16,13,160,74,5,85,33,55,162,436,,22837,14081,12744,9992,13431,14589,14755,16220,11505,14343,,7715,7348,8502,8221,6772,7197,8441,9646,8464,9739
610343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, knitted ...",145,82,127,73,133,200,80,179,221,435,,276,241,263,912,456,973,1262,1802,1637,2352,,8823,9394,16190,19091,22859,25744,26739,29850,26181,28707
890590,"Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is ...",0,2449,0,2711,2171,0,0,0,815,435,,172058,26705,139177,13963,41341,14007,36152,11887,45887,8328,,0,18293,1293,7806,10601,7277,16,461,3945,62780
400931,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",691,588,468,427,337,390,569,581,531,435,,293707,266124,224241,185711,177525,185192,194107,181569,149653,191203,,2538,3059,3049,2917,2370,2827,3630,3518,3831,4643
284210,"Double or complex silicates of inorganic acids or peroxoacids, incl. aluminosilicates whether ...",426,393,510,415,540,353,421,534,2264,434,,16980,15620,24693,42189,31166,128445,99670,91104,89933,109968,,1541,1548,3122,2684,4089,3731,2543,4027,5251,4218
731581,Stud-link of iron or steel,128,116,152,146,152,80,97,305,99,434,,6895,3895,43078,24063,3729,622,436,5472,2626,495,,347,517,594,595,421,417,451,681,464,1075
282200,Cobalt oxides and hydroxides; commercial cobalt oxides,535,407,633,535,205,1969,189,0,9,433,,8930,5895,6706,4551,3985,4229,5353,950,500,971,,2384,1217,1724,1373,2387,3788,7089,1939,2102,7869
442010,"Statuettes and other ornaments, of wood (excluding wood marquetry and inlaid wood)",253,342,720,529,611,393,435,406,418,431,,2972,3183,2301,6726,3528,2535,5584,6651,5169,7706,,8425,9240,10543,11671,10349,9586,12460,8065,7075,7657
280440,Oxygen,607,500,325,237,374,205,211,284,297,430,,1009,1094,657,539,634,1038,1520,1148,581,1225,,715,637,455,506,878,606,639,677,600,739
920710,"Keyboard instruments, the sound of which is produced, or must be amplified, electrically (excluding ...",951,332,707,853,417,414,390,401,238,430,,83276,64250,60685,51576,50122,46330,38700,32214,28137,35948,,7109,6465,7597,8713,8637,8764,9609,10461,10814,11282
842790,"Works trucks fitted with lifting or handling equipment, not self-propelled",251,276,195,195,320,357,390,474,512,429,,6568,6967,6379,6658,5886,5761,7826,5085,3761,4919,,1804,3101,3512,2876,3017,4090,3143,2961,2680,4116
681381,"Brake linings and pads, with a basis of mineral substances or cellulose, whether or not combined ...",294,395,541,620,574,634,518,519,577,427,,361913,343796,338191,296570,281063,267899,238975,242598,201175,259700,,870,859,987,1156,1121,1501,1382,1390,1415,1981
842542,"Jacks and hoists, hydraulic (excluding built-in jacking systems used in garages)",336,393,415,736,705,473,541,389,401,426,,17471,17021,15953,13683,14669,14357,15512,12111,11438,11737,,3306,3146,3440,3289,2949,3066,3012,3107,4327,2562
830241,Base metal mountings and fittings suitable for buildings (excluding locks with keys and hinges),1907,588,788,514,503,620,818,449,558,425,,22473,20676,18961,16078,18236,19683,20252,20311,17424,20893,,16146,15987,17801,17884,16965,17495,21293,26165,24494,37023
732181,"Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, ...",759,635,846,604,744,819,731,706,531,425,,38468,30651,33440,25494,25264,27397,29356,24868,25322,26275,,1907,1710,2679,1514,1532,1245,1249,1263,1012,695
961620,Powder puffs and pads for the application of cosmetics or toilet preparations,1006,1045,834,770,768,680,567,490,486,424,,6970,6235,5534,7042,8139,8277,6543,12021,12894,12460,,3395,2878,2709,2946,3353,4129,3818,3792,3120,3024
441520,"Pallets, box pallets and other load boards, of wood; pallet collars of wood (excluding containers ...",174,200,45,9,19,23,23,15,172,423,,1323,1356,964,1812,335,376,420,736,637,901,,4520,4474,5417,5160,2777,3410,4204,5288,5045,8966
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated ...",503,704,371,6325,1275,285,722,309,1627,420,,4280,5804,6050,6393,5157,4744,6689,8297,9160,7661,,198934,232150,201100,137601,132348,155912,175588,172554,117489,133707
621230,"Corselettes of all types of textile materials, whether or not elasticated, incl. knitted or ...",702,603,907,860,2170,1455,1146,1093,839,420,,12768,7748,5010,4509,6440,5183,4944,4428,1629,2533,,2913,1775,1737,1558,3608,2975,1749,1976,1951,1671
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",429,206,266,345,341,264,282,324,261,414,,55962,97321,61584,34917,26977,24189,16447,23394,42850,11019,,2112,2249,2428,6328,2150,3238,4232,4375,4185,5087
860721,"Air brakes and parts thereof for railway or tramway locomotives or rolling stock, n.e.s.",103,252,422,102,258,53,111,194,498,414,,12869,12579,20807,21199,13979,23741,23371,19579,14205,17970,,1482,7910,8561,415,2705,701,861,9073,4367,4031
620520,"Men's or boys' shirts of cotton (excluding knitted or crocheted, nightshirts, singlets and ...",1085,762,642,571,819,667,657,618,552,413,,9484,8349,8708,9751,12562,10204,10520,15632,12166,14761,,44584,48098,48086,52545,50621,39705,37345,40225,37702,33968
420212,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",822,270,316,446,687,395,502,510,409,412,,2068,1679,2230,2195,2817,2853,3502,4406,3717,4928,,60304,62070,79063,83687,95037,88302,88898,106315,61929,55081
220190,"Ordinary natural water, not containing added sugar, other sweetening matter or flavoured; ice ...",18,9,48,89,4,14,13,5,59,412,,3138,2837,4111,5980,7382,6794,7153,7671,5444,7988,,836,1160,918,1714,985,654,1150,6930,6842,8312
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",2105,783,530,448,553,535,414,431,288,411,,29,19,92,21,0,0,0,0,0,0,,4745,2956,2585,2145,1949,1846,1447,1687,1512,1782
731811,Coach screws of iron or steel,669,497,462,405,503,311,287,328,327,410,,1368,1170,578,218,290,330,304,380,263,222,,1699,1848,2189,2095,2133,2151,1861,1809,1637,2326
440325,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is =>15 cm, whether ...",0,0,0,0,0,311,369,233,266,408,,0,0,0,0,0,92249,107526,106317,129768,158877,,0,0,0,0,0,435,565,290,379,430
940130,"Swivel seats with variable height adjustments (excluding medical, surgical, dental or veterinary, ...",1,59,214,28,24,5,84,66,20,406,,16113,15420,17010,12071,9485,11406,10674,13047,10289,11648,,8860,10168,12468,13476,12360,13458,16413,19334,20100,33161
491000,"Calendars of any kinds, printed, incl. calendars blocks",788,689,672,757,633,542,643,568,525,405,,6268,5125,4879,4272,4286,4050,4156,3726,2717,2836,,3405,3003,2571,2939,3038,2358,2445,2161,2093,2155
920999,"Parts and accessories for musical instruments """"e.g. mechanisms for musical boxes, cards, ...""",654,370,496,331,325,413,470,385,395,405,,66031,52849,39412,26781,21187,22464,24817,22249,16442,16773,,9196,9275,9533,11240,9074,8534,9338,9994,9018,8925
610453,"Women's or girls' skirts and divided skirts of synthetic fibres, knitted or crocheted (excluding ...",214,166,291,173,293,386,357,540,779,404,,770,551,626,708,985,1327,1425,1846,1972,1476,,1275,1681,2238,2738,2762,2630,2919,2927,2668,2390
920790,"Accordions and musical instruments without keyboards, the sound of which is produced, or must ...",529,323,295,276,224,203,287,399,310,404,,41515,31973,29069,28787,30774,25051,33209,30826,33189,44410,,4059,3534,3739,4092,3464,3587,3009,3215,3641,5181
903020,Oscilloscopes and oscillographs,891,729,634,581,557,840,579,717,287,403,,17117,12809,12607,11490,11060,12148,12092,11581,8782,9454,,19934,16677,20000,25180,17919,24764,28208,36320,39079,50493
401220,Used pneumatic tyres of rubber,147,166,307,323,238,333,359,377,351,403,,168317,152662,126741,91994,79139,86078,94985,109689,97352,88185,,659,198,315,339,250,453,418,421,402,484
830520,"Staples in strips, of base metal",315,277,309,318,288,230,272,303,297,400,,48237,43589,37384,33604,31945,30774,28861,28345,17955,18776,,2715,3126,3339,2944,2632,2505,3031,2978,5500,5739
382370,"Fatty alcohols, industrial",991,549,289,367,198,182,427,338,206,399,,8525,8143,8329,8119,9656,11378,12210,12709,10098,12298,,47075,40678,51891,41144,52969,57136,42078,34540,34072,48540
281990,Chromium oxides and hydroxides (excluding chromium trioxide),450,710,473,223,321,189,231,196,130,399,,3395,1948,1982,1195,1260,1257,1373,877,818,1682,,5729,5772,4353,4214,3754,3661,3734,3230,2314,3637
610342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of cotton, knitted or ...",211,84,105,181,265,277,240,266,229,397,,634,1041,1063,1403,3329,3773,3724,4338,7801,9706,,7504,7900,11818,18960,25351,23716,29745,34348,24807,28956
846320,"Thread rolling machines, for working metal",322,42,127,779,399,290,76,1101,936,395,,31212,24015,23754,19556,17374,17897,11354,15968,16279,7532,,823,410,722,1407,1457,592,734,1640,1568,1359
910219,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",379,180,501,997,1624,889,514,154,263,395,,41432,13582,14051,22581,24687,27730,23932,15124,14134,19507,,9544,6492,8833,9305,12051,8866,7659,6522,6956,9089
250100,"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous ...",413,235,250,254,260,269,254,381,386,395,,2885,2466,2473,2670,2572,3253,4227,3635,3454,4142,,158833,155354,139211,147900,122876,112473,123591,118528,110616,124063
701720,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, having ...",487,366,407,346,296,340,394,370,412,392,,922,854,536,511,433,238,468,488,765,574,,2471,2109,3747,2414,2325,2824,2873,3011,3543,3858
731512,Articulated link chain of iron or steel (excluding roller chain),3225,1690,669,610,327,441,836,607,257,391,,21067,14351,19728,34549,37331,27880,30638,31867,24450,33908,,8467,6539,6674,5710,3874,4491,3812,3709,3235,4289
440712,"Fir """"Abies spp."""" and spruce """"Picea spp."""" sawn or chipped lengthwise, sliced or peeled, ...""",0,0,0,0,0,120,383,185,1255,391,,0,0,0,0,0,6353,7019,5666,2684,2303,,0,0,0,0,0,29894,38030,71673,76222,149548
845630,"Machine tools for working any material by removal of material, operated by electro-discharge ...",1608,1506,1118,1569,952,1089,1260,1508,1152,391,,147665,125512,143259,147866,128819,169804,187193,141599,130815,191285,,8227,10778,8537,11051,7851,7204,7552,7548,5975,5896
200410,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen",231,390,1085,577,784,434,374,414,551,390,,833,905,835,929,1735,1270,1393,1051,1705,2020,,59092,64108,64851,67456,66402,73987,80818,89684,91440,96705
400690,"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ...",262,268,286,222,280,284,363,301,355,389,,3198,3513,2709,2572,1954,1678,1621,1568,2103,1841,,3579,3929,4308,4376,4543,4345,3876,3446,3992,4554
690210,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",1602,615,823,407,376,308,136,9,84,389,,22799,16991,9618,10806,8485,6673,10088,11679,10841,12053,,31340,31277,30559,24410,21311,31236,27691,29384,19423,18537
854079,"Microwave tubes, e.g. travelling wave tubes and carcinotrons (excluding magnetrons and grid-controlled ...",12,52,72,71,101,88,68,22,67,389,,20684,24213,21012,20491,20145,21662,30154,26417,26709,32143,,2304,1535,1072,2047,1677,2073,1551,1111,818,2178
970200,"Original engravings, prints and lithographs",332,127,38,45,96,999,303,1600,280,387,,6849,4118,2653,5082,4238,5929,8669,12302,8558,16761,,948,770,467,852,632,1742,1396,4117,1437,1946
252330,Aluminous cement,76,130,148,182,395,192,419,290,455,387,,4447,3339,2944,2637,3024,3175,3043,2651,2913,3333,,3689,4674,5241,4908,5144,6073,6145,4786,5304,5051
851511,"Soldering irons and guns, electric",867,584,576,533,506,635,1703,1754,630,386,,6587,7109,7123,7201,7075,6750,6927,5601,5933,6360,,1530,1395,1149,1236,1218,1325,2459,2657,1216,1279
820551,"Household hand tools, non-mechanical, with working parts of base metal, n.e.s.",468,345,284,310,379,352,511,290,254,386,,7918,8585,9763,10595,14099,14058,13871,13630,14599,13470,,2200,2077,2389,2745,2800,2928,3977,2457,3017,3451
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",220,223,322,247,376,295,399,395,465,386,,2234,2179,2221,2210,2764,2674,3917,4452,4369,4822,,28817,26698,29444,35016,37584,39314,43942,47611,50907,53542
701890,"Glass eyes (excluding prosthetic articles); articles of glass beads, or of imitation pearls, ...",884,623,527,518,363,308,355,322,406,385,,1116,1152,1069,726,840,679,1840,1604,476,503,,5192,4182,3034,1825,1778,959,857,912,942,882
382311,"Stearic acid, industrial",212,287,311,317,218,336,271,305,211,385,,1114,872,1215,1011,1026,1210,1010,959,852,1260,,47596,44025,45942,39700,36273,40802,37516,29250,33053,56770
701590,"Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, ...",1645,2001,1730,1531,1040,1138,944,659,693,384,,1703,1855,1798,1322,976,503,1116,595,198,261,,57812,5627,6377,4920,3635,4366,3891,4038,2390,3830
844833,"Spindles, spindle flyers, spinning rings and ring travellers, for machines of heading 8445",1500,1327,1120,1470,1512,1320,1338,1049,800,383,,8866,9409,9307,8296,9453,8218,7361,6392,5651,6982,,5107,4122,3389,4263,3655,3221,3170,2957,1822,1894
690730,"Ceramic mosaic cubes and the like, whether or not on a backing (excl. refractory and finishing ...",0,0,0,0,0,366,724,679,301,383,,0,0,0,0,0,45,297,37,72,0,,0,0,0,0,0,3029,1648,1168,532,503
842840,Escalators and moving walkways,193,353,1654,100,59,201,108,183,118,382,,1988,4802,10358,4733,5847,8208,2651,199,1391,2668,,16262,17397,16771,13139,17770,26121,15835,12679,9023,13392
400231,"Isobutylene isoprene rubber """"IIR"""", in primary forms or in plates, sheets or strip""""",4719,5055,3692,255,470,706,239,608,52,381,,57934,39397,29243,16524,23651,23615,20638,20115,16487,22120,,15488,14181,12718,9168,6009,7817,6877,6056,7010,8282
292310,Choline and its salts,33,65,148,274,332,432,737,1512,2350,380,,836,739,718,695,782,1228,1099,2565,2615,2194,,2745,2849,3084,2859,2651,3213,4013,4913,5085,3399
110290,"Cereal flours (excluding wheat, meslin and maize)",23,64,78,151,149,278,259,247,252,379,,450,471,276,669,849,678,796,907,831,768,,1804,1696,2553,3563,3432,1750,2792,3465,3727,3042
321100,Prepared driers,480,320,446,294,564,340,483,403,330,379,,2047,1475,1870,1410,1574,1188,1366,1183,279,642,,2822,2562,2769,2295,2505,3344,4064,2441,1851,2958
851981,"Sound recording or sound reproducing apparatus, using magnetic, optical or semiconductor media ...",158,159,229,145,242,271,346,290,340,378,,53379,37613,37065,48525,59240,54682,56908,44066,25612,24934,,10055,10226,9188,6663,7219,7274,8660,8119,7188,6870
721931,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",974,841,735,1003,574,937,481,602,97,376,,5103,4433,3752,3892,6167,7572,5356,6155,8404,9209,,5427,10064,19673,4678,5288,6235,12153,8339,4201,6826
160232,"Meat or offal of fowls of the species """"Gallus domesticus"""", prepared or preserved (excluding ...""",2,3,15,34,35,49,93,85,100,375,,511,456,465,517,807,873,1122,1869,4309,6345,,856,869,1304,2103,1416,1544,1829,1830,2012,2385
284990,"Carbides, whether or not chemically defined (excluding of calcium or silicon, and inorganic ...",144,33,148,429,230,241,290,249,227,375,,13370,14030,9615,8281,6257,6073,8196,8495,5884,5158,,4687,4926,4824,4377,3286,4549,4042,3571,2846,3305
10619,"Live mammals (excluding primates, whales, dolphins and porpoises, manatees and dugongs, seals, ...",102,143,37,200,435,98,226,226,292,372,,6160,6148,5382,4312,5467,6576,7127,7950,9204,10882,,1087,1199,699,590,822,453,730,901,862,1120
611596,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",3692,1954,957,796,620,794,854,662,352,371,,4562,3860,4064,4163,4852,4984,4890,5101,3463,6065,,8856,8746,12191,14650,16550,17246,20730,17168,13844,11621
780600,"Articles of lead, n.e.s.",544,521,411,354,143,265,176,120,101,371,,6501,3580,2347,2209,2337,3093,3553,3863,2447,1780,,2262,1463,1853,1673,1151,818,709,801,720,938
843680,"Agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.",479,452,388,425,655,783,722,170,526,368,,7550,4165,6231,6633,9722,5820,11732,5725,8163,5954,,4275,3207,5263,3363,4690,3144,5546,3436,6746,9145
540239,"Textured synthetic filament yarn (excluding sewing thread, yarn put up for retail sale and ...",199,186,58,269,260,447,100,41,430,366,,15281,10791,11521,4459,4927,2724,1679,1327,907,374,,365,504,579,1275,974,719,1200,970,1532,1733
740822,"Wire of copper-nickel alloys """"cupro-nickel"""" or copper-nickel-zinc alloys """"nickel silver""""""""",611,408,743,475,244,276,242,237,275,366,,12049,11305,11638,11220,15929,16046,18869,20152,20977,22037,,1780,1713,1803,1257,1035,1247,1005,944,1516,1181
