Product code,Product label,Australia's imports from Germany-Value in 2012,Australia's imports from Germany-Value in 2013,Australia's imports from Germany-Value in 2014,Australia's imports from Germany-Value in 2015,Australia's imports from Germany-Value in 2016,Australia's imports from Germany-Value in 2017,Australia's imports from Germany-Value in 2018,Australia's imports from Germany-Value in 2019,Australia's imports from Germany-Value in 2020,Australia's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
853922,Filament lamps of a power <= 200 W and for a voltage > 100 V (excluding tungsten halogen filament ...,139,338,176,93,119,322,83,125,40,23,,55342,45932,31681,18403,11686,10184,8040,5080,4386,5063,,7517,6416,5602,5306,5587,4626,3562,2759,2751,2715
240399,"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, ...""",0,0,0,0,0,1,20,0,43,23,,165113,205966,227478,151737,122708,56044,67631,71095,152305,265040,,642,768,579,507,161,156,432,614,800,772
442191,"Articles of bamboo, n.e.s.",0,0,0,0,0,2,1,5,3,23,,0,0,0,0,0,8543,8204,8496,13582,14659,,0,0,0,0,0,4645,4769,5667,6465,9973
880100,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",965,226,2144,775,779,860,364,40,161,23,,10140,5953,8104,6825,4298,4765,5113,2698,2272,3489,,4918,3734,5999,4328,3398,5092,3483,2322,2309,1876
711419,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of precious metal other than ...",0,306,22,34,49,13,112,32,41,22,,10618,23820,8764,6100,5980,8882,9426,5937,6911,8588,,607,1640,1389,3159,817,2140,2027,9299,1310,2454
420229,"Handbags, whether or not with shoulder strap, incl. those without handle, with outer surface ...",4,0,0,0,0,0,19,24,8,22,,8152,12988,12697,9270,6044,7734,10883,9582,11010,16756,,1410,1625,1477,1370,1402,1933,2338,2003,1534,2312
620442,Women's or girls' dresses of cotton (excluding knitted or crocheted and petticoats),54,77,189,67,49,69,31,42,79,22,,149374,120785,110817,84499,93709,137988,169321,181110,189321,218185,,69757,73829,64449,61255,60494,65356,76437,76308,71937,124797
611430,"Special garments for professional, sporting or other purposes, n.e.s., of man-made fibres, ...",6,81,10,26,43,24,17,21,17,22,,81810,91880,111819,135344,150023,171138,225068,270058,256408,276345,,123205,121038,135679,139902,115321,122012,106809,98016,85889,109028
621020,"Garments of the type described in heading 6201, rubberised or impregnated, coated, covered ...",0,0,223,0,0,0,0,0,0,22,,5575,5438,6396,6329,6540,8942,10512,9600,11042,13575,,2762,1836,2646,3132,2090,2376,3027,1669,1173,2221
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,0,0,0,0,0,0,0,0,203,22,,333,392,365,258,270,248,304,171,142,140,,10930,10225,14769,12873,13155,10307,13326,10757,14494,13909
620444,Women's or girls' dresses of artificial fibres (excluding knitted or crocheted and petticoats),60,45,23,38,59,22,30,51,40,22,,53748,52897,72812,72030,85895,130653,176894,255624,269610,274288,,27457,37083,47463,58559,67829,77882,81460,84545,79087,93727
871496,"Pedals and crank-gear, and parts thereof, for bicycles, n.e.s.",50,77,80,22,45,43,27,22,15,22,,39685,37120,35743,33392,32277,37517,38495,46283,55255,83663,,6468,7488,6887,6404,6586,6653,7360,9357,9826,14223
630630,"Sails for boats, sailboards or landcraft, of textile materials",116,47,31,24,17,19,85,22,29,22,,4088,2496,2121,2447,2468,2173,2444,2848,2905,17669,,5427,6173,6005,6692,5257,7284,9032,8228,5664,7445
851511,"Soldering irons and guns, electric",49,29,30,20,23,31,30,22,31,22,,27245,23158,28466,22211,23643,16946,20868,21725,21492,21240,,1689,1534,1811,1752,1807,2076,2538,2867,3098,4774
441700,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ...",8,15,1,5,6,7,9,16,30,22,,15854,14562,14945,14412,15007,15943,17167,14928,15172,18619,,2187,2034,2355,2391,1771,1809,2038,1660,1711,1807
711420,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of base metal clad with precious ...",13,55,41,3,190,466,133,135,97,22,,1918,1605,3637,3087,1153,1391,1166,1723,2955,3340,,1167,713,1760,1632,1499,1736,1080,842,936,577
910390,"Clocks with watch movements (excluding electrically operated, wrist-watches, pocket-watches ...",75,149,33,35,69,107,2,14,7,22,,26,86,33,20,86,109,155,81,56,61,,1228,1080,1084,691,966,450,494,418,258,521
283650,Calcium carbonate,190,172,56,105,31,21,43,41,30,22,,32253,33489,43600,26976,25380,25736,26649,24527,25685,27616,,3225,3368,4086,4251,4368,3658,5139,4393,5041,5413
152110,"Vegetable waxes, whether or not refined or coloured (excluding triglycerides)",48,67,54,12,18,4,4,1,3,22,,13013,12378,12092,10779,11013,13136,12469,14254,14516,19673,,2340,2677,3876,3870,3444,3830,3537,3408,5448,5010
283325,Sulphates of copper,22,7,15,25,35,13,7,37,22,22,,10949,12231,16582,12937,9125,7351,7612,8556,8614,9870,,41867,11843,38875,57654,16624,37593,49726,71245,50057,84333
900850,"Image projectors, and photographic enlargers and reducers (excluding cinematographic and parts)",40,97,308,43,47,52,59,76,57,22,,12874,14204,18179,19219,31031,47351,67953,47107,47191,51223,,3929,3764,2266,2452,1508,2266,2003,2629,1877,4188
370710,"Sensitising emulsions """"for photographic uses""""""""",1,4,2,9,1,8,35,29,11,22,,22978,27986,31285,26393,31402,28730,22757,16631,14676,18256,,331,290,241,267,238,250,285,254,203,267
401700,"Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s.",79,80,65,42,58,86,50,45,36,22,,10353,8383,8710,6231,6197,6508,7703,5395,5475,5207,,9001,7017,4936,5056,4245,1250,1270,1205,1370,969
810295,"Molybdenum bars and rods (other than those obtained simply by sintering), profiles, plates, ...",47,0,96,35,35,35,3,0,0,21,,9842,8597,7258,6535,6442,5694,6438,5510,5787,7056,,1541,151,166,225,45,156,149,313,202,194
841581,"Air conditioning machines incorporating a refrigerating unit and a valve for reversal of the ...""",868,1329,1051,1321,43,76,12,0,0,21,,37203,32506,26414,30252,31641,24734,29355,30759,24879,14658,,69043,53312,53023,55595,47774,56917,49601,38151,30368,23500
440791,"Oak """"Quercus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",30,0,0,37,17,0,16,34,11,21,,68222,75325,94993,87207,99464,107276,110825,97140,95735,112787,,11584,11626,14828,17655,15795,16098,17484,17327,17879,20063
252520,Mica powder,24,30,24,13,14,12,11,4,9,21,,5430,6439,6414,5042,5935,6505,6672,6597,5691,6788,,635,715,702,717,830,922,922,759,702,768
620113,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",85,12,16,7,16,10,5,11,8,21,,42187,47124,53120,42766,43185,67963,89968,99523,94837,104982,,12922,13447,10410,12801,14641,18078,22843,23942,11149,13713
291419,"Acyclic ketones, without other oxygen function (excluding acetone, butanone """"methyl ethyl ...""",18,39,31,85,37,11,14,12,17,21,,56111,59775,44070,38133,37057,32225,35188,31176,30065,28629,,587,678,458,1156,838,755,763,687,818,893
844839,"Parts and accessories of machines of heading 8445, n.e.s.",128,96,102,30,58,171,92,10,33,21,,188457,217699,221150,217427,220455,200121,226913,200038,178946,178009,,838,1165,936,626,1404,648,894,612,218,500
620211,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool ...",43,125,48,75,29,25,36,13,18,21,,74552,71267,75344,66799,67078,73833,78782,78848,76932,79729,,7349,8345,9591,11042,14108,12987,15363,15838,14084,15121
841382,Liquid elevators (excluding pumps),22,13,34,26,1,6,3,73,8,21,,18057,18433,22199,16463,16097,23546,23490,22069,19916,22978,,699,423,587,436,138,295,252,424,368,444
284190,"Salts of oxometallic or peroxometallic acids (excluding chromates, dichromates, peroxochromates, ...""",24,42,190,101,50,32,37,32,6,21,,38847,43858,50560,0,0,41403,53571,45458,35687,43523,,1153,1390,1552,1664,1511,6193,3006,587,907,590
800300,"Tin bars, rods, profiles and wire, n.e.s.",0,0,0,3,13,31,51,0,0,20,,50429,46550,48492,31946,31327,37709,37131,30577,26385,45299,,603,131,214,305,417,1032,1631,974,1051,2288
283110,Dithionite and sulfoxylate of sodium,127,37,127,38,55,355,79,72,98,20,,102030,104066,99648,89371,85611,98844,101449,95383,68493,70244,,2298,2915,1702,1755,1045,1998,2254,1717,263,244
51110,Bovine semen,142,272,90,76,38,48,104,53,77,20,,18285,21743,19442,20244,21143,20500,24934,23594,28298,28627,,8865,7227,7754,7258,6478,7857,9154,7839,10567,12841
121010,"Hop cones, fresh or dried (excluding ground, powdered or in the form of pellets)",5,3,8,10,10,0,4,4,11,20,,3833,5478,7963,9507,7812,9093,7010,5518,5694,6499,,242,108,435,399,517,683,425,126,305,152
591120,"Bolting cloth, whether or not made up",5,20,53,51,13,32,47,34,27,20,,45569,45110,44007,41533,42439,44018,44294,43387,40424,39119,,993,1089,1041,621,822,1339,1236,904,858,854
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",35,21,45,0,237,112,118,57,103,20,,3702,4481,4184,3321,4199,4386,4892,3139,1857,1085,,370,341,544,688,499,445,524,447,342,427
380610,Rosin and resin acids,38,13,17,9,30,33,10,2,4,20,,6286,6858,9800,4830,5816,6242,5381,4571,4810,7032,,3769,4705,4174,4001,3898,4116,3328,2569,2234,3398
741021,"Refined copper foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",43,45,75,18,31,14,33,10,25,19,,48228,53131,60257,41995,41883,59217,53363,35838,33744,47066,,496,403,327,123,315,329,397,395,406,648
720291,Ferro-titanium and ferro-silico-titanium,1,24,9,22,16,23,29,36,17,19,,25455,19724,20858,13987,9670,14327,13228,12352,8666,23072,,1204,1221,1332,943,706,723,674,686,256,1103
621430,"Shawls, scarves, mufflers, mantillas, veils and similar articles of synthetic fibres (excluding ...",25,24,11,21,20,4,11,71,17,19,,72034,79694,86777,83469,79594,75764,75184,66024,51540,44871,,13643,14438,15186,16801,15058,13036,14745,9522,6565,6461
961380,"Lighters (excluding gas fuelled pocket lighters, and fuses and primers for propellent powders ...",24,59,38,34,16,24,223,350,752,19,,29394,35240,42745,31307,34246,36277,38038,35065,35901,45790,,4713,4661,4693,4658,5269,5041,6884,5572,7635,7652
950612,Ski bindings,64,153,83,21,24,5,11,129,21,19,,80191,82524,84997,73844,64551,65187,72904,76533,64049,68004,,1410,1475,1145,1480,1522,1323,1908,2560,1766,1772
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",10,0,0,6,4,6,2,1,12,19,,5440,5011,6232,6139,6417,9478,12487,12641,12642,12203,,3550,4107,6716,11465,12524,15760,23685,31538,54501,79931
271114,"Ethylene, propylene, butylene and butadiene, liquefied (excluding ethylene of a purity of >= ...",0,0,7,0,6,4,0,7,3,19,,183475,197447,161161,93794,60037,47950,69859,56209,46795,76790,,2982,1792,1126,1313,1224,1111,821,1246,2321,1147
550110,"Filament tow as specified in Note 1 to chapter 55, of nylon or other polyamides",6,7,7,10,16,8,9,9,0,19,,756,644,387,111,241,295,261,234,376,931,,101,59,33,17,20,29,31,77,6,19
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ...",64,96,97,32,47,22,39,72,25,19,,47372,45481,43365,38577,38897,43985,47388,49262,49044,53745,,48774,42652,44450,39034,39447,35825,36081,33080,27755,32138
890710,Inflatable rafts,154,69,0,19,0,1,41,97,19,19,,6318,9426,9947,13846,37204,69076,121699,118153,98364,24799,,5588,7685,6341,8195,8435,7440,7646,5778,6115,7572
294190,"Antibiotics (excluding penicillins and their derivatives with a penicillanic acid structure, ...",35,28,36,48,107,50,1155,34,209,19,,81797,96513,81107,66218,61766,55563,52833,50156,59847,54348,,80454,77100,73047,72422,61080,78171,48496,60451,67008,42743
420232,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",19,28,15,19,38,105,604,94,13,19,,37777,39503,45837,44533,43392,57025,69816,65024,52326,57348,,75149,95476,101137,100045,101916,109918,118411,110772,99393,107404
670290,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",12,6,2,1,8,8,2,9,10,19,,29785,31204,38133,24817,25962,28136,35077,32649,28787,32986,,10712,9076,10396,11522,12746,15132,18133,19347,15108,18421
160220,Preparations of liver of any animal (excluding sausages and similar products and finely homogenised ...,10,10,99,79,130,183,24,22,0,19,,8322,6705,10150,10698,8322,8994,5323,2214,2181,2269,,968,1012,1139,881,834,1017,903,982,1024,1355
731990,"Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use ...",61,106,124,15,12,12,57,26,36,19,,8871,10006,10512,6868,7127,7808,8432,8045,7593,7010,,1056,1104,1156,838,657,750,940,719,1068,1448
845640,"Machine tools for working any material by removal of material, operated by plasma arc processes",0,0,0,0,0,82,59,57,186,19,,0,0,0,0,0,20243,42503,45409,49229,65236,,0,0,0,0,0,3218,6325,9145,8312,13987
852210,Pick-up cartridges,10,4,10,7,21,26,38,40,25,19,,1349,1438,1605,1536,2125,2224,2206,1541,2140,2258,,419,368,397,507,405,449,431,377,507,464
620432,"Women's or girls' jackets and blazers of cotton (excluding knitted or crocheted, wind-jackets ...",141,50,112,82,96,72,63,55,22,18,,133775,139864,116058,78653,72685,77616,86099,72464,68479,75492,,26971,27694,27818,22513,23185,25642,27490,32293,23518,30631
410441,"Full grains leather, unsplit and grain splits leather, in the dry state """"crust"""", of hides ...""",1026,815,297,1495,861,467,299,176,107,18,,25723,34520,51494,34696,35646,47261,51404,37046,29677,32510,,31036,32586,32497,39644,12617,13315,8907,7417,5480,8327
390710,"Polyacetals, in primary forms",256,281,324,27,27,28,22,10,6,18,,0,0,0,0,365626,417817,452359,391259,303930,442551,,3676,3872,3218,3547,3172,3460,3868,3868,2825,4205
250490,Natural graphite (excluding in powder or in flakes),0,0,0,8,9,5,8,10,8,18,,1243,1507,2473,2704,3222,2233,866,1964,1478,3625,,697,636,616,218,515,349,285,334,276,225
845970,Threading or tapping machines for metals (excluding way-type unit head machines),1248,26,103,0,0,1,10,0,31,18,,20260,17056,26870,19636,26612,13651,17086,22278,9300,17924,,2704,1236,1909,1297,1410,1517,1759,1511,1882,1487
510720,"Yarn of combed wool containing predominantly, but < 85% wool by weight (excluding that put ...",33,47,34,4,2,12,9,21,0,18,,19007,15402,22628,20791,24583,26787,29740,29002,26258,31897,,4137,3148,2662,2896,2253,1877,2691,2563,2523,2709
280700,Sulphuric acid; oleum,86,157,91,65,49,43,22,28,14,18,,133860,96057,92141,70744,53596,58331,75188,63001,61156,109277,,22921,7043,3605,11847,9375,8669,6660,10105,1153,6928
560229,"Felt, not impregnated, coated, covered or laminated (excluding that of wool or fine animal ...",20,24,25,9,18,10,21,19,10,18,,4836,4446,4479,4407,3866,4008,4084,4519,4111,5538,,2807,2226,2565,2157,3156,2352,1893,2652,2682,2320
740822,"Wire of copper-nickel alloys """"cupro-nickel"""" or copper-nickel-zinc alloys """"nickel silver""""""""",2,2,0,0,6,3,10,21,5,18,,41670,46009,52855,44702,39983,46970,55608,43315,29671,43236,,1073,340,744,621,418,332,419,218,203,289
800700,"Articles of tin, n.e.s.",887,408,245,257,155,4,61,3,162,18,,23421,27834,23781,17398,17121,20793,21066,17132,16558,26804,,10851,12393,13839,11206,7065,5711,5846,4455,4870,7178
741529,"Rivets, cotters, cotter pins and the like, not threaded, of copper (excluding spring washers ...",38,14,35,24,27,70,62,120,86,18,,64508,67913,70913,53977,57451,58053,63686,60269,53559,72204,,773,550,1115,395,464,629,722,1035,602,874
430390,"Articles of furskin (excluding articles of apparel, clothing accessories and goods of chapter ...",44,3,12,1,12,51,53,8,16,18,,8529,9567,10915,8041,9643,9949,11118,10135,9442,11128,,17837,19522,17609,16590,16303,15603,14482,10957,10276,12013
392640,"Statuettes and other ornamental articles, of plastics",57,75,112,26,70,92,47,39,50,17,,71642,72855,74441,59878,63545,66453,74091,80393,89087,109751,,36537,38701,41476,47029,42388,38164,36801,36967,35969,42516
630231,"Bedlinen of cotton (excluding printed, knitted or crocheted)",66,91,97,16,0,27,0,2,19,17,,155260,199634,216931,198600,209928,141427,176191,199880,191727,194264,,147972,145389,148420,167773,155229,164133,173693,159427,169637,194023
844832,"Parts and accessories of machines for preparing textile fibres, n.e.s. (other than card clothing)",234,474,986,112,98,227,137,101,65,17,,69381,85419,78447,61444,58412,74459,63740,36897,29011,38328,,8424,5824,15201,5732,1673,4826,4507,1403,1532,1653
310510,"Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, ...",21,56,55,10,8,0,17,67,1,17,,42001,43699,44427,43705,41815,42981,46009,48966,61774,71287,,1654,2210,2149,1402,1272,1540,1597,2991,4437,6024
840732,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",35,12,10,37,103,3,5,0,0,17,,2820,3129,308,1369,468,1120,128,248,412,2370,,3158,2595,2832,4740,2960,1728,2209,2131,1910,3471
620341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of wool or fine animal ...",27,23,19,52,77,47,86,36,24,17,,78469,81526,88767,74670,81279,89920,92847,85987,52708,48133,,14913,16233,17705,16989,18361,18948,17617,15758,8122,9639
722870,"Angles, shapes and sections of alloy steel other than stainless, n.e.s.",0,26,17,2,62,22,0,9,16,17,,57056,69615,89224,57504,64976,67634,78050,67181,57055,68754,,2247,3472,6301,6879,6802,9899,16476,17663,18452,26725
284910,"Carbides of calcium, whether or not chemically defined",0,0,0,0,0,0,44,1,0,17,,455,529,777,795,15375,16406,14119,12685,9643,21030,,5574,5057,4290,2893,3165,3148,3944,3107,2761,4383
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious ...",14,11,5,9,7,15,34,0,5,17,,7038,1334,1330,1614,1307,2633,1409,1006,1200,963,,1046,1010,1005,2253,970,1807,1220,865,639,996
280490,Selenium,0,211,329,0,16,316,98,0,10,17,,38609,20659,19625,7412,6283,11383,10757,7485,3762,3849,,926,740,490,272,135,627,199,190,87,150
284321,Silver nitrate,39,12,976,460,854,42,30,34,8,17,,24012,20862,20739,17624,20128,22025,22939,9422,10936,7915,,1026,561,1512,865,1357,541,578,477,539,791
480630,"Tracing papers, in rolls of a width > 36 cm or in square or rectangular sheets with one side ...",99,43,6,25,0,24,38,8,16,17,,16185,14112,11762,8192,6379,6172,5944,4874,3940,5626,,457,352,295,353,328,315,418,188,269,236
520812,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",55,60,67,48,47,18,14,6,13,17,,26664,24849,22079,18109,16592,17885,15092,13136,8859,10761,,1398,1036,1196,1301,986,761,922,684,909,841
731813,"Screw hooks and screw rings, of iron or steel",9,2,4,16,13,9,22,26,3,17,,23439,25547,27589,25320,26418,34085,43447,46775,43205,53939,,542,468,512,483,429,564,725,903,817,1036
846594,"Bending or assembling machines for working wood, cork, bone, hard rubber, hard plastics or ...",3333,104,1264,778,6980,0,45,294,546,17,,114866,165841,164756,143364,132660,134434,134438,147628,127287,127957,,5575,3623,8536,2057,10256,8802,6624,5356,4807,2128
