Product code,Product label,United States of America's imports from Germany-Value in 2012,United States of America's imports from Germany-Value in 2013,United States of America's imports from Germany-Value in 2014,United States of America's imports from Germany-Value in 2015,United States of America's imports from Germany-Value in 2016,United States of America's imports from Germany-Value in 2017,United States of America's imports from Germany-Value in 2018,United States of America's imports from Germany-Value in 2019,United States of America's imports from Germany-Value in 2020,United States of America's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
270799,"Oils and other products of the distillation of high temperature coal tars; similar products ...""",278,2154,3748,419,447,537,543,569,716,586,,115357,146258,276237,155079,129749,219190,253023,374172,397084,970042,,60862,62324,72747,82243,63813,50404,56628,54641,35147,41894
845970,Threading or tapping machines for metals (excluding way-type unit head machines),4095,399,3091,1974,1198,552,809,1391,2258,585,,20260,17056,26870,19636,26612,13651,17086,22278,9300,17924,,32106,30153,34155,15864,18465,8701,17350,9247,8962,7480
480220,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive ...",12731,15602,14487,13411,9024,1543,1033,849,386,583,,0,0,0,0,0,0,0,0,0,0,,21034,18184,15716,18719,14042,7018,5662,2690,2948,5900
920890,"Fairground organs, mechanical street organs, mechanical singing birds, musical saws and other ...",352,465,433,543,522,184,446,349,272,582,,2863,2142,2417,1911,2039,2652,2508,2462,2439,3749,,12193,12921,13742,13128,12460,9801,11113,8832,6886,9696
482090,"Blotting pads and similar articles of stationery, of paper and paperboard, and book covers ...",48,74,84,227,195,161,136,208,342,580,,13530,13008,14323,12631,13933,15090,16654,15378,14248,16086,,15270,14608,11495,10019,11125,13601,13482,12289,9995,11860
620520,"Men's or boys' shirts of cotton (excluding knitted or crocheted, nightshirts, singlets and ...",863,552,387,349,383,320,263,309,209,579,,679350,660246,706920,566785,547169,599894,630812,614829,482601,463218,,2953151,3154537,3200864,3164538,2954594,2694759,2757216,2578321,1556229,1540799
110812,Maize starch,7424,7584,4510,4785,3862,3390,5657,4704,2675,577,,90619,99433,98438,75300,74759,71619,81912,82184,92214,114897,,37932,50267,30091,32062,35865,33186,36411,36845,33458,33591
640359,"Footwear with outer soles and uppers of leather (excluding covering the ankle, incorporating ...",755,706,978,1113,885,798,570,483,263,577,,84342,99894,110169,113073,109746,119453,160024,143383,119341,133030,,971753,985646,992307,933129,868623,797815,799756,729141,471287,580717
151800,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ...",258,152,269,467,216,303,378,402,485,576,,201540,191872,195376,135496,153208,180880,197302,176394,222411,285080,,21060,22723,16066,20055,20702,33870,46595,63835,59322,129978
701890,"Glass eyes (excluding prosthetic articles); articles of glass beads, or of imitation pearls, ...",352,289,282,334,388,386,417,271,489,573,,5371,5569,5210,5711,11342,11419,9110,7708,3347,3972,,35264,30873,29744,30733,30290,30322,30974,29417,22546,29310
852872,"Reception apparatus for television, colour, whether or not incorporating radio-broadcast receivers ...",269,543,894,289,235,328,587,630,349,570,,1108784,964590,761843,579256,402228,322688,345047,306333,358658,401931,,16785159,14531742,15631034,15988623,12684552,13314385,13287346,12610938,13298702,16272091
691410,"Ceramic articles of porcelain or china, n.e.s.",1193,1616,1300,863,1783,2839,1710,1727,1296,570,,4986,4947,7512,5872,5043,4616,5014,4329,4127,4622,,3225,4379,4512,5592,8345,9871,19421,13206,15065,17594
110290,"Cereal flours (excluding wheat, meslin and maize)",102,230,437,400,207,66,27,170,708,566,,30306,36263,40965,39755,34506,35912,41384,42556,52408,60479,,32697,37567,30700,30997,31547,37083,41754,46063,60600,61836
810199,"Articles of tungsten, n.e.s.",1566,2790,2547,2297,2563,3477,2228,1385,1431,565,,24439,23680,22044,23839,25510,25654,28577,24422,26028,29468,,49954,41094,60157,32081,36776,45835,52566,52058,41842,51212
280480,Arsenic,473,468,663,312,566,508,862,644,846,561,,4376,2308,3026,2337,2199,2097,3570,2443,2780,6110,,2711,1998,2340,1494,2405,2389,2731,1804,2055,2459
292242,Glutamic acid and its salts,3,20,52,0,0,0,39,107,144,557,,5737,4865,4088,3598,3519,2986,4000,2713,3396,4592,,63784,55178,35574,37763,39113,36296,36783,42095,37017,44053
290129,"Hydrocarbons, acyclic, unsaturated (excluding ethylene, propene """"propylene"""", butene """"butylene"""" ...""",1125,10763,2442,1562,1636,3316,1859,680,426,556,,11550,9641,10555,10758,11858,9687,9694,8406,7572,13445,,550943,544213,508143,437953,396580,377863,372582,380254,287901,378506
600621,"Unbleached or bleached cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding ...""",264,191,426,563,549,489,385,367,271,556,,12337,13819,13037,11304,14027,11637,12042,10455,9291,10868,,26831,28350,27641,31808,37779,58148,66438,68671,89152,155333
392210,"Baths, shower-baths, sinks and washbasins, of plastics",280,419,548,496,584,300,1245,444,337,555,,109711,105000,98028,96218,97277,103852,106924,98099,95158,118102,,91177,104299,118090,121366,150947,173023,192295,214183,246368,331553
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",1512,3895,1688,1506,2212,5523,12685,8335,646,553,,36866,34979,31987,32161,35933,39401,37615,37427,34648,50265,,124133,120674,107754,103707,94828,108030,141460,127621,116478,122089
721810,"Steel, stainless, in ingots and other primary forms (excluding waste and scrap in ingot form, ...",860,56,702,203,292,433,956,446,1004,553,,8748,16382,7623,8051,3539,5979,12248,8893,5636,7092,,62155,51439,45002,38265,18467,65697,46146,24929,24322,42094
620192,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of cotton (not knitted ...",61,52,115,168,131,146,265,336,455,552,,80840,74961,77781,58913,62585,77075,88720,102472,99126,97993,,329666,294675,321856,350917,311876,317483,355359,435737,341575,436233
282560,Germanium oxides and zirconium dioxide,1521,1538,1651,2597,1338,1026,1686,1030,838,550,,18090,15900,11992,12639,5255,5607,5689,4068,2931,3600,,66964,62692,63045,62490,51687,47133,50454,57680,41335,44937
840510,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ...",6174,11063,11534,2897,2915,3218,1141,864,491,548,,101446,58451,39380,22266,32485,30940,29801,32848,46505,47873,,13049,22894,23565,36413,28192,48064,32511,29180,30856,24956
291634,Phenylacetic acid and its salts,193,166,102,88,76,134,49,191,164,547,,165,217,255,165,367,481,328,612,554,679,,1012,1208,2779,1062,862,1282,1036,1117,873,1121
730210,"Rails of iron or steel, for railway or tramway track (excluding check-rails)",608,647,419,640,275,426,208,231,102,547,,121842,86103,41195,37776,32168,36391,42621,29999,41288,34929,,364761,381158,356791,312537,269151,215302,149153,133769,52897,57877
290944,Monoalkylethers of ethylene glycol or of diethylene glycol (excluding monobutyl ethers),165,69,160,442,120,205,123,74,758,546,,12721,15703,16011,13843,13279,13684,18102,17096,14181,19521,,11698,13369,18343,7634,12974,13784,19900,7801,4607,7181
441194,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",13,748,203,322,277,280,616,313,197,545,,58000,71949,64676,54782,40118,36355,30364,42118,65543,70597,,17456,20423,24533,22326,30719,26661,32065,32881,31396,35735
580890,"Ornamental trimmings of textile materials, in the piece, not embroidered, other than knitted ...",152,165,132,107,211,383,340,303,214,545,,5836,5526,5688,5296,5061,5550,5741,4923,4761,5522,,27243,29310,30781,35564,31838,29563,32559,27381,21651,25094
240120,"Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured",42,1220,124,11180,4815,1819,1313,311,2360,545,,313916,324234,362463,333713,356067,404994,364501,322420,237289,308145,,598648,650863,457848,451399,453714,366654,363193,377180,278770,314650
251990,"Fused magnesia; dead-burned """"sintered"""" magnesia, whether or not containing small quantities ...""",143,388,226,323,212,580,3094,264,166,541,,50904,55830,62360,45318,47384,71428,84278,62278,49897,72761,,257284,231389,236677,239780,167121,216291,349527,280282,182617,305345
810930,Zirconium waste and scrap (excluding ash and residues containing zirconium),2,0,223,2,57,44,415,1506,480,540,,342,1140,1188,977,1124,656,997,1369,556,879,,638,1182,1449,827,866,1200,1515,2856,1290,6532
320730,"Liquid lustres and similar preparations of the kind used in the ceramic, enamelling or glass ...",7423,9096,6689,8282,6012,7243,9501,4555,346,539,,194702,169360,137229,96383,91032,98757,101714,112957,76279,93994,,14060,13762,12014,15154,12247,13209,20799,10111,5934,17055
961380,"Lighters (excluding gas fuelled pocket lighters, and fuses and primers for propellent powders ...",605,969,947,1041,813,775,633,607,742,538,,29394,35240,42745,31307,34246,36277,38038,35065,35901,45790,,70292,86013,84798,91815,81609,93813,108979,115219,96650,122682
890400,Tugs and pusher craft,0,0,0,0,0,0,556,974,236,535,,2546,11241,649,85693,3681,43872,44743,9721,12278,14992,,43,12,529,121,26,1170,10227,1004,4070,676
821290,Parts of non-electric razors of base metal (excluding safety razor blades and razor blade blanks ...,227,298,820,550,309,245,501,897,572,534,,7167,2854,2125,2183,2606,2671,2838,3031,4480,4448,,7612,9250,9591,7095,8379,18950,30345,29054,24404,40587
540773,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",113,127,72,59,73,97,161,284,202,533,,5767,6790,6487,5547,4890,5364,5301,4867,4105,7338,,40665,38842,40822,48410,33756,24045,27601,33739,29387,39116
390422,"Plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",1538,1886,1933,1614,1033,1451,1234,1170,599,533,,220262,227992,224196,184381,188118,210284,230768,200941,181353,249270,,66476,70155,70635,68508,69406,63968,55587,50087,45261,68671
800120,Unwrought tin alloys,1021,754,441,598,389,208,240,236,68,533,,28651,32449,34155,25961,20680,22086,20384,17221,14302,26787,,25067,26109,30255,43763,30432,29663,27528,14544,11656,25193
220840,Rum and other spirits obtained by distilling fermented sugar-cane products,3,0,41,19,115,83,366,370,364,532,,209704,200854,208314,163201,234914,203931,157245,59724,45819,62836,,109637,114357,119784,124024,127948,136434,144013,153644,153338,191661
580110,"Woven pile fabrics and chenille fabrics, of wool or fine animal hair (excluding terry towelling ...",714,790,915,377,323,226,233,282,283,532,,10860,8253,7954,6247,4805,6031,7382,6435,4642,8571,,14513,16466,17463,13668,12553,13016,14491,14942,10085,15352
732219,"Radiators for central heating, non-electrically heated, and parts thereof, of iron other than ...",539,502,566,390,211,523,526,1330,1000,530,,291572,280688,277844,228628,219981,238785,236341,222710,210761,238132,,18287,15225,22926,20593,12025,15628,17495,20936,19686,17287
630253,Table linen of man-made fibres (excluding knitted or crocheted),146,253,269,217,328,374,367,403,319,525,,13797,12639,11646,10079,11222,15017,16548,15913,15742,16884,,197462,218309,216115,235716,222046,230956,233686,222753,127565,186190
152190,"Beeswax, other insect waxes and spermaceti, whether or not refined or coloured",294,655,137,204,208,73,57,78,128,525,,12798,11235,13048,11963,14092,17575,20886,18204,19542,19309,,19749,24867,29595,36680,31915,32130,32337,26032,21095,25909
530890,"Yarn of vegetable textile fibres (excluding flax yarn, yarn of jute or of other textile bast ...""",208,534,316,663,401,374,268,398,163,516,,3260,2285,2420,2569,3241,2489,2682,2616,1494,1697,,1216,4129,2780,1847,1336,1716,1416,1666,1633,2355
910591,"Clocks, electrically operated (excluding wrist-watches, pocket-watches and other watches of ...",321,274,278,215,334,386,438,391,346,516,,17945,18968,21002,18445,18317,18998,20045,24259,22344,24225,,35324,39994,32534,35695,32326,35166,27817,26203,19700,26473
560490,"Textile yarn, strip and the like of heading 5404 and 5405, impregnated, coated, covered or ...",589,446,296,533,399,203,256,276,185,514,,20700,20859,19312,16756,19766,18541,18379,17452,14443,18136,,21713,18375,20080,19109,15883,10672,12321,16420,16088,25349
81330,Dried apples,871,473,361,1479,606,1122,3158,955,411,512,,6890,7043,6706,6766,6940,9952,11290,8827,7036,6541,,36212,35473,37976,40292,37109,38396,40723,34601,36665,40236
580620,"Narrow woven fabrics of textile materials, containing >= 5% elastomeric yarn or rubber thread ...",593,543,416,273,289,366,350,311,236,509,,42098,39307,39722,31753,31319,31837,33395,32135,30608,33688,,16295,16308,18491,23035,22816,18639,15264,12974,22689,20962
732394,"Table, kitchen or other household articles, and parts thereof, of iron other than cast iron ...",571,648,216,358,289,245,610,854,542,509,,31983,35686,39684,37725,38840,37474,41256,41185,50727,69256,,76797,79880,73161,80001,85282,80531,87776,105124,100064,144919
530911,"Woven fabrics of flax, containing >= 85% flax by weight, unbleached or bleached",210,238,311,302,248,323,497,272,455,508,,4131,3532,3455,2548,2881,2382,2641,2789,3176,4457,,22832,24986,26705,26637,22806,22189,23166,21252,21018,33768
720229,"Ferro-silicon, containing by weight <= 55% silicon",531,80,260,310,439,504,508,362,478,506,,18962,16696,15760,17149,15116,15257,16536,14703,16139,18231,,67943,67656,64182,55656,46240,46872,46025,37883,31811,37863
961390,"Parts of lighters, n.e.s.",153,258,536,819,677,822,680,319,250,506,,4594,3705,2940,1873,2543,2048,1480,960,2092,2008,,16701,16913,17707,17672,16245,14164,18411,24736,22075,34563
840410,"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ...",299,645,509,140,194,200,301,246,560,505,,53781,57334,42164,41073,50761,48722,36844,49589,38993,49853,,103290,117172,101175,109758,85196,69205,51190,40559,51292,52394
283620,Disodium carbonate,177,568,3203,3226,2619,319,378,243,524,504,,81773,71933,87485,72298,84133,194366,174220,156114,151539,209232,,3358,3469,6959,6778,6684,4806,6574,7551,4428,4848
490600,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ...",813,936,986,1911,826,1071,665,754,1674,503,,49335,17440,13639,10205,9189,9097,13221,10562,6990,6969,,6087,5951,8992,7959,8651,6096,2483,14919,3190,2962
721911,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",351,0,0,9,0,0,0,60,0,502,,1687,32956,1286,300,568,24017,197,300,92,222,,6595,8069,11010,8552,4940,5312,6680,3653,6038,8472
910820,"Watch movements, complete and assembled, with automatic winding",5,10,71,7,10,69,41,740,0,501,,1489,1534,2248,1228,1785,1538,1279,2049,2539,3496,,11329,12897,10112,10074,12240,10856,10858,10981,9811,13304
690990,"Ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, ...",926,914,700,351,632,511,648,295,397,499,,9687,10196,5636,5253,4765,6678,5420,7262,6873,6403,,12632,11193,7193,7371,8468,9930,9335,8875,6011,9286
250610,Quartz (excluding quartz sands),495,583,613,528,597,597,435,491,544,499,,9278,9166,9354,7319,2441,2951,3956,2420,2744,4128,,18830,27697,24494,46267,51723,57792,55096,54719,61795,67314
750220,Unwrought nickel alloys,30348,17355,12442,10627,3812,1511,1569,1276,653,497,,92632,90190,140057,70319,53120,160655,231784,190161,195230,165031,,239128,223466,223975,174521,116097,67263,72054,94412,55272,56466
520932,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",245,408,237,659,469,651,402,376,175,496,,64705,66106,67802,45640,40829,41620,39842,31804,23042,24455,,12295,11695,12524,16227,11159,9314,7728,6233,4711,6933
170219,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ...",175,550,349,492,255,2288,762,820,509,495,,17042,12729,8729,4438,1253,1525,1495,927,865,936,,2545,4801,4329,7343,4275,6377,6741,4175,5092,6611
91030,"Turmeric """"curcuma""""""""",0,13,4,29,57,131,49,493,687,495,,1487,1875,2106,2451,3571,4483,5045,4773,6919,7514,,11535,14071,19308,23638,30881,35073,37964,33790,47703,62740
621290,"Corsets, braces, garters, suspenders and similar articles and parts thereof, incl. parts of ...",99,56,53,39,36,301,280,238,62,495,,45154,64878,61522,41227,36985,42796,47825,40937,35340,40226,,174352,175484,182182,192734,156548,151076,135892,141938,105478,155802
520812,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",227,179,271,164,173,213,298,501,178,493,,26664,24849,22079,18109,16592,17885,15092,13136,8859,10761,,30435,24727,25048,27905,23723,19445,21214,17416,17619,15042
200791,"Citrus fruit jams, jellies, marmalades, pur?es or pastes, obtained by cooking, whether or not ...",13,25,5,16,29,132,300,709,614,492,,11481,11440,10967,9054,8331,7892,9059,9330,7746,7702,,5206,5665,5861,5486,5636,7392,8397,9929,9642,9880
741510,"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron ...",495,399,182,1958,1717,1524,1259,1187,573,490,,27971,27880,31136,25039,22487,22605,24800,19868,17501,24205,,1616,1757,1307,3041,2750,2652,2746,2538,1763,1815
600633,"Fabrics, knitted or crocheted, of synthetic fibres, of yarns of different colours, of a width ...""",849,980,754,464,480,725,773,314,396,489,,18372,15822,18564,22752,25764,30289,28628,24716,18434,22493,,28991,24851,31263,40693,42949,45287,52877,39827,44000,59751
480519,"Fluting paper, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with ...",85,2694,241,279,133,7956,1967,274,720,486,,816182,821836,895829,758390,724872,803273,992773,786779,656757,1001604,,74324,103983,116605,136031,132311,157005,162182,156143,123833,138617
