Product code,Product label,China's imports from Saudi Arabia-Value in 2012,China's imports from Saudi Arabia-Value in 2013,China's imports from Saudi Arabia-Value in 2014,China's imports from Saudi Arabia-Value in 2015,China's imports from Saudi Arabia-Value in 2016,China's imports from Saudi Arabia-Value in 2017,China's imports from Saudi Arabia-Value in 2018,China's imports from Saudi Arabia-Value in 2019,China's imports from Saudi Arabia-Value in 2020,China's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
30314,"Frozen trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,24813,27108,29370,29373,33932,44404,23143,16463,13976,10938
30331,"Frozen lesser or Greenland halibut """"Reinhardtius hippoglossoides"""", Atlantic halibut """"Hippoglossus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,97305,105774,92093,117380,111451,111440,328734,407600,310539,286608
30341,"Frozen albacore or longfinned tunas """"Thunnus alalunga""""""""",0,0,0,0,0,0,0,0,0,0,,0,525,0,0,6,8,0,0,0,0,,11791,3826,4976,4897,8968,7947,12241,121,500,1927
30343,"Frozen skipjack or stripe-bellied bonito """"Euthynnus -Katsuwonus- pelamis""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,100666,140307,93053,76107,89459,89872,139817,92795,49489,21853
30366,"Frozen hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,17062,25198,36482,20400,28596,39771,26818,39964,27462,14751
30368,"Frozen blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,60082,41432,61452,38569,32823,38584,39592,40132,48172,23183
30431,"Fresh or chilled fillets of tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,0,0,3,,0,0,0,0,0,0,0,0,0,0
30441,"Fresh or chilled fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,20,64,48,29,57,132,309,704,309,1795
30443,"Fresh or chilled fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0
30485,"Frozen fillets of toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,50,469,533,723,581,872
30487,"Frozen fillets of tuna """"of the genus Thunnus"""", skipjack or stripe-bellied bonito """"Euthynnus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,6,21,36,117,8,,1607,1824,1228,469,2139,1460,8327,11333,3167,2701
30542,"Smoked herring """"Clupea harengus, Clupea pallasii"""", incl. fillets (excluding offal)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,17,0,0,0,,0,0,0,0,2,0,0,0,0,0
30549,"Smoked fish, incl. fillets (excluding offal, Pacific salmon, Atlantic salmon, Danube salmon, ...",0,0,0,0,0,0,0,0,0,0,,0,243,0,0,0,0,0,0,0,0,,634,666,750,775,457,502,414,359,140,185
30579,"Fish fins and other edible fish offal, smoked, dried, salted or in brine (excluding heads, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,377,191,376,49,46,1874,2755,6803,5006,4106
30619,"Frozen crustaceans, even smoked, fit for human consumption, whether in shell or not, incl. ...",0,0,0,0,0,0,0,0,0,0,,261,0,0,0,0,67,0,2097,64,0,,12964,2469,3580,10346,15347,19068,15774,19368,24774,23122
30627,"Shrimps and prawns, even smoked, whether in shell or not, live, fresh, chilled, dried, salted ...",0,0,0,0,0,0,0,0,0,0,,576,441,437,5,18,0,0,369,0,0,,70007,90532,104334,115495,115931,0,0,0,0,0
30732,"Mussels """"Mytilus spp., Perna spp."""", frozen, even in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,23673,28991,21589,29571,22579
30751,"Octopus """"Octopus spp."""", live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7,10,5,28,3,143,28,7,5,0
30789,"Smoked, frozen, dried, salted or in brine, abalone """"Haliotis spp."""", even in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2291,998,1859,2206,2293,0,0,0,0,0
40310,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, ...",0,0,0,0,0,0,0,0,0,0,,85198,165469,176384,236038,124378,208126,190334,188062,108693,111012,,8514,12412,13828,19356,31205,53165,52561,52708,47483,43157
40721,"Fresh eggs of domestic fowls, in shell (excluding fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,51381,71895,62774,8177,26963,15232,981,1472,68,7293,,258,230,181,6,0,0,0,0,0,0
40891,"Dried birds' eggs, not in shell, whether or not sweetened (excluding egg yolks)",0,0,0,0,0,0,0,0,0,0,,83,0,0,17,2,24,0,365,101,252,,10,10,21,10,0,0,0,42,301,0
50800,"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,17,,19781,22405,21484,14732,15964,14680,13896,14677,13430,19936
60420,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",0,0,0,0,0,0,0,0,0,0,,32,0,0,0,144,214,149,131,74,88,,235,418,1051,1425,1897,3363,4140,5230,8189,9949
70190,Fresh or chilled potatoes (excluding seed),0,0,0,0,0,0,0,0,0,0,,22948,0,0,9,0,0,22,0,0,13,,0,0,1,0,0,0,0,0,0,0
70529,Fresh or chilled chicory (excluding witloof chicory),0,0,0,0,0,0,0,0,0,0,,394,2388,2985,3357,2875,3075,1401,582,15,0,,0,0,0,1,0,0,0,0,0,0
70610,Fresh or chilled carrots and turnips,0,0,0,0,0,0,0,0,0,0,,1130,909,682,1476,1834,2849,2459,2307,1299,1445,,0,2,42,58,100,377,327,213,49,3
70810,"Fresh or chilled peas """"Pisum sativum"""", shelled or unshelled""""",0,0,0,0,0,0,0,0,0,0,,49,61,38,295,65,82,262,326,178,369,,99,0,0,0,0,0,0,0,0,0
71021,"Shelled or unshelled peas """"Pisum sativum"""", uncooked or cooked by steaming or by boiling ...""",0,0,0,0,0,0,0,0,0,0,,132,39,157,335,479,909,447,206,447,538,,6167,6182,4909,8986,9907,14333,15071,20155,18286,25906
71090,"Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,4469,4989,0,14,33,172,321,360,6,9,,24,23,30,59,79,76,66,758,222,1521
71140,"Cucumbers and gherkins provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",0,0,0,0,0,0,0,0,0,0,,0,87,45,142,7,19,17,17,461,939,,215,203,123,227,350,184,685,819,726,731
71239,"Dried mushrooms and truffles, whole, cut, sliced, broken or in powder, but not further prepared ...""",0,0,0,0,0,0,0,0,0,0,,597,338,64,29,9,27,9,0,0,0,,1741,4397,5476,3718,2365,606,944,1303,208,190
71320,"Dried, shelled chickpeas """"garbanzos"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,1519,1123,973,1598,924,1414,882,1334,927,908,,29,43,68,102,14,273,3400,5517,4784,5571
71332,"Dried, shelled small red """"Adzuki"""" beans """"Phaseolus or Vigna angularis"""", whether or not ...""",0,0,0,0,0,0,0,0,0,0,,0,35,0,255,3,50,130,55,185,38,,433,1242,4283,5793,2448,9097,8821,9434,7362,11599
71335,"Dried, shelled cow peas """"Vigna unguiculata"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,0,0,0,230,78,0,81,3,9,208
71340,"Dried, shelled lentils, whether or not skinned or split",0,0,0,0,0,0,0,0,0,0,,0,377,112,398,298,186,370,81,96,9,,339,211,334,211,812,2730,8134,9869,11228,10641
80131,"Fresh or dried cashew nuts, in shell",0,0,0,0,0,0,0,0,0,0,,69,141,178,167,211,77,47,0,0,0,,4909,5503,2881,3595,728,11687,9904,18767,15881,11825
80212,"Fresh or dried almonds, shelled",0,0,0,0,0,0,0,0,0,0,,284,261,1292,1118,606,534,392,5,19,41,,26160,25412,26316,44049,45218,70767,134910,226069,170141,169133
410320,"Raw hides and skins of reptiles, fresh or salted, dried, limed, pickled or otherwise preserved ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,220,373,364,517,1648,2009,1797,1995,2563,1480
410530,"Skins of sheep or lambs, in the dry state """"crust"""", without wool on, whether or not split ...""",0,0,0,0,0,0,0,0,29,0,,432,42,3479,2153,1210,1936,1205,144,36,0,,8492,2904,17094,39956,25811,13681,7188,5925,2416,4081
410622,"Hides and skins of goats or kids, in the dry state """"crust"""", without wool on, whether or ...""",0,0,0,0,0,0,0,0,0,0,,230,0,0,0,0,40,0,0,0,0,,16778,12647,12016,14001,8628,11602,9211,6815,2911,3539
420292,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",0,0,0,0,0,0,2,0,0,0,,0,40,0,172,694,678,180,0,454,1304,,101836,117292,107590,111173,151316,206757,253033,339201,406886,450046
430130,"Raw furskins of the following types of lamb: Astrakhan, Caracul, Persian, Broadtail and similar, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,50,246,228,143,0,474,593,74,0,84
430310,Articles of apparel and clothing accessories of furskin (excluding gloves made of leather and ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,2,0,0,0,0,0,,39674,45811,43275,41951,31549,38898,44904,43968,41883,71588
440110,"Fuel wood, in logs, billets, twigs, faggots or similar forms",0,0,0,0,0,0,0,0,0,0,,0,0,0,12,0,2,0,0,0,0,,197,1525,205,139,86,0,0,0,0,0
440210,"Bamboo charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding used as ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,0,0,,127,152,180,488,274,361,669,1202,1139,938
440290,"Wood charcoal, whether or not agglomerated (excl. of bamboo or shell or nut, charcoal used ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12,0,0,0,0,,57910,62705,61842,49489,45760,50132,87134,97671,69558,75564
440610,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,26,0,0,0,0,0,,6251,3840,2669,5095,2585,0,0,0,0,0
440612,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,73,0,0,0
441194,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,0,0,0,0,0,0,0,0,,124,0,0,2,0,60,41,0,13,899,,784,840,1674,1495,1390,822,544,1324,799,442
441210,"Plywood, veneered panel and similar laminated wood, of bamboo, not containing particle board ...",0,0,0,0,0,0,0,0,0,0,,0,140,0,1,58,31,60,162,13,107,,391,1247,153,278,239,6283,2395,1488,760,418
441231,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",0,0,0,0,0,0,0,0,0,0,,0,0,28,41,118,117,333,131,109,120,,28726,12078,15818,14928,16990,27528,23341,18078,22514,16456
441520,"Pallets, box pallets and other load boards, of wood; pallet collars of wood (excluding containers ...",0,0,0,0,0,0,0,0,0,0,,6478,4894,1215,5306,2819,3939,4773,2533,1747,3737,,6322,7536,11027,11280,11529,13103,12883,10637,10934,11963
441700,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ...",0,0,0,0,0,0,0,0,0,0,,0,0,88,200,442,172,127,48,28,5,,1420,1326,1127,1492,1232,1228,1561,1487,1225,1351
441820,"Doors and their frames and thresholds, of wood",2,0,0,0,0,0,0,0,3,0,,1019,1271,550,1394,977,912,1032,624,217,292,,5360,4438,10699,5985,4980,10531,6561,5063,6379,7179
441840,Wooden shuttering for concrete constructional work (excluding plywood boarding),0,0,0,0,0,0,0,0,0,0,,273,58,89,81,438,866,216,0,0,0,,261,850,1554,1119,1615,1633,445,708,1125,2132
441875,"Flooring panels, multilayer, assembled, of wood other than bamboo (excl. for mosaic floors)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,53808,57338,59228,44960,54583
442110,Clothes hangers of wood,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,23,39,151,4,0,0,,2150,2111,1933,1737,1619,1526,2406,1965,1267,1802
450190,"Cork waste; crushed, powdered or ground cork",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,10,0,0,0,0,,395,491,779,2774,793,2063,1744,2071,1380,2609
470411,"Unbleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4786,4186,5352,5992,4887,2853,4168,2574,2889,5307
470429,"Semi-bleached or bleached non-coniferous chemical wood pulp, sulphite (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6340,6003,7405,5264,5412,4422,5392,3821,4538,6258
470630,Pulps of fibrous cellulosic bamboo material,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1323,917,967,123,100,16,27,16,22,21
470691,"Mechanical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,0,0,31,0,2,0,0,0,0,0,,1519,1039,160,150,20,30,47,53,99,223
480100,"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,1693,390,1249,1191,1162,109,59,245,358,27,,83533,67091,27301,30600,29813,169064,295148,243459,267559,336309
480255,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",1,0,0,0,0,0,0,0,0,0,,399,0,0,159,382,253,0,19,5,0,,128070,81058,118889,144890,158036,250352,338545,195621,336984,395998
480269,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,4204,2050,5555,4593,2460,18571,5684,4425,3630,7684,,24799,22676,16917,23030,29618,22149,32430,29218,20434,16312
480300,"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ...",0,0,0,0,0,0,0,0,0,0,,21136,10172,6298,8165,11880,4459,7185,5940,2702,6200,,46940,42629,46400,34132,29983,35960,51032,31692,27202,34944
480421,"Unbleached sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding goods of heading ...",0,0,0,0,0,0,0,0,0,0,,163,70,0,2,1,22,24,3098,2677,1201,,57434,64707,65171,67694,59789,76810,76663,72265,121577,91631
480512,"Straw fluting paper, in rolls of a width > 36 cm, weighing >= 130 g/m©÷",0,0,0,0,0,0,0,0,0,0,,0,0,0,36,974,4129,1809,2952,3044,6279,,0,0,0,0,0,162,249,0,11,0
480550,"Felt paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets with ...",0,0,0,0,0,0,0,0,0,0,,0,273,420,27,609,30,208,26,1212,20223,,10712,9290,6764,5717,7561,7534,5195,5020,4421,5414
480592,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,0,0,0,0,0,45,0,0,0,,0,0,0,0,0,273,1851,684,211,891,,5476,6029,5596,5026,4443,5386,9433,4554,77588,152822
481013,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,0,0,0,0,0,0,0,0,0,,6075,6767,5447,9546,559,196,164,4811,1661,61,,222068,201076,230750,241233,234606,271238,238433,177901,192172,216913
481039,"Kraft paper and paperboard, coated on one or both sides with kaolin or other inorganic substances, ...",0,0,0,0,0,0,0,0,0,0,,0,101,60,21,43,0,3,608,0,1,,38811,45653,55140,51977,52717,53584,54366,64294,85142,76107
481159,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",0,0,363,0,0,6,2,23,0,0,,382,14672,28558,35749,16793,1958,20897,21122,20976,19880,,233098,215333,219414,214530,202562,219657,240619,204553,202209,212522
220421,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1376201,1381934,1366156,1879673,2196696,2551765,2573299,2202867,1655358,1308405
220600,"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,9707,10818,17419,30636,23881,29869,44461,60550,73433,102210
220870,Liqueurs and cordials,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,10951,15568,20002,15286,16396,25038,46380,118434,109446,136906
220890,"Ethyl alcohol of an alcoholic strength of < 80% vol, not denatured; spirits and other spirituous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,987,0,,69024,74752,68204,66974,92473,91759,129266,169172,142914,151814
230120,"Flours, meals and pellets of fish or crustaceans, molluscs or other aquatic invertebrates, ...",0,0,0,0,0,0,0,0,0,0,,488,0,0,0,0,0,0,0,0,0,,1693453,1676179,1561893,1797562,1617134,2224034,2228402,1974690,1965033,2603297
290522,Acyclic terpene alcohols,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,168,23,0,0,0,0,,30252,28829,23773,19731,16331,14106,15911,17283,15577,17635
290541,"2-Ethyl-2-""""hydroxymethyl"""" propane-1,3-diol """"trimethylolpropane""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,32,0,0,0,0,0,0,8,,20502,24978,20965,12832,7988,8570,6718,7714,6701,4468
290544,"D-glucitol """"sorbitol""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2324,4631,3938,2881,2486,2629,3557,2620,3507,4187
290559,"Halogenated, sulphonated, nitrated or nitrosated derivatives or acyclic alcohols (excluding ...""",0,0,0,169,378,415,165,395,71,0,,62,1450,1077,1,86,58,0,8,6,9,,6553,4998,5378,6090,4565,5605,9008,8288,6122,9345
291221,Benzaldehyde,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3812,6581,5653,5245,4744,4184,3998,2324,1348,1193
291242,"Ethylvanillin """"3-ethoxy-4-hydroxybenzaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,15,32,12,0,0,0,,2334,1910,1691,1944,3441,2499,2494,1205,2878,2933
291419,"Acyclic ketones, without other oxygen function (excluding acetone, butanone """"methyl ethyl ...""",0,0,0,0,0,0,0,0,0,0,,193,62,0,10,30,53,0,0,12,0,,19133,18705,19889,22043,19766,22977,27965,23338,30324,40044
291461,Anthraquinone,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,274,8613,2166,1582,975,3058,2322,3807,4675,12392
291512,Salts of formic acid,120,0,0,0,39,0,0,0,0,0,,2976,2837,3339,1901,1643,2331,4182,3200,972,2735,,2013,2597,2770,2312,2189,3011,4954,64881,4380,2524
291524,Acetic anhydride,10891,15255,12492,5303,5555,2872,1407,0,0,0,,15814,17744,15275,11227,9837,20133,8049,14808,11093,34944,,13615,15257,14598,5681,6965,3069,5384,670,1713,550
291540,"Mono- di- or trichloroacetic acids, their salts and esters",0,0,0,0,0,0,0,0,0,0,,924,143,209,31,0,0,0,2630,158,0,,1562,1797,2501,2678,2301,2596,2688,3259,2598,5227
291550,"Propionic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,30,0,0,20,62,11,5,0,0,0,,15275,20215,18153,17106,23574,21710,31720,31120,29059,16018
291620,"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,0,81,0,0,,24154,24815,26829,26083,28687,35996,32953,34971,41241,32434
291634,Phenylacetic acid and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,65,67,9,0,48,0,0,,41,74,44,186,110,128,69,150,282,54
291811,"Lactic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,6,40,0,0,0,,11836,17938,19479,17831,14649,17958,29263,26350,28442,26003
291812,Tartaric acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,22,10,0,0,0,,1515,2405,2165,1748,1761,2110,2083,848,1427,691
291821,Salicylic acid and its salts (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,4,0,,964,978,964,1160,675,1021,1878,1009,2367,853
340290,"Surface-active preparations, washing preparations, incl. auxiliary washing preparations and ...",0,0,0,0,2,26,0,0,0,0,,8370,2382,2159,2746,3229,3158,4093,1530,6095,4032,,362459,397939,426552,394345,402930,446928,495686,435056,424079,495853
340510,"Polishes, creams and similar preparations, for footwear or leather, whether or not in the form ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,23,91,63,85,0,0,0,,10963,11673,11792,11435,10215,12197,9493,8556,7457,9484
350219,"Egg albumin (excluding dried [e.g. in sheets, scales, flakes, powder])",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,0,0,0,0,,0,1,6,8,0,6,1,4,0,0
350610,"Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, ...",32,0,0,0,2,0,0,0,0,0,,20290,16014,14324,9337,10193,10710,8888,7021,4956,9184,,391500,436705,456412,418228,414090,430410,448249,446637,477612,570604
360300,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators ...,0,0,0,0,0,0,0,0,0,0,,281,996,4147,1908,2842,3158,14880,11054,981,2064,,63899,76214,98039,99515,121299,117777,110496,91016,76029,77507
370239,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,49,6,950,325,0,0,0,,45,80,72,39,9,39,234,222,141,124
370254,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6061,6963,8077,8549,6924,6242,7196,8141,9750,8343
370296,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,204,111,149,168,102,123,152,333,378,527
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,0,0,0,0,0,0,0,0,0,0,,0,39,66,24,0,15,105,94,0,0,,2394,1993,1340,1831,2277,1961,1227,996,847,1031
380190,"Preparations based on graphite or other carbon in the form of pastes, blocks, plates or other ...",0,0,0,0,0,0,0,0,0,0,,1458,3145,1699,689,14,50,8,0,26,17,,90494,107816,112868,100613,82508,101034,116317,126126,159850,171764
380210,"Activated carbon (excluding medicaments or deodorant products for fridges, vehicles etc., put ...",0,0,0,0,0,0,0,0,0,0,,0,115,117,4,0,63,22,0,0,0,,65429,76499,91882,97465,99113,116015,146944,157869,148710,181845
380700,Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,151,97,148,1247,85,370,2951,9028,10442,5196
381090,"Fluxes and other auxiliary preparations for soldering, brazing or welding; preparations of ...",0,0,0,0,0,0,0,0,0,0,,0,140,1256,1114,251,205,167,0,162,0,,105069,101506,110726,84755,79388,88628,90330,87723,90355,99338
381239,"Anti-oxidising preparations and other compound stabilisers for rubber or plastics (excl. mixtures ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,9025,,0,0,0,0,0,316632,330935,276416,293231,305119
381400,"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ...",0,0,0,0,0,0,0,0,0,0,,37128,48414,34100,2614,682,711,667,995,1084,2057,,151540,133568,114241,102282,100138,100066,114150,111143,100165,102160
481320,Cigarette paper in rolls of a width of <= 5 cm,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,4,0,0,0,,39842,28399,24401,26703,19944,20090,29257,30962,34539,24918
481850,"Articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs ...",0,0,0,0,0,0,0,0,0,0,,32790,9358,2846,1152,1391,1049,3036,511,633,49,,663,201,686,642,136,214,64,78,27,90
482190,"Paper or paperboard labels of all kinds, non-printed",0,0,0,0,0,0,0,0,0,0,,188,745,367,1129,787,321,74,8,5,1599,,35510,35835,35139,31612,34993,37202,31440,26867,20943,23079
490290,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...",0,0,0,1,0,0,0,0,0,0,,0,173,225,414,193,173,52,26,12,33,,214087,209758,237437,234361,135000,225224,365655,362340,389031,198047
510531,"Hair of Kashmir """"cashmere"""" goats, carded or combed""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1820,743,1583,360,3,5,2,6,43,7
510610,Carded wool yarn containing >= 85% wool by weight (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,10800,7310,7447,16798,8712,6187,18560,11307,10017,12321
