Product code,Product label,Saudi Arabia's imports from Viet Nam-Value in 2012,Saudi Arabia's imports from Viet Nam-Value in 2013,Saudi Arabia's imports from Viet Nam-Value in 2014,Saudi Arabia's imports from Viet Nam-Value in 2015,Saudi Arabia's imports from Viet Nam-Value in 2016,Saudi Arabia's imports from Viet Nam-Value in 2017,Saudi Arabia's imports from Viet Nam-Value in 2018,Saudi Arabia's imports from Viet Nam-Value in 2019,Saudi Arabia's imports from Viet Nam-Value in 2020,Saudi Arabia's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
283526,"Phosphates of calcium (excluding calcium hydrogenorthophosphate """"dicalcium phosphate"""")""""",0,0,0,0,0,0,0,0,0,0,,109,30,28,144,176,124,94,107,165,288,,7328,7158,6409,9223,8466,5506,15876,34635,6017,9876
283531,"Sodium triphosphate """"sodium tripolyphosphate"""", whether or not chemically defined""""",0,0,0,0,0,0,0,0,0,0,,6,3,3,15,3,7,37,190,323,26,,14404,7540,4777,4374,4401,4135,4411,7340,7390,3995
283620,Disodium carbonate,0,0,0,0,0,0,0,0,0,0,,399,385,487,551,2421,399,459,411,148,129,,86648,83151,89219,88964,72257,57290,72543,80107,55206,64100
283660,Barium carbonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,60,,1837,1888,1143,2128,1315,8594,1255,1012,901,2026
283711,Sodium cyanide,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,68,0,0,945,,9568,8721,4465,6542,4581,5074,8273,8235,13948,9710
283990,"Silicates, incl. commercial alkali metal silicates (excluding sodium silicates)",0,0,0,0,0,0,0,0,0,0,,104,267,333,38,70,671,420,564,352,1378,,10189,2269,3135,14333,2601,2452,1098,2194,10860,11476
284180,"Tungstates """"wolframates""""""""",0,0,0,0,0,0,0,0,0,0,,4138,22535,102334,70934,52374,43418,51515,35863,49300,28774,,0,0,29,1,1,1,0,0,0,2
290110,Saturated acyclic hydrocarbons,0,0,0,0,0,0,0,0,0,0,,12,487,0,0,0,42,56,18,0,,,33944,40240,49651,42462,43694,53370,99259,84877,61968,94572
290121,Ethylene,0,0,0,0,0,0,0,0,0,0,,12,0,0,1,0,0,0,0,2,,,0,29,0,257,194,289,291,147,18307,64
290124,"Buta-1,3-diene and isoprene",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,456,1278,4459,5398,3481,3447,5394
290220,Benzene,0,0,0,0,0,0,0,0,0,0,,602,253,39,23,14,8,60028,70496,62627,89294,,744619,626096,735701,403004,344235,515448,522455,481741,388155,529791
290242,M-Xylene,0,0,0,0,0,0,0,0,0,0,,0,0,4,0,0,0,0,0,0,25,,1723,149,712,942,1097,1476,381,368,305,184
290243,P-Xylene,0,0,0,0,0,0,0,0,0,0,,0,0,0,28,0,0,265347,371426,319099,302914,,158,0,72,31,58,7084,694,795,24842,2
290312,"Dichloromethane """"methylene chloride""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,20,4,17,32,61,116,157,67,,2617,2197,2022,3581,2488,2031,3265,3298,2656,3769
290374,Chlorodifluoroethanes,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,36,0,0,0,0,0,0,0,0
290542,Pentaerythritol,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,25,0,5,32,,626,2230,562,1823,1724,1045,437,1738,1011,201
290543,Mannitol,0,0,0,0,0,0,0,0,0,0,,5,3,0,7,2,7,13,24,15,26,,401,136,548,739,596,572,746,1058,626,895
290619,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or ...",0,0,0,0,0,0,0,0,0,0,,32,5,19,3,5,5,12,10,20,18,,696,845,642,962,1268,1439,1612,1730,2989,3696
290719,"Monophenols (excluding phenol """"hydroxybenzene"""" and its salts, cresols and their salts, octylphenol, ...""",0,0,0,0,0,0,0,0,0,0,,88,0,42,0,828,430,275,9,0,,,13440,13397,11069,14585,15685,13383,13594,13379,7485,14624
290811,"Pentachlorophenol """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,24,34,12,0,7,0,3
290960,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their ...",0,0,0,0,0,0,0,0,0,0,,0,6,0,0,10,20,1,0,263,96,,11117,12250,11126,9770,10343,12866,18644,17165,17631,18073
291211,"Methanal """"formaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,1268,1002,389,245,347,929,1038,643,482,492,,1521,2702,1156,1051,1588,569,892,764,979,580
291470,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,11654,4158,4790,2906,6922,8529,3144,7324,8440,4586
291513,Esters of formic acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,2,236,,0,0,34,22,220,141,4098,6889,2041,1254
291539,"Esters of acetic acid (excluding ethyl, vinyl, n-butyl and dinoseb [ISO] acetates)",0,0,0,0,0,0,0,0,0,0,,9,120,12,306,20,264,804,176,326,571,,4026,2869,4424,3429,1934,1253,1521,1624,1532,1577
291615,"Oleic, linoleic or linolenic acids, their salts and esters (excluding inorganic or organic ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,489,331,789,286,609,219,338,186,382,812
291720,"Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, ...",0,0,46,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,60,31,158,,7626,8636,9511,13709,8467,9806,7083,10267,13463,12960
291813,Salts and esters of tartaric acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,25,9,0,0,6,,,79,649,858,17,9,2,28,119,25,38
291814,Citric acid,0,0,0,0,0,0,0,0,0,0,,29,34,35,25,22,11,11,17,48,7,,11121,8074,10031,11614,6901,7491,9620,6400,5834,6622
292011,"Parathion """"ISO"""" and parathion-methyl """"ISO"""" """"methyl-parathion""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,21,199,0,0
292211,Monoethanolamine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,27,0,0,22,1,4,3,,,9181,8669,2082,2865,2866,2550,9067,5585,1383,571
292250,"Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function (excluding ...",0,0,0,0,0,0,0,0,0,0,,574,647,420,463,449,293,418,661,206,44,,14969,14098,9110,10300,6414,12423,7414,7096,6542,6360
292412,"Fluoroacetamide """"ISO"""", monocrotophos """"ISO"""" and phosphamidon """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,432,30,0
292429,"Cyclic amides, incl. cyclic carbamates, and their derivatives; salts thereof (excluding ureines ...""",0,0,0,0,0,0,0,0,0,0,,363,174,162,151,9,29,12,104,18,,,3566,3696,4662,3383,4023,3551,8768,10819,10010,11596
292512,"Glutethimide """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,36,0,0,0,0,0,0,0,0,0
292700,"Diazo-, azo- or azoxy-compounds",0,0,0,0,0,0,0,0,0,0,,0,0,0,10,57,0,44,273,418,2688,,0,174,36,316,138,99,275,359,584,486
293020,Thiocarbamates and dithiocarbamates (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,42,,207,58,0,450,22,20,533,73,120,316
293190,Separate chemically defined organo-inorganic compounds (excluding organo-sulphur compounds ...,0,0,0,0,0,0,0,0,0,0,,0,0,117,67,121,704,112,186,119,83,,29655,31233,19632,15233,14515,62474,141541,116989,41942,25731
293219,"Heterocyclic compounds with oxygen hetero-atom[s] only, containing an unfused furan ring, ...""",0,0,0,0,0,0,0,0,0,0,,0,4,0,0,0,0,0,0,0,,,2331,1670,1076,380,1287,815,2364,297,930,396
293331,Pyridine and its salts,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,0,0,4,0,,,0,41,343,533,1294,469,243,339,186,245
293332,Piperidine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,12,0,0,0,0,,,0,0,0,3,31,35,0,0,0,0
293341,"Levorphanol """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
293355,"Loprazolam """"INN"""", mecloqualone """"INN"""", methaqualone """"INN"""" and zipeprol """"INN"""", and salts ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,75,118,82,99,194
293420,"Heterocyclic compounds containing in the structure a benzothiazole ring-system, whether or ...",0,0,0,0,0,0,0,0,0,0,,8,0,0,98,0,0,51,26,0,136,,31,69,29,131,265,235,492,744,566,194
293491,"Aminorex """"INN"""", brotizolam """"INN"""", clotiazepam """"INN"""", cloxazolam """"INN"""", dextromoramide ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,107,92,171,0,19,87,261,124,77
293627,"Vitamin C and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,4,16,44,147,156,304,223,513,482,147,,2337,2237,2221,2458,1983,3073,4100,2213,1462,2193
293790,"Hormones, natural or reproduced by synthesis; derivatives and structural analogues thereof, ...",0,0,0,0,0,0,0,0,0,0,,9,7,0,0,1,0,0,0,0,,,0,0,388,33,9,971,468,115,395,544
294110,Penicillins and their derivatives with a penicillanic acid structure; salts thereof,0,0,0,0,0,0,0,0,0,0,,152,49,10,198,81,125,1,9,0,22,,15791,12623,14972,10708,9672,8463,7821,6738,12618,5992
294190,"Antibiotics (excluding penicillins and their derivatives with a penicillanic acid structure, ...",0,0,0,0,0,0,0,0,0,0,,462,748,953,1353,1099,1078,2769,3842,6079,242,,26721,17006,36266,53640,40067,41209,20982,25395,30021,17405
300190,"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; heparin ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,3,0,7108,,2405,11301,5073,9255,5270,5237,6229,6460,3986,7946
300210,"Antisera and other blood fractions and immunological products, whether or not modified or obtained ...",0,0,0,0,0,0,0,0,0,0,,0,1,4,41,195,576,0,0,0,,,41770,79769,117916,147056,212828,191997,236404,263364,505756,338164
300390,Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ...,0,0,230,0,0,0,0,0,0,0,,6308,9957,5886,7004,4051,3996,2470,1797,908,1239,,102281,135180,122669,16087,11524,14199,19732,58678,25255,138815
300440,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,1570,1128,597,843,895,882,0,0,0,,,443708,456310,351197,761,36662,1340,185263,139891,24246,23360
300610,"Sterile surgical catgut, similar sterile suture materials, incl. sterile absorbable surgical ...",0,0,0,0,0,0,0,0,24,0,,281,388,533,239,118,85,172,428,255,1226,,31340,44592,61574,59176,47588,47458,38572,45104,31528,51431
300692,Waste pharmaceuticals,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,1,0,0,0,1,,0,0,0,6,45,48,0,0,0,28
310221,"Ammonium sulphate (excluding that in pellet or similar forms, or in packages with a gross weight ...",0,0,0,0,0,0,0,0,0,0,,2223,3100,993,1491,787,588,531,306,1253,407,,4098,3763,2726,2980,1699,1416,2291,1981,2126,1606
310290,Mineral or chemical nitrogen fertilisers (excluding urea; ammonium sulphate; ammonium nitrate; ...,0,0,0,0,0,0,0,0,0,0,,5390,3558,3942,2210,1676,2006,3248,1324,1131,1548,,1542,1031,1684,4445,265,6674,4211,3035,3154,2118
310540,"Ammonium dihydrogenorthophosphate """"monoammonium phosphate"""", whether or not mixed with diammonium ...""",0,0,0,0,0,0,0,0,0,0,,13213,9343,2982,2290,1309,4721,9069,8159,9809,8681,,7082,4819,2157,3945,2963,2715,450,1461,2207,4031
310560,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,12,11,109,29,2,28,23,,567,966,1176,1030,891,777,619,2572,1841,714
320412,"Synthetic organic acid dyes, whether or not metallised, and synthetic organic mordant dyes; ...",0,0,0,0,0,0,0,0,0,0,,92,64,55,121,94,275,879,563,635,194,,1832,1129,1810,3174,2186,1922,1260,2189,1811,2264
320415,"Synthetic organic vat dyes, incl. those usable in that state as pigments; preparations based ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,2,1,1,,1023,27,50,29,2,0,3,15,35,2
320650,"Inorganic products of a kind used as luminophores, whether or not chemically defined",0,0,0,0,0,0,0,8,0,0,,86,262,125,99,63,29,496,148,482,181,,2481,2700,1632,1658,2095,1038,1077,647,811,91
321290,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ...",0,0,0,0,0,0,0,0,0,0,,335,488,329,825,1297,988,567,1305,1358,1609,,26708,34336,31268,37389,44258,42978,31670,30217,7074,6853
90921,"Coriander seeds, neither crushed nor ground",0,0,110,0,0,0,0,0,0,0,,1406,1018,174,203,281,107,16,8,22,51,,2435,6042,7453,6015,6188,3956,3338,5224,5368,5905
90922,"Coriander seeds, crushed or ground",0,0,0,0,0,0,0,0,0,0,,1,206,542,326,182,257,381,365,379,418,,819,1868,2305,2933,1762,1619,1162,1831,1653,2642
91020,Saffron,0,0,0,0,0,0,0,0,0,0,,8,11,16,23,15,18,15,16,52,5,,7946,8286,10851,11490,9555,14682,16751,19933,28827,22842
100310,Barley seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,55,0,145,0,30,6,24,25,0,9
100810,Buckwheat,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,49,134,67,,,0,0,0,1,20,10,76,0,0,1
110313,"Groats and meal of maize """"corn""""""""",0,0,0,0,0,0,0,0,0,0,,3,3,2,6,49,0,0,78,352,19,,1157,1539,2395,4423,3953,4235,3784,4556,4633,5443
110419,Rolled or flaked grains of cereals (excluding oats),0,0,0,0,0,0,0,0,0,0,,24,44,22,110,192,341,39,47,32,33,,9432,8084,5522,5736,6010,4582,4455,5274,4949,4940
110423,"Hulled, pearled, sliced, kibbled or otherwise worked maize grains (excluding rolled, flaked, ...",0,0,0,0,0,0,0,0,0,0,,21,7,2,31,15,7,10,9,5,36,,1443,1376,1007,956,763,1061,1449,1338,1452,460
110720,Roasted malt,0,0,0,0,0,0,0,0,0,0,,0,168,0,593,1920,2926,1689,680,392,204,,28,0,37,57,133,144,160,257,173,92
120600,"Sunflower seeds, whether or not broken",0,0,0,0,0,0,0,0,0,0,,1,0,9,28,0,1,1,3,15,565,,1668,2957,3431,7662,11018,14629,22305,22194,22079,14061
120770,Melon seeds,0,0,0,0,0,0,0,0,0,0,,46,114,99,122,82,190,97,123,405,247,,0,0,0,0,0,0,0,14,0,0
120890,Flours and meal of oil seeds or oleaginous fruit (excluding soya and mustard),0,0,0,0,0,0,0,0,0,0,,85,47,33,48,22,41,92,69,3429,6,,2939,3578,3370,2504,1714,1356,1338,1387,1749,1915
120922,"Clover """"Trifolium spp"""" seed, for sowing""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,3954,82,216,0
120923,Fescue seed for sowing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,205,5,4
121293,"Sugar cane, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,1197,1344,298,678,685,611,1107,1177,2295,2391,,0,602,823,1163,1216,1347,1278,1211,916,1298
121410,Alfalfa meal and pellets,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,5193,31726,36278,51974,68818,35734,31272,5663,56478,60528
140120,Rattans,0,0,0,0,0,0,0,0,0,0,,262,1107,740,776,786,1293,500,1962,1562,595,,0,0,0,196,64,97,131,15,77,169
140420,Cotton linters,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,81,156,0,0,0,,,0,0,0,0,0,81,3,42,173,9
150410,"Fish-liver oils and their fractions, whether or not refined (excluding chemically modified)",0,0,0,0,0,0,0,0,0,0,,0,26,0,0,0,0,152,0,0,23626,,0,31,0,0,59,5,976,673,781,212
150790,"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified and ...",0,0,0,0,0,0,0,0,0,0,,34631,25200,11889,13687,10448,11735,9673,8959,6397,2698,,20198,10198,1743,5395,3122,2313,1838,10411,6198,6026
150910,Virgin olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ...,0,0,0,0,0,0,0,0,0,0,,2,0,1,6,8,17,22,36,53,3,,37253,43938,46459,46095,51511,58939,110947,110812,99059,98848
151219,"Sunflower-seed or safflower oil and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,68,0,3,2,19,3,13,7,43,,,45855,14328,21755,17899,21189,23963,42732,26919,23519,20290
151800,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ...",0,0,0,0,0,0,0,0,0,0,,8512,7352,3561,7843,3700,8411,6157,18525,40018,73932,,1485,1232,2540,1902,2004,3715,4754,3746,2678,2547
160530,"Lobster, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,16,0,0,0,12,0,0,60,0,84,,0,0,110,78,46,173,0,32,183,28
160554,"Cuttlefish and squid, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,26723,24157,20753,23882,21425,36229,28743,23001,21038,24935,,79,0,57,149,136,135,109,695,904,1170
160555,"Octopus, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,36415,31196,31591,32085,35226,45962,57144,47712,37867,42437,,0,0,0,21,1,8,33,21,24,42
170240,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter, ...",0,0,0,0,0,0,0,0,0,0,,3566,0,0,0,0,0,0,0,0,38,,2238,2920,1988,1200,734,755,967,838,1224,1098
180200,"Cocoa shells, husks, skins and other cocoa waste",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,13,,0,248,0,0,0,0,0,0,0,0
180320,"Cocoa paste, wholly or partly defatted",0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,0,0,0,3,,0,251,97,33,126,0,0,0,0,1277
180500,"Cocoa powder, not containing added sugar or other sweetening matter",0,0,0,0,0,0,0,19,0,0,,346,40,387,92,775,532,160,286,507,97,,23881,20194,15839,14633,16957,14823,13842,13719,14544,21023
40120,"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing ...",0,0,0,0,0,0,0,0,0,0,,978,693,735,502,242,87,50,152,398,12816,,14221,14671,15955,19617,12205,849,1327,1832,849,748
40150,"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,207,188,20,84,70,5,154,54,95,17,,39500,36613,52867,38186,4683,11658,3520,8248,8083,11506
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%",0,0,0,0,0,0,0,0,0,0,,8857,13196,9508,4813,577,2887,1083,6060,2598,14,,224575,187811,396102,148002,139376,113327,130581,43298,29153,26749
40490,"Products consisting of natural milk constituents, whether or not sweetened, n.e.s.",0,0,0,0,0,0,0,0,0,0,,214,24,10,213,211,175,29,0,0,195,,18185,11287,21081,13661,6062,7234,9918,18975,20204,19292
40590,"Fats and oils derived from milk, and dehydrated butter and ghee (excluding natural butter, ...",0,0,0,0,0,0,0,0,0,0,,136,1071,5,88,270,1159,938,244,2833,,,31164,35115,43660,34816,37545,77005,84189,78807,70765,39881
40630,"Processed cheese, not grated or powdered",0,0,0,0,0,0,0,0,0,0,,3,0,0,4,12,925,3112,3236,3092,2846,,301724,289979,331878,269833,192441,260465,253013,260299,253829,312858
40690,"Cheese (excluding fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese ...""",0,0,0,0,0,0,0,0,0,0,,186,388,625,893,924,904,1270,1377,869,342,,240017,230492,286089,241839,242014,185750,172067,167685,183649,213459
40819,"Egg yolks, fresh, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,9,19,728,1480,1091,23,,2522,3434,4165,5928,6054,3753,4160,4066,2348,1934
51000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,13,3,0,0,0,0,,,27,0,29,94,140,3,160,0,0,0
51110,Bovine semen,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,2,0,,,5769,5366,6079,6256,6316,6045,5426,6710,5722,5470
51199,"Products of animal origin, n.e.s., dead animals, unfit for human consumption (excluding fish, ...",0,0,0,0,0,0,0,0,0,0,,2371,1399,1195,1001,761,613,954,898,796,29143,,40,234,142,226,64,17,11,9,5,0
60230,"Rhododendrons and azaleas, grafted or not",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,0,1,,294,387,346,784,934,2447,3722,3812,5264,11980
70390,"Leeks and other alliaceous vegetables, fresh or chilled (excluding onions, shallots and garlic)",0,0,0,0,0,0,0,0,0,0,,427,213,222,222,352,397,1022,955,632,203,,0,0,0,173,335,423,421,1713,1514,1984
70970,"Fresh or chilled spinach, New Zealand spinach and orache spinach",0,0,0,0,0,0,0,0,0,0,,26,1,2,7,35,65,62,66,16,36,,0,0,0,347,341,426,514,646,962,966
71220,"Dried onions, whole, cut, sliced, broken or in powder, but not further prepared",0,0,0,0,0,0,0,0,0,0,,349,167,92,209,166,176,202,229,263,621,,752,1432,1276,1069,1577,1454,1465,1452,2014,1201
71231,"Dried mushrooms of the genus """"Agaricus"""", whole, cut, sliced, broken or in powder, but not ...""",0,0,0,0,0,0,0,0,0,0,,0,1,0,2,1,0,9,0,20,127,,0,0,0,81,66,85,169,246,262,366
71232,"Dried wood ears """"Auricularia spp."""", whole, cut, sliced, broken or in powder, but not further ...""",0,0,0,0,0,0,0,0,0,0,,901,866,1213,1717,2132,23340,51936,21757,3228,3363,,0,0,0,31,49,49,49,3,61,45
71310,"Dried, shelled peas """"Pisum sativum"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,135,43,17,28,8,69,23,2,1,333,,5549,6227,6842,6328,5381,4287,3675,5188,5735,4360
71430,"Yams """"Dioscorea spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,0,0,0,0,,11,37,25,166,326,629,613,697,452,2463,,0,0,0,8,13,52,170,213,266,174
71440,"Taro """"Colocasia spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,0,0,0,0,,30,155,84,0,74,613,418,953,339,4332,,853,892,67,273,626,1171,1458,1457,1914,2006
10190,Live mules and hinnies,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,2,0,0,0,0
10611,Live primates,0,0,0,0,0,0,0,0,0,0,,3410,3214,2956,3315,3238,4309,4255,6730,5326,35455,,0,0,0,0,56,0,0,0,0,0
20450,"Fresh, chilled or frozen meat of goats",0,0,0,0,0,0,0,0,0,0,,0,0,0,179,0,3,0,0,1,,,19314,28903,28337,25974,16097,15802,11010,15445,6521,16875
20754,Fresh or chilled cuts and edible offal of domestic geese (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
20810,"Fresh, chilled or frozen meat and edible offal of rabbits or hares",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,329,0,0,0,0,0,0,0,53,21
20890,"Fresh, chilled or frozen meat and edible offal of pigeons, game, reindeer and other animals ...""",0,0,0,0,0,0,0,0,0,0,,4155,6136,6159,6933,6589,7536,15307,19205,8853,12939,,309,102,625,312,140,120,84,264,6035,1624
20990,"Poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,,40,0,539,112,0,0,0,0,0,0
21091,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...",0,0,0,0,0,0,0,0,0,0,,15,0,0,0,0,0,0,0,0,,,304,148,315,147,0,63,0,58,61,140
30191,"Live trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,14,,0,0,0,35,1,1,3432,3866,24,29
30219,"Fresh or chilled salmonidae (excluding trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,20,51,0,0,2,260,208,416,52,1,,112295,37032,19614,35294,36165,31918,34622,17835,0,0
30235,"Fresh or chilled Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,59,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,78,1,42,11,0,28,0
30236,"Fresh or chilled Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,26,0,0,,,0,0,0,14,0,0,0,0,98,191
30254,"Fresh or chilled hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,83,0,0,0,0,0,,,0,0,105,493,1093,1107,2512,1163,0,0
30273,"Fresh or chilled carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,13,0,4,182,54,56,5,,0,0,0,17,1,9,3,0,12,0
30279,"Fresh or chilled, Nile perch """"Lates niloticus"""" and snakeheads """"Channa spp.""""""""",0,0,0,0,0,0,0,0,0,0,,4,0,202,66,13,228,8077,24048,12987,10,,0,0,0,1334,20904,6030,731,312,0,0
30281,Fresh or chilled dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,,0,0,0,35,0,0,0,0,0,,,0,0,0,21,37,13,65,21,0,0
30333,"Frozen sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,22,0,0,3,0,24,14,,0,0,47,16,14,15,0,112,3,2
30354,"Frozen mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,36,44,0,118,0,0,0,0,0,,3616,3879,7635,3852,33931,46713,15650,2597,3952,6072,,1424,1449,3124,1955,2007,639,917,734,1231,503
