Product code,Product label,Japan's imports from Saudi Arabia-Value in 2012,Japan's imports from Saudi Arabia-Value in 2013,Japan's imports from Saudi Arabia-Value in 2014,Japan's imports from Saudi Arabia-Value in 2015,Japan's imports from Saudi Arabia-Value in 2016,Japan's imports from Saudi Arabia-Value in 2017,Japan's imports from Saudi Arabia-Value in 2018,Japan's imports from Saudi Arabia-Value in 2019,Japan's imports from Saudi Arabia-Value in 2020,Japan's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
620423,"Women's or girls' ensembles of synthetic fibres (excluding knitted or crocheted, ski overalls ...",0,0,0,0,0,0,0,0,0,0,,144,0,35,34,426,13,26,54,0,0,,24142,17179,11348,10710,16425,13610,10078,12510,7887,8312
620452,Women's or girls' skirts and divided skirts of cotton (excluding knitted or crocheted and  ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,1,23,144,0,0,0,,148478,135251,213546,176614,140863,163846,233559,187536,109946,111654
620610,"Women's or girls' blouses, shirts and shirt-blouses of silk or silk waste (excluding knitted ...",0,0,0,0,0,0,0,0,0,0,,0,141,1926,145,304,30,33,0,0,0,,39400,54059,35745,24154,24776,22342,21110,19393,18221,16310
620640,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres (excluding knitted or ...",0,0,0,0,0,0,0,0,0,0,,0,707,0,67,118,462,54,0,0,0,,599697,587537,470151,382378,499879,572498,541821,515805,455542,477546
620892,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,16,19,0,0,0,,23319,40038,36783,20160,15446,16828,13882,13794,9009,10974
621010,"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated ...",0,0,0,0,0,0,0,0,0,0,,11907,14007,11568,15628,14684,10526,13137,13583,11026,10075,,81182,83652,86186,97376,97150,99456,99495,99408,278389,162941
621030,"Garments of the type described in heading 6202, rubberised or impregnated, coated, covered ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,379,247,0,0,0,,12449,11914,13451,16489,24733,16418,32375,20739,17688,15561
621111,Men's or boys' swimwear (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,5541,11033,9691,5228,152,34,6,0,0,0,,20694,21847,19659,20379,19476,15976,18566,16866,13514,10502
621133,"Men's or boys' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",0,0,0,0,0,0,0,0,0,0,,82,1041,1313,247,1145,1477,2729,4,82,109,,415210,327754,338506,314039,317528,331420,385610,425163,375888,336085
621220,"Girdles and panty girdles of all types of textile materials, whether or not elasticated, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,45,0,8,1,2,0,0,0,0,,95834,106385,88255,79716,83134,86531,89425,96611,96703,83171
621420,"Shawls, scarves, mufflers, mantillas, veils and similar articles of wool or fine animal hair ...",0,0,0,0,0,0,0,0,0,0,,69,476,299,122,106,199,251,0,344,1758,,140536,148273,141849,136786,130964,146140,171660,147758,101080,99565
630229,"Printed bedlinen of textile materials (excluding cotton and man-made fibres, knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,0,0,0,398,878,112,178,0,4,133,,474,362,272,302,185,261,89,182,78,170
630260,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics of cotton (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,47,31,29,13,24,0,0,0,,712038,674409,645243,548062,543337,538443,543177,550122,458835,500722
630392,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres (excluding ...",0,0,0,0,0,0,0,0,0,0,,606,659,587,904,1207,980,1471,0,3,5,,196622,188343,196476,168513,180544,182275,186184,200143,201552,216397
630499,"Articles for interior furnishing, of textile materials (excluding of cotton or synthetic fibres, ...",0,0,0,0,0,0,0,0,0,0,,139,33,162,242,237,236,154,0,0,236,,7210,7738,7205,5870,5645,5896,4344,5870,3607,5349
630629,"Tents of textile materials (excluding of synthetic fibres, and umbrella and play tents)",0,0,0,5,0,0,0,0,0,0,,1659,2403,1539,1937,1685,1136,1243,589,1928,3104,,74,294,223,397,563,1257,1526,2128,2578,5751
630630,"Sails for boats, sailboards or landcraft, of textile materials",0,0,0,0,0,0,0,0,0,0,,101,0,360,939,486,294,66,143,780,1050,,867,710,817,1053,776,1141,1233,1107,718,735
640340,"Footwear, incorporating a protective metal toecap, with outer soles of rubber, plastics, leather ...",0,0,0,0,0,0,0,0,0,0,,378,202,517,825,659,556,408,277,169,136,,3243,3055,2543,2542,1940,2457,2114,2840,2490,2361
650400,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not ...",0,0,0,0,0,0,0,0,0,0,,99,0,0,12,83,55,75,0,7,0,,43535,41012,41359,43857,51791,38694,38327,33030,23993,14953
650691,"Bathing caps, hoods and other headgear, whether or not lined or trimmed, of rubber or plastics ...",0,0,0,0,0,0,0,0,0,0,,0,0,2523,12,9,58,0,0,0,0,,6187,6679,6941,6874,6278,6205,6442,6349,6112,5603
660199,"Umbrellas and sun umbrellas, incl. walking-stick umbrellas (excluding umbrellas having a telescopic ...",0,0,0,0,0,0,0,0,0,0,,0,203,58,30,32,15,0,0,281,429,,232745,191964,195632,207009,185652,164428,174169,159596,133393,127757
660200,"Walking sticks, seat-sticks, whips, riding-crops and the like (excluding measure walking sticks, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,2,2,0,0,0,0,,15238,19388,17918,14642,15861,16142,15855,16909,14083,17572
670300,"Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7,1,0,0,0,0,,5132,5466,3999,2935,2488,2773,2490,2250,2559,1864
670411,Complete wigs of synthetic textile materials,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,2,2,0,0,0,0,,58057,65449,76134,72171,62879,56453,49467,49276,42455,46734
680221,"Marble, travertine and alabaster articles thereof, simply cut or sawn, with a flat or even ...",0,0,0,0,0,0,0,0,0,0,,527,742,447,191,15,118,5,0,0,0,,1257,1698,2081,2061,2249,921,840,1450,819,977
680293,"Granite, in any form, polished, decorated or otherwise worked (excluding tiles, cubes and similar ...",0,162,0,0,0,0,0,0,0,0,,16494,36373,33203,12499,1407,0,0,0,0,0,,799103,806887,728816,576041,506276,472159,467750,467401,363715,385025
680430,Hand sharpening or polishing stones,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4479,4463,5235,5950,5704,6782,6719,6587,8188,8635
680510,"Natural or artificial abrasive powder or grain, on a base of woven textile fabric only, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,18,0,0,0,33,,10167,9574,10859,10361,10433,11688,13604,13174,11881,13940
681011,"Building blocks and bricks of cement, concrete or artificial stone, whether or not reinforced",0,0,0,0,0,0,0,0,0,0,,7088,9553,8467,11832,10437,10798,7694,6021,1545,1837,,10184,9430,9782,8067,7824,7473,6577,5935,5169,5161
681091,"Prefabricated structural components for building or civil engineering of cement, concrete or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,0,,20977,18955,19844,16015,18921,10630,11083,12345,10767,16653
681189,"Articles of cellulose fibre-cement or the like, not containing asbestos (excluding corrugated ...",0,0,0,0,0,0,0,0,0,0,,349,1207,1965,971,191,7830,16189,40,320,24,,2885,3784,4164,3807,3678,3425,2402,3996,3126,3179
690100,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ...",0,0,0,0,0,0,0,0,0,0,,28,38,0,131,590,321,1727,167,85,23,,16252,15802,12911,9091,6568,9560,7105,10496,10695,8664
690220,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,14,0,0,0,0,33,0,,80105,50712,57166,74754,48788,69650,60116,72199,57138,45092
690990,"Ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, ...",0,0,0,0,0,0,0,0,0,0,,0,1154,3267,1834,1389,541,195,249,63,18,,2674,2213,2349,1777,1887,2392,4086,1718,1682,1835
691010,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",0,0,0,0,0,0,0,0,0,0,,1449,1605,1658,2691,3345,1824,2028,710,455,288,,3032,3080,4415,4665,3908,4051,4068,3820,3855,2528
691090,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",0,0,0,0,0,0,0,0,0,0,,11843,5409,1098,1309,2554,3340,7002,3439,1500,4645,,98766,109315,118470,111652,102862,102949,110774,119447,122687,114570
691110,"Tableware and kitchenware, of porcelain or china (excluding ornamental articles, pots, jars, ...",0,0,0,0,0,0,0,0,0,0,,422,655,754,5351,9062,4701,376,121,37,8,,200096,194662,174399,155266,146436,136508,125072,120708,103323,116536
700800,Multiple-walled insulating units of glass,0,0,0,0,0,0,0,0,0,0,,0,0,0,73,617,1112,306,192,1063,9223,,9920,7808,7502,5200,4507,4814,7851,5474,5465,5637
701020,"Stoppers, lids and other closures, of glass",0,0,0,0,0,0,0,0,0,0,,1786,2615,1656,0,1,116,1181,63,68,71,,2340,2078,3164,2996,3439,3375,3167,3133,4028,4362
701090,"Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used ...",0,0,0,0,0,0,0,0,0,0,,49049,48280,41658,30133,22003,14736,35955,53891,46676,106712,,33848,32921,39072,37854,34555,35310,37539,53997,59319,59963
701341,"Glassware of lead crystal, of a kind used for table or kitchen purposes (excluding articles ...""",0,0,0,0,0,0,0,0,0,0,,65,0,0,81,17,2,3,0,0,0,,3046,2692,2465,1650,1231,1176,1150,995,1440,1505
701590,"Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, ...",0,0,0,0,0,0,0,0,0,0,,28,0,0,12,98,34,0,0,0,0,,5452,3843,6828,4992,4285,2791,2940,3634,1826,2216
702000,"Articles of glass, n.e.s.",0,0,0,0,0,0,0,0,0,0,,752,450,847,249,558,355,212,80,330,696,,85514,80812,98653,107186,120420,141805,202869,211833,252749,270131
710310,"Precious stones and semi-precious stones, unworked or simply sawn or roughly shaped, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5477,3848,3431,3781,2729,5524,5850,7103,5172,4511
710399,"Precious and semi-precious stones, worked, whether or not graded, but not strung, mounted or ...",0,0,0,0,0,0,0,0,0,0,,0,153,121,1,0,1,110,0,0,0,,71465,70307,69091,54468,54729,51873,56609,63417,56465,68462
710490,"Precious and semi-precious stones, synthetic or reconstructed, worked, whether or not graded ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,16,0,0,0,0,,76695,69801,92866,83882,45034,26890,12696,16143,17712,15039
710811,"Gold, incl. gold plated with platinum, for non-monetary purposes",0,0,0,0,0,0,0,0,0,0,,121160,70453,26524,0,0,0,0,0,0,0,,2208,2767,1982,1865,874,584,200,232,141,56226
711019,"Platinum, in semi-manufactured forms",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,390526,248874,117909,130151,100799,120077,118159,113888,146390,148811
711790,"Imitation jewellery (excluding jewellery, of base metal, whether or not clad with silver, gold ...",0,0,0,0,0,0,0,0,0,0,,3226,108,402,1122,3196,1099,2542,1160,590,50827,,94430,94203,98455,80730,80563,74957,64419,54089,36417,41209
720219,"Ferro-manganese, containing by weight <= 2% carbon",0,0,0,0,0,0,0,0,0,0,,0,0,0,185,14,0,38,32484,128,4,,44925,17713,23863,9788,1047,1089,1403,2972,2401,1134
720221,"Ferro-silicon, containing by weight > 55% of silicon",0,0,0,0,0,0,0,0,0,0,,1412,0,0,0,149,0,0,0,0,0,,730089,659364,718833,593813,481965,576561,685029,567059,397192,787108
720230,Ferro-silico-manganese,694,0,117,0,0,0,0,85,0,0,,17960,20750,28296,10964,4607,40818,30493,5877,24819,49083,,290227,302170,321251,234256,201595,297113,334808,294183,236199,350296
720250,Ferro-silico-chromium,0,0,0,0,0,0,0,0,0,0,,165,0,0,0,0,0,0,0,0,0,,13971,10319,10928,9630,13031,11526,14267,8560,6266,12289
720292,Ferro-vanadium,0,0,0,0,0,0,0,0,0,0,,0,0,480,0,0,0,0,0,0,0,,72987,83516,83702,59058,42110,70202,231126,163275,45629,74969
720310,"Ferrous products obtained by direct reduction of iron ore, in lumps, pellets or similar forms",0,0,0,0,0,0,0,0,0,0,,38515,24743,20267,0,4038,693,0,4771,0,0,,6286,6308,16749,1803,6201,2555,8777,7558,12925,130
10614,Live rabbits and hares,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,93,610,1436,882,478,367,239,83,82,113
10641,Live bees,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3522,4067,4368,3668,3988,4201,4833,4259,4757,5290
20230,"Frozen, boneless meat of bovine animals",0,0,0,0,0,0,0,0,0,0,,49149,7741,16648,12723,5891,9891,14671,13922,10428,5476,,1235020,1265119,1283570,1269052,986789,1182142,1363366,1394397,1375627,1504655
20319,"Fresh or chilled meat of swine (excluding carcases and half-carcases, and hams, shoulders and ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1708764,1588279,1623487,1456161,1719799,1872712,1935582,1964463,2070159,2097297
20321,Frozen carcases and half-carcases of swine,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,69,93,93,124,110,109,87,147,105,128
20421,Fresh or chilled sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,34,54,53,0,0,0,,0,7,0,0,0,0,0,0,0,0
20423,Fresh or chilled boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,43564,44708,57326,52180,52666,67343,75118,78003,77340,87710
20621,Frozen edible bovine tongues,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,160724,208090,206287,167036,234225,237571,185282,203461,205326,275662
20629,Frozen edible bovine offal (excluding tongues and livers),0,0,0,0,0,0,0,0,0,0,,326,0,89,0,11,23,15,10,0,13,,45659,54241,62579,70119,86940,54697,64059,78689,76949,82254
20680,"Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,45,0,0,0,9756,7523,853,169,0,0,,31,54,15,46,62,79,45,4,10,6
20725,"Frozen turkeys of the species domesticus, not cut into pieces",0,0,0,0,0,0,0,0,0,0,,3797,236,601,270,157,0,207,51,0,0,,925,453,387,345,458,290,378,318,297,316
20727,Frozen cuts and edible offal of turkeys of the species domesticus,0,0,0,0,0,0,0,0,0,0,,740,31,30,184,38,381,160,99,0,10,,1539,1978,1866,3002,3443,3893,4527,4082,2665,1693
20744,Fresh or chilled cuts and edible offal of domestic ducks (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,75,0,0,0,0,0,0,0,0,253,,2125,2473,2277,1741,538,957,1249,1420,1082,755
21011,"Hams, shoulders and cuts thereof of swine, salted, in brine, dried or smoked, with bone in",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,5729,6003,6598,6272,5799,5626,5060,5524,3310,2941
30214,"Fresh or chilled Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,224288,208648,187507,164928,197247,186279,188380,190162,156490,169279
30223,"Fresh or chilled sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6,7,64,10,3,33,24,92,4,28
30244,"Fresh or chilled mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,0,0,0,0,0,0,0,0,0,,1420,1637,1750,2962,4042,4838,6529,4683,6069,6399,,3908,2642,630,662,1532,1207,944,1429,1132,1403
30246,"Fresh or chilled cobia """"Rachycentron canadum""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,1266,0,0,0,,0,0,259,162,0,0,0,0,0,0
30290,Fresh or chilled fish livers and roes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16975,12977,11335,9540,9542,0,0,0,0,0
30312,"Frozen Pacific salmon (excluding sockeye salmon """"red salmon"""")""""",0,0,0,0,0,0,0,0,0,0,,45,0,0,241,0,1,0,0,0,0,,608508,385707,511783,477738,476003,612855,648642,723430,562109,654246
30339,"Frozen flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"""" ...""",0,0,0,0,0,0,0,0,0,0,,2045,3109,1678,1,0,0,0,0,0,0,,73332,49743,57850,43289,46552,45332,30581,25890,22656,20399
30345,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,29912,34140,61193,48718,19319,3060,7276,10878,4674,4974
30349,"Frozen tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, Thunnus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,12,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30389,"Frozen fish, n.e.s.",0,0,0,0,0,0,0,0,0,0,,27,376,56,675,8,210,0,814,2172,707,,634198,527073,500393,448725,453359,421556,367917,294165,288159,283619
30399,"Frozen fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,21679,28590,37291,27567,26488
30432,"Fresh or chilled fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,92,0,0,0,,0,0,0,0,582,437,0,0,0,2
30459,"Fresh or chilled fish meat, whether or not minced (excluding all fillets, tilapias, catfish, ...",0,0,0,0,0,0,0,0,0,0,,1642,611,444,0,0,35,0,0,0,0,,25690,14993,10622,4911,5800,5330,3899,3626,3272,3605
30481,"Frozen fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,48,63,0,240,0,0,0,,160300,147885,246624,198128,191862,312272,312842,299699,322259,341264
30483,"Frozen fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,98865,90992,89616,87067,81372,81362,92148,87734,74351,68958
30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,9,17,29,51,35,3,41,,19404,11949,7518,1144,2032,811,2706,620,578,1436
30544,"Smoked tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""",0,0,0,0,0,0,0,0,0,0,,0,0,3262,3397,2307,0,0,0,0,0,,11,20,16,9,34,0,31,69,28,27
30561,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30563,"Anchovies """"Engraulis spp."""", salted or in brine only (excluding fillets and offal)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,86,79,74,98,58,66,59,240,35,49
30629,"Crustaceans, even smoked, fit for human consumption, whether in shell or not, live, fresh, ...",0,0,0,0,0,0,0,0,0,0,,960,0,0,334,527,915,1668,4675,17,30,,436,295,354,142,351,0,0,0,0,0
30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,74551,67647,57896,49107,41074,47737,33741,38558,28255,29435
40110,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,89727,113081,68437,73652,204148,103726,163302,201287,160056,213816,,12,5,7,0,0,0,0,0,0,0
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened",0,0,0,0,0,0,0,0,0,0,,20934,27777,32174,44187,34574,23609,26097,23853,24009,22906,,2173,2148,2007,2108,2894,3118,3811,6701,7887,9136
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",0,0,0,0,0,0,0,0,0,0,,34,0,0,0,0,2,51,100,0,2,,1195,1478,1231,1366,1085,1142,1070,1148,800,473
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excluding those used for ...",0,0,0,0,0,0,0,0,0,0,,34,0,0,0,0,0,0,0,0,0,,80928,76413,72701,60731,57902,57538,57182,51911,49186,53889
60120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1135,931,1345,1308,914,814,801,735,906,1192
60290,"Live plants, incl. their roots, and mushroom spawn (excluding bulbs, tubers, tuberous roots, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,318,46,0,10,0,,95327,88067,88072,81719,88701,92724,96095,99365,98041,108833
60314,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,150905,139119,120436,106724,118563,120033,127048,134854,123455,125052
70110,Seed potatoes,0,0,0,0,0,0,0,0,0,0,,0,225,172,0,4,210,187,0,0,0,,0,0,0,0,0,0,0,0,0,0
70690,"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excluding ...",0,0,0,0,0,0,0,0,0,0,,2007,244,0,38,1364,2587,2662,3205,2806,2764,,34863,29401,34126,24002,30588,27767,39580,33215,24905,30760
70920,Fresh or chilled asparagus,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,96058,72864,71252,56471,71055,64715,67054,60810,57337,53015
70991,Fresh or chilled globe artichokes,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,2,0,0,0,0,0,,14,71,64,122,93,88,79,78,27,25
71339,"Dried, shelled beans """"Vigna and Phaseolus"""", whether or not skinned or split (excluding beans ...""",0,0,0,0,0,0,0,0,0,0,,428,188,528,416,10,2,0,0,0,82,,23025,21901,28021,21758,18322,17251,21025,24426,17478,13856
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",0,0,0,0,0,0,0,0,0,0,,0,0,54,80,32,30,17,0,0,0,,18716,21008,19471,16446,16336,22597,19385,20687,16131,15303
80121,"Fresh or dried brazil nuts, in shell",0,0,0,0,0,0,0,0,0,0,,0,105,0,20,26,0,0,0,0,0,,0,0,0,6,0,0,6,0,0,0
80122,"Fresh or dried brazil nuts, shelled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,277,330,147,89,314,564,382,373,344,391
80232,"Fresh or dried walnuts, shelled",0,0,0,0,0,0,0,0,0,0,,311,41,440,51,117,11,61,0,0,0,,118072,120544,170244,153033,117891,146889,167474,111316,136993,131680
80261,"Fresh or dried macadamia nuts, in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,1,0,0,0,0,,65,22,0,35,11,136,61,41,2,13
80521,Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,16973,15797,14220,20463,25101
80540,Fresh or dried grapefruit,0,0,0,0,0,0,0,0,0,0,,0,275,288,466,112,284,62,0,0,9,,176211,131783,112838,105419,105522,91662,86548,76931,75753,58961
80719,Fresh melons (excluding watermelons),0,0,0,0,0,0,0,0,0,0,,4824,6389,6095,7070,7444,1385,104,97,24,0,,36227,34312,29597,23259,28680,24591,26991,25808,22455,22779
80830,Fresh pears,0,0,0,0,0,0,0,0,0,0,,218,104,287,609,542,905,648,4,0,1,,90,196,192,88,0,0,0,0,0,3
